['Time', '0: 2008-09-05', '1: 2009-03-19', '2: 2010-09-15', '3: 2012-03-06', '4: 2012-12-12', '5: 2013-12-12', '6: 2014-03-24', '7: 2015-05-27', '8: 2016-05-27', '9: 2017-09-15', '10: 2017-09-22', '11: 2018-02-19', '12: 2019-05-22', '13: 2021-04-06', '14: 2021-07-10', '15: 2022-05-25', 'Count']
['2000-03-11 05:47:36', '0', '1', "(Mercury,333.470,(r)) (H10,273.466,(c)) (sextile,0.28')", '3', '4', "(Uranus,318.695,(r)) (Neptune,318.680,(d)) (conjunction,0.90')", '6', "(Mercury,333.470,(r)) (Uranus,333.306,(d)) (conjunction,9.88')", '8', "(Uranus,318.695,(r)) (Jupiter,18.762,(c)) (sextile,4.03')", '10', '11', '12', '13', '14', "(Moon,54.183,(r)) (Jupiter,54.360,(d)) (conjunction,10.65')\n(H1,12.686,(r)) (Mercury,312.694,(c)) (sextile,0.46')", 6]
['2000-03-11 07:27:35', "(Venus,327.316,(r)) (Uranus,327.283,(d)) (conjunction,1.95')", '1', "(Mean_Node,121.344,(r)) (Sun,1.303,(d)) (trine,2.43')", "(Uranus,318.698,(r)) (H10,318.592,(d)) (conjunction,6.39')", '4', "(Neptune,305.683,(r)) (Uranus,305.618,(c)) (conjunction,3.88')", '6', "(H1,34.892,(r)) (Mars,34.927,(d)) (conjunction,2.13')\n(H8,243.997,(r)) (Uranus,334.070,(d)) (square,4.38')\n(Mars,21.310,(r)) (Neptune,291.259,(c)) (square,3.04')", '8', "(Sun,351.033,(r)) (H3,111.010,(d)) (trine,1.36')\n(Uranus,318.698,(r)) (Mean_Node,138.548,(d)) (opposition,9.01')", "(Uranus,318.698,(r)) (Mean_Node,138.567,(d)) (opposition,7.85')", "(Moon,55.155,(r)) (Pluto,235.129,(c)) (opposition,1.55')", '12', '13', '14', "(Moon,55.155,(r)) (Mercury,355.233,(d)) (sextile,4.68')\n(H1,34.892,(r)) (Moon,34.901,(c)) (conjunction,0.54')", 13]
['2000-03-11 07:13:27', "(Venus,327.304,(r)) (Uranus,327.217,(d)) (conjunction,5.19')", '1', '2', "(Pluto,252.897,(r)) (Mean_Node,132.961,(d)) (trine,3.83')", "(H9,271.462,(r)) (Uranus,331.486,(d)) (sextile,1.43')", "(Moon,55.017,(r)) (Saturn,54.998,(d)) (conjunction,1.17')\n(Neptune,305.683,(r)) (Uranus,305.674,(c)) (conjunction,0.51')", '6', "(Mars,21.303,(r)) (Neptune,291.317,(c)) (square,0.88')", "(Neptune,305.683,(r)) (Mars,35.708,(d)) (square,1.53')", '9', '10', '11', '12', "(Neptune,305.683,(r)) (Moon,35.760,(c)) (square,4.64')", "(Mars,21.303,(r)) (H9,291.222,(d)) (square,4.86')", "(Jupiter,34.707,(r)) (Moon,34.741,(c)) (conjunction,2.06')", 10]
['2000-03-11 07:03:59', "(Venus,327.295,(r)) (Uranus,327.173,(d)) (conjunction,7.33')", "(H3,89.284,(r)) (Mars,29.306,(d)) (sextile,1.36')", "(H10,301.069,(r)) (Sun,1.161,(d)) (sextile,5.50')", "(Pluto,252.897,(r)) (Mean_Node,132.923,(d)) (trine,1.58')", '4', "(Moon,54.925,(r)) (Saturn,55.058,(d)) (conjunction,7.99')\n(Neptune,305.683,(r)) (Uranus,305.711,(c)) (conjunction,1.72')", '6', "(Mars,21.298,(r)) (Neptune,291.356,(c)) (square,3.49')\n(H1,29.698,(r)) (Saturn,29.679,(c)) (conjunction,1.10')", "(Neptune,305.683,(r)) (Mars,35.637,(d)) (square,2.74')\n(Pluto,252.897,(r)) (H8,252.959,(d)) (conjunction,3.73')", '9', '10', "(Venus,327.295,(r)) (Pluto,267.341,(d)) (sextile,2.75')\n(Uranus,318.697,(r)) (H4,138.547,(d)) (opposition,9.02')", '12', "(Neptune,305.683,(r)) (Moon,35.657,(c)) (square,1.52')", '14', "(Jupiter,34.706,(r)) (Moon,34.635,(c)) (conjunction,4.27')", 14]
['2000-03-11 07:37:11', "(Venus,327.324,(r)) (Uranus,327.328,(d)) (conjunction,0.27')", '1', "(Mean_Node,121.343,(r)) (Sun,1.362,(d)) (trine,1.13')\n(Venus,327.324,(r)) (H3,87.415,(c)) (trine,5.48')", '3', '4', "(Neptune,305.683,(r)) (Uranus,305.580,(c)) (conjunction,6.18')", '6', "(Pluto,252.897,(r)) (Venus,342.891,(d)) (square,0.34')", '8', "(Uranus,318.698,(r)) (Mean_Node,138.609,(d)) (opposition,5.37')", "(Uranus,318.698,(r)) (Mean_Node,138.628,(d)) (opposition,4.20')\n(H1,36.996,(r)) (Mars,37.065,(d)) (conjunction,4.19')\n(Moon,55.248,(r)) (Pluto,235.400,(c)) (opposition,9.14')", "(H3,96.958,(r)) (Uranus,336.951,(d)) (trine,0.42')\n(H7,216.996,(r)) (Uranus,336.951,(d)) (trine,2.66')", '12', "(Mean_Node,121.343,(r)) (POF,121.227,(d)) (conjunction,6.96')", '14', "(Moon,55.248,(r)) (Mercury,355.314,(d)) (sextile,3.97')", 13]
['2000-03-11 06:56:39', "(Venus,327.289,(r)) (Uranus,327.140,(d)) (conjunction,8.97')\n(Mars,21.294,(r)) (H4,111.361,(c)) (square,4.00')", "(H3,87.600,(r)) (Uranus,327.667,(d)) (trine,4.02')", '2', "(Pluto,252.897,(r)) (Mean_Node,132.894,(d)) (trine,0.15')", '4', "(Neptune,305.682,(r)) (Uranus,305.740,(c)) (conjunction,3.45')", '6', "(Mars,21.294,(r)) (Neptune,291.386,(c)) (square,5.51')", "(H8,237.077,(r)) (Saturn,57.233,(d)) (opposition,9.37')\n(H8,237.077,(r)) (Pluto,236.993,(c)) (conjunction,5.05')", '9', "(Saturn,43.320,(r)) (H1,43.194,(d)) (conjunction,7.54')", "(H3,87.600,(r)) (Pluto,267.457,(d)) (opposition,8.57')", '12', "(Pluto,252.897,(r)) (POF,72.937,(c)) (opposition,2.37')", '14', "(Jupiter,34.705,(r)) (Moon,34.552,(c)) (conjunction,9.19')", 12]
['2000-03-11 07:42:23', "(Venus,327.328,(r)) (Uranus,327.353,(d)) (conjunction,1.49')", '1', "(Mean_Node,121.343,(r)) (Sun,1.394,(d)) (trine,3.07')\n(H1,38.133,(r)) (Venus,338.157,(d)) (sextile,1.45')\n(H3,98.171,(r)) (Venus,338.157,(d)) (trine,0.79')", "(Venus,327.328,(r)) (H9,267.280,(c)) (sextile,2.93')", '4', "(Neptune,305.683,(r)) (Uranus,305.559,(c)) (conjunction,7.43')", '6', "(Pluto,252.897,(r)) (Venus,342.943,(d)) (square,2.74')\n(Venus,327.328,(r)) (Pluto,237.410,(c)) (square,4.87')", '8', "(Uranus,318.699,(r)) (Mean_Node,138.642,(d)) (opposition,3.39')\n(H10,310.469,(r)) (Venus,310.558,(c)) (conjunction,5.36')", "(Uranus,318.699,(r)) (Mean_Node,138.662,(d)) (opposition,2.22')\n(Moon,55.298,(r)) (Pluto,235.349,(c)) (opposition,3.04')", '11', "(Mars,21.318,(r)) (H1,21.477,(c)) (conjunction,9.56')", '13', "(H10,310.469,(r)) (Mars,40.482,(d)) (square,0.82')", "(Moon,55.298,(r)) (Mercury,355.359,(d)) (sextile,3.61')", 15]
['2000-03-11 07:38:39', "(Venus,327.325,(r)) (Uranus,327.335,(d)) (conjunction,0.62')\n(H4,129.543,(r)) (Mean_Node,129.595,(d)) (conjunction,3.12')\n(Mean_Node,121.343,(r)) (H4,121.381,(c)) (conjunction,2.27')", '1', "(Mean_Node,121.343,(r)) (Sun,1.371,(d)) (trine,1.67')", '3', '4', "(Neptune,305.683,(r)) (Uranus,305.574,(c)) (conjunction,6.53')", "(H3,97.300,(r)) (Sun,337.370,(c)) (trine,4.21')\n(H7,217.317,(r)) (Sun,337.370,(c)) (trine,3.22')", "(Pluto,252.897,(r)) (Venus,342.906,(d)) (square,0.53')", '8', "(Uranus,318.699,(r)) (Mean_Node,138.618,(d)) (opposition,4.81')", "(Uranus,318.699,(r)) (Mean_Node,138.638,(d)) (opposition,3.65')\n(Moon,55.262,(r)) (Pluto,235.386,(c)) (opposition,7.42')", "(Venus,327.325,(r)) (H4,147.475,(d)) (opposition,9.00')", "(Mars,21.316,(r)) (H10,291.337,(c)) (square,1.26')", "(POF,101.538,(r)) (Mean_Node,101.647,(c)) (conjunction,6.51')", '14', "(Moon,55.262,(r)) (Mercury,355.327,(d)) (sextile,3.87')", 15]
['2000-03-11 07:55:59', "(Venus,327.340,(r)) (Uranus,327.418,(d)) (conjunction,4.71')\n(H4,133.862,(r)) (Neptune,313.983,(d)) (opposition,7.31')\n(Neptune,305.684,(r)) (H4,125.596,(c)) (opposition,5.25')", '1', "(Mean_Node,121.343,(r)) (Pluto,241.403,(c)) (trine,3.60')", '3', '4', "(Neptune,305.684,(r)) (Uranus,305.505,(c)) (conjunction,10.73')", '6', "(Venus,327.340,(r)) (Pluto,237.268,(c)) (square,4.31')", '8', "(Uranus,318.699,(r)) (Mean_Node,138.730,(d)) (opposition,1.84')", "(Uranus,318.699,(r)) (Mean_Node,138.749,(d)) (opposition,3.02')", '11', "(Mercury,333.436,(r)) (H10,333.320,(d)) (conjunction,6.97')\n(H10,313.862,(r)) (Mercury,314.035,(c)) (conjunction,10.40')", "(Neptune,305.684,(r)) (POF,125.803,(d)) (opposition,7.16')", "(POF,105.480,(r)) (Neptune,285.468,(c)) (opposition,0.73')", "(Moon,55.431,(r)) (Mercury,355.476,(d)) (sextile,2.75')\n(H10,313.862,(r)) (Moon,73.812,(d)) (trine,2.99')", 14]
['2000-03-11 05:55:04', '0', '1', '2', '3', '4', "(Uranus,318.695,(r)) (Neptune,318.713,(d)) (conjunction,1.12')", '6', "(Mercury,333.468,(r)) (Uranus,333.360,(d)) (conjunction,6.48')\n(H8,223.148,(r)) (Venus,313.169,(c)) (square,1.23')", '8', '9', '10', "(Mean_Node,121.347,(r)) (H4,121.461,(d)) (conjunction,6.83')\n(Mean_Node,121.347,(r)) (POF,61.407,(c)) (sextile,3.57')\n(H4,104.751,(r)) (Mean_Node,104.894,(c)) (conjunction,8.61')", '12', '13', '14', "(Moon,54.255,(r)) (Jupiter,54.299,(d)) (conjunction,2.62')\n(Mercury,333.468,(r)) (H9,273.518,(d)) (sextile,2.99')\n(H1,14.360,(r)) (Jupiter,14.509,(c)) (conjunction,8.91')", 9]
['2000-03-11 07:14:47', "(Venus,327.305,(r)) (Uranus,327.223,(d)) (conjunction,4.89')", '1', "(H10,303.687,(r)) (Moon,63.623,(d)) (trine,3.86')", "(Pluto,252.897,(r)) (Mean_Node,132.966,(d)) (trine,4.14')", '4', "(Moon,55.030,(r)) (Saturn,54.989,(d)) (conjunction,2.46')\n(Neptune,305.683,(r)) (Uranus,305.669,(c)) (conjunction,0.83')", '6', "(Mars,21.303,(r)) (Neptune,291.312,(c)) (square,0.51')", "(Neptune,305.683,(r)) (Mars,35.718,(d)) (square,2.13')", '9', "(H1,32.078,(r)) (Uranus,302.122,(c)) (square,2.64')", '11', '12', "(Neptune,305.683,(r)) (Moon,35.774,(c)) (square,5.50')", '14', "(Jupiter,34.707,(r)) (Moon,34.756,(c)) (conjunction,2.95')", 10]
['2000-03-11 07:53:51', "(Venus,327.338,(r)) (Uranus,327.408,(d)) (conjunction,4.20')", '1', "(Mean_Node,121.343,(r)) (Pluto,241.427,(c)) (trine,5.07')\n(H1,40.637,(r)) (Sun,340.708,(c)) (sextile,4.28')", '3', '4', "(Neptune,305.684,(r)) (Uranus,305.513,(c)) (conjunction,10.21')", '6', "(Venus,327.338,(r)) (Pluto,237.290,(c)) (square,2.88')", '8', "(Moon,55.410,(r)) (H1,55.562,(d)) (conjunction,9.14')\n(Uranus,318.699,(r)) (Mean_Node,138.716,(d)) (opposition,1.02')", "(Uranus,318.699,(r)) (Mean_Node,138.736,(d)) (opposition,2.19')\n(Moon,55.410,(r)) (Pluto,235.237,(c)) (opposition,10.39')", '11', '12', '13', "(Neptune,305.684,(r)) (POF,125.543,(d)) (opposition,8.43')\n(H1,40.637,(r)) (Mars,40.594,(d)) (conjunction,2.56')", "(Moon,55.410,(r)) (Mercury,355.458,(d)) (sextile,2.87')", 12]
['2000-03-11 06:35:51', "(H7,203.466,(r)) (Mean_Node,113.424,(c)) (square,2.53')", '1', '2', "(Pluto,252.897,(r)) (Mean_Node,132.814,(d)) (trine,5.00')", "(Jupiter,34.702,(r)) (H1,34.545,(d)) (conjunction,9.39')\n(H1,23.466,(r)) (Jupiter,23.312,(c)) (conjunction,9.25')", "(Neptune,305.682,(r)) (Uranus,305.820,(c)) (conjunction,8.29')", '6', "(Uranus,318.696,(r)) (Mercury,318.642,(c)) (conjunction,3.26')", '8', '9', '10', '11', '12', "(H4,114.335,(r)) (Saturn,24.291,(c)) (square,2.64')", '14', "(H9,262.840,(r)) (Mean_Node,142.886,(d)) (trine,2.78')", 8]
['2000-03-11 06:17:20', '0', '1', '2', '3', '4', "(Uranus,318.696,(r)) (Neptune,318.816,(d)) (conjunction,7.20')", '6', "(Mercury,333.462,(r)) (Uranus,333.526,(d)) (conjunction,3.80')\n(Uranus,318.696,(r)) (Mercury,318.814,(c)) (conjunction,7.10')", '8', "(Jupiter,34.699,(r)) (H1,34.584,(d)) (conjunction,6.91')\n(H10,289.958,(r)) (Jupiter,50.041,(d)) (trine,4.97')\n(Jupiter,34.699,(r)) (Sun,334.636,(c)) (sextile,3.77')", '10', "(H3,78.609,(r)) (Mean_Node,138.538,(d)) (sextile,4.28')\n(H3,78.609,(r)) (Jupiter,18.552,(c)) (sextile,3.43')", '12', "(Saturn,43.317,(r)) (Mercury,313.392,(c)) (square,4.53')", '14', '15', 9]
['2000-03-11 06:54:39', "(Venus,327.287,(r)) (Uranus,327.130,(d)) (conjunction,9.42')\n(H4,118.822,(r)) (Mars,28.793,(d)) (square,1.71')\n(H7,207.635,(r)) (Neptune,297.628,(c)) (square,0.43')", "(H7,207.635,(r)) (Uranus,327.658,(d)) (trine,1.35')", '2', "(Pluto,252.897,(r)) (Mean_Node,132.887,(d)) (trine,0.62')", '4', "(Neptune,305.682,(r)) (Uranus,305.748,(c)) (conjunction,3.92')", '6', '7', "(H10,298.822,(r)) (Saturn,28.754,(c)) (square,4.05')", '9', "(H1,27.635,(r)) (Saturn,27.570,(c)) (conjunction,3.91')", '11', '12', '13', "(H10,298.822,(r)) (Uranus,298.707,(c)) (conjunction,6.90')", "(Jupiter,34.704,(r)) (Moon,34.529,(c)) (conjunction,10.53')", 10]
['2000-03-11 07:20:39', "(Venus,327.310,(r)) (Uranus,327.251,(d)) (conjunction,3.55')\n(Saturn,43.321,(r)) (H4,133.370,(d)) (square,2.95')", '1', "(Mean_Node,121.344,(r)) (Sun,1.261,(d)) (trine,4.98')\n(Moon,55.087,(r)) (H10,295.157,(c)) (trine,4.17')", "(Pluto,252.897,(r)) (Mean_Node,132.989,(d)) (trine,5.55')", '4', "(Moon,55.087,(r)) (Saturn,54.952,(d)) (conjunction,8.13')\n(Mars,21.306,(r)) (H1,21.400,(c)) (conjunction,5.64')\n(Neptune,305.683,(r)) (Uranus,305.646,(c)) (conjunction,2.22')", "(Uranus,318.698,(r)) (H4,138.876,(d)) (opposition,10.70')\n(POF,97.428,(r)) (Sun,337.482,(c)) (trine,3.27')", "(Mars,21.306,(r)) (Neptune,291.288,(c)) (square,1.11')", "(Neptune,305.683,(r)) (Mars,35.763,(d)) (square,4.80')", '9', "(Uranus,318.698,(r)) (Mean_Node,138.524,(d)) (opposition,10.46')", "(Moon,55.087,(r)) (Pluto,235.197,(c)) (opposition,6.58')", '12', '13', '14', "(Moon,55.087,(r)) (Mercury,355.174,(d)) (sextile,5.22')\n(Venus,327.310,(r)) (H10,327.149,(d)) (conjunction,9.61')\n(Jupiter,34.708,(r)) (Moon,34.823,(c)) (conjunction,6.86')", 17]
['2000-03-11 07:05:51', "(Venus,327.297,(r)) (Uranus,327.182,(d)) (conjunction,6.91')", '1', '2', "(Pluto,252.897,(r)) (Mean_Node,132.931,(d)) (trine,2.02')", '4', "(Moon,54.943,(r)) (Saturn,55.046,(d)) (conjunction,6.18')\n(Neptune,305.683,(r)) (Uranus,305.704,(c)) (conjunction,1.28')", '6', "(Saturn,43.320,(r)) (H1,43.207,(d)) (conjunction,6.79')\n(Mars,21.299,(r)) (Neptune,291.348,(c)) (square,2.98')", "(Neptune,305.683,(r)) (Mars,35.651,(d)) (square,1.90')", "(Uranus,318.697,(r)) (H10,318.592,(d)) (conjunction,6.33')", "(Uranus,318.697,(r)) (H10,318.611,(d)) (conjunction,5.18')", "(Venus,327.297,(r)) (Pluto,267.312,(d)) (sextile,0.87')", '12', "(Neptune,305.683,(r)) (Moon,35.677,(c)) (square,0.31')", '14', "(Jupiter,34.706,(r)) (Moon,34.656,(c)) (conjunction,3.02')", 12]
['2000-03-11 05:56:24', '0', '1', '2', '3', "(Mercury,333.468,(r)) (H10,273.462,(c)) (sextile,0.36')", "(Uranus,318.695,(r)) (Neptune,318.720,(d)) (conjunction,1.48')", "(H7,194.659,(r)) (Mean_Node,134.629,(d)) (sextile,1.76')", "(Mercury,333.468,(r)) (Uranus,333.370,(d)) (conjunction,5.87')", '8', "(Jupiter,34.696,(r)) (Sun,334.787,(c)) (sextile,5.46')", '10', "(H4,105.061,(r)) (Mean_Node,104.889,(c)) (conjunction,10.31')", '12', '13', '14', "(Moon,54.268,(r)) (Jupiter,54.288,(d)) (conjunction,1.19')\n(H9,253.830,(r)) (Moon,73.874,(d)) (opposition,2.58')\n(H1,14.659,(r)) (Jupiter,14.519,(c)) (conjunction,8.36')", 9]
['2000-03-11 06:41:28', '0', '1', '2', "(Pluto,252.897,(r)) (Mean_Node,132.835,(d)) (trine,3.70')", '4', "(Neptune,305.682,(r)) (Uranus,305.799,(c)) (conjunction,7.00')", "(H3,84.120,(r)) (Pluto,264.186,(d)) (opposition,3.98')", "(Uranus,318.697,(r)) (Mercury,318.589,(c)) (conjunction,6.42')", '8', "(Venus,327.276,(r)) (Pluto,267.311,(d)) (sextile,2.12')", '10', '11', '12', '13', '14', '15', 5]
