['Time', '0: 2008-09-05', '1: 2009-03-19', '2: 2010-09-15', '3: 2012-03-06', '4: 2012-12-12', '5: 2013-12-12', '6: 2014-03-24', '7: 2015-05-27', '8: 2016-05-27', '9: 2017-09-15', '10: 2017-09-22', '11: 2018-02-19', '12: 2019-05-22', '13: 2021-04-06', '14: 2021-07-10', '15: 2022-05-25', 'Count']
['2000-03-11 07:49:19', "(Venus,327.334,(r)) (Uranus,327.386,(d)) (conjunction,3.12')\n(H7,219.648,(r)) (Mean_Node,129.625,(d)) (square,1.40')", '1', '2', "(Sun,351.048,(r)) (H9,291.010,(d)) (sextile,2.29')\n(H1,39.648,(r)) (Venus,339.712,(d)) (sextile,3.83')\n(H9,279.792,(r)) (Venus,339.712,(d)) (sextile,4.83')", '4', "(Neptune,305.683,(r)) (Uranus,305.532,(c)) (conjunction,9.11')", '6', "(Venus,327.334,(r)) (H4,147.452,(d)) (opposition,7.08')\n(Moon,55.366,(r)) (H8,235.476,(c)) (opposition,6.58')\n(Venus,327.334,(r)) (Pluto,237.337,(c)) (square,0.18')", '8', "(Uranus,318.699,(r)) (Mean_Node,138.687,(d)) (opposition,0.73')\n(Moon,55.366,(r)) (H10,295.428,(c)) (trine,3.74')", "(Uranus,318.699,(r)) (Mean_Node,138.706,(d)) (opposition,0.44')\n(Moon,55.366,(r)) (Pluto,235.281,(c)) (opposition,5.09')", '11', '12', "(Mars,21.321,(r)) (H7,201.379,(c)) (opposition,3.45')", "(Mars,21.321,(r)) (H1,21.151,(c)) (conjunction,10.21')\n(H10,312.194,(r)) (Mercury,312.076,(c)) (conjunction,7.11')", "(Moon,55.366,(r)) (Mercury,355.418,(d)) (sextile,3.16')\n(Jupiter,34.712,(r)) (H10,334.688,(d)) (sextile,1.45')", 18]
['2000-03-11 05:35:44', '0', '1', "(H3,69.102,(r)) (Uranus,309.016,(c)) (trine,5.15')", '3', '4', "(Uranus,318.694,(r)) (Neptune,318.626,(d)) (conjunction,4.08')", '6', "(Saturn,43.314,(r)) (Venus,313.239,(c)) (square,4.53')", "(Neptune,305.681,(r)) (Mars,35.648,(d)) (square,1.99')", "(Uranus,318.694,(r)) (Jupiter,18.689,(c)) (sextile,0.31')", '10', "(H7,190.023,(r)) (Moon,70.105,(d)) (trine,4.93')\n(Moon,54.068,(r)) (H7,174.142,(c)) (trine,4.45')", '12', '13', "(H9,249.102,(r)) (Uranus,339.146,(d)) (square,2.65')", "(Pluto,252.897,(r)) (Mercury,312.829,(c)) (sextile,4.06')", 9]
['2000-03-11 07:46:39', "(Venus,327.332,(r)) (Uranus,327.374,(d)) (conjunction,2.49')", '1', "(Mean_Node,121.343,(r)) (Sun,1.421,(d)) (trine,4.67')", '3', "(Sun,351.046,(r)) (H9,291.097,(d)) (sextile,3.03')", "(Neptune,305.683,(r)) (Uranus,305.542,(c)) (conjunction,8.46')", "(Sun,351.046,(r)) (H7,231.051,(d)) (trine,0.32')", "(Pluto,252.897,(r)) (Venus,342.985,(d)) (square,5.29')\n(Venus,327.332,(r)) (Pluto,237.365,(c)) (square,1.99')", '8', "(Uranus,318.699,(r)) (Mean_Node,138.670,(d)) (opposition,1.75')", "(Uranus,318.699,(r)) (Mean_Node,138.689,(d)) (opposition,0.58')\n(Moon,55.340,(r)) (Pluto,235.307,(c)) (opposition,1.96')", '11', '12', '13', "(Mars,21.320,(r)) (H10,291.243,(c)) (square,4.59')", "(Moon,55.340,(r)) (Mercury,355.395,(d)) (sextile,3.33')", 12]
['2000-03-11 05:37:04', '0', "(H7,190.322,(r)) (Uranus,310.385,(c)) (trine,3.80')", '2', '3', '4', "(Uranus,318.694,(r)) (Neptune,318.632,(d)) (conjunction,3.73')", '6', "(Saturn,43.314,(r)) (Venus,313.234,(c)) (square,4.82')", "(Neptune,305.681,(r)) (Mars,35.640,(d)) (square,2.46')", "(Uranus,318.694,(r)) (Jupiter,18.697,(c)) (sextile,0.18')", '10', '11', '12', '13', '14', "(Pluto,252.897,(r)) (Mercury,312.814,(c)) (sextile,4.97')", 6]
['2000-03-11 06:07:36', "(Pluto,252.897,(r)) (POF,72.928,(c)) (opposition,1.85')", '1', '2', "(Venus,327.247,(r)) (H9,267.156,(d)) (sextile,5.44')\n(Mean_Node,121.347,(r)) (Pluto,241.349,(c)) (trine,0.12')", '4', "(Uranus,318.695,(r)) (Neptune,318.771,(d)) (conjunction,4.53')", '6', "(Mercury,333.465,(r)) (Uranus,333.453,(d)) (conjunction,0.72')", "(Mean_Node,121.347,(r)) (H1,31.317,(d)) (square,1.80')\n(Mean_Node,121.347,(r)) (H8,211.347,(c)) (square,0.05')", "(Jupiter,34.698,(r)) (Sun,334.707,(c)) (sextile,0.54')", "(Mercury,333.465,(r)) (H12,333.351,(c)) (conjunction,6.84')", "(Mean_Node,121.347,(r)) (H7,181.317,(c)) (sextile,1.76')\n(H3,76.388,(r)) (Mercury,316.376,(c)) (trine,0.70')", "(Neptune,305.681,(r)) (H10,305.706,(d)) (conjunction,1.48')", '13', "(Neptune,305.681,(r)) (H1,35.741,(d)) (square,3.56')", '15', 13]
['2000-03-11 07:25:59', "(Venus,327.314,(r)) (Uranus,327.276,(d)) (conjunction,2.32')", '1', "(Mean_Node,121.344,(r)) (Sun,1.293,(d)) (trine,3.02')", "(Moon,55.139,(r)) (H10,295.048,(c)) (trine,5.47')", "(H10,306.423,(r)) (Uranus,306.571,(c)) (conjunction,8.92')", "(Mars,21.309,(r)) (H12,21.244,(d)) (conjunction,3.94')\n(Neptune,305.683,(r)) (Uranus,305.625,(c)) (conjunction,3.49')", '6', "(Mars,21.309,(r)) (Neptune,291.266,(c)) (square,2.59')\n(Mars,21.309,(r)) (H1,21.315,(c)) (conjunction,0.36')", '8', "(Uranus,318.698,(r)) (Mean_Node,138.538,(d)) (opposition,9.61')", "(Uranus,318.698,(r)) (Mean_Node,138.557,(d)) (opposition,8.45')", "(Sun,351.032,(r)) (H3,111.032,(d)) (trine,0.01')\n(Moon,55.139,(r)) (Pluto,235.145,(c)) (opposition,0.33')", '12', '13', '14', "(Moon,55.139,(r)) (Mercury,355.219,(d)) (sextile,4.80')\n(Moon,55.139,(r)) (H9,295.118,(d)) (trine,1.24')\n(Jupiter,34.709,(r)) (Moon,34.883,(c)) (conjunction,10.42')", 15]
['2000-03-11 06:30:16', '0', "(Mean_Node,121.346,(r)) (H4,121.489,(d)) (conjunction,8.60')\n(H4,113.008,(r)) (Mean_Node,112.943,(c)) (conjunction,3.92')", '2', '3', '4', "(Uranus,318.696,(r)) (Neptune,318.876,(d)) (conjunction,10.79')\n(Neptune,305.682,(r)) (Uranus,305.842,(c)) (conjunction,9.59')", "(H7,202.221,(r)) (Jupiter,22.144,(c)) (opposition,4.61')", "(Mercury,333.459,(r)) (Uranus,333.623,(d)) (conjunction,9.86')\n(Uranus,318.696,(r)) (Mercury,318.694,(c)) (conjunction,0.12')", '8', '9', '10', '11', '12', "(Saturn,43.318,(r)) (Mercury,313.246,(c)) (square,4.32')", "(Saturn,43.318,(r)) (H10,313.395,(d)) (square,4.63')", '15', 9]
['2000-03-11 07:31:43', "(Venus,327.319,(r)) (Uranus,327.303,(d)) (conjunction,1.00')\n(H7,215.798,(r)) (Saturn,35.655,(c)) (opposition,8.56')", '1', "(Mean_Node,121.344,(r)) (Sun,1.329,(d)) (trine,0.90')", '3', '4', "(Neptune,305.683,(r)) (Uranus,305.602,(c)) (conjunction,4.87')", '6', "(Pluto,252.897,(r)) (Venus,342.838,(d)) (square,3.57')\n(Mars,21.312,(r)) (Neptune,291.242,(c)) (square,4.19')", "(H1,35.798,(r)) (Mars,35.847,(d)) (conjunction,2.96')", "(Uranus,318.698,(r)) (Mean_Node,138.574,(d)) (opposition,7.45')", "(Uranus,318.698,(r)) (Mean_Node,138.594,(d)) (opposition,6.28')\n(Mars,21.312,(r)) (H10,291.243,(c)) (square,4.16')", "(Moon,55.195,(r)) (Pluto,235.088,(c)) (opposition,6.38')", '12', '13', '14', "(Moon,55.195,(r)) (Mercury,355.268,(d)) (sextile,4.37')", 12]
['2000-03-11 06:04:56', "(POF,79.944,(r)) (Pluto,259.782,(d)) (opposition,9.76')", '1', '2', "(Mean_Node,121.347,(r)) (Pluto,241.380,(c)) (trine,1.99')", "(Venus,327.245,(r)) (H9,267.239,(d)) (sextile,0.37')", "(Uranus,318.695,(r)) (Neptune,318.759,(d)) (conjunction,3.80')", "(H4,107.052,(r)) (Jupiter,47.077,(d)) (sextile,1.49')", "(Mercury,333.466,(r)) (Uranus,333.433,(d)) (conjunction,1.95')\n(Mean_Node,121.347,(r)) (H4,121.246,(d)) (conjunction,6.02')", '8', "(Jupiter,34.697,(r)) (Sun,334.726,(c)) (sextile,1.72')", '10', '11', '12', '13', '14', "(Moon,54.351,(r)) (Jupiter,54.218,(d)) (conjunction,7.96')", 9]
['2000-03-11 05:59:28', '0', '1', '2', '3', "(H1,15.345,(r)) (Venus,315.419,(c)) (sextile,4.41')", "(Uranus,318.695,(r)) (Neptune,318.734,(d)) (conjunction,2.31')", '6', "(Mercury,333.467,(r)) (Uranus,333.393,(d)) (conjunction,4.46')", '8', "(Jupiter,34.697,(r)) (Sun,334.765,(c)) (sextile,4.12')", '10', '11', '12', "(Neptune,305.681,(r)) (H4,125.520,(d)) (opposition,9.66')", "(Neptune,305.681,(r)) (H10,305.770,(d)) (conjunction,5.35')", "(Moon,54.298,(r)) (Jupiter,54.263,(d)) (conjunction,2.10')\n(Jupiter,34.697,(r)) (H1,34.710,(d)) (conjunction,0.80')\n(Moon,54.298,(r)) (H9,234.384,(c)) (opposition,5.18')\n(H9,254.531,(r)) (Jupiter,14.544,(c)) (trine,0.79')", 10]
