['Time', '0: 2008-09-05', '1: 2009-01-14', '2: 2009-03-19', '3: 2012-03-06', '4: 2012-11-14', '5: 2012-12-12', '6: 2013-12-12', '7: 2014-03-24', '8: 2015-05-27', '9: 2016-05-26', '10: 2017-09-15', '11: 2017-09-22', '12: 2018-02-19', '13: 2019-05-22', '14: 2019-08-13', '15: 2021-04-06', '16: 2021-07-10', '17: 2022-01-03', '18: 2022-05-25', '19: 2024-02-28', '20: 2024-03-08', 'Count']
['2000-03-11 14:26:56', '0', "(Mercury,333.338,(r)) (H1,123.333,(c)) (150-quincunx,0')\n(Mercury,333.338,(r)) (H7,303.333,(c)) (30-semisextile,0')", '2', "(Venus,327.675,(r)) (H1,147.852,(d)) (opposition,11')", "(Moon,59.234,(r)) (H1,119.197,(c)) (sextile,2')", '5', "(Pluto,252.898,(r)) (H3,222.983,(d)) (30-semisextile,5')\n(Saturn,43.349,(r)) (H10,43.224,(c)) (conjunction,8')", "(H3,208.122,(r)) (Moon,73.134,(d)) (135-sesquisquare,1')\n(Venus,327.675,(r)) (H7,297.761,(c)) (30-semisextile,5')\n(Pluto,252.898,(r)) (H4,222.946,(c)) (30-semisextile,3')", '8', "(Mean_Node,121.328,(r)) (H12,121.269,(d)) (conjunction,4')\n(H10,56.632,(r)) (Sun,11.633,(d)) (45-semisquare,0')", "(H1,133.316,(r)) (Sun,13.256,(d)) (trine,4')\n(H1,133.316,(r)) (Moon,43.235,(c)) (square,5')", "(Pluto,252.898,(r)) (H10,73.037,(d)) (opposition,8')", "(H4,236.632,(r)) (Pluto,236.563,(c)) (conjunction,4')\n(H7,313.316,(r)) (Mean_Node,103.275,(c)) (150-quincunx,2')", "(Uranus,318.713,(r)) (H9,48.644,(d)) (square,4')", "(H9,28.122,(r)) (Neptune,328.161,(d)) (sextile,2')", "(Mean_Node,121.328,(r)) (H4,256.278,(d)) (135-sesquisquare,3')\n(H1,133.316,(r)) (Mercury,358.402,(d)) (135-sesquisquare,5')\n(H7,313.316,(r)) (Mercury,358.402,(d)) (45-semisquare,5')", "(Neptune,305.691,(r)) (H10,35.605,(c)) (square,5')", "(Sun,351.324,(r)) (H3,231.327,(d)) (trine,0')\n(H10,56.632,(r)) (Venus,356.634,(d)) (sextile,0')\n(Mercury,333.338,(r)) (H3,183.316,(c)) (150-quincunx,1')", "(H10,56.632,(r)) (Mean_Node,146.589,(d)) (square,3')\n(Jupiter,34.769,(r)) (H10,34.716,(c)) (conjunction,3')", '19', '20', 363]
['2000-03-11 15:26:56', "(Uranus,318.715,(r)) (H4,258.720,(d)) (sextile,0')", "(H1,152.017,(r)) (Mars,32.030,(d)) (trine,1')\n(H7,332.017,(r)) (Mars,32.030,(d)) (sextile,1')", "(H4,250.944,(r)) (Mean_Node,130.881,(d)) (trine,4')\n(Jupiter,34.777,(r)) (H3,214.957,(c)) (opposition,11')", "(Moon,59.818,(r)) (H10,59.747,(c)) (conjunction,4')", "(Uranus,318.715,(r)) (H1,168.773,(d)) (150-quincunx,3')", '5', "(Moon,59.818,(r)) (H3,209.785,(c)) (150-quincunx,2')", "(Venus,327.727,(r)) (H4,237.802,(c)) (square,4')", "(Saturn,43.353,(r)) (H1,133.375,(c)) (square,1')\n(H1,152.017,(r)) (Sun,331.981,(c)) (opposition,2')", "(Mars,21.558,(r)) (H8,351.622,(c)) (30-semisextile,4')\n(H1,152.017,(r)) (Mars,2.067,(c)) (150-quincunx,3')", "(H10,70.944,(r)) (Uranus,340.945,(d)) (square,0')", "(H10,70.944,(r)) (Uranus,340.969,(d)) (square,2')", '12', "(Saturn,43.353,(r)) (H10,88.430,(d)) (45-semisquare,5')", '14', '15', "(H9,44.561,(r)) (Mercury,359.516,(d)) (45-semisquare,3')\n(H10,70.944,(r)) (Uranus,295.858,(c)) (135-sesquisquare,5')", '17', '18', "(Mercury,333.323,(r)) (H3,198.357,(c)) (135-sesquisquare,2')", '20', 264]
['2000-03-11 13:37:03', "(Neptune,305.690,(r)) (H4,215.769,(c)) (square,5')", '1', "(H4,224.288,(r)) (Jupiter,44.397,(d)) (opposition,7')", '3', "(H9,13.827,(r)) (Venus,313.860,(c)) (sextile,2')", "(H1,119.194,(r)) (Venus,344.123,(d)) (135-sesquisquare,4')\n(Mean_Node,121.330,(r)) (H10,31.405,(c)) (square,5')\n(H9,13.827,(r)) (Venus,313.775,(c)) (sextile,3')", '6', "(Venus,327.633,(r)) (H3,177.648,(c)) (150-quincunx,1')", "(Moon,58.749,(r)) (H1,103.770,(c)) (45-semisquare,1')", "(H1,119.194,(r)) (Moon,74.137,(d)) (45-semisquare,3')\n(Pluto,252.898,(r)) (H1,102.805,(c)) (150-quincunx,6')\n(Pluto,252.898,(r)) (H10,27.840,(c)) (135-sesquisquare,3')", "(Mercury,333.350,(r)) (H3,213.428,(d)) (trine,5')", '11', '12', "(Mars,21.501,(r)) (H12,111.510,(d)) (square,1')", "(Mars,21.501,(r)) (H9,351.429,(c)) (30-semisextile,4')", "(H4,224.288,(r)) (Mars,44.197,(d)) (opposition,5')", "(H10,44.288,(r)) (Mars,44.466,(d)) (conjunction,11')", "(Uranus,318.711,(r)) (H3,168.677,(c)) (150-quincunx,2')", "(H1,119.194,(r)) (Mercury,359.188,(d)) (trine,0')", "(H1,119.194,(r)) (Jupiter,59.106,(d)) (sextile,5')", "(H1,119.194,(r)) (Jupiter,59.130,(d)) (sextile,4')", 275]
['2000-03-11 14:42:56', '0', "(Pluto,252.898,(r)) (H12,117.901,(d)) (135-sesquisquare,0')\n(H1,138.121,(r)) (Venus,318.000,(c)) (opposition,7')\n(H7,318.121,(r)) (Venus,318.000,(c)) (conjunction,7')", "(H4,240.500,(r)) (Uranus,330.552,(d)) (square,3')", '3', "(H9,32.597,(r)) (Mercury,347.544,(d)) (45-semisquare,3')\n(H1,138.121,(r)) (Moon,48.174,(c)) (square,3')", "(H9,32.597,(r)) (Mercury,347.644,(d)) (45-semisquare,3')\n(Mercury,333.334,(r)) (H9,18.380,(c)) (45-semisquare,3')\n(H1,138.121,(r)) (Moon,48.099,(c)) (square,1')", "(Saturn,43.350,(r)) (H10,73.304,(d)) (30-semisextile,3')\n(H10,60.500,(r)) (Pluto,240.658,(c)) (opposition,9')", "(H4,240.500,(r)) (Pluto,240.399,(c)) (conjunction,6')", "(H1,138.121,(r)) (Mean_Node,138.103,(d)) (conjunction,1')", "(Neptune,305.692,(r)) (H12,125.513,(d)) (opposition,11')\n(H8,357.891,(r)) (Pluto,267.916,(d)) (square,1')\n(H10,60.500,(r)) (Saturn,60.393,(d)) (conjunction,6')", '10', "(Saturn,43.350,(r)) (H10,43.513,(c)) (conjunction,10')", "(Pluto,252.898,(r)) (H7,297.929,(c)) (45-semisquare,2')\n(H4,240.500,(r)) (Jupiter,15.423,(c)) (135-sesquisquare,5')", '13', '14', "(Moon,59.390,(r)) (H12,89.453,(c)) (30-semisextile,4')", "(H9,32.597,(r)) (Pluto,272.549,(d)) (trine,3')", '17', '18', '19', '20', 311]
['2000-03-11 10:03:43', '0', "(Mean_Node,121.338,(r)) (H1,76.354,(d)) (45-semisquare,1')\n(Mean_Node,121.338,(r)) (H7,256.354,(d)) (135-sesquisquare,1')", '2', "(Jupiter,34.731,(r)) (H10,334.679,(c)) (sextile,3')", "(Jupiter,34.731,(r)) (H1,79.685,(d)) (45-semisquare,3')", "(Moon,56.673,(r)) (H9,326.586,(d)) (square,5')\n(Jupiter,34.731,(r)) (H1,79.752,(d)) (45-semisquare,1')", "(H10,347.333,(r)) (Mercury,347.347,(d)) (conjunction,1')", "(Moon,56.673,(r)) (H7,236.818,(c)) (opposition,9')", "(Uranus,318.704,(r)) (H4,183.639,(d)) (135-sesquisquare,4')\n(Mean_Node,121.338,(r)) (H4,151.330,(c)) (30-semisextile,0')", '9', '10', '11', "(H4,167.333,(r)) (Venus,347.477,(d)) (opposition,9')", "(Pluto,252.897,(r)) (H12,27.862,(c)) (135-sesquisquare,2')", '14', '15', "(H1,68.753,(r)) (Saturn,23.785,(c)) (45-semisquare,2')", '17', '18', '19', "(H6,225.273,(r)) (Uranus,345.236,(d)) (trine,2')", 165]
['2000-03-11 10:27:27', '0', "(Mars,21.403,(r)) (H1,66.355,(c)) (45-semisquare,3')\n(Mars,21.403,(r)) (H7,246.355,(c)) (135-sesquisquare,3')", "(Mercury,333.397,(r)) (H4,183.476,(d)) (150-quincunx,5')", '3', "(Sun,351.158,(r)) (H9,306.238,(c)) (45-semisquare,5')", "(Mercury,333.397,(r)) (H9,333.228,(d)) (conjunction,10')\n(Sun,351.158,(r)) (H9,306.161,(c)) (45-semisquare,0')", '6', "(Jupiter,34.735,(r)) (H3,154.652,(d)) (trine,5')\n(H7,253.928,(r)) (Moon,43.911,(c)) (150-quincunx,1')", '8', "(Mean_Node,121.337,(r)) (H8,301.237,(d)) (opposition,6')\n(Sun,351.158,(r)) (H12,36.106,(c)) (45-semisquare,3')", "(Mean_Node,121.337,(r)) (H3,121.408,(c)) (conjunction,4')\n(H1,73.928,(r)) (Mercury,313.924,(c)) (trine,0')", "(H1,73.928,(r)) (Mercury,313.904,(c)) (trine,1')", "(Jupiter,34.735,(r)) (H4,154.761,(c)) (trine,2')\n(H7,253.928,(r)) (Mean_Node,103.868,(c)) (150-quincunx,4')", "(Mercury,333.397,(r)) (H10,333.457,(c)) (conjunction,4')\n(Mercury,333.397,(r)) (H12,33.389,(c)) (sextile,0')", "(H10,353.789,(r)) (Mercury,353.803,(d)) (conjunction,1')\n(Mercury,333.397,(r)) (H10,333.221,(c)) (conjunction,11')", "(H4,173.789,(r)) (Mean_Node,143.720,(d)) (30-semisextile,4')\n(H4,173.789,(r)) (Saturn,23.870,(c)) (150-quincunx,5')", "(Pluto,252.897,(r)) (H9,342.876,(d)) (square,1')", "(H1,73.928,(r)) (Jupiter,13.950,(c)) (sextile,1')", '18', '19', '20', 312]
['2000-03-11 07:13:27', "(Saturn,43.321,(r)) (H12,13.365,(d)) (30-semisextile,3')\n(H1,31.785,(r)) (Moon,61.853,(d)) (30-semisextile,4')\n(H7,211.785,(r)) (Moon,61.853,(d)) (150-quincunx,4')", "(Moon,55.017,(r)) (H4,115.004,(c)) (sextile,1')\n(H4,123.363,(r)) (Pluto,243.379,(c)) (trine,1')", "(H3,91.462,(r)) (Moon,46.494,(c)) (45-semisquare,2')", '3', "(H9,271.462,(r)) (Uranus,331.409,(d)) (sextile,3')\n(H10,303.363,(r)) (Sun,3.319,(d)) (sextile,3')", "(H9,271.462,(r)) (Uranus,331.486,(d)) (sextile,1')\n(H10,303.363,(r)) (Sun,3.393,(d)) (sextile,2')", '6', '7', "(Sun,351.023,(r)) (H12,351.107,(c)) (conjunction,5')", "(H10,303.363,(r)) (Uranus,303.369,(c)) (conjunction,0')", '10', '11', "(Sun,351.023,(r)) (H4,140.963,(d)) (150-quincunx,4')\n(H7,211.785,(r)) (Uranus,301.745,(c)) (square,2')", '13', '14', "(Moon,55.017,(r)) (H12,25.064,(d)) (30-semisextile,3')\n(Saturn,43.321,(r)) (H1,13.363,(c)) (30-semisextile,3')\n(Saturn,43.321,(r)) (H7,193.363,(c)) (150-quincunx,3')", "(Mars,21.303,(r)) (H9,291.222,(d)) (square,5')\n(H9,271.462,(r)) (Saturn,61.523,(d)) (150-quincunx,4')", '17', "(Venus,327.304,(r)) (H1,12.363,(c)) (45-semisquare,4')", '19', '20', 220]
['2000-03-11 06:30:16', '0', "(Mercury,333.459,(r)) (H12,3.393,(d)) (30-semisextile,4')\n(Mean_Node,121.346,(r)) (H4,121.323,(d)) (conjunction,1')\n(H4,113.008,(r)) (Mean_Node,113.104,(c)) (conjunction,6')", "(Mean_Node,121.346,(r)) (H4,121.489,(d)) (conjunction,9')\n(H4,113.008,(r)) (Mean_Node,112.943,(c)) (conjunction,4')", '3', '4', '5', '6', "(H7,202.221,(r)) (Jupiter,22.144,(c)) (opposition,5')", '8', '9', '10', '11', '12', '13', "(Saturn,43.318,(r)) (H12,13.317,(d)) (30-semisextile,0')", "(Uranus,318.696,(r)) (H1,3.653,(c)) (45-semisquare,3')\n(Uranus,318.696,(r)) (H4,93.732,(c)) (135-sesquisquare,2')\n(Uranus,318.696,(r)) (H7,183.653,(c)) (135-sesquisquare,3')", "(Saturn,43.318,(r)) (H10,313.395,(d)) (square,5')\n(Mercury,333.459,(r)) (H1,3.423,(c)) (30-semisextile,2')\n(Mercury,333.459,(r)) (H10,273.497,(c)) (sextile,2')", '17', "(H9,261.561,(r)) (Venus,306.561,(c)) (45-semisquare,0')", '19', '20', 193]
['2000-03-11 10:21:59', "(Moon,56.850,(r)) (H12,56.933,(d)) (conjunction,5')\n(Mean_Node,121.337,(r)) (H4,181.410,(d)) (sextile,4')\n(Saturn,43.333,(r)) (H4,163.248,(c)) (trine,5')", "(Pluto,252.897,(r)) (H4,162.868,(c)) (square,2')", "(Venus,327.465,(r)) (H3,147.580,(d)) (opposition,7')", '3', '4', "(Jupiter,34.734,(r)) (H9,304.763,(c)) (square,2')", "(H3,137.888,(r)) (Mercury,317.838,(c)) (opposition,3')", "(H3,137.888,(r)) (Jupiter,47.847,(d)) (square,2')\n(Mercury,333.398,(r)) (H3,123.484,(c)) (150-quincunx,5')", "(H4,172.299,(r)) (Pluto,262.371,(d)) (square,4')\n(Neptune,305.687,(r)) (H12,35.751,(c)) (square,4')\n(H1,72.732,(r)) (Moon,42.810,(c)) (30-semisextile,5')", "(Moon,56.850,(r)) (H1,86.899,(d)) (30-semisextile,3')\n(H10,352.299,(r)) (Mars,37.245,(d)) (45-semisquare,3')", '10', '11', "(Mercury,333.398,(r)) (H4,153.312,(c)) (opposition,5')\n(Venus,327.465,(r)) (H7,237.443,(c)) (square,1')", "(Mars,21.400,(r)) (H12,66.347,(d)) (45-semisquare,3')\n(Pluto,252.897,(r)) (H10,12.879,(d)) (trine,1')", '14', "(Mean_Node,121.337,(r)) (H1,91.280,(d)) (30-semisextile,3')\n(Mean_Node,121.337,(r)) (H7,271.280,(d)) (150-quincunx,3')\n(H1,72.732,(r)) (Uranus,297.660,(c)) (135-sesquisquare,4')\n(H7,252.732,(r)) (Uranus,297.660,(c)) (45-semisquare,4')", '16', '17', '18', '19', '20', 288]
['2000-03-11 12:29:20', "(H1,101.827,(r)) (Mercury,341.812,(d)) (trine,1')\n(H4,206.782,(r)) (Mercury,341.812,(d)) (135-sesquisquare,2')\n(H7,281.827,(r)) (Mercury,341.812,(d)) (sextile,1')", '1', "(Mercury,333.367,(r)) (H7,273.374,(c)) (sextile,0')", '3', '4', '5', "(H1,101.827,(r)) (Saturn,56.795,(d)) (45-semisquare,2')\n(H10,26.782,(r)) (Saturn,56.795,(d)) (30-semisextile,1')", '7', "(H1,101.827,(r)) (Moon,71.905,(d)) (30-semisextile,5')", "(Moon,58.089,(r)) (H1,118.112,(d)) (sextile,1')\n(Saturn,43.342,(r)) (H10,43.277,(d)) (conjunction,4')\n(H1,101.827,(r)) (Pluto,236.753,(c)) (135-sesquisquare,4')\n(H10,26.782,(r)) (Pluto,236.753,(c)) (150-quincunx,2')", "(H3,173.960,(r)) (Venus,308.987,(c)) (135-sesquisquare,2')", "(Uranus,318.709,(r)) (H12,93.654,(d)) (135-sesquisquare,3')\n(H10,26.782,(r)) (Pluto,266.715,(d)) (trine,4')", '12', "(H1,101.827,(r)) (Uranus,341.749,(d)) (trine,5')\n(H10,26.782,(r)) (Uranus,341.749,(d)) (45-semisquare,2')", "(H9,353.960,(r)) (Pluto,233.880,(c)) (trine,5')", "(Mercury,333.367,(r)) (H1,123.341,(d)) (150-quincunx,2')\n(Mercury,333.367,(r)) (H7,303.341,(d)) (30-semisextile,2')\n(H4,206.782,(r)) (Uranus,296.787,(c)) (square,0')", '16', "(Uranus,318.709,(r)) (H10,3.646,(c)) (45-semisquare,4')", '18', "(Mean_Node,121.333,(r)) (H4,181.335,(c)) (sextile,0')\n(H3,173.960,(r)) (Uranus,293.892,(c)) (trine,4')", '20', 272]
['2000-03-11 15:51:20', "(Mars,21.570,(r)) (H1,171.500,(d)) (150-quincunx,4')\n(Mars,21.570,(r)) (H7,351.500,(d)) (30-semisextile,4')\n(H1,160.110,(r)) (Mean_Node,130.199,(d)) (30-semisextile,5')\n(H7,340.110,(r)) (Mean_Node,130.199,(d)) (150-quincunx,5')\n(Pluto,252.898,(r)) (H12,117.966,(c)) (135-sesquisquare,4')", '1', "(Moon,60.056,(r)) (H3,240.006,(d)) (opposition,3')\n(H7,340.110,(r)) (Moon,70.097,(d)) (square,1')\n(H7,340.110,(r)) (Venus,340.136,(d)) (conjunction,2')\n(H7,340.110,(r)) (Jupiter,25.155,(c)) (45-semisquare,3')", "(H10,76.639,(r)) (Mercury,346.695,(d)) (square,3')\n(H10,76.639,(r)) (Mercury,316.687,(c)) (trine,3')", "(H9,50.970,(r)) (Jupiter,20.890,(c)) (30-semisextile,5')", "(Jupiter,34.781,(r)) (H10,64.863,(c)) (30-semisextile,5')", '6', "(H4,256.639,(r)) (Venus,346.654,(d)) (square,1')\n(H7,340.110,(r)) (Sun,10.042,(d)) (30-semisextile,4')", '8', "(Mean_Node,121.325,(r)) (H10,91.341,(d)) (30-semisextile,1')\n(H10,76.639,(r)) (Moon,76.785,(d)) (conjunction,9')", "(Uranus,318.716,(r)) (H1,183.806,(d)) (135-sesquisquare,5')", '11', "(Moon,60.056,(r)) (H4,239.982,(c)) (opposition,4')", '13', '14', "(Neptune,305.693,(r)) (H4,275.742,(d)) (30-semisextile,3')", "(H9,50.970,(r)) (Saturn,20.952,(c)) (30-semisextile,1')", "(Venus,327.748,(r)) (H3,207.735,(c)) (trine,1')\n(H1,160.110,(r)) (Jupiter,10.052,(c)) (150-quincunx,3')", "(H1,160.110,(r)) (Uranus,295.192,(c)) (135-sesquisquare,5')", "(H3,230.970,(r)) (Sun,320.954,(c)) (square,1')", "(Venus,327.748,(r)) (H6,282.803,(c)) (45-semisquare,3')", 305]
['2000-03-11 11:26:47', "(H4,189.981,(r)) (Uranus,310.044,(c)) (trine,4')", '1', '2', '3', '4', '5', "(Mars,21.434,(r)) (H3,171.482,(d)) (150-quincunx,3')", "(H3,155.832,(r)) (Sun,335.731,(c)) (opposition,6')", '8', "(Pluto,252.898,(r)) (H1,72.966,(c)) (opposition,4')", "(Sun,351.199,(r)) (H10,351.192,(c)) (conjunction,0')", "(Saturn,43.337,(r)) (H1,103.394,(d)) (sextile,3')", '12', "(H1,87.143,(r)) (Pluto,267.079,(d)) (opposition,4')", "(H1,87.143,(r)) (Pluto,267.283,(d)) (opposition,8')", "(H1,87.143,(r)) (Uranus,297.224,(c)) (150-quincunx,5')\n(H7,267.143,(r)) (Uranus,297.224,(c)) (30-semisextile,5')", "(Pluto,252.898,(r)) (H9,312.817,(c)) (sextile,5')", "(H1,87.143,(r)) (Mercury,357.121,(d)) (square,1')", '18', '19', "(H10,9.981,(r)) (Sun,325.070,(c)) (45-semisquare,5')", 205]
['2000-03-11 07:49:19', "(H1,39.648,(r)) (Mean_Node,129.625,(d)) (square,1')\n(H7,219.648,(r)) (Mean_Node,129.625,(d)) (square,1')", "(Neptune,305.683,(r)) (H12,5.664,(c)) (sextile,1')", "(Mercury,333.438,(r)) (H4,123.458,(c)) (150-quincunx,1')\n(H4,132.194,(r)) (Sun,342.187,(c)) (150-quincunx,0')", "(Sun,351.048,(r)) (H9,291.010,(d)) (sextile,2')\n(H1,39.648,(r)) (Venus,339.712,(d)) (sextile,4')\n(H9,279.792,(r)) (Venus,339.712,(d)) (sextile,5')", '4', '5', "(Mars,21.321,(r)) (H1,51.390,(d)) (30-semisextile,4')\n(H3,99.792,(r)) (Saturn,54.770,(d)) (45-semisquare,1')", '7', "(Venus,327.334,(r)) (H4,147.452,(d)) (opposition,7')\n(Moon,55.366,(r)) (H8,235.476,(c)) (opposition,7')", '9', "(H1,39.648,(r)) (Moon,69.739,(d)) (30-semisextile,5')\n(H3,99.792,(r)) (Moon,69.739,(d)) (30-semisextile,3')\n(Moon,55.366,(r)) (H10,295.428,(c)) (trine,4')", '11', '12', "(Pluto,252.897,(r)) (H9,297.960,(d)) (45-semisquare,4')\n(H9,279.792,(r)) (Neptune,324.817,(d)) (45-semisquare,1')", '14', "(Mercury,333.438,(r)) (H4,153.507,(d)) (opposition,4')\n(Mercury,333.438,(r)) (H12,33.433,(d)) (sextile,0')\n(Mars,21.321,(r)) (H1,21.379,(c)) (conjunction,3')\n(Mars,21.321,(r)) (H7,201.379,(c)) (opposition,3')\n(H4,132.194,(r)) (Mercury,312.323,(c)) (opposition,8')", "(Mars,21.321,(r)) (H1,21.151,(c)) (conjunction,10')\n(H10,312.194,(r)) (Mercury,312.076,(c)) (conjunction,7')", '17', "(Jupiter,34.712,(r)) (H10,334.688,(d)) (sextile,1')\n(Sun,351.048,(r)) (H10,291.062,(c)) (sextile,1')\n(Jupiter,34.712,(r)) (H9,259.680,(c)) (135-sesquisquare,2')", "(H4,132.194,(r)) (Mercury,357.230,(d)) (135-sesquisquare,2')\n(H1,39.648,(r)) (Mercury,309.577,(c)) (square,4')", "(Sun,351.048,(r)) (H6,216.091,(d)) (135-sesquisquare,3')\n(H10,312.194,(r)) (Mercury,357.255,(d)) (45-semisquare,4')", 434]
['2000-03-11 07:41:20', "(Uranus,318.699,(r)) (H4,138.585,(d)) (opposition,7')", "(Uranus,318.699,(r)) (H12,3.751,(c)) (45-semisquare,3')\n(H4,130.204,(r)) (Uranus,310.261,(c)) (opposition,3')", "(H4,130.204,(r)) (Mean_Node,130.130,(d)) (conjunction,4')\n(Mean_Node,121.343,(r)) (H4,121.518,(c)) (conjunction,11')\n(H4,130.204,(r)) (Uranus,310.092,(c)) (opposition,7')", '3', "(Uranus,318.699,(r)) (H1,48.744,(d)) (square,3')", '5', '6', "(Sun,351.042,(r)) (H3,111.022,(d)) (trine,1')", "(Moon,55.288,(r)) (H4,145.372,(d)) (square,5')", "(Mars,21.317,(r)) (H8,261.336,(d)) (trine,1')\n(H8,247.063,(r)) (Sun,6.992,(d)) (trine,4')\n(H10,310.204,(r)) (Pluto,265.194,(d)) (45-semisquare,1')", '10', '11', "(H4,130.204,(r)) (Venus,310.154,(c)) (opposition,3')", "(Mars,21.317,(r)) (H1,21.239,(c)) (conjunction,5')", '14', "(Mean_Node,121.343,(r)) (H4,151.395,(d)) (30-semisextile,3')\n(H4,130.204,(r)) (Mars,40.241,(d)) (square,2')\n(H4,130.204,(r)) (Uranus,340.221,(d)) (150-quincunx,1')", "(Uranus,318.699,(r)) (H9,258.638,(c)) (sextile,4')", '17', '18', "(Mean_Node,121.343,(r)) (H3,76.272,(c)) (45-semisquare,4')", '20', 301]
['2000-03-11 07:25:19', '0', "(Pluto,252.897,(r)) (H4,117.835,(c)) (135-sesquisquare,4')", '2', '3', "(Uranus,318.698,(r)) (H10,318.708,(d)) (conjunction,1')", "(Uranus,318.698,(r)) (H10,318.785,(d)) (conjunction,5')", '6', "(H3,94.203,(r)) (Mercury,319.295,(c)) (135-sesquisquare,5')", "(Mars,21.309,(r)) (H4,141.248,(d)) (trine,4')\n(Mars,21.309,(r)) (H1,21.167,(c)) (conjunction,9')\n(H4,126.259,(r)) (Sun,336.328,(c)) (150-quincunx,4')", "(Sun,351.031,(r)) (H10,290.962,(c)) (sextile,4')", "(H3,94.203,(r)) (Sun,334.123,(c)) (trine,5')", '11', "(Uranus,318.698,(r)) (H7,198.768,(c)) (trine,4')", '13', '14', "(Venus,327.314,(r)) (H4,147.204,(d)) (opposition,7')\n(Pluto,252.897,(r)) (H12,27.844,(d)) (135-sesquisquare,3')", '16', '17', "(H10,306.259,(r)) (Venus,306.225,(c)) (conjunction,2')", '19', '20', 215]
['2000-03-11 10:02:31', "(Mean_Node,121.338,(r)) (H1,61.268,(c)) (sextile,4')\n(Mean_Node,121.338,(r)) (H7,241.268,(c)) (trine,4')", '1', "(Moon,56.661,(r)) (H4,176.665,(d)) (trine,0')", "(H1,68.492,(r)) (Sun,338.518,(c)) (square,2')\n(H1,68.492,(r)) (Jupiter,23.557,(c)) (45-semisquare,4')", '4', "(Mercury,333.403,(r)) (H10,333.559,(c)) (conjunction,9')", "(Moon,56.661,(r)) (H1,56.796,(c)) (conjunction,8')", "(Moon,56.661,(r)) (H7,236.559,(c)) (opposition,6')", '8', '9', "(H10,347.008,(r)) (Venus,346.985,(d)) (conjunction,1')", '11', "(H7,248.492,(r)) (Uranus,338.445,(d)) (square,3')", "(Mercury,333.403,(r)) (H9,333.337,(d)) (conjunction,4')", '14', '15', "(Neptune,305.686,(r)) (H9,335.719,(d)) (30-semisextile,2')", "(Venus,327.449,(r)) (H1,87.486,(d)) (trine,2')\n(H3,132.713,(r)) (Uranus,342.770,(d)) (150-quincunx,3')\n(Sun,351.140,(r)) (H3,111.081,(c)) (trine,4')", '18', '19', '20', 242]
['2000-03-11 15:10:00', "(H1,146.555,(r)) (Mars,11.588,(c)) (135-sesquisquare,2')\n(H1,146.555,(r)) (Neptune,296.647,(c)) (150-quincunx,6')\n(H7,326.555,(r)) (Mars,11.588,(c)) (45-semisquare,2')\n(H7,326.555,(r)) (Neptune,296.647,(c)) (30-semisextile,6')", '1', '2', "(H10,66.955,(r)) (Jupiter,21.967,(c)) (45-semisquare,1')", '4', "(Uranus,318.715,(r)) (H10,78.685,(d)) (trine,2')", '6', "(Jupiter,34.775,(r)) (H4,259.849,(d)) (135-sesquisquare,4')", "(Mean_Node,121.327,(r)) (H1,166.377,(d)) (45-semisquare,3')", "(Pluto,252.898,(r)) (H12,132.907,(d)) (trine,1')\n(Mars,21.549,(r)) (H10,51.573,(c)) (30-semisextile,1')\n(Mean_Node,121.327,(r)) (H8,346.274,(c)) (135-sesquisquare,3')", "(H3,220.018,(r)) (Mercury,310.105,(c)) (square,5')", '11', '12', "(H1,146.555,(r)) (Mercury,356.469,(d)) (150-quincunx,5')\n(Uranus,318.715,(r)) (H10,48.663,(c)) (square,3')", "(Uranus,318.715,(r)) (H9,18.627,(c)) (sextile,5')", "(H1,146.555,(r)) (Venus,356.584,(d)) (150-quincunx,2')\n(H7,326.555,(r)) (Venus,356.584,(d)) (30-semisextile,2')\n(Neptune,305.692,(r)) (H12,95.726,(c)) (150-quincunx,2')", "(Uranus,318.715,(r)) (H12,138.590,(d)) (opposition,7')", '17', '18', '19', '20', 195]
