['Time', '0: 2008-09-05', '1: 2009-01-14', '2: 2009-03-19', '3: 2012-03-06', '4: 2012-11-14', '5: 2012-12-12', '6: 2013-12-12', '7: 2014-03-24', '8: 2015-05-27', '9: 2016-05-26', '10: 2017-09-15', '11: 2017-09-22', '12: 2018-02-19', '13: 2019-05-22', '14: 2019-08-13', '15: 2021-04-06', '16: 2021-07-10', '17: 2022-01-03', '18: 2022-05-25', '19: 2024-02-28', '20: 2024-03-08', 'Count']
['2000-03-11 12:05:19', "(H4,200.391,(r)) (Moon,65.435,(d)) (135-sesquisquare,3')\n(Saturn,43.340,(r)) (H1,88.319,(c)) (45-semisquare,1')\n(Saturn,43.340,(r)) (H7,268.319,(c)) (135-sesquisquare,1')", '1', "(Moon,57.856,(r)) (H7,267.840,(c)) (150-quincunx,1')", "(Mercury,333.372,(r)) (H9,333.393,(c)) (conjunction,1')\n(H9,346.940,(r)) (Moon,46.901,(c)) (sextile,2')", '4', "(Mercury,333.372,(r)) (H1,108.317,(d)) (135-sesquisquare,3')\n(H9,346.940,(r)) (Mercury,346.788,(d)) (conjunction,9')", '6', "(H4,200.391,(r)) (Sun,335.408,(c)) (135-sesquisquare,1')", "(Sun,351.225,(r)) (H4,216.140,(d)) (135-sesquisquare,5')\n(Venus,327.554,(r)) (H8,327.521,(d)) (conjunction,2')", "(Mars,21.454,(r)) (H1,81.469,(c)) (sextile,1')", '10', '11', "(H7,276.069,(r)) (Mean_Node,141.059,(d)) (135-sesquisquare,1')\n(Mean_Node,121.334,(r)) (H4,181.248,(c)) (sextile,5')\n(H3,166.940,(r)) (Jupiter,16.914,(c)) (150-quincunx,2')", '13', "(Uranus,318.708,(r)) (H1,78.661,(c)) (trine,3')", "(Mean_Node,121.334,(r)) (H12,91.316,(d)) (30-semisextile,1')\n(Moon,57.856,(r)) (H4,177.889,(c)) (trine,2')", '16', "(Venus,327.554,(r)) (H1,117.588,(d)) (150-quincunx,2')", "(Venus,327.554,(r)) (H9,12.537,(d)) (45-semisquare,1')\n(Mean_Node,121.334,(r)) (H1,76.247,(c)) (45-semisquare,5')", '19', '20', 232]
['2000-03-11 06:04:56', "(Moon,54.351,(r)) (H4,99.299,(c)) (45-semisquare,3')\n(H1,16.569,(r)) (Moon,46.519,(c)) (30-semisextile,3')\n(H7,196.569,(r)) (Moon,46.519,(c)) (150-quincunx,3')", "(Moon,54.351,(r)) (H1,24.322,(d)) (30-semisextile,2')\n(Moon,54.351,(r)) (H7,204.322,(d)) (150-quincunx,2')\n(Venus,327.245,(r)) (H12,357.333,(d)) (30-semisextile,5')\n(H4,107.052,(r)) (Moon,62.042,(d)) (45-semisquare,1')", '2', '3', "(Venus,327.245,(r)) (H9,267.169,(d)) (sextile,5')", "(Venus,327.245,(r)) (H9,267.239,(d)) (sextile,0')", "(Mercury,333.466,(r)) (H3,63.379,(c)) (square,5')\n(Mars,21.267,(r)) (H12,336.212,(c)) (45-semisquare,3')\n(H3,75.779,(r)) (Saturn,30.821,(c)) (45-semisquare,3')", "(H4,107.052,(r)) (Jupiter,47.077,(d)) (sextile,1')\n(H7,196.569,(r)) (Mercury,346.646,(d)) (150-quincunx,5')", "(Mean_Node,121.347,(r)) (H4,121.246,(d)) (conjunction,6')", '9', "(Mercury,333.466,(r)) (H10,303.443,(d)) (30-semisextile,1')", "(Mercury,333.466,(r)) (H10,303.462,(d)) (30-semisextile,0')", '12', '13', "(Mercury,333.466,(r)) (H1,33.509,(d)) (sextile,3')\n(H9,255.779,(r)) (Uranus,300.738,(c)) (45-semisquare,2')", '15', "(H10,287.052,(r)) (Saturn,62.097,(d)) (135-sesquisquare,3')", "(Venus,327.245,(r)) (H1,357.289,(c)) (30-semisextile,3')\n(Venus,327.245,(r)) (H10,267.231,(c)) (sextile,1')", "(Sun,350.976,(r)) (H1,35.909,(d)) (45-semisquare,4')", '19', '20', 214]
['2000-03-11 15:07:04', "(Mars,21.547,(r)) (H1,156.466,(d)) (135-sesquisquare,5')\n(Mars,21.547,(r)) (H7,336.466,(d)) (45-semisquare,5')", '1', "(Uranus,318.714,(r)) (H3,228.679,(d)) (square,2')\n(H3,219.223,(r)) (Moon,69.270,(d)) (150-quincunx,3')\n(Venus,327.710,(r)) (H4,237.764,(c)) (square,3')", "(H10,66.260,(r)) (Sun,336.185,(c)) (square,5')", "(H10,66.260,(r)) (Jupiter,21.197,(c)) (45-semisquare,4')", '5', "(Saturn,43.352,(r)) (H1,163.428,(d)) (trine,5')", '7', '8', '9', "(H3,219.223,(r)) (Mercury,354.169,(d)) (135-sesquisquare,3')", "(H1,145.623,(r)) (Saturn,25.590,(c)) (trine,2')", "(Venus,327.710,(r)) (H3,237.697,(d)) (square,1')", "(Neptune,305.692,(r)) (H1,170.754,(d)) (135-sesquisquare,4')", "(H1,145.623,(r)) (Pluto,235.656,(c)) (square,2')", "(H4,246.260,(r)) (Mercury,306.169,(c)) (sextile,5')", "(H1,145.623,(r)) (Uranus,295.672,(c)) (150-quincunx,3')", "(H1,145.623,(r)) (Jupiter,10.689,(c)) (135-sesquisquare,4')\n(H3,219.223,(r)) (Moon,39.299,(c)) (opposition,5')", "(Moon,59.625,(r)) (H9,14.611,(c)) (45-semisquare,1')", '19', '20', 222]
['2000-03-11 08:52:24', "(H4,148.305,(r)) (Mars,13.329,(c)) (135-sesquisquare,1')", '1', "(H4,148.305,(r)) (Uranus,328.256,(d)) (opposition,3')", "(Mercury,333.422,(r)) (H1,63.508,(d)) (square,5')", '4', '5', "(H1,53.332,(r)) (Mars,8.307,(c)) (45-semisquare,1')", "(Pluto,252.897,(r)) (H4,162.966,(d)) (square,4')", '8', '9', '10', "(H10,328.305,(r)) (Saturn,58.295,(d)) (square,1')", "(Pluto,252.897,(r)) (H3,132.824,(d)) (trine,4')", "(H1,53.332,(r)) (Pluto,233.230,(c)) (opposition,6')", "(Uranus,318.701,(r)) (H10,348.699,(d)) (30-semisextile,0')", "(H4,148.305,(r)) (Uranus,298.234,(c)) (150-quincunx,4')", "(Neptune,305.685,(r)) (H10,350.739,(d)) (45-semisquare,3')", "(Sun,351.092,(r)) (H10,351.258,(d)) (conjunction,10')\n(H10,328.305,(r)) (Sun,13.378,(d)) (45-semisquare,4')\n(Jupiter,34.721,(r)) (H1,34.677,(c)) (conjunction,3')", '18', '19', '20', 200]
['2000-03-11 13:10:07', "(H1,112.065,(r)) (Saturn,52.142,(d)) (sextile,5')\n(H7,292.065,(r)) (Saturn,52.142,(d)) (trine,5')", "(Mean_Node,121.331,(r)) (H1,121.333,(d)) (conjunction,0')\n(Mean_Node,121.331,(r)) (H7,301.333,(d)) (opposition,0')\n(Saturn,43.344,(r)) (H1,103.299,(c)) (sextile,3')\n(Saturn,43.344,(r)) (H7,283.299,(c)) (trine,3')\n(H1,112.065,(r)) (Mean_Node,112.154,(c)) (conjunction,5')\n(H7,292.065,(r)) (Mean_Node,112.154,(c)) (opposition,5')", "(H7,292.065,(r)) (Moon,67.103,(d)) (135-sesquisquare,2')\n(H7,292.065,(r)) (Mean_Node,111.978,(c)) (opposition,5')", "(Jupiter,34.758,(r)) (H1,124.761,(d)) (square,0')\n(H9,5.952,(r)) (Uranus,305.965,(c)) (sextile,1')", "(Sun,351.270,(r)) (H9,351.306,(c)) (conjunction,2')", "(Neptune,305.690,(r)) (H1,125.612,(d)) (opposition,5')\n(Sun,351.270,(r)) (H9,351.217,(c)) (conjunction,3')\n(H1,112.065,(r)) (Neptune,292.175,(c)) (opposition,7')", '6', "(Sun,351.270,(r)) (H4,231.336,(d)) (trine,4')\n(H3,185.952,(r)) (Uranus,335.943,(d)) (150-quincunx,1')\n(Jupiter,34.758,(r)) (H3,169.747,(c)) (135-sesquisquare,1')", "(H4,217.428,(r)) (Uranus,337.389,(d)) (trine,2')", "(Uranus,318.710,(r)) (H8,348.665,(d)) (30-semisextile,3')\n(Pluto,252.898,(r)) (H12,72.807,(c)) (opposition,5')", '10', "(Saturn,43.344,(r)) (H12,103.302,(d)) (sextile,3')", "(Jupiter,34.758,(r)) (H7,274.713,(c)) (trine,3')", "(Pluto,252.898,(r)) (H1,132.923,(d)) (trine,2')", "(Mercury,333.356,(r)) (H1,93.352,(c)) (trine,0')", '15', '16', '17', '18', "(Uranus,318.710,(r)) (H1,138.558,(d)) (opposition,9')\n(H4,217.428,(r)) (Mean_Node,97.500,(c)) (trine,4')", "(Uranus,318.710,(r)) (H1,138.588,(d)) (opposition,7')", 486]
['2000-03-11 09:31:52', '0', "(H1,61.852,(r)) (Pluto,241.749,(c)) (opposition,6')\n(H7,241.852,(r)) (Pluto,241.749,(c)) (conjunction,6')", '2', "(Moon,56.363,(r)) (H10,326.307,(c)) (square,3')\n(H10,338.746,(r)) (Sun,338.708,(c)) (conjunction,2')\n(H10,338.746,(r)) (Jupiter,23.686,(c)) (45-semisquare,4')", "(Sun,351.119,(r)) (H1,51.087,(c)) (sextile,2')", '5', "(Mars,21.374,(r)) (H3,111.329,(c)) (square,3')", "(Sun,351.119,(r)) (H3,111.063,(c)) (trine,3')\n(H3,124.769,(r)) (Uranus,304.830,(c)) (opposition,4')", "(H8,272.017,(r)) (Mean_Node,136.930,(d)) (135-sesquisquare,5')", '9', "(Venus,327.422,(r)) (H10,357.410,(d)) (30-semisextile,1')", '11', '12', '13', "(Uranus,318.703,(r)) (H10,318.787,(c)) (conjunction,5')", "(H1,61.852,(r)) (Saturn,61.732,(d)) (conjunction,7')\n(H7,241.852,(r)) (Saturn,61.732,(d)) (opposition,7')\n(Uranus,318.703,(r)) (H12,18.628,(c)) (sextile,4')", "(H1,61.852,(r)) (Saturn,61.959,(d)) (conjunction,6')\n(Mercury,333.411,(r)) (H12,18.386,(c)) (45-semisquare,2')", '17', '18', '19', '20', 274]
['2000-03-11 14:30:48', '0', '1', '2', "(H1,134.465,(r)) (Mean_Node,134.501,(d)) (conjunction,2')\n(H1,134.465,(r)) (Venus,314.400,(c)) (opposition,4')", '4', '5', "(Mercury,333.337,(r)) (H12,93.293,(c)) (trine,3')", "(H7,314.465,(r)) (Mercury,314.622,(c)) (conjunction,9')", "(Mean_Node,121.328,(r)) (H12,121.253,(d)) (conjunction,5')", "(Moon,59.272,(r)) (H8,14.256,(d)) (45-semisquare,1')\n(Pluto,252.898,(r)) (H10,72.723,(d)) (opposition,10')", '10', '11', "(H3,209.209,(r)) (Pluto,269.266,(d)) (sextile,3')\n(H3,209.209,(r)) (Uranus,299.157,(c)) (square,3')", "(Saturn,43.350,(r)) (H12,88.362,(c)) (45-semisquare,1')\n(H9,29.209,(r)) (Mars,359.239,(c)) (30-semisextile,2')", "(Neptune,305.691,(r)) (H12,125.648,(d)) (opposition,3')\n(H10,57.570,(r)) (Uranus,297.600,(c)) (trine,2')", "(Mars,21.529,(r)) (H1,111.501,(c)) (square,2')\n(Mars,21.529,(r)) (H7,291.501,(c)) (square,2')", '16', "(H1,134.465,(r)) (Mercury,359.433,(d)) (135-sesquisquare,2')\n(H10,57.570,(r)) (Jupiter,57.663,(d)) (conjunction,6')", '18', "(Jupiter,34.769,(r)) (H4,259.816,(d)) (135-sesquisquare,3')", "(Jupiter,34.769,(r)) (H10,79.838,(d)) (45-semisquare,4')", 279]
['2000-03-11 08:00:32', '0', '1', "(H3,102.426,(r)) (Jupiter,42.504,(d)) (sextile,5')\n(H4,135.000,(r)) (Sun,0.023,(d)) (135-sesquisquare,1')\n(H7,222.090,(r)) (Sun,342.142,(c)) (trine,3')", "(H10,315.000,(r)) (Mercury,344.996,(d)) (30-semisextile,0')\n(H10,315.000,(r)) (Jupiter,45.076,(d)) (square,5')\n(Mercury,333.435,(r)) (H10,303.347,(c)) (30-semisextile,5')", "(H10,315.000,(r)) (Venus,315.132,(c)) (conjunction,8')", "(H10,315.000,(r)) (Venus,315.057,(c)) (conjunction,3')", "(Moon,55.475,(r)) (H3,115.441,(d)) (sextile,2')", "(Mean_Node,121.343,(r)) (H4,121.395,(c)) (conjunction,3')\n(H3,102.426,(r)) (Moon,42.443,(c)) (sextile,1')", "(H8,251.349,(r)) (Moon,41.415,(c)) (150-quincunx,4')", "(Mean_Node,121.343,(r)) (H10,331.417,(d)) (150-quincunx,4')\n(Mean_Node,121.343,(r)) (H12,1.420,(c)) (trine,5')", '10', '11', "(Venus,327.344,(r)) (H7,237.366,(d)) (square,1')", '13', "(Saturn,43.324,(r)) (H12,358.397,(c)) (45-semisquare,4')", '15', '16', "(Mercury,333.435,(r)) (H3,123.356,(d)) (150-quincunx,5')", "(H10,315.000,(r)) (Jupiter,14.929,(c)) (sextile,4')", '19', '20', 234]
['2000-03-11 09:12:47', "(H1,57.736,(r)) (Uranus,327.803,(d)) (square,4')\n(H7,237.736,(r)) (Uranus,327.803,(d)) (square,4')", "(Pluto,252.897,(r)) (H4,162.966,(d)) (square,4')", '2', "(Mean_Node,121.340,(r)) (H10,346.303,(d)) (135-sesquisquare,2')\n(Mercury,333.416,(r)) (H9,288.407,(c)) (45-semisquare,1')", '4', '5', "(H1,57.736,(r)) (Pluto,237.740,(c)) (opposition,0')", "(H4,153.671,(r)) (Uranus,333.699,(d)) (opposition,2')", '8', "(Saturn,43.329,(r)) (H8,253.256,(c)) (150-quincunx,4')\n(Uranus,318.702,(r)) (H12,18.641,(c)) (sextile,4')", "(H10,333.671,(r)) (Jupiter,18.651,(c)) (45-semisquare,1')", "(Pluto,252.897,(r)) (H1,42.814,(c)) (150-quincunx,5')", "(Pluto,252.897,(r)) (H7,253.028,(d)) (conjunction,8')\n(Pluto,252.897,(r)) (H3,102.829,(c)) (150-quincunx,4')", "(H9,299.953,(r)) (Saturn,59.917,(d)) (trine,2')\n(H9,299.953,(r)) (Uranus,299.906,(c)) (conjunction,3')", '14', '15', "(H1,57.736,(r)) (Neptune,327.775,(d)) (square,2')", '17', '18', "(H1,57.736,(r)) (Jupiter,12.644,(c)) (45-semisquare,5')", '20', 229]
['2000-03-11 10:53:20', "(Moon,57.155,(r)) (H1,87.121,(d)) (30-semisextile,2')\n(Moon,57.155,(r)) (H7,267.121,(d)) (150-quincunx,2')", "(Venus,327.492,(r)) (H1,87.441,(d)) (trine,3')\n(Venus,327.492,(r)) (H7,267.441,(d)) (sextile,3')\n(Mars,21.416,(r)) (H4,171.360,(c)) (150-quincunx,3')\n(Uranus,318.705,(r)) (H12,48.637,(c)) (square,4')", "(Sun,351.176,(r)) (H4,171.172,(c)) (opposition,0')", '3', '4', '5', '6', '7', "(Pluto,252.897,(r)) (H12,42.948,(c)) (150-quincunx,3')", "(Neptune,305.687,(r)) (H1,65.688,(c)) (trine,0')", '10', '11', '12', "(Mars,21.416,(r)) (H10,21.321,(d)) (conjunction,6')\n(Saturn,43.335,(r)) (H12,73.344,(d)) (30-semisextile,1')\n(H9,326.432,(r)) (Neptune,326.345,(d)) (conjunction,5')\n(H9,326.432,(r)) (Pluto,266.472,(d)) (sextile,2')\n(H10,0.853,(r)) (Saturn,60.876,(d)) (sextile,1')", "(Mars,21.416,(r)) (H10,21.560,(d)) (conjunction,9')\n(H9,326.432,(r)) (Neptune,326.602,(d)) (conjunction,10')", '15', '16', '17', "(H9,326.432,(r)) (Uranus,296.341,(c)) (30-semisextile,5')", '19', "(H6,236.476,(r)) (Jupiter,11.543,(c)) (135-sesquisquare,4')", 247]
['2000-03-11 14:20:56', '0', '1', "(Sun,351.319,(r)) (H3,216.315,(d)) (135-sesquisquare,0')\n(Mean_Node,121.329,(r)) (H7,301.484,(c)) (opposition,9')", '3', "(Venus,327.670,(r)) (H1,117.581,(c)) (150-quincunx,5')", '5', '6', '7', "(H1,131.549,(r)) (Pluto,266.620,(d)) (135-sesquisquare,4')", "(Mean_Node,121.329,(r)) (H1,151.276,(d)) (30-semisextile,3')\n(H1,131.549,(r)) (Sun,11.547,(d)) (trine,0')", '10', '11', "(Mercury,333.339,(r)) (H7,333.508,(d)) (conjunction,10')\n(H3,206.428,(r)) (Pluto,236.491,(c)) (30-semisextile,4')", "(H10,55.170,(r)) (Pluto,235.328,(c)) (opposition,9')", "(Saturn,43.349,(r)) (H10,73.371,(d)) (30-semisextile,1')\n(H10,55.170,(r)) (Pluto,235.117,(c)) (opposition,3')", '15', "(Uranus,318.713,(r)) (H1,108.716,(c)) (150-quincunx,0')", "(H1,131.549,(r)) (Venus,356.505,(d)) (135-sesquisquare,3')\n(H3,206.428,(r)) (Venus,356.505,(d)) (150-quincunx,5')\n(H10,55.170,(r)) (Uranus,295.188,(c)) (trine,1')", '18', "(Mean_Node,121.329,(r)) (H4,211.349,(c)) (square,1')", '20', 217]
['2000-03-11 10:05:43', '0', '1', "(Venus,327.451,(r)) (H4,177.539,(d)) (150-quincunx,5')", "(H9,313.557,(r)) (Mean_Node,133.697,(d)) (opposition,8')\n(Mean_Node,121.338,(r)) (H9,301.409,(c)) (opposition,4')", '4', '5', "(Mercury,333.403,(r)) (H10,333.366,(c)) (conjunction,2')", '7', "(H1,69.187,(r)) (Moon,69.100,(d)) (conjunction,5')", "(H8,279.954,(r)) (Moon,69.968,(d)) (150-quincunx,1')", '10', '11', "(H4,167.876,(r)) (Jupiter,17.868,(c)) (150-quincunx,0')", '13', '14', "(Moon,56.692,(r)) (H12,26.604,(c)) (30-semisextile,5')", '16', '17', "(Moon,56.692,(r)) (H10,11.676,(d)) (45-semisquare,1')", '19', "(Uranus,318.704,(r)) (H1,48.790,(c)) (square,5')", 122]
['2000-03-11 07:55:59', "(H4,133.862,(r)) (Neptune,313.983,(d)) (opposition,7')\n(Neptune,305.684,(r)) (H4,125.596,(c)) (opposition,5')", "(Uranus,318.699,(r)) (H1,48.657,(d)) (square,3')\n(Uranus,318.699,(r)) (H7,228.657,(d)) (square,3')\n(Mercury,333.436,(r)) (H1,33.490,(c)) (sextile,3')\n(Mercury,333.436,(r)) (H7,213.490,(c)) (trine,3')", '2', '3', "(H10,313.862,(r)) (Mean_Node,133.828,(d)) (opposition,2')", "(H10,313.862,(r)) (Mean_Node,133.905,(d)) (opposition,3')\n(Mean_Node,121.343,(r)) (H10,301.514,(c)) (opposition,10')", '6', "(H4,133.862,(r)) (Venus,313.836,(c)) (opposition,2')", "(Pluto,252.897,(r)) (H1,27.974,(c)) (135-sesquisquare,5')\n(Mean_Node,121.343,(r)) (H12,1.276,(c)) (trine,4')", '9', "(Moon,55.431,(r)) (H3,85.416,(c)) (30-semisextile,1')", "(H1,41.102,(r)) (Pluto,266.148,(d)) (135-sesquisquare,3')", '12', "(Mercury,333.436,(r)) (H10,333.320,(d)) (conjunction,7')\n(H10,313.862,(r)) (Mercury,314.035,(c)) (conjunction,10')", "(Mercury,333.436,(r)) (H10,333.556,(d)) (conjunction,7')\n(Mercury,333.436,(r)) (H12,33.476,(d)) (sextile,2')\n(H10,313.862,(r)) (Mercury,313.817,(c)) (conjunction,3')", '15', '16', "(H1,41.102,(r)) (Uranus,341.166,(d)) (sextile,4')", "(H10,313.862,(r)) (Moon,73.812,(d)) (trine,3')\n(H1,41.102,(r)) (Mercury,311.164,(c)) (square,4')", "(Sun,351.053,(r)) (H4,111.000,(c)) (trine,3')", "(Sun,351.053,(r)) (H10,290.977,(c)) (sextile,5')", 422]
['2000-03-11 08:23:12', '0', "(H1,47.014,(r)) (Moon,47.119,(c)) (conjunction,6')\n(H7,227.014,(r)) (Moon,47.119,(c)) (opposition,6')", "(H7,227.014,(r)) (Moon,46.968,(c)) (opposition,3')", "(H10,320.752,(r)) (Mercury,320.763,(c)) (conjunction,1')", "(Sun,351.071,(r)) (H1,36.151,(c)) (45-semisquare,5')", "(Sun,351.071,(r)) (H1,36.085,(c)) (45-semisquare,1')", '6', "(Mean_Node,121.342,(r)) (H3,121.353,(d)) (conjunction,1')\n(H7,227.014,(r)) (Jupiter,47.002,(d)) (opposition,1')\n(H3,107.814,(r)) (Mean_Node,107.980,(c)) (conjunction,10')", "(Mars,21.339,(r)) (H4,156.379,(d)) (135-sesquisquare,2')\n(H4,140.752,(r)) (Neptune,320.930,(d)) (opposition,11')\n(Neptune,305.684,(r)) (H4,125.785,(c)) (opposition,6')", '9', "(H10,320.752,(r)) (Mercury,350.817,(d)) (30-semisextile,4')", "(H10,320.752,(r)) (Mercury,350.837,(d)) (30-semisextile,5')", "(Mean_Node,121.342,(r)) (H3,91.272,(c)) (30-semisextile,4')", '13', "(Mercury,333.429,(r)) (H1,63.516,(d)) (square,5')\n(H1,47.014,(r)) (Neptune,287.096,(c)) (trine,5')", '15', "(Pluto,252.897,(r)) (H10,342.829,(d)) (square,4')", '17', "(H10,320.752,(r)) (Venus,350.702,(d)) (30-semisextile,3')\n(Venus,327.363,(r)) (H9,267.423,(c)) (sextile,4')", "(Venus,327.363,(r)) (H4,117.455,(c)) (150-quincunx,5')", "(Venus,327.363,(r)) (H10,297.431,(c)) (30-semisextile,4')", 318]
['2000-03-11 06:23:28', "(Mean_Node,121.346,(r)) (H12,1.429,(d)) (trine,5')\n(H1,20.707,(r)) (Venus,335.617,(d)) (45-semisquare,5')\n(H1,20.707,(r)) (Saturn,50.698,(d)) (30-semisextile,0')\n(H7,200.707,(r)) (Venus,335.617,(d)) (135-sesquisquare,5')\n(H7,200.707,(r)) (Saturn,50.698,(d)) (150-quincunx,0')\n(Saturn,43.317,(r)) (H1,13.245,(c)) (30-semisextile,4')\n(Saturn,43.317,(r)) (H7,193.245,(c)) (150-quincunx,4')", "(Saturn,43.317,(r)) (H4,103.266,(c)) (sextile,3')\n(Pluto,252.897,(r)) (H1,12.929,(c)) (trine,2')\n(Pluto,252.897,(r)) (H7,192.929,(c)) (sextile,2')", "(H3,80.009,(r)) (Pluto,259.978,(d)) (opposition,2')", '3', "(Mean_Node,121.346,(r)) (H9,271.428,(d)) (150-quincunx,5')\n(Moon,54.531,(r)) (H1,9.546,(c)) (45-semisquare,1')", "(Mercury,333.461,(r)) (H10,303.400,(d)) (30-semisextile,4')\n(Moon,54.531,(r)) (H1,9.478,(c)) (45-semisquare,3')", "(H10,291.402,(r)) (Moon,66.405,(d)) (135-sesquisquare,0')", "(Jupiter,34.700,(r)) (H4,124.625,(d)) (square,5')", "(Neptune,305.682,(r)) (H4,125.753,(d)) (opposition,4')\n(Sun,350.988,(r)) (H8,215.938,(c)) (135-sesquisquare,3')\n(H4,111.402,(r)) (Neptune,291.520,(c)) (opposition,7')", '9', "(Sun,350.988,(r)) (H1,35.929,(d)) (45-semisquare,4')\n(H3,80.009,(r)) (Jupiter,49.999,(d)) (30-semisextile,1')", '11', '12', "(Uranus,318.696,(r)) (H1,3.783,(c)) (45-semisquare,5')", "(Uranus,318.696,(r)) (H10,273.659,(c)) (45-semisquare,2')", "(Saturn,43.317,(r)) (H12,13.241,(d)) (30-semisextile,5')", "(Mercury,333.461,(r)) (H12,333.570,(c)) (conjunction,7')", '17', '18', "(H3,80.009,(r)) (Venus,304.986,(c)) (135-sesquisquare,1')", '20', 295]
['2000-03-11 10:06:47', '0', "(H4,168.165,(r)) (Moon,48.229,(c)) (trine,4')", "(H4,168.165,(r)) (Moon,48.075,(c)) (trine,5')", "(Jupiter,34.732,(r)) (H1,79.761,(d)) (45-semisquare,2')\n(H9,313.838,(r)) (Mean_Node,133.702,(d)) (opposition,8')", "(Venus,327.452,(r)) (H9,327.352,(d)) (conjunction,6')\n(Jupiter,34.732,(r)) (H10,334.770,(c)) (sextile,2')", "(Venus,327.452,(r)) (H9,327.436,(d)) (conjunction,1')\n(Jupiter,34.732,(r)) (H10,334.690,(c)) (sextile,3')", "(Mars,21.392,(r)) (H1,81.308,(d)) (sextile,5')\n(H3,133.838,(r)) (Moon,43.926,(c)) (square,5')", "(Mercury,333.402,(r)) (H4,153.358,(c)) (opposition,3')\n(Venus,327.452,(r)) (H7,237.480,(c)) (square,2')", '8', "(H10,348.165,(r)) (Mean_Node,138.218,(d)) (150-quincunx,3')\n(Mean_Node,121.338,(r)) (H12,31.317,(c)) (square,1')\n(H8,280.208,(r)) (Pluto,235.154,(c)) (45-semisquare,3')", '10', '11', "(H3,133.838,(r)) (Mercury,313.736,(c)) (opposition,6')\n(H7,249.419,(r)) (Venus,309.388,(c)) (sextile,2')", '13', '14', '15', '16', '17', "(H1,69.419,(r)) (Mercury,309.467,(c)) (trine,3')\n(H9,313.838,(r)) (Jupiter,13.776,(c)) (sextile,4')", '19', '20', 301]
['2000-03-11 09:19:28', "(Mars,21.368,(r)) (H1,66.389,(d)) (45-semisquare,1')\n(Mars,21.368,(r)) (H7,246.389,(d)) (135-sesquisquare,1')\n(Venus,327.412,(r)) (H12,27.356,(c)) (sextile,3')", "(Moon,56.242,(r)) (H4,146.294,(c)) (square,3')", '2', "(H9,301.626,(r)) (Uranus,331.559,(d)) (30-semisextile,4')\n(H10,335.439,(r)) (Moon,65.439,(d)) (square,0')", '4', '5', "(Mercury,333.415,(r)) (H3,108.338,(c)) (135-sesquisquare,5')\n(Mars,21.368,(r)) (H10,321.311,(c)) (sextile,3')", "(Sun,351.110,(r)) (H4,141.030,(c)) (150-quincunx,5')", "(Sun,351.110,(r)) (H12,21.145,(c)) (30-semisextile,2')\n(H4,155.439,(r)) (Sun,335.507,(c)) (opposition,4')", "(Pluto,252.897,(r)) (H1,72.993,(d)) (opposition,6')\n(Uranus,318.702,(r)) (H10,318.847,(c)) (conjunction,9')", "(H3,121.626,(r)) (Uranus,301.492,(c)) (opposition,8')", '11', "(H7,239.175,(r)) (Mean_Node,104.133,(c)) (135-sesquisquare,2')", "(Mars,21.368,(r)) (H9,321.385,(d)) (sextile,1')\n(Saturn,43.329,(r)) (H9,283.242,(c)) (trine,5')\n(Pluto,252.897,(r)) (H1,42.842,(c)) (150-quincunx,3')", '14', '15', '16', '17', "(H1,59.175,(r)) (Sun,14.132,(d)) (45-semisquare,3')\n(H1,59.175,(r)) (Jupiter,14.227,(c)) (45-semisquare,3')\n(H10,335.439,(r)) (Venus,305.484,(c)) (30-semisextile,3')", "(Jupiter,34.725,(r)) (H1,79.711,(d)) (45-semisquare,1')", "(Jupiter,34.725,(r)) (H1,79.733,(d)) (45-semisquare,0')", 267]
['2000-03-11 10:18:56', "(H1,72.062,(r)) (Neptune,297.059,(c)) (135-sesquisquare,0')\n(H7,252.062,(r)) (Neptune,297.059,(c)) (45-semisquare,0')", "(H1,72.062,(r)) (Mercury,341.994,(d)) (square,4')\n(H7,252.062,(r)) (Mercury,341.994,(d)) (square,4')", "(Moon,56.820,(r)) (H3,146.729,(d)) (square,6')", "(Jupiter,34.734,(r)) (H9,304.752,(c)) (square,1')", "(Mean_Node,121.337,(r)) (H1,61.250,(c)) (sextile,5')", '5', '6', "(H4,171.464,(r)) (Jupiter,21.526,(c)) (150-quincunx,4')", "(H1,72.062,(r)) (Venus,312.084,(c)) (trine,1')", '9', "(H10,351.464,(r)) (Mercury,351.600,(d)) (conjunction,8')", "(H10,351.464,(r)) (Mercury,351.622,(d)) (conjunction,9')", "(H4,171.464,(r)) (Jupiter,51.388,(d)) (trine,5')\n(Moon,56.820,(r)) (H7,236.781,(c)) (opposition,2')", "(Neptune,305.686,(r)) (H12,65.663,(d)) (trine,1')", "(H1,72.062,(r)) (Mercury,312.094,(c)) (trine,2')\n(H9,317.066,(r)) (Mars,2.040,(c)) (45-semisquare,2')", "(H1,72.062,(r)) (Uranus,342.153,(d)) (square,5')\n(H7,252.062,(r)) (Uranus,342.153,(d)) (square,5')", "(H1,72.062,(r)) (Mars,42.100,(d)) (30-semisextile,2')", '17', '18', "(H3,137.066,(r)) (Moon,77.008,(d)) (sextile,3')", '20', 286]
