['Time', '0: 1870-08-25', '1: 1883-02-13', '2: 1821-09-30', '3: 1836-07-07', '4: 1836-11-24', '5: 1848-01-09', '6: 1865-04-10', '7: 1866-01-25', '8: 1867-02-17', '9: 1869-06-06', 'Count']
['1813-05-21 23:30:32', "(Mercury,35.396,(r)) (Moon,350.756,(p)) (45-semisquare,22')\n(Jupiter,123.664,(r)) (H7,243.532,(p)) (trine,8')\n(Sun,115.124,(p)) (H5,145.172,(p)) (30-semisextile,3')\n(Uranus,235.750,(r)) (Moon,280.503,(c)) (45-semisquare,15')\n(H10,246.107,(r)) (Mercury,21.163,(c)) (135-sesquisquare,3')", "(Uranus,235.750,(r)) (H12,25.674,(p)) (150-quincunx,5')\n(H1,307.068,(r)) (Sun,127.043,(p)) (opposition,2')\n(H8,187.198,(r)) (Sun,127.043,(p)) (sextile,9')\n(Neptune,252.964,(p)) (H10,312.935,(p)) (sextile,2')\n(Saturn,287.626,(c)) (H1,242.734,(c)) (45-semisquare,6')", "(Moon,314.136,(r)) (Moon,73.710,(p)) (trine,26')\n(Moon,314.136,(r)) (H10,254.027,(p)) (sextile,7')\n(Moon,73.710,(p)) (H10,254.027,(p)) (opposition,19')\n(Mean_Node,133.909,(p)) (H10,254.027,(p)) (trine,7')", "(Venus,87.924,(p)) (H10,268.048,(p)) (opposition,7')\n(Uranus,234.845,(p)) (H7,174.936,(p)) (sextile,6')\n(Mean_Node,133.127,(p)) (H10,268.048,(p)) (135-sesquisquare,5')\n(Moon,314.136,(r)) (H10,224.161,(c)) (square,1')", "(Uranus,235.750,(r)) (H7,175.881,(p)) (sextile,8')\n(Moon,268.153,(p)) (H10,268.412,(p)) (conjunction,16')\n(Venus,88.394,(p)) (H10,268.412,(p)) (opposition,1')\n(Mars,310.889,(p)) (H7,175.881,(p)) (135-sesquisquare,0')\n(H10,246.107,(r)) (Moon,6.525,(c)) (trine,25')", "(Moon,56.461,(p)) (H12,326.917,(p)) (square,27')\n(Venus,102.056,(p)) (H12,326.917,(p)) (135-sesquisquare,8')\n(Moon,314.136,(r)) (Moon,224.666,(c)) (square,32')\n(Moon,314.136,(r)) (H8,134.045,(c)) (opposition,5')\n(Neptune,254.576,(r)) (Moon,224.666,(c)) (30-semisextile,5')\n(Mean_Node,134.351,(r)) (Moon,224.666,(c)) (square,19')", "(Uranus,235.750,(r)) (H1,55.758,(p)) (opposition,0')\n(Uranus,235.750,(r)) (H4,115.620,(p)) (trine,8')", "(H4,66.107,(r)) (Moon,291.415,(p)) (135-sesquisquare,18')\n(Neptune,254.576,(r)) (H7,74.464,(c)) (opposition,7')\n(Mean_Node,134.351,(r)) (H7,74.464,(c)) (sextile,7')\n(H5,84.371,(r)) (Venus,354.536,(c)) (square,10')\n(Neptune,255.525,(c)) (H4,15.652,(c)) (trine,8')", "(Venus,59.500,(r)) (H4,14.611,(c)) (45-semisquare,7')\n(H1,307.068,(r)) (Mars,277.016,(c)) (30-semisextile,3')", "(Venus,59.500,(r)) (H4,119.638,(p)) (sextile,8')\n(Uranus,235.750,(r)) (Moon,295.840,(c)) (sextile,5')", 40]
['1813-05-22 05:54:00', "(H7,281.354,(r)) (Mean_Node,131.305,(p)) (150-quincunx,3')\n(Moon,354.342,(p)) (H7,324.248,(p)) (30-semisextile,6')\n(Mercury,35.695,(r)) (H5,125.812,(c)) (square,7')\n(Mean_Node,134.337,(r)) (Moon,283.823,(c)) (150-quincunx,31')\n(H5,193.712,(r)) (Moon,283.823,(c)) (square,7')", "(Uranus,233.893,(p)) (H10,53.910,(p)) (opposition,1')\n(H1,101.354,(r)) (Moon,131.545,(c)) (30-semisextile,11')\n(Moon,131.545,(c)) (H1,11.828,(c)) (trine,17')", "(Moon,317.540,(r)) (Moon,77.733,(p)) (trine,12')\n(H10,338.735,(r)) (Sun,68.707,(p)) (square,2')\n(Moon,77.733,(p)) (H1,108.038,(p)) (30-semisextile,18')\n(Moon,77.733,(p)) (H10,347.823,(p)) (square,5')", "(H5,193.712,(r)) (Mercury,73.591,(p)) (trine,7')\n(Venus,88.250,(p)) (H5,223.252,(p)) (135-sesquisquare,0')\n(Mean_Node,133.113,(p)) (H5,223.252,(p)) (square,8')\n(Sun,60.687,(r)) (Moon,16.214,(c)) (45-semisquare,32')\n(H10,338.735,(r)) (Mars,293.594,(c)) (45-semisquare,8')", "(Venus,59.827,(r)) (H7,299.673,(p)) (trine,9')\n(Venus,88.720,(p)) (H5,223.717,(p)) (135-sesquisquare,0')\n(Mercury,35.695,(r)) (H7,260.539,(c)) (135-sesquisquare,9')\n(Uranus,235.738,(r)) (Moon,10.484,(c)) (135-sesquisquare,15')", "(Sun,60.687,(r)) (Moon,60.426,(p)) (conjunction,16')\n(Moon,317.540,(r)) (Moon,227.839,(c)) (square,18')\n(Uranus,237.107,(c)) (H12,11.951,(c)) (135-sesquisquare,9')", "(Venus,59.827,(r)) (Moon,284.849,(p)) (135-sesquisquare,1')\n(Pluto,350.508,(r)) (H1,140.447,(p)) (150-quincunx,4')\n(Mean_Node,134.337,(r)) (Moon,284.849,(p)) (150-quincunx,31')\n(H1,101.354,(r)) (Mercury,131.214,(p)) (30-semisextile,8')\n(Moon,284.849,(p)) (H5,255.010,(p)) (30-semisextile,10')\n(Pluto,350.586,(p)) (H1,140.447,(p)) (150-quincunx,8')\n(Moon,356.736,(c)) (H5,131.271,(c)) (135-sesquisquare,28')\n(Pluto,349.527,(c)) (H4,109.624,(c)) (trine,6')", "(Moon,294.735,(p)) (H8,339.664,(p)) (45-semisquare,4')\n(Saturn,285.652,(p)) (H5,255.798,(p)) (30-semisextile,9')\n(Saturn,288.918,(r)) (H4,108.948,(c)) (opposition,2')", "(H1,101.354,(r)) (Mars,311.381,(p)) (150-quincunx,2')\n(H5,193.712,(r)) (Jupiter,133.681,(p)) (sextile,2')\n(Moon,308.154,(p)) (H4,217.986,(p)) (square,10')\n(Venus,59.827,(r)) (Moon,330.108,(c)) (square,17')", "(Mars,303.918,(r)) (H5,259.088,(p)) (45-semisquare,10')\n(H1,101.354,(r)) (Mean_Node,131.370,(p)) (30-semisextile,1')\n(H4,158.735,(r)) (Venus,128.667,(p)) (30-semisextile,4')", 42]
['1813-05-21 23:54:24', "(Mean_Node,131.319,(p)) (H7,251.136,(p)) (trine,11')\n(Uranus,235.749,(r)) (Moon,280.709,(c)) (45-semisquare,2')", "(Saturn,288.927,(r)) (H10,318.957,(p)) (30-semisextile,2')", "(Moon,314.347,(r)) (Moon,73.961,(p)) (trine,23')\n(Mars,303.820,(r)) (H1,333.911,(p)) (30-semisextile,5')\n(Saturn,288.927,(r)) (H1,333.911,(p)) (45-semisquare,1')\n(Mean_Node,134.350,(r)) (Moon,73.961,(p)) (sextile,23')\n(Mars,303.820,(r)) (H10,243.922,(c)) (sextile,6')\n(Saturn,288.927,(r)) (H10,243.922,(c)) (45-semisquare,0')\n(Moon,213.258,(c)) (H1,303.515,(c)) (square,15')\n(Moon,213.258,(c)) (H8,183.276,(c)) (30-semisextile,1')", "(Jupiter,123.666,(r)) (H10,273.537,(p)) (150-quincunx,8')\n(Sun,82.589,(p)) (H5,112.570,(p)) (30-semisextile,1')", "(Mars,303.820,(r)) (H10,273.902,(p)) (30-semisextile,5')\n(Sun,82.954,(p)) (H5,112.976,(p)) (30-semisextile,1')\n(Venus,59.520,(r)) (H7,104.610,(c)) (45-semisquare,5')", "(Venus,59.520,(r)) (H4,104.562,(p)) (45-semisquare,3')\n(Neptune,254.576,(r)) (H4,104.562,(p)) (150-quincunx,1')\n(Moon,314.347,(r)) (Moon,224.864,(c)) (square,31')\n(Mars,303.820,(r)) (H1,273.813,(c)) (30-semisextile,0')\n(Neptune,254.576,(r)) (Moon,224.864,(c)) (30-semisextile,17')\n(Mean_Node,134.350,(r)) (Moon,224.864,(c)) (square,31')\n(Mars,287.552,(c)) (H12,257.428,(c)) (30-semisextile,7')", "(Uranus,235.749,(r)) (H5,145.841,(p)) (square,6')\n(H4,71.730,(r)) (Moon,281.772,(p)) (150-quincunx,3')\n(H4,71.730,(r)) (Mars,311.709,(p)) (trine,1')\n(Moon,353.062,(c)) (H4,22.832,(c)) (30-semisextile,14')", "(Uranus,235.749,(r)) (H8,265.890,(p)) (30-semisextile,8')\n(H4,71.730,(r)) (Mars,311.591,(p)) (trine,8')\n(Mars,303.820,(r)) (H12,243.818,(c)) (sextile,0')\n(Saturn,288.927,(r)) (H12,243.818,(c)) (45-semisquare,7')\n(H4,71.730,(r)) (Moon,341.574,(c)) (square,9')\n(Saturn,288.640,(c)) (H12,243.818,(c)) (45-semisquare,11')\n(Neptune,255.525,(c)) (H8,120.468,(c)) (135-sesquisquare,3')", "(Mercury,35.414,(r)) (Moon,304.988,(p)) (square,26')\n(Pluto,350.505,(r)) (Moon,304.988,(p)) (45-semisquare,31')\n(Sun,111.783,(p)) (H1,66.730,(p)) (45-semisquare,3')\n(H1,317.192,(r)) (Mean_Node,137.197,(c)) (opposition,0')", "(Mercury,35.414,(r)) (H4,125.425,(p)) (square,1')\n(Pluto,350.505,(r)) (H4,125.425,(p)) (135-sesquisquare,5')\n(H1,317.192,(r)) (Mercury,137.291,(p)) (opposition,6')\n(Pluto,350.551,(p)) (H4,125.425,(p)) (135-sesquisquare,8')\n(Uranus,235.749,(r)) (Moon,296.053,(c)) (sextile,18')", 43]
['1813-05-22 10:10:07', "(H5,265.353,(r)) (Venus,130.380,(p)) (135-sesquisquare,2')\n(Sun,60.858,(r)) (Moon,286.052,(c)) (135-sesquisquare,12')\n(Moon,319.826,(r)) (H10,349.716,(c)) (30-semisextile,7')\n(Venus,349.418,(c)) (H7,289.379,(c)) (sextile,2')", "(Mean_Node,134.328,(r)) (H8,44.253,(p)) (square,4')\n(Uranus,233.893,(p)) (H10,113.850,(p)) (trine,3')\n(Uranus,235.731,(r)) (H8,295.851,(c)) (sextile,7')\n(Mean_Node,134.328,(r)) (Moon,133.855,(c)) (conjunction,28')\n(H1,148.022,(r)) (Mars,267.996,(c)) (trine,2')\n(H8,347.651,(r)) (Saturn,287.658,(c)) (sextile,0')", "(Mars,303.986,(r)) (H1,153.942,(p)) (150-quincunx,3')\n(Saturn,288.912,(r)) (H1,153.942,(p)) (135-sesquisquare,2')\n(Pluto,350.510,(r)) (Moon,80.411,(p)) (square,6')\n(Mars,306.982,(p)) (H12,126.872,(p)) (opposition,7')\n(Uranus,235.388,(p)) (H10,55.360,(p)) (opposition,2')\n(Moon,218.355,(c)) (H10,38.653,(c)) (opposition,18')", "(Mean_Node,134.328,(r)) (Moon,268.875,(p)) (135-sesquisquare,27')\n(Mars,293.682,(c)) (H10,23.782,(c)) (square,6')", "(Mars,303.986,(r)) (Moon,273.520,(p)) (30-semisextile,28')\n(Jupiter,123.730,(r)) (Moon,273.520,(p)) (150-quincunx,13')\n(Mercury,74.769,(p)) (H7,344.909,(p)) (square,8')\n(H7,328.022,(r)) (Moon,13.143,(c)) (45-semisquare,7')\n(Mars,293.492,(c)) (H10,23.396,(c)) (square,6')", "(H4,227.032,(r)) (Saturn,286.959,(p)) (sextile,4')\n(Moon,319.826,(r)) (Moon,229.957,(c)) (square,8')\n(H8,347.651,(r)) (Mars,287.779,(c)) (sextile,8')\n(Uranus,237.101,(c)) (H4,192.214,(c)) (45-semisquare,7')", "(H4,227.032,(r)) (Moon,287.047,(p)) (sextile,1')\n(Mean_Node,134.328,(r)) (Moon,359.366,(c)) (135-sesquisquare,2')\n(H4,227.032,(r)) (Mean_Node,137.076,(c)) (square,3')", "(H8,347.651,(r)) (Moon,347.746,(c)) (conjunction,6')", "(Mean_Node,134.328,(r)) (H5,314.448,(p)) (opposition,7')\n(H5,265.353,(r)) (Moon,310.417,(p)) (45-semisquare,4')\n(Mercury,134.440,(p)) (H5,314.448,(p)) (opposition,1')\n(Uranus,234.033,(p)) (H4,279.027,(p)) (45-semisquare,0')\n(Sun,60.858,(r)) (H5,210.864,(c)) (150-quincunx,0')", "(Mercury,35.896,(r)) (H4,170.917,(c)) (135-sesquisquare,1')\n(Venus,350.926,(c)) (H4,170.917,(c)) (opposition,1')", 38]
['1813-05-21 23:51:44', "(Moon,350.954,(p)) (H10,305.971,(p)) (45-semisquare,1')\n(Uranus,235.749,(r)) (Moon,280.686,(c)) (45-semisquare,4')\n(H10,251.105,(r)) (Moon,280.686,(c)) (30-semisextile,25')", "(Mars,303.820,(r)) (H12,33.913,(p)) (square,6')\n(H1,315.992,(r)) (Moon,166.283,(p)) (150-quincunx,17')\n(H8,196.131,(r)) (Moon,166.283,(p)) (30-semisextile,9')\n(Uranus,233.894,(p)) (H1,83.867,(p)) (150-quincunx,2')\n(Mean_Node,130.658,(p)) (H8,280.550,(p)) (150-quincunx,7')", "(Moon,314.324,(r)) (Moon,73.933,(p)) (trine,23')\n(Mars,303.820,(r)) (H10,258.953,(p)) (45-semisquare,8')\n(Saturn,288.927,(r)) (H10,258.953,(p)) (30-semisextile,2')\n(Neptune,254.576,(r)) (H8,209.725,(p)) (45-semisquare,9')\n(Mean_Node,134.351,(r)) (Moon,73.933,(p)) (sextile,25')\n(Moon,213.236,(c)) (H10,243.286,(c)) (30-semisextile,3')", "(Jupiter,127.537,(p)) (H7,187.570,(p)) (sextile,2')\n(Moon,314.324,(r)) (H7,104.268,(c)) (150-quincunx,3')\n(Mean_Node,134.351,(r)) (H7,104.268,(c)) (30-semisextile,5')\n(H10,251.105,(r)) (Mercury,26.262,(c)) (135-sesquisquare,9')", '4', "(Mars,303.820,(r)) (H1,33.960,(p)) (square,8')\n(Moon,314.324,(r)) (Moon,224.842,(c)) (square,31')\n(Neptune,254.576,(r)) (Moon,224.842,(c)) (30-semisextile,16')\n(Mean_Node,134.351,(r)) (Moon,224.842,(c)) (square,29')\n(Venus,16.854,(c)) (H12,256.862,(c)) (trine,0')", "(Venus,123.258,(p)) (H1,63.368,(p)) (sextile,7')\n(H5,89.196,(r)) (Jupiter,119.066,(c)) (30-semisextile,8')", "(Venus,59.518,(r)) (H8,119.663,(c)) (sextile,9')\n(Mars,303.820,(r)) (H7,78.708,(c)) (135-sesquisquare,7')\n(Neptune,254.576,(r)) (H8,119.663,(c)) (135-sesquisquare,5')\n(H4,71.105,(r)) (Moon,341.547,(c)) (square,27')\n(Saturn,288.640,(c)) (H7,78.708,(c)) (150-quincunx,4')", "(Mercury,35.412,(r)) (Moon,304.964,(p)) (square,27')\n(Moon,314.324,(r)) (H5,44.301,(c)) (square,1')\n(Mean_Node,134.351,(r)) (H5,44.301,(c)) (square,3')", "(H4,71.105,(r)) (Mars,311.018,(p)) (trine,5')\n(H5,89.196,(r)) (Jupiter,134.115,(p)) (45-semisquare,5')\n(Sun,113.975,(p)) (H1,68.822,(p)) (45-semisquare,9')\n(Moon,334.712,(p)) (H4,124.774,(p)) (150-quincunx,4')\n(Uranus,235.749,(r)) (Moon,296.029,(c)) (sextile,17')\n(H4,71.105,(r)) (Moon,296.029,(c)) (135-sesquisquare,5')", 39]
['1813-05-22 02:35:28', "(Sun,115.246,(p)) (H5,205.400,(p)) (square,9')\n(H10,289.009,(r)) (Venus,349.026,(c)) (sextile,1')\n(Mean_Node,137.377,(c)) (H5,77.558,(c)) (sextile,11')", "(Moon,129.750,(c)) (H12,264.638,(c)) (135-sesquisquare,7')\n(Saturn,287.635,(c)) (H10,227.711,(c)) (sextile,5')", "(Moon,315.775,(r)) (Moon,75.652,(p)) (trine,7')\n(Pluto,350.588,(p)) (H8,260.708,(p)) (square,7')\n(Sun,60.555,(r)) (H12,330.708,(c)) (square,9')", "(H5,130.528,(r)) (Moon,265.070,(p)) (135-sesquisquare,27')\n(Venus,59.658,(r)) (Moon,14.141,(c)) (45-semisquare,31')\n(Mean_Node,134.345,(r)) (Moon,14.141,(c)) (trine,12')\n(H7,224.225,(r)) (Moon,14.141,(c)) (150-quincunx,5')", "(Venus,59.658,(r)) (Moon,269.703,(p)) (150-quincunx,3')\n(Mean_Node,134.345,(r)) (Moon,269.703,(p)) (135-sesquisquare,21')\n(H7,224.225,(r)) (Moon,269.703,(p)) (45-semisquare,29')\n(H7,224.225,(r)) (Mercury,74.107,(p)) (150-quincunx,7')", "(Moon,315.775,(r)) (Moon,226.197,(c)) (square,25')\n(H8,252.017,(r)) (Sun,27.036,(c)) (135-sesquisquare,1')", "(Mean_Node,134.345,(r)) (H1,104.253,(p)) (30-semisextile,5')\n(Jupiter,123.683,(r)) (H4,63.508,(c)) (sextile,10')\n(H5,130.528,(r)) (Venus,355.678,(c)) (135-sesquisquare,9')", '7', "(Moon,315.775,(r)) (H1,105.739,(p)) (150-quincunx,2')\n(Sun,60.555,(r)) (H1,300.404,(c)) (trine,9')\n(Mercury,35.539,(r)) (H5,80.401,(c)) (45-semisquare,8')\n(Pluto,350.507,(r)) (H5,80.401,(c)) (square,6')", "(H1,44.225,(r)) (Jupiter,134.139,(p)) (square,5')\n(Mercury,137.457,(p)) (H1,107.549,(p)) (30-semisextile,5')\n(Uranus,234.005,(p)) (H5,203.839,(p)) (30-semisextile,10')\n(Jupiter,123.683,(r)) (H5,78.541,(c)) (45-semisquare,9')\n(Moon,297.492,(c)) (H1,297.478,(c)) (conjunction,1')", 30]
['1813-05-22 12:56:23', "(Venus,130.521,(p)) (H5,355.435,(p)) (135-sesquisquare,5')\n(Venus,349.562,(c)) (H7,319.389,(c)) (30-semisextile,10')\n(Venus,349.562,(c)) (H10,34.490,(c)) (45-semisquare,4')", "(Uranus,235.726,(r)) (H12,100.674,(c)) (135-sesquisquare,3')", "(Moon,321.316,(r)) (H1,171.483,(c)) (150-quincunx,10')\n(Mars,304.031,(r)) (H10,78.916,(c)) (135-sesquisquare,7')\n(Saturn,288.908,(r)) (H10,78.916,(c)) (150-quincunx,0')\n(Mean_Node,134.322,(r)) (H8,14.349,(c)) (trine,2')", "(Venus,60.188,(r)) (Moon,270.268,(p)) (150-quincunx,5')\n(Mercury,74.205,(p)) (H7,14.056,(p)) (sextile,9')\n(Moon,20.644,(c)) (H10,65.598,(c)) (45-semisquare,3')", "(Mean_Node,134.322,(r)) (H7,14.336,(p)) (trine,1')\n(Venus,60.188,(r)) (Moon,14.876,(c)) (45-semisquare,19')\n(Mercury,26.192,(c)) (H7,341.178,(c)) (45-semisquare,1')", "(Saturn,288.908,(r)) (H8,49.085,(p)) (trine,11')\n(Neptune,254.562,(r)) (H4,299.692,(p)) (45-semisquare,8')\n(H1,177.344,(r)) (Mars,312.426,(p)) (135-sesquisquare,5')\n(Sun,94.082,(p)) (H8,49.085,(p)) (45-semisquare,0')\n(Moon,321.316,(r)) (Moon,231.332,(c)) (square,1')\n(Mars,304.031,(r)) (H1,153.864,(c)) (150-quincunx,10')\n(Saturn,288.908,(r)) (H1,153.864,(c)) (135-sesquisquare,3')\n(H1,177.344,(r)) (Sun,27.458,(c)) (150-quincunx,7')\n(H8,20.957,(r)) (Moon,231.332,(c)) (150-quincunx,23')", "(Pluto,350.511,(r)) (H5,350.429,(p)) (conjunction,5')\n(H4,266.552,(r)) (Mercury,131.686,(p)) (135-sesquisquare,8')\n(H4,266.552,(r)) (Mars,311.629,(p)) (45-semisquare,5')\n(H4,266.552,(r)) (Mean_Node,131.574,(p)) (135-sesquisquare,1')\n(Sun,110.530,(p)) (H5,350.429,(p)) (trine,6')\n(Pluto,350.583,(p)) (H5,350.429,(p)) (conjunction,9')\n(Sun,60.969,(r)) (Moon,1.079,(c)) (sextile,7')", "(Moon,321.316,(r)) (H5,351.172,(p)) (30-semisextile,9')\n(Saturn,288.908,(r)) (H8,63.846,(p)) (135-sesquisquare,4')\n(Pluto,350.511,(r)) (H7,35.469,(p)) (45-semisquare,3')\n(H4,266.552,(r)) (Mars,311.507,(p)) (45-semisquare,3')\n(H4,266.552,(r)) (Mean_Node,131.532,(p)) (135-sesquisquare,1')\n(Pluto,350.577,(p)) (H7,35.469,(p)) (45-semisquare,6')\n(Mars,304.031,(r)) (Moon,349.425,(c)) (45-semisquare,24')\n(Saturn,288.908,(r)) (Moon,349.425,(c)) (sextile,31')", "(H1,177.344,(r)) (Moon,311.890,(p)) (135-sesquisquare,27')\n(H4,266.552,(r)) (Moon,311.890,(p)) (45-semisquare,20')\n(Sun,112.300,(p)) (H5,352.163,(p)) (trine,8')\n(Venus,126.204,(p)) (H1,216.222,(p)) (square,1')\n(Mars,304.031,(r)) (Moon,334.227,(c)) (30-semisextile,12')\n(Jupiter,123.747,(r)) (Moon,334.227,(c)) (150-quincunx,29')\n(H1,177.344,(r)) (Mercury,27.176,(c)) (150-quincunx,10')", "(Moon,321.316,(r)) (H4,321.445,(p)) (conjunction,8')\n(Pluto,350.511,(r)) (H4,215.634,(c)) (135-sesquisquare,7')", 47]
['1813-05-22 16:42:56', "(Venus,60.381,(r)) (Moon,0.448,(p)) (sextile,4')\n(Mean_Node,134.313,(r)) (H7,359.289,(c)) (135-sesquisquare,1')\n(Venus,349.757,(c)) (H5,304.914,(c)) (45-semisquare,9')\n(Jupiter,119.023,(c)) (H10,89.077,(c)) (30-semisextile,3')", "(Sun,61.120,(r)) (H1,271.241,(p)) (150-quincunx,7')\n(Uranus,235.720,(r)) (Moon,175.318,(p)) (sextile,24')", "(H10,140.629,(r)) (Pluto,350.593,(p)) (150-quincunx,2')\n(Moon,221.604,(c)) (H12,191.784,(c)) (30-semisextile,11')", "(Venus,60.381,(r)) (H5,15.384,(p)) (45-semisquare,0')\n(Moon,323.354,(r)) (Moon,23.030,(c)) (sextile,19')", "(H5,353.568,(r)) (Sun,83.621,(p)) (square,3')\n(H7,37.288,(r)) (Moon,276.828,(p)) (trine,28')\n(H5,353.568,(r)) (Sun,38.435,(c)) (45-semisquare,8')\n(H5,353.568,(r)) (Mars,293.628,(c)) (sextile,4')\n(Moon,17.244,(c)) (H5,332.587,(c)) (45-semisquare,21')", "(H1,217.288,(r)) (Moon,67.150,(p)) (150-quincunx,8')\n(H4,320.629,(r)) (Pluto,350.672,(p)) (30-semisextile,3')\n(Moon,67.150,(p)) (H8,97.031,(p)) (30-semisextile,7')\n(Moon,323.354,(r)) (Moon,233.204,(c)) (square,9')", "(Pluto,350.513,(r)) (Moon,290.430,(p)) (sextile,5')\n(H4,320.629,(r)) (Sun,110.679,(p)) (150-quincunx,3')\n(H4,320.629,(r)) (Moon,290.430,(p)) (30-semisextile,12')\n(H4,320.629,(r)) (Pluto,350.582,(p)) (30-semisextile,3')\n(Sun,110.679,(p)) (Moon,290.430,(p)) (opposition,15')\n(Jupiter,123.771,(r)) (Moon,3.419,(c)) (trine,21')\n(Moon,3.419,(c)) (H4,273.558,(c)) (square,8')", "(Venus,60.381,(r)) (Moon,300.384,(p)) (trine,0')\n(Mean_Node,137.103,(c)) (H7,2.230,(c)) (135-sesquisquare,8')", "(Mean_Node,134.313,(r)) (Moon,313.901,(p)) (opposition,25')\n(Moon,313.901,(p)) (H5,43.889,(p)) (square,1')\n(Jupiter,133.776,(p)) (H5,43.889,(p)) (square,7')\n(Mercury,36.209,(r)) (Moon,336.453,(c)) (sextile,15')\n(H1,217.288,(r)) (Mars,277.425,(c)) (sextile,8')\n(Mean_Node,137.160,(c)) (H4,272.009,(c)) (135-sesquisquare,9')", "(Mean_Node,134.313,(r)) (Moon,344.005,(p)) (150-quincunx,19')\n(Pluto,350.513,(r)) (Moon,305.146,(c)) (45-semisquare,22')", 36]
['1813-05-22 17:53:36', "(Sun,61.167,(r)) (Moon,1.116,(p)) (sextile,3')\n(Mercury,36.265,(r)) (H7,96.410,(p)) (sextile,9')\n(Venus,60.442,(r)) (H10,105.392,(c)) (45-semisquare,3')\n(H7,49.720,(r)) (Moon,290.113,(c)) (trine,24')\n(H7,49.720,(r)) (Venus,349.818,(c)) (sextile,6')\n(Sun,5.438,(c)) (H5,320.555,(c)) (45-semisquare,7')\n(Moon,290.113,(c)) (H5,320.555,(c)) (30-semisextile,26')\n(Mars,275.444,(c)) (H5,320.555,(c)) (45-semisquare,7')", "(Uranus,235.718,(r)) (Moon,175.943,(p)) (sextile,14')\n(Mars,268.187,(c)) (H8,28.181,(c)) (trine,0')", "(Uranus,235.718,(r)) (Moon,85.235,(p)) (150-quincunx,29')\n(Uranus,235.718,(r)) (H1,235.726,(p)) (conjunction,0')\n(H10,159.154,(r)) (Sun,69.184,(p)) (square,2')\n(Sun,69.184,(p)) (H12,219.113,(p)) (150-quincunx,4')\n(Moon,85.235,(p)) (H1,235.726,(p)) (150-quincunx,29')\n(Uranus,235.718,(r)) (H12,205.880,(c)) (30-semisextile,10')", "(Moon,323.991,(r)) (Moon,23.776,(c)) (sextile,13')\n(Mars,304.110,(r)) (H5,349.099,(c)) (45-semisquare,1')\n(Jupiter,123.778,(r)) (H7,33.894,(c)) (square,7')\n(H10,159.154,(r)) (Moon,23.776,(c)) (135-sesquisquare,23')\n(Mean_Node,135.535,(c)) (H10,135.712,(c)) (conjunction,11')", "(Moon,277.424,(p)) (H7,67.117,(p)) (150-quincunx,18')\n(Jupiter,123.778,(r)) (H5,348.764,(c)) (135-sesquisquare,1')\n(Jupiter,123.778,(r)) (H7,33.640,(c)) (square,8')", "(Venus,60.442,(r)) (H12,240.592,(p)) (opposition,9')\n(Uranus,235.718,(r)) (H8,115.718,(p)) (trine,0')\n(H8,80.712,(r)) (Pluto,350.672,(p)) (square,2')\n(Moon,323.991,(r)) (Moon,233.788,(c)) (square,12')\n(Moon,233.788,(c)) (H8,53.449,(c)) (opposition,20')\n(Pluto,349.938,(c)) (H4,305.035,(c)) (45-semisquare,6')", "(Sun,61.167,(r)) (H1,271.183,(p)) (150-quincunx,1')\n(Pluto,350.514,(r)) (Moon,291.040,(p)) (sextile,32')\n(Sun,110.726,(p)) (Moon,291.040,(p)) (opposition,19')\n(Mars,304.110,(r)) (Moon,4.151,(c)) (sextile,2')\n(Jupiter,123.778,(r)) (Moon,4.151,(c)) (trine,22')", "(Moon,301.002,(p)) (H12,255.762,(p)) (45-semisquare,14')\n(Saturn,285.616,(p)) (H12,255.762,(p)) (30-semisextile,9')\n(Neptune,254.556,(r)) (H7,14.731,(c)) (trine,10')\n(Moon,352.441,(c)) (H12,172.690,(c)) (opposition,15')\n(Venus,355.486,(c)) (H8,40.423,(c)) (45-semisquare,4')", "(Mean_Node,134.311,(r)) (Moon,314.529,(p)) (opposition,13')", "(Mean_Node,134.311,(r)) (Moon,344.659,(p)) (150-quincunx,21')\n(H4,339.154,(r)) (Venus,129.279,(p)) (150-quincunx,7')\n(Mars,310.874,(p)) (H4,40.760,(p)) (square,7')\n(Mercury,36.265,(r)) (Moon,305.791,(c)) (square,28')\n(Pluto,350.514,(r)) (Moon,305.791,(c)) (45-semisquare,17')\n(H4,339.154,(r)) (Mercury,24.261,(c)) (45-semisquare,6')\n(Sun,6.642,(c)) (H5,321.541,(c)) (45-semisquare,6')\n(Uranus,237.690,(c)) (H1,192.578,(c)) (45-semisquare,7')", 49]
