['Time', '0: 1949-08-15', '1: 1952-01-21', '2: 1953-04-18', '3: 1953-06-25', '4: 1953-09-12', '5: 1956-08-23', '6: 1957-08-03', '7: 1957-11-27', '8: 1958-11-04', '9: 1960-11-25', '10: 1963-08-07', '11: 1963-08-09', '12: 1963-11-22', '13: 1964-06-15', '14: 1957-11-15', '15: 1968-03-15', '16: 1968-06-05', '17: 1968-10-20', '18: 1975-03-15', '19: 1994-05-20', 'Count']
['1929-07-28 05:59:52', "(Uranus,11.334,(r)) (H10,341.303,(d)) (30-semisextile,2')\n(Jupiter,69.478,(r)) (H9,279.466,(c)) (150-quincunx,1')", "(Moon,18.729,(r)) (H5,198.733,(d)) (opposition,0')", '2', "(Mean_Node,47.238,(r)) (H7,227.218,(c)) (opposition,1')", '4', "(Moon,18.729,(r)) (H10,348.767,(d)) (30-semisextile,2')\n(Saturn,264.678,(r)) (H12,354.631,(c)) (square,3')", '6', '7', "(Venus,81.202,(r)) (H10,351.117,(d)) (square,5')\n(H3,117.201,(r)) (Moon,57.125,(d)) (sextile,5')\n(Mercury,121.303,(r)) (H3,91.217,(c)) (30-semisextile,5')", "(H4,140.589,(r)) (Uranus,50.540,(d)) (square,3')\n(H5,171.279,(r)) (Mean_Node,81.285,(d)) (square,0')", '10', "(H8,276.764,(r)) (Sun,156.761,(d)) (trine,0')", "(Mars,164.503,(r)) (H12,344.353,(c)) (opposition,9')", "(Mercury,121.303,(r)) (H1,31.289,(c)) (square,1')", "(Uranus,11.334,(r)) (H1,101.405,(d)) (square,4')\n(H9,297.201,(r)) (Mercury,147.278,(d)) (150-quincunx,5')", '15', '16', "(Jupiter,69.478,(r)) (H7,204.433,(c)) (135-sesquisquare,3')\n(H5,171.279,(r)) (Mean_Node,351.178,(c)) (opposition,6')", '18', "(H1,75.419,(r)) (Pluto,165.463,(d)) (square,3')", 277]
['1929-07-28 09:48:15', "(Mercury,121.637,(r)) (H9,331.652,(c)) (150-quincunx,1')", '1', "(Venus,81.375,(r)) (H5,261.479,(d)) (opposition,6')", '3', '4', "(H8,325.629,(r)) (Sun,145.691,(d)) (opposition,4')", "(H8,325.629,(r)) (Mars,190.721,(d)) (135-sesquisquare,6')\n(H10,21.902,(r)) (Moon,351.822,(c)) (30-semisextile,5')", '7', "(H3,170.560,(r)) (Moon,350.481,(c)) (opposition,5')\n(H3,170.560,(r)) (H10,350.633,(c)) (opposition,4')", "(Pluto,108.369,(r)) (H4,168.432,(c)) (sextile,4')", '10', "(Saturn,264.670,(r)) (H8,354.587,(d)) (square,5')", "(Uranus,11.332,(r)) (H4,236.385,(d)) (135-sesquisquare,3')", "(Mars,164.601,(r)) (H10,344.647,(c)) (opposition,3')", '14', '15', '16', '17', "(Uranus,11.332,(r)) (H5,281.262,(d)) (square,4')\n(H8,325.629,(r)) (Pluto,145.569,(d)) (opposition,4')\n(Pluto,108.369,(r)) (H4,153.341,(c)) (45-semisquare,2')", "(Moon,20.814,(r)) (H8,20.962,(d)) (conjunction,9')\n(Saturn,264.670,(r)) (H10,84.609,(d)) (opposition,4')", 240]
['1929-07-27 21:23:51', "(Sun,124.319,(r)) (H9,184.234,(d)) (sextile,5')", '1', "(Jupiter,69.414,(r)) (H10,219.420,(d)) (150-quincunx,0')\n(H10,194.811,(r)) (Pluto,134.825,(d)) (sextile,1')\n(Sun,124.319,(r)) (H10,169.392,(c)) (45-semisquare,4')", '3', '4', "(Mean_Node,47.257,(r)) (H8,92.262,(c)) (45-semisquare,0')\n(H1,262.481,(r)) (Pluto,82.621,(c)) (opposition,8')", "(Pluto,108.356,(r)) (H8,153.301,(d)) (45-semisquare,3')\n(Saturn,264.695,(r)) (H12,219.699,(c)) (45-semisquare,0')", "(Moon,14.047,(r)) (H4,44.026,(d)) (30-semisextile,1')\n(H4,14.811,(r)) (Venus,104.887,(d)) (square,5')\n(H5,41.543,(r)) (Uranus,41.411,(d)) (conjunction,8')\n(H4,14.811,(r)) (Moon,344.854,(c)) (30-semisextile,3')", "(H3,339.791,(r)) (Uranus,339.969,(c)) (conjunction,11')", "(Jupiter,69.414,(r)) (H5,69.530,(d)) (conjunction,7')\n(H1,262.481,(r)) (Mars,202.390,(d)) (sextile,5')\n(Uranus,11.337,(r)) (H4,341.305,(c)) (30-semisextile,2')", '10', '11', '12', "(H1,262.481,(r)) (Neptune,112.482,(c)) (150-quincunx,0')", "(Moon,14.047,(r)) (H10,223.994,(d)) (150-quincunx,3')\n(H10,194.811,(r)) (Venus,104.853,(d)) (square,3')\n(H10,194.811,(r)) (Moon,344.889,(c)) (150-quincunx,5')", "(H1,262.481,(r)) (Jupiter,37.477,(c)) (135-sesquisquare,0')", "(Pluto,108.356,(r)) (H8,168.322,(d)) (sextile,2')\n(Pluto,108.356,(r)) (H10,153.410,(c)) (45-semisquare,3')\n(H10,194.811,(r)) (Uranus,329.849,(c)) (135-sesquisquare,2')", '17', "(Uranus,11.337,(r)) (H4,326.423,(c)) (45-semisquare,5')", '19', 291]
['1929-07-28 06:18:16', "(Mercury,121.330,(r)) (H10,346.268,(d)) (135-sesquisquare,4')", "(Moon,18.897,(r)) (H10,348.864,(d)) (30-semisextile,2')\n(H10,325.328,(r)) (Sun,145.299,(d)) (opposition,2')", '2', '3', '4', "(H10,325.328,(r)) (Mean_Node,10.361,(c)) (45-semisquare,2')", "(Neptune,150.122,(r)) (H1,105.054,(d)) (45-semisquare,4')", '7', '8', "(Sun,124.673,(r)) (H5,214.590,(d)) (square,5')", "(Mercury,121.330,(r)) (H4,181.243,(d)) (sextile,5')", "(Mercury,121.330,(r)) (H4,181.249,(d)) (sextile,5')\n(Mercury,121.330,(r)) (H12,76.328,(d)) (45-semisquare,0')", "(Saturn,264.677,(r)) (H8,309.686,(d)) (45-semisquare,1')", '13', '14', '15', "(H8,280.839,(r)) (Sun,160.811,(d)) (trine,2')\n(Mars,164.511,(r)) (H12,344.554,(c)) (opposition,3')", "(Uranus,11.333,(r)) (H5,131.285,(c)) (trine,3')", "(Sun,124.673,(r)) (H5,124.540,(c)) (conjunction,8')", '19', 174]
['1929-07-28 17:55:04', '0', "(H7,41.128,(r)) (Venus,101.082,(d)) (sextile,3')", '2', "(H7,41.128,(r)) (Pluto,86.141,(c)) (45-semisquare,1')\n(H10,139.865,(r)) (Moon,4.909,(c)) (135-sesquisquare,3')", "(Mars,164.811,(r)) (H10,164.858,(d)) (conjunction,3')\n(H10,139.865,(r)) (Uranus,349.890,(c)) (150-quincunx,1')", '5', "(Moon,25.282,(r)) (H12,175.349,(c)) (150-quincunx,4')", '7', "(H10,139.865,(r)) (Jupiter,94.870,(d)) (45-semisquare,0')\n(Venus,81.744,(r)) (H10,111.680,(c)) (30-semisextile,4')", "(H5,352.524,(r)) (H4,352.549,(d)) (conjunction,1')\n(H5,352.524,(r)) (Mean_Node,22.607,(c)) (30-semisextile,5')", "(H1,221.128,(r)) (Uranus,40.999,(d)) (opposition,8')\n(H5,352.524,(r)) (Venus,112.445,(d)) (trine,5')\n(Mars,164.811,(r)) (H1,194.832,(c)) (30-semisextile,1')\n(Mean_Node,47.212,(r)) (H4,287.289,(c)) (trine,5')\n(H1,221.128,(r)) (Uranus,341.147,(c)) (trine,1')", "(H7,41.128,(r)) (Uranus,41.004,(d)) (conjunction,7')\n(Sun,125.136,(r)) (H12,170.187,(c)) (45-semisquare,3')\n(Mars,164.811,(r)) (H7,14.828,(c)) (150-quincunx,1')\n(Mean_Node,47.212,(r)) (H4,287.284,(c)) (trine,4')\n(H7,41.128,(r)) (Uranus,341.142,(c)) (sextile,1')", "(H7,41.128,(r)) (Uranus,41.251,(d)) (conjunction,7')", "(H10,139.865,(r)) (H9,139.854,(d)) (conjunction,1')", '14', "(Uranus,11.329,(r)) (H1,251.282,(d)) (trine,3')\n(Uranus,11.329,(r)) (H1,191.245,(c)) (opposition,5')", '16', '17', "(H5,352.524,(r)) (Sun,82.592,(c)) (square,4')", '19', 344]
['1929-07-28 02:53:04', "(H9,254.368,(r)) (Sun,104.379,(c)) (150-quincunx,1')", '1', "(Mean_Node,47.245,(r)) (H7,227.390,(d)) (opposition,9')", "(H7,190.708,(r)) (Sun,100.718,(c)) (square,1')", "(H5,117.844,(r)) (H10,297.854,(d)) (opposition,1')", "(Saturn,264.684,(r)) (H12,294.611,(c)) (30-semisextile,4')", '6', "(Mercury,121.029,(r)) (H5,90.956,(c)) (30-semisextile,4')", "(H10,275.656,(r)) (Sun,95.726,(c)) (opposition,4')", "(Sun,124.537,(r)) (H4,124.698,(d)) (conjunction,10')", "(H1,10.708,(r)) (Mercury,160.690,(d)) (150-quincunx,1')\n(Sun,124.537,(r)) (H4,64.587,(c)) (sextile,3')", "(Saturn,264.684,(r)) (H8,264.608,(d)) (conjunction,5')\n(H7,190.708,(r)) (Mercury,160.697,(d)) (30-semisextile,1')\n(Sun,124.537,(r)) (H4,64.582,(c)) (sextile,3')", "(Mars,164.423,(r)) (H12,14.436,(d)) (150-quincunx,1')\n(Mean_Node,47.245,(r)) (H12,287.165,(c)) (trine,5')", "(Mars,164.423,(r)) (H1,314.445,(c)) (150-quincunx,1')", '14', "(Jupiter,69.455,(r)) (H1,309.395,(c)) (trine,4')", "(Neptune,150.118,(r)) (H10,240.043,(c)) (square,4')", "(Uranus,11.335,(r)) (H5,161.244,(d)) (150-quincunx,5')\n(Venus,81.061,(r)) (H5,81.182,(c)) (conjunction,7')", "(H4,95.656,(r)) (Neptune,215.566,(d)) (trine,5')\n(Mean_Node,47.245,(r)) (H8,167.244,(c)) (trine,0')", "(Sun,124.537,(r)) (H10,214.548,(c)) (square,1')\n(H8,229.108,(r)) (Pluto,49.216,(c)) (opposition,6')", 365]
['1929-07-28 06:28:55', '0', '1', "(Sun,124.680,(r)) (H10,304.551,(c)) (opposition,8')", '3', "(H7,262.759,(r)) (Mercury,142.709,(d)) (trine,3')\n(H10,328.103,(r)) (Venus,58.140,(c)) (square,2')", '5', "(Mean_Node,47.237,(r)) (H1,107.274,(d)) (sextile,2')", "(Venus,81.224,(r)) (H1,51.177,(c)) (30-semisextile,3')\n(Uranus,11.333,(r)) (H5,146.371,(c)) (135-sesquisquare,2')", '8', "(Mercury,121.345,(r)) (H4,181.260,(d)) (sextile,5')\n(Mean_Node,47.237,(r)) (H1,47.182,(c)) (conjunction,3')", "(H5,180.343,(r)) (Venus,45.351,(c)) (135-sesquisquare,0')", '11', "(H7,262.759,(r)) (Uranus,52.682,(d)) (150-quincunx,5')\n(H5,180.343,(r)) (Mean_Node,0.240,(c)) (opposition,6')", "(H10,328.103,(r)) (Uranus,328.075,(c)) (conjunction,2')", "(Venus,81.224,(r)) (H1,51.220,(c)) (30-semisextile,0')", '15', "(Pluto,108.365,(r)) (H12,348.379,(c)) (trine,1')", "(H5,180.343,(r)) (Moon,330.322,(c)) (150-quincunx,1')", '18', '19', 213]
['1929-07-28 13:29:28', "(Sun,124.959,(r)) (H10,95.010,(d)) (30-semisextile,3')", '1', '2', '3', "(H5,290.662,(r)) (Uranus,350.699,(c)) (sextile,2')", "(Mars,164.696,(r)) (H12,164.668,(d)) (conjunction,2')\n(Uranus,11.331,(r)) (H10,101.386,(d)) (square,3')\n(H8,13.664,(r)) (Sun,148.643,(d)) (135-sesquisquare,1')", "(H10,76.835,(r)) (Moon,46.905,(d)) (30-semisextile,4')\n(H8,13.664,(r)) (Saturn,238.675,(c)) (135-sesquisquare,1')", '7', "(Jupiter,69.534,(r)) (H3,249.557,(d)) (opposition,1')\n(H3,223.444,(r)) (Mean_Node,73.435,(d)) (150-quincunx,1')", "(Mean_Node,47.222,(r)) (H4,227.283,(c)) (opposition,4')", "(Mars,164.696,(r)) (H4,224.623,(c)) (sextile,4')", "(Mars,164.696,(r)) (H4,224.618,(c)) (sextile,5')", '12', "(Pluto,108.372,(r)) (H10,108.539,(d)) (conjunction,10')\n(H10,76.835,(r)) (Pluto,76.913,(c)) (conjunction,5')", "(Mean_Node,47.222,(r)) (H9,17.188,(c)) (30-semisextile,2')", "(H1,168.674,(r)) (Moon,348.497,(c)) (opposition,11')", '16', "(Pluto,108.372,(r)) (H7,318.330,(c)) (150-quincunx,3')", '18', "(Pluto,108.372,(r)) (H8,318.464,(c)) (150-quincunx,6')", 254]
['1929-07-28 11:06:00', "(Sun,124.864,(r)) (H1,124.989,(c)) (conjunction,7')\n(Moon,21.525,(r)) (H10,21.608,(c)) (conjunction,5')", '1', "(H7,320.440,(r)) (Mercury,140.378,(d)) (opposition,4')", "(Jupiter,69.516,(r)) (H5,279.531,(d)) (150-quincunx,1')\n(H7,320.440,(r)) (Mercury,140.530,(d)) (opposition,5')", "(H7,320.440,(r)) (Mars,185.422,(d)) (135-sesquisquare,1')\n(Mercury,121.751,(r)) (H7,301.821,(c)) (opposition,4')\n(Mean_Node,47.227,(r)) (H10,17.305,(c)) (30-semisextile,5')", "(Uranus,11.332,(r)) (H1,161.348,(d)) (150-quincunx,1')", "(Mars,164.635,(r)) (H12,134.682,(d)) (30-semisextile,3')", "(Jupiter,69.516,(r)) (H4,249.343,(d)) (opposition,10')\n(H5,257.792,(r)) (Venus,107.865,(d)) (150-quincunx,4')\n(H1,140.440,(r)) (Mars,140.377,(c)) (conjunction,4')\n(H5,257.792,(r)) (Mean_Node,17.785,(c)) (trine,0')", '8', "(Mars,164.635,(r)) (H1,164.657,(d)) (conjunction,1')\n(H1,140.440,(r)) (Venus,110.496,(d)) (30-semisextile,3')\n(H5,257.792,(r)) (Mars,137.855,(c)) (trine,4')", "(Mercury,121.751,(r)) (H1,166.756,(d)) (45-semisquare,0')\n(Mars,164.635,(r)) (H4,254.583,(d)) (square,3')\n(Pluto,108.370,(r)) (H5,288.487,(d)) (opposition,7')", "(Mercury,121.751,(r)) (H7,346.761,(d)) (135-sesquisquare,1')\n(Mars,164.635,(r)) (H4,254.588,(d)) (square,3')\n(Pluto,108.370,(r)) (H5,288.492,(d)) (opposition,7')\n(H5,257.792,(r)) (Neptune,122.745,(c)) (135-sesquisquare,3')", "(H5,257.792,(r)) (Pluto,77.805,(c)) (opposition,1')", "(H1,140.440,(r)) (H12,140.414,(d)) (conjunction,2')", '14', "(Mercury,121.751,(r)) (H10,1.803,(c)) (trine,3')", "(Saturn,264.668,(r)) (H8,309.689,(c)) (45-semisquare,1')", '17', "(Mars,164.635,(r)) (H7,284.669,(c)) (trine,2')", '19', 435]
['1929-07-28 14:01:36', '0', "(Mars,164.710,(r)) (H10,104.658,(d)) (sextile,3')\n(H7,355.050,(r)) (Sun,144.976,(d)) (150-quincunx,4')", '2', "(H7,355.050,(r)) (Pluto,130.024,(d)) (135-sesquisquare,2')", "(Mercury,122.008,(r)) (H10,62.064,(c)) (sextile,3')\n(H7,355.050,(r)) (Mars,145.108,(c)) (150-quincunx,4')", '5', '6', "(Mean_Node,47.221,(r)) (H1,197.151,(d)) (150-quincunx,4')", '8', '9', "(Venus,81.567,(r)) (H1,201.570,(d)) (trine,0')", "(Neptune,150.133,(r)) (H12,120.218,(c)) (30-semisextile,5')\n(H5,297.887,(r)) (Uranus,342.977,(c)) (45-semisquare,5')", "(H4,264.264,(r)) (Uranus,39.342,(d)) (135-sesquisquare,5')", '13', '14', '15', '16', "(H10,84.264,(r)) (Pluto,144.311,(d)) (sextile,3')", '18', "(H1,175.050,(r)) (Neptune,205.134,(d)) (30-semisextile,5')\n(Sun,124.981,(r)) (H1,124.911,(c)) (conjunction,4')", 146]
['1929-07-28 05:43:36', "(Uranus,11.334,(r)) (H9,311.393,(d)) (sextile,4')\n(H9,293.543,(r)) (Sun,143.586,(d)) (150-quincunx,3')\n(H10,316.453,(r)) (Sun,106.388,(c)) (150-quincunx,4')", "(Jupiter,69.476,(r)) (H10,339.506,(d)) (square,2')\n(H7,251.075,(r)) (Mercury,101.089,(c)) (150-quincunx,1')", "(Moon,18.581,(r)) (H5,138.576,(c)) (trine,0')\n(H7,251.075,(r)) (Jupiter,40.989,(c)) (150-quincunx,5')", "(Pluto,108.364,(r)) (H5,138.369,(c)) (30-semisextile,0')", '4', "(Mars,164.496,(r)) (H10,344.360,(d)) (opposition,8')", '6', '7', "(Moon,18.581,(r)) (H10,288.520,(c)) (square,4')", '9', "(H5,166.240,(r)) (Venus,46.256,(c)) (trine,1')", '11', '12', '13', '14', "(Moon,18.581,(r)) (H1,18.660,(c)) (conjunction,5')", "(Pluto,108.364,(r)) (H1,18.288,(c)) (square,5')", "(Jupiter,69.476,(r)) (H10,279.412,(c)) (150-quincunx,4')\n(H5,166.240,(r)) (Mars,121.294,(c)) (45-semisquare,3')", '18', "(Saturn,264.678,(r)) (H10,24.610,(d)) (trine,4')", 209]
['1929-07-28 01:14:23', "(Jupiter,69.443,(r)) (H9,249.519,(d)) (opposition,5')", "(H10,252.867,(r)) (Uranus,42.794,(d)) (150-quincunx,4')", "(Sun,124.472,(r)) (H10,274.416,(d)) (150-quincunx,3')\n(H10,252.867,(r)) (H5,72.689,(c)) (opposition,11')", '3', '4', "(H1,328.759,(r)) (Mars,208.685,(d)) (trine,4')\n(Mean_Node,47.249,(r)) (H10,227.209,(c)) (opposition,2')", '6', "(Moon,16.135,(r)) (H1,16.169,(d)) (conjunction,2')\n(H5,93.905,(r)) (Pluto,138.880,(d)) (45-semisquare,1')", "(Jupiter,69.443,(r)) (H10,279.446,(d)) (150-quincunx,0')", "(Uranus,11.335,(r)) (H4,101.319,(d)) (square,1')\n(Pluto,108.360,(r)) (H1,288.337,(c)) (opposition,1')", '10', "(H7,148.759,(r)) (H8,148.740,(c)) (conjunction,1')", "(Neptune,150.115,(r)) (H7,105.197,(c)) (45-semisquare,5')\n(Pluto,108.360,(r)) (H5,63.326,(c)) (45-semisquare,2')\n(H7,148.759,(r)) (Mars,118.724,(c)) (30-semisextile,2')", '13', "(Moon,16.135,(r)) (H1,16.114,(d)) (conjunction,1')", '15', "(Sun,124.472,(r)) (H8,244.533,(d)) (trine,4')\n(Pluto,108.360,(r)) (H10,288.209,(d)) (opposition,9')", '17', "(Saturn,264.687,(r)) (H12,354.774,(d)) (square,5')\n(H4,72.867,(r)) (Saturn,222.905,(c)) (150-quincunx,2')\n(H8,196.484,(r)) (Mars,106.437,(c)) (square,3')", "(Mean_Node,47.249,(r)) (H1,257.264,(c)) (150-quincunx,1')", 322]
['1929-07-28 03:30:08', "(Uranus,11.334,(r)) (H9,281.258,(d)) (square,5')\n(H1,26.275,(r)) (Sun,146.183,(d)) (trine,6')", "(Pluto,108.362,(r)) (H7,168.350,(c)) (sextile,1')", '2', "(H7,206.275,(r)) (Moon,56.338,(d)) (150-quincunx,4')\n(H10,284.231,(r)) (Mean_Node,74.229,(d)) (150-quincunx,0')\n(H10,284.231,(r)) (Jupiter,44.184,(c)) (trine,3')", "(Sun,124.562,(r)) (H5,154.490,(d)) (30-semisextile,4')\n(H7,206.275,(r)) (Pluto,86.280,(c)) (trine,0')", "(Moon,17.367,(r)) (H12,17.491,(d)) (conjunction,7')\n(Saturn,264.683,(r)) (H10,309.694,(d)) (45-semisquare,1')\n(Pluto,108.362,(r)) (H1,63.413,(d)) (45-semisquare,3')", "(Sun,124.562,(r)) (H1,64.502,(d)) (sextile,4')\n(H1,26.275,(r)) (Mars,206.317,(d)) (opposition,3')", "(Jupiter,69.459,(r)) (H5,159.484,(d)) (square,1')\n(H5,127.536,(r)) (Pluto,82.477,(c)) (45-semisquare,4')", "(H1,26.275,(r)) (Uranus,326.244,(c)) (sextile,2')", '9', '10', "(Mean_Node,47.244,(r)) (H8,197.166,(c)) (150-quincunx,5')", '12', "(H1,26.275,(r)) (Saturn,296.230,(d)) (square,3')", '14', "(Venus,81.089,(r)) (H10,321.144,(d)) (trine,3')\n(H1,26.275,(r)) (Jupiter,26.181,(c)) (conjunction,6')", "(H8,239.856,(r)) (Saturn,299.767,(d)) (sextile,5')\n(H1,26.275,(r)) (Mars,116.253,(c)) (square,1')", '17', "(H7,206.275,(r)) (Sun,176.291,(d)) (30-semisextile,1')", "(Mars,164.439,(r)) (H8,299.480,(d)) (135-sesquisquare,2')\n(Pluto,108.362,(r)) (H10,348.401,(d)) (trine,2')", 358]
['1929-07-28 06:01:20', "(Sun,124.662,(r)) (H1,94.667,(d)) (30-semisextile,0')\n(Mercury,121.305,(r)) (H10,301.358,(c)) (opposition,3')", "(H5,171.735,(r)) (Mercury,141.796,(d)) (30-semisextile,4')\n(H10,320.964,(r)) (Moon,350.961,(c)) (30-semisextile,0')", "(H10,320.964,(r)) (Moon,50.885,(d)) (square,5')", '3', "(Venus,81.203,(r)) (H5,201.145,(d)) (trine,3')", "(Neptune,150.122,(r)) (H8,300.077,(d)) (150-quincunx,3')\n(Saturn,264.678,(r)) (H10,294.743,(c)) (30-semisextile,4')", '6', "(H4,140.964,(r)) (Mercury,95.986,(c)) (45-semisquare,1')", '8', '9', "(Pluto,108.365,(r)) (H4,108.294,(c)) (conjunction,4')", "(Sun,124.662,(r)) (H8,244.625,(c)) (trine,2')\n(Pluto,108.365,(r)) (H4,108.289,(c)) (conjunction,5')", '12', '13', "(H10,320.964,(r)) (Mercury,96.016,(c)) (135-sesquisquare,3')", '15', '16', "(Mean_Node,47.238,(r)) (H10,2.208,(d)) (45-semisquare,2')", "(H4,140.964,(r)) (Neptune,201.014,(d)) (sextile,3')\n(Mars,164.504,(r)) (H7,194.512,(c)) (30-semisextile,0')\n(Neptune,150.122,(r)) (H5,120.120,(c)) (30-semisextile,0')", "(H8,277.091,(r)) (Sun,187.042,(d)) (square,3')", 212]
['1929-07-28 12:50:39', '0', "(Mercury,121.905,(r)) (H5,301.828,(d)) (opposition,5')\n(H10,67.754,(r)) (Mean_Node,67.789,(d)) (conjunction,2')\n(Venus,81.513,(r)) (H5,261.649,(c)) (opposition,8')", '2', "(Moon,22.484,(r)) (H7,322.524,(c)) (sextile,2')\n(H7,340.997,(r)) (Mercury,100.970,(c)) (trine,2')", "(Mars,164.680,(r)) (H10,44.655,(c)) (trine,2')", '5', "(H1,160.997,(r)) (Sun,100.993,(c)) (sextile,0')", '7', "(Jupiter,69.529,(r)) (H10,39.521,(c)) (30-semisextile,0')", '9', "(H4,247.754,(r)) (Venus,112.762,(d)) (135-sesquisquare,1')\n(Mars,164.680,(r)) (H1,134.744,(c)) (30-semisextile,4')", "(Mars,164.680,(r)) (H7,314.740,(c)) (150-quincunx,4')\n(Neptune,150.132,(r)) (H12,105.043,(c)) (45-semisquare,5')", "(H7,340.997,(r)) (Uranus,40.953,(d)) (sextile,3')", '13', '14', '15', "(Uranus,11.331,(r)) (H1,191.298,(d)) (opposition,2')\n(Mars,164.680,(r)) (H10,29.751,(c)) (135-sesquisquare,4')", '17', "(Sun,124.934,(r)) (H12,94.981,(c)) (30-semisextile,3')\n(Uranus,11.331,(r)) (H8,326.268,(c)) (45-semisquare,4')", "(Mean_Node,47.223,(r)) (H10,2.276,(c)) (45-semisquare,3')\n(Mean_Node,47.223,(r)) (H12,77.261,(c)) (30-semisextile,2')", 233]
['1929-07-28 09:35:12', '0', "(Mean_Node,47.230,(r)) (H5,257.218,(d)) (150-quincunx,1')", "(Pluto,108.368,(r)) (H5,258.383,(d)) (150-quincunx,1')", '3', "(H7,302.626,(r)) (Jupiter,92.594,(d)) (150-quincunx,2')", "(Saturn,264.671,(r)) (H12,114.665,(d)) (150-quincunx,0')", "(Mean_Node,47.230,(r)) (H10,47.052,(d)) (conjunction,11')\n(Pluto,108.368,(r)) (H10,348.421,(c)) (trine,3')", "(Mean_Node,47.230,(r)) (H4,227.364,(d)) (opposition,8')", '8', "(H5,235.035,(r)) (Mercury,145.015,(d)) (square,1')", "(H1,122.626,(r)) (Mercury,92.706,(c)) (30-semisextile,5')\n(H4,198.398,(r)) (Pluto,78.349,(c)) (trine,3')", "(H4,198.398,(r)) (Pluto,78.344,(c)) (trine,3')\n(H7,302.626,(r)) (Mercury,92.701,(c)) (150-quincunx,4')", '12', '13', "(Mean_Node,47.230,(r)) (H10,47.332,(d)) (conjunction,6')", '15', '16', "(H7,302.626,(r)) (Sun,92.657,(c)) (150-quincunx,2')", "(Mars,164.596,(r)) (H8,284.669,(c)) (trine,4')", "(H10,18.398,(r)) (Mean_Node,108.452,(d)) (square,3')", 220]
['1929-07-27 20:52:48', '0', '1', '2', '3', "(H10,186.370,(r)) (Uranus,36.321,(d)) (150-quincunx,3')", "(Sun,124.298,(r)) (H12,259.280,(d)) (135-sesquisquare,1')", '6', "(Uranus,11.337,(r)) (H1,281.263,(d)) (square,4')", "(H1,255.835,(r)) (Venus,105.746,(d)) (150-quincunx,5')", "(Mars,164.269,(r)) (H1,284.290,(d)) (trine,1')", "(Mean_Node,47.258,(r)) (H5,2.235,(c)) (45-semisquare,1')", "(Neptune,150.109,(r)) (H4,330.221,(c)) (opposition,7')\n(Mean_Node,47.258,(r)) (H5,2.230,(c)) (45-semisquare,2')", "(H8,110.779,(r)) (Uranus,335.722,(c)) (135-sesquisquare,3')", "(Pluto,108.355,(r)) (H1,228.298,(c)) (trine,3')\n(H1,255.835,(r)) (Pluto,75.976,(c)) (opposition,8')", '14', "(Mean_Node,47.258,(r)) (H9,197.240,(d)) (150-quincunx,1')", "(H8,110.779,(r)) (Uranus,50.727,(d)) (sextile,3')\n(H8,110.779,(r)) (Mean_Node,80.724,(d)) (30-semisextile,3')", "(Jupiter,69.410,(r)) (H5,69.531,(d)) (conjunction,7')\n(H5,34.301,(r)) (Moon,334.224,(c)) (sextile,5')", "(Neptune,150.109,(r)) (H7,120.134,(d)) (30-semisextile,1')\n(Pluto,108.355,(r)) (H4,318.435,(c)) (150-quincunx,5')", "(Uranus,11.337,(r)) (H10,251.284,(d)) (trine,3')", 232]
