['Time', '0: 1917-11-30', '1: 1927-06-30', '2: 1927-06-30', '3: 1930-07-20', '4: 1940-01-01', '5: 1941-12-07', '6: 1942-03-20', '7: 1943-06-25', '8: 1944-04-20', '9: 1948-02-07', '10: 1949-01-15', '11: 1949-12-04', '12: 1952-04-22', '13: 1954-01-18', '14: 1963-04-29', '15: 1974-08-21', '16: 1978-09-21', 'Count']
['1916-09-06 09:23:12', '0', '1', '2', '3', '4', "(Venus,117.638,(r)) (H10,87.628,(p)) (30-semisextile,0.55')", '6', '7', "(Moon,269.208,(r)) (H5,299.077,(p)) (30-semisextile,7.82')", '9', '10', '11', "(Mercury,186.001,(p)) (H5,306.030,(p)) (trine,1.80')\n(Jupiter,35.168,(r)) (H5,245.192,(c)) (150-quincunx,1.43')", "(Pluto,93.660,(c)) (H5,243.557,(c)) (150-quincunx,6.15')", "(Venus,167.122,(p)) (H1,196.959,(p)) (30-semisextile,9.78')\n(Uranus,315.780,(p)) (H4,285.851,(p)) (30-semisextile,4.24')", "(Venus,117.638,(r)) (H7,27.604,(p)) (square,2.03')", "(Venus,99.941,(c)) (H1,99.920,(c)) (conjunction,1.30')", 9]
['1916-09-06 20:09:04', "(Moon,258.175,(c)) (H4,47.966,(c)) (150-quincunx,12.54')", '1', "(Sun,153.400,(c)) (H8,153.236,(c)) (conjunction,9.89')", '3', '4', "(Jupiter,35.150,(r)) (H1,335.232,(p)) (sextile,4.92')", '6', '7', '8', '9', "(Uranus,317.935,(c)) (H10,198.025,(c)) (trine,5.36')", "(Sun,163.870,(r)) (H1,343.848,(p)) (opposition,1.32')", "(Moon,164.122,(c)) (H4,14.631,(c)) (150-quincunx,30.52')\n(Moon,164.122,(c)) (H5,44.632,(c)) (trine,30.60')", '13', '14', "(Moon,324.756,(p)) (H4,99.269,(p)) (135-sesquisquare,29.20')\n(Neptune,121.844,(c)) (H7,76.728,(c)) (45-semisquare,6.94')", "(Pluto,94.270,(r)) (H8,229.435,(p)) (135-sesquisquare,9.90')\n(Venus,118.050,(r)) (H1,252.950,(c)) (135-sesquisquare,5.98')", 11]
['1916-09-07 02:37:36', '0', "(Mercury,190.809,(r)) (H1,70.753,(p)) (trine,3.37')\n(Jupiter,35.139,(r)) (POF,35.097,(c)) (conjunction,2.51')", "(Mean_Node,295.935,(p)) (H1,70.753,(p)) (135-sesquisquare,10.91')\n(Neptune,123.896,(r)) (H8,258.962,(c)) (135-sesquisquare,3.96')", '3', '4', "(Mercury,195.379,(p)) (H3,135.557,(p)) (sextile,10.70')", "(Moon,255.493,(p)) (H10,345.854,(p)) (square,21.66')\n(Moon,306.514,(c)) (H1,36.086,(c)) (square,25.70')", "(Mars,227.123,(p)) (H10,347.095,(p)) (trine,1.73')", "(Mean_Node,295.044,(p)) (H1,85.112,(p)) (150-quincunx,4.08')\n(Mean_Node,296.507,(r)) (H4,116.537,(c)) (opposition,1.77')", "(Venus,118.299,(r)) (H1,88.317,(p)) (30-semisextile,1.06')", "(Moon,352.078,(p)) (H9,321.965,(p)) (30-semisextile,6.73')\n(Moon,352.078,(p)) (H10,352.600,(p)) (conjunction,31.33')\n(Moon,208.963,(c)) (H1,28.676,(c)) (opposition,17.22')", '11', "(Jupiter,31.860,(p)) (H1,91.864,(p)) (sextile,0.27')\n(Moon,167.448,(c)) (H5,137.180,(c)) (30-semisextile,16.07')", '13', '14', '15', "(Pluto,94.273,(r)) (POF,274.105,(p)) (opposition,10.07')\n(Moon,24.682,(p)) (H1,114.836,(p)) (square,9.20')\n(Pluto,94.204,(p)) (POF,274.105,(p)) (opposition,5.92')\n(Mean_Node,293.221,(p)) (H4,203.314,(p)) (square,5.58')\n(Venus,118.299,(r)) (H8,208.190,(c)) (square,6.57')", 21]
['1916-09-07 01:08:56', "(Moon,278.577,(r)) (H7,218.726,(p)) (sextile,8.89')\n(Pluto,94.272,(r)) (H3,94.428,(p)) (conjunction,9.30')\n(Pluto,94.285,(p)) (H3,94.428,(p)) (conjunction,8.55')", "(Moon,69.291,(p)) (H10,309.059,(p)) (trine,13.92')", '2', "(Venus,131.806,(p)) (H10,311.773,(p)) (opposition,1.99')\n(Mercury,172.937,(c)) (H1,23.004,(c)) (150-quincunx,4.02')", '4', '5', "(Mean_Node,296.510,(r)) (H3,71.655,(c)) (135-sesquisquare,8.67')", "(Venus,145.517,(p)) (H5,175.378,(p)) (30-semisextile,8.38')\n(Jupiter,32.952,(p)) (H7,243.039,(p)) (150-quincunx,5.18')", '8', '9', "(Venus,95.457,(c)) (H9,245.460,(c)) (150-quincunx,0.20')", "(Jupiter,32.172,(p)) (H5,182.018,(p)) (150-quincunx,9.25')", "(Jupiter,31.868,(p)) (H4,151.985,(p)) (trine,7.04')\n(Venus,118.242,(r)) (H1,358.368,(c)) (trine,7.57')\n(Jupiter,35.141,(r)) (POF,35.301,(c)) (conjunction,9.60')\n(Mean_Node,298.397,(c)) (H1,358.368,(c)) (sextile,1.72')", '13', '14', "(Venus,118.242,(r)) (H5,208.134,(p)) (square,6.51')\n(Mean_Node,296.510,(r)) (H8,296.649,(p)) (conjunction,8.30')\n(Venus,181.137,(p)) (H7,271.009,(p)) (square,7.73')\n(Pluto,94.272,(r)) (H5,94.117,(c)) (conjunction,9.34')", "(Saturn,120.588,(p)) (H8,300.406,(p)) (opposition,10.89')\n(Saturn,109.352,(c)) (H4,64.223,(c)) (45-semisquare,7.78')", 21]
['1916-09-06 21:17:12', '0', '1', '2', '3', "(Mars,208.772,(r)) (POF,28.904,(p)) (opposition,7.89')", '5', "(Mercury,195.314,(p)) (H3,60.474,(p)) (135-sesquisquare,9.56')\n(Moon,303.158,(c)) (H1,303.166,(c)) (conjunction,0.49')\n(Neptune,123.038,(c)) (H1,303.166,(c)) (opposition,7.69')", "(Venus,118.094,(r)) (H10,267.989,(p)) (150-quincunx,6.25')\n(Mars,191.522,(c)) (H10,221.444,(c)) (30-semisextile,4.70')", "(Venus,118.094,(r)) (H1,358.247,(p)) (trine,9.23')\n(Mean_Node,295.056,(p)) (H5,114.888,(p)) (opposition,10.09')", "(Venus,118.094,(r)) (H5,118.243,(p)) (conjunction,8.94')\n(Jupiter,32.419,(p)) (H1,2.453,(p)) (30-semisextile,2.02')\n(Jupiter,34.823,(c)) (H5,64.833,(c)) (30-semisextile,0.62')", '10', "(Jupiter,35.148,(r)) (H4,35.142,(c)) (conjunction,0.33')", '12', '13', "(Moon,169.366,(p)) (H1,19.509,(p)) (150-quincunx,8.62')", '15', "(Moon,21.699,(p)) (H8,246.593,(p)) (135-sesquisquare,6.39')\n(Mars,208.772,(r)) (H8,118.667,(c)) (square,6.31')", 15]
['1916-09-06 08:56:00', "(Moon,268.940,(r)) (H4,238.996,(c)) (30-semisextile,3.37')\n(Venus,117.620,(r)) (H7,327.511,(c)) (150-quincunx,6.53')", "(Venus,128.023,(p)) (H1,157.960,(p)) (30-semisextile,3.79')", "(Pluto,94.265,(r)) (H1,139.247,(c)) (45-semisquare,1.12')\n(Pluto,94.131,(c)) (H1,139.247,(c)) (45-semisquare,6.93')", "(Uranus,316.715,(r)) (H1,136.611,(c)) (opposition,6.22')", "(Neptune,123.874,(r)) (H1,168.980,(p)) (45-semisquare,6.37')", '5', '6', "(Moon,262.858,(p)) (H10,82.653,(p)) (opposition,12.34')\n(Moon,276.526,(c)) (H5,246.776,(c)) (30-semisextile,14.99')", '8', "(Mean_Node,296.546,(r)) (H4,266.522,(p)) (30-semisextile,1.47')", "(Venus,117.620,(r)) (H9,57.741,(p)) (sextile,7.24')\n(Venus,117.620,(r)) (H9,357.749,(c)) (trine,7.71')", "(Venus,117.620,(r)) (H5,297.494,(p)) (opposition,7.58')", "(Venus,117.620,(r)) (H1,117.681,(c)) (conjunction,3.63')\n(Mars,208.432,(r)) (H5,238.560,(c)) (30-semisextile,7.72')\n(Mean_Node,298.433,(c)) (H5,238.560,(c)) (sextile,7.64')", "(Jupiter,31.729,(p)) (H1,181.663,(p)) (150-quincunx,4.00')", '14', "(Venus,97.568,(c)) (H7,277.532,(c)) (opposition,2.18')", '16', 18]
['1916-09-06 20:29:28', "(Uranus,316.698,(r)) (H7,136.563,(p)) (opposition,8.14')\n(Uranus,316.657,(p)) (H7,136.563,(p)) (opposition,5.65')", '1', "(Uranus,316.698,(r)) (H8,181.681,(p)) (135-sesquisquare,1.06')\n(Moon,134.687,(c)) (H4,44.376,(c)) (square,18.68')", '3', "(Saturn,118.942,(p)) (H10,254.043,(p)) (135-sesquisquare,6.03')", "(Mercury,195.650,(p)) (H10,255.669,(p)) (sextile,1.14')\n(Venus,98.711,(c)) (POF,98.807,(c)) (conjunction,5.75')", "(Mean_Node,296.521,(r)) (H1,341.562,(p)) (45-semisquare,2.50')\n(Moon,251.959,(p)) (H1,341.562,(p)) (square,23.82')", "(Mars,226.946,(p)) (H10,256.970,(p)) (30-semisextile,1.45')", '8', "(Uranus,316.698,(r)) (H5,106.798,(p)) (150-quincunx,6.00')", "(Mean_Node,294.807,(p)) (H9,234.810,(p)) (sextile,0.22')", "(Sun,163.884,(r)) (H1,284.059,(c)) (trine,10.48')", '12', "(Mean_Node,294.542,(p)) (H1,354.583,(p)) (sextile,2.51')\n(Uranus,318.132,(c)) (H4,18.314,(c)) (sextile,10.92')", "(Jupiter,35.149,(r)) (H1,5.142,(p)) (30-semisextile,0.44')\n(Moon,31.771,(c)) (H1,271.770,(c)) (trine,0.11')", '15', "(Mean_Node,293.235,(p)) (H1,23.112,(p)) (square,7.35')", 18]
['1916-09-06 19:09:04', "(Moon,275.001,(r)) (H4,34.964,(p)) (trine,2.20')", '1', "(Neptune,124.190,(p)) (H1,304.278,(p)) (opposition,5.29')\n(Uranus,316.700,(r)) (H8,136.768,(c)) (opposition,4.09')", '3', "(Mercury,197.573,(p)) (H12,287.403,(p)) (square,10.16')\n(Uranus,316.051,(p)) (H1,316.233,(p)) (conjunction,10.92')\n(Pluto,93.939,(c)) (H1,274.000,(c)) (opposition,3.68')", "(Moon,306.058,(c)) (H3,335.816,(c)) (30-semisextile,14.55')", '6', "(Venus,118.012,(r)) (H10,237.949,(p)) (trine,3.77')", "(Mean_Node,295.061,(p)) (H5,84.956,(p)) (150-quincunx,6.31')\n(Moon,270.709,(c)) (H1,270.258,(c)) (conjunction,27.05')\n(Venus,97.434,(c)) (H5,37.346,(c)) (sextile,5.28')", "(Venus,118.012,(r)) (H5,88.131,(p)) (30-semisextile,7.17')\n(H5,61.991,(r)) (H4,61.996,(p)) (conjunction,0.32')\n(H4,33.816,(r)) (H5,33.708,(c)) (conjunction,6.47')\n(Pluto,93.788,(c)) (H5,33.708,(c)) (sextile,4.81')", "(H9,181.773,(r)) (H10,181.720,(c)) (conjunction,3.18')", '11', "(Mean_Node,298.410,(c)) (H4,358.282,(c)) (sextile,7.66')", "(Mean_Node,296.524,(r)) (H4,356.438,(c)) (sextile,5.11')", "(Uranus,318.487,(c)) (H5,18.454,(c)) (sextile,1.95')", "(Mars,208.713,(r)) (H8,208.827,(p)) (conjunction,6.84')\n(Mercury,208.760,(p)) (H8,208.827,(p)) (conjunction,4.01')", '16', 21]
['1916-09-06 22:51:28', "(Venus,118.154,(r)) (H7,178.098,(p)) (sextile,3.34')\n(Mean_Node,296.515,(r)) (H4,86.525,(c)) (150-quincunx,0.59')\n(Mean_Node,296.581,(c)) (H4,86.525,(c)) (150-quincunx,3.31')", "(Moon,68.120,(p)) (H1,8.520,(p)) (sextile,24.06')\n(Venus,128.604,(p)) (H1,8.520,(p)) (trine,5.00')", "(Neptune,123.550,(c)) (H4,78.514,(c)) (45-semisquare,2.16')", "(Venus,131.709,(p)) (H1,11.825,(p)) (trine,6.97')", "(Mercury,157.828,(c)) (H10,247.711,(c)) (square,6.97')", '5', '6', '7', "(Venus,118.154,(r)) (POF,118.006,(p)) (conjunction,8.85')\n(Mean_Node,296.515,(r)) (H1,326.628,(c)) (30-semisextile,6.78')", "(H5,113.704,(r)) (H4,113.779,(p)) (conjunction,4.50')\n(Venus,150.495,(p)) (H1,30.538,(p)) (trine,2.56')\n(Mean_Node,296.515,(r)) (H5,86.611,(c)) (150-quincunx,5.72')", "(Venus,151.538,(p)) (H1,31.524,(p)) (trine,0.83')\n(Mercury,141.456,(c)) (H1,321.533,(c)) (opposition,4.67')", "(Mars,208.815,(r)) (H4,58.722,(c)) (150-quincunx,5.58')", "(Moon,35.099,(p)) (H1,34.942,(p)) (conjunction,9.43')\n(Mean_Node,296.515,(r)) (H4,56.497,(c)) (trine,1.11')\n(Uranus,318.060,(c)) (H1,318.044,(c)) (conjunction,0.96')", "(Venus,118.154,(r)) (H5,147.991,(p)) (30-semisextile,9.77')", '14', '15', "(Mean_Node,299.801,(c)) (H4,29.849,(c)) (square,2.90')", 21]
['1916-09-06 22:35:11', "(Venus,118.144,(r)) (H3,58.213,(p)) (sextile,4.16')\n(Moon,294.824,(p)) (H4,84.818,(p)) (150-quincunx,0.33')", '1', '2', "(Jupiter,35.146,(r)) (H10,275.230,(p)) (trine,5.07')", "(Mean_Node,296.516,(r)) (H12,341.655,(p)) (45-semisquare,8.34')\n(Mean_Node,296.516,(r)) (H12,296.418,(c)) (conjunction,5.90')", '5', "(Sun,163.969,(r)) (H12,343.961,(p)) (opposition,0.44')\n(Mars,208.808,(r)) (H12,343.961,(p)) (135-sesquisquare,9.20')\n(Neptune,123.891,(r)) (H3,79.068,(p)) (45-semisquare,10.66')\n(Saturn,119.108,(p)) (H12,343.961,(p)) (135-sesquisquare,8.83')\n(Neptune,123.040,(c)) (H3,32.966,(c)) (square,4.42')", '7', "(Uranus,316.695,(r)) (H4,106.700,(p)) (150-quincunx,0.27')\n(Venus,97.506,(c)) (POF,97.530,(c)) (conjunction,1.44')", "(H5,109.814,(r)) (H4,109.940,(p)) (conjunction,7.59')\n(Mean_Node,296.516,(r)) (H4,56.473,(c)) (trine,2.60')\n(Uranus,317.894,(c)) (H1,318.016,(c)) (conjunction,7.35')", "(Mean_Node,294.802,(p)) (H9,264.828,(p)) (30-semisextile,1.57')", "(Mars,231.517,(p)) (H4,111.510,(p)) (trine,0.38')", '12', '13', '14', '15', "(Uranus,319.003,(c)) (H8,138.828,(c)) (opposition,10.51')", 18]
['1916-09-07 02:23:28', "(Mean_Node,296.508,(r)) (H7,236.385,(c)) (sextile,7.34')\n(Uranus,316.732,(c)) (H4,136.905,(c)) (opposition,10.38')", '1', "(Moon,137.641,(c)) (H1,47.223,(c)) (square,25.12')", '3', "(Uranus,316.690,(r)) (H12,46.600,(p)) (square,5.42')\n(Saturn,116.896,(r)) (H10,297.027,(c)) (opposition,7.86')", '5', "(Saturn,116.896,(r)) (H10,342.039,(p)) (135-sesquisquare,8.56')", '7', "(Moon,284.539,(p)) (H4,164.077,(p)) (trine,27.71')", "(Uranus,317.888,(c)) (H5,137.707,(c)) (opposition,10.82')", '10', "(Mean_Node,296.508,(r)) (H1,86.592,(p)) (150-quincunx,5.04')\n(Uranus,317.960,(c)) (H4,108.131,(c)) (150-quincunx,10.28')", '12', "(Mercury,131.812,(c)) (H5,131.801,(c)) (conjunction,0.68')", '14', "(Mars,208.913,(r)) (H8,208.902,(c)) (conjunction,0.68')", "(Neptune,123.895,(r)) (H1,349.022,(c)) (135-sesquisquare,7.61')", 13]
['1916-09-06 22:14:15', "(Uranus,316.696,(r)) (H7,166.833,(p)) (150-quincunx,8.22')\n(Uranus,316.655,(p)) (H7,166.833,(p)) (150-quincunx,10.70')", "(Moon,135.561,(c)) (POF,315.978,(c)) (opposition,25.03')", "(Moon,135.561,(c)) (POF,315.978,(c)) (opposition,25.03')\n(Venus,108.750,(c)) (H1,333.902,(c)) (135-sesquisquare,9.09')", "(Jupiter,34.268,(p)) (H9,244.153,(p)) (150-quincunx,6.86')\n(Neptune,124.271,(p)) (H9,244.153,(p)) (trine,7.05')\n(Moon,99.390,(c)) (POF,279.508,(c)) (opposition,7.09')\n(Moon,99.390,(c)) (H9,218.924,(c)) (trine,27.94')", "(Mars,193.731,(c)) (H10,238.828,(c)) (45-semisquare,5.85')", '5', "(Saturn,119.107,(p)) (H3,74.163,(p)) (45-semisquare,3.35')", '7', "(Moon,282.108,(p)) (H4,101.830,(p)) (opposition,16.64')", "(H5,104.865,(r)) (H4,105.043,(p)) (conjunction,10.73')\n(Uranus,317.895,(c)) (H5,78.065,(c)) (trine,10.20')", "(Uranus,315.894,(p)) (H10,285.843,(p)) (30-semisextile,3.01')", "(Uranus,316.696,(r)) (H4,106.599,(p)) (150-quincunx,5.82')\n(Mars,231.506,(p)) (H1,21.628,(p)) (150-quincunx,7.28')", '12', '13', "(Pluto,94.271,(r)) (H5,64.294,(c)) (30-semisextile,1.35')", "(Mars,249.247,(p)) (H5,159.261,(p)) (square,0.84')", '16', 19]
['1916-09-06 19:05:51', '0', "(Moon,133.990,(c)) (H1,284.124,(c)) (150-quincunx,8.00')", '2', "(Uranus,316.700,(r)) (H9,166.671,(c)) (150-quincunx,1.74')", "(Mercury,157.561,(c)) (H12,247.618,(c)) (square,3.44')", "(Moon,274.969,(r)) (H3,334.938,(c)) (sextile,1.86')", "(Mean_Node,296.524,(r)) (H3,26.461,(p)) (square,3.79')\n(Moon,251.158,(p)) (H3,26.461,(p)) (135-sesquisquare,18.15')", '7', "(Venus,118.010,(r)) (H4,57.895,(p)) (sextile,6.88')", "(H5,61.236,(r)) (H4,61.229,(p)) (conjunction,0.46')\n(H4,32.984,(r)) (H5,32.899,(c)) (conjunction,5.08')", "(H9,180.868,(r)) (H10,180.845,(c)) (conjunction,1.35')", '11', "(Moon,274.969,(r)) (H4,64.911,(p)) (150-quincunx,3.44')\n(Venus,118.010,(r)) (H1,327.879,(p)) (150-quincunx,7.84')\n(Mars,208.712,(r)) (H5,28.785,(c)) (opposition,4.39')\n(Mean_Node,296.524,(r)) (POF,296.591,(c)) (conjunction,4.05')", '13', '14', "(Venus,118.010,(r)) (H8,207.929,(p)) (square,4.81')", '16', 15]
['1916-09-06 22:50:23', "(Venus,118.153,(r)) (H4,88.316,(p)) (30-semisextile,9.79')", "(Moon,68.110,(p)) (H1,8.198,(p)) (sextile,5.22')", '2', '3', '4', "(Venus,143.731,(p)) (H1,23.707,(p)) (trine,1.46')\n(Moon,277.199,(r)) (H3,37.300,(c)) (trine,6.07')\n(Uranus,317.648,(c)) (POF,137.651,(c)) (opposition,0.20')", '6', "(Venus,145.413,(p)) (H7,205.349,(p)) (sextile,3.80')", "(Venus,146.310,(p)) (H1,26.220,(p)) (trine,5.39')", "(H5,113.448,(r)) (H4,113.526,(p)) (conjunction,4.72')\n(Mean_Node,296.515,(r)) (H5,86.366,(c)) (150-quincunx,8.98')", "(Venus,118.153,(r)) (H9,268.335,(p)) (150-quincunx,10.87')\n(Jupiter,35.145,(r)) (POF,35.328,(c)) (conjunction,10.96')", "(Jupiter,32.184,(p)) (H1,32.146,(p)) (conjunction,2.28')", "(Moon,35.089,(p)) (H1,34.640,(p)) (conjunction,26.97')", '13', "(Moon,277.199,(r)) (H4,127.172,(p)) (150-quincunx,1.59')\n(Moon,277.199,(r)) (H5,157.164,(p)) (trine,2.12')", "(Neptune,123.891,(r)) (H4,33.927,(c)) (square,2.16')", "(Moon,277.199,(r)) (H4,142.239,(p)) (135-sesquisquare,2.39')", 17]
['1916-09-06 21:26:39', '0', '1', "(Saturn,117.916,(p)) (H1,342.850,(p)) (135-sesquisquare,4.00')", "(Uranus,316.274,(p)) (H1,346.126,(p)) (30-semisextile,8.83')\n(Uranus,317.203,(c)) (H1,317.232,(c)) (conjunction,1.77')", '4', '5', '6', "(Mean_Node,296.519,(r)) (H5,116.458,(p)) (opposition,3.66')\n(Moon,270.117,(p)) (H10,270.167,(p)) (conjunction,2.99')\n(Sun,163.922,(r)) (H10,223.843,(c)) (sextile,4.75')\n(Moon,284.291,(c)) (H10,223.843,(c)) (sextile,26.86')", "(Mercury,190.578,(r)) (H5,70.410,(c)) (trine,10.07')", "(Jupiter,35.148,(r)) (H1,5.329,(p)) (30-semisextile,10.89')\n(Moon,335.655,(p)) (H1,5.329,(p)) (30-semisextile,19.55')\n(Venus,150.430,(p)) (H5,120.560,(p)) (30-semisextile,7.78')", '10', "(Mars,187.529,(c)) (H4,37.586,(c)) (150-quincunx,3.41')", "(Pluto,94.271,(r)) (H5,124.372,(p)) (30-semisextile,6.06')\n(Pluto,94.409,(p)) (H5,124.372,(p)) (30-semisextile,2.23')\n(Jupiter,35.148,(r)) (H4,35.216,(c)) (conjunction,4.13')", '13', '14', "(Neptune,124.888,(p)) (H7,214.970,(p)) (square,4.88')\n(Moon,229.159,(c)) (H7,94.477,(c)) (135-sesquisquare,19.10')", '16', 17]
['1916-09-06 11:49:36', "(Mercury,190.144,(r)) (H3,250.121,(c)) (sextile,1.39')\n(Mercury,190.144,(r)) (H7,10.172,(c)) (opposition,1.71')", '1', '2', '3', '4', "(Moon,243.097,(p)) (H1,213.337,(p)) (30-semisextile,14.43')\n(Jupiter,33.191,(p)) (H1,213.337,(p)) (opposition,8.81')\n(Sun,139.164,(c)) (H10,79.119,(c)) (sextile,2.74')", "(Pluto,94.418,(p)) (H12,184.462,(p)) (square,2.60')\n(Neptune,123.877,(r)) (H10,78.873,(c)) (45-semisquare,0.27')\n(Sun,138.894,(c)) (H3,228.951,(c)) (square,3.44')\n(Neptune,123.023,(c)) (H1,168.046,(c)) (45-semisquare,1.33')\n(Pluto,93.894,(c)) (H3,228.951,(c)) (135-sesquisquare,3.43')", "(Sun,137.680,(c)) (H10,77.766,(c)) (sextile,5.14')", "(Jupiter,35.164,(r)) (H5,335.193,(p)) (sextile,1.75')", '9', "(Mercury,188.204,(p)) (H10,128.168,(p)) (sextile,2.16')", "(Sun,131.502,(c)) (H5,281.434,(c)) (150-quincunx,4.13')", "(Sun,129.222,(c)) (H5,279.321,(c)) (150-quincunx,5.95')", '13', '14', "(Moon,319.908,(p)) (H5,5.112,(p)) (45-semisquare,12.25')\n(Uranus,315.806,(p)) (H8,90.891,(p)) (135-sesquisquare,5.14')\n(Neptune,123.877,(r)) (H5,258.842,(c)) (135-sesquisquare,2.13')", "(Mean_Node,296.540,(r)) (H8,341.487,(c)) (45-semisquare,3.16')", 19]
['1916-09-06 13:32:07', '0', "(Sun,163.602,(r)) (H9,103.762,(p)) (sextile,9.59')\n(Mercury,176.631,(c)) (H1,206.780,(c)) (30-semisextile,8.93')", "(Saturn,116.841,(r)) (H1,206.780,(c)) (square,3.68')", "(Uranus,316.282,(p)) (H9,106.334,(p)) (150-quincunx,3.07')", '4', "(Venus,117.796,(r)) (H10,147.628,(p)) (30-semisextile,10.08')\n(Sun,163.602,(r)) (H1,193.697,(c)) (30-semisextile,5.68')", "(Saturn,116.841,(r)) (POF,296.970,(p)) (opposition,7.75')\n(Mean_Node,296.536,(r)) (H3,296.354,(p)) (conjunction,10.92')\n(Moon,298.288,(c)) (H3,253.183,(c)) (45-semisquare,6.31')\n(Moon,298.288,(c)) (H12,163.324,(c)) (135-sesquisquare,2.15')", "(Mars,208.558,(r)) (H7,58.613,(p)) (150-quincunx,3.27')\n(Mars,191.320,(c)) (H5,311.348,(c)) (trine,1.65')", "(Venus,145.887,(p)) (POF,325.704,(p)) (opposition,10.96')", "(Jupiter,32.459,(p)) (H1,242.448,(p)) (150-quincunx,0.67')", "(Jupiter,32.343,(p)) (POF,32.293,(p)) (conjunction,3.01')", "(Jupiter,35.161,(r)) (H4,335.281,(p)) (sextile,7.22')\n(Mercury,187.380,(p)) (H5,7.485,(p)) (opposition,6.29')", '12', "(Moon,271.664,(r)) (H5,301.614,(c)) (30-semisextile,3.03')", '14', "(Venus,180.566,(p)) (H4,0.610,(p)) (opposition,2.61')", '16', 19]
['1916-09-06 07:27:43', '0', "(Uranus,316.717,(r)) (H1,136.815,(p)) (opposition,5.87')\n(Uranus,316.375,(p)) (H9,16.252,(p)) (sextile,7.36')\n(Moon,268.071,(r)) (H10,27.928,(c)) (trine,8.54')", "(Pluto,94.265,(r)) (POF,94.099,(c)) (conjunction,9.92')\n(Pluto,94.130,(c)) (POF,94.099,(c)) (conjunction,1.87')", '3', '4', "(Moon,240.603,(p)) (H10,60.626,(p)) (opposition,1.40')\n(Uranus,316.717,(r)) (H1,106.643,(c)) (150-quincunx,4.42')", "(Mean_Node,296.549,(r)) (H3,161.373,(c)) (135-sesquisquare,10.57')", '7', '8', '9', "(H9,6.068,(r)) (H10,6.246,(c)) (conjunction,10.70')\n(Jupiter,34.727,(c)) (H9,334.648,(c)) (sextile,4.76')", "(Jupiter,35.171,(r)) (H4,185.319,(c)) (150-quincunx,8.85')", "(Moon,157.645,(c)) (H1,97.658,(c)) (sextile,0.81')", "(Pluto,94.265,(r)) (H5,214.162,(c)) (trine,6.14')", "(Moon,24.762,(c)) (H5,204.266,(c)) (opposition,29.76')", '15', "(Saturn,109.257,(c)) (H4,154.235,(c)) (45-semisquare,1.31')", 15]
['1916-09-06 21:33:44', "(Mercury,190.583,(r)) (H4,70.549,(p)) (trine,2.02')", '1', "(Neptune,123.889,(r)) (POF,304.062,(c)) (opposition,10.37')", '3', "(Pluto,93.941,(c)) (H10,228.894,(c)) (135-sesquisquare,2.79')", "(Moon,307.574,(c)) (H1,307.756,(c)) (conjunction,10.91')", "(Mars,226.098,(p)) (H1,0.977,(p)) (135-sesquisquare,7.24')", "(Venus,118.104,(r)) (H5,118.176,(p)) (conjunction,4.28')", '8', "(Moon,335.725,(p)) (H4,95.661,(p)) (trine,3.81')\n(Moon,218.634,(c)) (H5,68.692,(c)) (150-quincunx,3.49')\n(Mars,188.657,(c)) (H5,68.692,(c)) (trine,2.15')", "(Moon,276.437,(r)) (H10,276.452,(p)) (conjunction,0.92')\n(Mercury,190.583,(r)) (H9,250.445,(p)) (sextile,8.26')", '11', '12', "(Sun,163.927,(r)) (H1,14.068,(p)) (150-quincunx,8.45')\n(Jupiter,35.147,(r)) (H4,35.299,(c)) (conjunction,9.09')", "(Uranus,316.697,(r)) (H5,136.628,(p)) (opposition,4.15')", '15', '16', 14]
['1916-09-06 12:09:04', "(Uranus,316.710,(r)) (H3,256.669,(p)) (sextile,2.47')\n(Uranus,316.669,(p)) (H3,256.669,(p)) (sextile,0.03')\n(Moon,253.509,(c)) (H4,283.970,(c)) (30-semisextile,27.69')", '1', '2', "(Neptune,123.878,(r)) (H9,63.947,(c)) (sextile,4.15')\n(Moon,94.421,(c)) (H9,63.947,(c)) (30-semisextile,28.45')", '4', '5', '6', '7', "(Mercury,190.159,(r)) (H5,340.231,(p)) (150-quincunx,4.37')", '9', "(Moon,343.535,(p)) (H1,224.068,(p)) (trine,31.97')\n(Moon,343.535,(p)) (H10,133.001,(p)) (150-quincunx,32.00')", "(Uranus,316.710,(r)) (H4,256.579,(c)) (sextile,7.87')", "(Uranus,315.858,(p)) (H4,316.011,(p)) (conjunction,9.21')", '13', "(Mean_Node,296.539,(r)) (H1,236.382,(p)) (sextile,9.41')\n(Mean_Node,296.539,(r)) (H4,326.551,(p)) (30-semisextile,0.71')", "(Mercury,190.159,(r)) (H5,10.245,(p)) (opposition,5.16')\n(Moon,320.097,(p)) (H8,95.391,(p)) (135-sesquisquare,17.63')", "(Pluto,94.267,(r)) (H4,229.123,(c)) (135-sesquisquare,8.61')\n(Pluto,93.101,(c)) (H1,137.935,(c)) (45-semisquare,9.99')", 16]
