['Time', '0: 2008-09-05', '1: 2009-01-14', '2: 2009-03-19', '3: 2012-03-06', '4: 2012-11-14', '5: 2012-12-12', '6: 2013-12-12', '7: 2014-03-24', '8: 2015-05-27', '9: 2016-05-26', '10: 2017-09-15', '11: 2017-09-22', '12: 2018-02-19', '13: 2019-05-22', '14: 2019-08-13', '15: 2021-04-06', '16: 2021-07-10', '17: 2022-01-03', '18: 2022-05-25', '19: 2024-02-28', '20: 2024-03-08', 'Count']
['2000-03-11 10:39:18', '0', "(Neptune,305.687,(r)) (H4,185.839,(p)) (trine,9')\n(Mean_Node,121.337,(r)) (Moon,181.141,(p)) (sextile,12')\n(Neptune,305.927,(p)) (H4,185.839,(p)) (trine,5')\n(H7,256.531,(r)) (Venus,316.548,(c)) (sextile,1')\n(Uranus,318.238,(c)) (H4,168.118,(c)) (150-quincunx,7')", "(Mercury,333.394,(r)) (Moon,183.512,(p)) (150-quincunx,7')\n(Uranus,318.705,(r)) (Moon,183.512,(p)) (135-sesquisquare,12')\n(Jupiter,32.944,(c)) (H4,167.941,(c)) (135-sesquisquare,0')", "(Jupiter,34.736,(r)) (H9,334.752,(p)) (sextile,1')\n(H10,357.024,(r)) (Moon,222.244,(p)) (135-sesquisquare,13')", "(Sun,351.166,(r)) (Moon,230.902,(p)) (trine,16')\n(Moon,57.019,(r)) (H1,86.850,(p)) (30-semisextile,10')\n(Mercury,344.159,(c)) (H10,344.235,(c)) (conjunction,5')", "(Moon,57.019,(r)) (H1,86.913,(p)) (30-semisextile,6')\n(Neptune,305.687,(r)) (H9,335.546,(p)) (30-semisextile,8')\n(Moon,254.114,(c)) (H10,344.157,(c)) (square,3')\n(Mercury,344.227,(c)) (H10,344.157,(c)) (conjunction,4')", "(Mars,21.409,(r)) (H3,156.579,(p)) (135-sesquisquare,10')\n(H1,76.531,(r)) (Mars,31.571,(p)) (45-semisquare,2')\n(Moon,244.091,(p)) (H12,64.550,(p)) (opposition,28')\n(H10,357.024,(r)) (Saturn,42.142,(c)) (45-semisquare,7')", "(Pluto,252.897,(r)) (H4,162.859,(c)) (square,2')\n(Pluto,252.809,(c)) (H4,162.859,(c)) (square,3')", "(Sun,351.166,(r)) (Moon,261.524,(p)) (square,22')\n(Moon,57.019,(r)) (H4,192.126,(p)) (135-sesquisquare,6')\n(Mars,21.409,(r)) (Moon,261.524,(p)) (trine,7')\n(Neptune,305.687,(r)) (H12,65.728,(p)) (trine,2')\n(H4,177.024,(r)) (Saturn,42.031,(c)) (135-sesquisquare,0')", "(Mars,21.409,(r)) (H12,66.537,(p)) (45-semisquare,8')\n(Uranus,318.705,(r)) (Moon,273.356,(p)) (45-semisquare,21')\n(Moon,273.356,(p)) (H8,303.116,(p)) (30-semisextile,14')\n(Uranus,318.705,(r)) (H8,273.663,(c)) (45-semisquare,2')\n(H1,76.531,(r)) (Moon,211.955,(c)) (135-sesquisquare,25')\n(H10,357.024,(r)) (Saturn,41.956,(c)) (45-semisquare,4')", "(Mercury,333.394,(r)) (Moon,288.796,(p)) (45-semisquare,24')\n(Uranus,318.705,(r)) (Moon,288.796,(p)) (30-semisextile,5')\n(Mean_Node,122.264,(c)) (H1,62.315,(c)) (sextile,3')", "(Uranus,318.705,(r)) (Moon,289.023,(p)) (30-semisextile,19')", "(Mean_Node,121.337,(r)) (H7,271.229,(p)) (150-quincunx,6')\n(Jupiter,34.736,(r)) (H3,124.897,(c)) (square,10')\n(Moon,189.350,(c)) (H4,158.881,(c)) (30-semisextile,28')", "(Mars,6.996,(c)) (H12,36.997,(c)) (30-semisextile,0')", "(Mercury,333.394,(r)) (H9,303.462,(c)) (30-semisextile,4')\n(Uranus,318.705,(r)) (Moon,169.188,(c)) (150-quincunx,29')\n(Mars,6.824,(c)) (H12,36.797,(c)) (30-semisextile,2')", "(Uranus,318.705,(r)) (H7,273.871,(p)) (45-semisquare,10')\n(Neptune,305.687,(r)) (H4,155.691,(c)) (150-quincunx,0')\n(H7,256.531,(r)) (Venus,301.451,(c)) (45-semisquare,5')\n(Mars,5.575,(c)) (H4,155.691,(c)) (150-quincunx,7')", "(Neptune,305.687,(r)) (Moon,335.510,(p)) (30-semisextile,11')\n(H1,76.531,(r)) (Mercury,346.684,(c)) (square,9')\n(Mercury,346.684,(c)) (H9,301.613,(c)) (45-semisquare,4')\n(Mars,5.377,(c)) (H10,335.425,(c)) (30-semisextile,3')\n(Neptune,304.998,(c)) (H12,35.107,(c)) (square,7')", "(Uranus,318.705,(r)) (H10,18.610,(p)) (sextile,6')\n(H1,76.531,(r)) (Mercury,346.468,(c)) (square,4')", "(Jupiter,34.736,(r)) (H1,94.838,(p)) (sextile,6')\n(Mean_Node,121.337,(r)) (Moon,346.820,(p)) (135-sesquisquare,29')\n(H1,76.531,(r)) (Moon,346.820,(p)) (square,17')\n(Uranus,319.725,(p)) (H1,94.838,(p)) (135-sesquisquare,7')", "(H4,177.024,(r)) (Venus,357.082,(p)) (opposition,4')\n(Moon,57.019,(r)) (H1,56.966,(c)) (conjunction,3')\n(H4,177.024,(r)) (Sun,327.094,(c)) (150-quincunx,4')\n(Sun,327.094,(c)) (H1,56.966,(c)) (square,8')\n(Mean_Node,122.606,(c)) (H4,152.728,(c)) (30-semisextile,7')", "(H10,357.024,(r)) (Venus,357.113,(p)) (conjunction,5')\n(Moon,57.019,(r)) (H1,56.946,(c)) (conjunction,4')\n(H10,357.024,(r)) (Sun,327.069,(c)) (30-semisextile,3')\n(Sun,327.069,(c)) (H1,56.946,(c)) (square,7')", 69]
['2000-03-11 12:58:22', "(Venus,327.599,(r)) (Moon,177.577,(p)) (150-quincunx,1')\n(H7,289.052,(r)) (Mercury,334.031,(p)) (45-semisquare,1')\n(Moon,177.577,(p)) (H4,222.338,(p)) (45-semisquare,14')\n(Moon,177.577,(p)) (H7,297.118,(p)) (trine,28')\n(Neptune,305.690,(r)) (Moon,306.083,(c)) (conjunction,24')", "(Venus,327.599,(r)) (H7,297.467,(p)) (30-semisextile,8')\n(H7,289.052,(r)) (Mercury,334.203,(p)) (45-semisquare,9')\n(Mean_Node,121.332,(r)) (Moon,301.728,(c)) (opposition,24')\n(Moon,301.728,(c)) (H12,77.127,(c)) (135-sesquisquare,24')", "(Venus,327.599,(r)) (H7,297.638,(p)) (30-semisextile,2')\n(Jupiter,34.756,(r)) (Moon,184.812,(p)) (150-quincunx,3')\n(Pluto,252.898,(r)) (H4,222.830,(p)) (30-semisextile,4')\n(H4,214.393,(r)) (Moon,184.812,(p)) (30-semisextile,25')\n(H4,214.393,(r)) (Mercury,334.290,(p)) (trine,6')\n(Pluto,252.895,(p)) (H4,222.830,(p)) (30-semisextile,4')", "(Mean_Node,120.697,(p)) (H1,120.552,(p)) (conjunction,9')\n(H9,2.499,(r)) (Jupiter,32.399,(c)) (30-semisextile,6')", "(Mean_Node,121.332,(r)) (H1,121.241,(p)) (conjunction,5')\n(Uranus,318.710,(r)) (H9,348.697,(c)) (30-semisextile,1')\n(Mean_Node,121.332,(r)) (Moon,256.172,(c)) (135-sesquisquare,10')", "(Mean_Node,121.332,(r)) (H1,121.317,(p)) (conjunction,1')\n(Uranus,318.710,(r)) (H9,348.613,(c)) (30-semisextile,6')", "(Mercury,333.359,(r)) (Moon,243.349,(c)) (square,1')\n(Pluto,252.898,(r)) (H12,73.010,(c)) (opposition,7')", "(Mean_Node,122.075,(c)) (H3,167.210,(c)) (45-semisquare,8')", "(Neptune,305.212,(c)) (H1,95.242,(c)) (150-quincunx,2')", "(Saturn,43.343,(r)) (H8,343.488,(p)) (sextile,9')\n(H10,34.393,(r)) (Moon,274.494,(p)) (trine,6')\n(Moon,274.494,(p)) (H1,124.796,(p)) (150-quincunx,18')\n(Moon,274.494,(p)) (H10,49.373,(p)) (135-sesquisquare,7')\n(Uranus,319.479,(p)) (H10,49.373,(p)) (square,6')", "(Sun,351.262,(r)) (H1,126.133,(p)) (135-sesquisquare,8')\n(H1,109.052,(r)) (Venus,349.233,(p)) (trine,11')\n(H10,34.393,(r)) (Venus,349.233,(p)) (45-semisquare,10')\n(Mercury,333.359,(r)) (H1,93.194,(c)) (trine,10')\n(Mercury,346.990,(c)) (H10,17.100,(c)) (30-semisextile,7')", "(H10,34.393,(r)) (Mars,34.407,(p)) (conjunction,1')\n(Mercury,333.359,(r)) (H1,93.177,(c)) (trine,11')\n(Mercury,346.995,(c)) (H10,17.081,(c)) (30-semisextile,5')", "(Pluto,252.898,(r)) (H3,162.910,(c)) (square,1')\n(Uranus,317.738,(c)) (H7,272.813,(c)) (45-semisquare,4')\n(Pluto,252.765,(c)) (H3,162.910,(c)) (square,9')", '13', "(Saturn,43.343,(r)) (Moon,312.875,(p)) (square,28')\n(Pluto,252.898,(r)) (Moon,312.875,(p)) (sextile,1')\n(Neptune,305.690,(r)) (Moon,170.533,(c)) (135-sesquisquare,9')", "(Mercury,333.359,(r)) (Moon,333.419,(p)) (conjunction,4')\n(Venus,353.625,(p)) (H4,233.732,(p)) (trine,6')\n(Moon,58.372,(r)) (H4,193.428,(c)) (135-sesquisquare,3')\n(Venus,327.599,(r)) (Moon,147.244,(c)) (opposition,21')\n(Saturn,43.343,(r)) (H4,193.428,(c)) (150-quincunx,5')", "(Mars,21.481,(r)) (Moon,336.743,(p)) (45-semisquare,16')\n(Mars,21.481,(r)) (H12,66.576,(c)) (45-semisquare,6')\n(H9,2.499,(r)) (Uranus,317.545,(c)) (45-semisquare,3')", "(Sun,12.906,(p)) (Moon,343.001,(p)) (30-semisextile,6')\n(Venus,354.544,(p)) (H10,54.395,(p)) (sextile,9')\n(Venus,327.599,(r)) (H10,12.652,(c)) (45-semisquare,3')\n(H3,182.499,(r)) (Uranus,317.518,(c)) (135-sesquisquare,1')\n(Sun,329.363,(c)) (H1,89.388,(c)) (trine,2')", "(H9,2.499,(r)) (Uranus,317.495,(c)) (45-semisquare,0')\n(H9,2.499,(r)) (Mean_Node,122.508,(c)) (trine,0')\n(Sun,328.971,(c)) (H1,89.045,(c)) (trine,4')", "(Venus,327.599,(r)) (H3,207.746,(p)) (trine,9')\n(Moon,11.820,(p)) (H4,236.307,(p)) (135-sesquisquare,31')\n(Venus,327.599,(r)) (H1,87.489,(c)) (trine,7')", "(Venus,327.599,(r)) (Moon,12.162,(p)) (45-semisquare,26')\n(Sun,15.052,(p)) (H6,284.901,(p)) (square,9')\n(Venus,327.599,(r)) (H1,87.467,(c)) (trine,8')", 67]
['2000-03-11 15:00:30', "(Mercury,333.330,(r)) (H7,333.507,(p)) (conjunction,11')\n(Saturn,43.352,(r)) (Moon,178.728,(p)) (135-sesquisquare,23')\n(Mean_Node,121.327,(r)) (H12,121.485,(p)) (conjunction,9')", "(Mercury,333.330,(r)) (Moon,183.589,(p)) (150-quincunx,16')\n(Uranus,318.714,(r)) (Moon,183.589,(p)) (135-sesquisquare,8')\n(Moon,183.589,(p)) (H7,333.936,(p)) (150-quincunx,21')", '2', "(H9,37.440,(r)) (Jupiter,37.314,(p)) (conjunction,8')\n(Moon,224.518,(p)) (H10,74.978,(p)) (150-quincunx,28')\n(Moon,265.370,(c)) (H1,130.140,(c)) (135-sesquisquare,14')\n(Moon,265.370,(c)) (H9,25.059,(c)) (trine,19')", "(H1,143.557,(r)) (Moon,233.140,(p)) (square,25')\n(H9,37.440,(r)) (Jupiter,37.465,(p)) (conjunction,1')\n(Mean_Node,120.655,(p)) (H10,75.564,(p)) (45-semisquare,6')", "(H1,143.557,(r)) (Moon,234.086,(p)) (square,32')\n(H9,37.440,(r)) (Jupiter,37.482,(p)) (conjunction,3')\n(Mean_Node,120.651,(p)) (H10,75.628,(p)) (45-semisquare,1')\n(Mean_Node,121.327,(r)) (Moon,256.271,(c)) (135-sesquisquare,3')", "(Mars,21.544,(r)) (Moon,246.281,(p)) (135-sesquisquare,16')\n(H3,217.440,(r)) (Mercury,337.513,(p)) (trine,4')\n(Moon,246.281,(p)) (H12,126.575,(p)) (trine,18')\n(H10,64.705,(r)) (Moon,244.369,(c)) (opposition,20')", "(Mean_Node,121.327,(r)) (Moon,241.015,(c)) (trine,19')\n(H3,217.440,(r)) (Sun,337.283,(c)) (trine,9')", "(H1,143.557,(r)) (Moon,263.672,(p)) (trine,7')\n(Mars,32.769,(p)) (H4,257.697,(p)) (135-sesquisquare,4')", "(Uranus,318.714,(r)) (H10,78.538,(p)) (trine,11')\n(Neptune,305.692,(r)) (Moon,275.493,(p)) (30-semisextile,12')\n(Pluto,252.898,(r)) (H1,162.874,(p)) (square,1')\n(H8,3.490,(r)) (Mars,33.501,(p)) (30-semisextile,1')\n(Mars,33.501,(p)) (H10,78.538,(p)) (45-semisquare,2')\n(Pluto,252.859,(p)) (H1,162.874,(p)) (square,1')\n(Neptune,305.692,(r)) (H1,125.585,(c)) (opposition,6')\n(H10,64.705,(r)) (Moon,214.259,(c)) (150-quincunx,27')", "(Sun,351.347,(r)) (Moon,290.943,(p)) (sextile,24')\n(Jupiter,34.774,(r)) (H10,79.636,(p)) (45-semisquare,8')\n(Uranus,319.539,(p)) (H10,79.636,(p)) (trine,6')\n(Uranus,318.714,(r)) (H10,48.839,(c)) (square,7')", "(Mars,21.544,(r)) (Moon,291.170,(p)) (square,22')\n(Mars,34.469,(p)) (H10,79.652,(p)) (45-semisquare,11')\n(Uranus,319.540,(p)) (H10,79.652,(p)) (trine,7')\n(Uranus,318.714,(r)) (H10,48.820,(c)) (square,6')\n(H1,143.557,(r)) (Mars,8.391,(c)) (135-sesquisquare,10')", "(Venus,349.868,(p)) (H4,259.997,(p)) (square,8')\n(Uranus,318.714,(r)) (H3,198.617,(c)) (trine,6')", "(Neptune,306.168,(p)) (H10,81.048,(p)) (135-sesquisquare,7')\n(Mercury,347.178,(c)) (H9,17.239,(c)) (30-semisextile,4')\n(Mercury,347.178,(c)) (H10,47.242,(c)) (sextile,4')", "(Neptune,306.173,(p)) (H10,81.238,(p)) (135-sesquisquare,4')\n(Mars,21.544,(r)) (Moon,171.711,(c)) (150-quincunx,10')\n(Mercury,347.169,(c)) (H1,122.172,(c)) (135-sesquisquare,0')\n(Mercury,347.169,(c)) (H9,16.988,(c)) (30-semisextile,11')\n(Mercury,347.169,(c)) (H10,47.024,(c)) (sextile,9')", "(H4,244.705,(r)) (Moon,334.498,(p)) (square,12')\n(H7,323.557,(r)) (Venus,353.729,(p)) (30-semisextile,10')", '16', "(Jupiter,34.774,(r)) (H1,169.842,(p)) (135-sesquisquare,4')\n(Uranus,319.717,(p)) (H1,169.842,(p)) (150-quincunx,7')\n(Moon,59.561,(r)) (H1,119.659,(c)) (sextile,6')\n(Sun,329.449,(c)) (H3,194.326,(c)) (135-sesquisquare,7')", "(Uranus,318.714,(r)) (Moon,349.197,(p)) (30-semisextile,29')\n(Sun,329.057,(c)) (H9,13.891,(c)) (45-semisquare,10')", "(Venus,327.704,(r)) (Moon,12.985,(p)) (45-semisquare,17')\n(Sun,15.110,(p)) (H3,240.238,(p)) (135-sesquisquare,8')\n(Jupiter,39.989,(p)) (H4,265.053,(p)) (135-sesquisquare,4')\n(Mean_Node,120.058,(p)) (H3,240.238,(p)) (trine,11')\n(Sun,327.278,(c)) (H1,117.419,(c)) (150-quincunx,8')", "(Jupiter,39.995,(p)) (H10,85.074,(p)) (45-semisquare,5')\n(Sun,327.253,(c)) (H1,117.393,(c)) (150-quincunx,8')", 67]
['2000-03-11 15:49:34', "(Pluto,252.898,(r)) (H12,118.038,(c)) (135-sesquisquare,8')\n(Pluto,252.859,(c)) (H12,118.038,(c)) (135-sesquisquare,11')", "(Uranus,318.716,(r)) (Moon,184.047,(p)) (135-sesquisquare,20')\n(Neptune,305.693,(r)) (H7,350.517,(p)) (45-semisquare,11')\n(Mercury,333.318,(r)) (Moon,303.172,(c)) (30-semisextile,9')\n(Venus,327.746,(r)) (H12,117.694,(c)) (150-quincunx,3')\n(Pluto,252.856,(c)) (H12,117.694,(c)) (135-sesquisquare,10')", "(Mean_Node,121.325,(r)) (Moon,301.050,(c)) (opposition,17')\n(H4,256.233,(r)) (Moon,301.050,(c)) (45-semisquare,11')", "(H1,159.522,(r)) (Sun,339.376,(c)) (opposition,9')", '4', "(Mean_Node,121.325,(r)) (Moon,256.676,(c)) (135-sesquisquare,21')\n(H10,76.233,(r)) (Moon,256.676,(c)) (opposition,27')\n(Neptune,305.298,(c)) (H10,65.126,(c)) (trine,10')", "(Mercury,333.318,(r)) (H3,243.209,(p)) (square,7')\n(Mars,21.569,(r)) (Moon,246.692,(p)) (135-sesquisquare,7')", "(Mercury,333.318,(r)) (H3,243.459,(p)) (square,8')\n(Mean_Node,121.325,(r)) (Moon,241.426,(c)) (trine,6')", "(Saturn,43.355,(r)) (H1,178.516,(p)) (135-sesquisquare,10')\n(Neptune,305.693,(r)) (H8,35.721,(p)) (square,2')\n(Sun,351.381,(r)) (H1,141.226,(c)) (150-quincunx,9')\n(Mars,21.569,(r)) (H12,111.636,(c)) (square,4')", "(Neptune,305.693,(r)) (Moon,275.894,(p)) (30-semisextile,12')\n(Moon,60.039,(r)) (H8,359.906,(c)) (sextile,8')\n(H1,159.522,(r)) (Mars,9.418,(c)) (150-quincunx,6')\n(Sun,335.131,(c)) (Moon,214.690,(c)) (trine,26')\n(Mean_Node,122.184,(c)) (H10,62.019,(c)) (sextile,10')", "(Sun,351.381,(r)) (Moon,291.346,(p)) (sextile,2')\n(Mean_Node,121.325,(r)) (H1,181.421,(p)) (sextile,6')\n(Moon,291.346,(p)) (H3,246.562,(p)) (45-semisquare,13')\n(Mercury,333.318,(r)) (Moon,197.896,(c)) (135-sesquisquare,25')\n(Uranus,318.716,(r)) (H1,138.539,(c)) (opposition,11')", "(Mars,21.569,(r)) (Moon,291.574,(p)) (square,0')", "(Mean_Node,121.325,(r)) (H4,271.301,(p)) (150-quincunx,1')\n(Venus,327.746,(r)) (Moon,192.226,(c)) (135-sesquisquare,31')\n(H4,256.233,(r)) (Jupiter,31.332,(c)) (135-sesquisquare,6')", "(Uranus,318.716,(r)) (H1,183.541,(p)) (135-sesquisquare,11')", "(Uranus,318.716,(r)) (H1,183.827,(p)) (135-sesquisquare,7')\n(Uranus,317.661,(c)) (H12,107.669,(c)) (150-quincunx,1')", '15', "(Neptune,306.212,(p)) (H1,186.232,(p)) (trine,1')\n(H9,50.516,(r)) (Mars,5.541,(c)) (45-semisquare,2')", "(H1,159.522,(r)) (Jupiter,39.508,(p)) (trine,1')\n(Uranus,319.718,(p)) (H10,94.539,(p)) (135-sesquisquare,11')\n(Uranus,318.716,(r)) (Moon,138.227,(c)) (opposition,29')", "(Jupiter,34.781,(r)) (Moon,349.645,(p)) (45-semisquare,8')\n(Jupiter,34.781,(r)) (H10,94.865,(p)) (sextile,5')\n(H1,159.522,(r)) (Jupiter,39.596,(p)) (trine,4')\n(H10,76.233,(r)) (Mercury,346.180,(p)) (square,3')\n(Uranus,319.734,(p)) (H10,94.865,(p)) (135-sesquisquare,8')\n(H10,76.233,(r)) (Mercury,346.382,(c)) (square,9')", '19', "(H10,76.233,(r)) (Moon,106.517,(c)) (30-semisextile,17')", 50]
['2000-03-11 09:23:28', "(Saturn,43.329,(r)) (H12,43.156,(p)) (conjunction,10')\n(H7,240.038,(r)) (Mars,15.027,(c)) (135-sesquisquare,1')", "(Saturn,43.329,(r)) (H12,43.453,(p)) (conjunction,7')\n(H7,240.038,(r)) (Moon,180.429,(p)) (sextile,23')\n(H7,240.038,(r)) (Moon,299.918,(c)) (sextile,7')", "(H3,122.636,(r)) (Moon,182.802,(p)) (sextile,10')\n(H4,156.503,(r)) (Jupiter,36.621,(p)) (trine,7')\n(H7,240.038,(r)) (Sun,0.096,(p)) (trine,3')\n(Venus,327.415,(r)) (Moon,297.805,(c)) (30-semisextile,23')\n(Pluto,252.897,(r)) (Moon,297.805,(c)) (45-semisquare,6')\n(Moon,297.805,(c)) (H4,147.709,(c)) (150-quincunx,6')", '3', "(H10,336.503,(r)) (Mercury,336.491,(p)) (conjunction,1')\n(Sun,351.113,(r)) (H9,291.002,(c)) (sextile,7')", "(Sun,351.113,(r)) (Moon,231.201,(p)) (trine,5')\n(H10,336.503,(r)) (Mercury,336.548,(p)) (conjunction,3')\n(Sun,351.113,(r)) (H9,290.932,(c)) (sextile,11')", "(Mercury,333.413,(r)) (Moon,243.454,(p)) (square,2')", "(H4,156.503,(r)) (Moon,246.835,(p)) (square,20')\n(Uranus,318.702,(r)) (H7,228.775,(c)) (square,4')", "(Sun,351.113,(r)) (Moon,260.900,(p)) (square,13')\n(Mars,21.370,(r)) (Moon,260.900,(p)) (trine,28')\n(Mars,21.370,(r)) (H4,171.441,(p)) (150-quincunx,4')\n(Uranus,318.702,(r)) (H12,48.705,(p)) (square,0')\n(Neptune,305.685,(r)) (Moon,260.900,(p)) (45-semisquare,13')\n(Saturn,43.329,(r)) (Moon,223.824,(c)) (opposition,30')\n(Uranus,317.883,(c)) (H1,47.814,(c)) (square,4')\n(Mean_Node,122.145,(c)) (H8,257.248,(c)) (135-sesquisquare,6')", "(Pluto,252.897,(r)) (H1,72.836,(p)) (opposition,4')\n(H8,270.080,(r)) (Saturn,45.005,(p)) (135-sesquisquare,4')\n(Uranus,319.473,(p)) (H12,49.526,(p)) (square,3')\n(Pluto,252.861,(p)) (H1,72.836,(p)) (opposition,1')\n(Mean_Node,121.339,(r)) (Moon,211.284,(c)) (square,3')\n(Mean_Node,121.339,(r)) (H8,256.399,(c)) (135-sesquisquare,4')\n(Moon,211.284,(c)) (H8,256.399,(c)) (45-semisquare,7')", "(Mercury,333.413,(r)) (Moon,288.173,(p)) (45-semisquare,14')\n(Uranus,318.702,(r)) (Moon,288.173,(p)) (30-semisextile,32')", "(Mercury,333.413,(r)) (Moon,288.400,(p)) (45-semisquare,1')\n(Uranus,318.702,(r)) (Moon,288.400,(p)) (30-semisextile,18')", "(Venus,349.580,(p)) (H3,139.714,(p)) (150-quincunx,8')\n(Uranus,319.547,(p)) (H3,139.714,(p)) (opposition,10')", "(Saturn,45.340,(p)) (H1,75.212,(p)) (30-semisextile,8')\n(Mars,21.370,(r)) (Moon,171.608,(c)) (150-quincunx,14')\n(Uranus,317.658,(c)) (H10,317.832,(c)) (conjunction,10')", "(Saturn,45.365,(p)) (H1,75.394,(p)) (30-semisextile,2')\n(Uranus,318.702,(r)) (Moon,168.453,(c)) (150-quincunx,15')\n(Uranus,317.646,(c)) (H10,317.612,(c)) (conjunction,2')", "(Venus,327.415,(r)) (H4,177.249,(p)) (150-quincunx,10')\n(Mean_Node,121.339,(r)) (Moon,331.528,(p)) (150-quincunx,11')\n(Venus,353.441,(p)) (H12,53.512,(p)) (sextile,4')\n(Pluto,252.897,(r)) (H7,222.965,(c)) (30-semisextile,4')\n(Uranus,317.552,(c)) (H12,17.571,(c)) (sextile,1')", "(Mars,21.370,(r)) (Moon,141.346,(c)) (trine,1')\n(Pluto,252.897,(r)) (H1,42.747,(c)) (150-quincunx,9')\n(Pluto,252.717,(c)) (H1,42.747,(c)) (150-quincunx,2')", '17', "(Mean_Node,121.339,(r)) (Moon,346.132,(p)) (135-sesquisquare,12')\n(Venus,327.415,(r)) (H9,282.345,(c)) (45-semisquare,4')\n(H1,60.038,(r)) (Venus,299.987,(c)) (trine,3')", "(H1,60.038,(r)) (Sun,14.881,(p)) (45-semisquare,9')\n(H1,60.038,(r)) (Mean_Node,120.070,(p)) (sextile,2')\n(Mean_Node,120.070,(p)) (H4,180.130,(p)) (sextile,4')\n(H3,122.636,(r)) (Mean_Node,122.609,(c)) (conjunction,2')\n(Moon,102.960,(c)) (H4,133.204,(c)) (30-semisextile,15')", "(H1,60.038,(r)) (Sun,14.905,(p)) (45-semisquare,8')\n(Venus,327.415,(r)) (Moon,102.598,(c)) (135-sesquisquare,11')\n(Mercury,345.006,(c)) (H6,194.896,(c)) (150-quincunx,7')", 65]
