['Time, Count, opp/conj: 0', 'sqr/tri/sext: 0', 'major: 0', 'minor: 0']
['23:27:04, 29, opp/conj: 0', 'sqr/tri/sext: 13', 'major: 13', 'minor: 16']
['23:27:12, 29, opp/conj: 0', 'sqr/tri/sext: 13', 'major: 13', 'minor: 16']
['23:27:20, 29, opp/conj: 0', 'sqr/tri/sext: 14', 'major: 14', 'minor: 15']
['23:27:28, 25, opp/conj: 0', 'sqr/tri/sext: 11', 'major: 11', 'minor: 14']
['23:27:36, 27, opp/conj: 0', 'sqr/tri/sext: 12', 'major: 12', 'minor: 15']
['23:27:44, 28, opp/conj: 0', 'sqr/tri/sext: 15', 'major: 15', 'minor: 13']
['23:27:51, 26, opp/conj: 0', 'sqr/tri/sext: 14', 'major: 14', 'minor: 12']
['23:27:59, 25, opp/conj: 0', 'sqr/tri/sext: 13', 'major: 13', 'minor: 12']
['23:28:07, 22, opp/conj: 0', 'sqr/tri/sext: 13', 'major: 13', 'minor: 9']
['23:28:15, 20, opp/conj: 0', 'sqr/tri/sext: 11', 'major: 11', 'minor: 9']
['23:28:23, 19, opp/conj: 0', 'sqr/tri/sext: 11', 'major: 11', 'minor: 8']
['23:28:31, 17, opp/conj: 0', 'sqr/tri/sext: 11', 'major: 11', 'minor: 6']
['23:28:39, 17, opp/conj: 1', 'sqr/tri/sext: 10', 'major: 11', 'minor: 6']
['23:28:47, 15, opp/conj: 1', 'sqr/tri/sext: 11', 'major: 12', 'minor: 3']
['23:28:56, 14, opp/conj: 1', 'sqr/tri/sext: 11', 'major: 12', 'minor: 2']
['23:29:04, 13, opp/conj: 1', 'sqr/tri/sext: 10', 'major: 11', 'minor: 2']
['23:29:12, 14, opp/conj: 1', 'sqr/tri/sext: 10', 'major: 11', 'minor: 3']
['23:29:20, 16, opp/conj: 1', 'sqr/tri/sext: 12', 'major: 13', 'minor: 3']
['23:29:28, 15, opp/conj: 2', 'sqr/tri/sext: 11', 'major: 13', 'minor: 2']
['23:29:36, 15, opp/conj: 2', 'sqr/tri/sext: 10', 'major: 12', 'minor: 3']
['23:29:44, 19, opp/conj: 3', 'sqr/tri/sext: 11', 'major: 14', 'minor: 5']
['23:29:52, 20, opp/conj: 3', 'sqr/tri/sext: 12', 'major: 15', 'minor: 5']
['23:30:00, 23, opp/conj: 4', 'sqr/tri/sext: 13', 'major: 17', 'minor: 6']
['23:30:08, 21, opp/conj: 3', 'sqr/tri/sext: 10', 'major: 13', 'minor: 8']
['23:30:16, 24, opp/conj: 3', 'sqr/tri/sext: 12', 'major: 15', 'minor: 9']
['23:30:24, 24, opp/conj: 3', 'sqr/tri/sext: 10', 'major: 13', 'minor: 11']
['23:30:32, 24, opp/conj: 3', 'sqr/tri/sext: 10', 'major: 13', 'minor: 11']
['23:30:40, 26, opp/conj: 3', 'sqr/tri/sext: 10', 'major: 13', 'minor: 13']
['23:30:48, 28, opp/conj: 2', 'sqr/tri/sext: 11', 'major: 13', 'minor: 15']
['23:30:56, 31, opp/conj: 2', 'sqr/tri/sext: 13', 'major: 15', 'minor: 16']
['23:31:04, 28, opp/conj: 2', 'sqr/tri/sext: 11', 'major: 13', 'minor: 15']
['23:31:12, 26, opp/conj: 2', 'sqr/tri/sext: 9', 'major: 11', 'minor: 15']
['23:31:20, 24, opp/conj: 2', 'sqr/tri/sext: 8', 'major: 10', 'minor: 14']
['23:31:28, 26, opp/conj: 2', 'sqr/tri/sext: 8', 'major: 10', 'minor: 16']
['23:31:36, 26, opp/conj: 2', 'sqr/tri/sext: 9', 'major: 11', 'minor: 15']
['23:31:44, 26, opp/conj: 2', 'sqr/tri/sext: 8', 'major: 10', 'minor: 16']
['23:31:52, 26, opp/conj: 3', 'sqr/tri/sext: 10', 'major: 13', 'minor: 13']
['23:32:00, 25, opp/conj: 3', 'sqr/tri/sext: 10', 'major: 13', 'minor: 12']
['23:32:08, 21, opp/conj: 3', 'sqr/tri/sext: 6', 'major: 9', 'minor: 12']
['23:32:16, 19, opp/conj: 2', 'sqr/tri/sext: 5', 'major: 7', 'minor: 12']
['23:32:24, 22, opp/conj: 2', 'sqr/tri/sext: 6', 'major: 8', 'minor: 14']
['23:32:32, 23, opp/conj: 2', 'sqr/tri/sext: 8', 'major: 10', 'minor: 13']
['23:32:40, 23, opp/conj: 1', 'sqr/tri/sext: 8', 'major: 9', 'minor: 14']
['23:32:48, 27, opp/conj: 2', 'sqr/tri/sext: 9', 'major: 11', 'minor: 16']
['23:32:56, 28, opp/conj: 2', 'sqr/tri/sext: 11', 'major: 13', 'minor: 15']
