['Time', 'Event0', 'Event1', 'Event2', 'Event3', 'Event4', 'Event5', 'Event6', 'Event7', 'Event8', 'Event9', 'Event10', 'Event11', 'Event12', 'Event13', 'Event14', 'Count']
['12:31:52', "(Mars,182.529,(r)) (ASC,272.581,(d)) (square,3')", '', "(Mars,182.529,(r)) (MC,227.621,(d)) (45-semisquare,6')", '', '', "(Neptune,176.023,(r)) (MC,176.148,(c)) (conjunction,7')", '', '', "(ASC,259.063,(r)) (Neptune,214.119,(d)) (45-semisquare,3')\n(Mercury,218.285,(r)) (MC,173.319,(c)) (45-semisquare,2')", '', '', '', "(MC,204.784,(r)) (Uranus,24.801,(c)) (opposition,1')", "(ASC,259.063,(r)) (Moon,229.011,(d)) (30-semisextile,3')", '', 7]
['12:32:00', "(Mars,182.529,(r)) (ASC,272.613,(d)) (square,5')\n(Neptune,176.023,(r)) (MC,220.956,(d)) (45-semisquare,4')", '', '', '', "(Moon,300.947,(r)) (ASC,240.873,(c)) (sextile,4')", "(Neptune,176.023,(r)) (MC,176.184,(c)) (conjunction,10')", '', '', "(ASC,259.090,(r)) (Neptune,214.128,(d)) (45-semisquare,2')\n(Mercury,218.285,(r)) (MC,173.355,(c)) (45-semisquare,4')", '', '', '', "(MC,204.819,(r)) (Uranus,24.798,(c)) (opposition,1')", '', '', 7]
['12:32:08', "(Neptune,176.023,(r)) (MC,220.990,(d)) (45-semisquare,2')", '', '', '', "(Moon,300.948,(r)) (ASC,240.897,(c)) (sextile,3')", '', '', '', "(ASC,259.117,(r)) (Neptune,214.137,(d)) (45-semisquare,1')", '', '', '', "(MC,204.854,(r)) (Uranus,24.794,(c)) (opposition,4')", '', '', 4]
['12:32:15', "(Neptune,176.023,(r)) (MC,221.024,(d)) (45-semisquare,0')", "(Venus,152.981,(r)) (ASC,242.891,(c)) (square,5')", '', '', "(Moon,300.950,(r)) (ASC,240.921,(c)) (sextile,2')\n(Jupiter,43.714,(r)) (MC,178.624,(c)) (135-sesquisquare,5')", '', '', '', "(ASC,259.144,(r)) (Neptune,214.146,(d)) (45-semisquare,0')", '', '', '', "(MC,204.890,(r)) (Uranus,24.791,(c)) (opposition,6')", '', '', 6]
['12:32:23', "(Neptune,176.023,(r)) (MC,221.058,(d)) (45-semisquare,2')", "(Venus,152.981,(r)) (ASC,242.915,(c)) (square,4')", "(Mars,182.529,(r)) (ASC,242.456,(c)) (sextile,4')", '', "(Moon,300.951,(r)) (ASC,240.944,(c)) (sextile,0')\n(Jupiter,43.714,(r)) (MC,178.660,(c)) (135-sesquisquare,3')", '', '', '', "(ASC,259.171,(r)) (Neptune,214.156,(d)) (45-semisquare,1')", '', '', '', "(MC,204.925,(r)) (Moon,249.999,(c)) (45-semisquare,4')\n(MC,204.925,(r)) (Uranus,24.787,(c)) (opposition,8')", '', "(MC,204.925,(r)) (Mean_Node,234.997,(d)) (30-semisextile,4')", 9]
['12:32:31', "(Neptune,176.023,(r)) (MC,221.092,(d)) (45-semisquare,4')", "(Venus,152.981,(r)) (ASC,242.939,(c)) (square,3')", "(Mars,182.529,(r)) (ASC,242.479,(c)) (sextile,3')", '', "(Moon,300.952,(r)) (ASC,240.968,(c)) (sextile,1')\n(Jupiter,43.714,(r)) (MC,178.697,(c)) (135-sesquisquare,1')", '', '', '', "(ASC,259.198,(r)) (Neptune,214.165,(d)) (45-semisquare,2')", '', '', '', "(MC,204.961,(r)) (Moon,250.007,(c)) (45-semisquare,3')\n(MC,204.961,(r)) (Uranus,24.784,(c)) (opposition,11')", '', "(MC,204.961,(r)) (Mean_Node,235.005,(d)) (30-semisextile,3')", 9]
['12:32:39', '', "(Venus,152.981,(r)) (ASC,242.963,(c)) (square,1')", "(Mars,182.529,(r)) (ASC,242.503,(c)) (sextile,2')", '', "(Sun,196.064,(r)) (ASC,240.992,(c)) (45-semisquare,4')\n(Moon,300.953,(r)) (ASC,240.992,(c)) (sextile,2')\n(Jupiter,43.714,(r)) (MC,178.733,(c)) (135-sesquisquare,1')", '', '', '', "(ASC,259.224,(r)) (Neptune,214.174,(d)) (45-semisquare,3')", '', '', '', "(MC,204.996,(r)) (Moon,250.015,(c)) (45-semisquare,1')", '', "(MC,204.996,(r)) (Mean_Node,235.014,(d)) (30-semisextile,1')", 8]
['12:32:47', '', "(Venus,152.981,(r)) (ASC,242.987,(c)) (square,0')", "(Mars,182.529,(r)) (ASC,242.527,(c)) (sextile,0')", '', "(Sun,196.064,(r)) (ASC,241.016,(c)) (45-semisquare,3')\n(Moon,300.954,(r)) (ASC,241.016,(c)) (sextile,4')\n(Jupiter,43.714,(r)) (MC,178.770,(c)) (135-sesquisquare,3')", '', '', '', "(ASC,259.251,(r)) (Neptune,214.183,(d)) (45-semisquare,4')\n(MC,205.031,(r)) (Saturn,70.121,(d)) (135-sesquisquare,5')", '', '', '', "(MC,205.031,(r)) (Moon,250.023,(c)) (45-semisquare,1')", '', "(MC,205.031,(r)) (Mean_Node,235.022,(d)) (30-semisextile,1')", 9]
['12:32:56', '', "(Venus,152.982,(r)) (ASC,243.011,(c)) (square,2')", "(Mars,182.529,(r)) (ASC,242.551,(c)) (sextile,1')", '', "(Sun,196.064,(r)) (ASC,241.039,(c)) (45-semisquare,1')\n(Moon,300.955,(r)) (ASC,241.039,(c)) (sextile,5')\n(Jupiter,43.714,(r)) (MC,178.806,(c)) (135-sesquisquare,6')", '', '', '', "(ASC,259.278,(r)) (Neptune,214.192,(d)) (45-semisquare,5')\n(MC,205.067,(r)) (Saturn,70.125,(d)) (135-sesquisquare,3')", '', "(MC,205.067,(r)) (Uranus,25.228,(c)) (opposition,10')", '', "(MC,205.067,(r)) (Moon,250.031,(c)) (45-semisquare,2')", '', "(MC,205.067,(r)) (Mean_Node,235.031,(d)) (30-semisextile,2')\n(ASC,259.278,(r)) (Uranus,19.341,(c)) (trine,4')", 11]
['12:33:04', '', "(Venus,152.982,(r)) (ASC,243.035,(c)) (square,3')", "(Mars,182.530,(r)) (ASC,242.575,(c)) (sextile,3')", '', "(Sun,196.064,(r)) (ASC,241.063,(c)) (45-semisquare,0')", '', '', '', "(MC,205.102,(r)) (Saturn,70.129,(d)) (135-sesquisquare,2')", '', "(MC,205.102,(r)) (Uranus,25.224,(c)) (opposition,7')", '', "(MC,205.102,(r)) (Moon,250.039,(c)) (45-semisquare,4')", '', "(MC,205.102,(r)) (Mean_Node,235.040,(d)) (30-semisextile,4')\n(ASC,259.305,(r)) (Uranus,19.337,(c)) (trine,2')", 8]
['12:33:12', "(Venus,152.982,(r)) (ASC,272.900,(d)) (trine,5')", "(Venus,152.982,(r)) (ASC,243.059,(c)) (square,5')", "(Mars,182.530,(r)) (ASC,242.599,(c)) (sextile,4')", '', "(Sun,196.064,(r)) (ASC,241.087,(c)) (45-semisquare,1')", '', '', '', "(MC,205.138,(r)) (Saturn,70.132,(d)) (135-sesquisquare,0')", '', "(MC,205.138,(r)) (Uranus,85.220,(d)) (trine,5')\n(MC,205.138,(r)) (Uranus,25.220,(c)) (opposition,5')", '', "(MC,205.138,(r)) (Moon,250.047,(c)) (45-semisquare,5')", '', "(MC,205.138,(r)) (Mean_Node,235.048,(d)) (30-semisextile,5')\n(ASC,259.332,(r)) (Uranus,19.332,(c)) (trine,0')", 10]
['12:33:20', "(Venus,152.982,(r)) (ASC,272.932,(d)) (trine,3')", '', "(Mars,182.530,(r)) (ASC,242.623,(c)) (sextile,6')", "(Uranus,55.558,(r)) (ASC,280.474,(d)) (135-sesquisquare,5')", "(Sun,196.064,(r)) (ASC,241.111,(c)) (45-semisquare,3')", '', '', '', "(MC,205.173,(r)) (Saturn,70.136,(d)) (135-sesquisquare,2')", '', "(MC,205.173,(r)) (Uranus,85.222,(d)) (trine,3')\n(MC,205.173,(r)) (Uranus,25.217,(c)) (opposition,3')", '', '', '', "(ASC,259.359,(r)) (Uranus,19.328,(c)) (trine,2')", 8]
['12:33:28', "(Venus,152.982,(r)) (ASC,272.964,(d)) (trine,1')", '', '', "(Uranus,55.558,(r)) (ASC,280.510,(d)) (135-sesquisquare,3')\n(ASC,259.386,(r)) (Sun,169.464,(c)) (square,5')", "(Sun,196.064,(r)) (ASC,241.134,(c)) (45-semisquare,4')", '', '', '', "(MC,205.208,(r)) (Saturn,70.140,(d)) (135-sesquisquare,4')", '', "(MC,205.208,(r)) (Uranus,85.224,(d)) (trine,1')\n(MC,205.208,(r)) (Uranus,25.213,(c)) (opposition,0')", '', '', '', "(ASC,259.386,(r)) (Uranus,19.324,(c)) (trine,4')", 8]
['12:33:36', "(Venus,152.982,(r)) (ASC,272.996,(d)) (trine,1')\n(ASC,259.413,(r)) (Moon,304.505,(d)) (45-semisquare,6')", '', '', "(Uranus,55.558,(r)) (ASC,280.546,(d)) (135-sesquisquare,1')\n(ASC,259.413,(r)) (Sun,169.457,(c)) (square,3')", '', '', '', '', '', "(MC,205.244,(r)) (Mars,145.296,(c)) (sextile,3')", "(MC,205.244,(r)) (Uranus,85.226,(d)) (trine,1')\n(MC,205.244,(r)) (Uranus,25.210,(c)) (opposition,2')", '', '', "(Uranus,55.558,(r)) (ASC,295.497,(d)) (trine,4')", '', 8]
['12:33:44', "(Venus,152.982,(r)) (ASC,273.028,(d)) (trine,3')\n(ASC,259.440,(r)) (Moon,304.524,(d)) (45-semisquare,5')", '', '', "(Uranus,55.558,(r)) (ASC,280.582,(d)) (135-sesquisquare,1')\n(ASC,259.440,(r)) (Sun,169.451,(c)) (square,1')", '', '', '', '', '', "(MC,205.279,(r)) (Mars,145.289,(c)) (sextile,1')", "(MC,205.279,(r)) (Uranus,85.228,(d)) (trine,3')\n(MC,205.279,(r)) (Uranus,25.206,(c)) (opposition,4')", '', '', "(Uranus,55.558,(r)) (ASC,295.543,(d)) (trine,1')", '', 8]
['12:33:52', "(Venus,152.982,(r)) (ASC,273.060,(d)) (trine,5')\n(ASC,259.467,(r)) (Moon,304.543,(d)) (45-semisquare,5')", '', '', "(Uranus,55.558,(r)) (ASC,280.618,(d)) (135-sesquisquare,4')\n(ASC,259.467,(r)) (Sun,169.444,(c)) (square,1')", '', '', '', '', '', "(MC,205.315,(r)) (Mars,145.281,(c)) (sextile,2')", "(MC,205.315,(r)) (Uranus,85.229,(d)) (trine,5')\n(MC,205.315,(r)) (Uranus,25.203,(c)) (opposition,7')", '', '', "(Moon,300.964,(r)) (MC,240.888,(d)) (sextile,5')\n(Uranus,55.558,(r)) (ASC,295.589,(d)) (trine,2')", "(ASC,259.467,(r)) (Saturn,79.646,(d)) (opposition,11')", 10]
['12:33:59', "(ASC,259.495,(r)) (Moon,304.562,(d)) (45-semisquare,4')", '', '', "(ASC,259.495,(r)) (Sun,169.438,(c)) (square,3')", '', '', '', '', '', "(MC,205.350,(r)) (Mars,145.273,(c)) (sextile,5')", "(MC,205.350,(r)) (Uranus,25.199,(c)) (opposition,9')", '', '', "(Moon,300.965,(r)) (MC,240.920,(d)) (sextile,3')\n(Uranus,55.558,(r)) (ASC,295.636,(d)) (trine,5')", "(ASC,259.495,(r)) (Saturn,79.650,(d)) (opposition,9')", 7]
['12:34:07', "(ASC,259.522,(r)) (Moon,304.581,(d)) (45-semisquare,4')", '', '', "(ASC,259.522,(r)) (Sun,169.431,(c)) (square,5')", '', '', '', '', '', '', '', '', '', "(Moon,300.966,(r)) (MC,240.952,(d)) (sextile,1')", "(ASC,259.522,(r)) (Saturn,79.654,(d)) (opposition,8')", 4]
['12:34:15', "(ASC,259.549,(r)) (Moon,304.600,(d)) (45-semisquare,3')", '', '', '', '', '', '', '', '', '', '', '', '', "(Moon,300.967,(r)) (MC,240.984,(d)) (sextile,1')", "(ASC,259.549,(r)) (Saturn,79.658,(d)) (opposition,7')", 3]
['12:34:23', "(ASC,259.576,(r)) (Moon,304.618,(d)) (45-semisquare,3')", '', '', '', '', '', "(Uranus,55.558,(r)) (MC,175.487,(c)) (trine,4')", '', '', '', '', '', '', "(Moon,300.968,(r)) (MC,241.016,(d)) (sextile,3')", "(ASC,259.576,(r)) (Saturn,79.662,(d)) (opposition,5')", 4]
['12:34:31', "(ASC,259.603,(r)) (Moon,304.637,(d)) (45-semisquare,2')", '', '', '', '', '', "(Uranus,55.558,(r)) (MC,175.524,(c)) (trine,2')", '', '', '', '', '', '', "(Moon,300.969,(r)) (MC,241.048,(d)) (sextile,5')", "(ASC,259.603,(r)) (Saturn,79.666,(d)) (opposition,4')", 4]
['12:34:39', "(ASC,259.630,(r)) (Moon,304.655,(d)) (45-semisquare,2')", '', '', "(ASC,259.630,(r)) (Uranus,34.715,(c)) (135-sesquisquare,5')", '', '', "(Uranus,55.558,(r)) (MC,175.560,(c)) (trine,0')", '', '', '', '', '', '', "(MC,205.527,(r)) (Mercury,250.591,(d)) (45-semisquare,4')", "(ASC,259.630,(r)) (Saturn,79.670,(d)) (opposition,2')", 5]
['12:34:47', "(ASC,259.657,(r)) (Moon,304.674,(d)) (45-semisquare,1')", '', '', "(ASC,259.657,(r)) (Uranus,34.713,(c)) (135-sesquisquare,3')", '', '', "(Uranus,55.558,(r)) (MC,175.597,(c)) (trine,2')", '', '', '', '', '', '', "(MC,205.562,(r)) (Mercury,250.595,(d)) (45-semisquare,2')", "(ASC,259.657,(r)) (Saturn,79.674,(d)) (opposition,1')", 5]
['12:34:56', "(ASC,259.684,(r)) (Moon,304.693,(d)) (45-semisquare,1')", '', '', "(ASC,259.684,(r)) (Uranus,34.710,(c)) (135-sesquisquare,2')", '', '', "(Uranus,55.558,(r)) (MC,175.633,(c)) (trine,5')", '', '', '', '', '', "(MC,205.597,(r)) (Uranus,85.687,(d)) (trine,5')", "(MC,205.597,(r)) (Mercury,250.599,(d)) (45-semisquare,0')", "(ASC,259.684,(r)) (Saturn,79.678,(d)) (opposition,0')", 6]
['12:35:04', "(ASC,259.711,(r)) (Moon,304.711,(d)) (45-semisquare,0')", '', '', "(ASC,259.711,(r)) (Uranus,34.708,(c)) (135-sesquisquare,0')", '', '', '', '', '', '', '', '', "(MC,205.633,(r)) (Uranus,85.689,(d)) (trine,3')", "(MC,205.633,(r)) (Mercury,250.604,(d)) (45-semisquare,2')", "(ASC,259.711,(r)) (Saturn,79.683,(d)) (opposition,2')", 5]
['12:35:12', "(ASC,259.738,(r)) (Moon,304.729,(d)) (45-semisquare,1')", '', '', "(ASC,259.738,(r)) (Uranus,34.706,(c)) (135-sesquisquare,2')", '', '', '', '', '', '', '', '', "(MC,205.668,(r)) (Uranus,85.691,(d)) (trine,1')", "(MC,205.668,(r)) (Mercury,250.608,(d)) (45-semisquare,4')", "(ASC,259.738,(r)) (Saturn,79.687,(d)) (opposition,3')", 5]
['12:35:20', "(ASC,259.765,(r)) (Moon,304.748,(d)) (45-semisquare,1')", '', '', "(Moon,300.976,(r)) (MC,180.909,(c)) (trine,4')\n(ASC,259.765,(r)) (Uranus,34.704,(c)) (135-sesquisquare,4')", '', '', '', '', '', '', '', "(ASC,259.765,(r)) (Mean_Node,229.855,(d)) (30-semisextile,5')", "(MC,205.704,(r)) (Uranus,85.693,(d)) (trine,1')", "(MC,205.704,(r)) (Mercury,250.612,(d)) (45-semisquare,5')", "(Mars,182.531,(r)) (ASC,302.459,(d)) (trine,4')\n(ASC,259.765,(r)) (Saturn,79.691,(d)) (opposition,4')", 8]
['12:35:28', "(ASC,259.792,(r)) (Moon,304.766,(d)) (45-semisquare,2')", '', '', "(Moon,300.978,(r)) (MC,180.946,(c)) (trine,2')\n(ASC,259.792,(r)) (Uranus,34.701,(c)) (135-sesquisquare,5')", '', '', '', '', '', '', '', "(ASC,259.792,(r)) (Mean_Node,229.863,(d)) (30-semisextile,4')", "(MC,205.739,(r)) (Uranus,85.694,(d)) (trine,3')", '', "(Mars,182.531,(r)) (ASC,302.511,(d)) (trine,1')\n(ASC,259.792,(r)) (Saturn,79.695,(d)) (opposition,6')", 7]
['12:35:36', "(ASC,259.820,(r)) (Moon,304.784,(d)) (45-semisquare,2')", '', '', "(Moon,300.979,(r)) (MC,180.982,(c)) (trine,0')", '', '', '', '', '', '', '', "(ASC,259.820,(r)) (Mean_Node,229.871,(d)) (30-semisextile,3')", "(MC,205.774,(r)) (Uranus,85.696,(d)) (trine,5')", '', "(Mars,182.531,(r)) (ASC,302.563,(d)) (trine,2')\n(ASC,259.820,(r)) (Saturn,79.699,(d)) (opposition,7')", 6]
['12:35:43', "(ASC,259.847,(r)) (Moon,304.803,(d)) (45-semisquare,3')", '', '', "(Moon,300.980,(r)) (MC,181.018,(c)) (trine,2')", '', '', "(Neptune,176.023,(r)) (MC,175.851,(c)) (conjunction,10')", '', '', '', '', "(ASC,259.847,(r)) (Mean_Node,229.879,(d)) (30-semisextile,2')", '', '', "(Mars,182.531,(r)) (ASC,302.615,(d)) (trine,5')\n(ASC,259.847,(r)) (Saturn,79.703,(d)) (opposition,9')", 6]
['12:35:51', "(ASC,259.874,(r)) (Moon,304.821,(d)) (45-semisquare,3')", '', '', "(Moon,300.981,(r)) (MC,181.055,(c)) (trine,4')", '', '', "(Neptune,176.023,(r)) (MC,175.888,(c)) (conjunction,8')", '', "(Uranus,55.558,(r)) (MC,235.392,(d)) (opposition,10')", '', '', "(ASC,259.874,(r)) (Mean_Node,229.887,(d)) (30-semisextile,1')", '', '', "(ASC,259.874,(r)) (Saturn,79.707,(d)) (opposition,10')", 6]
['12:35:59', "(ASC,259.901,(r)) (Moon,304.839,(d)) (45-semisquare,4')", '', '', '', '', '', "(Neptune,176.023,(r)) (MC,175.924,(c)) (conjunction,6')", '', "(Uranus,55.558,(r)) (MC,235.425,(d)) (opposition,8')", '', '', "(ASC,259.901,(r)) (Mean_Node,229.895,(d)) (30-semisextile,0')", '', '', '', 4]
['12:36:07', "(ASC,259.928,(r)) (Moon,304.857,(d)) (45-semisquare,4')", '', '', '', '', '', "(Neptune,176.023,(r)) (MC,175.961,(c)) (conjunction,4')", '', "(Uranus,55.558,(r)) (MC,235.457,(d)) (opposition,6')", '', '', "(ASC,259.928,(r)) (Mean_Node,229.903,(d)) (30-semisextile,2')", '', '', '', 4]
['12:36:15', "(ASC,259.955,(r)) (Moon,304.875,(d)) (45-semisquare,5')", '', '', '', '', '', "(Neptune,176.023,(r)) (MC,175.997,(c)) (conjunction,2')", '', "(Uranus,55.558,(r)) (MC,235.490,(d)) (opposition,4')", '', '', "(ASC,259.955,(r)) (Mean_Node,229.911,(d)) (30-semisextile,3')", '', '', "(Saturn,43.229,(r)) (MC,163.150,(c)) (trine,5')", 5]
['12:36:23', "(ASC,259.982,(r)) (Moon,304.893,(d)) (45-semisquare,5')\n(MC,205.986,(r)) (Venus,176.059,(d)) (30-semisextile,4')", '', '', '', '', '', "(Neptune,176.023,(r)) (MC,176.033,(c)) (conjunction,1')", '', "(Uranus,55.558,(r)) (MC,235.522,(d)) (opposition,2')", '', '', "(ASC,259.982,(r)) (Mean_Node,229.919,(d)) (30-semisextile,4')", '', '', "(Saturn,43.229,(r)) (MC,163.186,(c)) (trine,3')", 6]
['12:36:31', "(MC,206.022,(r)) (Venus,176.065,(d)) (30-semisextile,3')", '', '', '', '', '', "(Neptune,176.023,(r)) (MC,176.070,(c)) (conjunction,3')", '', "(Uranus,55.558,(r)) (MC,235.555,(d)) (opposition,0')", '', '', "(ASC,260.010,(r)) (Mean_Node,229.927,(d)) (30-semisextile,5')", '', '', "(Saturn,43.229,(r)) (MC,163.222,(c)) (trine,0')", 5]
['12:36:39', "(MC,206.057,(r)) (Venus,176.071,(d)) (30-semisextile,1')", '', "(Mean_Node,190.593,(r)) (ASC,280.519,(d)) (square,4')", '', '', '', "(Neptune,176.023,(r)) (MC,176.106,(c)) (conjunction,5')", '', "(Uranus,55.558,(r)) (MC,235.587,(d)) (opposition,2')", '', "(Uranus,55.558,(r)) (ASC,235.393,(c)) (opposition,10')", '', '', '', "(Saturn,43.229,(r)) (MC,163.258,(c)) (trine,2')", 6]
['12:36:47', "(MC,206.092,(r)) (Venus,176.077,(d)) (30-semisextile,1')", '', "(Mean_Node,190.593,(r)) (ASC,280.555,(d)) (square,2')", '', '', '', "(Neptune,176.023,(r)) (MC,176.143,(c)) (conjunction,7')", '', "(Uranus,55.558,(r)) (MC,235.620,(d)) (opposition,4')", '', "(Uranus,55.558,(r)) (ASC,235.416,(c)) (opposition,8')", '', '', '', "(Saturn,43.229,(r)) (MC,163.294,(c)) (trine,4')", 6]
['12:36:56', "(MC,206.128,(r)) (Venus,176.083,(d)) (30-semisextile,3')", "(Venus,152.985,(r)) (MC,182.911,(c)) (30-semisextile,4')", "(Mean_Node,190.593,(r)) (ASC,280.591,(d)) (square,0')", '', '', '', "(ASC,260.091,(r)) (Uranus,80.261,(d)) (opposition,10')\n(Neptune,176.023,(r)) (MC,176.179,(c)) (conjunction,9')", '', "(Uranus,55.558,(r)) (MC,235.652,(d)) (opposition,6')", '', "(Uranus,55.558,(r)) (ASC,235.440,(c)) (opposition,7')", '', '', '', '', 7]
['12:37:04', "(MC,206.163,(r)) (Venus,176.089,(d)) (30-semisextile,4')", "(Venus,152.985,(r)) (MC,182.947,(c)) (30-semisextile,2')", "(Mean_Node,190.593,(r)) (ASC,280.627,(d)) (square,2')\n(ASC,260.118,(r)) (Sun,170.207,(c)) (square,5')", '', '', '', "(ASC,260.118,(r)) (Uranus,80.263,(d)) (opposition,9')", '', "(Uranus,55.558,(r)) (MC,235.685,(d)) (opposition,8')", '', "(Uranus,55.558,(r)) (ASC,235.463,(c)) (opposition,6')", '', '', '', '', 7]
['12:37:12', '', "(Venus,152.985,(r)) (MC,182.984,(c)) (30-semisextile,0')", "(Mean_Node,190.593,(r)) (ASC,280.663,(d)) (square,4')\n(ASC,260.146,(r)) (Sun,170.200,(c)) (square,3')", '', '', '', "(ASC,260.146,(r)) (Uranus,80.264,(d)) (opposition,7')", '', "(Uranus,55.558,(r)) (MC,235.717,(d)) (opposition,10')", '', "(Uranus,55.558,(r)) (ASC,235.486,(c)) (opposition,4')", '', '', '', '', 6]
['12:37:20', '', "(Venus,152.985,(r)) (MC,183.020,(c)) (30-semisextile,2')", "(ASC,260.173,(r)) (Sun,170.194,(c)) (square,1')", '', '', '', "(ASC,260.173,(r)) (Uranus,80.266,(d)) (opposition,6')", '', '', '', "(Uranus,55.558,(r)) (ASC,235.509,(c)) (opposition,3')", '', '', '', '', 4]
['12:37:27', '', "(Venus,152.985,(r)) (MC,183.056,(c)) (30-semisextile,4')", "(Mars,182.531,(r)) (MC,182.357,(c)) (conjunction,10')\n(ASC,260.200,(r)) (Sun,170.187,(c)) (square,1')", '', '', '', "(ASC,260.200,(r)) (Uranus,80.268,(d)) (opposition,4')", '', '', '', "(Uranus,55.558,(r)) (ASC,235.533,(c)) (opposition,2')", "(Sun,196.067,(r)) (MC,240.998,(d)) (45-semisquare,4')", '', '', '', 6]
['12:37:35', '', '', "(Mars,182.532,(r)) (MC,182.393,(c)) (conjunction,8')\n(ASC,260.227,(r)) (Sun,170.181,(c)) (square,3')", '', '', '', "(ASC,260.227,(r)) (Uranus,80.269,(d)) (opposition,3')", '', '', '', "(Uranus,55.558,(r)) (ASC,235.556,(c)) (opposition,0')", "(Sun,196.067,(r)) (MC,241.030,(d)) (45-semisquare,2')", '', '', '', 5]
['12:37:43', '', '', "(Mars,182.532,(r)) (MC,182.430,(c)) (conjunction,6')\n(ASC,260.255,(r)) (Sun,170.174,(c)) (square,5')", '', '', '', "(ASC,260.255,(r)) (Uranus,80.271,(d)) (opposition,1')", '', '', '', "(Uranus,55.558,(r)) (ASC,235.579,(c)) (opposition,1')", "(Sun,196.067,(r)) (MC,241.062,(d)) (45-semisquare,0')", '', '', '', 5]
['12:37:51', '', "(ASC,260.282,(r)) (Venus,125.365,(c)) (135-sesquisquare,5')", "(Mars,182.532,(r)) (MC,182.466,(c)) (conjunction,4')", '', '', '', "(ASC,260.282,(r)) (Uranus,80.273,(d)) (opposition,1')", '', '', '', "(Uranus,55.558,(r)) (ASC,235.603,(c)) (opposition,3')", "(Sun,196.067,(r)) (MC,241.094,(d)) (45-semisquare,2')", '', '', '', 5]
['12:37:59', '', "(ASC,260.309,(r)) (Venus,125.361,(c)) (135-sesquisquare,3')", "(Mars,182.532,(r)) (MC,182.502,(c)) (conjunction,2')", "(Venus,152.986,(r)) (ASC,242.892,(c)) (square,6')", "(ASC,260.309,(r)) (Jupiter,20.381,(c)) (trine,4')", '', "(ASC,260.309,(r)) (Uranus,80.274,(d)) (opposition,2')", '', '', '', "(Uranus,55.558,(r)) (ASC,235.626,(c)) (opposition,4')", "(Sun,196.067,(r)) (MC,241.126,(d)) (45-semisquare,3')", '', '', '', 7]
['12:38:07', '', "(ASC,260.336,(r)) (Venus,125.356,(c)) (135-sesquisquare,1')", "(Mars,182.532,(r)) (MC,182.539,(c)) (conjunction,0')", "(Venus,152.986,(r)) (ASC,242.916,(c)) (square,4')", "(ASC,260.336,(r)) (Jupiter,20.378,(c)) (trine,3')", '', "(ASC,260.336,(r)) (Uranus,80.276,(d)) (opposition,4')", '', "(Neptune,176.023,(r)) (MC,235.945,(d)) (sextile,5')\n(ASC,260.336,(r)) (Neptune,140.410,(c)) (trine,4')", '', "(Uranus,55.558,(r)) (ASC,235.649,(c)) (opposition,5')", "(Sun,196.068,(r)) (MC,241.158,(d)) (45-semisquare,5')", '', '', '', 9]
['12:38:15', "(Pluto,124.186,(r)) (ASC,274.125,(d)) (150-quincunx,4')", "(ASC,260.364,(r)) (Venus,125.352,(c)) (135-sesquisquare,1')", "(Mars,182.532,(r)) (MC,182.575,(c)) (conjunction,3')", "(Venus,152.986,(r)) (ASC,242.940,(c)) (square,3')", "(ASC,260.364,(r)) (Jupiter,20.376,(c)) (trine,1')", '', "(ASC,260.364,(r)) (Uranus,80.278,(d)) (opposition,5')", '', "(Neptune,176.023,(r)) (MC,235.977,(d)) (sextile,3')\n(ASC,260.364,(r)) (Neptune,140.403,(c)) (trine,2')", '', "(Uranus,55.558,(r)) (ASC,235.673,(c)) (opposition,7')", '', '', '', '', 9]
['12:38:23', "(Pluto,124.186,(r)) (ASC,274.157,(d)) (150-quincunx,2')", "(ASC,260.391,(r)) (Venus,125.347,(c)) (135-sesquisquare,3')", "(Mars,182.532,(r)) (MC,182.612,(c)) (conjunction,5')", "(Venus,152.986,(r)) (ASC,242.964,(c)) (square,1')", "(ASC,260.391,(r)) (Jupiter,20.373,(c)) (trine,1')", '', "(ASC,260.391,(r)) (Uranus,80.280,(d)) (opposition,7')", '', "(Neptune,176.023,(r)) (MC,236.010,(d)) (sextile,1')\n(ASC,260.391,(r)) (Neptune,140.396,(c)) (trine,0')", '', "(Uranus,55.558,(r)) (ASC,235.696,(c)) (opposition,8')", '', '', '', '', 9]
['12:38:31', "(Pluto,124.186,(r)) (ASC,274.190,(d)) (150-quincunx,0')", "(ASC,260.418,(r)) (Venus,125.342,(c)) (135-sesquisquare,5')", "(Mars,182.532,(r)) (MC,182.648,(c)) (conjunction,7')", "(Venus,152.986,(r)) (ASC,242.988,(c)) (square,0')", "(ASC,260.418,(r)) (Jupiter,20.370,(c)) (trine,3')", '', "(ASC,260.418,(r)) (Uranus,80.281,(d)) (opposition,8')", '', "(Neptune,176.023,(r)) (MC,236.042,(d)) (sextile,1')\n(ASC,260.418,(r)) (Neptune,140.389,(c)) (trine,2')", '', "(Uranus,55.558,(r)) (ASC,235.719,(c)) (opposition,10')", '', "(Uranus,55.558,(r)) (ASC,235.379,(c)) (opposition,11')", '', '', 10]
