['Time, Count, opp/conj: 0', 'sqr/tri/sext: 0', 'major: 0', 'minor: 0']
['20:03:59, 515, opp/conj: 8', 'sqr/tri/sext: 11', 'major: 19', 'minor: 14']
['20:04:07, 497, opp/conj: 8', 'sqr/tri/sext: 9', 'major: 17', 'minor: 16']
['20:04:15, 564, opp/conj: 8', 'sqr/tri/sext: 11', 'major: 19', 'minor: 18']
['20:04:23, 570, opp/conj: 10', 'sqr/tri/sext: 10', 'major: 20', 'minor: 15']
['20:04:31, 555, opp/conj: 10', 'sqr/tri/sext: 11', 'major: 21', 'minor: 14']
['20:04:39, 483, opp/conj: 9', 'sqr/tri/sext: 9', 'major: 18', 'minor: 14']
['20:04:47, 488, opp/conj: 10', 'sqr/tri/sext: 7', 'major: 17', 'minor: 14']
['20:04:56, 400, opp/conj: 9', 'sqr/tri/sext: 5', 'major: 14', 'minor: 10']
['20:05:04, 460, opp/conj: 9', 'sqr/tri/sext: 9', 'major: 18', 'minor: 7']
['20:05:12, 448, opp/conj: 8', 'sqr/tri/sext: 9', 'major: 17', 'minor: 7']
['20:05:20, 412, opp/conj: 7', 'sqr/tri/sext: 9', 'major: 16', 'minor: 7']
['20:05:28, 415, opp/conj: 6', 'sqr/tri/sext: 11', 'major: 17', 'minor: 7']
['20:05:36, 375, opp/conj: 5', 'sqr/tri/sext: 10', 'major: 15', 'minor: 7']
['20:05:43, 261, opp/conj: 4', 'sqr/tri/sext: 6', 'major: 10', 'minor: 8']
['20:05:51, 231, opp/conj: 3', 'sqr/tri/sext: 5', 'major: 8', 'minor: 9']
['20:06:00, 292, opp/conj: 3', 'sqr/tri/sext: 6', 'major: 9', 'minor: 14']
['20:06:08, 287, opp/conj: 3', 'sqr/tri/sext: 5', 'major: 8', 'minor: 16']
['20:06:16, 198, opp/conj: 1', 'sqr/tri/sext: 4', 'major: 5', 'minor: 14']
['20:06:24, 195, opp/conj: 1', 'sqr/tri/sext: 4', 'major: 5', 'minor: 14']
['20:06:32, 185, opp/conj: 1', 'sqr/tri/sext: 3', 'major: 4', 'minor: 14']
['20:06:40, 243, opp/conj: 2', 'sqr/tri/sext: 4', 'major: 6', 'minor: 16']
['20:06:48, 205, opp/conj: 2', 'sqr/tri/sext: 4', 'major: 6', 'minor: 13']
['20:06:56, 181, opp/conj: 2', 'sqr/tri/sext: 3', 'major: 5', 'minor: 11']
['20:07:04, 180, opp/conj: 2', 'sqr/tri/sext: 3', 'major: 5', 'minor: 10']
['20:07:12, 237, opp/conj: 2', 'sqr/tri/sext: 6', 'major: 8', 'minor: 10']
['20:07:20, 246, opp/conj: 2', 'sqr/tri/sext: 6', 'major: 8', 'minor: 9']
['20:07:28, 270, opp/conj: 2', 'sqr/tri/sext: 6', 'major: 8', 'minor: 10']
['20:07:36, 272, opp/conj: 2', 'sqr/tri/sext: 6', 'major: 8', 'minor: 11']
['20:07:44, 267, opp/conj: 2', 'sqr/tri/sext: 6', 'major: 8', 'minor: 9']
['20:07:52, 278, opp/conj: 2', 'sqr/tri/sext: 8', 'major: 10', 'minor: 10']
['20:08:00, 311, opp/conj: 1', 'sqr/tri/sext: 11', 'major: 12', 'minor: 9']
['20:08:08, 362, opp/conj: 2', 'sqr/tri/sext: 11', 'major: 13', 'minor: 12']
['20:08:16, 326, opp/conj: 2', 'sqr/tri/sext: 10', 'major: 12', 'minor: 11']
['20:08:24, 362, opp/conj: 2', 'sqr/tri/sext: 13', 'major: 15', 'minor: 11']
['20:08:32, 326, opp/conj: 2', 'sqr/tri/sext: 12', 'major: 14', 'minor: 10']
['20:08:40, 243, opp/conj: 2', 'sqr/tri/sext: 7', 'major: 9', 'minor: 8']
['20:08:48, 228, opp/conj: 2', 'sqr/tri/sext: 8', 'major: 10', 'minor: 5']
['20:08:56, 236, opp/conj: 2', 'sqr/tri/sext: 9', 'major: 11', 'minor: 5']
['20:09:04, 207, opp/conj: 2', 'sqr/tri/sext: 7', 'major: 9', 'minor: 6']
['20:09:12, 247, opp/conj: 3', 'sqr/tri/sext: 6', 'major: 9', 'minor: 7']
['20:09:20, 256, opp/conj: 3', 'sqr/tri/sext: 6', 'major: 9', 'minor: 8']
['20:09:28, 202, opp/conj: 2', 'sqr/tri/sext: 5', 'major: 7', 'minor: 7']
['20:09:36, 216, opp/conj: 2', 'sqr/tri/sext: 5', 'major: 7', 'minor: 8']
['20:09:44, 192, opp/conj: 2', 'sqr/tri/sext: 5', 'major: 7', 'minor: 7']
['20:09:52, 194, opp/conj: 2', 'sqr/tri/sext: 5', 'major: 7', 'minor: 6']
['20:10:00, 242, opp/conj: 2', 'sqr/tri/sext: 7', 'major: 9', 'minor: 7']
['20:10:08, 287, opp/conj: 4', 'sqr/tri/sext: 7', 'major: 11', 'minor: 6']
['20:10:16, 332, opp/conj: 3', 'sqr/tri/sext: 11', 'major: 14', 'minor: 7']
['20:10:24, 326, opp/conj: 3', 'sqr/tri/sext: 11', 'major: 14', 'minor: 7']
['20:10:32, 300, opp/conj: 3', 'sqr/tri/sext: 10', 'major: 13', 'minor: 6']
['20:10:40, 236, opp/conj: 3', 'sqr/tri/sext: 6', 'major: 9', 'minor: 6']
['20:10:47, 363, opp/conj: 3', 'sqr/tri/sext: 12', 'major: 15', 'minor: 8']
['20:10:56, 372, opp/conj: 3', 'sqr/tri/sext: 12', 'major: 15', 'minor: 9']
['20:11:04, 362, opp/conj: 4', 'sqr/tri/sext: 11', 'major: 15', 'minor: 7']
['20:11:12, 362, opp/conj: 3', 'sqr/tri/sext: 13', 'major: 16', 'minor: 7']
['20:11:20, 350, opp/conj: 4', 'sqr/tri/sext: 10', 'major: 14', 'minor: 8']
['20:11:28, 377, opp/conj: 4', 'sqr/tri/sext: 13', 'major: 17', 'minor: 7']
['20:11:36, 348, opp/conj: 4', 'sqr/tri/sext: 12', 'major: 16', 'minor: 5']
['20:11:44, 349, opp/conj: 4', 'sqr/tri/sext: 12', 'major: 16', 'minor: 6']
['20:11:52, 376, opp/conj: 4', 'sqr/tri/sext: 11', 'major: 15', 'minor: 11']
['20:12:00, 298, opp/conj: 3', 'sqr/tri/sext: 8', 'major: 11', 'minor: 12']
['20:12:08, 335, opp/conj: 3', 'sqr/tri/sext: 8', 'major: 11', 'minor: 16']
['20:12:16, 309, opp/conj: 3', 'sqr/tri/sext: 5', 'major: 8', 'minor: 19']
['20:12:24, 345, opp/conj: 3', 'sqr/tri/sext: 6', 'major: 9', 'minor: 19']
['20:12:31, 337, opp/conj: 3', 'sqr/tri/sext: 5', 'major: 8', 'minor: 20']
['20:12:39, 320, opp/conj: 2', 'sqr/tri/sext: 6', 'major: 8', 'minor: 20']
['20:12:47, 337, opp/conj: 2', 'sqr/tri/sext: 7', 'major: 9', 'minor: 21']
['20:12:56, 246, opp/conj: 1', 'sqr/tri/sext: 6', 'major: 7', 'minor: 17']
['20:13:04, 206, opp/conj: 2', 'sqr/tri/sext: 4', 'major: 6', 'minor: 13']
['20:13:12, 209, opp/conj: 2', 'sqr/tri/sext: 4', 'major: 6', 'minor: 14']
['20:13:20, 221, opp/conj: 2', 'sqr/tri/sext: 7', 'major: 9', 'minor: 8']
['20:13:28, 273, opp/conj: 2', 'sqr/tri/sext: 8', 'major: 10', 'minor: 12']
['20:13:36, 282, opp/conj: 2', 'sqr/tri/sext: 8', 'major: 10', 'minor: 13']
['20:13:44, 297, opp/conj: 2', 'sqr/tri/sext: 8', 'major: 10', 'minor: 15']
['20:13:52, 325, opp/conj: 2', 'sqr/tri/sext: 8', 'major: 10', 'minor: 18']
['20:14:00, 340, opp/conj: 3', 'sqr/tri/sext: 7', 'major: 10', 'minor: 19']
['20:14:08, 326, opp/conj: 3', 'sqr/tri/sext: 6', 'major: 9', 'minor: 18']
['20:14:15, 309, opp/conj: 3', 'sqr/tri/sext: 7', 'major: 10', 'minor: 14']
['20:14:23, 340, opp/conj: 3', 'sqr/tri/sext: 7', 'major: 10', 'minor: 16']
['20:14:31, 263, opp/conj: 3', 'sqr/tri/sext: 5', 'major: 8', 'minor: 11']
['20:14:39, 248, opp/conj: 3', 'sqr/tri/sext: 4', 'major: 7', 'minor: 11']
['20:14:47, 231, opp/conj: 3', 'sqr/tri/sext: 3', 'major: 6', 'minor: 13']
['20:14:56, 200, opp/conj: 3', 'sqr/tri/sext: 2', 'major: 5', 'minor: 13']
['20:15:04, 230, opp/conj: 3', 'sqr/tri/sext: 4', 'major: 7', 'minor: 13']
['20:15:12, 192, opp/conj: 3', 'sqr/tri/sext: 4', 'major: 7', 'minor: 9']
['20:15:20, 193, opp/conj: 3', 'sqr/tri/sext: 4', 'major: 7', 'minor: 9']
['20:15:28, 257, opp/conj: 3', 'sqr/tri/sext: 7', 'major: 10', 'minor: 10']
['20:15:36, 236, opp/conj: 2', 'sqr/tri/sext: 8', 'major: 10', 'minor: 7']
['20:15:44, 289, opp/conj: 2', 'sqr/tri/sext: 11', 'major: 13', 'minor: 7']
['20:15:51, 302, opp/conj: 2', 'sqr/tri/sext: 12', 'major: 14', 'minor: 8']
['20:15:59, 341, opp/conj: 3', 'sqr/tri/sext: 12', 'major: 15', 'minor: 9']
['20:16:07, 338, opp/conj: 3', 'sqr/tri/sext: 11', 'major: 14', 'minor: 11']
['20:16:15, 301, opp/conj: 2', 'sqr/tri/sext: 8', 'major: 10', 'minor: 15']
['20:16:23, 264, opp/conj: 2', 'sqr/tri/sext: 8', 'major: 10', 'minor: 13']
['20:16:31, 276, opp/conj: 2', 'sqr/tri/sext: 8', 'major: 10', 'minor: 13']
['20:16:39, 345, opp/conj: 2', 'sqr/tri/sext: 11', 'major: 13', 'minor: 14']
['20:16:47, 338, opp/conj: 2', 'sqr/tri/sext: 10', 'major: 12', 'minor: 13']
['20:16:56, 341, opp/conj: 2', 'sqr/tri/sext: 12', 'major: 14', 'minor: 10']
['20:17:04, 376, opp/conj: 2', 'sqr/tri/sext: 14', 'major: 16', 'minor: 10']
['20:17:12, 338, opp/conj: 2', 'sqr/tri/sext: 11', 'major: 13', 'minor: 11']
['20:17:20, 352, opp/conj: 2', 'sqr/tri/sext: 10', 'major: 12', 'minor: 12']
['20:17:28, 298, opp/conj: 2', 'sqr/tri/sext: 9', 'major: 11', 'minor: 10']
['20:17:36, 288, opp/conj: 2', 'sqr/tri/sext: 8', 'major: 10', 'minor: 12']
['20:17:44, 292, opp/conj: 2', 'sqr/tri/sext: 7', 'major: 9', 'minor: 13']
['20:17:52, 326, opp/conj: 1', 'sqr/tri/sext: 11', 'major: 12', 'minor: 11']
['20:18:00, 314, opp/conj: 1', 'sqr/tri/sext: 10', 'major: 11', 'minor: 11']
['20:18:08, 288, opp/conj: 1', 'sqr/tri/sext: 10', 'major: 11', 'minor: 9']
['20:18:16, 284, opp/conj: 1', 'sqr/tri/sext: 10', 'major: 11', 'minor: 8']
['20:18:24, 299, opp/conj: 1', 'sqr/tri/sext: 10', 'major: 11', 'minor: 9']
['20:18:32, 273, opp/conj: 1', 'sqr/tri/sext: 10', 'major: 11', 'minor: 7']
['20:18:40, 195, opp/conj: 1', 'sqr/tri/sext: 7', 'major: 8', 'minor: 6']
['20:18:48, 180, opp/conj: 1', 'sqr/tri/sext: 6', 'major: 7', 'minor: 7']
['20:18:56, 200, opp/conj: 1', 'sqr/tri/sext: 6', 'major: 7', 'minor: 8']
['20:19:04, 206, opp/conj: 1', 'sqr/tri/sext: 5', 'major: 6', 'minor: 11']
['20:19:12, 167, opp/conj: 1', 'sqr/tri/sext: 4', 'major: 5', 'minor: 8']
['20:19:20, 175, opp/conj: 1', 'sqr/tri/sext: 5', 'major: 6', 'minor: 7']
['20:19:28, 196, opp/conj: 2', 'sqr/tri/sext: 5', 'major: 7', 'minor: 8']
['20:19:36, 260, opp/conj: 3', 'sqr/tri/sext: 8', 'major: 11', 'minor: 8']
['20:19:44, 277, opp/conj: 4', 'sqr/tri/sext: 9', 'major: 13', 'minor: 6']
['20:19:52, 271, opp/conj: 4', 'sqr/tri/sext: 10', 'major: 14', 'minor: 6']
['20:20:00, 251, opp/conj: 4', 'sqr/tri/sext: 8', 'major: 12', 'minor: 7']
['20:20:08, 248, opp/conj: 4', 'sqr/tri/sext: 8', 'major: 12', 'minor: 7']
['20:20:16, 233, opp/conj: 4', 'sqr/tri/sext: 7', 'major: 11', 'minor: 8']
['20:20:24, 285, opp/conj: 4', 'sqr/tri/sext: 9', 'major: 13', 'minor: 10']
['20:20:32, 291, opp/conj: 5', 'sqr/tri/sext: 6', 'major: 11', 'minor: 12']
['20:20:40, 303, opp/conj: 5', 'sqr/tri/sext: 5', 'major: 10', 'minor: 13']
['20:20:48, 363, opp/conj: 7', 'sqr/tri/sext: 6', 'major: 13', 'minor: 15']
['20:20:56, 433, opp/conj: 8', 'sqr/tri/sext: 8', 'major: 16', 'minor: 15']
['20:21:04, 453, opp/conj: 8', 'sqr/tri/sext: 9', 'major: 17', 'minor: 16']
['20:21:12, 415, opp/conj: 8', 'sqr/tri/sext: 8', 'major: 16', 'minor: 13']
['20:21:20, 465, opp/conj: 8', 'sqr/tri/sext: 11', 'major: 19', 'minor: 12']
['20:21:28, 411, opp/conj: 7', 'sqr/tri/sext: 11', 'major: 18', 'minor: 9']
['20:21:36, 387, opp/conj: 6', 'sqr/tri/sext: 11', 'major: 17', 'minor: 10']
['20:21:44, 334, opp/conj: 6', 'sqr/tri/sext: 10', 'major: 16', 'minor: 6']
['20:21:52, 314, opp/conj: 6', 'sqr/tri/sext: 9', 'major: 15', 'minor: 7']
['20:22:00, 378, opp/conj: 6', 'sqr/tri/sext: 12', 'major: 18', 'minor: 7']
['20:22:08, 349, opp/conj: 6', 'sqr/tri/sext: 12', 'major: 18', 'minor: 5']
['20:22:16, 360, opp/conj: 6', 'sqr/tri/sext: 12', 'major: 18', 'minor: 6']
['20:22:24, 359, opp/conj: 5', 'sqr/tri/sext: 13', 'major: 18', 'minor: 6']
['20:22:32, 413, opp/conj: 5', 'sqr/tri/sext: 13', 'major: 18', 'minor: 11']
['20:22:39, 312, opp/conj: 3', 'sqr/tri/sext: 11', 'major: 14', 'minor: 11']
['20:22:47, 382, opp/conj: 3', 'sqr/tri/sext: 14', 'major: 17', 'minor: 13']
['20:22:56, 356, opp/conj: 2', 'sqr/tri/sext: 13', 'major: 15', 'minor: 14']
['20:23:04, 357, opp/conj: 2', 'sqr/tri/sext: 12', 'major: 14', 'minor: 13']
['20:23:12, 395, opp/conj: 2', 'sqr/tri/sext: 15', 'major: 17', 'minor: 12']
['20:23:20, 340, opp/conj: 1', 'sqr/tri/sext: 15', 'major: 16', 'minor: 9']
['20:23:28, 280, opp/conj: 1', 'sqr/tri/sext: 12', 'major: 13', 'minor: 8']
['20:23:36, 229, opp/conj: 2', 'sqr/tri/sext: 9', 'major: 11', 'minor: 7']
['20:23:44, 192, opp/conj: 2', 'sqr/tri/sext: 8', 'major: 10', 'minor: 4']
['20:23:52, 171, opp/conj: 3', 'sqr/tri/sext: 5', 'major: 8', 'minor: 5']
['20:24:00, 174, opp/conj: 3', 'sqr/tri/sext: 5', 'major: 8', 'minor: 6']
['20:24:08, 235, opp/conj: 4', 'sqr/tri/sext: 4', 'major: 8', 'minor: 9']
['20:24:16, 268, opp/conj: 4', 'sqr/tri/sext: 5', 'major: 9', 'minor: 11']
['20:24:23, 318, opp/conj: 5', 'sqr/tri/sext: 7', 'major: 12', 'minor: 10']
['20:24:31, 358, opp/conj: 5', 'sqr/tri/sext: 7', 'major: 12', 'minor: 15']
['20:24:39, 370, opp/conj: 6', 'sqr/tri/sext: 6', 'major: 12', 'minor: 16']
['20:24:47, 361, opp/conj: 6', 'sqr/tri/sext: 6', 'major: 12', 'minor: 13']
['20:24:56, 388, opp/conj: 6', 'sqr/tri/sext: 7', 'major: 13', 'minor: 13']
['20:25:04, 336, opp/conj: 5', 'sqr/tri/sext: 6', 'major: 11', 'minor: 13']
['20:25:12, 323, opp/conj: 5', 'sqr/tri/sext: 5', 'major: 10', 'minor: 13']
['20:25:20, 342, opp/conj: 5', 'sqr/tri/sext: 4', 'major: 9', 'minor: 15']
['20:25:28, 389, opp/conj: 6', 'sqr/tri/sext: 5', 'major: 11', 'minor: 15']
['20:25:36, 388, opp/conj: 6', 'sqr/tri/sext: 4', 'major: 10', 'minor: 16']
['20:25:44, 432, opp/conj: 5', 'sqr/tri/sext: 9', 'major: 14', 'minor: 15']
['20:25:52, 358, opp/conj: 4', 'sqr/tri/sext: 8', 'major: 12', 'minor: 13']
['20:26:00, 353, opp/conj: 5', 'sqr/tri/sext: 8', 'major: 13', 'minor: 10']
['20:26:07, 307, opp/conj: 4', 'sqr/tri/sext: 8', 'major: 12', 'minor: 10']
['20:26:15, 322, opp/conj: 4', 'sqr/tri/sext: 9', 'major: 13', 'minor: 11']
['20:26:23, 299, opp/conj: 4', 'sqr/tri/sext: 8', 'major: 12', 'minor: 10']
['20:26:31, 260, opp/conj: 3', 'sqr/tri/sext: 7', 'major: 10', 'minor: 10']
['20:26:39, 227, opp/conj: 3', 'sqr/tri/sext: 5', 'major: 8', 'minor: 10']
['20:26:47, 211, opp/conj: 3', 'sqr/tri/sext: 6', 'major: 9', 'minor: 8']
['20:26:56, 212, opp/conj: 2', 'sqr/tri/sext: 7', 'major: 9', 'minor: 6']
['20:27:04, 209, opp/conj: 1', 'sqr/tri/sext: 8', 'major: 9', 'minor: 6']
['20:27:12, 226, opp/conj: 1', 'sqr/tri/sext: 9', 'major: 10', 'minor: 6']
['20:27:20, 271, opp/conj: 2', 'sqr/tri/sext: 11', 'major: 13', 'minor: 6']
['20:27:28, 289, opp/conj: 1', 'sqr/tri/sext: 12', 'major: 13', 'minor: 8']
['20:27:36, 266, opp/conj: 1', 'sqr/tri/sext: 9', 'major: 10', 'minor: 9']
['20:27:44, 258, opp/conj: 1', 'sqr/tri/sext: 9', 'major: 10', 'minor: 9']
['20:27:51, 216, opp/conj: 1', 'sqr/tri/sext: 9', 'major: 10', 'minor: 7']
['20:27:59, 162, opp/conj: 1', 'sqr/tri/sext: 6', 'major: 7', 'minor: 7']
['20:28:07, 225, opp/conj: 3', 'sqr/tri/sext: 8', 'major: 11', 'minor: 5']
['20:28:15, 213, opp/conj: 3', 'sqr/tri/sext: 8', 'major: 11', 'minor: 4']
['20:28:23, 297, opp/conj: 4', 'sqr/tri/sext: 10', 'major: 14', 'minor: 4']
['20:28:31, 252, opp/conj: 4', 'sqr/tri/sext: 7', 'major: 11', 'minor: 4']
['20:28:39, 240, opp/conj: 4', 'sqr/tri/sext: 7', 'major: 11', 'minor: 3']
['20:28:47, 247, opp/conj: 3', 'sqr/tri/sext: 8', 'major: 11', 'minor: 3']
['20:28:56, 261, opp/conj: 3', 'sqr/tri/sext: 6', 'major: 9', 'minor: 6']
['20:29:04, 309, opp/conj: 4', 'sqr/tri/sext: 5', 'major: 9', 'minor: 9']
['20:29:12, 337, opp/conj: 4', 'sqr/tri/sext: 7', 'major: 11', 'minor: 9']
['20:29:20, 312, opp/conj: 4', 'sqr/tri/sext: 6', 'major: 10', 'minor: 9']
['20:29:28, 306, opp/conj: 3', 'sqr/tri/sext: 8', 'major: 11', 'minor: 10']
['20:29:36, 279, opp/conj: 2', 'sqr/tri/sext: 9', 'major: 11', 'minor: 8']
['20:29:44, 337, opp/conj: 3', 'sqr/tri/sext: 11', 'major: 14', 'minor: 7']
['20:29:52, 338, opp/conj: 4', 'sqr/tri/sext: 10', 'major: 14', 'minor: 6']
['20:30:00, 340, opp/conj: 5', 'sqr/tri/sext: 9', 'major: 14', 'minor: 5']
['20:30:08, 343, opp/conj: 6', 'sqr/tri/sext: 9', 'major: 15', 'minor: 4']
['20:30:16, 333, opp/conj: 5', 'sqr/tri/sext: 10', 'major: 15', 'minor: 5']
['20:30:24, 385, opp/conj: 5', 'sqr/tri/sext: 12', 'major: 17', 'minor: 6']
['20:30:32, 328, opp/conj: 6', 'sqr/tri/sext: 8', 'major: 14', 'minor: 7']
['20:30:40, 308, opp/conj: 6', 'sqr/tri/sext: 7', 'major: 13', 'minor: 7']
['20:30:48, 348, opp/conj: 6', 'sqr/tri/sext: 7', 'major: 13', 'minor: 10']
['20:30:56, 384, opp/conj: 5', 'sqr/tri/sext: 9', 'major: 14', 'minor: 12']
['20:31:04, 431, opp/conj: 5', 'sqr/tri/sext: 12', 'major: 17', 'minor: 11']
['20:31:12, 373, opp/conj: 5', 'sqr/tri/sext: 8', 'major: 13', 'minor: 11']
['20:31:20, 452, opp/conj: 5', 'sqr/tri/sext: 11', 'major: 16', 'minor: 12']
['20:31:28, 455, opp/conj: 6', 'sqr/tri/sext: 12', 'major: 18', 'minor: 10']
['20:31:36, 393, opp/conj: 4', 'sqr/tri/sext: 11', 'major: 15', 'minor: 13']
['20:31:44, 279, opp/conj: 2', 'sqr/tri/sext: 9', 'major: 11', 'minor: 11']
['20:31:52, 323, opp/conj: 2', 'sqr/tri/sext: 9', 'major: 11', 'minor: 12']
['20:32:00, 310, opp/conj: 2', 'sqr/tri/sext: 10', 'major: 12', 'minor: 11']
['20:32:08, 296, opp/conj: 3', 'sqr/tri/sext: 8', 'major: 11', 'minor: 12']
['20:32:16, 394, opp/conj: 4', 'sqr/tri/sext: 10', 'major: 14', 'minor: 13']
['20:32:24, 330, opp/conj: 3', 'sqr/tri/sext: 9', 'major: 12', 'minor: 9']
['20:32:32, 331, opp/conj: 2', 'sqr/tri/sext: 9', 'major: 11', 'minor: 11']
['20:32:40, 397, opp/conj: 3', 'sqr/tri/sext: 13', 'major: 16', 'minor: 10']
['20:32:48, 375, opp/conj: 3', 'sqr/tri/sext: 12', 'major: 15', 'minor: 9']
['20:32:56, 340, opp/conj: 4', 'sqr/tri/sext: 10', 'major: 14', 'minor: 7']
['20:33:04, 337, opp/conj: 4', 'sqr/tri/sext: 10', 'major: 14', 'minor: 7']
['20:33:12, 337, opp/conj: 5', 'sqr/tri/sext: 9', 'major: 14', 'minor: 7']
['20:33:20, 337, opp/conj: 5', 'sqr/tri/sext: 9', 'major: 14', 'minor: 7']
['20:33:28, 256, opp/conj: 5', 'sqr/tri/sext: 5', 'major: 10', 'minor: 5']
['20:33:36, 232, opp/conj: 4', 'sqr/tri/sext: 4', 'major: 8', 'minor: 6']
['20:33:44, 256, opp/conj: 4', 'sqr/tri/sext: 5', 'major: 9', 'minor: 6']
['20:33:52, 232, opp/conj: 4', 'sqr/tri/sext: 4', 'major: 8', 'minor: 6']
['20:34:00, 280, opp/conj: 5', 'sqr/tri/sext: 5', 'major: 10', 'minor: 6']
['20:34:08, 304, opp/conj: 5', 'sqr/tri/sext: 6', 'major: 11', 'minor: 6']
['20:34:16, 383, opp/conj: 4', 'sqr/tri/sext: 9', 'major: 13', 'minor: 8']
['20:34:24, 373, opp/conj: 2', 'sqr/tri/sext: 11', 'major: 13', 'minor: 9']
['20:34:31, 353, opp/conj: 1', 'sqr/tri/sext: 11', 'major: 12', 'minor: 11']
['20:34:39, 389, opp/conj: 1', 'sqr/tri/sext: 13', 'major: 14', 'minor: 12']
['20:34:47, 365, opp/conj: 1', 'sqr/tri/sext: 11', 'major: 12', 'minor: 14']
['20:34:56, 258, opp/conj: 1', 'sqr/tri/sext: 7', 'major: 8', 'minor: 13']
['20:35:04, 288, opp/conj: 2', 'sqr/tri/sext: 6', 'major: 8', 'minor: 16']
['20:35:12, 258, opp/conj: 2', 'sqr/tri/sext: 5', 'major: 7', 'minor: 15']
['20:35:20, 293, opp/conj: 2', 'sqr/tri/sext: 7', 'major: 9', 'minor: 18']
['20:35:28, 208, opp/conj: 2', 'sqr/tri/sext: 5', 'major: 7', 'minor: 12']
['20:35:36, 209, opp/conj: 2', 'sqr/tri/sext: 5', 'major: 7', 'minor: 12']
['20:35:44, 198, opp/conj: 2', 'sqr/tri/sext: 4', 'major: 6', 'minor: 13']
['20:35:52, 195, opp/conj: 1', 'sqr/tri/sext: 5', 'major: 6', 'minor: 13']
['20:36:00, 209, opp/conj: 1', 'sqr/tri/sext: 5', 'major: 6', 'minor: 13']
['20:36:08, 239, opp/conj: 1', 'sqr/tri/sext: 5', 'major: 6', 'minor: 15']
['20:36:15, 247, opp/conj: 1', 'sqr/tri/sext: 6', 'major: 7', 'minor: 12']
['20:36:23, 309, opp/conj: 1', 'sqr/tri/sext: 10', 'major: 11', 'minor: 12']
['20:36:31, 347, opp/conj: 2', 'sqr/tri/sext: 12', 'major: 14', 'minor: 11']
['20:36:39, 361, opp/conj: 3', 'sqr/tri/sext: 11', 'major: 14', 'minor: 10']
['20:36:47, 338, opp/conj: 2', 'sqr/tri/sext: 11', 'major: 13', 'minor: 13']
['20:36:56, 338, opp/conj: 2', 'sqr/tri/sext: 12', 'major: 14', 'minor: 11']
