['Time, Count, opp-conj: 0, sqr-tri-sext: 0, major: 0, minor: 0, empty: 13']
['15:54:39, 257, opp-conj: 1, sqr-tri-sext: 11, major: 12, minor: 8, empty: 4']
['15:54:47, 289, opp-conj: 1, sqr-tri-sext: 11, major: 12, minor: 12, empty: 5']
['15:54:56, 273, opp-conj: 1, sqr-tri-sext: 11, major: 12, minor: 10, empty: 5']
['15:55:04, 271, opp-conj: 1, sqr-tri-sext: 10, major: 11, minor: 12, empty: 4']
['15:55:12, 217, opp-conj: 1, sqr-tri-sext: 8, major: 9, minor: 9, empty: 4']
['15:55:20, 169, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 8, empty: 5']
['15:55:28, 153, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 8, empty: 6']
['15:55:36, 135, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 3, empty: 6']
['15:55:44, 164, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 6, empty: 7']
['15:55:52, 150, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 4, empty: 8']
['15:56:00, 166, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 6, empty: 6']
['15:56:07, 155, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 8, empty: 6']
['15:56:15, 163, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 9, empty: 6']
['15:56:23, 115, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 7, empty: 7']
['15:56:31, 131, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 9, empty: 6']
['15:56:39, 131, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 9, empty: 6']
['15:56:47, 115, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 7, empty: 7']
['15:56:56, 95, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 5, empty: 6']
['15:57:04, 115, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 5, empty: 7']
['15:57:12, 179, opp-conj: 1, sqr-tri-sext: 6, major: 7, minor: 7, empty: 6']
['15:57:20, 136, opp-conj: 0, sqr-tri-sext: 5, major: 5, minor: 7, empty: 7']
['15:57:28, 152, opp-conj: 0, sqr-tri-sext: 6, major: 6, minor: 7, empty: 6']
['15:57:36, 164, opp-conj: 0, sqr-tri-sext: 6, major: 6, minor: 8, empty: 5']
['15:57:44, 196, opp-conj: 0, sqr-tri-sext: 8, major: 8, minor: 8, empty: 4']
['15:57:51, 228, opp-conj: 0, sqr-tri-sext: 9, major: 9, minor: 9, empty: 5']
['15:57:59, 188, opp-conj: 0, sqr-tri-sext: 7, major: 7, minor: 8, empty: 6']
['15:58:07, 191, opp-conj: 1, sqr-tri-sext: 7, major: 8, minor: 5, empty: 6']
['15:58:15, 175, opp-conj: 1, sqr-tri-sext: 6, major: 7, minor: 5, empty: 7']
['15:58:23, 199, opp-conj: 1, sqr-tri-sext: 6, major: 7, minor: 8, empty: 7']
['15:58:31, 175, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 9, empty: 7']
['15:58:39, 155, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 9, empty: 6']
['15:58:47, 137, opp-conj: 1, sqr-tri-sext: 2, major: 3, minor: 9, empty: 6']
['15:58:56, 161, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 8, empty: 5']
['15:59:04, 169, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 7, empty: 6']
['15:59:12, 157, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 6, empty: 5']
['15:59:20, 141, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 4, empty: 6']
['15:59:27, 133, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 4, empty: 7']
['15:59:35, 155, opp-conj: 2, sqr-tri-sext: 5, major: 7, minor: 5, empty: 8']
['15:59:43, 114, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 5, empty: 8']
['15:59:51, 123, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 5, empty: 8']
['15:59:59, 141, opp-conj: 2, sqr-tri-sext: 5, major: 7, minor: 4, empty: 7']
['16:00:07, 179, opp-conj: 3, sqr-tri-sext: 6, major: 9, minor: 5, empty: 6']
['16:00:15, 175, opp-conj: 3, sqr-tri-sext: 6, major: 9, minor: 4, empty: 6']
['16:00:23, 151, opp-conj: 3, sqr-tri-sext: 5, major: 8, minor: 3, empty: 5']
['16:00:31, 174, opp-conj: 3, sqr-tri-sext: 5, major: 8, minor: 5, empty: 5']
['16:00:39, 206, opp-conj: 3, sqr-tri-sext: 7, major: 10, minor: 5, empty: 4']
['16:00:47, 168, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 5, empty: 5']
['16:00:56, 162, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 4, empty: 5']
['16:01:04, 146, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 4, empty: 5']
['16:01:11, 160, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 6, empty: 5']
['16:01:19, 148, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 4, empty: 6']
['16:01:27, 107, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 4, empty: 8']
['16:01:35, 113, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 4, empty: 7']
['16:01:43, 107, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 4, empty: 7']
['16:01:51, 121, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 4, empty: 7']
['16:01:59, 143, opp-conj: 2, sqr-tri-sext: 5, major: 7, minor: 4, empty: 5']
['16:02:07, 163, opp-conj: 2, sqr-tri-sext: 6, major: 8, minor: 4, empty: 5']
['16:02:15, 114, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 3, empty: 6']
['16:02:23, 129, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 3, empty: 7']
['16:02:31, 119, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 3, empty: 7']
['16:02:39, 113, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 4, empty: 6']
['16:02:47, 135, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 3, empty: 7']
['16:02:55, 121, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 4, empty: 6']
['16:03:03, 129, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 5, empty: 6']
['16:03:11, 141, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 6, empty: 6']
['16:03:19, 158, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 5, empty: 7']
['16:03:27, 164, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 6, empty: 7']
['16:03:35, 170, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 7, empty: 6']
['16:03:43, 208, opp-conj: 3, sqr-tri-sext: 5, major: 8, minor: 7, empty: 5']
['16:03:51, 236, opp-conj: 3, sqr-tri-sext: 6, major: 9, minor: 8, empty: 5']
['16:03:59, 215, opp-conj: 2, sqr-tri-sext: 7, major: 9, minor: 7, empty: 4']
['16:04:07, 249, opp-conj: 2, sqr-tri-sext: 8, major: 10, minor: 9, empty: 4']
['16:04:15, 185, opp-conj: 1, sqr-tri-sext: 6, major: 7, minor: 7, empty: 5']
['16:04:23, 189, opp-conj: 1, sqr-tri-sext: 7, major: 8, minor: 6, empty: 6']
['16:04:31, 183, opp-conj: 1, sqr-tri-sext: 7, major: 8, minor: 6, empty: 5']
['16:04:39, 147, opp-conj: 1, sqr-tri-sext: 6, major: 7, minor: 4, empty: 6']
['16:04:47, 156, opp-conj: 2, sqr-tri-sext: 5, major: 7, minor: 4, empty: 7']
['16:04:55, 133, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 4, empty: 8']
['16:05:03, 125, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 3, empty: 8']
['16:05:11, 153, opp-conj: 1, sqr-tri-sext: 6, major: 7, minor: 4, empty: 6']
['16:05:19, 115, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 3, empty: 7']
['16:05:27, 115, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 3, empty: 7']
['16:05:35, 132, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 4, empty: 6']
['16:05:43, 112, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 4, empty: 7']
['16:05:51, 146, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 5, empty: 5']
['16:06:00, 141, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 3, empty: 6']
['16:06:08, 141, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 3, empty: 6']
['16:06:15, 141, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 3, empty: 6']
['16:06:23, 114, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 3, empty: 7']
['16:06:31, 106, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 2, empty: 8']
['16:06:39, 72, opp-conj: 2, sqr-tri-sext: 1, major: 3, minor: 1, empty: 10']
['16:06:47, 56, opp-conj: 2, sqr-tri-sext: 0, major: 2, minor: 1, empty: 10']
['16:06:56, 96, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 2, empty: 7']
['16:07:04, 106, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 1, empty: 7']
['16:07:12, 106, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 1, empty: 7']
['16:07:20, 107, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 3, empty: 7']
['16:07:28, 133, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 4, empty: 6']
['16:07:36, 150, opp-conj: 2, sqr-tri-sext: 5, major: 7, minor: 3, empty: 6']
['16:07:44, 93, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 3, empty: 7']
['16:07:52, 95, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 4, empty: 7']
['16:07:59, 103, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 5, empty: 6']
['16:08:07, 113, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 3, empty: 7']
['16:08:15, 111, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 3, empty: 7']
['16:08:23, 155, opp-conj: 1, sqr-tri-sext: 6, major: 7, minor: 4, empty: 6']
['16:08:31, 180, opp-conj: 2, sqr-tri-sext: 6, major: 8, minor: 4, empty: 5']
['16:08:39, 172, opp-conj: 2, sqr-tri-sext: 6, major: 8, minor: 3, empty: 5']
['16:08:47, 174, opp-conj: 2, sqr-tri-sext: 7, major: 9, minor: 2, empty: 5']
['16:08:56, 204, opp-conj: 2, sqr-tri-sext: 9, major: 11, minor: 2, empty: 5']
['16:09:04, 214, opp-conj: 2, sqr-tri-sext: 9, major: 11, minor: 3, empty: 4']
['16:09:12, 193, opp-conj: 1, sqr-tri-sext: 10, major: 11, minor: 2, empty: 4']
['16:09:20, 185, opp-conj: 1, sqr-tri-sext: 9, major: 10, minor: 3, empty: 4']
['16:09:28, 189, opp-conj: 1, sqr-tri-sext: 8, major: 9, minor: 5, empty: 4']
['16:09:36, 175, opp-conj: 1, sqr-tri-sext: 7, major: 8, minor: 5, empty: 6']
['16:09:43, 167, opp-conj: 1, sqr-tri-sext: 7, major: 8, minor: 6, empty: 5']
['16:09:51, 187, opp-conj: 1, sqr-tri-sext: 8, major: 9, minor: 6, empty: 5']
['16:09:59, 195, opp-conj: 2, sqr-tri-sext: 7, major: 9, minor: 6, empty: 5']
['16:10:07, 162, opp-conj: 1, sqr-tri-sext: 7, major: 8, minor: 5, empty: 5']
['16:10:15, 188, opp-conj: 1, sqr-tri-sext: 9, major: 10, minor: 5, empty: 4']
['16:10:23, 184, opp-conj: 1, sqr-tri-sext: 8, major: 9, minor: 5, empty: 4']
['16:10:31, 160, opp-conj: 1, sqr-tri-sext: 6, major: 7, minor: 5, empty: 5']
['16:10:39, 122, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 3, empty: 5']
['16:10:47, 144, opp-conj: 1, sqr-tri-sext: 6, major: 7, minor: 4, empty: 3']
['16:10:56, 160, opp-conj: 1, sqr-tri-sext: 6, major: 7, minor: 6, empty: 2']
['16:11:04, 144, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 6, empty: 4']
['16:11:12, 128, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 5, empty: 6']
['16:11:19, 128, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 5, empty: 6']
['16:11:27, 112, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 6, empty: 5']
['16:11:35, 100, opp-conj: 0, sqr-tri-sext: 4, major: 4, minor: 7, empty: 6']
['16:11:43, 84, opp-conj: 0, sqr-tri-sext: 4, major: 4, minor: 5, empty: 6']
['16:11:51, 58, opp-conj: 0, sqr-tri-sext: 2, major: 2, minor: 4, empty: 8']
['16:11:59, 74, opp-conj: 0, sqr-tri-sext: 3, major: 3, minor: 4, empty: 8']
['16:12:07, 103, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 3, empty: 7']
['16:12:15, 83, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 2, empty: 8']
['16:12:23, 79, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 1, empty: 9']
['16:12:31, 95, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 1, empty: 8']
['16:12:39, 95, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 1, empty: 8']
['16:12:47, 103, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 2, empty: 7']
['16:12:56, 115, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 2, empty: 6']
['16:13:03, 147, opp-conj: 1, sqr-tri-sext: 7, major: 8, minor: 2, empty: 5']
['16:13:11, 152, opp-conj: 2, sqr-tri-sext: 6, major: 8, minor: 2, empty: 5']
['16:13:19, 146, opp-conj: 2, sqr-tri-sext: 6, major: 8, minor: 1, empty: 6']
['16:13:27, 186, opp-conj: 3, sqr-tri-sext: 7, major: 10, minor: 1, empty: 6']
['16:13:35, 162, opp-conj: 3, sqr-tri-sext: 6, major: 9, minor: 0, empty: 7']
['16:13:43, 135, opp-conj: 2, sqr-tri-sext: 6, major: 8, minor: 0, empty: 7']
['16:13:51, 99, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 1, empty: 8']
['16:13:59, 99, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 1, empty: 8']
['16:14:07, 103, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 1, empty: 8']
['16:14:15, 91, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 2, empty: 8']
['16:14:23, 133, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 3, empty: 6']
['16:14:31, 151, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 4, empty: 7']
['16:14:39, 181, opp-conj: 2, sqr-tri-sext: 6, major: 8, minor: 4, empty: 7']
['16:14:47, 156, opp-conj: 1, sqr-tri-sext: 6, major: 7, minor: 4, empty: 8']
['16:14:55, 144, opp-conj: 0, sqr-tri-sext: 6, major: 6, minor: 6, empty: 7']
['16:15:03, 181, opp-conj: 2, sqr-tri-sext: 6, major: 8, minor: 5, empty: 5']
['16:15:11, 139, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 4, empty: 7']
['16:15:19, 119, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 4, empty: 6']
['16:15:27, 144, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 4, empty: 5']
['16:15:35, 124, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 4, empty: 5']
['16:15:43, 96, opp-conj: 3, sqr-tri-sext: 1, major: 4, minor: 2, empty: 7']
['16:15:51, 104, opp-conj: 3, sqr-tri-sext: 1, major: 4, minor: 3, empty: 6']
['16:15:59, 156, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 3, empty: 4']
['16:16:07, 148, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 2, empty: 4']
['16:16:15, 158, opp-conj: 3, sqr-tri-sext: 5, major: 8, minor: 2, empty: 4']
['16:16:23, 140, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 1, empty: 6']
['16:16:31, 190, opp-conj: 5, sqr-tri-sext: 4, major: 9, minor: 1, empty: 5']
['16:16:39, 193, opp-conj: 5, sqr-tri-sext: 5, major: 10, minor: 0, empty: 6']
['16:16:47, 177, opp-conj: 5, sqr-tri-sext: 3, major: 8, minor: 2, empty: 6']
['16:16:55, 163, opp-conj: 5, sqr-tri-sext: 2, major: 7, minor: 3, empty: 5']
['16:17:04, 128, opp-conj: 4, sqr-tri-sext: 1, major: 5, minor: 3, empty: 5']
['16:17:12, 148, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 3, empty: 5']
['16:17:20, 164, opp-conj: 4, sqr-tri-sext: 3, major: 7, minor: 3, empty: 4']
['16:17:28, 152, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 4, empty: 4']
['16:17:36, 154, opp-conj: 4, sqr-tri-sext: 3, major: 7, minor: 3, empty: 5']
['16:17:44, 168, opp-conj: 4, sqr-tri-sext: 4, major: 8, minor: 2, empty: 6']
['16:17:52, 188, opp-conj: 4, sqr-tri-sext: 5, major: 9, minor: 2, empty: 6']
['16:18:00, 132, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 2, empty: 8']
['16:18:07, 115, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 3, empty: 7']
['16:18:15, 102, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 2, empty: 7']
['16:18:23, 92, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 2, empty: 8']
['16:18:31, 105, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 3, empty: 7']
['16:18:39, 101, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 3, empty: 6']
['16:18:47, 101, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 3, empty: 6']
['16:18:56, 93, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 2, empty: 8']
['16:19:04, 105, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 4, empty: 8']
['16:19:12, 159, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 6, empty: 6']
['16:19:20, 173, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 6, empty: 6']
['16:19:28, 225, opp-conj: 4, sqr-tri-sext: 5, major: 9, minor: 8, empty: 4']
['16:19:36, 233, opp-conj: 3, sqr-tri-sext: 5, major: 8, minor: 11, empty: 4']
['16:19:44, 233, opp-conj: 3, sqr-tri-sext: 5, major: 8, minor: 11, empty: 4']
['16:19:51, 277, opp-conj: 3, sqr-tri-sext: 7, major: 10, minor: 11, empty: 4']
['16:19:59, 263, opp-conj: 4, sqr-tri-sext: 6, major: 10, minor: 9, empty: 3']
['16:20:07, 279, opp-conj: 4, sqr-tri-sext: 7, major: 11, minor: 8, empty: 3']
['16:20:15, 271, opp-conj: 4, sqr-tri-sext: 6, major: 10, minor: 9, empty: 3']
['16:20:23, 263, opp-conj: 4, sqr-tri-sext: 7, major: 11, minor: 6, empty: 4']
['16:20:31, 267, opp-conj: 4, sqr-tri-sext: 7, major: 11, minor: 7, empty: 3']
['16:20:39, 239, opp-conj: 4, sqr-tri-sext: 6, major: 10, minor: 6, empty: 3']
['16:20:47, 235, opp-conj: 4, sqr-tri-sext: 6, major: 10, minor: 6, empty: 4']
['16:20:56, 225, opp-conj: 4, sqr-tri-sext: 5, major: 9, minor: 7, empty: 4']
['16:21:04, 189, opp-conj: 4, sqr-tri-sext: 4, major: 8, minor: 5, empty: 5']
['16:21:12, 219, opp-conj: 4, sqr-tri-sext: 5, major: 9, minor: 6, empty: 4']
['16:21:20, 199, opp-conj: 4, sqr-tri-sext: 4, major: 8, minor: 5, empty: 5']
['16:21:28, 179, opp-conj: 3, sqr-tri-sext: 4, major: 7, minor: 5, empty: 6']
['16:21:35, 211, opp-conj: 4, sqr-tri-sext: 5, major: 9, minor: 4, empty: 5']
['16:21:43, 207, opp-conj: 4, sqr-tri-sext: 5, major: 9, minor: 4, empty: 5']
['16:21:51, 186, opp-conj: 4, sqr-tri-sext: 5, major: 9, minor: 2, empty: 5']
['16:21:59, 180, opp-conj: 4, sqr-tri-sext: 4, major: 8, minor: 4, empty: 5']
['16:22:07, 154, opp-conj: 4, sqr-tri-sext: 3, major: 7, minor: 3, empty: 6']
['16:22:15, 154, opp-conj: 5, sqr-tri-sext: 2, major: 7, minor: 3, empty: 6']
['16:22:23, 122, opp-conj: 4, sqr-tri-sext: 1, major: 5, minor: 3, empty: 8']
['16:22:31, 130, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 2, empty: 8']
['16:22:39, 150, opp-conj: 5, sqr-tri-sext: 2, major: 7, minor: 2, empty: 8']
['16:22:47, 116, opp-conj: 4, sqr-tri-sext: 2, major: 6, minor: 0, empty: 9']
['16:22:56, 144, opp-conj: 4, sqr-tri-sext: 3, major: 7, minor: 1, empty: 8']
['16:23:04, 130, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 2, empty: 9']
['16:23:12, 118, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 3, empty: 9']
['16:23:19, 134, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 3, empty: 9']
['16:23:27, 156, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 6, empty: 7']
['16:23:35, 164, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 7, empty: 7']
['16:23:43, 144, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 7, empty: 6']
['16:23:51, 138, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 6, empty: 6']
['16:23:59, 158, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 6, empty: 5']
['16:24:07, 144, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 5, empty: 6']
['16:24:15, 116, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 6, empty: 6']
['16:24:23, 110, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 5, empty: 7']
['16:24:31, 110, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 5, empty: 7']
['16:24:39, 106, opp-conj: 2, sqr-tri-sext: 1, major: 3, minor: 7, empty: 6']
['16:24:47, 122, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 8, empty: 6']
['16:24:55, 92, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 8, empty: 6']
['16:25:03, 74, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 6, empty: 7']
['16:25:11, 72, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 6, empty: 7']
['16:25:19, 70, opp-conj: 1, sqr-tri-sext: 1, major: 2, minor: 6, empty: 8']
['16:25:27, 76, opp-conj: 1, sqr-tri-sext: 0, major: 1, minor: 8, empty: 6']
['16:25:35, 54, opp-conj: 1, sqr-tri-sext: 0, major: 1, minor: 5, empty: 8']
['16:25:43, 74, opp-conj: 2, sqr-tri-sext: 0, major: 2, minor: 5, empty: 8']
['16:25:51, 92, opp-conj: 2, sqr-tri-sext: 1, major: 3, minor: 5, empty: 8']
['16:25:59, 86, opp-conj: 2, sqr-tri-sext: 1, major: 3, minor: 4, empty: 9']
['16:26:07, 88, opp-conj: 2, sqr-tri-sext: 1, major: 3, minor: 4, empty: 9']
['16:26:15, 88, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 2, empty: 8']
['16:26:23, 88, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 2, empty: 8']
['16:26:31, 72, opp-conj: 2, sqr-tri-sext: 1, major: 3, minor: 2, empty: 8']
['16:26:39, 64, opp-conj: 2, sqr-tri-sext: 1, major: 3, minor: 1, empty: 9']
['16:26:47, 80, opp-conj: 2, sqr-tri-sext: 2, major: 4, minor: 1, empty: 9']
['16:26:55, 116, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 1, empty: 9']
['16:27:03, 116, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 1, empty: 9']
['16:27:11, 124, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 2, empty: 8']
['16:27:19, 112, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 3, empty: 8']
['16:27:27, 112, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 3, empty: 8']
['16:27:35, 120, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 6, empty: 7']
['16:27:43, 148, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 7, empty: 6']
['16:27:51, 144, opp-conj: 1, sqr-tri-sext: 4, major: 5, minor: 6, empty: 7']
['16:27:59, 152, opp-conj: 1, sqr-tri-sext: 5, major: 6, minor: 5, empty: 6']
['16:28:07, 200, opp-conj: 2, sqr-tri-sext: 6, major: 8, minor: 6, empty: 6']
['16:28:15, 228, opp-conj: 2, sqr-tri-sext: 7, major: 9, minor: 7, empty: 6']
['16:28:23, 198, opp-conj: 1, sqr-tri-sext: 7, major: 8, minor: 6, empty: 6']
['16:28:31, 186, opp-conj: 1, sqr-tri-sext: 7, major: 8, minor: 5, empty: 7']
['16:28:39, 194, opp-conj: 2, sqr-tri-sext: 6, major: 8, minor: 6, empty: 5']
['16:28:47, 172, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 8, empty: 6']
['16:28:55, 176, opp-conj: 2, sqr-tri-sext: 5, major: 7, minor: 6, empty: 7']
['16:29:04, 156, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 6, empty: 7']
['16:29:12, 200, opp-conj: 2, sqr-tri-sext: 7, major: 9, minor: 5, empty: 5']
['16:29:20, 182, opp-conj: 2, sqr-tri-sext: 6, major: 8, minor: 5, empty: 5']
['16:29:28, 190, opp-conj: 2, sqr-tri-sext: 7, major: 9, minor: 4, empty: 6']
['16:29:36, 178, opp-conj: 2, sqr-tri-sext: 6, major: 8, minor: 5, empty: 6']
['16:29:44, 158, opp-conj: 2, sqr-tri-sext: 5, major: 7, minor: 5, empty: 6']
['16:29:52, 160, opp-conj: 2, sqr-tri-sext: 5, major: 7, minor: 6, empty: 6']
['16:30:00, 118, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 5, empty: 8']
['16:30:07, 110, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 6, empty: 7']
['16:30:15, 118, opp-conj: 1, sqr-tri-sext: 3, major: 4, minor: 7, empty: 6']
['16:30:23, 152, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 6, empty: 6']
['16:30:31, 168, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 8, empty: 6']
['16:30:39, 152, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 8, empty: 6']
['16:30:47, 156, opp-conj: 2, sqr-tri-sext: 3, major: 5, minor: 8, empty: 7']
['16:30:56, 180, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 9, empty: 6']
['16:31:04, 166, opp-conj: 3, sqr-tri-sext: 3, major: 6, minor: 7, empty: 6']
['16:31:12, 148, opp-conj: 3, sqr-tri-sext: 2, major: 5, minor: 7, empty: 6']
['16:31:20, 152, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 5, empty: 7']
['16:31:28, 152, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 5, empty: 7']
['16:31:36, 160, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 5, empty: 7']
['16:31:43, 152, opp-conj: 2, sqr-tri-sext: 4, major: 6, minor: 4, empty: 6']
