DateTime,count
2000-03-11 02:52:08,6
2000-03-11 09:23:36,5
2000-03-11 15:00:32,4
2000-03-11 09:21:04,4
2000-03-11 16:46:24,3
2000-03-11 02:50:48,3
2000-03-11 04:07:04,3
2000-03-11 02:56:08,2
2000-03-11 11:10:00,2
2000-03-11 17:09:28,2
2000-03-11 16:08:48,2
2000-03-11 13:49:52,2
2000-03-11 11:26:48,2
