Time,all-pd,mj1-pd,mj2-pd,mja-pd,min-pd,all-sc,mj1-sc,mj2-sc,mja-sc,min-sc
08:10:24,13,6,0,6,7,24,2,5,7,17
02:58:47,8,1,5,6,2,22,3,8,11,11
10:41:12,11,3,3,6,5,23,3,8,11,12
10:41:20,11,3,3,6,5,25,4,7,11,14
10:41:28,12,3,3,6,6,23,2,8,10,13
11:52:08,9,4,2,6,3,20,4,3,7,13
11:52:24,11,3,3,6,5,20,6,2,8,12
03:00:15,13,1,5,6,7,31,2,8,10,21
03:00:23,13,1,5,6,7,31,2,10,12,19
19:11:35,11,2,4,6,5,20,1,9,10,10
19:11:43,10,2,4,6,4,20,1,9,10,10
19:12:39,8,3,3,6,2,17,2,7,9,8
02:57:36,9,2,4,6,3,29,4,11,15,14
02:58:23,8,1,5,6,2,23,3,9,12,11
19:13:35,8,2,4,6,2,11,0,5,5,6
19:13:43,8,2,4,6,2,13,1,7,8,5
13:04:39,9,3,3,6,3,22,4,5,9,13
13:04:55,10,2,4,6,4,27,6,7,13,14
04:51:44,10,1,5,6,4,26,9,6,15,11
04:56:31,9,3,3,6,3,22,4,9,13,9
00:49:12,11,1,5,6,5,36,2,12,14,22
00:49:19,12,1,5,6,6,36,2,11,13,23
00:50:31,9,3,3,6,3,28,0,7,7,21
21:13:43,12,1,5,6,6,19,2,11,13,6
21:13:51,10,1,5,6,4,19,1,12,13,6
21:13:59,8,1,5,6,2,20,1,12,13,7
21:10:15,9,3,3,6,3,24,0,12,12,12
21:10:23,8,3,3,6,2,23,0,11,11,12
00:50:39,11,3,3,6,5,29,0,8,8,21
13:05:35,11,4,2,6,5,24,4,5,9,15
02:54:56,9,2,4,6,3,16,3,5,8,8
21:51:12,12,2,4,6,6,27,3,15,18,9
21:51:20,12,2,4,6,6,25,2,14,16,9
21:51:28,12,2,4,6,6,25,2,14,16,9
10:39:35,13,3,3,6,7,34,4,5,9,25
10:39:51,12,3,3,6,6,33,5,7,12,21
10:40:00,10,3,3,6,4,31,5,8,13,18
10:40:08,10,3,3,6,4,32,5,8,13,19
21:55:52,13,1,5,6,7,10,1,3,4,6
08:05:43,8,5,1,6,2,24,2,5,7,17
14:24:31,12,4,2,6,6,22,2,5,7,15
04:57:51,10,3,3,6,4,20,4,8,12,8
04:57:59,10,3,3,6,4,21,4,9,13,8
14:21:04,9,1,5,6,3,17,3,6,9,8
14:21:12,11,1,5,6,5,17,3,6,9,8
14:23:12,16,0,6,6,10,36,1,16,17,19
14:23:20,13,0,6,6,7,34,1,14,15,19
08:04:15,8,4,2,6,2,27,1,8,9,18
08:04:23,7,4,2,6,1,24,1,5,6,18
04:58:39,8,1,5,6,2,23,5,6,11,12
05:04:07,9,2,4,6,3,27,4,8,12,15
04:58:47,10,1,5,6,4,28,6,7,13,15
05:00:00,10,4,2,6,4,34,5,11,16,18
02:55:04,9,2,4,6,3,16,3,5,8,8
19:16:47,9,3,3,6,3,22,1,12,13,9
19:16:55,8,3,3,6,2,23,1,13,14,9
19:17:20,8,2,4,6,2,19,1,11,12,7
19:13:11,9,2,4,6,3,11,0,5,5,6
02:57:20,9,2,4,6,3,27,4,10,14,13
02:57:28,9,2,4,6,3,29,5,11,16,13
09:20:23,12,1,5,6,6,20,3,10,13,7
13:02:47,11,2,4,6,5,29,5,7,12,17
13:03:19,12,2,4,6,6,29,3,8,11,18
13:03:27,12,2,4,6,6,29,3,8,11,18
13:04:23,10,2,4,6,4,23,4,5,9,14
10:41:36,13,3,3,6,7,28,3,9,12,16
05:05:43,10,1,5,6,4,23,5,6,11,12
05:00:32,11,4,2,6,5,27,4,13,17,10
10:13:11,9,4,2,6,3,17,3,3,6,11
00:55:20,10,3,3,6,4,12,1,4,5,7
00:55:28,11,3,3,6,5,12,1,5,6,6
10:16:23,12,3,3,6,6,31,7,11,18,13
00:54:16,9,4,2,6,3,22,3,9,12,10
09:17:04,14,3,3,6,8,29,3,17,20,9
09:17:12,15,3,3,6,9,30,3,17,20,10
19:19:28,8,2,4,6,2,19,1,9,10,9
05:01:20,8,3,3,6,2,15,3,8,11,4
17:18:32,9,4,2,6,3,21,3,9,12,9
17:18:40,10,4,2,6,4,25,4,9,13,12
17:19:04,8,3,3,6,2,17,3,7,10,7
17:17:12,10,2,4,6,4,19,0,8,8,11
17:17:28,11,1,5,6,5,23,1,10,11,12
14:26:07,7,2,4,6,1,17,2,6,8,9
14:26:15,7,2,4,6,1,19,4,5,9,10
14:26:56,12,2,4,6,6,21,5,4,9,12
05:07:36,10,3,3,6,4,11,1,3,4,7
17:12:00,12,3,3,6,6,21,4,9,13,8
17:12:24,10,4,2,6,4,31,4,14,18,13
17:12:31,10,4,2,6,4,32,3,13,16,16
05:04:15,8,2,4,6,2,28,3,9,12,16
05:04:23,8,2,4,6,2,28,3,9,12,16
08:02:23,7,1,5,6,1,29,3,9,12,17
08:02:31,7,1,5,6,1,26,3,8,11,15
08:03:28,11,2,4,6,5,22,1,6,7,15
08:03:36,10,2,4,6,4,19,1,6,7,12
17:13:20,10,2,4,6,4,32,3,9,12,20
17:13:52,9,2,4,6,3,21,2,9,11,10
17:14:00,11,1,5,6,5,21,2,10,12,9
23:56:24,8,2,4,6,2,33,3,9,12,21
23:56:32,9,2,4,6,3,31,3,9,12,19
23:57:04,11,3,3,6,5,28,3,9,12,16
19:20:07,11,2,4,6,5,17,1,9,10,7
02:52:32,8,2,4,6,2,18,6,7,13,5
02:52:40,10,2,4,6,4,19,6,7,13,6
02:53:36,11,1,5,6,5,17,2,8,10,7
02:48:23,10,6,0,6,4,21,1,9,10,11
02:48:39,10,5,1,6,4,20,1,9,10,10
02:48:47,9,5,1,6,3,21,1,11,12,9
02:48:56,8,5,1,6,2,23,1,11,12,11
02:49:20,9,4,2,6,3,20,0,10,10,10
08:00:32,10,4,2,6,4,27,2,9,11,16
08:00:39,10,4,2,6,4,28,2,8,10,18
08:00:47,10,4,2,6,4,28,3,7,10,18
08:01:20,7,3,3,6,1,27,3,5,8,19
17:10:08,9,3,3,6,3,23,2,5,7,16
17:10:32,13,3,3,6,7,19,2,3,5,14
17:10:47,14,3,3,6,8,10,0,2,2,8
05:08:56,14,3,3,6,8,23,4,11,15,8
17:06:40,12,2,4,6,6,20,2,7,9,11
17:12:39,11,4,2,6,5,35,3,13,16,19
14:27:28,11,2,4,6,5,23,5,5,10,13
14:27:51,10,1,5,6,4,23,4,6,10,13
14:29:12,7,0,6,6,1,16,5,3,8,8
22:01:51,8,2,4,6,2,25,1,10,11,14
22:01:59,9,2,4,6,3,26,1,11,12,14
23:59:04,9,2,4,6,3,43,17,15,32,11
11:46:47,9,3,3,6,3,32,5,8,13,19
11:46:56,10,3,3,6,4,30,4,7,11,19
11:49:36,8,1,5,6,2,25,2,10,12,13
11:50:47,11,4,2,6,5,28,5,7,12,16
00:55:36,11,3,3,6,5,12,1,5,6,6
00:55:44,10,3,3,6,4,11,1,5,6,5
01:01:11,6,3,3,6,0,18,3,7,10,8
00:57:36,10,3,3,6,4,16,2,7,9,7
09:22:31,12,2,4,6,6,24,4,6,10,14
19:25:35,8,2,4,6,2,20,5,6,11,9
19:18:23,9,2,4,6,3,14,2,5,7,7
19:18:31,11,2,4,6,5,16,2,6,8,8
19:18:39,11,2,4,6,5,16,2,7,9,7
19:18:47,11,2,4,6,5,18,2,8,10,8
10:11:43,10,3,3,6,4,18,2,3,5,13
10:11:51,11,3,3,6,5,21,3,5,8,13
10:13:03,9,4,2,6,3,17,3,3,6,11
19:19:04,11,2,4,6,5,19,2,9,11,8
19:19:20,7,1,5,6,1,18,2,8,10,8
19:25:03,7,1,5,6,1,20,1,7,8,12
10:46:15,10,2,4,6,4,32,2,10,12,20
10:46:23,11,3,3,6,5,26,3,5,8,18
10:46:31,14,3,3,6,8,22,2,5,7,15
11:46:24,11,3,3,6,5,32,3,10,13,19
22:03:19,11,2,4,6,5,18,2,5,7,11
07:55:59,8,1,5,6,2,21,1,3,4,17
17:01:28,11,1,5,6,5,20,4,6,10,10
05:15:12,12,1,5,6,6,21,5,6,11,10
17:08:00,9,2,4,6,3,23,2,9,11,12
17:08:16,8,3,3,6,2,23,2,11,13,10
17:08:24,8,3,3,6,2,25,2,10,12,13
17:03:36,9,5,1,6,3,20,2,10,12,8
17:03:52,10,5,1,6,4,18,1,9,10,8
17:04:31,9,2,4,6,3,17,2,10,12,5
17:05:04,12,2,4,6,6,16,1,8,9,7
19:25:19,9,2,4,6,3,23,3,9,12,11
09:21:12,9,3,3,6,3,31,7,14,21,10
09:21:20,9,4,2,6,3,29,7,12,19,10
01:02:47,13,2,4,6,7,18,4,7,11,7
00:58:39,9,2,4,6,3,18,2,10,12,6
00:58:47,9,2,4,6,3,17,2,10,12,5
19:33:43,7,2,4,6,1,26,1,13,14,12
19:25:43,8,1,5,6,2,23,3,7,10,13
02:44:40,13,2,4,6,7,27,6,7,13,14
02:44:47,14,2,4,6,8,26,6,6,12,14
02:45:20,12,1,5,6,6,27,5,8,13,14
19:31:51,8,1,5,6,2,18,2,5,7,11
09:20:39,11,2,4,6,5,24,4,12,16,8
09:20:47,11,2,4,6,5,26,5,12,17,9
14:35:28,10,0,6,6,4,23,0,10,10,13
07:55:51,9,2,4,6,3,21,1,4,5,16
22:02:15,9,3,3,6,3,21,2,7,9,12
11:46:31,12,3,3,6,6,30,3,9,12,18
22:04:55,8,2,4,6,2,25,0,15,15,10
22:05:03,8,2,4,6,2,25,0,15,15,10
22:05:19,9,2,4,6,3,28,0,15,15,13
22:06:00,8,2,4,6,2,23,1,10,11,12
16:57:51,9,1,5,6,3,31,4,10,14,17
16:57:59,10,2,4,6,4,29,4,8,12,17
16:58:07,10,2,4,6,4,28,5,8,13,15
05:15:20,14,1,5,6,8,21,5,8,13,8
05:15:51,12,1,5,6,6,13,4,4,8,5
17:03:28,9,5,1,6,3,22,2,11,13,9
16:59:35,7,1,5,6,1,30,7,11,18,12
17:00:32,7,1,5,6,1,28,4,7,11,17
05:18:24,8,3,3,6,2,19,1,9,10,9
05:18:32,8,3,3,6,2,20,1,10,11,9
05:15:04,10,1,5,6,4,23,5,7,12,11
07:54:39,10,4,2,6,4,25,3,9,12,13
19:33:51,10,2,4,6,4,22,1,10,11,11
01:07:36,11,3,3,6,5,16,1,3,4,12
21:04:31,11,2,4,6,5,28,4,13,17,11
21:06:47,7,2,4,6,1,25,4,9,13,12
21:06:56,8,2,4,6,2,24,3,9,12,12
21:07:04,9,2,4,6,3,22,2,11,13,9
21:08:24,9,2,4,6,3,24,1,15,16,8
21:08:31,9,2,4,6,3,24,1,14,15,9
19:34:15,10,1,5,6,4,20,1,11,12,8
19:34:23,10,1,5,6,4,21,2,11,13,8
19:27:51,7,1,5,6,1,27,2,19,21,6
19:38:47,8,3,3,6,2,31,1,13,14,17
19:38:55,8,3,3,6,2,28,1,12,13,15
07:54:47,10,3,3,6,4,27,4,9,13,14
23:55:04,12,3,3,6,6,22,7,4,11,11
19:37:51,10,4,2,6,4,22,2,10,12,10
19:38:07,10,5,1,6,4,26,3,12,15,11
23:44:40,8,2,4,6,2,26,7,11,18,8
23:44:47,8,2,4,6,2,23,6,9,15,8
11:39:43,13,4,2,6,7,25,3,6,9,16
11:39:51,13,4,2,6,7,24,3,6,9,15
11:43:20,8,0,6,6,2,25,4,7,11,14
11:43:36,9,0,6,6,3,23,2,7,9,14
16:53:51,6,3,3,6,0,19,0,12,12,7
16:58:47,8,0,6,6,2,33,7,9,16,17
05:20:16,10,1,5,6,4,22,2,8,10,12
05:20:24,8,1,5,6,2,22,3,8,11,11
05:21:04,8,2,4,6,2,19,3,7,10,9
05:21:12,8,2,4,6,2,18,3,6,9,9
16:55:28,13,1,5,6,7,16,1,7,8,8
07:54:15,9,4,2,6,3,23,3,11,14,9
16:54:31,9,1,5,6,3,25,3,15,18,7
05:25:04,7,0,6,6,1,16,2,7,9,7
16:52:23,8,3,3,6,2,16,3,8,11,5
05:26:07,9,4,2,6,3,24,2,9,11,13
14:38:07,12,1,5,6,6,30,2,10,12,18
23:51:12,7,2,4,6,1,21,0,10,10,11
19:39:03,9,2,4,6,3,29,1,12,13,16
13:01:59,8,3,3,6,2,26,4,6,10,16
13:02:07,9,3,3,6,3,26,4,6,10,16
13:02:15,9,2,4,6,3,27,4,8,12,15
09:22:39,13,2,4,6,7,27,4,7,11,16
09:22:47,13,2,4,6,7,27,3,8,11,16
02:36:08,13,4,2,6,7,16,2,4,6,10
02:36:15,14,3,3,6,8,16,2,3,5,11
19:35:59,10,0,6,6,4,33,3,13,16,17
19:37:35,7,3,3,6,1,24,3,10,13,11
22:11:27,9,4,2,6,3,20,2,5,7,13
22:11:43,10,3,3,6,4,22,2,6,8,14
22:09:04,11,3,3,6,5,24,3,9,12,12
22:09:12,11,3,3,6,5,26,4,10,14,12
21:04:15,9,1,5,6,3,25,5,9,14,11
01:06:15,10,1,5,6,4,16,5,5,10,6
01:06:31,10,2,4,6,4,21,6,6,12,9
12:18:32,11,2,4,6,5,20,5,4,9,11
12:18:47,11,2,4,6,5,19,4,4,8,11
19:38:39,9,3,3,6,3,33,3,14,17,16
02:33:44,12,4,2,6,6,23,2,8,10,13
02:33:52,10,4,2,6,4,24,2,10,12,12
19:41:28,9,3,3,6,3,18,3,6,9,9
22:09:36,10,3,3,6,4,28,4,11,15,13
16:47:27,9,3,3,6,3,25,8,8,16,9
16:50:07,13,2,4,6,7,22,5,10,15,7
14:47:36,11,3,3,6,5,18,1,5,6,12
05:33:28,10,4,2,6,4,20,1,8,9,11
05:33:36,10,4,2,6,4,19,1,8,9,10
07:49:19,11,3,3,6,5,24,6,9,15,9
07:49:27,14,3,3,6,8,23,5,9,14,9
07:49:35,13,3,3,6,7,22,2,8,10,12
14:38:23,15,1,5,6,9,32,2,9,11,21
14:38:39,14,1,5,6,8,32,1,9,10,22
14:38:47,11,1,5,6,5,26,1,7,8,18
16:46:56,11,5,1,6,5,26,3,11,14,12
23:49:04,11,3,3,6,5,25,6,9,15,10
23:50:15,9,3,3,6,3,21,2,7,9,12
23:50:23,9,3,3,6,3,22,2,10,12,10
22:10:47,11,5,1,6,5,23,1,8,9,14
22:10:56,9,5,1,6,3,20,1,6,7,13
22:11:04,8,5,1,6,2,20,0,7,7,13
14:45:52,11,2,4,6,5,28,1,13,14,14
07:44:31,13,3,3,6,7,24,3,10,13,11
07:44:39,11,3,3,6,5,25,3,10,13,12
07:44:56,11,3,3,6,5,23,3,10,13,10
01:08:39,10,2,4,6,4,17,1,3,4,13
01:08:47,9,2,4,6,3,16,1,3,4,12
21:04:39,10,2,4,6,4,32,6,13,19,13
21:04:47,10,2,4,6,4,34,6,14,20,14
21:05:04,11,2,4,6,5,32,6,13,19,13
21:03:51,8,0,6,6,2,21,4,7,11,10
21:03:59,9,0,6,6,3,23,4,8,12,11
07:45:04,10,3,3,6,4,25,3,11,14,11
07:45:12,9,3,3,6,3,25,2,12,14,11
14:47:12,9,3,3,6,3,28,0,12,12,16
14:47:20,10,3,3,6,4,22,0,7,7,15
14:47:28,9,3,3,6,3,22,2,6,8,14
21:04:07,8,0,6,6,2,24,5,8,13,11
19:40:31,13,3,3,6,7,24,1,11,12,12
19:40:39,12,3,3,6,6,24,1,10,11,13
12:59:35,8,3,3,6,2,19,1,10,11,8
12:59:43,9,3,3,6,3,19,2,10,12,7
09:25:43,8,0,6,6,2,30,3,12,15,15
02:33:04,12,0,6,6,6,22,1,5,6,16
02:33:12,11,0,6,6,5,20,0,5,5,15
02:33:20,11,0,6,6,5,19,0,5,5,14
02:33:28,12,0,6,6,6,20,0,6,6,14
02:33:36,11,2,4,6,5,23,1,8,9,14
09:28:15,9,2,4,6,3,18,4,7,11,7
05:32:08,9,3,3,6,3,21,2,9,11,10
16:46:31,10,4,2,6,4,26,1,14,15,11
14:44:40,10,4,2,6,4,21,3,9,12,9
14:44:47,13,4,2,6,7,22,3,10,13,9
02:27:59,13,3,3,6,7,18,5,4,9,9
14:53:04,10,1,5,6,4,20,3,6,9,11
14:55:36,10,2,4,6,4,32,1,13,14,18
07:41:36,9,1,5,6,3,18,4,3,7,11
16:41:36,10,2,4,6,4,20,2,10,12,8
16:41:52,11,3,3,6,5,22,1,12,13,9
14:47:52,11,3,3,6,5,19,2,6,8,11
07:44:15,12,3,3,6,6,25,3,8,11,14
07:44:23,13,3,3,6,7,22,3,7,10,12
22:09:43,8,3,3,6,2,27,4,10,14,13
22:09:59,9,3,3,6,3,29,4,11,15,14
11:37:52,13,2,4,6,7,19,5,2,7,12
16:43:04,10,1,5,6,4,18,2,10,12,6
16:43:20,12,3,3,6,6,19,2,12,14,5
16:43:35,11,2,4,6,5,23,5,11,16,7
05:31:04,8,2,4,6,2,16,3,7,10,6
05:37:12,8,1,5,6,2,13,4,4,8,5
05:37:20,8,1,5,6,2,14,5,3,8,6
16:40:31,10,2,4,6,4,19,2,8,10,9
05:36:23,10,3,3,6,4,18,5,7,12,6
16:44:31,8,3,3,6,2,30,6,18,24,6
14:52:48,8,0,6,6,2,17,2,6,8,9
09:28:23,9,2,4,6,3,16,5,6,11,5
09:28:31,9,1,5,6,3,16,2,8,10,6
09:28:39,9,0,6,6,3,16,2,8,10,6
12:58:39,8,1,5,6,2,28,4,12,16,12
19:42:23,14,4,2,6,8,21,1,8,9,12
19:43:20,10,2,4,6,4,20,1,9,10,10
12:58:47,8,2,4,6,2,23,2,10,12,11
09:29:52,9,2,4,6,3,22,1,7,8,14
09:30:00,8,2,4,6,2,21,1,6,7,14
02:27:04,7,3,3,6,1,20,3,5,8,12
05:41:36,9,4,2,6,3,23,2,10,12,11
05:41:44,10,4,2,6,4,19,2,9,11,8
05:41:52,10,4,2,6,4,19,2,9,11,8
02:28:07,14,3,3,6,8,18,5,4,9,9
19:47:43,13,3,3,6,7,27,0,10,10,17
19:47:51,13,3,3,6,7,25,0,8,8,17
19:47:11,11,2,4,6,5,23,0,11,11,12
12:56:31,7,1,5,6,1,27,1,11,12,15
19:49:27,10,2,4,6,4,24,2,13,15,9
19:49:35,11,2,4,6,5,24,2,12,14,10
02:24:31,10,2,4,6,4,27,2,10,12,15
12:56:47,9,2,4,6,3,29,2,12,14,15
05:36:31,10,3,3,6,4,16,5,5,10,6
05:36:39,10,3,3,6,4,15,4,6,10,5
05:36:47,10,3,3,6,4,16,5,6,11,5
05:36:56,10,3,3,6,4,14,4,5,9,5
16:41:28,10,1,5,6,4,17,2,8,10,7
09:29:04,9,1,5,6,3,20,2,9,11,9
01:09:51,12,3,3,6,6,20,3,6,9,11
01:09:59,12,3,3,6,6,25,3,9,12,13
01:07:44,10,3,3,6,4,17,1,3,4,13
01:07:59,10,1,5,6,4,16,0,1,1,15
01:06:56,13,3,3,6,7,22,5,5,10,12
10:10:15,7,1,5,6,1,18,7,3,10,8
10:11:35,11,3,3,6,5,19,2,3,5,14
09:34:39,8,1,5,6,2,29,5,10,15,14
12:54:39,8,3,3,6,2,18,1,11,12,6
23:45:28,8,4,2,6,2,21,8,5,13,8
10:53:20,10,4,2,6,4,18,2,7,9,9
10:53:51,10,4,2,6,4,19,2,7,9,10
11:37:04,12,3,3,6,6,20,5,5,10,10
22:11:51,9,2,4,6,3,22,2,6,8,14
16:37:27,8,3,3,6,2,22,2,11,13,9
16:37:35,7,3,3,6,1,26,4,12,16,10
16:37:43,7,2,4,6,1,22,3,10,13,9
16:37:59,7,2,4,6,1,19,2,7,9,10
16:38:07,10,2,4,6,4,18,3,6,9,9
16:38:15,11,2,4,6,5,17,3,6,9,8
05:44:16,9,1,5,6,3,29,5,13,18,11
16:35:51,9,2,4,6,3,23,2,16,18,5
05:42:00,10,3,3,6,4,20,1,11,12,8
07:39:03,10,5,1,6,4,24,7,8,15,9
07:39:19,9,4,2,6,3,33,10,10,20,13
07:39:35,8,3,3,6,2,30,9,8,17,13
07:39:43,8,3,3,6,2,30,9,8,17,13
16:40:56,9,2,4,6,3,20,4,10,14,6
16:41:04,10,2,4,6,4,20,4,11,15,5
16:41:12,12,2,4,6,6,23,4,12,16,7
12:49:51,12,3,3,6,6,22,1,12,13,9
12:52:08,12,1,5,6,6,24,2,19,21,3
23:42:56,12,2,4,6,6,29,4,8,12,17
23:44:16,8,2,4,6,2,28,7,8,15,13
22:12:47,11,2,4,6,5,25,0,11,11,14
22:12:56,11,2,4,6,5,26,1,11,12,14
22:18:00,14,1,5,6,8,26,2,10,12,14
22:21:12,10,3,3,6,4,26,3,13,16,10
11:34:39,11,3,3,6,5,21,3,3,6,15
11:34:47,11,3,3,6,5,22,3,4,7,15
10:55:04,8,2,4,6,2,21,3,8,11,10
10:55:20,6,2,4,6,0,18,3,7,10,8
22:16:47,10,2,4,6,4,24,3,7,10,14
05:48:00,10,1,5,6,4,27,2,15,17,10
05:48:07,10,1,5,6,4,25,2,13,15,10
05:48:23,9,1,5,6,3,23,2,12,14,9
07:40:08,6,2,4,6,0,29,9,6,15,14
14:59:36,12,3,3,6,6,20,1,8,9,11
07:35:59,7,1,5,6,1,16,1,7,8,8
07:36:07,7,1,5,6,1,16,0,6,6,10
07:36:15,7,1,5,6,1,16,0,5,5,11
12:54:47,8,3,3,6,2,19,1,11,12,7
12:55:36,9,3,3,6,3,19,4,9,13,6
12:55:44,10,2,4,6,4,20,4,9,13,7
09:32:15,7,0,6,6,1,31,4,10,14,17
09:32:23,7,0,6,6,1,33,4,11,15,18
09:32:39,7,0,6,6,1,29,5,8,13,16
09:32:47,7,0,6,6,1,28,5,8,13,15
12:56:00,10,2,4,6,4,18,4,6,10,8
12:56:07,9,2,4,6,3,18,3,8,11,7
12:56:15,10,2,4,6,4,23,3,8,11,12
09:38:31,10,1,5,6,4,19,2,8,10,9
19:55:20,10,1,5,6,4,19,1,10,11,8
20:56:00,10,4,2,6,4,19,3,5,8,11
20:56:08,9,4,2,6,3,18,3,5,8,10
07:37:43,9,2,4,6,3,19,2,5,7,12
16:32:23,7,0,6,6,1,21,3,10,13,8
05:50:39,7,2,4,6,1,23,1,5,6,17
05:50:47,7,2,4,6,1,23,0,6,6,17
05:50:56,9,2,4,6,3,23,0,6,6,17
16:34:23,11,2,4,6,5,36,5,13,18,18
16:34:31,10,2,4,6,4,30,4,10,14,16
16:34:39,11,2,4,6,5,29,4,9,13,16
16:34:56,10,2,4,6,4,22,4,6,10,12
05:51:44,13,3,3,6,7,22,0,8,8,14
05:48:31,8,1,5,6,2,22,3,10,13,9
05:45:36,8,2,4,6,2,29,6,14,20,9
05:45:44,8,2,4,6,2,28,5,13,18,10
05:53:12,12,2,4,6,6,22,4,6,10,12
16:31:28,12,3,3,6,6,27,4,12,16,11
16:32:07,6,0,6,6,0,20,2,9,11,9
16:28:31,8,2,4,6,2,22,5,8,13,9
16:28:39,7,2,4,6,1,15,5,6,11,4
16:28:55,7,3,3,6,1,17,4,9,13,4
12:52:16,12,1,5,6,6,22,2,17,19,3
12:52:32,9,1,5,6,3,21,2,16,18,3
12:52:56,8,0,6,6,2,18,2,13,15,3
12:53:04,8,1,5,6,2,19,2,13,15,4
19:52:47,10,0,6,6,4,36,1,19,20,16
19:52:56,11,0,6,6,5,35,1,18,19,16
09:34:31,8,1,5,6,2,29,5,10,15,14
02:20:08,11,4,2,6,5,22,1,5,6,16
19:55:04,11,2,4,6,5,19,1,10,11,8
19:55:12,11,1,5,6,5,18,1,9,10,8
16:21:12,11,3,3,6,5,27,3,8,11,16
16:21:20,11,4,2,6,5,27,4,8,12,15
16:21:28,9,4,2,6,3,28,3,9,12,16
16:30:00,10,2,4,6,4,20,4,12,16,4
16:25:11,10,2,4,6,4,27,5,10,15,12
16:25:19,10,2,4,6,4,27,5,9,14,13
16:25:27,11,2,4,6,5,24,5,7,12,12
16:26:47,9,1,5,6,3,27,2,15,17,10
16:26:55,8,1,5,6,2,25,2,15,17,8
16:27:19,8,3,3,6,2,31,5,14,19,12
16:27:35,8,3,3,6,2,26,5,11,16,10
05:51:52,13,3,3,6,7,23,2,7,9,14
05:52:00,13,3,3,6,7,21,2,7,9,12
05:52:08,15,3,3,6,9,21,2,7,9,12
05:52:48,13,2,4,6,7,19,3,5,8,11
05:52:56,13,2,4,6,7,19,3,5,8,11
19:57:51,11,2,4,6,5,22,1,10,11,11
01:08:07,8,1,5,6,2,15,0,1,1,14
15:01:20,13,2,4,6,7,23,2,7,9,14
15:02:23,11,2,4,6,5,19,0,7,7,12
16:21:04,11,3,3,6,5,23,3,6,9,14
23:41:36,15,2,4,6,9,20,2,5,7,13
23:36:23,11,1,5,6,5,19,1,7,8,11
23:37:12,12,0,6,6,6,20,5,6,11,9
23:37:28,13,0,6,6,7,18,1,8,9,9
23:37:36,12,0,6,6,6,16,1,8,9,7
23:37:44,10,1,5,6,4,17,2,7,9,8
23:34:00,7,2,4,6,1,20,1,12,13,7
23:34:08,7,2,4,6,1,17,1,10,11,6
23:34:16,7,2,4,6,1,17,2,10,12,5
23:34:31,7,3,3,6,1,14,1,9,10,4
23:34:39,7,3,3,6,1,14,1,10,11,3
15:04:23,7,3,3,6,1,21,2,8,10,11
15:04:39,9,3,3,6,3,23,2,7,9,14
16:27:51,7,2,4,6,1,24,5,10,15,9
14:59:44,12,5,1,6,6,21,1,9,10,11
15:00:56,14,2,4,6,8,30,6,10,16,14
15:01:04,16,2,4,6,10,31,5,10,15,16
21:01:12,11,4,2,6,5,22,4,7,11,11
21:01:28,15,4,2,6,9,23,4,5,9,14
21:01:36,13,3,3,6,7,25,4,6,10,15
02:20:56,13,2,4,6,7,13,3,3,6,7
02:21:04,15,2,4,6,9,13,3,3,6,7
19:57:27,15,1,5,6,9,23,1,10,11,12
12:49:27,10,3,3,6,4,19,1,9,10,9
09:38:07,7,1,5,6,1,18,1,7,8,10
09:38:15,9,1,5,6,3,17,1,6,7,10
09:38:23,9,1,5,6,3,20,1,9,10,10
16:24:07,7,2,4,6,1,15,0,9,9,6
15:02:31,9,2,4,6,3,20,0,7,7,13
15:02:39,14,2,4,6,8,21,0,7,7,14
12:20:39,10,3,3,6,4,20,3,7,10,10
12:21:12,7,1,5,6,1,21,2,8,10,11
20:02:47,9,2,4,6,3,15,0,9,9,6
20:59:04,9,2,4,6,3,25,5,8,13,12
20:59:12,8,2,4,6,2,24,4,8,12,12
20:59:20,8,2,4,6,2,24,5,7,12,12
21:00:56,10,3,3,6,4,19,2,8,10,9
20:55:44,9,4,2,6,3,18,2,5,7,11
15:02:47,14,2,4,6,8,19,0,6,6,13
07:31:43,13,3,3,6,7,24,5,8,13,11
07:31:51,15,3,3,6,9,21,4,7,11,10
07:32:07,12,3,3,6,6,22,4,8,12,10
07:32:15,12,3,3,6,6,23,5,8,13,10
06:04:47,9,3,3,6,3,28,0,13,13,15
23:34:47,8,3,3,6,2,15,1,11,12,3
22:17:20,11,1,5,6,5,26,4,8,12,14
23:34:56,10,3,3,6,4,16,4,10,14,2
23:35:36,9,3,3,6,3,22,5,9,14,8
23:35:44,7,3,3,6,1,22,6,9,15,7
22:21:20,11,3,3,6,5,26,3,13,16,10
16:10:07,7,3,3,6,1,21,1,6,7,14
16:10:15,7,3,3,6,1,22,1,8,9,13
16:16:55,10,1,5,6,4,16,1,7,8,8
15:05:43,15,2,4,6,9,22,2,7,9,13
15:05:51,14,2,4,6,8,24,3,8,11,13
15:07:04,9,3,3,6,3,23,0,9,9,14
07:29:36,10,3,3,6,4,23,3,10,13,10
16:23:19,12,2,4,6,6,22,1,15,16,6
16:23:27,13,2,4,6,7,19,0,14,14,5
23:32:00,12,4,2,6,6,25,3,10,13,12
16:11:19,6,0,6,6,0,23,3,12,15,8
16:12:15,12,1,5,6,6,20,2,10,12,8
16:13:27,11,3,3,6,5,19,5,8,13,6
20:55:52,10,4,2,6,4,18,2,5,7,11
01:15:19,9,2,4,6,3,32,2,15,17,15
