Time,all-pd,mj1-pd,mj2-pd,mja-pd,min-pd,all-sc,mj1-sc,mj2-sc,mja-sc,min-sc
00:27:59,6,4,0,4,2,15,0,4,4,11
21:34:56,9,0,4,4,5,19,3,8,11,8
21:34:47,10,0,4,4,6,20,3,8,11,9
21:34:31,8,0,4,4,4,19,4,7,11,8
21:34:23,7,0,4,4,3,20,4,9,13,7
21:34:15,8,0,4,4,4,22,5,7,12,10
21:34:07,9,0,4,4,5,23,4,8,12,11
21:33:59,10,1,3,4,6,23,4,10,14,9
21:33:52,10,1,3,4,6,23,4,10,14,9
21:33:44,12,1,3,4,8,23,3,11,14,9
21:33:36,10,1,3,4,6,23,4,10,14,9
12:09:20,8,1,3,4,4,31,4,15,19,12
12:09:12,9,1,3,4,5,30,4,13,17,13
12:08:39,12,1,3,4,8,31,3,16,19,12
12:08:31,12,1,3,4,8,30,3,14,17,13
12:08:16,9,2,2,4,5,31,3,15,18,13
12:08:00,8,3,1,4,4,26,1,13,14,12
12:07:52,6,3,1,4,2,25,1,13,14,11
12:06:56,11,3,1,4,7,28,2,13,15,13
10:28:39,7,1,3,4,3,14,0,7,7,7
10:28:31,6,2,2,4,2,14,0,8,8,6
10:28:23,8,2,2,4,4,17,4,7,11,6
10:28:15,7,2,2,4,3,20,7,5,12,8
10:27:35,10,2,2,4,6,18,4,5,9,9
10:26:39,7,1,3,4,3,21,1,7,8,13
10:25:11,8,1,3,4,4,23,3,7,10,13
10:25:03,10,1,3,4,6,20,3,6,9,11
10:24:55,11,1,3,4,7,18,2,5,7,11
10:24:31,11,1,3,4,7,19,1,6,7,12
12:11:04,9,4,0,4,5,21,5,9,14,7
12:10:56,9,4,0,4,5,23,4,10,14,9
12:10:47,8,3,1,4,4,25,4,10,14,11
12:10:39,7,3,1,4,3,25,2,12,14,11
12:09:28,9,1,3,4,5,30,4,13,17,13
21:32:15,6,0,4,4,2,31,6,17,23,8
21:32:00,6,0,4,4,2,25,4,15,19,6
21:31:44,7,0,4,4,3,21,3,13,16,5
21:31:36,8,0,4,4,4,20,2,12,14,6
10:21:43,6,3,1,4,2,22,1,8,9,13
10:20:56,8,2,2,4,4,19,1,9,10,9
10:20:47,7,2,2,4,3,17,1,8,9,8
10:20:39,8,2,2,4,4,19,1,10,11,8
10:20:15,8,1,3,4,4,21,2,10,12,9
10:24:07,11,1,3,4,7,18,1,7,8,10
10:22:39,9,3,1,4,5,24,1,12,13,11
10:26:07,8,0,4,4,4,17,3,4,7,10
21:30:00,9,1,3,4,5,17,1,6,7,10
21:28:07,5,0,4,4,1,28,4,12,16,12
21:27:59,6,0,4,4,2,30,3,11,14,16
00:30:32,9,2,2,4,5,20,4,9,13,7
00:30:24,9,2,2,4,5,19,4,9,13,6
00:30:08,7,2,2,4,3,16,5,7,12,4
00:29:52,5,4,0,4,1,19,5,9,14,5
21:26:39,8,2,2,4,4,17,0,12,12,5
21:26:15,8,3,1,4,4,26,1,15,16,10
10:19:51,8,1,3,4,4,24,2,10,12,12
10:22:15,11,3,1,4,7,23,1,8,9,14
10:22:07,7,3,1,4,3,22,1,7,8,14
10:21:59,7,3,1,4,3,24,1,8,9,15
21:26:07,8,3,1,4,4,25,0,14,14,11
21:25:59,8,3,1,4,4,23,1,11,12,11
21:25:51,8,3,1,4,4,27,2,12,14,13
21:25:43,8,3,1,4,4,27,2,12,14,13
21:25:35,8,3,1,4,4,28,2,12,14,14
21:25:28,8,3,1,4,4,29,3,12,15,14
21:25:20,7,3,1,4,3,26,3,11,14,12
21:25:12,8,4,0,4,4,25,2,11,13,12
21:25:04,7,4,0,4,3,24,2,11,13,11
21:24:47,7,3,1,4,3,26,2,13,15,11
21:24:31,7,3,1,4,3,25,1,16,17,8
21:24:07,10,1,3,4,6,17,0,14,14,3
21:23:44,9,1,3,4,5,18,0,12,12,6
21:23:36,9,2,2,4,5,19,0,12,12,7
10:16:47,11,1,3,4,7,33,5,12,17,16
10:16:39,10,1,3,4,6,38,6,14,20,18
10:16:31,10,1,3,4,6,33,6,12,18,15
12:16:15,9,4,0,4,5,23,5,6,11,12
12:14:07,7,2,2,4,3,28,4,10,14,14
21:22:23,9,3,1,4,5,25,2,12,14,11
21:22:07,8,3,1,4,4,25,2,10,12,13
21:20:56,10,0,4,4,6,25,2,7,9,16
21:20:47,10,0,4,4,6,26,2,8,10,16
21:20:39,10,0,4,4,6,30,1,10,11,19
21:20:16,10,1,3,4,6,30,1,9,10,20
21:20:08,9,2,2,4,5,32,1,11,12,20
00:40:24,11,2,2,4,7,23,4,7,11,12
00:40:16,12,2,2,4,8,22,3,6,9,13
21:18:56,9,3,1,4,5,21,2,6,8,13
21:18:40,9,3,1,4,5,22,2,6,8,14
21:17:44,9,4,0,4,5,22,0,9,9,13
21:17:36,8,4,0,4,4,23,0,10,10,13
21:16:15,6,2,2,4,2,23,1,16,17,6
10:11:59,8,3,1,4,4,20,2,5,7,13
10:14:47,6,2,2,4,2,35,7,10,17,18
10:14:39,5,2,2,4,1,33,7,11,18,15
10:14:31,7,2,2,4,3,28,5,11,16,12
10:14:07,12,0,4,4,8,28,4,9,13,15
00:42:31,8,4,0,4,4,30,4,11,15,15
00:45:20,10,3,1,4,6,27,2,7,9,18
00:45:12,9,3,1,4,5,31,3,9,12,19
00:45:04,7,3,1,4,3,32,3,9,12,20
00:48:15,6,1,3,4,2,32,4,11,15,17
00:47:51,7,1,3,4,3,23,3,11,14,9
00:47:43,6,1,3,4,2,26,3,11,14,12
00:47:35,6,1,3,4,2,28,3,13,16,12
00:47:04,7,3,1,4,3,29,5,10,15,14
12:22:23,7,1,3,4,3,22,5,8,13,9
12:22:00,6,1,3,4,2,23,5,10,15,8
12:21:36,6,2,2,4,2,19,2,8,10,9
10:10:56,8,1,3,4,4,20,5,5,10,10
10:10:39,7,1,3,4,3,18,6,4,10,8
10:12:39,6,3,1,4,2,17,3,4,7,10
21:14:39,10,2,2,4,6,19,0,11,11,8
21:13:20,11,0,4,4,7,23,4,11,15,8
00:50:23,5,1,3,4,1,28,0,9,9,19
00:49:04,8,1,3,4,4,34,2,12,14,20
21:12:56,7,1,3,4,3,26,4,9,13,13
21:12:47,7,1,3,4,3,26,4,9,13,13
21:12:31,6,1,3,4,2,26,3,10,13,13
10:07:44,12,2,2,4,8,20,1,11,12,8
10:07:36,14,2,2,4,10,20,1,12,13,7
12:23:51,10,1,3,4,6,17,3,8,11,6
21:12:07,5,1,3,4,1,25,2,10,12,13
21:11:59,6,1,3,4,2,24,2,9,11,13
21:11:20,10,2,2,4,6,17,0,10,10,7
00:51:44,7,3,1,4,3,31,2,15,17,14
21:10:39,5,2,2,4,1,19,0,10,10,9
21:09:20,8,3,1,4,4,25,1,14,15,10
00:53:04,8,1,3,4,4,27,4,13,17,10
00:56:56,6,2,2,4,2,11,1,6,7,4
01:02:39,7,2,2,4,3,19,4,7,11,8
01:02:23,6,2,2,4,2,17,2,8,10,7
01:02:07,8,1,3,4,4,18,3,9,12,6
01:01:59,8,1,3,4,4,18,3,9,12,6
12:25:51,7,1,3,4,3,21,3,9,12,9
12:24:31,8,2,2,4,4,13,3,5,8,5
12:24:23,10,2,2,4,6,11,2,4,6,5
12:24:15,10,2,2,4,6,14,2,5,7,7
10:09:20,5,0,4,4,1,14,3,3,6,8
10:08:56,8,0,4,4,4,10,1,2,3,7
10:08:47,7,0,4,4,3,11,2,2,4,7
01:01:35,5,2,2,4,1,17,3,8,11,6
01:01:27,5,2,2,4,1,19,3,9,12,7
21:07:44,8,2,2,4,4,19,2,8,10,9
21:07:36,8,2,2,4,4,19,2,8,10,9
21:07:28,9,2,2,4,5,17,1,9,10,7
21:07:20,8,2,2,4,4,18,1,9,10,8
21:07:12,8,2,2,4,4,19,1,9,10,9
01:03:43,10,2,2,4,6,22,6,5,11,11
21:05:19,8,1,3,4,4,29,5,11,16,13
01:07:20,12,2,2,4,8,18,4,3,7,11
21:03:04,5,0,4,4,1,17,1,6,7,10
10:03:51,9,1,3,4,5,24,1,17,18,6
10:03:35,11,2,2,4,7,25,3,16,19,6
10:07:20,13,2,2,4,9,24,1,13,14,10
10:06:39,5,3,1,4,1,28,2,14,16,12
10:06:31,6,2,2,4,2,27,1,13,14,13
01:11:51,9,1,3,4,5,23,4,7,11,12
01:11:43,8,1,3,4,4,24,5,7,12,12
01:11:35,8,0,4,4,4,23,5,7,12,11
01:10:15,8,3,1,4,4,29,2,14,16,13
21:02:15,7,2,2,4,3,24,2,8,10,14
21:00:47,7,2,2,4,3,19,2,7,9,10
21:00:39,6,2,2,4,2,19,3,7,10,9
21:00:23,6,1,3,4,2,22,4,8,12,10
21:00:15,7,1,3,4,3,21,3,8,11,10
01:13:51,7,3,1,4,3,24,4,5,9,15
10:01:59,9,1,3,4,5,30,1,15,16,14
10:01:51,7,1,3,4,3,30,1,16,17,13
10:01:43,7,1,3,4,3,28,1,14,15,13
12:26:23,6,1,3,4,2,21,4,7,11,10
20:59:36,6,2,2,4,2,23,3,8,11,12
20:58:08,12,3,1,4,8,27,4,11,15,12
20:58:00,10,3,1,4,6,25,4,11,15,10
01:15:59,6,2,2,4,2,28,3,10,13,15
01:15:51,6,2,2,4,2,29,2,11,13,16
01:15:43,6,2,2,4,2,31,3,12,15,16
01:17:52,11,3,1,4,7,22,4,5,9,13
01:17:44,12,3,1,4,8,21,4,4,8,13
01:17:36,10,3,1,4,6,21,4,4,8,13
01:17:12,11,3,1,4,7,20,3,4,7,13
01:16:55,8,2,2,4,4,18,4,2,6,12
01:16:39,6,1,3,4,2,15,4,1,5,10
01:16:31,8,1,3,4,4,18,4,4,8,10
01:16:23,8,1,3,4,4,18,3,6,9,9
01:18:31,12,4,0,4,8,17,2,7,9,8
01:18:23,11,4,0,4,7,18,2,7,9,9
20:52:08,5,2,2,4,1,24,0,18,18,6
12:31:52,8,1,3,4,4,28,6,11,17,11
12:31:44,8,1,3,4,4,25,6,9,15,10
12:30:32,5,1,3,4,1,23,6,5,11,12
12:30:24,5,1,3,4,1,23,5,5,10,13
10:00:56,9,2,2,4,5,20,2,9,11,9
09:59:35,9,1,3,4,5,25,2,12,14,11
09:59:27,9,1,3,4,5,25,2,12,14,11
01:21:04,7,2,2,4,3,28,6,7,13,15
01:20:56,7,2,2,4,3,26,6,6,12,14
01:20:47,7,1,3,4,3,28,7,6,13,15
01:23:43,8,1,3,4,4,32,8,14,22,10
01:23:35,10,1,3,4,6,33,7,13,20,13
01:23:27,13,1,3,4,9,33,8,13,21,12
01:23:19,12,1,3,4,8,30,8,10,18,12
01:23:12,11,1,3,4,7,31,8,10,18,13
01:23:04,10,1,3,4,6,31,9,10,19,12
12:33:59,4,0,4,4,0,20,6,5,11,9
12:33:44,6,0,4,4,2,23,5,7,12,11
12:33:36,6,0,4,4,2,24,5,7,12,12
09:58:39,10,1,3,4,6,20,1,7,8,12
09:58:15,11,0,4,4,7,25,2,9,11,14
01:25:35,10,2,2,4,6,16,0,10,10,6
01:25:27,10,2,2,4,6,17,0,10,10,7
01:25:19,9,2,2,4,5,17,0,11,11,6
01:25:11,9,2,2,4,5,14,0,8,8,6
01:28:47,12,2,2,4,8,25,4,9,13,12
01:27:03,5,4,0,4,1,23,1,12,13,10
20:49:12,5,1,3,4,1,18,2,7,9,9
12:35:36,6,1,3,4,2,23,6,7,13,10
12:34:31,6,1,3,4,2,21,5,8,13,8
20:48:15,7,2,2,4,3,23,2,8,10,13
01:30:56,6,1,3,4,2,20,4,11,15,5
01:30:47,6,1,3,4,2,19,4,10,14,5
01:30:39,5,1,3,4,1,21,4,11,15,6
20:46:24,6,2,2,4,2,21,1,8,9,12
20:46:16,6,2,2,4,2,17,0,6,6,11
20:46:08,7,2,2,4,3,16,0,6,6,10
20:46:00,8,2,2,4,4,19,0,10,10,9
20:45:52,9,2,2,4,5,19,0,11,11,8
20:44:08,8,2,2,4,4,22,2,9,11,11
20:44:00,9,1,3,4,5,19,3,8,11,8
20:43:52,10,1,3,4,6,20,3,9,12,8
09:52:56,8,1,3,4,4,18,2,5,7,11
12:38:47,5,1,3,4,1,19,3,11,14,5
12:37:27,10,3,1,4,6,19,1,6,7,12
20:43:44,9,2,2,4,5,20,4,9,13,7
01:34:56,7,1,3,4,3,25,3,12,15,10
01:34:39,9,0,4,4,5,23,4,12,16,7
01:34:07,10,2,2,4,6,20,1,9,10,10
01:33:59,9,2,2,4,5,22,1,9,10,12
01:36:31,10,2,2,4,6,31,9,8,17,14
01:36:23,10,2,2,4,6,31,9,9,18,13
01:36:15,11,2,2,4,7,34,9,9,18,16
01:35:59,9,3,1,4,5,34,9,8,17,17
20:43:04,8,1,3,4,4,23,2,12,14,9
20:42:56,10,1,3,4,6,24,2,10,12,12
20:42:48,9,1,3,4,5,24,0,11,11,13
20:42:40,8,1,3,4,4,23,0,11,11,12
09:50:56,13,1,3,4,9,26,3,9,12,14
12:39:11,7,1,3,4,3,21,5,9,14,7
12:38:56,5,1,3,4,1,24,5,11,16,8
09:53:36,6,1,3,4,2,17,3,6,9,8
09:53:12,8,1,3,4,4,18,2,4,6,12
09:53:04,8,1,3,4,4,17,2,4,6,11
20:40:16,5,1,3,4,1,25,1,11,12,13
20:40:00,6,1,3,4,2,24,0,12,12,12
20:39:51,7,1,3,4,3,24,0,12,12,12
20:39:43,7,1,3,4,3,23,0,12,12,11
20:38:47,10,0,4,4,6,29,1,14,15,14
20:36:47,6,3,1,4,2,17,2,6,8,9
01:39:35,6,2,2,4,2,20,1,7,8,12
01:39:27,5,2,2,4,1,19,0,6,6,13
01:39:19,6,2,2,4,2,23,0,7,7,16
01:39:11,7,2,2,4,3,23,0,7,7,16
12:42:56,7,1,3,4,3,25,3,10,13,12
09:51:12,10,1,3,4,6,27,3,9,12,15
20:36:39,6,3,1,4,2,17,1,6,7,10
01:41:36,10,0,4,4,6,20,2,10,12,8
01:41:20,7,0,4,4,3,17,1,10,11,6
01:40:47,8,0,4,4,4,18,2,10,12,6
01:40:39,10,0,4,4,6,18,2,8,10,8
01:40:31,9,0,4,4,5,19,2,9,11,8
01:40:23,10,0,4,4,6,23,2,9,11,12
01:40:00,7,2,2,4,3,22,2,6,8,14
20:33:12,8,0,4,4,4,17,1,11,12,5
20:32:56,9,0,4,4,5,21,1,12,13,8
20:32:40,9,0,4,4,5,26,1,14,15,11
20:32:00,7,0,4,4,3,28,1,14,15,13
01:43:20,7,2,2,4,3,26,1,10,11,15
01:42:31,7,1,3,4,3,23,1,7,8,15
01:42:23,8,1,3,4,4,23,1,8,9,14
01:42:15,9,1,3,4,5,23,2,8,10,13
09:46:23,6,1,3,4,2,15,6,3,9,6
09:46:07,5,1,3,4,1,13,4,3,7,6
12:44:15,6,1,3,4,2,24,1,11,12,12
09:49:59,7,3,1,4,3,25,3,13,16,9
09:49:51,8,3,1,4,4,24,2,13,15,9
09:49:43,8,3,1,4,4,26,2,12,14,12
09:48:31,8,2,2,4,4,30,5,9,14,16
01:45:51,8,1,3,4,4,27,2,8,10,17
01:45:27,8,1,3,4,4,22,2,8,10,12
01:45:04,9,1,3,4,5,25,2,9,11,14
01:44:56,7,1,3,4,3,28,2,9,11,17
01:49:35,6,0,4,4,2,31,1,9,10,21
01:49:27,6,0,4,4,2,29,1,8,9,20
20:24:08,8,2,2,4,4,20,3,10,13,7
20:24:00,8,2,2,4,4,20,3,9,12,8
01:50:39,7,0,4,4,3,32,7,7,14,18
09:42:00,6,1,3,4,2,25,2,7,9,16
12:45:59,8,3,1,4,4,29,2,12,14,15
09:45:59,5,1,3,4,1,13,4,3,7,6
09:47:51,10,2,2,4,6,25,5,8,13,12
20:23:20,9,1,3,4,5,20,3,10,13,7
20:22:39,10,1,3,4,6,26,4,12,16,10
20:22:32,7,1,3,4,3,25,3,13,16,9
20:22:24,7,1,3,4,3,24,3,12,15,9
20:22:16,6,1,3,4,2,23,3,11,14,9
01:54:31,5,2,2,4,1,29,6,9,15,14
01:54:07,8,1,3,4,4,29,9,7,16,13
01:53:59,7,1,3,4,3,26,8,6,14,12
01:53:04,10,1,3,4,6,18,2,3,5,13
01:52:56,8,1,3,4,4,17,1,5,6,11
01:52:47,8,1,3,4,4,18,2,5,7,11
20:21:20,6,0,4,4,2,22,5,10,15,7
20:21:12,7,0,4,4,3,22,3,10,13,9
20:20:56,8,0,4,4,4,20,3,10,13,7
20:20:48,9,1,3,4,5,18,3,9,12,6
20:20:32,7,1,3,4,3,17,2,9,11,6
20:20:16,8,2,2,4,4,16,1,10,11,5
20:18:16,9,3,1,4,5,26,0,15,15,11
09:38:56,10,1,3,4,6,25,4,9,13,12
09:38:47,11,1,3,4,7,23,3,9,12,11
09:38:39,9,1,3,4,5,23,3,9,12,11
09:41:28,7,2,2,4,3,21,1,6,7,14
09:40:08,6,1,3,4,2,18,2,9,11,7
09:43:36,7,2,2,4,3,26,2,9,11,15
09:42:31,8,1,3,4,4,22,1,6,7,15
09:42:24,8,1,3,4,4,22,1,5,6,16
09:42:08,6,1,3,4,2,26,2,7,9,17
12:51:04,8,0,4,4,4,19,1,16,17,2
12:50:47,9,0,4,4,5,17,3,12,15,2
12:50:39,9,0,4,4,5,19,2,13,15,4
12:49:43,9,3,1,4,5,21,1,10,11,10
01:55:51,7,2,2,4,3,21,1,6,7,14
01:55:04,4,2,2,4,0,27,4,11,15,12
01:54:39,5,3,1,4,1,29,5,11,16,13
02:00:47,8,2,2,4,4,20,1,7,8,12
02:00:39,7,2,2,4,3,19,1,7,8,11
02:00:32,7,1,3,4,3,20,1,7,8,12
02:00:24,8,1,3,4,4,21,2,6,8,13
02:00:16,8,1,3,4,4,24,3,7,10,14
02:00:08,8,1,3,4,4,25,3,7,10,15
01:59:51,8,1,3,4,4,25,3,8,11,14
01:59:43,8,1,3,4,4,24,2,8,10,14
20:17:28,8,2,2,4,4,29,1,15,16,13
20:16:47,5,0,4,4,1,31,2,14,16,15
20:15:36,9,2,2,4,5,21,1,17,18,3
02:03:04,7,0,4,4,3,23,2,9,11,12
02:02:56,8,0,4,4,4,25,2,9,11,14
02:02:47,7,0,4,4,3,28,2,9,11,17
09:36:15,10,1,3,4,6,27,3,12,15,12
09:36:07,10,1,3,4,6,27,2,13,15,12
09:35:59,10,1,3,4,6,27,2,13,15,12
09:35:43,9,1,3,4,5,33,2,16,18,15
09:35:36,9,1,3,4,5,32,2,15,17,15
12:53:28,4,1,3,4,0,16,1,8,9,7
12:53:20,4,1,3,4,0,15,1,8,9,6
12:53:12,5,1,3,4,1,15,2,9,11,4
12:52:00,10,0,4,4,6,25,2,19,21,4
20:14:56,4,1,3,4,0,18,1,13,14,4
20:13:04,11,2,2,4,7,21,0,12,12,9
20:12:56,13,2,2,4,9,23,1,13,14,9
20:12:47,11,3,1,4,7,23,1,12,13,10
09:35:04,5,1,3,4,1,31,3,13,16,15
02:04:39,8,2,2,4,4,24,1,11,12,12
02:04:23,10,2,2,4,6,22,1,9,10,12
02:03:36,7,1,3,4,3,22,1,9,10,12
02:03:12,7,0,4,4,3,23,2,10,12,11
02:07:12,8,0,4,4,4,26,3,11,14,12
02:05:43,11,1,3,4,7,27,3,10,13,14
02:05:28,11,1,3,4,7,29,2,11,13,16
20:09:12,6,1,3,4,2,19,2,9,11,8
02:08:08,7,0,4,4,3,20,1,7,8,12
02:07:52,9,0,4,4,5,22,2,9,11,11
02:07:28,10,0,4,4,6,25,2,11,13,12
20:05:12,7,2,2,4,3,34,6,19,25,9
20:04:56,9,3,1,4,5,30,4,17,21,9
02:13:44,10,1,3,4,6,24,5,5,10,14
09:30:08,6,1,3,4,2,20,0,6,6,14
12:57:59,7,3,1,4,3,24,3,8,11,13
12:57:44,6,2,2,4,2,26,3,6,9,17
12:57:36,6,2,2,4,2,21,3,5,8,13
12:57:28,8,2,2,4,4,24,3,8,11,13
09:33:12,6,1,3,4,2,28,4,9,13,15
09:31:20,6,0,4,4,2,23,1,8,9,14
12:54:31,7,2,2,4,3,18,1,10,11,7
02:17:44,6,2,2,4,2,33,3,9,12,21
02:17:36,5,2,2,4,1,34,3,9,12,22
02:17:28,5,2,2,4,1,35,3,8,11,24
02:16:31,5,1,3,4,1,22,3,3,6,16
20:02:31,5,1,3,4,1,17,0,10,10,7
20:01:12,7,2,2,4,3,18,1,9,10,8
09:24:56,8,0,4,4,4,25,2,10,12,13
12:59:27,6,2,2,4,2,19,1,9,10,9
12:59:20,5,2,2,4,1,20,1,9,10,10
12:59:12,4,2,2,4,0,23,1,11,12,11
12:58:31,6,1,3,4,2,27,5,11,16,11
12:58:07,6,3,1,4,2,24,3,9,12,12
09:27:27,7,2,2,4,3,23,5,6,11,12
09:27:19,8,2,2,4,4,26,6,7,13,13
09:31:04,9,0,4,4,5,19,1,6,7,12
09:30:47,8,0,4,4,4,18,0,5,5,13
09:30:32,7,0,4,4,3,19,0,7,7,12
09:30:24,6,0,4,4,2,18,0,6,6,12
19:59:43,9,2,2,4,5,26,3,12,15,11
19:59:19,8,1,3,4,4,25,0,14,14,11
19:59:03,11,0,4,4,7,26,1,11,12,14
19:58:55,10,0,4,4,6,24,1,11,12,12
19:58:31,7,0,4,4,3,24,1,12,13,11
02:18:32,7,1,3,4,3,34,1,11,12,22
19:58:15,6,1,3,4,2,21,0,12,12,9
19:57:19,10,1,3,4,6,22,1,9,10,12
09:24:07,8,3,1,4,4,25,2,8,10,15
13:01:43,5,2,2,4,1,27,4,6,10,17
09:26:07,8,0,4,4,4,30,4,10,14,16
09:25:12,7,0,4,4,3,31,2,12,14,17
09:25:04,7,0,4,4,3,29,2,13,15,14
19:57:04,9,2,2,4,5,27,1,12,13,14
19:56:47,11,2,2,4,7,34,3,14,17,17
19:56:39,11,1,3,4,7,33,3,13,16,17
19:56:31,10,1,3,4,6,36,4,16,20,16
19:56:23,9,1,3,4,5,35,3,14,17,18
19:56:15,9,1,3,4,5,32,3,12,15,17
02:22:16,8,0,4,4,4,12,2,5,7,5
02:22:00,7,1,3,4,3,11,2,5,7,4
02:21:52,7,1,3,4,3,9,2,5,7,2
02:21:20,11,1,3,4,7,13,3,4,7,6
09:20:00,7,0,4,4,3,19,2,10,12,7
09:19:52,8,0,4,4,4,22,2,8,10,12
09:18:32,13,2,2,4,9,26,2,14,16,10
09:22:23,10,2,2,4,6,27,5,6,11,16
09:22:15,11,2,2,4,7,27,5,7,12,15
02:21:12,11,1,3,4,7,14,3,3,6,8
02:20:16,8,4,0,4,4,21,1,5,6,15
19:55:51,9,2,2,4,5,31,2,15,17,14
19:55:35,11,1,3,4,7,27,2,13,15,12
02:23:36,7,1,3,4,3,19,1,7,8,11
02:23:28,9,1,3,4,5,19,2,7,9,10
19:53:20,13,2,2,4,9,27,1,14,15,12
19:52:00,5,0,4,4,1,32,2,21,23,9
02:26:31,5,2,2,4,1,25,5,8,13,12
02:26:23,6,2,2,4,2,22,5,7,12,10
02:26:07,6,3,1,4,2,25,5,8,13,12
09:14:56,7,0,4,4,3,16,2,10,12,4
09:14:31,7,0,4,4,3,10,1,5,6,4
09:14:15,9,0,4,4,5,10,0,6,6,4
09:14:07,9,1,3,4,5,10,0,6,6,4
13:06:31,9,1,3,4,5,17,3,9,12,5
13:06:23,10,1,3,4,6,16,3,9,12,4
13:04:47,10,2,2,4,6,24,6,5,11,13
09:18:08,9,3,1,4,5,23,3,15,18,5
09:16:47,10,1,3,4,6,26,1,15,16,10
09:16:39,9,1,3,4,5,25,1,15,16,9
02:25:04,10,2,2,4,6,25,2,9,11,14
19:51:20,6,0,4,4,2,33,2,20,22,11
19:50:47,8,2,2,4,4,29,2,15,17,12
19:50:39,8,2,2,4,4,29,1,15,16,13
19:50:31,10,2,2,4,6,28,1,14,15,13
19:48:31,6,1,3,4,2,28,0,14,14,14
09:10:23,7,0,4,4,3,29,4,10,14,15
09:09:52,7,1,3,4,3,24,4,9,13,11
13:08:23,9,2,2,4,5,30,5,13,18,12
13:07:04,7,3,1,4,3,16,1,8,9,7
13:06:56,7,2,2,4,3,15,1,8,9,6
13:06:39,9,1,3,4,5,20,3,10,13,7
19:48:15,9,2,2,4,5,26,0,11,11,15
19:47:59,9,3,1,4,5,21,0,8,8,13
02:28:31,11,3,1,4,7,22,6,4,10,12
02:27:36,9,2,2,4,5,20,5,4,9,11
02:27:28,9,2,2,4,5,21,5,4,9,12
02:27:20,7,2,2,4,3,22,5,4,9,13
02:26:56,5,2,2,4,1,23,3,7,10,13
09:08:08,8,0,4,4,4,16,3,6,9,7
13:09:20,6,2,2,4,2,27,1,14,15,12
13:09:12,6,2,2,4,2,26,2,14,16,10
09:11:52,8,0,4,4,4,25,2,11,13,12
09:11:44,8,0,4,4,4,24,2,11,13,11
09:11:36,6,0,4,4,2,27,3,11,14,13
09:10:39,7,0,4,4,3,28,4,10,14,14
19:47:03,9,1,3,4,5,26,0,12,12,14
19:46:47,9,1,3,4,5,29,2,13,15,14
19:45:51,8,1,3,4,4,25,5,13,18,7
19:45:43,8,1,3,4,4,24,4,14,18,6
19:43:51,8,0,4,4,4,18,1,6,7,11
02:32:56,10,0,4,4,6,23,1,5,6,17
02:32:48,10,0,4,4,6,23,1,5,6,17
02:31:44,6,0,4,4,2,27,4,5,9,18
19:43:12,9,3,1,4,5,22,1,9,10,12
19:42:39,10,3,1,4,6,20,1,7,8,12
02:34:16,9,4,0,4,5,16,2,7,9,7
02:34:08,8,4,0,4,4,17,2,7,9,8
02:34:00,9,4,0,4,5,19,2,8,10,9
02:37:04,8,2,2,4,4,25,5,8,13,12
02:36:31,10,2,2,4,6,21,4,5,9,12
13:11:27,6,2,2,4,2,16,2,6,8,8
13:10:56,8,1,3,4,4,18,5,6,11,7
09:09:44,6,1,3,4,2,24,5,9,14,10
09:09:20,7,1,3,4,3,24,5,8,13,11
19:41:12,7,2,2,4,3,19,3,4,7,12
19:41:04,8,2,2,4,4,24,2,8,10,14
19:40:47,9,2,2,4,5,24,1,9,10,14
19:40:23,10,2,2,4,6,26,2,11,13,13
19:40:15,10,3,1,4,6,25,2,10,12,13
19:40:08,10,3,1,4,6,30,2,11,13,17
02:39:20,7,1,3,4,3,24,2,6,8,16
02:39:12,6,1,3,4,2,23,3,8,11,12
02:39:04,7,1,3,4,3,23,3,8,11,12
02:38:39,7,1,3,4,3,27,3,10,13,14
02:38:31,8,1,3,4,4,29,4,11,15,14
13:14:47,10,1,3,4,6,19,1,5,6,13
09:07:12,9,0,4,4,5,24,4,4,8,16
09:06:56,10,0,4,4,6,27,5,4,9,18
09:06:32,9,0,4,4,5,28,4,4,8,20
09:06:16,10,1,3,4,6,25,4,4,8,17
09:06:08,9,1,3,4,5,23,4,4,8,15
09:06:00,8,1,3,4,4,24,4,4,8,16
13:12:31,10,3,1,4,6,13,3,5,8,5
13:12:23,11,3,1,4,7,14,3,6,9,5
13:12:07,13,2,2,4,9,12,2,5,7,5
02:38:23,8,2,2,4,4,27,3,11,14,13
19:37:19,6,0,4,4,2,21,2,10,12,9
19:36:39,5,0,4,4,1,23,2,8,10,13
13:18:15,7,1,3,4,3,22,0,12,12,10
13:18:00,7,0,4,4,3,19,0,9,9,10
13:15:35,8,2,2,4,4,26,3,9,12,14
19:36:23,7,0,4,4,3,27,2,9,11,16
19:36:15,8,0,4,4,4,29,3,9,12,17
19:36:07,8,0,4,4,4,29,3,10,13,16
19:35:43,10,0,4,4,6,29,3,13,16,13
02:39:51,6,1,3,4,2,21,1,4,5,16
19:34:47,5,1,3,4,1,21,3,11,14,7
02:42:00,7,1,3,4,3,26,2,8,10,16
02:41:52,9,1,3,4,5,25,2,7,9,16
02:41:44,10,1,3,4,6,23,2,5,7,16
02:41:36,9,1,3,4,5,18,2,2,4,14
19:31:43,6,1,3,4,2,17,1,5,6,11
19:31:36,4,0,4,4,0,18,1,5,6,12
19:31:20,4,2,2,4,0,18,1,5,6,12
