['Time', 'Event0', 'Count']
['05:00:24', "(Mean_Node,190.610,(r)) (ASC,190.536,(d)) (conjunction,4')\n(Pluto,124.182,(r)) (ASC,169.163,(c)) (45-semisquare,1')", 2]
['05:00:32', "(Mean_Node,190.610,(r)) (ASC,190.559,(d)) (conjunction,3')\n(Pluto,124.182,(r)) (ASC,169.186,(c)) (45-semisquare,0')", 2]
['05:00:39', "(Mean_Node,190.610,(r)) (ASC,190.582,(d)) (conjunction,2')\n(Pluto,124.182,(r)) (ASC,169.209,(c)) (45-semisquare,2')", 2]
['05:00:47', "(Mean_Node,190.610,(r)) (ASC,190.605,(d)) (conjunction,0')\n(Pluto,124.182,(r)) (ASC,169.232,(c)) (45-semisquare,3')", 2]
['05:00:56', "(Mean_Node,190.610,(r)) (ASC,190.628,(d)) (conjunction,1')\n(Pluto,124.182,(r)) (ASC,169.255,(c)) (45-semisquare,4')", 2]
['05:01:04', "(Mean_Node,190.610,(r)) (ASC,190.651,(d)) (conjunction,2')", 1]
['05:01:12', "(Mean_Node,190.610,(r)) (ASC,190.674,(d)) (conjunction,4')", 1]
['05:01:20', "(Mean_Node,190.610,(r)) (ASC,190.697,(d)) (conjunction,5')", 1]
['05:01:28', "(Mean_Node,190.610,(r)) (ASC,190.720,(d)) (conjunction,7')", 1]
['05:01:36', "(Mean_Node,190.610,(r)) (ASC,190.743,(d)) (conjunction,8')", 1]
['05:01:44', "(Mean_Node,190.610,(r)) (ASC,190.766,(d)) (conjunction,9')", 1]
['05:01:52', "(Mean_Node,190.610,(r)) (ASC,190.789,(d)) (conjunction,11')", 1]
['05:02:00', '', 0]
['05:02:08', '', 0]
['05:02:15', '', 0]
['05:02:23', '', 0]
['05:02:31', '', 0]
['05:02:39', '', 0]
['05:02:47', '', 0]
['05:02:56', '', 0]
['05:03:04', '', 0]
['05:03:12', '', 0]
['05:03:20', '', 0]
['05:03:28', '', 0]
['05:03:36', '', 0]
['05:03:44', '', 0]
['05:03:52', '', 0]
['05:03:59', '', 0]
['05:04:07', '', 0]
['05:04:15', '', 0]
['05:04:23', '', 0]
['05:04:31', '', 0]
['05:04:39', '', 0]
['05:04:47', '', 0]
['05:04:56', '', 0]
['05:05:04', '', 0]
['05:05:12', '', 0]
['05:05:20', '', 0]
['05:05:28', '', 0]
['05:05:36', '', 0]
['05:05:43', '', 0]
['05:05:51', '', 0]
['05:06:00', '', 0]
['05:06:08', '', 0]
['05:06:16', '', 0]
['05:06:24', '', 0]
['05:06:32', '', 0]
['05:06:40', '', 0]
['05:06:48', '', 0]
['05:06:56', '', 0]
['05:07:04', '', 0]
['05:07:12', '', 0]
['05:07:20', '', 0]
['05:07:28', '', 0]
['05:07:36', '', 0]
['05:07:44', '', 0]
['05:07:52', '', 0]
['05:08:00', '', 0]
['05:08:08', '', 0]
['05:08:16', '', 0]
['05:08:24', '', 0]
['05:08:32', '', 0]
['05:08:40', '', 0]
['05:08:48', '', 0]
['05:08:56', '', 0]
['05:09:04', '', 0]
['05:09:12', '', 0]
['05:09:20', '', 0]
['05:09:28', '', 0]
['05:09:36', '', 0]
['05:09:44', '', 0]
['05:09:52', '', 0]
['05:10:00', '', 0]
['05:10:08', '', 0]
['05:10:16', '', 0]
['05:10:24', '', 0]
['05:10:32', '', 0]
['05:10:40', '', 0]
['05:10:47', '', 0]
['05:10:56', '', 0]
['05:11:04', '', 0]
['05:11:12', '', 0]
['05:11:20', '', 0]
['05:11:28', "(MC,92.345,(r)) (Pluto,137.426,(d)) (45-semisquare,5')", 1]
['05:11:36', "(MC,92.376,(r)) (Pluto,137.429,(d)) (45-semisquare,3')", 1]
['05:11:44', "(MC,92.406,(r)) (Pluto,137.432,(d)) (45-semisquare,2')", 1]
['05:11:52', "(MC,92.437,(r)) (Pluto,137.435,(d)) (45-semisquare,0')", 1]
['05:12:00', "(MC,92.468,(r)) (Pluto,137.437,(d)) (45-semisquare,2')", 1]
['05:12:08', "(MC,92.498,(r)) (Pluto,137.440,(d)) (45-semisquare,3')", 1]
['05:12:16', "(MC,92.529,(r)) (Pluto,137.443,(d)) (45-semisquare,5')", 1]
['05:12:24', '', 0]
['05:12:31', '', 0]
['05:12:39', '', 0]
['05:12:47', '', 0]
['05:12:56', '', 0]
['05:13:04', '', 0]
['05:13:12', '', 0]
['05:13:20', '', 0]
['05:13:28', '', 0]
['05:13:36', '', 0]
['05:13:44', '', 0]
['05:13:52', '', 0]
['05:14:00', '', 0]
['05:14:08', '', 0]
['05:14:15', '', 0]
['05:14:23', '', 0]
['05:14:31', '', 0]
['05:14:39', '', 0]
['05:14:47', '', 0]
['05:14:56', '', 0]
['05:15:04', '', 0]
['05:15:12', "(Venus,152.637,(r)) (MC,107.560,(d)) (45-semisquare,5')", 1]
['05:15:20', "(Venus,152.637,(r)) (MC,107.591,(d)) (45-semisquare,3')\n(ASC,182.426,(r)) (Pluto,137.508,(d)) (45-semisquare,5')", 2]
['05:15:28', "(Venus,152.638,(r)) (MC,107.622,(d)) (45-semisquare,1')\n(ASC,182.449,(r)) (Pluto,137.510,(d)) (45-semisquare,4')", 2]
['05:15:36', "(Venus,152.638,(r)) (MC,107.654,(d)) (45-semisquare,1')\n(ASC,182.472,(r)) (Pluto,137.513,(d)) (45-semisquare,2')", 2]
['05:15:44', "(Venus,152.638,(r)) (MC,107.685,(d)) (45-semisquare,3')\n(Saturn,43.249,(r)) (ASC,193.175,(d)) (150-quincunx,4')\n(ASC,182.495,(r)) (Pluto,137.516,(d)) (45-semisquare,1')", 3]
['05:15:51', "(Venus,152.638,(r)) (MC,107.716,(d)) (45-semisquare,5')\n(Saturn,43.249,(r)) (ASC,193.198,(d)) (150-quincunx,3')\n(ASC,182.518,(r)) (Pluto,137.519,(d)) (45-semisquare,0')", 3]
['05:15:59', "(Saturn,43.249,(r)) (ASC,193.221,(d)) (150-quincunx,2')\n(ASC,182.541,(r)) (Pluto,137.522,(d)) (45-semisquare,1')\n(Pluto,124.182,(r)) (MC,79.107,(c)) (45-semisquare,5')", 3]
['05:16:07', "(Saturn,43.249,(r)) (ASC,193.244,(d)) (150-quincunx,0')\n(ASC,182.564,(r)) (Pluto,137.525,(d)) (45-semisquare,2')\n(Pluto,124.182,(r)) (MC,79.137,(c)) (45-semisquare,3')", 3]
['05:16:15', "(Saturn,43.249,(r)) (ASC,193.267,(d)) (150-quincunx,1')\n(ASC,182.587,(r)) (Pluto,137.527,(d)) (45-semisquare,4')\n(Pluto,124.182,(r)) (MC,79.168,(c)) (45-semisquare,1')", 3]
['05:16:23', "(Saturn,43.249,(r)) (ASC,193.290,(d)) (150-quincunx,2')\n(ASC,182.610,(r)) (Pluto,137.530,(d)) (45-semisquare,5')\n(Pluto,124.182,(r)) (MC,79.199,(c)) (45-semisquare,1')", 3]
['05:16:31', "(Saturn,43.249,(r)) (ASC,193.313,(d)) (150-quincunx,4')\n(Pluto,124.182,(r)) (MC,79.230,(c)) (45-semisquare,3')", 2]
['05:16:39', "(Saturn,43.249,(r)) (ASC,193.336,(d)) (150-quincunx,5')\n(Pluto,124.182,(r)) (MC,79.261,(c)) (45-semisquare,5')", 2]
['05:16:47', '', 0]
['05:16:56', '', 0]
['05:17:04', '', 0]
['05:17:12', '', 0]
['05:17:20', '', 0]
['05:17:28', '', 0]
['05:17:36', '', 0]
['05:17:44', '', 0]
['05:17:52', '', 0]
['05:18:00', '', 0]
['05:18:08', '', 0]
['05:18:16', '', 0]
['05:18:24', '', 0]
['05:18:32', '', 0]
['05:18:40', '', 0]
['05:18:48', '', 0]
['05:18:56', '', 0]
['05:19:04', '', 0]
['05:19:12', '', 0]
['05:19:20', '', 0]
['05:19:28', '', 0]
['05:19:36', '', 0]
['05:19:44', '', 0]
['05:19:52', '', 0]
['05:20:00', '', 0]
['05:20:08', '', 0]
['05:20:16', '', 0]
['05:20:24', '', 0]
['05:20:32', '', 0]
['05:20:40', '', 0]
['05:20:48', '', 0]
['05:20:56', '', 0]
['05:21:04', '', 0]
['05:21:12', '', 0]
['05:21:20', '', 0]
['05:21:28', '', 0]
['05:21:36', '', 0]
['05:21:44', '', 0]
['05:21:52', '', 0]
['05:22:00', '', 0]
['05:22:08', '', 0]
['05:22:16', '', 0]
['05:22:24', '', 0]
['05:22:32', '', 0]
['05:22:39', '', 0]
['05:22:47', "(MC,94.954,(r)) (Venus,140.044,(c)) (45-semisquare,5')", 1]
['05:22:56', "(MC,94.984,(r)) (Venus,140.043,(c)) (45-semisquare,4')", 1]
['05:23:04', "(MC,95.015,(r)) (Venus,140.042,(c)) (45-semisquare,2')", 1]
['05:23:12', "(MC,95.046,(r)) (Venus,140.040,(c)) (45-semisquare,0')", 1]
['05:23:20', "(MC,95.076,(r)) (Venus,140.039,(c)) (45-semisquare,2')", 1]
['05:23:28', "(MC,95.107,(r)) (Venus,140.037,(c)) (45-semisquare,4')", 1]
['05:23:36', '', 0]
['05:23:44', '', 0]
['05:23:52', '', 0]
['05:24:00', '', 0]
['05:24:08', '', 0]
['05:24:16', '', 0]
['05:24:23', '', 0]
['05:24:31', '', 0]
['05:24:39', '', 0]
['05:24:47', '', 0]
['05:24:56', '', 0]
['05:25:04', '', 0]
['05:25:12', '', 0]
['05:25:20', '', 0]
['05:25:28', '', 0]
['05:25:36', '', 0]
['05:25:44', '', 0]
['05:25:52', '', 0]
['05:26:00', '', 0]
['05:26:07', '', 0]
['05:26:15', '', 0]
['05:26:23', '', 0]
['05:26:31', '', 0]
['05:26:39', '', 0]
['05:26:47', '', 0]
['05:26:56', '', 0]
['05:27:04', '', 0]
['05:27:12', '', 0]
['05:27:20', '', 0]
['05:27:28', '', 0]
['05:27:36', '', 0]
['05:27:44', '', 0]
['05:27:51', '', 0]
['05:27:59', '', 0]
['05:28:07', '', 0]
['05:28:15', '', 0]
['05:28:23', '', 0]
['05:28:31', '', 0]
['05:28:39', '', 0]
['05:28:47', '', 0]
['05:28:56', '', 0]
['05:29:04', '', 0]
['05:29:12', '', 0]
['05:29:20', '', 0]
['05:29:28', '', 0]
['05:29:36', "(ASC,184.886,(r)) (Venus,139.971,(c)) (45-semisquare,5')", 1]
['05:29:44', "(ASC,184.909,(r)) (Venus,139.969,(c)) (45-semisquare,4')", 1]
['05:29:52', "(ASC,184.932,(r)) (Venus,139.968,(c)) (45-semisquare,2')", 1]
['05:30:00', "(ASC,184.955,(r)) (Venus,139.966,(c)) (45-semisquare,1')", 1]
['05:30:08', "(ASC,184.978,(r)) (Venus,139.965,(c)) (45-semisquare,1')", 1]
['05:30:16', "(MC,96.674,(r)) (Neptune,186.758,(d)) (square,5')\n(ASC,185.001,(r)) (Venus,139.964,(c)) (45-semisquare,2')", 2]
['05:30:24', "(MC,96.705,(r)) (Neptune,186.760,(d)) (square,3')\n(ASC,185.024,(r)) (Venus,139.962,(c)) (45-semisquare,4')", 2]
['05:30:32', "(MC,96.736,(r)) (Neptune,186.762,(d)) (square,2')\n(ASC,185.047,(r)) (Venus,139.961,(c)) (45-semisquare,5')", 2]
['05:30:40', "(MC,96.766,(r)) (Neptune,186.763,(d)) (square,0')", 1]
['05:30:48', "(MC,96.797,(r)) (Neptune,186.765,(d)) (square,2')", 1]
['05:30:56', "(MC,96.828,(r)) (Neptune,186.767,(d)) (square,4')", 1]
['05:31:04', "(MC,96.859,(r)) (Neptune,186.769,(d)) (square,5')", 1]
['05:31:12', '', 0]
['05:31:20', '', 0]
['05:31:28', '', 0]
['05:31:36', '', 0]
['05:31:44', '', 0]
['05:31:52', '', 0]
['05:32:00', '', 0]
['05:32:08', '', 0]
['05:32:16', '', 0]
['05:32:24', '', 0]
['05:32:32', '', 0]
['05:32:40', '', 0]
['05:32:48', '', 0]
['05:32:56', '', 0]
['05:33:04', '', 0]
['05:33:12', '', 0]
['05:33:20', '', 0]
['05:33:28', '', 0]
['05:33:36', '', 0]
['05:33:44', '', 0]
['05:33:52', '', 0]
['05:34:00', '', 0]
['05:34:08', '', 0]
['05:34:16', '', 0]
['05:34:24', '', 0]
['05:34:31', '', 0]
['05:34:39', '', 0]
['05:34:47', '', 0]
['05:34:56', '', 0]
['05:35:04', '', 0]
['05:35:12', '', 0]
['05:35:20', '', 0]
['05:35:28', '', 0]
['05:35:36', '', 0]
['05:35:44', '', 0]
['05:35:52', '', 0]
['05:36:00', '', 0]
['05:36:08', '', 0]
['05:36:15', '', 0]
['05:36:23', '', 0]
['05:36:31', '', 0]
['05:36:39', '', 0]
['05:36:47', '', 0]
['05:36:56', '', 0]
['05:37:04', '', 0]
['05:37:12', '', 0]
['05:37:20', '', 0]
['05:37:28', '', 0]
['05:37:36', '', 0]
['05:37:44', '', 0]
['05:37:52', '', 0]
['05:37:59', '', 0]
['05:38:07', '', 0]
['05:38:15', '', 0]
['05:38:23', '', 0]
['05:38:31', '', 0]
['05:38:39', '', 0]
['05:38:47', '', 0]
['05:38:56', '', 0]
['05:39:04', '', 0]
['05:39:12', "(Neptune,176.013,(r)) (ASC,175.850,(c)) (conjunction,10')", 1]
['05:39:20', "(Neptune,176.013,(r)) (ASC,175.873,(c)) (conjunction,8')", 1]
['05:39:28', "(Neptune,176.013,(r)) (ASC,175.896,(c)) (conjunction,7')", 1]
['05:39:36', "(Neptune,176.013,(r)) (ASC,175.919,(c)) (conjunction,6')", 1]
['05:39:43', "(Neptune,176.013,(r)) (ASC,175.942,(c)) (conjunction,4')", 1]
['05:39:51', "(Neptune,176.013,(r)) (ASC,175.965,(c)) (conjunction,3')", 1]
['05:40:00', "(Neptune,176.013,(r)) (ASC,175.988,(c)) (conjunction,1')", 1]
['05:40:08', "(Neptune,176.013,(r)) (ASC,176.011,(c)) (conjunction,0')", 1]
['05:40:16', "(ASC,186.725,(r)) (Neptune,186.901,(d)) (conjunction,11')\n(Neptune,176.013,(r)) (ASC,176.034,(c)) (conjunction,1')", 2]
['05:40:24', "(ASC,186.748,(r)) (Neptune,186.903,(d)) (conjunction,9')\n(Neptune,176.013,(r)) (ASC,176.057,(c)) (conjunction,3')", 2]
['05:40:32', "(ASC,186.771,(r)) (Neptune,186.905,(d)) (conjunction,8')\n(Neptune,176.013,(r)) (ASC,176.080,(c)) (conjunction,4')", 2]
['05:40:40', "(ASC,186.794,(r)) (Neptune,186.907,(d)) (conjunction,7')\n(Neptune,176.013,(r)) (ASC,176.103,(c)) (conjunction,5')", 2]
['05:40:48', "(ASC,186.817,(r)) (Neptune,186.908,(d)) (conjunction,5')\n(Neptune,176.013,(r)) (ASC,176.126,(c)) (conjunction,7')", 2]
['05:40:56', "(ASC,186.840,(r)) (Neptune,186.910,(d)) (conjunction,4')\n(Neptune,176.013,(r)) (ASC,176.149,(c)) (conjunction,8')", 2]
['05:41:04', "(ASC,186.863,(r)) (Neptune,186.912,(d)) (conjunction,3')\n(Neptune,176.013,(r)) (ASC,176.172,(c)) (conjunction,10')", 2]
['05:41:12', "(ASC,186.886,(r)) (Neptune,186.914,(d)) (conjunction,2')", 1]
['05:41:20', "(Venus,152.658,(r)) (ASC,197.575,(d)) (45-semisquare,5')\n(ASC,186.909,(r)) (Neptune,186.916,(d)) (conjunction,0')", 2]
['05:41:28', "(Venus,152.658,(r)) (ASC,197.598,(d)) (45-semisquare,4')\n(ASC,186.932,(r)) (Neptune,186.918,(d)) (conjunction,1')", 2]
['05:41:36', "(Venus,152.658,(r)) (ASC,197.621,(d)) (45-semisquare,2')\n(ASC,186.955,(r)) (Neptune,186.920,(d)) (conjunction,2')", 2]
['05:41:44', "(Venus,152.658,(r)) (ASC,197.644,(d)) (45-semisquare,1')\n(ASC,186.978,(r)) (Neptune,186.922,(d)) (conjunction,3')", 2]
['05:41:52', "(Venus,152.658,(r)) (ASC,197.667,(d)) (45-semisquare,1')\n(ASC,187.001,(r)) (Neptune,186.924,(d)) (conjunction,5')", 2]
['05:42:00', "(Venus,152.658,(r)) (ASC,197.690,(d)) (45-semisquare,2')\n(ASC,187.024,(r)) (Neptune,186.926,(d)) (conjunction,6')", 2]
['05:42:08', "(Venus,152.658,(r)) (ASC,197.713,(d)) (45-semisquare,3')\n(ASC,187.047,(r)) (Neptune,186.928,(d)) (conjunction,7')", 2]
['05:42:16', "(Venus,152.659,(r)) (ASC,197.735,(d)) (45-semisquare,5')\n(ASC,187.070,(r)) (Neptune,186.930,(d)) (conjunction,8')", 2]
['05:42:24', "(ASC,187.093,(r)) (Neptune,186.932,(d)) (conjunction,10')", 1]
['05:42:32', '', 0]
['05:42:40', '', 0]
['05:42:48', '', 0]
['05:42:56', '', 0]
['05:43:04', '', 0]
['05:43:12', '', 0]
['05:43:20', '', 0]
['05:43:28', '', 0]
['05:43:36', '', 0]
['05:43:44', '', 0]
['05:43:52', "(MC,99.814,(r)) (Saturn,54.876,(d)) (45-semisquare,4')", 1]
['05:44:00', "(MC,99.845,(r)) (Saturn,54.874,(d)) (45-semisquare,2')", 1]
['05:44:08', "(MC,99.876,(r)) (Saturn,54.872,(d)) (45-semisquare,0')", 1]
['05:44:16', "(MC,99.907,(r)) (Saturn,54.870,(d)) (45-semisquare,2')", 1]
['05:44:24', "(MC,99.938,(r)) (Saturn,54.867,(d)) (45-semisquare,4')", 1]
['05:44:32', '', 0]
['05:44:40', '', 0]
['05:44:47', '', 0]
['05:44:56', '', 0]
['05:45:04', '', 0]
['05:45:12', '', 0]
['05:45:20', '', 0]
['05:45:28', '', 0]
['05:45:36', "(Neptune,176.013,(r)) (MC,85.937,(c)) (square,5')", 1]
['05:45:44', "(Neptune,176.013,(r)) (MC,85.968,(c)) (square,3')", 1]
['05:45:52', "(Neptune,176.013,(r)) (MC,85.999,(c)) (square,1')", 1]
['05:46:00', "(Neptune,176.013,(r)) (MC,86.029,(c)) (square,1')", 1]
['05:46:08', "(Neptune,176.013,(r)) (MC,86.060,(c)) (square,3')", 1]
['05:46:16', "(Neptune,176.013,(r)) (MC,86.091,(c)) (square,5')", 1]
['05:46:24', '', 0]
['05:46:31', '', 0]
['05:46:39', '', 0]
['05:46:47', '', 0]
['05:46:56', '', 0]
['05:47:04', '', 0]
['05:47:12', '', 0]
['05:47:20', '', 0]
['05:47:28', '', 0]
['05:47:36', '', 0]
['05:47:44', "(Moon,297.400,(r)) (ASC,177.322,(c)) (trine,5')", 1]
['05:47:52', "(Moon,297.401,(r)) (ASC,177.345,(c)) (trine,3')", 1]
['05:48:00', "(Moon,297.402,(r)) (ASC,177.368,(c)) (trine,2')", 1]
['05:48:07', "(Moon,297.403,(r)) (ASC,177.391,(c)) (trine,1')", 1]
['05:48:15', "(Moon,297.404,(r)) (ASC,177.414,(c)) (trine,1')", 1]
['05:48:23', "(Moon,297.406,(r)) (ASC,177.437,(c)) (trine,2')", 1]
['05:48:31', "(Moon,297.407,(r)) (ASC,177.460,(c)) (trine,3')", 1]
['05:48:39', "(Moon,297.408,(r)) (ASC,177.483,(c)) (trine,4')", 1]
['05:48:47', '', 0]
['05:48:56', '', 0]
['05:49:04', '', 0]
['05:49:12', '', 0]
['05:49:20', '', 0]
['05:49:28', '', 0]
['05:49:36', '', 0]
['05:49:44', '', 0]
['05:49:51', '', 0]
['05:49:59', '', 0]
['05:50:07', '', 0]
['05:50:15', '', 0]
['05:50:23', '', 0]
['05:50:31', '', 0]
['05:50:39', "(Neptune,176.013,(r)) (MC,115.929,(d)) (sextile,5')", 1]
['05:50:47', "(Neptune,176.013,(r)) (MC,115.961,(d)) (sextile,3')", 1]
['05:50:56', "(Neptune,176.013,(r)) (MC,115.993,(d)) (sextile,1')", 1]
['05:51:04', "(Neptune,176.013,(r)) (MC,116.024,(d)) (sextile,1')", 1]
['05:51:12', "(Neptune,176.013,(r)) (MC,116.056,(d)) (sextile,3')", 1]
['05:51:20', "(Neptune,176.013,(r)) (MC,116.088,(d)) (sextile,4')", 1]
['05:51:28', '', 0]
['05:51:36', '', 0]
['05:51:44', "(Moon,297.435,(r)) (MC,87.349,(c)) (150-quincunx,5')", 1]
['05:51:52', "(Moon,297.436,(r)) (MC,87.380,(c)) (150-quincunx,3')", 1]
['05:52:00', "(Moon,297.437,(r)) (MC,87.410,(c)) (150-quincunx,2')", 1]
['05:52:08', "(Moon,297.438,(r)) (MC,87.441,(c)) (150-quincunx,0')", 1]
['05:52:16', "(Moon,297.440,(r)) (MC,87.472,(c)) (150-quincunx,2')", 1]
['05:52:24', "(MC,101.790,(r)) (Moon,311.869,(d)) (150-quincunx,5')\n(Moon,297.441,(r)) (MC,87.502,(c)) (150-quincunx,4')", 2]
['05:52:32', "(MC,101.821,(r)) (Moon,311.869,(d)) (150-quincunx,3')\n(Moon,297.442,(r)) (MC,87.533,(c)) (150-quincunx,5')", 2]
['05:52:40', "(MC,101.852,(r)) (Moon,311.870,(d)) (150-quincunx,1')\n(Saturn,43.247,(r)) (ASC,178.173,(c)) (135-sesquisquare,4')", 2]
['05:52:48', "(MC,101.883,(r)) (Moon,311.870,(d)) (150-quincunx,1')\n(Saturn,43.247,(r)) (ASC,178.196,(c)) (135-sesquisquare,3')", 2]
['05:52:56', "(MC,101.913,(r)) (Moon,311.871,(d)) (150-quincunx,3')\n(Saturn,43.247,(r)) (ASC,178.219,(c)) (135-sesquisquare,2')", 2]
['05:53:04', "(MC,101.944,(r)) (Moon,311.871,(d)) (150-quincunx,4')\n(Saturn,43.247,(r)) (ASC,178.242,(c)) (135-sesquisquare,0')", 2]
['05:53:12', "(Saturn,43.247,(r)) (ASC,178.265,(c)) (135-sesquisquare,1')", 1]
['05:53:20', "(Saturn,43.247,(r)) (ASC,178.288,(c)) (135-sesquisquare,2')", 1]
['05:53:28', "(Saturn,43.247,(r)) (ASC,178.311,(c)) (135-sesquisquare,4')", 1]
['05:53:36', "(Saturn,43.247,(r)) (ASC,178.334,(c)) (135-sesquisquare,5')", 1]
['05:53:44', '', 0]
['05:53:52', '', 0]
['05:54:00', '', 0]
['05:54:08', '', 0]
['05:54:16', '', 0]
['05:54:24', '', 0]
['05:54:32', '', 0]
['05:54:40', '', 0]
['05:54:48', '', 0]
['05:54:56', '', 0]
['05:55:04', '', 0]
['05:55:12', '', 0]
['05:55:20', "(Saturn,43.247,(r)) (MC,88.177,(c)) (45-semisquare,4')", 1]
['05:55:28', "(Saturn,43.247,(r)) (MC,88.208,(c)) (45-semisquare,2')", 1]
['05:55:36', "(Saturn,43.247,(r)) (MC,88.238,(c)) (45-semisquare,1')", 1]
['05:55:44', "(Saturn,43.247,(r)) (MC,88.269,(c)) (45-semisquare,1')", 1]
['05:55:52', "(Saturn,43.247,(r)) (MC,88.300,(c)) (45-semisquare,3')", 1]
['05:56:00', "(Saturn,43.247,(r)) (MC,88.330,(c)) (45-semisquare,5')", 1]
['05:56:08', '', 0]
['05:56:16', '', 0]
['05:56:24', "(Moon,297.476,(r)) (MC,117.297,(d)) (opposition,11')", 1]
['05:56:32', "(Moon,297.477,(r)) (MC,117.329,(d)) (opposition,9')", 1]
['05:56:39', "(Moon,297.478,(r)) (MC,117.361,(d)) (opposition,7')", 1]
['05:56:47', "(Moon,297.480,(r)) (MC,117.393,(d)) (opposition,5')\n(ASC,189.574,(r)) (Saturn,54.661,(d)) (135-sesquisquare,5')", 2]
['05:56:56', "(Moon,297.481,(r)) (MC,117.425,(d)) (opposition,3')\n(ASC,189.597,(r)) (Saturn,54.659,(d)) (135-sesquisquare,4')", 2]
['05:57:04', "(Moon,297.482,(r)) (MC,117.457,(d)) (opposition,2')\n(ASC,189.620,(r)) (Saturn,54.656,(d)) (135-sesquisquare,2')", 2]
['05:57:12', "(Moon,297.483,(r)) (MC,117.489,(d)) (opposition,0')\n(ASC,189.643,(r)) (Saturn,54.654,(d)) (135-sesquisquare,1')", 2]
['05:57:20', "(Moon,297.484,(r)) (MC,117.521,(d)) (opposition,2')\n(ASC,189.666,(r)) (Saturn,54.652,(d)) (135-sesquisquare,1')", 2]
['05:57:28', "(Moon,297.485,(r)) (MC,117.553,(d)) (opposition,4')\n(ASC,189.689,(r)) (Saturn,54.650,(d)) (135-sesquisquare,2')", 2]
['05:57:36', "(Moon,297.487,(r)) (MC,117.584,(d)) (opposition,6')\n(ASC,189.712,(r)) (Saturn,54.648,(d)) (135-sesquisquare,4')", 2]
['05:57:44', "(Moon,297.488,(r)) (MC,117.616,(d)) (opposition,8')\n(MC,103.027,(r)) (Mars,193.094,(d)) (square,4')\n(ASC,189.735,(r)) (Saturn,54.645,(d)) (135-sesquisquare,5')", 3]
['05:57:52', "(Moon,297.489,(r)) (MC,117.648,(d)) (opposition,10')\n(MC,103.058,(r)) (Mars,193.096,(d)) (square,2')\n(MC,103.058,(r)) (Moon,283.220,(c)) (opposition,10')", 3]
['05:58:00', "(MC,103.089,(r)) (Mars,193.098,(d)) (square,1')\n(MC,103.089,(r)) (Moon,283.218,(c)) (opposition,8')", 2]
['05:58:08', "(MC,103.120,(r)) (Mars,193.100,(d)) (square,1')\n(MC,103.120,(r)) (Moon,283.216,(c)) (opposition,6')", 2]
['05:58:16', "(MC,103.151,(r)) (Mars,193.102,(d)) (square,3')\n(MC,103.151,(r)) (Moon,283.215,(c)) (opposition,4')", 2]
['05:58:23', "(MC,103.182,(r)) (Mars,193.104,(d)) (square,5')\n(MC,103.182,(r)) (Moon,283.213,(c)) (opposition,2')", 2]
['05:58:31', "(MC,103.213,(r)) (Moon,283.211,(c)) (opposition,0')", 1]
['05:58:39', "(MC,103.244,(r)) (Moon,283.209,(c)) (opposition,2')", 1]
['05:58:47', "(MC,103.275,(r)) (Moon,283.208,(c)) (opposition,4')", 1]
['05:58:56', "(MC,103.306,(r)) (Moon,283.206,(c)) (opposition,6')", 1]
['05:59:04', "(MC,103.337,(r)) (Moon,283.204,(c)) (opposition,8')", 1]
['05:59:12', "(MC,103.368,(r)) (Moon,283.203,(c)) (opposition,10')", 1]
['05:59:20', '', 0]
['05:59:28', '', 0]
['05:59:36', '', 0]
['05:59:44', '', 0]
['05:59:52', '', 0]
['06:00:00', '', 0]
['06:00:07', '', 0]
['06:00:15', '', 0]
['06:00:23', '', 0]
['06:00:31', '', 0]
['06:00:39', '', 0]
['06:00:47', '', 0]
['06:00:56', "(MC,103.770,(r)) (Neptune,163.839,(c)) (sextile,4')", 1]
['06:01:04', "(MC,103.801,(r)) (Neptune,163.838,(c)) (sextile,2')", 1]
['06:01:12', "(MC,103.832,(r)) (Neptune,163.837,(c)) (sextile,0')", 1]
['06:01:20', "(MC,103.863,(r)) (Neptune,163.835,(c)) (sextile,2')", 1]
['06:01:28', "(MC,103.894,(r)) (Neptune,163.834,(c)) (sextile,4')", 1]
['06:01:36', "(MC,103.925,(r)) (Neptune,163.833,(c)) (sextile,6')", 1]
['06:01:43', '', 0]
['06:01:51', '', 0]
['06:01:59', '', 0]
['06:02:07', '', 0]
['06:02:15', '', 0]
['06:02:23', '', 0]
['06:02:31', '', 0]
['06:02:39', '', 0]
['06:02:47', '', 0]
['06:02:56', '', 0]
['06:03:04', '', 0]
['06:03:12', '', 0]
['06:03:20', '', 0]
['06:03:27', '', 0]
['06:03:35', '', 0]
['06:03:43', '', 0]
['06:03:51', '', 0]
['06:03:59', '', 0]
['06:04:07', '', 0]
['06:04:15', '', 0]
['06:04:23', '', 0]
['06:04:31', '', 0]
['06:04:39', '', 0]
['06:04:47', '', 0]
['06:04:56', '', 0]
['06:05:04', '', 0]
['06:05:11', '', 0]
['06:05:19', '', 0]
['06:05:27', '', 0]
['06:05:35', '', 0]
['06:05:43', '', 0]
['06:05:51', '', 0]
['06:06:00', '', 0]
['06:06:08', '', 0]
['06:06:16', '', 0]
['06:06:24', '', 0]
['06:06:32', '', 0]
['06:06:40', '', 0]
['06:06:47', '', 0]
['06:06:56', '', 0]
['06:07:04', '', 0]
['06:07:12', '', 0]
['06:07:20', '', 0]
['06:07:28', '', 0]
['06:07:36', '', 0]
