['Time', '0: 1949-08-15', '1: 1952-01-21', '2: 1953-04-18', '3: 1953-06-25', '4: 1953-09-12', '5: 1956-08-23', '6: 1957-08-03', '7: 1957-11-27', '8: 1958-11-04', '9: 1960-11-25', '10: 1963-08-07', '11: 1963-08-09', '12: 1963-11-22', '13: 1964-06-15', '14: 1957-11-15', '15: 1968-03-15', '16: 1968-06-05', '17: 1968-10-20', '18: 1975-03-15', '19: 1994-05-20', 'Count']
['11:45:44', '0', "(H7,328.220,(r)) (Mars,238.295,(c)) (square,5')", "(H7,328.220,(r)) (Sun,28.152,(p)) (sextile,4')\n(H10,52.109,(r)) (Mars,51.027,(p)) (conjunction,65')\n(H10,52.109,(r)) (Mars,291.265,(c)) (trine,51')", '3', "(H7,328.220,(r)) (Mars,148.577,(p)) (opposition,21')\n(H10,52.109,(r)) (Jupiter,52.234,(c)) (conjunction,8')", "(H1,148.220,(r)) (Neptune,208.180,(p)) (sextile,2')\n(H1,148.220,(r)) (Pluto,148.362,(p)) (conjunction,9')", '6', "(H4,232.109,(r)) (Venus,291.829,(p)) (sextile,17')\n(H4,232.109,(r)) (Moon,112.767,(c)) (trine,39')", "(H1,148.220,(r)) (Mercury,239.131,(p)) (square,55')", "(H4,232.109,(r)) (Mean_Node,293.185,(c)) (sextile,65')", '10', "(H4,232.109,(r)) (Mars,142.111,(c)) (square,0')", '12', "(H1,148.220,(r)) (Mars,58.577,(p)) (square,21')", "(H10,52.109,(r)) (Mercury,351.800,(c)) (sextile,19')", "(H1,148.220,(r)) (Mercury,327.583,(p)) (opposition,38')\n(H1,148.220,(r)) (Jupiter,147.923,(p)) (conjunction,18')", '16', "(H7,328.220,(r)) (Sun,207.158,(p)) (trine,64')", '18', "(H1,148.220,(r)) (Sun,59.246,(p)) (square,62')\n(H10,52.109,(r)) (Neptune,293.184,(p)) (trine,65')", 20]
['23:19:36', '0', '1', "(H7,110.636,(r)) (Mars,51.027,(p)) (sextile,23')\n(H7,110.636,(r)) (Mars,290.497,(c)) (opposition,8')", '3', '4', '5', "(H10,225.115,(r)) (Mean_Node,225.355,(p)) (conjunction,14')", "(H4,45.115,(r)) (Moon,315.294,(p)) (square,11')", '8', '9', "(H4,45.115,(r)) (Sun,134.265,(p)) (square,51')\n(H4,45.115,(r)) (Mean_Node,345.396,(c)) (sextile,17')", "(H4,45.115,(r)) (Mean_Node,345.502,(c)) (sextile,23')", "(H4,45.115,(r)) (Neptune,225.913,(p)) (opposition,48')\n(H4,45.115,(r)) (Pluto,164.063,(p)) (trine,63')\n(H7,110.636,(r)) (Mean_Node,351.061,(c)) (trine,26')", "(H10,225.115,(r)) (Neptune,225.497,(p)) (conjunction,23')", "(H1,290.636,(r)) (Jupiter,200.757,(p)) (square,7')\n(H1,290.636,(r)) (Mercury,350.569,(c)) (sextile,4')", '15', "(H1,290.636,(r)) (Pluto,170.179,(p)) (trine,27')", '17', '18', "(H1,290.636,(r)) (Saturn,199.727,(c)) (square,55')", 15]
['21:41:12', "(H1,266.310,(r)) (Mercury,85.434,(c)) (opposition,53')\n(H10,199.482,(r)) (Uranus,289.208,(c)) (square,16')", '1', "(H7,86.310,(r)) (Mean_Node,146.134,(c)) (sextile,11')\n(H10,199.482,(r)) (Mars,290.396,(c)) (square,55')", '3', "(H10,199.482,(r)) (Sun,79.681,(c)) (trine,12')", "(H10,199.482,(r)) (Pluto,78.658,(c)) (trine,49')", "(H1,266.310,(r)) (Mars,147.013,(p)) (trine,42')", "(H1,266.310,(r)) (Venus,356.966,(c)) (square,39')", '8', "(H4,19.482,(r)) (Mars,108.493,(p)) (square,59')", "(H4,19.482,(r)) (Jupiter,19.475,(p)) (conjunction,0')\n(H4,19.482,(r)) (Mean_Node,109.114,(p)) (square,22')\n(H4,19.482,(r)) (Jupiter,109.493,(c)) (square,1')", "(H4,19.482,(r)) (Saturn,320.039,(p)) (sextile,33')\n(H4,19.482,(r)) (Mean_Node,109.008,(p)) (square,28')", "(H4,19.482,(r)) (Mars,260.321,(p)) (trine,50')", '13', '14', "(H1,266.310,(r)) (Uranus,177.277,(p)) (square,58')", "(H10,199.482,(r)) (Mean_Node,78.808,(c)) (trine,40')", "(H7,86.310,(r)) (Sun,207.158,(p)) (trine,51')\n(H7,86.310,(r)) (Mean_Node,86.062,(c)) (conjunction,15')", '18', "(H10,199.482,(r)) (Saturn,199.710,(c)) (conjunction,14')", 20]
['05:32:56', "(H10,313.768,(r)) (Moon,12.697,(c)) (sextile,64')", "(H7,248.122,(r)) (Jupiter,8.625,(p)) (trine,30')", "(H7,248.122,(r)) (Mean_Node,308.387,(p)) (sextile,16')\n(H10,313.768,(r)) (Sun,222.878,(c)) (square,53')", '3', '4', '5', "(H1,68.122,(r)) (Saturn,247.740,(p)) (opposition,23')", '7', "(H10,313.768,(r)) (Venus,74.660,(c)) (trine,54')", "(H1,68.122,(r)) (Sun,8.294,(c)) (sextile,10')", "(H4,133.768,(r)) (Sun,134.265,(p)) (conjunction,30')", "(H4,133.768,(r)) (Neptune,222.947,(p)) (square,49')\n(H7,248.122,(r)) (Mars,188.164,(p)) (sextile,3')", "(H4,133.768,(r)) (Neptune,73.421,(c)) (sextile,21')", '13', '14', '15', "(H1,68.122,(r)) (Pluto,67.872,(c)) (conjunction,15')", "(H7,248.122,(r)) (Mean_Node,8.452,(p)) (trine,20')\n(H10,313.768,(r)) (Sun,43.423,(c)) (square,21')", "(H7,248.122,(r)) (Pluto,188.273,(p)) (sextile,9')", "(H10,313.768,(r)) (Pluto,42.843,(c)) (square,56')", 16]
['13:32:46', "(H1,169.332,(r)) (Uranus,289.155,(c)) (trine,11')", '1', '2', '3', "(H7,349.332,(r)) (Sun,169.422,(p)) (opposition,5')", "(H1,169.332,(r)) (Pluto,78.687,(c)) (square,39')\n(H10,77.605,(r)) (Pluto,78.687,(c)) (conjunction,65')", "(H1,169.332,(r)) (Mean_Node,229.102,(c)) (sextile,14')\n(H10,77.605,(r)) (Pluto,78.120,(c)) (conjunction,31')", '7', '8', "(H1,169.332,(r)) (Mars,108.493,(p)) (sextile,50')", "(H1,169.332,(r)) (Mean_Node,109.114,(p)) (sextile,13')\n(H1,169.332,(r)) (Jupiter,109.789,(c)) (sextile,27')", "(H7,349.332,(r)) (Mean_Node,109.008,(p)) (trine,19')\n(H4,257.605,(r)) (Neptune,76.923,(c)) (opposition,41')", "(H4,257.605,(r)) (Saturn,317.300,(p)) (sextile,18')\n(H7,349.332,(r)) (Mars,260.321,(p)) (square,59')\n(H4,257.605,(r)) (Mars,78.357,(c)) (opposition,45')\n(H7,349.332,(r)) (Mars,78.357,(c)) (square,59')", '13', "(H1,169.332,(r)) (Moon,259.816,(c)) (square,29')\n(H10,77.605,(r)) (Uranus,256.760,(c)) (opposition,51')", '15', "(H1,169.332,(r)) (Pluto,170.179,(p)) (conjunction,51')\n(H1,169.332,(r)) (Mean_Node,78.738,(c)) (square,36')", "(H10,77.605,(r)) (Mars,167.890,(p)) (square,17')", "(H4,257.605,(r)) (Sun,258.265,(c)) (conjunction,40')\n(H7,349.332,(r)) (Sun,258.265,(c)) (square,64')\n(H7,349.332,(r)) (Neptune,48.921,(c)) (sextile,25')", '19', 23]
['21:41:20', "(H1,266.340,(r)) (Mercury,85.434,(c)) (opposition,54')\n(H10,199.518,(r)) (Uranus,289.208,(c)) (square,19')", '1', "(H7,86.340,(r)) (Mean_Node,146.134,(c)) (sextile,12')\n(H10,199.518,(r)) (Mars,290.396,(c)) (square,53')", '3', "(H10,199.518,(r)) (Sun,79.681,(c)) (trine,10')", "(H10,199.518,(r)) (Pluto,78.658,(c)) (trine,52')", "(H1,266.340,(r)) (Mars,147.013,(p)) (trine,40')", "(H1,266.340,(r)) (Venus,356.966,(c)) (square,38')", '8', "(H4,19.518,(r)) (Mars,108.493,(p)) (square,62')", "(H4,19.518,(r)) (Jupiter,19.475,(p)) (conjunction,3')\n(H4,19.518,(r)) (Mean_Node,109.114,(p)) (square,24')\n(H4,19.518,(r)) (Jupiter,109.493,(c)) (square,2')", "(H4,19.518,(r)) (Saturn,320.039,(p)) (sextile,31')\n(H4,19.518,(r)) (Mean_Node,109.008,(p)) (square,31')", "(H4,19.518,(r)) (Mars,260.321,(p)) (trine,48')", '13', '14', "(H1,266.340,(r)) (Uranus,177.277,(p)) (square,56')", "(H10,199.518,(r)) (Mean_Node,78.808,(c)) (trine,43')", "(H7,86.340,(r)) (Sun,207.158,(p)) (trine,49')\n(H7,86.340,(r)) (Mean_Node,86.062,(c)) (conjunction,17')", '18', "(H10,199.518,(r)) (Saturn,199.710,(c)) (conjunction,12')", 20]
['10:51:20', '0', '1', "(H10,38.434,(r)) (Mean_Node,308.387,(p)) (square,3')", "(H10,38.434,(r)) (Mars,97.551,(p)) (sextile,53')", "(H10,38.434,(r)) (Mars,218.489,(c)) (opposition,3')", '5', "(H1,137.572,(r)) (Pluto,78.115,(c)) (sextile,33')", "(H4,218.434,(r)) (Mean_Node,219.212,(p)) (conjunction,47')", '8', '9', '10', "(H7,317.572,(r)) (Neptune,76.916,(c)) (trine,39')", "(H7,317.572,(r)) (Saturn,317.300,(p)) (conjunction,16')\n(H7,317.572,(r)) (Mars,78.224,(c)) (trine,39')", '13', "(H1,137.572,(r)) (Moon,257.094,(c)) (trine,29')\n(H1,137.572,(r)) (Uranus,256.763,(c)) (trine,49')", '15', '16', '17', "(H4,218.434,(r)) (Mars,309.257,(p)) (square,49')\n(H7,317.572,(r)) (Sun,258.037,(c)) (sextile,28')", '19', 12]
['11:45:28', '0', "(H7,328.167,(r)) (Mars,238.295,(c)) (square,8')", "(H7,328.167,(r)) (Sun,28.152,(p)) (sextile,1')\n(H10,52.043,(r)) (Mars,51.027,(p)) (conjunction,61')\n(H10,52.043,(r)) (Mars,291.264,(c)) (trine,47')", '3', "(H7,328.167,(r)) (Mars,148.577,(p)) (opposition,25')\n(H10,52.043,(r)) (Jupiter,52.234,(c)) (conjunction,11')", "(H1,148.167,(r)) (Neptune,208.180,(p)) (sextile,1')\n(H1,148.167,(r)) (Pluto,148.362,(p)) (conjunction,12')", '6', "(H4,232.043,(r)) (Venus,291.829,(p)) (sextile,13')\n(H4,232.043,(r)) (Moon,112.762,(c)) (trine,43')", "(H1,148.167,(r)) (Mercury,239.131,(p)) (square,58')", '9', '10', "(H4,232.043,(r)) (Mars,142.111,(c)) (square,4')", "(H4,232.043,(r)) (Mean_Node,351.007,(c)) (trine,62')", "(H1,148.167,(r)) (Mars,58.577,(p)) (square,25')", "(H10,52.043,(r)) (Mercury,351.800,(c)) (sextile,15')", "(H1,148.167,(r)) (Mercury,327.583,(p)) (opposition,35')\n(H1,148.167,(r)) (Jupiter,147.923,(p)) (conjunction,15')", '16', "(H7,328.167,(r)) (Sun,207.158,(p)) (trine,61')", '18', "(H1,148.167,(r)) (Sun,59.246,(p)) (square,65')", 19]
['08:51:44', "(H1,113.946,(r)) (Jupiter,294.144,(p)) (opposition,12')", '1', '2', "(H10,6.615,(r)) (Mars,97.551,(p)) (square,56')", '4', '5', '6', "(H1,113.946,(r)) (Jupiter,203.074,(p)) (square,52')", '8', "(H4,186.615,(r)) (Jupiter,275.880,(p)) (square,44')\n(H1,113.946,(r)) (Mean_Node,293.197,(c)) (opposition,45')", "(H4,186.615,(r)) (Mars,186.923,(p)) (conjunction,18')", '11', '12', "(H1,113.946,(r)) (Saturn,203.034,(c)) (square,55')", "(H10,6.615,(r)) (Mercury,245.688,(p)) (trine,56')", '15', "(H1,113.946,(r)) (Neptune,234.622,(p)) (trine,41')\n(H10,6.615,(r)) (Neptune,66.799,(c)) (sextile,11')", '17', "(H7,293.946,(r)) (Sun,354.281,(p)) (sextile,20')\n(H4,186.615,(r)) (Saturn,65.749,(c)) (trine,52')", "(H1,113.946,(r)) (Neptune,293.184,(p)) (opposition,46')\n(H1,113.946,(r)) (Mean_Node,233.709,(p)) (trine,14')\n(H10,6.615,(r)) (Neptune,6.807,(c)) (conjunction,12')", 15]
['18:20:00', "(H10,146.288,(r)) (Mercury,87.283,(c)) (sextile,60')", '1', "(H10,146.288,(r)) (Mean_Node,146.042,(c)) (conjunction,15')", '3', '4', "(H10,146.288,(r)) (Saturn,236.620,(p)) (square,20')", "(H1,226.005,(r)) (Mean_Node,225.355,(p)) (conjunction,39')\n(H10,146.288,(r)) (Mars,147.013,(p)) (conjunction,44')", "(H1,226.005,(r)) (Moon,315.294,(p)) (square,43')\n(H4,326.288,(r)) (Mean_Node,235.224,(c)) (square,64')", "(H1,226.005,(r)) (Uranus,136.218,(p)) (square,13')", '9', "(H1,226.005,(r)) (Mean_Node,345.312,(c)) (trine,42')", "(H7,46.005,(r)) (Mean_Node,345.418,(c)) (sextile,35')", "(H7,46.005,(r)) (Neptune,225.913,(p)) (opposition,6')", "(H1,226.005,(r)) (Neptune,225.497,(p)) (conjunction,31')", '14', '15', '16', "(H10,146.288,(r)) (Sun,207.158,(p)) (sextile,52')\n(H10,146.288,(r)) (Mean_Node,85.971,(c)) (sextile,19')", '18', "(H10,146.288,(r)) (Pluto,236.620,(p)) (square,20')", 15]
['20:04:22', "(H10,173.149,(r)) (Jupiter,294.144,(p)) (trine,60')", '1', '2', "(H7,65.880,(r)) (Sun,155.137,(c)) (square,45')\n(H7,65.880,(r)) (Jupiter,65.272,(c)) (conjunction,36')", '4', '5', '6', '7', '8', "(H1,245.880,(r)) (Mars,335.408,(c)) (square,28')\n(H1,245.880,(r)) (Jupiter,185.110,(c)) (sextile,46')\n(H4,353.149,(r)) (Mean_Node,293.254,(c)) (sextile,6')", "(H1,245.880,(r)) (Mars,186.923,(p)) (sextile,63')", '11', '12', "(H1,245.880,(r)) (Saturn,335.039,(p)) (square,50')\n(H1,245.880,(r)) (Uranus,156.395,(p)) (square,31')", "(H1,245.880,(r)) (Mercury,245.688,(p)) (conjunction,12')", '15', "(H1,245.880,(r)) (Neptune,66.803,(c)) (opposition,55')\n(H10,173.149,(r)) (Sun,174.203,(c)) (conjunction,63')", '17', "(H7,65.880,(r)) (Saturn,65.833,(c)) (conjunction,3')", "(H10,173.149,(r)) (Neptune,293.184,(p)) (trine,2')\n(H10,173.149,(r)) (Mean_Node,233.709,(p)) (sextile,34')\n(H1,245.880,(r)) (Neptune,6.837,(c)) (trine,57')", 16]
['22:56:38', '0', '1', "(H10,219.292,(r)) (Mean_Node,308.387,(p)) (square,54')", '3', "(H10,219.292,(r)) (Mars,218.563,(c)) (conjunction,44')", "(H10,219.292,(r)) (Sun,98.607,(c)) (trine,41')", "(H1,284.460,(r)) (Mean_Node,225.355,(p)) (sextile,54')", "(H4,39.292,(r)) (Mean_Node,219.212,(p)) (opposition,5')\n(H4,39.292,(r)) (Moon,98.746,(c)) (sextile,33')", "(H10,219.292,(r)) (Venus,219.802,(p)) (conjunction,31')", '9', "(H1,284.460,(r)) (Mean_Node,345.398,(c)) (sextile,56')", "(H7,104.460,(r)) (Mean_Node,345.504,(c)) (trine,63')", "(H7,104.460,(r)) (Pluto,164.063,(p)) (sextile,24')\n(H7,104.460,(r)) (Mean_Node,103.447,(p)) (conjunction,61')", "(H1,284.460,(r)) (Neptune,225.497,(p)) (sextile,62')", '14', "(H10,219.292,(r)) (Jupiter,309.683,(c)) (square,23')", "(H10,219.292,(r)) (Saturn,159.505,(c)) (sextile,13')", '17', "(H4,39.292,(r)) (Mars,309.257,(p)) (square,2')", '19', 15]
['18:30:24', "(H10,149.001,(r)) (Moon,27.967,(c)) (trine,62')", "(H10,149.001,(r)) (Mars,238.624,(c)) (square,23')", "(H10,149.001,(r)) (Sun,28.152,(p)) (trine,51')", "(H10,149.001,(r)) (Mean_Node,149.643,(c)) (conjunction,39')", "(H10,149.001,(r)) (Mars,148.577,(p)) (conjunction,25')", "(H10,149.001,(r)) (Neptune,208.180,(p)) (sextile,49')\n(H10,149.001,(r)) (Pluto,148.362,(p)) (conjunction,38')", "(H10,149.001,(r)) (Neptune,209.963,(p)) (sextile,58')\n(H10,149.001,(r)) (Pluto,149.493,(p)) (conjunction,30')\n(H1,228.041,(r)) (Mean_Node,229.080,(c)) (conjunction,62')", '7', "(H10,149.001,(r)) (Mercury,239.131,(p)) (square,8')", "(H1,228.041,(r)) (Mars,108.493,(p)) (trine,27')", "(H1,228.041,(r)) (Mean_Node,109.114,(p)) (trine,64')", "(H7,48.041,(r)) (Mean_Node,109.008,(p)) (sextile,58')", "(H4,329.001,(r)) (Sun,239.460,(p)) (square,28')\n(H7,48.041,(r)) (Saturn,317.300,(p)) (square,44')", "(H10,149.001,(r)) (Mars,58.577,(p)) (square,25')", '14', "(H10,149.001,(r)) (Jupiter,147.923,(p)) (conjunction,65')\n(H10,149.001,(r)) (Uranus,209.988,(c)) (sextile,59')", '16', "(H7,48.041,(r)) (Mars,167.890,(p)) (trine,9')", "(H4,329.001,(r)) (Pluto,59.889,(c)) (square,53')\n(H4,329.001,(r)) (Mean_Node,209.731,(c)) (trine,44')\n(H7,48.041,(r)) (Neptune,48.911,(c)) (conjunction,52')", "(H10,149.001,(r)) (Sun,59.246,(p)) (square,15')", 24]
['11:44:56', '0', "(H7,328.063,(r)) (Mars,238.294,(c)) (square,14')", "(H7,328.063,(r)) (Sun,28.152,(p)) (sextile,5')\n(H10,51.912,(r)) (Mars,51.027,(p)) (conjunction,53')\n(H10,51.912,(r)) (Mars,291.264,(c)) (trine,39')", '3', "(H7,328.063,(r)) (Mars,148.577,(p)) (opposition,31')\n(H10,51.912,(r)) (Jupiter,52.234,(c)) (conjunction,19')", "(H1,148.063,(r)) (Neptune,208.180,(p)) (sextile,7')\n(H1,148.063,(r)) (Pluto,148.362,(p)) (conjunction,18')", "(H1,148.063,(r)) (Mars,147.013,(p)) (conjunction,63')", "(H4,231.912,(r)) (Venus,291.829,(p)) (sextile,5')\n(H4,231.912,(r)) (Moon,112.752,(c)) (trine,50')", "(H1,148.063,(r)) (Mercury,239.131,(p)) (square,64')", '9', '10', "(H4,231.912,(r)) (Mars,142.111,(c)) (square,12')", "(H4,231.912,(r)) (Mean_Node,351.007,(c)) (trine,54')", "(H1,148.063,(r)) (Mars,58.577,(p)) (square,31')", "(H10,51.912,(r)) (Mercury,351.799,(c)) (sextile,7')", "(H1,148.063,(r)) (Mercury,327.583,(p)) (opposition,29')\n(H1,148.063,(r)) (Jupiter,147.923,(p)) (conjunction,8')", '16', "(H7,328.063,(r)) (Sun,207.158,(p)) (trine,54')", "(H4,231.912,(r)) (Mars,140.933,(c)) (square,59')", '19', 20]
['10:51:36', '0', '1', "(H10,38.502,(r)) (Mean_Node,308.387,(p)) (square,7')", "(H10,38.502,(r)) (Mars,97.551,(p)) (sextile,57')", "(H10,38.502,(r)) (Mars,218.489,(c)) (opposition,1')", "(H1,137.624,(r)) (Pluto,78.682,(c)) (sextile,63')\n(H10,38.502,(r)) (Sun,99.554,(c)) (sextile,63')", "(H1,137.624,(r)) (Pluto,78.115,(c)) (sextile,29')", "(H4,218.502,(r)) (Mean_Node,219.212,(p)) (conjunction,43')", '8', '9', '10', "(H7,317.624,(r)) (Neptune,76.916,(c)) (trine,42')", "(H7,317.624,(r)) (Saturn,317.300,(p)) (conjunction,19')\n(H7,317.624,(r)) (Mars,78.224,(c)) (trine,36')", '13', "(H1,137.624,(r)) (Moon,257.099,(c)) (trine,32')\n(H1,137.624,(r)) (Uranus,256.763,(c)) (trine,52')", '15', '16', '17', "(H4,218.502,(r)) (Mars,309.257,(p)) (square,45')\n(H7,317.624,(r)) (Sun,258.037,(c)) (sextile,25')", '19', 14]
['20:04:14', "(H10,173.113,(r)) (Jupiter,294.144,(p)) (trine,62')", '1', '2', "(H7,65.853,(r)) (Mean_Node,304.786,(p)) (trine,64')\n(H7,65.853,(r)) (Sun,155.137,(c)) (square,43')\n(H7,65.853,(r)) (Jupiter,65.272,(c)) (conjunction,35')", '4', '5', '6', '7', '8', "(H1,245.853,(r)) (Mars,335.408,(c)) (square,27')\n(H1,245.853,(r)) (Jupiter,185.110,(c)) (sextile,45')\n(H4,353.113,(r)) (Mean_Node,293.254,(c)) (sextile,8')", "(H1,245.853,(r)) (Mars,186.923,(p)) (sextile,64')", '11', '12', "(H1,245.853,(r)) (Saturn,335.039,(p)) (square,49')\n(H1,245.853,(r)) (Uranus,156.395,(p)) (square,32')", "(H1,245.853,(r)) (Mercury,245.688,(p)) (conjunction,10')", '15', "(H1,245.853,(r)) (Neptune,66.803,(c)) (opposition,57')", '17', "(H7,65.853,(r)) (Saturn,65.833,(c)) (conjunction,1')", "(H10,173.113,(r)) (Neptune,293.184,(p)) (trine,4')\n(H10,173.113,(r)) (Mean_Node,233.709,(p)) (sextile,36')\n(H1,245.853,(r)) (Neptune,6.837,(c)) (trine,59')", 16]
['05:50:46', "(H1,73.016,(r)) (Moon,13.050,(c)) (sextile,2')", "(H7,253.016,(r)) (Sun,311.988,(c)) (sextile,62')", '2', '3', '4', "(H10,318.273,(r)) (Pluto,78.673,(c)) (trine,24')", "(H10,318.273,(r)) (Pluto,78.108,(c)) (trine,10')\n(H10,318.273,(r)) (Mean_Node,229.136,(c)) (square,52')", '7', "(H1,73.016,(r)) (Uranus,252.023,(c)) (opposition,60')", '9', '10', "(H7,253.016,(r)) (Pluto,72.190,(c)) (opposition,50')", "(H4,138.273,(r)) (Saturn,317.300,(p)) (opposition,58')\n(H7,253.016,(r)) (Pluto,164.063,(p)) (square,63')\n(H4,138.273,(r)) (Mars,77.978,(c)) (sextile,18')\n(H7,253.016,(r)) (Sun,11.990,(c)) (trine,62')\n(H7,253.016,(r)) (Neptune,73.421,(c)) (opposition,24')", '13', "(H1,73.016,(r)) (Moon,252.054,(c)) (opposition,58')", '15', "(H10,318.273,(r)) (Mean_Node,78.772,(c)) (trine,30')", "(H7,253.016,(r)) (Mars,252.534,(c)) (conjunction,29')", "(H4,138.273,(r)) (Sun,257.612,(c)) (trine,40')\n(H4,138.273,(r)) (Neptune,48.936,(c)) (square,40')", '19', 17]
['21:41:28', "(H1,266.370,(r)) (Mercury,85.434,(c)) (opposition,56')\n(H10,199.554,(r)) (Uranus,289.208,(c)) (square,21')", '1', "(H7,86.370,(r)) (Mean_Node,146.134,(c)) (sextile,14')\n(H10,199.554,(r)) (Mars,290.396,(c)) (square,51')", '3', "(H10,199.554,(r)) (Sun,79.681,(c)) (trine,8')", "(H10,199.554,(r)) (Pluto,78.658,(c)) (trine,54')", "(H1,266.370,(r)) (Mars,147.013,(p)) (trine,39')", "(H1,266.370,(r)) (Venus,356.966,(c)) (square,36')", '8', "(H4,19.554,(r)) (Mars,108.493,(p)) (square,64')", "(H4,19.554,(r)) (Jupiter,19.475,(p)) (conjunction,5')\n(H4,19.554,(r)) (Mean_Node,109.114,(p)) (square,26')\n(H4,19.554,(r)) (Jupiter,109.493,(c)) (square,4')", "(H4,19.554,(r)) (Saturn,320.039,(p)) (sextile,29')\n(H4,19.554,(r)) (Mean_Node,109.008,(p)) (square,33')", "(H4,19.554,(r)) (Mars,260.321,(p)) (trine,46')", '13', '14', "(H1,266.370,(r)) (Uranus,177.277,(p)) (square,54')", "(H10,199.554,(r)) (Mean_Node,78.808,(c)) (trine,45')", "(H7,86.370,(r)) (Sun,207.158,(p)) (trine,47')\n(H7,86.370,(r)) (Mean_Node,86.062,(c)) (conjunction,18')", '18', "(H10,199.554,(r)) (Saturn,199.710,(c)) (conjunction,9')", 20]
['11:26:38', '0', '1', "(H7,324.481,(r)) (Jupiter,55.163,(p)) (square,41')", '3', "(H7,324.481,(r)) (Jupiter,84.777,(p)) (trine,18')", '5', '6', "(H1,144.481,(r)) (Mean_Node,235.254,(c)) (square,46')", '8', '9', '10', '11', "(H4,227.375,(r)) (Saturn,317.300,(p)) (square,5')", '13', '14', '15', "(H1,144.481,(r)) (Neptune,234.622,(p)) (square,8')", "(H10,47.375,(r)) (Mars,167.890,(p)) (trine,31')", '18', "(H1,144.481,(r)) (Mean_Node,233.709,(p)) (square,46')", 7]
['11:26:22', '0', '1', "(H7,324.428,(r)) (Jupiter,55.163,(p)) (square,44')", '3', "(H7,324.428,(r)) (Jupiter,84.777,(p)) (trine,21')", '5', '6', "(H1,144.428,(r)) (Mean_Node,235.254,(c)) (square,50')", '8', '9', '10', '11', "(H4,227.309,(r)) (Saturn,317.300,(p)) (square,1')", '13', '14', '15', "(H1,144.428,(r)) (Neptune,234.622,(p)) (square,12')", "(H10,47.309,(r)) (Mars,167.890,(p)) (trine,35')", '18', "(H1,144.428,(r)) (Mean_Node,233.709,(p)) (square,43')", 7]
['08:51:20', "(H1,113.865,(r)) (Jupiter,294.144,(p)) (opposition,17')", '1', '2', "(H10,6.506,(r)) (Mars,97.551,(p)) (square,63')", '4', '5', '6', "(H1,113.865,(r)) (Jupiter,203.074,(p)) (square,47')", '8', "(H4,186.506,(r)) (Jupiter,275.880,(p)) (square,38')\n(H1,113.865,(r)) (Mean_Node,293.197,(c)) (opposition,40')", "(H4,186.506,(r)) (Mars,186.923,(p)) (conjunction,25')", '11', '12', "(H1,113.865,(r)) (Saturn,203.034,(c)) (square,50')", "(H10,6.506,(r)) (Mercury,245.688,(p)) (trine,49')", '15', "(H1,113.865,(r)) (Neptune,234.622,(p)) (trine,45')\n(H10,6.506,(r)) (Neptune,66.799,(c)) (sextile,18')", '17', "(H7,293.865,(r)) (Sun,354.281,(p)) (sextile,25')\n(H4,186.506,(r)) (Saturn,65.749,(c)) (trine,45')", "(H1,113.865,(r)) (Neptune,293.184,(p)) (opposition,41')\n(H1,113.865,(r)) (Mean_Node,233.709,(p)) (trine,9')\n(H10,6.506,(r)) (Neptune,6.807,(c)) (conjunction,18')", 15]
['11:05:28', "(H10,42.041,(r)) (Jupiter,160.984,(c)) (trine,63')", "(H10,42.041,(r)) (Sun,312.431,(c)) (square,23')", "(H7,320.336,(r)) (Mars,51.027,(p)) (square,41')", '3', "(H7,320.336,(r)) (Sun,80.748,(c)) (trine,25')", '5', "(H10,42.041,(r)) (Saturn,281.900,(c)) (trine,8')", "(H4,222.041,(r)) (Jupiter,281.356,(c)) (sextile,41')", "(H10,42.041,(r)) (Sun,221.564,(p)) (opposition,29')\n(H10,42.041,(r)) (Jupiter,221.995,(p)) (opposition,3')", "(H4,222.041,(r)) (Mean_Node,161.276,(p)) (sextile,46')", "(H1,140.336,(r)) (Jupiter,19.475,(p)) (trine,52')", "(H4,222.041,(r)) (Neptune,222.947,(p)) (conjunction,54')\n(H4,222.041,(r)) (Pluto,160.998,(p)) (sextile,63')\n(H7,320.336,(r)) (Saturn,320.039,(p)) (conjunction,18')", "(H7,320.336,(r)) (Mars,260.321,(p)) (sextile,1')", "(H10,42.041,(r)) (Pluto,161.733,(p)) (trine,18')\n(H10,42.041,(r)) (Uranus,222.326,(c)) (opposition,17')", "(H1,140.336,(r)) (Jupiter,200.757,(p)) (sextile,25')\n(H10,42.041,(r)) (Uranus,131.666,(p)) (square,22')\n(H10,42.041,(r)) (Jupiter,282.345,(c)) (trine,18')", "(H10,42.041,(r)) (Moon,222.985,(c)) (opposition,57')", '16', "(H10,42.041,(r)) (Jupiter,311.074,(c)) (square,58')", "(H4,222.041,(r)) (Saturn,101.945,(p)) (trine,6')\n(H7,320.336,(r)) (Mars,140.925,(c)) (opposition,35')", "(H10,42.041,(r)) (Saturn,341.483,(p)) (sextile,33')\n(H1,140.336,(r)) (Saturn,199.845,(c)) (sextile,29')\n(H10,42.041,(r)) (Pluto,42.836,(c)) (conjunction,48')", 26]
