['Time', '0: 1949-08-15', '1: 1952-01-21', '2: 1953-04-18', '3: 1953-06-25', '4: 1953-09-12', '5: 1956-08-23', '6: 1957-08-03', '7: 1957-11-27', '8: 1958-11-04', '9: 1960-11-25', '10: 1963-08-07', '11: 1963-08-09', '12: 1963-11-22', '13: 1964-06-15', '14: 1957-11-15', '15: 1968-03-15', '16: 1968-06-05', '17: 1968-10-20', '18: 1975-03-15', '19: 1994-05-20', 'Count']
['21:41:20', "(H9,165.138,(r)) (Moon,285.098,(p)) (trine,2')\n(Moon,285.098,(p)) (H1,284.812,(p)) (conjunction,17')", "(Mean_Node,47.257,(r)) (H7,107.210,(p)) (sextile,3')\n(Jupiter,69.416,(r)) (H5,24.388,(c)) (45-semisquare,2')", "(Jupiter,73.155,(p)) (H10,223.102,(p)) (150-quincunx,3')", "(Jupiter,73.180,(p)) (H10,223.276,(p)) (150-quincunx,6')", '4', "(Pluto,108.356,(r)) (H1,243.386,(c)) (135-sesquisquare,2')\n(H1,266.340,(r)) (Saturn,266.357,(c)) (conjunction,1')", "(Neptune,150.110,(r)) (H12,270.101,(p)) (trine,1')\n(Mean_Node,47.257,(r)) (H10,227.076,(p)) (opposition,11')\n(Mars,181.926,(p)) (H10,227.076,(p)) (45-semisquare,9')\n(H1,266.340,(r)) (Saturn,266.424,(c)) (conjunction,5')\n(Pluto,107.629,(c)) (H1,242.605,(c)) (135-sesquisquare,1')\n(Mean_Node,48.740,(c)) (H10,168.711,(c)) (trine,2')", "(Mean_Node,47.257,(r)) (H4,47.366,(p)) (conjunction,7')\n(H5,45.575,(r)) (Moon,0.139,(c)) (45-semisquare,26')\n(Jupiter,63.785,(c)) (H5,18.618,(c)) (45-semisquare,10')\n(Mean_Node,48.757,(c)) (H5,18.618,(c)) (30-semisextile,8')", "(H1,266.340,(r)) (Moon,41.331,(p)) (135-sesquisquare,1')\n(Mercury,174.140,(p)) (H1,294.144,(p)) (trine,0')", "(H4,19.518,(r)) (Sun,154.422,(p)) (135-sesquisquare,6')\n(H5,45.575,(r)) (Mean_Node,45.598,(p)) (conjunction,1')", "(Mars,164.289,(r)) (H1,299.256,(p)) (135-sesquisquare,2')\n(Jupiter,74.402,(p)) (H1,299.256,(p)) (135-sesquisquare,9')\n(Jupiter,74.402,(p)) (H5,74.535,(p)) (conjunction,8')", "(Mars,164.289,(r)) (H7,119.262,(p)) (45-semisquare,2')\n(Neptune,149.122,(c)) (H8,88.977,(c)) (sextile,9')", '12', "(Neptune,150.110,(r)) (H1,300.202,(p)) (150-quincunx,5')\n(Saturn,266.924,(c)) (H1,236.952,(c)) (30-semisextile,2')\n(Uranus,11.145,(c)) (H10,161.028,(c)) (150-quincunx,7')", '14', '15', '16', '17', "(Saturn,264.041,(p)) (H5,83.977,(p)) (opposition,4')\n(Pluto,108.356,(r)) (H7,48.194,(c)) (sextile,10')\n(Pluto,108.356,(r)) (H8,78.226,(c)) (30-semisextile,8')", "(H10,199.518,(r)) (Pluto,109.546,(p)) (square,2')", 34]
['10:51:20', "(Mercury,121.730,(r)) (H1,121.787,(c)) (conjunction,3')", "(Mars,164.629,(r)) (H7,299.807,(c)) (135-sesquisquare,11')\n(Mars,164.629,(r)) (H10,14.565,(c)) (150-quincunx,4')", '2', '3', '4', "(H8,339.195,(r)) (Sun,99.023,(c)) (trine,10')", "(Mean_Node,47.228,(r)) (H8,2.277,(p)) (45-semisquare,3')\n(Mars,182.277,(p)) (H8,2.277,(p)) (opposition,0')", '7', "(Sun,96.926,(c)) (H10,6.965,(c)) (square,2')", "(H5,254.265,(r)) (Jupiter,74.163,(p)) (opposition,6')", "(H1,137.572,(r)) (Sun,92.392,(c)) (45-semisquare,11')", "(Mean_Node,45.426,(p)) (H12,135.324,(p)) (square,6')\n(Saturn,264.668,(r)) (H8,309.706,(c)) (45-semisquare,2')", "(Mean_Node,45.410,(p)) (H12,135.545,(p)) (square,8')", "(Uranus,10.586,(p)) (H10,70.486,(p)) (sextile,6')\n(Mercury,121.730,(r)) (H9,331.733,(c)) (150-quincunx,0')", "(H9,5.864,(r)) (Moon,35.660,(p)) (30-semisextile,12')\n(H10,38.434,(r)) (Mercury,173.511,(p)) (135-sesquisquare,5')\n(Moon,7.708,(c)) (H9,338.220,(c)) (30-semisextile,31')\n(Moon,7.708,(c)) (H10,8.057,(c)) (conjunction,21')", "(H1,137.572,(r)) (Moon,182.995,(p)) (45-semisquare,25')\n(Uranus,10.462,(p)) (H9,40.283,(p)) (30-semisextile,11')", '16', '17', "(Saturn,264.053,(p)) (H12,144.206,(p)) (trine,9')\n(Pluto,109.328,(p)) (H4,259.497,(p)) (150-quincunx,10')\n(Mars,164.629,(r)) (H8,299.537,(c)) (135-sesquisquare,5')\n(Pluto,108.370,(r)) (H4,168.473,(c)) (sextile,6')", '19', 24]
['11:45:28', "(H10,52.043,(r)) (Moon,292.066,(p)) (trine,1')\n(Mercury,160.433,(p)) (H10,70.423,(p)) (square,1')\n(Mercury,121.809,(r)) (H10,31.642,(c)) (square,10')", "(Jupiter,65.149,(c)) (H5,245.332,(c)) (opposition,11')", "(Mean_Node,45.969,(p)) (H7,345.931,(p)) (sextile,2')\n(Jupiter,69.521,(r)) (H7,309.486,(c)) (trine,2')", "(Mean_Node,45.960,(p)) (H7,346.067,(p)) (sextile,6')", "(H7,328.167,(r)) (Sun,148.037,(p)) (opposition,8')", "(Pluto,108.371,(r)) (H1,168.371,(p)) (sextile,0')", "(Mean_Node,47.226,(r)) (H10,77.283,(p)) (30-semisextile,3')\n(Pluto,109.017,(p)) (H1,169.057,(p)) (sextile,2')\n(Saturn,266.382,(c)) (H8,326.500,(c)) (sextile,7')", "(Venus,81.464,(r)) (H5,291.356,(p)) (150-quincunx,6')\n(H4,232.043,(r)) (Venus,52.199,(c)) (opposition,9')", "(Sun,124.890,(r)) (H1,169.966,(p)) (45-semisquare,5')\n(H3,198.936,(r)) (Moon,49.256,(p)) (150-quincunx,19')\n(Sun,124.890,(r)) (H1,124.987,(c)) (conjunction,6')\n(Venus,81.464,(r)) (H10,21.605,(c)) (sextile,8')\n(H10,52.043,(r)) (Sun,96.962,(c)) (45-semisquare,5')", "(Jupiter,63.264,(c)) (H1,123.306,(c)) (sextile,2')", '10', '11', "(Pluto,109.139,(p)) (H8,19.068,(p)) (square,4')\n(Neptune,149.129,(c)) (H12,89.288,(c)) (sextile,10')", "(Saturn,263.902,(p)) (H1,174.015,(p)) (square,7')\n(Mars,164.652,(r)) (H9,344.677,(c)) (opposition,2')", "(H9,18.936,(r)) (Jupiter,63.918,(c)) (45-semisquare,1')", "(Mercury,187.712,(p)) (H9,52.718,(p)) (135-sesquisquare,0')\n(Uranus,11.080,(c)) (H9,340.939,(c)) (30-semisextile,8')\n(Uranus,11.080,(c)) (H10,11.145,(c)) (conjunction,4')", "(Saturn,267.174,(c)) (H1,117.103,(c)) (150-quincunx,4')", "(Mean_Node,47.226,(r)) (H5,227.137,(c)) (opposition,5')", "(Neptune,151.788,(p)) (H4,271.966,(p)) (trine,11')\n(Neptune,151.788,(p)) (H7,1.698,(p)) (150-quincunx,5')\n(Saturn,264.666,(r)) (H5,219.734,(c)) (45-semisquare,4')\n(Sun,81.355,(c)) (H7,291.438,(c)) (150-quincunx,5')", "(Sun,124.890,(r)) (H1,94.843,(c)) (30-semisextile,3')", 35]
['08:51:44', "(H10,6.615,(r)) (Moon,126.320,(c)) (trine,18')", "(Mars,164.577,(r)) (H10,29.603,(p)) (135-sesquisquare,2')\n(Sun,124.775,(r)) (H7,274.935,(c)) (150-quincunx,10')\n(H5,223.217,(r)) (Sun,103.319,(c)) (trine,6')", "(H5,223.217,(r)) (Jupiter,73.217,(p)) (150-quincunx,0')\n(Mars,150.135,(c)) (H5,195.056,(c)) (45-semisquare,5')", "(H5,223.217,(r)) (Jupiter,73.241,(p)) (150-quincunx,1')\n(Mean_Node,48.498,(c)) (H7,273.628,(c)) (135-sesquisquare,8')", "(H5,223.217,(r)) (Jupiter,73.270,(p)) (150-quincunx,3')\n(Mars,164.577,(r)) (H5,194.546,(c)) (30-semisextile,2')\n(Mean_Node,48.509,(c)) (H7,273.429,(c)) (135-sesquisquare,5')", "(H1,113.946,(r)) (Saturn,263.910,(p)) (150-quincunx,2')", "(Sun,124.775,(r)) (H10,34.917,(p)) (square,9')\n(Neptune,150.126,(r)) (H12,105.225,(p)) (45-semisquare,6')\n(H1,113.946,(r)) (Saturn,263.904,(p)) (150-quincunx,3')", "(Moon,34.991,(p)) (H4,215.218,(p)) (opposition,14')\n(H4,186.615,(r)) (Moon,6.191,(c)) (opposition,25')", "(Jupiter,69.499,(r)) (H3,129.327,(c)) (sextile,10')\n(H1,113.946,(r)) (Moon,354.125,(c)) (trine,11')\n(H3,156.956,(r)) (Sun,96.847,(c)) (sextile,7')\n(Moon,354.125,(c)) (H3,129.327,(c)) (135-sesquisquare,12')", "(Mean_Node,47.232,(r)) (H1,137.269,(p)) (square,2')", "(H1,113.946,(r)) (Mars,144.013,(c)) (30-semisextile,4')\n(Mars,144.013,(c)) (H1,83.917,(c)) (sextile,6')", "(H7,293.946,(r)) (Saturn,263.897,(p)) (30-semisextile,3')\n(Pluto,109.132,(p)) (H7,319.190,(p)) (150-quincunx,3')\n(H7,293.946,(r)) (Mars,144.010,(c)) (150-quincunx,4')\n(Mars,144.010,(c)) (H7,263.911,(c)) (trine,6')\n(Neptune,149.133,(c)) (H8,284.211,(c)) (135-sesquisquare,5')", "(H7,293.946,(r)) (Saturn,263.899,(p)) (30-semisextile,3')\n(H7,293.946,(r)) (Mars,143.840,(c)) (150-quincunx,6')\n(Neptune,149.126,(c)) (H4,149.035,(c)) (conjunction,6')\n(Neptune,149.126,(c)) (H8,283.951,(c)) (135-sesquisquare,11')", "(Uranus,11.332,(r)) (H10,41.336,(p)) (30-semisextile,0')\n(H1,113.946,(r)) (Saturn,263.901,(p)) (150-quincunx,3')\n(H10,6.615,(r)) (Mars,186.647,(p)) (opposition,2')", "(H9,336.956,(r)) (Moon,6.619,(c)) (30-semisextile,20')\n(H10,6.615,(r)) (Moon,6.619,(c)) (conjunction,0')", "(Mercury,187.563,(p)) (H1,142.442,(p)) (45-semisquare,7')\n(Jupiter,74.916,(p)) (H10,44.763,(p)) (30-semisextile,9')", "(H1,113.946,(r)) (Saturn,263.935,(p)) (150-quincunx,1')", "(Mean_Node,45.155,(p)) (H10,45.307,(p)) (conjunction,9')", "(H7,293.946,(r)) (Saturn,264.051,(p)) (30-semisextile,6')\n(H8,313.607,(r)) (Mars,193.650,(p)) (trine,3')\n(H12,81.146,(r)) (Sun,81.239,(c)) (conjunction,6')\n(Saturn,267.682,(c)) (H12,27.611,(c)) (trine,4')", "(Sun,187.505,(p)) (H10,67.633,(p)) (trine,8')", 47]
['18:20:00', '0', "(H7,46.005,(r)) (Mean_Node,46.021,(p)) (conjunction,1')", "(Sun,125.152,(r)) (H10,170.327,(p)) (45-semisquare,10')", '3', "(Sun,125.152,(r)) (H5,335.179,(c)) (150-quincunx,2')", "(H8,75.784,(r)) (Mean_Node,45.778,(p)) (30-semisextile,0')\n(Saturn,264.653,(r)) (H1,204.614,(c)) (sextile,2')\n(H10,146.288,(r)) (Saturn,266.295,(c)) (trine,0')", "(Saturn,264.653,(r)) (H10,174.624,(p)) (square,2')\n(Mean_Node,47.211,(r)) (H12,227.356,(p)) (opposition,9')\n(Mars,182.476,(p)) (H12,227.356,(p)) (45-semisquare,7')\n(Neptune,150.139,(r)) (H12,180.162,(c)) (30-semisextile,1')\n(H10,146.288,(r)) (Saturn,266.363,(c)) (trine,4')", "(Jupiter,69.570,(r)) (H5,24.405,(p)) (45-semisquare,10')\n(Moon,40.273,(p)) (H4,354.941,(p)) (45-semisquare,20')\n(H4,326.288,(r)) (Moon,11.380,(c)) (45-semisquare,6')", "(H10,146.288,(r)) (Uranus,11.254,(c)) (135-sesquisquare,2')", "(Jupiter,69.570,(r)) (H1,249.433,(p)) (opposition,8')", "(Jupiter,74.494,(p)) (H5,29.324,(p)) (45-semisquare,10')\n(Mean_Node,49.013,(c)) (H1,198.941,(c)) (150-quincunx,4')", "(Mean_Node,45.409,(p)) (H8,105.370,(p)) (sextile,2')\n(Saturn,264.653,(r)) (H12,174.723,(c)) (square,4')\n(Mean_Node,49.013,(c)) (H7,18.937,(c)) (30-semisextile,5')", '12', "(Neptune,151.406,(p)) (H10,181.448,(p)) (30-semisextile,3')\n(Pluto,108.378,(r)) (H1,198.240,(c)) (square,8')", "(Moon,39.830,(p)) (H10,174.908,(p)) (135-sesquisquare,5')\n(H10,146.288,(r)) (Moon,11.813,(c)) (135-sesquisquare,32')\n(H10,146.288,(r)) (Uranus,11.268,(c)) (135-sesquisquare,1')", "(Jupiter,74.953,(p)) (H1,254.896,(p)) (opposition,3')", "(Mean_Node,45.154,(p)) (H1,255.065,(p)) (150-quincunx,5')\n(Neptune,150.139,(r)) (H1,194.982,(c)) (45-semisquare,9')\n(Saturn,267.154,(c)) (H8,42.168,(c)) (135-sesquisquare,1')\n(Pluto,107.376,(c)) (H10,107.467,(c)) (conjunction,5')", "(Mars,164.821,(r)) (H7,14.674,(c)) (150-quincunx,9')\n(Mean_Node,47.211,(r)) (H10,107.103,(c)) (sextile,6')", "(Sun,125.152,(r)) (H7,80.225,(p)) (45-semisquare,4')\n(Saturn,264.061,(p)) (H5,39.123,(p)) (135-sesquisquare,4')", "(H12,204.756,(r)) (Saturn,264.795,(p)) (sextile,2')", 36]
['20:04:22', "(Moon,284.299,(p)) (H10,194.049,(p)) (square,15')", "(Jupiter,72.979,(p)) (H5,42.984,(p)) (30-semisextile,0')", "(Mars,179.140,(p)) (H5,44.044,(p)) (135-sesquisquare,6')\n(Mars,149.816,(c)) (H5,359.761,(c)) (150-quincunx,3')", "(Mars,164.248,(r)) (H5,44.203,(p)) (trine,3')\n(Mars,179.259,(p)) (H5,44.203,(p)) (135-sesquisquare,3')\n(Mars,149.704,(c)) (H5,359.575,(c)) (150-quincunx,8')", "(Mars,164.248,(r)) (H5,44.387,(p)) (trine,8')\n(Mars,179.397,(p)) (H5,44.387,(p)) (135-sesquisquare,1')", '5', '6', "(H5,22.838,(r)) (Venus,112.661,(p)) (square,11')\n(Moon,13.329,(r)) (H1,223.241,(c)) (150-quincunx,5')", "(Sun,124.266,(r)) (H3,349.385,(p)) (135-sesquisquare,7')\n(Mercury,75.908,(c)) (H3,285.803,(c)) (150-quincunx,6')", "(Sun,94.375,(c)) (H4,319.459,(c)) (135-sesquisquare,5')", "(H1,245.880,(r)) (Mars,185.749,(p)) (sextile,8')\n(Sun,124.266,(r)) (H5,349.432,(c)) (135-sesquisquare,10')\n(Sun,91.803,(c)) (H4,316.621,(c)) (135-sesquisquare,11')", "(H7,65.880,(r)) (Mars,185.753,(p)) (trine,8')\n(H8,98.645,(r)) (Mars,143.695,(c)) (45-semisquare,3')", "(H7,65.880,(r)) (Mars,185.938,(p)) (trine,4')\n(Sun,124.266,(r)) (H5,349.139,(c)) (135-sesquisquare,8')\n(H8,98.645,(r)) (Mars,143.525,(c)) (45-semisquare,7')\n(Mean_Node,49.077,(c)) (H5,349.139,(c)) (sextile,4')", "(Mars,164.248,(r)) (H12,254.098,(p)) (square,9')\n(H10,173.149,(r)) (Mars,143.193,(c)) (30-semisextile,3')", "(Moon,13.329,(r)) (H1,223.267,(c)) (150-quincunx,4')\n(H9,136.542,(r)) (Mercury,76.494,(c)) (sextile,3')", '15', "(Mean_Node,47.260,(r)) (H12,257.223,(p)) (150-quincunx,2')\n(Pluto,108.354,(r)) (H8,63.392,(c)) (45-semisquare,2')", "(Sun,124.266,(r)) (H7,34.407,(c)) (square,8')\n(Mars,164.248,(r)) (H5,344.221,(c)) (opposition,2')", "(Mars,164.248,(r)) (H7,29.209,(c)) (135-sesquisquare,2')", "(Neptune,148.644,(c)) (H1,193.762,(c)) (45-semisquare,7')", 33]
['22:56:38', '0', '1', '2', '3', '4', "(Saturn,264.692,(r)) (H8,114.620,(c)) (150-quincunx,4')", "(Pluto,108.357,(r)) (H12,288.341,(p)) (opposition,1')\n(Mars,181.959,(p)) (H1,316.861,(p)) (135-sesquisquare,6')\n(H8,147.422,(r)) (Mars,147.326,(c)) (conjunction,6')", "(Mean_Node,47.254,(r)) (H1,317.279,(p)) (square,1')", "(H10,219.292,(r)) (Mercury,174.218,(p)) (45-semisquare,4')\n(Moon,42.035,(p)) (H3,41.607,(p)) (conjunction,26')", '9', "(H1,284.460,(r)) (Jupiter,74.408,(p)) (150-quincunx,3')\n(Jupiter,62.558,(c)) (H4,2.473,(c)) (sextile,5')", "(Mean_Node,47.254,(r)) (H8,107.095,(c)) (sextile,10')", "(Mean_Node,47.254,(r)) (H4,2.142,(c)) (45-semisquare,7')", "(Uranus,11.336,(r)) (H1,326.168,(p)) (45-semisquare,10')\n(Uranus,11.336,(r)) (H10,251.308,(p)) (trine,2')\n(Mercury,182.179,(p)) (H9,227.285,(p)) (45-semisquare,6')\n(H12,263.133,(r)) (Mars,143.264,(c)) (trine,8')", '14', '15', "(Pluto,109.211,(p)) (H8,199.212,(p)) (square,0')\n(H8,147.422,(r)) (Sun,87.311,(c)) (sextile,7')\n(Mean_Node,49.311,(c)) (H12,229.198,(c)) (opposition,7')", "(H10,219.292,(r)) (Mars,189.201,(p)) (30-semisextile,6')\n(Jupiter,74.934,(p)) (H10,254.979,(p)) (opposition,3')", "(Sun,124.380,(r)) (H4,349.353,(c)) (135-sesquisquare,2')\n(Mean_Node,49.670,(c)) (H5,19.500,(c)) (30-semisextile,10')", '19', 22]
['18:30:24', "(Jupiter,72.772,(p)) (H9,132.785,(p)) (sextile,1')\n(Mercury,122.402,(r)) (H1,212.326,(c)) (square,5')", "(H10,149.001,(r)) (Mars,178.944,(p)) (30-semisextile,3')\n(H5,1.100,(r)) (Mars,151.121,(c)) (150-quincunx,1')", "(Jupiter,64.949,(c)) (H10,124.879,(c)) (sextile,4')", '3', '4', "(Pluto,109.004,(p)) (H12,228.824,(p)) (trine,11')\n(Saturn,264.653,(r)) (H8,54.699,(c)) (150-quincunx,3')", '6', "(Moon,25.607,(r)) (H1,205.635,(c)) (opposition,2')", "(H3,292.784,(r)) (Moon,53.088,(p)) (trine,18')\n(H10,149.001,(r)) (Moon,359.282,(c)) (150-quincunx,17')\n(Moon,359.282,(c)) (H10,119.339,(c)) (trine,3')", '9', "(Jupiter,69.571,(r)) (H4,294.636,(c)) (135-sesquisquare,4')", "(Saturn,264.653,(r)) (H4,294.630,(c)) (30-semisextile,1')", "(Pluto,108.378,(r)) (H8,108.277,(p)) (conjunction,6')\n(Pluto,108.378,(r)) (H8,48.360,(c)) (sextile,1')\n(Saturn,266.819,(c)) (H12,176.735,(c)) (square,5')", "(Mars,143.745,(c)) (H10,113.793,(c)) (30-semisextile,3')", "(Moon,25.607,(r)) (H1,205.662,(c)) (opposition,3')\n(Moon,25.607,(r)) (H9,85.715,(c)) (sextile,6')", "(Mercury,122.402,(r)) (H9,152.221,(p)) (30-semisextile,11')\n(Mercury,188.056,(p)) (H10,187.980,(p)) (conjunction,5')", "(Mean_Node,47.211,(r)) (H1,257.253,(p)) (150-quincunx,3')\n(Mean_Node,47.211,(r)) (H1,197.040,(c)) (150-quincunx,10')\n(H10,149.001,(r)) (Neptune,149.035,(c)) (conjunction,2')", "(Jupiter,61.586,(c)) (H7,16.732,(c)) (45-semisquare,9')", "(Mars,164.826,(r)) (H4,14.805,(p)) (150-quincunx,1')\n(H4,329.001,(r)) (Mars,193.914,(p)) (135-sesquisquare,5')\n(Mean_Node,44.794,(p)) (H4,14.805,(p)) (30-semisextile,1')", "(Pluto,109.553,(p)) (H8,139.591,(p)) (30-semisextile,2')\n(H10,149.001,(r)) (Saturn,268.974,(c)) (trine,2')", 30]
['11:44:56', "(H10,51.912,(r)) (Moon,292.061,(p)) (trine,9')\n(Mercury,160.432,(p)) (H10,70.298,(p)) (square,8')", "(Jupiter,65.149,(c)) (H5,245.198,(c)) (opposition,3')", "(Mean_Node,45.969,(p)) (H7,345.825,(p)) (sextile,9')\n(Jupiter,69.521,(r)) (H7,309.381,(c)) (trine,8')", "(Mean_Node,45.960,(p)) (H7,345.961,(p)) (sextile,0')", "(H7,328.063,(r)) (Sun,148.037,(p)) (opposition,2')\n(Mean_Node,45.948,(p)) (H7,346.119,(p)) (sextile,10')", "(Pluto,108.371,(r)) (H1,168.265,(p)) (sextile,6')", "(Mean_Node,47.226,(r)) (H10,77.159,(p)) (30-semisextile,4')\n(Pluto,109.017,(p)) (H1,168.951,(p)) (sextile,4')\n(Saturn,266.382,(c)) (H8,326.386,(c)) (sextile,0')", '7', "(Sun,124.890,(r)) (H1,169.860,(p)) (45-semisquare,2')\n(H3,198.808,(r)) (Moon,49.251,(p)) (150-quincunx,27')\n(Sun,124.890,(r)) (H1,124.882,(c)) (conjunction,0')\n(Venus,81.463,(r)) (H10,21.463,(c)) (sextile,0')\n(H3,198.808,(r)) (Jupiter,63.710,(c)) (135-sesquisquare,6')\n(H10,51.912,(r)) (Sun,96.962,(c)) (45-semisquare,3')\n(Venus,51.304,(c)) (H10,21.463,(c)) (30-semisextile,10')", "(Sun,124.890,(r)) (H4,259.961,(p)) (135-sesquisquare,4')\n(Mars,145.678,(c)) (H5,235.801,(c)) (square,7')\n(Jupiter,63.264,(c)) (H1,123.200,(c)) (sextile,4')", '10', "(H5,266.945,(r)) (Saturn,266.819,(c)) (conjunction,8')", "(H5,266.945,(r)) (Saturn,266.840,(c)) (conjunction,6')\n(Neptune,149.129,(c)) (H12,89.165,(c)) (sextile,2')", "(Saturn,263.902,(p)) (H1,173.910,(p)) (square,0')\n(Mars,164.652,(r)) (H9,344.549,(c)) (opposition,6')\n(Neptune,150.130,(r)) (H1,120.282,(c)) (30-semisextile,9')\n(Neptune,150.130,(r)) (H10,15.212,(c)) (135-sesquisquare,5')", "(H9,18.808,(r)) (Jupiter,63.918,(c)) (45-semisquare,7')", "(Mercury,187.711,(p)) (H9,52.597,(p)) (135-sesquisquare,7')\n(Uranus,11.080,(c)) (H10,11.000,(c)) (conjunction,5')", "(Saturn,264.666,(r)) (H12,84.770,(c)) (opposition,6')\n(Saturn,267.174,(c)) (H1,116.996,(c)) (150-quincunx,11')", "(Jupiter,74.984,(p)) (H5,300.132,(p)) (135-sesquisquare,9')", "(Neptune,151.787,(p)) (H4,271.844,(p)) (trine,3')\n(Saturn,264.666,(r)) (H5,219.583,(c)) (45-semisquare,5')\n(Sun,81.354,(c)) (H7,291.329,(c)) (150-quincunx,2')", "(Neptune,150.130,(r)) (H1,195.235,(p)) (45-semisquare,6')\n(Sun,124.890,(r)) (H1,94.725,(c)) (30-semisextile,10')", 40]
['10:51:36', "(Jupiter,69.514,(r)) (H9,24.360,(p)) (45-semisquare,9')\n(Mercury,121.730,(r)) (H1,121.840,(c)) (conjunction,7')", "(Mars,164.629,(r)) (H10,14.638,(c)) (150-quincunx,1')", '2', '3', '4', "(Pluto,108.997,(p)) (H10,63.818,(p)) (45-semisquare,11')\n(H1,137.624,(r)) (Pluto,107.668,(c)) (30-semisextile,3')", "(Mean_Node,47.228,(r)) (H8,2.336,(p)) (45-semisquare,6')\n(Mars,182.277,(p)) (H8,2.336,(p)) (opposition,4')\n(H1,137.624,(r)) (Pluto,107.644,(c)) (30-semisextile,1')", '7', "(Venus,114.460,(p)) (H1,159.311,(p)) (45-semisquare,9')\n(Sun,96.927,(c)) (H10,7.038,(c)) (square,7')", "(Sun,124.855,(r)) (H4,184.714,(c)) (sextile,8')", "(H5,254.330,(r)) (Jupiter,74.461,(p)) (opposition,8')", "(Mean_Node,45.426,(p)) (H12,135.380,(p)) (square,3')\n(Saturn,264.668,(r)) (H8,309.763,(c)) (45-semisquare,6')", "(Saturn,264.668,(r)) (H8,309.511,(c)) (45-semisquare,9')", "(Uranus,10.586,(p)) (H10,70.549,(p)) (sextile,2')\n(Mercury,121.730,(r)) (H9,331.796,(c)) (150-quincunx,4')", "(Mercury,121.730,(r)) (H9,31.574,(p)) (square,9')\n(H9,5.928,(r)) (Moon,35.662,(p)) (30-semisextile,16')\n(H10,38.502,(r)) (Mercury,173.511,(p)) (135-sesquisquare,1')\n(Moon,7.710,(c)) (H10,8.129,(c)) (conjunction,25')", "(H1,137.624,(r)) (Moon,182.997,(p)) (45-semisquare,22')\n(Uranus,10.462,(p)) (H9,40.344,(p)) (30-semisextile,7')", "(Pluto,109.219,(p)) (H12,139.081,(p)) (30-semisextile,8')", '17', "(Mars,164.629,(r)) (H8,299.594,(c)) (135-sesquisquare,2')\n(Pluto,108.370,(r)) (H4,168.546,(c)) (sextile,11')", '19', 26]
['20:04:14', "(Moon,284.298,(p)) (H10,194.013,(p)) (square,17')", "(Jupiter,72.979,(p)) (H5,42.953,(p)) (30-semisextile,2')", "(Mars,179.140,(p)) (H5,44.013,(p)) (135-sesquisquare,8')\n(Mars,149.815,(c)) (H5,359.729,(c)) (150-quincunx,5')", "(Mars,164.248,(r)) (H5,44.172,(p)) (trine,5')\n(Mars,179.259,(p)) (H5,44.172,(p)) (135-sesquisquare,5')\n(Mars,149.704,(c)) (H5,359.543,(c)) (150-quincunx,10')", "(Mars,164.248,(r)) (H5,44.356,(p)) (trine,7')\n(Mars,179.396,(p)) (H5,44.356,(p)) (135-sesquisquare,2')", "(H8,98.613,(r)) (Sun,98.434,(c)) (conjunction,11')", '6', "(H5,22.806,(r)) (Venus,112.661,(p)) (square,9')\n(Moon,13.328,(r)) (H1,223.215,(c)) (150-quincunx,7')", "(Sun,124.266,(r)) (H3,349.344,(p)) (135-sesquisquare,5')\n(Mercury,75.908,(c)) (H3,285.771,(c)) (150-quincunx,8')", "(Sun,94.374,(c)) (H4,319.425,(c)) (135-sesquisquare,3')", "(H1,245.853,(r)) (Mars,185.749,(p)) (sextile,6')\n(Sun,124.266,(r)) (H5,349.400,(c)) (135-sesquisquare,8')", "(H7,65.853,(r)) (Mars,185.753,(p)) (trine,6')\n(H8,98.613,(r)) (Mars,143.694,(c)) (45-semisquare,5')", "(H7,65.853,(r)) (Mars,185.938,(p)) (trine,5')\n(Sun,124.266,(r)) (H5,349.106,(c)) (135-sesquisquare,10')\n(H8,98.613,(r)) (Mars,143.525,(c)) (45-semisquare,5')\n(Mean_Node,49.077,(c)) (H5,349.106,(c)) (sextile,2')", "(Mars,164.248,(r)) (H12,254.069,(p)) (square,11')\n(H10,173.113,(r)) (Mars,143.193,(c)) (30-semisextile,5')", "(Moon,13.328,(r)) (H1,223.241,(c)) (150-quincunx,5')\n(H9,136.505,(r)) (Mercury,76.494,(c)) (sextile,1')", '15', "(Mean_Node,47.260,(r)) (H12,257.194,(p)) (150-quincunx,4')\n(Pluto,108.354,(r)) (H8,63.363,(c)) (45-semisquare,1')", "(Sun,124.266,(r)) (H7,34.381,(c)) (square,7')\n(Mars,164.248,(r)) (H5,344.189,(c)) (opposition,4')", "(Mars,164.248,(r)) (H7,29.183,(c)) (135-sesquisquare,4')", "(Neptune,148.644,(c)) (H1,193.735,(c)) (45-semisquare,6')", 33]
