['Time', '0: 1917-11-30', '1: 1927-06-30', '2: 1927-06-30', '3: 1930-07-20', '4: 1940-01-01', '5: 1941-12-07', '6: 1942-03-20', '7: 1943-06-25', '8: 1944-04-20', '9: 1948-02-07', '10: 1949-01-15', '11: 1949-12-04', '12: 1952-04-22', '13: 1954-01-18', '14: 1963-04-29', '15: 1974-08-21', '16: 1978-09-21', 'Count']
['1916-09-07 02:46:39', "(Uranus,316.690,(r)) (POF,196.557,(p)) (trine,7.95')\n(Moon,297.361,(p)) (H3,117.037,(p)) (opposition,19.43')\n(Uranus,316.648,(p)) (POF,196.557,(p)) (trine,5.47')", '1', '2', "(Sun,164.138,(r)) (H9,284.310,(c)) (trine,10.34')", '4', "(Venus,98.858,(c)) (H1,38.927,(c)) (sextile,4.17')", "(Pluto,94.273,(r)) (H3,94.350,(c)) (conjunction,4.61')", '7', '8', "(H4,143.968,(r)) (H5,143.811,(c)) (conjunction,9.45')", '10', "(H5,175.810,(r)) (H4,175.957,(p)) (conjunction,8.84')", "(Venus,118.305,(r)) (H4,178.348,(p)) (sextile,2.60')", '13', '14', '15', "(Saturn,116.898,(r)) (H1,116.898,(p)) (conjunction,0.03')", 10]
['1916-09-06 05:04:47', '0', '1', '2', '3', '4', '5', "(Sun,163.261,(r)) (H1,73.351,(c)) (square,5.42')", '7', "(Moon,266.665,(r)) (H4,206.718,(p)) (sextile,3.21')", '9', '10', "(Jupiter,32.277,(p)) (H4,212.099,(p)) (opposition,10.62')", "(Venus,154.361,(p)) (H4,214.374,(p)) (sextile,0.78')", '13', '14', '15', "(Mars,208.325,(r)) (H4,118.168,(c)) (square,9.41')", 5]
['1916-09-06 10:59:19', "(Venus,117.699,(r)) (H7,357.715,(c)) (trine,0.96')", '1', '2', "(Venus,131.204,(p)) (H1,191.124,(p)) (sextile,4.74')\n(Uranus,317.219,(c)) (H10,77.278,(c)) (trine,3.54')", '4', "(Uranus,317.668,(c)) (POF,317.778,(c)) (conjunction,6.59')", '6', '7', '8', "(Moon,270.156,(r)) (H1,150.309,(c)) (trine,9.19')", '10', "(Mars,208.488,(r)) (H1,148.625,(c)) (sextile,8.22')", '12', "(Jupiter,31.718,(p)) (H1,211.888,(p)) (opposition,10.19')", '14', "(Moon,319.419,(p)) (H4,319.832,(p)) (conjunction,24.77')", "(Neptune,121.683,(c)) (H1,121.754,(c)) (conjunction,4.26')", 9]
['1916-09-07 01:52:39', '0', '1', '2', '3', '4', '5', '6', "(Jupiter,35.140,(r)) (H10,335.027,(p)) (sextile,6.76')\n(Mercury,193.686,(p)) (H7,253.789,(p)) (sextile,6.15')\n(Moon,287.055,(c)) (H10,286.667,(c)) (conjunction,23.29')", '8', '9', "(Mercury,190.776,(r)) (H9,310.893,(p)) (trine,7.07')", '11', "(Uranus,316.691,(r)) (H5,196.781,(p)) (trine,5.38')\n(Moon,279.013,(r)) (H4,98.839,(c)) (opposition,10.45')", '13', '14', '15', '16', 6]
['1916-09-06 05:12:47', '0', '1', '2', '3', '4', "(Moon,266.744,(r)) (H10,26.568,(p)) (trine,10.56')\n(Venus,117.478,(r)) (H1,117.623,(p)) (conjunction,8.66')", "(Saturn,116.806,(r)) (H10,26.837,(p)) (square,1.90')", '7', '8', "(Jupiter,32.501,(p)) (H4,212.449,(p)) (opposition,3.14')", '10', '11', "(Mean_Node,298.441,(c)) (H5,178.583,(c)) (trine,8.51')", "(Mean_Node,296.554,(r)) (H5,176.671,(c)) (trine,7.01')", "(Venus,166.922,(p)) (H4,226.886,(p)) (sextile,2.18')\n(Uranus,315.780,(p)) (H1,135.827,(p)) (opposition,2.76')", '15', '16', 8]
['1916-09-06 21:10:15', "(Pluto,94.271,(r)) (H3,34.122,(c)) (sextile,8.92')\n(Pluto,94.258,(c)) (H3,34.122,(c)) (sextile,8.13')", '1', '2', '3', '4', '5', "(Pluto,94.271,(r)) (H12,274.222,(c)) (opposition,2.91')", "(Mean_Node,295.100,(p)) (H7,175.235,(p)) (trine,8.13')", '8', "(Mean_Node,296.519,(r)) (H5,116.556,(p)) (opposition,2.24')\n(Venus,150.417,(p)) (H4,90.261,(p)) (sextile,9.40')\n(Jupiter,35.148,(r)) (H4,35.157,(c)) (conjunction,0.52')", "(Neptune,124.651,(p)) (H9,244.823,(p)) (trine,10.29')", "(Venus,118.089,(r)) (H5,118.178,(p)) (conjunction,5.34')", "(Moon,34.160,(p)) (H4,93.808,(p)) (sextile,21.11')\n(H1,326.729,(r)) (POF,326.771,(c)) (conjunction,2.48')", "(Jupiter,35.148,(r)) (H4,95.288,(p)) (sextile,8.39')", "(Mercury,190.565,(r)) (H5,130.600,(p)) (sextile,2.09')", "(Mean_Node,293.450,(p)) (H4,113.570,(p)) (opposition,7.18')\n(Venus,97.293,(c)) (H4,7.154,(c)) (square,8.36')", "(Neptune,124.892,(p)) (H1,34.911,(p)) (square,1.15')\n(Saturn,116.874,(r)) (H8,116.948,(c)) (conjunction,4.48')", 17]
['1916-09-06 15:13:51', "(Venus,117.861,(r)) (H3,297.734,(c)) (opposition,7.63')", "(Venus,128.285,(p)) (H9,128.431,(p)) (conjunction,8.77')", '2', "(Venus,131.384,(p)) (H9,131.203,(p)) (conjunction,10.83')", '4', '5', '6', "(Mean_Node,296.532,(r)) (H10,176.431,(p)) (trine,6.05')", "(Mars,208.605,(r)) (H5,28.632,(p)) (opposition,1.61')", "(Moon,331.971,(p)) (H5,32.151,(p)) (sextile,10.84')\n(Moon,272.670,(r)) (H1,212.757,(c)) (sextile,5.22')", '10', "(H5,2.752,(r)) (H4,2.843,(p)) (conjunction,5.47')\n(H4,330.543,(r)) (H5,330.581,(c)) (conjunction,2.23')", '12', '13', "(Moon,166.209,(p)) (H5,46.243,(p)) (trine,1.98')\n(Uranus,318.493,(c)) (H1,198.345,(c)) (trine,8.88')", "(Moon,321.892,(p)) (H8,141.394,(p)) (opposition,29.82')", "(Moon,272.670,(r)) (H4,272.762,(c)) (conjunction,5.49')\n(Pluto,93.104,(c)) (H1,182.978,(c)) (square,7.54')", 14]
['1916-09-06 15:06:32', '0', '1', '2', "(Mercury,172.318,(c)) (POF,172.199,(c)) (conjunction,7.17')", '4', "(Jupiter,35.158,(r)) (H3,275.150,(c)) (trine,0.51')\n(Jupiter,35.129,(c)) (H3,275.150,(c)) (trine,1.26')", '6', "(Moon,266.438,(p)) (H5,25.989,(p)) (trine,26.90')\n(Venus,117.857,(r)) (POF,357.746,(c)) (trine,6.62')\n(Jupiter,35.158,(r)) (H5,335.000,(c)) (sextile,9.52')\n(Jupiter,35.158,(r)) (H7,35.207,(c)) (conjunction,2.88')\n(Jupiter,35.059,(c)) (H5,335.000,(c)) (sextile,3.57')\n(Jupiter,35.059,(c)) (H7,35.207,(c)) (conjunction,8.83')", "(Mean_Node,295.070,(p)) (H4,355.242,(p)) (sextile,10.35')\n(Pluto,94.268,(r)) (H5,334.200,(c)) (trine,4.09')", "(Venus,150.138,(p)) (H5,30.288,(p)) (trine,8.97')", '10', "(H5,0.814,(r)) (H4,0.840,(p)) (conjunction,1.53')\n(Venus,152.164,(p)) (H5,31.982,(p)) (trine,10.90')\n(Mars,208.602,(r)) (H5,328.713,(c)) (trine,6.69')\n(H4,328.621,(r)) (H5,328.713,(c)) (conjunction,5.53')", "(Pluto,94.268,(r)) (H5,34.195,(p)) (sextile,4.39')", '13', "(Uranus,316.706,(r)) (H1,196.545,(c)) (trine,9.68')", '15', '16', 18]
['1916-09-06 14:47:12', '0', '1', "(Moon,63.971,(p)) (H4,333.730,(p)) (square,14.44')\n(Sun,163.653,(r)) (H8,73.783,(c)) (square,7.80')", '3', "(Uranus,316.706,(r)) (H12,226.654,(p)) (square,3.16')\n(Neptune,123.881,(r)) (H1,213.717,(c)) (square,9.84')", '5', "(Moon,272.407,(r)) (H12,182.477,(c)) (square,4.23')", '7', '8', '9', "(Venus,95.295,(c)) (POF,275.475,(c)) (opposition,10.80')", "(H5,355.705,(r)) (H4,355.558,(p)) (conjunction,8.83')", "(Venus,117.844,(r)) (H4,357.946,(p)) (trine,6.12')", "(Moon,140.330,(c)) (H5,319.845,(c)) (opposition,29.12')", "(Moon,272.407,(r)) (H1,272.395,(p)) (conjunction,0.67')", "(Venus,117.844,(r)) (POF,297.729,(c)) (opposition,6.93')", "(Mean_Node,296.533,(r)) (H8,26.630,(c)) (square,5.81')", 12]
['1916-09-06 13:39:19', "(Jupiter,35.208,(c)) (H3,275.390,(c)) (trine,10.93')", '1', "(Mars,208.562,(r)) (H1,208.521,(c)) (conjunction,2.45')\n(Mean_Node,297.108,(c)) (H4,297.043,(c)) (conjunction,3.90')", '3', '4', "(Venus,117.801,(r)) (H3,297.856,(p)) (opposition,3.28')", '6', '7', "(Moon,271.736,(r)) (H4,331.765,(p)) (sextile,1.76')", '9', '10', '11', "(Jupiter,35.161,(r)) (H4,275.277,(c)) (trine,6.96')", '13', '14', '15', '16', 6]
['1916-09-06 15:02:07', '0', '1', '2', "(Moon,100.911,(p)) (H10,160.629,(p)) (sextile,16.91')", '4', '5', "(Neptune,123.881,(r)) (H10,123.850,(c)) (conjunction,1.85')\n(Pluto,93.896,(c)) (H3,273.888,(c)) (opposition,0.48')", '7', '8', "(Venus,117.854,(r)) (H4,357.816,(p)) (trine,2.28')", '10', "(H5,359.651,(r)) (H4,359.637,(p)) (conjunction,0.83')\n(H4,327.472,(r)) (H5,327.596,(c)) (conjunction,7.47')", '12', '13', '14', "(Pluto,94.268,(r)) (H7,4.207,(c)) (square,3.67')", '16', 7]
['1916-09-07 04:44:56', "(Mercury,190.903,(r)) (POF,190.790,(c)) (conjunction,6.78')\n(Moon,263.221,(c)) (H3,143.582,(c)) (trine,21.68')", "(Jupiter,34.491,(p)) (H9,334.553,(p)) (sextile,3.71')", "(Mars,216.212,(p)) (H8,306.285,(p)) (square,4.36')", '3', '4', '5', '6', "(Mars,208.978,(r)) (H10,329.135,(c)) (trine,9.42')", "(H5,208.845,(r)) (POF,208.817,(p)) (conjunction,1.65')", "(Mean_Node,296.502,(r)) (H5,176.463,(c)) (trine,2.38')", "(Mean_Node,294.789,(p)) (H9,354.864,(p)) (sextile,4.50')", '11', '12', '13', "(Moon,280.731,(r)) (H4,220.890,(p)) (sextile,9.52')", "(Venus,118.381,(r)) (H4,118.467,(c)) (conjunction,5.20')", "(Neptune,124.892,(p)) (POF,304.756,(p)) (opposition,8.14')", 11]
['1916-09-06 20:46:16', "(Venus,119.215,(p)) (H4,59.260,(p)) (sextile,2.67')\n(Moon,258.538,(c)) (H7,138.748,(c)) (trine,12.63')\n(Venus,116.946,(c)) (H4,57.117,(c)) (sextile,10.27')", "(Moon,67.050,(p)) (H10,247.451,(p)) (opposition,24.07')\n(Venus,108.701,(c)) (H10,228.584,(c)) (trine,7.01')", "(Moon,67.050,(p)) (H4,67.451,(p)) (conjunction,24.07')\n(Sun,163.895,(r)) (H8,163.857,(c)) (conjunction,2.28')", "(Jupiter,34.273,(p)) (H1,334.141,(p)) (sextile,7.90')", '4', "(Jupiter,35.149,(r)) (H10,215.001,(c)) (opposition,8.89')\n(Jupiter,35.139,(c)) (H10,215.001,(c)) (opposition,8.30')", '6', "(Mars,226.954,(p)) (H5,106.797,(p)) (trine,9.44')", "(Mars,227.526,(p)) (H5,107.500,(p)) (trine,1.54')", '9', '10', '11', "(Mean_Node,294.633,(p)) (H5,114.482,(p)) (opposition,9.09')", '13', '14', "(Moon,325.117,(p)) (H8,234.848,(p)) (square,16.14')\n(Uranus,315.808,(p)) (H5,135.657,(p)) (opposition,9.06')\n(Mean_Node,293.451,(p)) (H7,203.292,(p)) (square,9.55')\n(Neptune,121.845,(c)) (H5,31.759,(c)) (square,5.13')", "(Venus,118.074,(r)) (H1,28.025,(p)) (square,2.92')\n(Moon,21.411,(p)) (H4,111.723,(p)) (square,18.77')", 19]
['1916-09-06 14:23:20', '0', "(Mean_Node,295.961,(p)) (H9,115.949,(p)) (opposition,0.76')", '2', '3', "(Mean_Node,296.534,(r)) (H10,116.507,(c)) (opposition,1.65')", '5', '6', "(Mercury,190.260,(r)) (H7,70.258,(p)) (trine,0.13')\n(Moon,266.020,(p)) (POF,326.439,(p)) (sextile,25.17')", '8', '9', "(Sun,195.324,(p)) (H9,135.363,(p)) (sextile,2.32')", "(Uranus,317.980,(c)) (POF,258.080,(c)) (sextile,6.01')\n(Uranus,317.980,(c)) (H5,317.879,(c)) (conjunction,6.07')", "(Uranus,316.707,(r)) (H1,196.552,(c)) (trine,9.28')\n(H1,228.235,(r)) (POF,228.403,(c)) (conjunction,10.05')", '13', '14', '15', "(Moon,171.296,(c)) (H4,261.122,(c)) (square,10.44')\n(Mars,170.307,(c)) (H1,170.449,(c)) (conjunction,8.52')", 11]
['1916-09-06 08:54:16', "(Mean_Node,296.546,(r)) (POF,236.499,(c)) (sextile,2.82')\n(Mean_Node,296.611,(c)) (POF,236.499,(c)) (sextile,6.73')", '1', '2', '3', '4', '5', "(Pluto,94.265,(r)) (H3,184.153,(c)) (square,6.72')", "(Jupiter,35.169,(r)) (H10,35.028,(c)) (conjunction,8.47')\n(Jupiter,35.047,(c)) (H10,35.028,(c)) (conjunction,1.15')", '8', '9', '10', "(Mars,208.431,(r)) (H4,208.605,(c)) (conjunction,10.44')", '12', "(Jupiter,31.730,(p)) (POF,31.594,(p)) (conjunction,8.11')\n(Mean_Node,296.546,(r)) (H5,236.461,(c)) (sextile,5.14')", '14', '15', "(Mean_Node,293.260,(p)) (H4,293.105,(p)) (conjunction,9.35')", 9]
['1916-09-06 11:26:39', "(H4,275.190,(r)) (POF,275.270,(c)) (conjunction,4.77')", "(Mean_Node,296.541,(r)) (H9,56.568,(c)) (trine,1.66')\n(Mercury,176.508,(c)) (H9,56.568,(c)) (trine,3.62')", '2', '3', '4', "(Sun,163.518,(r)) (H3,223.599,(c)) (sextile,4.87')", "(Mean_Node,296.541,(r)) (H10,116.595,(p)) (opposition,3.24')\n(Sun,163.518,(r)) (H10,73.541,(c)) (square,1.37')", "(Venus,117.716,(r)) (H10,117.688,(p)) (conjunction,1.67')\n(Mars,208.501,(r)) (H5,328.564,(p)) (trine,3.81')", "(Mean_Node,295.078,(p)) (POF,295.166,(p)) (conjunction,5.28')", '9', '10', "(Pluto,94.416,(p)) (H5,334.563,(p)) (trine,8.82')\n(Jupiter,35.165,(r)) (H1,155.230,(c)) (trine,3.94')", "(Venus,94.216,(c)) (H5,274.054,(c)) (opposition,9.75')", '13', "(Uranus,315.780,(p)) (H4,315.689,(p)) (conjunction,5.47')", '15', '16', 13]
['1916-09-06 15:10:15', "(Venus,118.999,(p)) (H3,299.017,(p)) (opposition,1.13')\n(Venus,117.859,(r)) (H7,58.041,(c)) (sextile,10.94')\n(Venus,116.733,(c)) (H3,296.859,(c)) (opposition,7.54')", "(Venus,108.513,(c)) (H9,108.529,(c)) (conjunction,0.98')", '2', "(Mercury,190.295,(r)) (H1,250.352,(p)) (sextile,3.41')\n(Mercury,190.295,(r)) (H9,130.288,(p)) (sextile,0.44')\n(Uranus,316.706,(r)) (H10,136.628,(c)) (opposition,4.69')", '4', '5', '6', "(Moon,266.474,(p)) (H5,26.948,(p)) (trine,28.45')", "(Jupiter,35.158,(r)) (H5,335.161,(c)) (sextile,0.15')\n(Jupiter,35.019,(c)) (H5,335.161,(c)) (sextile,8.48')", '9', '10', "(H5,1.801,(r)) (H4,1.860,(p)) (conjunction,3.54')\n(H4,329.598,(r)) (H5,329.663,(c)) (conjunction,3.86')", "(Jupiter,35.158,(r)) (H5,35.136,(p)) (conjunction,1.34')\n(Mean_Node,296.532,(r)) (H4,296.525,(c)) (conjunction,0.44')", "(Venus,156.792,(p)) (H5,36.750,(p)) (trine,2.51')", "(Uranus,316.706,(r)) (H5,316.524,(c)) (conjunction,10.91')", '15', '16', 16]
['1916-09-06 08:31:04', '0', '1', '2', "(Jupiter,35.170,(r)) (H9,35.329,(p)) (conjunction,9.56')", '4', '5', "(Mars,225.721,(p)) (H3,225.741,(p)) (conjunction,1.21')", '7', '8', "(Mean_Node,296.547,(r)) (H5,236.398,(c)) (sextile,8.92')", '10', '11', '12', "(Uranus,318.152,(c)) (H4,198.175,(c)) (trine,1.41')", '14', "(Venus,117.604,(r)) (H8,297.487,(c)) (opposition,7.06')", '16', 5]
['1916-09-07 00:59:43', "(Mean_Node,296.511,(r)) (H4,116.353,(c)) (opposition,9.47')", '1', "(Sun,164.066,(r)) (H8,254.235,(p)) (square,10.13')", '3', '4', "(Moon,309.732,(c)) (H3,69.721,(c)) (trine,0.64')", '6', '7', '8', "(Mean_Node,296.511,(r)) (H5,116.669,(c)) (opposition,9.51')", "(Venus,118.236,(r)) (H9,298.236,(p)) (opposition,0.01')", "(Mars,208.874,(r)) (H4,88.761,(c)) (trine,6.83')\n(Mean_Node,298.271,(c)) (H1,358.361,(c)) (sextile,5.41')", '12', '13', "(Uranus,316.692,(r)) (H4,76.671,(c)) (trine,1.26')", '15', "(Venus,118.236,(r)) (H8,298.270,(p)) (opposition,2.01')", 9]
['1916-09-07 03:00:00', '0', '1', '2', '3', '4', '5', "(Neptune,123.896,(r)) (H10,303.831,(c)) (opposition,3.88')", "(Mercury,152.079,(c)) (H5,152.118,(c)) (conjunction,2.34')", '8', "(Venus,118.313,(r)) (H4,118.439,(c)) (conjunction,7.52')\n(H4,147.428,(r)) (H5,147.372,(c)) (conjunction,3.35')", "(H10,327.428,(r)) (H9,327.604,(p)) (conjunction,10.53')\n(Jupiter,35.138,(r)) (H1,35.093,(c)) (conjunction,2.72')", "(Jupiter,35.138,(r)) (H1,94.984,(p)) (sextile,9.22')\n(H5,179.579,(r)) (H4,179.599,(p)) (conjunction,1.21')\n(Venus,152.715,(p)) (H5,212.828,(p)) (sextile,6.78')", "(Jupiter,35.138,(r)) (H5,215.169,(p)) (opposition,1.87')\n(Moon,37.398,(p)) (H1,96.979,(p)) (sextile,25.18')", '13', '14', '15', '16', 11]
