['Time', '0: 1917-11-30', '1: 1927-06-30', '2: 1927-06-30', '3: 1930-07-20', '4: 1940-01-01', '5: 1941-12-07', '6: 1942-03-20', '7: 1943-06-25', '8: 1944-04-20', '9: 1948-02-07', '10: 1949-01-15', '11: 1949-12-04', '12: 1952-04-22', '13: 1954-01-18', '14: 1963-04-29', '15: 1974-08-21', '16: 1978-09-21', 'Count']
['1916-09-06 12:40:16', '0', '1', "(Moon,62.877,(p)) (H8,62.516,(p)) (conjunction,21.66')", "(Jupiter,34.301,(p)) (H9,94.247,(p)) (sextile,3.23')", '4', "(Sun,163.568,(r)) (POF,343.646,(c)) (opposition,4.73')", '6', "(Mars,226.720,(p)) (H7,46.634,(p)) (opposition,5.14')", '8', '9', '10', "(Jupiter,32.237,(p)) (POF,32.340,(p)) (conjunction,6.16')", '12', "(Venus,117.763,(r)) (H5,357.790,(p)) (trine,1.61')", '14', '15', "(Moon,16.865,(p)) (H8,106.523,(p)) (square,20.50')", 7]
['1916-09-06 09:23:12', '0', '1', '2', '3', '4', '5', '6', "(Mercury,150.762,(c)) (POF,270.932,(c)) (trine,10.19')", '8', '9', '10', '11', "(Mercury,186.001,(p)) (H5,306.030,(p)) (trine,1.80')\n(Uranus,315.859,(p)) (POF,16.018,(p)) (sextile,9.57')", '13', '14', "(Venus,117.638,(r)) (H7,27.604,(p)) (square,2.03')", "(Venus,99.941,(c)) (H1,99.920,(c)) (conjunction,1.30')", 5]
['1916-09-06 20:09:04', '0', '1', "(Sun,153.400,(c)) (H8,153.236,(c)) (conjunction,9.89')", '3', '4', "(Jupiter,35.150,(r)) (H1,335.232,(p)) (sextile,4.92')", '6', "(Mercury,190.520,(r)) (POF,70.525,(c)) (trine,0.34')", '8', '9', "(Uranus,317.935,(c)) (H10,198.025,(c)) (trine,5.36')", "(Sun,163.870,(r)) (H1,343.848,(p)) (opposition,1.32')", "(Moon,164.122,(c)) (H5,44.632,(c)) (trine,30.60')", '13', '14', '15', '16', 6]
['1916-09-07 02:37:36', '0', "(Mercury,190.809,(r)) (H1,70.753,(p)) (trine,3.37')\n(Jupiter,35.139,(r)) (POF,35.097,(c)) (conjunction,2.51')", '2', '3', '4', "(Mercury,195.379,(p)) (H3,135.557,(p)) (sextile,10.70')", "(Moon,255.493,(p)) (H10,345.854,(p)) (square,21.66')\n(Moon,306.514,(c)) (H1,36.086,(c)) (square,25.70')", "(Mars,227.123,(p)) (H10,347.095,(p)) (trine,1.73')", "(Mean_Node,296.507,(r)) (H4,116.537,(c)) (opposition,1.77')", '9', "(Moon,352.078,(p)) (H10,352.600,(p)) (conjunction,31.33')\n(Moon,208.963,(c)) (H1,28.676,(c)) (opposition,17.22')", '11', "(Jupiter,31.860,(p)) (H1,91.864,(p)) (sextile,0.27')", '13', '14', '15', "(Pluto,94.273,(r)) (POF,274.105,(p)) (opposition,10.07')\n(Moon,24.682,(p)) (H1,114.836,(p)) (square,9.20')\n(Pluto,94.204,(p)) (POF,274.105,(p)) (opposition,5.92')\n(Mean_Node,293.221,(p)) (H4,203.314,(p)) (square,5.58')\n(Venus,118.299,(r)) (H8,208.190,(c)) (square,6.57')", 15]
['1916-09-07 01:08:56', "(Moon,278.577,(r)) (H7,218.726,(p)) (sextile,8.89')\n(Pluto,94.272,(r)) (H3,94.428,(p)) (conjunction,9.30')\n(Pluto,94.285,(p)) (H3,94.428,(p)) (conjunction,8.55')", "(Moon,69.291,(p)) (H10,309.059,(p)) (trine,13.92')", '2', "(Venus,131.806,(p)) (H10,311.773,(p)) (opposition,1.99')", '4', '5', '6', '7', '8', '9', '10', '11', "(POF,151.994,(r)) (H4,151.985,(p)) (conjunction,0.52')\n(Jupiter,31.868,(p)) (H4,151.985,(p)) (trine,7.04')\n(Venus,118.242,(r)) (H1,358.368,(c)) (trine,7.57')\n(Jupiter,35.141,(r)) (POF,35.301,(c)) (conjunction,9.60')\n(Mean_Node,298.397,(c)) (H1,358.368,(c)) (sextile,1.72')", '13', '14', "(Venus,118.242,(r)) (H5,208.134,(p)) (square,6.51')\n(Mean_Node,296.510,(r)) (H8,296.649,(p)) (conjunction,8.30')\n(Venus,181.137,(p)) (H7,271.009,(p)) (square,7.73')\n(Pluto,94.272,(r)) (H5,94.117,(c)) (conjunction,9.34')", "(Saturn,120.588,(p)) (H8,300.406,(p)) (opposition,10.89')", 15]
['1916-09-06 21:17:12', '0', '1', '2', '3', "(Mars,208.772,(r)) (POF,28.904,(p)) (opposition,7.89')", '5', "(Moon,303.158,(c)) (H1,303.166,(c)) (conjunction,0.49')\n(Neptune,123.038,(c)) (H1,303.166,(c)) (opposition,7.69')", '7', "(Venus,118.094,(r)) (H1,358.247,(p)) (trine,9.23')\n(Mean_Node,295.056,(p)) (H5,114.888,(p)) (opposition,10.09')", "(Venus,118.094,(r)) (H5,118.243,(p)) (conjunction,8.94')", '10', "(Jupiter,35.148,(r)) (H4,35.142,(c)) (conjunction,0.33')", "(H1,328.713,(r)) (POF,328.536,(c)) (conjunction,10.58')", '13', '14', "(Uranus,316.697,(r)) (POF,136.599,(p)) (opposition,5.92')", "(Mars,208.772,(r)) (H8,118.667,(c)) (square,6.31')", 10]
['1916-09-06 08:56:00', '0', '1', '2', "(Uranus,316.715,(r)) (H1,136.611,(c)) (opposition,6.22')", "(Mercury,197.932,(p)) (POF,197.947,(p)) (conjunction,0.94')", '5', '6', "(Moon,262.858,(p)) (H10,82.653,(p)) (opposition,12.34')", "(Uranus,316.715,(r)) (POF,256.741,(p)) (sextile,1.57')", '9', "(Venus,117.620,(r)) (H9,57.741,(p)) (sextile,7.24')\n(Venus,117.620,(r)) (H9,357.749,(c)) (trine,7.71')", "(Venus,117.620,(r)) (H5,297.494,(p)) (opposition,7.58')", "(Venus,117.620,(r)) (H1,117.681,(c)) (conjunction,3.63')\n(Mean_Node,298.433,(c)) (H5,238.560,(c)) (sextile,7.64')", '13', '14', "(Venus,97.568,(c)) (H7,277.532,(c)) (opposition,2.18')", '16', 10]
['1916-09-06 20:29:28', "(Uranus,316.698,(r)) (H7,136.563,(p)) (opposition,8.14')\n(Uranus,316.657,(p)) (H7,136.563,(p)) (opposition,5.65')", '1', "(Moon,134.687,(c)) (H4,44.376,(c)) (square,18.68')", '3', '4', "(Mercury,195.650,(p)) (H10,255.669,(p)) (sextile,1.14')\n(Venus,98.711,(c)) (POF,98.807,(c)) (conjunction,5.75')", "(Moon,251.959,(p)) (H1,341.562,(p)) (square,23.82')", '7', '8', '9', "(Mean_Node,294.807,(p)) (H9,234.810,(p)) (sextile,0.22')", "(Sun,163.884,(r)) (H1,284.059,(c)) (trine,10.48')", "(Uranus,316.698,(r)) (POF,316.600,(c)) (conjunction,5.88')", "(Mean_Node,294.542,(p)) (H1,354.583,(p)) (sextile,2.51')\n(Uranus,318.132,(c)) (H4,18.314,(c)) (sextile,10.92')", "(Moon,31.771,(c)) (H1,271.770,(c)) (trine,0.11')", '15', "(Mean_Node,293.235,(p)) (H1,23.112,(p)) (square,7.35')", 13]
['1916-09-06 19:09:04', "(Moon,275.001,(r)) (H4,34.964,(p)) (trine,2.20')", '1', "(Neptune,124.190,(p)) (H1,304.278,(p)) (opposition,5.29')\n(Uranus,316.700,(r)) (H8,136.768,(c)) (opposition,4.09')", '3', "(Mercury,197.573,(p)) (H12,287.403,(p)) (square,10.16')\n(Uranus,316.051,(p)) (H1,316.233,(p)) (conjunction,10.92')\n(Pluto,93.939,(c)) (H1,274.000,(c)) (opposition,3.68')", '5', '6', "(Venus,118.012,(r)) (H10,237.949,(p)) (trine,3.77')", "(Moon,270.709,(c)) (H1,270.258,(c)) (conjunction,27.05')\n(Venus,97.434,(c)) (H5,37.346,(c)) (sextile,5.28')", "(H5,61.991,(r)) (H4,61.996,(p)) (conjunction,0.32')\n(H4,33.816,(r)) (H5,33.708,(c)) (conjunction,6.47')\n(Pluto,93.788,(c)) (H5,33.708,(c)) (sextile,4.81')", "(H9,181.773,(r)) (H10,181.720,(c)) (conjunction,3.18')", '11', "(Mean_Node,298.410,(c)) (H4,358.282,(c)) (sextile,7.66')", "(Mean_Node,296.524,(r)) (H4,356.438,(c)) (sextile,5.11')", "(Uranus,318.487,(c)) (H5,18.454,(c)) (sextile,1.95')", "(Mars,208.713,(r)) (H8,208.827,(p)) (conjunction,6.84')\n(Mercury,208.760,(p)) (H8,208.827,(p)) (conjunction,4.01')", '16', 18]
['1916-09-06 22:51:28', "(Venus,118.154,(r)) (H7,178.098,(p)) (sextile,3.34')", "(Moon,68.120,(p)) (H1,8.520,(p)) (sextile,24.06')\n(Venus,128.604,(p)) (H1,8.520,(p)) (trine,5.00')", '2', "(Venus,131.709,(p)) (H1,11.825,(p)) (trine,6.97')", "(Mercury,157.828,(c)) (H10,247.711,(c)) (square,6.97')", '5', '6', '7', "(Venus,118.154,(r)) (POF,118.006,(p)) (conjunction,8.85')", "(H5,113.704,(r)) (H4,113.779,(p)) (conjunction,4.50')\n(Venus,150.495,(p)) (H1,30.538,(p)) (trine,2.56')", "(Venus,151.538,(p)) (H1,31.524,(p)) (trine,0.83')\n(Mercury,141.456,(c)) (H1,321.533,(c)) (opposition,4.67')", '11', "(Moon,35.099,(p)) (H1,34.942,(p)) (conjunction,9.43')\n(Mean_Node,296.515,(r)) (H4,56.497,(c)) (trine,1.11')\n(Uranus,318.060,(c)) (H1,318.044,(c)) (conjunction,0.96')", '13', '14', '15', "(Mean_Node,299.801,(c)) (H4,29.849,(c)) (square,2.90')", 14]
['1916-09-06 22:35:11', "(Venus,118.144,(r)) (H3,58.213,(p)) (sextile,4.16')", '1', '2', "(Jupiter,35.146,(r)) (H10,275.230,(p)) (trine,5.07')", "(Mean_Node,296.516,(r)) (H12,296.418,(c)) (conjunction,5.90')", '5', "(Sun,163.969,(r)) (H12,343.961,(p)) (opposition,0.44')\n(POF,104.897,(r)) (H10,284.937,(p)) (opposition,2.44')\n(H10,263.799,(r)) (POF,83.753,(p)) (opposition,2.75')\n(Neptune,123.040,(c)) (H3,32.966,(c)) (square,4.42')", "(H5,109.814,(r)) (POF,109.795,(c)) (conjunction,1.12')", "(Venus,97.506,(c)) (POF,97.530,(c)) (conjunction,1.44')", "(H5,109.814,(r)) (H4,109.940,(p)) (conjunction,7.59')\n(Mean_Node,296.516,(r)) (H4,56.473,(c)) (trine,2.60')\n(Uranus,317.894,(c)) (H1,318.016,(c)) (conjunction,7.35')", '10', "(Mars,231.517,(p)) (H4,111.510,(p)) (trine,0.38')", '12', '13', '14', '15', "(Uranus,319.003,(c)) (H8,138.828,(c)) (opposition,10.51')", 14]
['1916-09-07 02:23:28', "(Mean_Node,296.508,(r)) (H7,236.385,(c)) (sextile,7.34')\n(Uranus,316.732,(c)) (H4,136.905,(c)) (opposition,10.38')", '1', "(Moon,137.641,(c)) (H1,47.223,(c)) (square,25.12')", '3', "(Uranus,316.690,(r)) (H12,46.600,(p)) (square,5.42')\n(Saturn,116.896,(r)) (H10,297.027,(c)) (opposition,7.86')", '5', '6', '7', "(Moon,284.539,(p)) (H4,164.077,(p)) (trine,27.71')", "(Uranus,317.888,(c)) (H5,137.707,(c)) (opposition,10.82')", '10', '11', '12', "(Mercury,131.812,(c)) (H5,131.801,(c)) (conjunction,0.68')", '14', "(Mars,208.913,(r)) (H8,208.902,(c)) (conjunction,0.68')", '16', 9]
['1916-09-06 22:14:15', "(Mean_Node,296.452,(p)) (POF,116.296,(p)) (opposition,9.33')", "(Moon,135.561,(c)) (POF,315.978,(c)) (opposition,25.03')", "(Moon,135.561,(c)) (POF,315.978,(c)) (opposition,25.03')", "(Neptune,124.271,(p)) (H9,244.153,(p)) (trine,7.05')\n(Moon,99.390,(c)) (POF,279.508,(c)) (opposition,7.09')\n(Moon,99.390,(c)) (H9,218.924,(c)) (trine,27.94')", "(POF,98.388,(r)) (H10,278.231,(p)) (opposition,9.44')", '5', '6', '7', "(Moon,282.108,(p)) (H4,101.830,(p)) (opposition,16.64')", "(H5,104.865,(r)) (H4,105.043,(p)) (conjunction,10.73')\n(Uranus,317.895,(c)) (H5,78.065,(c)) (trine,10.20')", '10', '11', '12', '13', '14', "(Mars,249.247,(p)) (H5,159.261,(p)) (square,0.84')", '16', 11]
['1916-09-06 19:05:51', '0', '1', '2', '3', "(Mercury,157.561,(c)) (H12,247.618,(c)) (square,3.44')", "(Moon,274.969,(r)) (H3,334.938,(c)) (sextile,1.86')", "(Mean_Node,296.524,(r)) (H3,26.461,(p)) (square,3.79')", '7', "(Venus,118.010,(r)) (H4,57.895,(p)) (sextile,6.88')", "(H5,61.236,(r)) (H4,61.229,(p)) (conjunction,0.46')\n(H4,32.984,(r)) (H5,32.899,(c)) (conjunction,5.08')", "(H9,180.868,(r)) (H10,180.845,(c)) (conjunction,1.35')", '11', "(Mars,208.712,(r)) (H5,28.785,(c)) (opposition,4.39')\n(Mean_Node,296.524,(r)) (POF,296.591,(c)) (conjunction,4.05')", '13', '14', "(Venus,118.010,(r)) (H8,207.929,(p)) (square,4.81')", '16', 10]
['1916-09-06 22:50:23', '0', "(Moon,68.110,(p)) (H1,8.198,(p)) (sextile,5.22')", '2', '3', '4', "(Venus,143.731,(p)) (H1,23.707,(p)) (trine,1.46')\n(Moon,277.199,(r)) (H3,37.300,(c)) (trine,6.07')\n(Uranus,317.648,(c)) (POF,137.651,(c)) (opposition,0.20')", '6', "(Venus,145.413,(p)) (H7,205.349,(p)) (sextile,3.80')", "(Venus,146.310,(p)) (H1,26.220,(p)) (trine,5.39')", "(H5,113.448,(r)) (H4,113.526,(p)) (conjunction,4.72')", "(Jupiter,35.145,(r)) (POF,35.328,(c)) (conjunction,10.96')\n(Venus,95.420,(c)) (POF,35.328,(c)) (sextile,5.53')", "(Jupiter,32.184,(p)) (H1,32.146,(p)) (conjunction,2.28')", "(Moon,35.089,(p)) (H1,34.640,(p)) (conjunction,26.97')", '13', "(Moon,277.199,(r)) (H5,157.164,(p)) (trine,2.12')", "(Neptune,123.891,(r)) (H4,33.927,(c)) (square,2.16')", '16', 13]
['1916-09-06 21:26:39', '0', '1', '2', "(Uranus,317.203,(c)) (H1,317.232,(c)) (conjunction,1.77')", '4', '5', '6', "(Mean_Node,296.519,(r)) (H5,116.458,(p)) (opposition,3.66')\n(Moon,270.117,(p)) (H10,270.167,(p)) (conjunction,2.99')\n(Sun,163.922,(r)) (H10,223.843,(c)) (sextile,4.75')\n(Moon,284.291,(c)) (H10,223.843,(c)) (sextile,26.86')", "(Mercury,190.578,(r)) (H5,70.410,(c)) (trine,10.07')", '9', '10', '11', "(Jupiter,35.148,(r)) (H4,35.216,(c)) (conjunction,4.13')", '13', "(Uranus,318.483,(c)) (POF,198.419,(c)) (trine,3.84')", "(Neptune,124.888,(p)) (H7,214.970,(p)) (square,4.88')", '16', 9]
['1916-09-06 11:49:36', "(Mercury,190.144,(r)) (H3,250.121,(c)) (sextile,1.39')\n(Mercury,190.144,(r)) (H7,10.172,(c)) (opposition,1.71')", '1', '2', '3', '4', "(Jupiter,33.191,(p)) (H1,213.337,(p)) (opposition,8.81')\n(Sun,139.164,(c)) (H10,79.119,(c)) (sextile,2.74')", "(Pluto,94.418,(p)) (H12,184.462,(p)) (square,2.60')\n(Sun,138.894,(c)) (H3,228.951,(c)) (square,3.44')", "(Sun,137.680,(c)) (H10,77.766,(c)) (sextile,5.14')", "(Jupiter,35.164,(r)) (H5,335.193,(p)) (sextile,1.75')", '9', "(Mercury,188.204,(p)) (H10,128.168,(p)) (sextile,2.16')", '11', '12', '13', '14', '15', '16', 9]
['1916-09-06 13:32:07', '0', "(Sun,163.602,(r)) (H9,103.762,(p)) (sextile,9.59')", "(Saturn,116.841,(r)) (H1,206.780,(c)) (square,3.68')", '3', '4', '5', "(Saturn,116.841,(r)) (POF,296.970,(p)) (opposition,7.75')\n(Mean_Node,296.536,(r)) (H3,296.354,(p)) (conjunction,10.92')", "(Mercury,194.272,(p)) (POF,314.334,(p)) (trine,3.76')\n(Mars,191.320,(c)) (H5,311.348,(c)) (trine,1.65')", "(Venus,145.887,(p)) (POF,325.704,(p)) (opposition,10.96')", '9', "(Jupiter,32.343,(p)) (POF,32.293,(p)) (conjunction,3.01')", "(Jupiter,35.161,(r)) (H4,335.281,(p)) (sextile,7.22')\n(Mercury,187.380,(p)) (H5,7.485,(p)) (opposition,6.29')", '12', '13', '14', "(Venus,180.566,(p)) (H4,0.610,(p)) (opposition,2.61')", '16', 11]
['1916-09-06 07:27:43', '0', "(Uranus,316.717,(r)) (H1,136.815,(p)) (opposition,5.87')\n(Uranus,316.375,(p)) (H9,16.252,(p)) (sextile,7.36')\n(Moon,268.071,(r)) (H10,27.928,(c)) (trine,8.54')", "(Pluto,94.265,(r)) (POF,94.099,(c)) (conjunction,9.92')\n(Pluto,94.130,(c)) (POF,94.099,(c)) (conjunction,1.87')", '3', '4', "(Moon,240.603,(p)) (H10,60.626,(p)) (opposition,1.40')", '6', '7', '8', '9', "(H9,6.068,(r)) (H10,6.246,(c)) (conjunction,10.70')\n(Jupiter,34.727,(c)) (H9,334.648,(c)) (sextile,4.76')", '11', "(Moon,157.645,(c)) (H1,97.658,(c)) (sextile,0.81')", "(Pluto,94.265,(r)) (H5,214.162,(c)) (trine,6.14')", "(Moon,24.762,(c)) (H5,204.266,(c)) (opposition,29.76')", '15', '16', 11]
['1916-09-06 21:33:44', "(Mercury,190.583,(r)) (H4,70.549,(p)) (trine,2.02')\n(POF,68.476,(c)) (H4,68.466,(c)) (conjunction,0.62')", "(Venus,118.104,(r)) (POF,237.972,(p)) (trine,7.95')", "(Neptune,123.889,(r)) (POF,304.062,(c)) (opposition,10.37')", '3', '4', "(Moon,307.574,(c)) (H1,307.756,(c)) (conjunction,10.91')", '6', "(Venus,118.104,(r)) (H5,118.176,(p)) (conjunction,4.28')", '8', "(Moon,335.725,(p)) (H4,95.661,(p)) (trine,3.81')\n(Mars,188.657,(c)) (H5,68.692,(c)) (trine,2.15')", "(Moon,276.437,(r)) (H10,276.452,(p)) (conjunction,0.92')\n(Mercury,190.583,(r)) (H9,250.445,(p)) (sextile,8.26')", '11', '12', "(Jupiter,35.147,(r)) (H4,35.299,(c)) (conjunction,9.09')", "(Uranus,316.697,(r)) (H5,136.628,(p)) (opposition,4.15')", '15', '16', 12]
['1916-09-06 12:09:04', "(Uranus,316.710,(r)) (H3,256.669,(p)) (sextile,2.47')\n(Uranus,316.669,(p)) (H3,256.669,(p)) (sextile,0.03')", '1', '2', "(Neptune,123.878,(r)) (H9,63.947,(c)) (sextile,4.15')", '4', '5', '6', '7', '8', '9', "(Moon,343.535,(p)) (H1,224.068,(p)) (trine,31.97')", "(Uranus,316.710,(r)) (H4,256.579,(c)) (sextile,7.87')", "(Uranus,315.858,(p)) (H4,316.011,(p)) (conjunction,9.21')", '13', "(Mean_Node,296.539,(r)) (H1,236.382,(p)) (sextile,9.41')", "(Mercury,190.159,(r)) (H5,10.245,(p)) (opposition,5.16')", '16', 8]
['1916-09-06 23:00:24', "(Venus,118.160,(r)) (H7,178.123,(c)) (sextile,2.19')", '1', '2', '3', '4', "(Moon,308.482,(c)) (H10,248.108,(c)) (sextile,22.44')", "(Saturn,116.882,(r)) (H1,26.931,(p)) (square,2.99')", '7', "(POF,112.783,(r)) (H4,112.620,(p)) (conjunction,9.78')", "(H5,115.859,(r)) (H4,115.902,(p)) (conjunction,2.56')\n(Mars,208.820,(r)) (H5,88.663,(c)) (trine,9.38')", '10', "(Jupiter,35.145,(r)) (H1,34.993,(p)) (conjunction,9.09')", "(Moon,277.298,(r)) (H1,37.461,(p)) (trine,9.75')\n(Mars,208.820,(r)) (H5,148.666,(p)) (sextile,9.22')", "(Uranus,316.695,(r)) (POF,256.584,(p)) (sextile,6.67')", '14', '15', "(POF,112.783,(r)) (H1,292.892,(c)) (opposition,6.58')", 11]
['1916-09-06 13:17:36', "(Moon,271.521,(r)) (H7,31.651,(c)) (trine,7.83')", '1', '2', '3', '4', "(Mercury,190.210,(r)) (H1,190.110,(c)) (conjunction,6.04')\n(Mercury,190.210,(r)) (H3,250.062,(c)) (sextile,8.90')", "(Saturn,116.840,(r)) (H12,206.738,(p)) (square,6.12')", "(Moon,265.384,(p)) (H10,145.305,(p)) (trine,4.79')\n(Mean_Node,295.117,(p)) (H7,55.280,(p)) (trine,9.75')", "(Venus,97.313,(c)) (H4,277.334,(c)) (opposition,1.24')", "(Moon,214.019,(c)) (H4,273.999,(c)) (sextile,1.23')", "(Neptune,123.879,(r)) (H9,63.757,(c)) (sextile,7.29')", '11', "(Mercury,185.932,(p)) (H5,5.958,(p)) (opposition,1.55')", "(Mars,208.552,(r)) (H4,268.721,(c)) (sextile,10.18')\n(Mean_Node,298.515,(c)) (H1,178.621,(c)) (trine,6.32')", "(Uranus,316.709,(r)) (H5,16.764,(p)) (sextile,3.33')\n(Moon,165.204,(p)) (H4,344.758,(p)) (opposition,26.77')", '15', '16', 14]
['1916-09-07 00:15:12', "(Moon,260.578,(c)) (H7,200.688,(c)) (sextile,6.55')", '1', "(Mean_Node,295.940,(p)) (H4,116.026,(p)) (opposition,5.18')", "(Jupiter,35.143,(r)) (H10,275.231,(c)) (trine,5.28')\n(Uranus,316.693,(r)) (POF,316.673,(c)) (conjunction,1.22')\n(Jupiter,35.406,(c)) (H10,275.231,(c)) (trine,10.53')", "(Mercury,190.703,(r)) (H12,10.821,(p)) (opposition,7.09')", "(Sun,188.718,(p)) (H10,308.599,(p)) (trine,7.18')", '6', "(Mercury,190.703,(r)) (POF,130.629,(p)) (sextile,4.48')", '8', "(Uranus,315.906,(p)) (POF,196.086,(p)) (trine,10.81')", '10', "(POF,136.004,(r)) (H4,135.856,(p)) (conjunction,8.92')\n(Uranus,315.881,(p)) (H4,135.856,(p)) (opposition,1.50')", '12', '13', "(Mars,241.098,(p)) (H5,180.943,(p)) (sextile,9.30')", "(Uranus,316.693,(r)) (H7,136.681,(c)) (opposition,0.72')", '16', 13]
['1916-09-07 02:40:48', '0', "(Neptune,123.896,(r)) (H9,303.772,(p)) (opposition,7.43')", '2', '3', "(Pluto,93.945,(c)) (H12,3.999,(c)) (square,3.27')", "(Venus,143.904,(p)) (H1,83.859,(p)) (sextile,2.69')", "(Uranus,316.690,(r)) (H3,136.596,(p)) (opposition,5.61')\n(Moon,306.548,(c)) (H1,36.987,(c)) (square,26.36')", "(Mean_Node,297.926,(c)) (H10,298.044,(c)) (conjunction,7.08')", '8', "(Venus,118.301,(r)) (POF,118.304,(c)) (conjunction,0.19')\n(Mean_Node,298.171,(c)) (POF,118.304,(c)) (opposition,8.02')", '10', '11', "(Uranus,318.054,(c)) (H5,138.013,(c)) (opposition,2.44')", "(Jupiter,31.633,(p)) (H5,211.749,(p)) (opposition,6.94')", '14', "(Neptune,123.896,(r)) (H8,213.721,(c)) (square,10.46')", "(Mars,208.921,(r)) (H8,209.087,(c)) (conjunction,9.95')", 12]
['1916-09-06 14:48:31', '0', '1', "(Moon,63.982,(p)) (H4,334.083,(p)) (square,6.06')", '3', "(Neptune,123.881,(r)) (H1,214.036,(c)) (square,9.29')", "(Moon,272.420,(r)) (H1,212.297,(c)) (sextile,7.37')", "(Mars,192.144,(c)) (POF,12.116,(c)) (opposition,1.69')", "(Moon,272.420,(r)) (POF,332.371,(p)) (sextile,2.90')", "(Uranus,316.706,(r)) (H1,256.638,(p)) (sextile,4.13')\n(Mercury,149.688,(c)) (H5,329.594,(c)) (opposition,5.66')", '9', '10', "(H5,356.057,(r)) (H4,355.922,(p)) (conjunction,8.12')", '12', "(Moon,140.341,(c)) (H5,320.176,(c)) (opposition,9.89')", '14', '15', "(Saturn,116.847,(r)) (H8,26.962,(c)) (square,6.95')", 10]
['1916-09-06 13:52:15', '0', '1', '2', '3', '4', "(Venus,117.809,(r)) (POF,297.905,(p)) (opposition,5.73')", '6', '7', "(Jupiter,35.161,(r)) (H4,335.187,(p)) (sextile,1.60')", '9', '10', "(Mercury,190.237,(r)) (H5,310.269,(c)) (trine,1.96')\n(Moon,190.602,(c)) (H5,310.269,(c)) (trine,19.97')", '12', "(Uranus,316.708,(r)) (H5,16.753,(p)) (sextile,2.73')", "(Mean_Node,294.065,(p)) (H4,354.178,(p)) (sextile,6.80')\n(Venus,117.809,(r)) (H5,297.748,(c)) (opposition,3.65')\n(Moon,28.224,(c)) (H4,268.303,(c)) (trine,4.78')", '15', '16', 8]
['1916-09-06 20:59:04', '0', "(Mercury,190.557,(r)) (H10,250.467,(p)) (sextile,5.43')\n(Jupiter,34.515,(p)) (H1,334.686,(p)) (sextile,10.26')", '2', '3', '4', "(Moon,307.211,(c)) (H3,6.680,(c)) (sextile,31.85')", '6', '7', "(Moon,276.092,(r)) (H4,35.999,(c)) (trine,5.58')\n(Mean_Node,296.520,(r)) (H1,296.546,(c)) (conjunction,1.61')", '9', "(Venus,118.082,(r)) (H1,357.982,(p)) (trine,5.98')", "(Sun,163.904,(r)) (POF,163.752,(p)) (conjunction,9.13')", "(Uranus,316.698,(r)) (POF,196.858,(p)) (trine,9.64')", '13', '14', "(Mars,208.764,(r)) (POF,28.732,(c)) (opposition,1.88')\n(Pluto,94.271,(r)) (H4,4.097,(c)) (square,10.41')", "(Moon,174.729,(c)) (H1,264.297,(c)) (square,25.91')", 11]
['1916-09-06 21:08:16', "(Moon,276.184,(r)) (POF,96.264,(p)) (opposition,4.83')", "(Moon,135.010,(c)) (H1,315.259,(c)) (opposition,14.94')", "(Moon,67.238,(p)) (H1,337.388,(p)) (square,9.01')\n(Saturn,116.874,(r)) (POF,296.830,(c)) (opposition,2.64')\n(Moon,135.010,(c)) (H1,315.259,(c)) (opposition,14.94')", '3', "(Neptune,123.117,(c)) (H1,303.007,(c)) (opposition,6.57')", "(Venus,118.088,(r)) (H3,58.027,(p)) (sextile,3.67')", "(Pluto,93.901,(c)) (H12,273.759,(c)) (opposition,8.49')", '7', '8', '9', '10', '11', "(H1,326.160,(r)) (POF,326.264,(c)) (conjunction,6.22')", "(Mars,208.768,(r)) (H4,28.648,(c)) (opposition,7.17')", "(Uranus,316.697,(r)) (H1,16.847,(p)) (sextile,8.95')", '15', "(Saturn,116.874,(r)) (H4,116.946,(p)) (conjunction,4.37')\n(Mean_Node,296.519,(r)) (H8,116.455,(c)) (opposition,3.87')", 13]
['1916-09-06 09:46:23', '0', "(Venus,117.652,(r)) (POF,57.751,(p)) (sextile,5.93')", '2', '3', '4', '5', '6', "(Moon,277.045,(c)) (POF,276.581,(c)) (conjunction,27.85')", "(Moon,274.830,(p)) (H4,274.938,(p)) (conjunction,6.50')\n(Moon,264.973,(c)) (POF,264.566,(c)) (conjunction,24.41')", "(Moon,212.067,(c)) (POF,211.916,(c)) (conjunction,9.07')", "(Moon,199.766,(c)) (POF,199.675,(c)) (conjunction,5.43')", "(Sun,131.420,(c)) (H1,131.386,(c)) (conjunction,2.05')", "(Moon,158.821,(c)) (POF,158.934,(c)) (conjunction,6.78')", "(Uranus,318.150,(c)) (POF,138.042,(c)) (opposition,6.45')", '14', "(Uranus,318.892,(c)) (H5,228.939,(c)) (square,2.83')", "(Mars,170.197,(c)) (POF,170.163,(c)) (conjunction,2.06')", 11]
