['Time', '0: 1953-05-02', '1: 1955-02-27', '2: 1955-04-19', '3: 1955-05-05', '4: 1956-02-13', '5: 1961-05-25', '6: 1962-01-30', '7: 1967-06-09', '8: 1972-07-08', '9: 1972-12-24', '10: 1977-02-09', '11: 1978-06-15', '12: 1980-03-14', '13: 1992-08-20', '14: 1994-04-26', '15: 1995-11-04', 'Count']
['1935-11-14 12:42:16', "(H3,75.416,(r)) (Venus,210.412,(d)) (135-sesquisquare,0')", "(Mean_Node,285.437,(r)) (H7,165.420,(c)) (trine,1')\n(H7,193.653,(r)) (Mercury,193.628,(c)) (conjunction,2')\n(H10,278.442,(r)) (Venus,158.522,(c)) (trine,5')", '2', '3', "(Moon,101.396,(r)) (H1,41.369,(d)) (sextile,2')", "(H3,75.416,(r)) (H4,75.287,(c)) (conjunction,8')", "(Uranus,32.799,(r)) (H4,122.741,(d)) (square,3')\n(H5,122.669,(r)) (H4,122.741,(d)) (conjunction,4')\n(H5,122.669,(r)) (Moon,77.659,(c)) (45-semisquare,1')", "(H1,13.653,(r)) (H12,13.639,(d)) (conjunction,1')", '8', "(Jupiter,241.191,(r)) (H7,241.331,(d)) (conjunction,8')\n(Venus,184.612,(r)) (H10,244.576,(c)) (sextile,2')", "(Uranus,32.799,(r)) (H5,167.863,(d)) (135-sesquisquare,4')", "(H5,122.669,(r)) (Moon,62.585,(c)) (sextile,5')", "(H5,122.669,(r)) (Venus,242.755,(d)) (trine,5')\n(Sun,231.217,(r)) (H5,81.174,(c)) (150-quincunx,3')", '13', "(Neptune,166.425,(r)) (H12,46.463,(d)) (trine,2')\n(Mean_Node,285.437,(r)) (H8,285.430,(d)) (conjunction,0')\n(H8,229.191,(r)) (Saturn,49.266,(d)) (opposition,4')", "(Mars,282.589,(r)) (H10,222.524,(c)) (sextile,4')", 316]
['1935-11-14 07:21:28', '0', "(H5,47.573,(r)) (Mercury,197.629,(c)) (150-quincunx,3')", "(H5,47.573,(r)) (Mercury,197.488,(c)) (150-quincunx,5')", '3', '4', '5', '6', "(H10,200.327,(r)) (Mean_Node,320.344,(d)) (trine,1')\n(Neptune,166.420,(r)) (H10,166.582,(c)) (conjunction,10')\n(H3,346.595,(r)) (Mean_Node,256.653,(c)) (square,4')\n(H3,346.595,(r)) (H10,166.582,(c)) (opposition,1')", '8', "(Sun,230.993,(r)) (H5,81.043,(d)) (150-quincunx,3')", "(H7,92.844,(r)) (Mean_Node,332.764,(d)) (trine,5')\n(H7,92.844,(r)) (Moon,62.765,(c)) (30-semisextile,5')", "(Uranus,32.807,(r)) (H10,242.802,(d)) (150-quincunx,0')", "(Venus,184.395,(r)) (H4,64.440,(d)) (trine,3')\n(H5,47.573,(r)) (Uranus,347.642,(c)) (sextile,4')", '13', '14', '15', 159]
['1935-11-14 01:28:47', "(Moon,95.276,(r)) (H10,125.220,(d)) (30-semisextile,3')\n(H3,256.520,(r)) (Jupiter,256.397,(d)) (conjunction,7')\n(Uranus,32.817,(r)) (H10,92.887,(c)) (sextile,4')\n(H1,197.430,(r)) (Uranus,17.602,(c)) (opposition,10')\n(H10,108.803,(r)) (Venus,168.760,(c)) (sextile,3')", "(Jupiter,241.088,(r)) (H7,1.158,(c)) (trine,4')", "(H5,321.051,(r)) (Venus,201.079,(d)) (trine,2')\n(Jupiter,241.088,(r)) (H7,1.039,(c)) (trine,3')\n(Jupiter,241.088,(r)) (H10,91.112,(c)) (150-quincunx,1')\n(H10,108.803,(r)) (Mercury,198.853,(c)) (square,3')", "(H5,321.051,(r)) (Venus,201.117,(d)) (trine,4')\n(Jupiter,241.088,(r)) (H1,181.002,(c)) (sextile,5')\n(Jupiter,241.088,(r)) (H4,271.072,(c)) (30-semisextile,1')\n(H4,288.803,(r)) (Mercury,198.815,(c)) (square,1')", "(H4,288.803,(r)) (Jupiter,258.859,(d)) (30-semisextile,3')", '5', '6', "(Sun,230.746,(r)) (H1,170.780,(c)) (sextile,2')", "(H1,197.430,(r)) (Mars,317.523,(d)) (trine,6')\n(H10,108.803,(r)) (Uranus,63.888,(d)) (45-semisquare,5')\n(Neptune,166.416,(r)) (H1,166.495,(c)) (conjunction,5')\n(Mean_Node,285.462,(r)) (H10,75.482,(c)) (150-quincunx,1')\n(H8,45.731,(r)) (Uranus,0.761,(c)) (45-semisquare,2')", "(H5,321.051,(r)) (Mean_Node,321.164,(d)) (conjunction,7')\n(H7,17.430,(r)) (Sun,197.544,(c)) (opposition,7')", '10', "(Mars,282.234,(r)) (H5,282.346,(c)) (conjunction,7')", "(Venus,184.157,(r)) (H5,4.058,(d)) (opposition,6')", "(Mars,282.234,(r)) (H12,222.145,(d)) (sextile,5')", '14', '15', 408]
['1935-11-14 11:10:16', "(Jupiter,241.177,(r)) (H10,241.050,(c)) (conjunction,8')\n(H10,257.233,(r)) (Mercury,197.274,(c)) (sextile,2')", "(H7,159.535,(r)) (Venus,159.583,(c)) (conjunction,3')", "(H7,159.535,(r)) (Venus,159.398,(c)) (conjunction,8')\n(H7,159.535,(r)) (Uranus,9.532,(c)) (150-quincunx,0')", "(H1,339.535,(r)) (Uranus,9.477,(c)) (30-semisextile,3')", '4', "(H4,77.233,(r)) (H3,77.407,(d)) (conjunction,10')", '6', "(H10,257.233,(r)) (Neptune,212.162,(d)) (45-semisquare,4')", "(Mars,282.540,(r)) (H10,222.450,(c)) (sextile,5')", "(Uranus,32.801,(r)) (H7,212.835,(d)) (opposition,2')\n(Mercury,216.630,(r)) (H5,66.711,(c)) (150-quincunx,5')\n(H7,159.535,(r)) (Mars,249.539,(c)) (square,0')\n(H10,257.233,(r)) (Uranus,347.278,(c)) (square,3')", "(H5,100.157,(r)) (Mars,325.074,(d)) (135-sesquisquare,5')", "(Mercury,216.630,(r)) (H10,216.481,(c)) (conjunction,9')", "(Jupiter,241.177,(r)) (H1,286.114,(c)) (45-semisquare,4')\n(H4,77.233,(r)) (Pluto,77.218,(c)) (conjunction,1')", "(H1,339.535,(r)) (Moon,159.449,(d)) (opposition,5')", '14', '15', 287]
['1935-11-14 05:39:28', "(H10,172.595,(r)) (Venus,202.662,(d)) (30-semisextile,4')", "(Venus,184.326,(r)) (H5,4.186,(c)) (opposition,8')", '2', "(H9,137.420,(r)) (Jupiter,257.460,(d)) (trine,2')\n(Pluto,117.361,(r)) (H9,117.438,(c)) (conjunction,5')", "(Mars,282.366,(r)) (H5,42.293,(d)) (trine,4')\n(Jupiter,241.126,(r)) (H4,331.205,(c)) (square,5')", '5', "(Pluto,117.361,(r)) (H5,357.364,(c)) (trine,0')", '7', "(Neptune,166.419,(r)) (H10,211.479,(d)) (45-semisquare,4')\n(H10,172.595,(r)) (Sun,262.592,(d)) (square,0')\n(H1,250.236,(r)) (Mars,250.228,(c)) (conjunction,0')", "(H5,23.047,(r)) (Sun,263.000,(d)) (trine,3')\n(H10,172.595,(r)) (Mars,322.609,(d)) (150-quincunx,1')", "(H4,352.595,(r)) (Venus,142.545,(c)) (150-quincunx,3')\n(H4,352.595,(r)) (Saturn,292.542,(c)) (sextile,3')", "(Moon,97.564,(r)) (H10,217.532,(d)) (trine,2')\n(Uranus,32.810,(r)) (H5,62.727,(d)) (30-semisextile,5')\n(H10,172.595,(r)) (Uranus,352.500,(c)) (opposition,6')", "(Venus,184.326,(r)) (H5,64.298,(d)) (trine,2')", '13', "(Uranus,32.810,(r)) (H8,167.826,(d)) (135-sesquisquare,1')", '15', 253]
['1935-11-14 11:56:24', '0', "(Mean_Node,285.439,(r)) (H10,285.392,(d)) (conjunction,3')\n(H7,176.552,(r)) (Jupiter,221.480,(c)) (45-semisquare,4')\n(H10,267.882,(r)) (Mean_Node,267.778,(c)) (conjunction,6')", "(Mean_Node,285.439,(r)) (H10,285.520,(d)) (conjunction,5')", "(Mean_Node,285.439,(r)) (H4,105.560,(d)) (opposition,7')\n(H9,244.253,(r)) (Mean_Node,304.224,(d)) (sextile,2')", "(Jupiter,241.184,(r)) (H4,106.273,(d)) (135-sesquisquare,5')\n(H1,356.552,(r)) (Uranus,56.526,(d)) (sextile,2')", "(Sun,231.185,(r)) (H4,111.139,(d)) (trine,3')\n(Venus,184.581,(r)) (H4,64.500,(c)) (trine,5')", "(H1,356.552,(r)) (Venus,221.499,(d)) (135-sesquisquare,3')", "(Moon,100.982,(r)) (H1,40.927,(d)) (sextile,3')\n(Mean_Node,285.439,(r)) (H12,285.321,(c)) (conjunction,7')", '8', "(H5,111.209,(r)) (Mercury,171.291,(c)) (sextile,5')", "(Moon,100.982,(r)) (H12,11.058,(d)) (square,5')\n(Venus,184.581,(r)) (H4,49.495,(c)) (135-sesquisquare,5')", '11', '12', '13', "(Uranus,32.800,(r)) (H12,32.768,(d)) (conjunction,2')", "(H8,215.693,(r)) (Neptune,245.619,(d)) (30-semisextile,4')", 270]
['1935-11-14 10:18:00', "(Sun,231.116,(r)) (H10,261.031,(d)) (30-semisextile,5')\n(Mean_Node,285.442,(r)) (H1,345.509,(d)) (sextile,4')", "(H10,244.969,(r)) (Mean_Node,304.894,(d)) (sextile,5')", "(H5,88.032,(r)) (Mercury,237.983,(d)) (150-quincunx,3')\n(H10,244.969,(r)) (Mean_Node,305.042,(d)) (sextile,4')", "(H5,88.032,(r)) (Mercury,238.027,(d)) (150-quincunx,0')", "(Pluto,117.360,(r)) (H1,297.375,(c)) (opposition,1')\n(Mean_Node,285.442,(r)) (H4,45.533,(c)) (trine,5')", "(Pluto,117.360,(r)) (H7,177.291,(d)) (sextile,4')\n(H3,38.446,(r)) (Mercury,188.418,(c)) (150-quincunx,2')", "(Sun,231.116,(r)) (H1,291.034,(c)) (sextile,5')\n(Venus,184.514,(r)) (H5,64.563,(c)) (trine,3')\n(H1,321.459,(r)) (Mean_Node,261.414,(c)) (sextile,3')", "(Sun,231.116,(r)) (H1,6.178,(d)) (135-sesquisquare,4')\n(Mean_Node,285.442,(r)) (H1,285.585,(c)) (conjunction,9')", "(Uranus,32.802,(r)) (H12,332.776,(d)) (sextile,2')\n(H1,321.459,(r)) (Mars,321.374,(d)) (conjunction,5')\n(Uranus,32.802,(r)) (H12,257.846,(c)) (135-sesquisquare,3')", "(Moon,100.092,(r)) (H7,100.156,(c)) (conjunction,4')", "(Mars,282.513,(r)) (H4,102.582,(d)) (opposition,4')\n(Mars,282.513,(r)) (H8,132.590,(c)) (150-quincunx,5')", "(H10,244.969,(r)) (Mars,245.011,(c)) (conjunction,3')", "(Mean_Node,285.442,(r)) (H4,105.408,(d)) (opposition,2')", '13', "(H4,64.969,(r)) (Pluto,65.064,(c)) (conjunction,6')", "(Uranus,32.802,(r)) (H12,2.842,(d)) (30-semisextile,2')", 392]
['1935-11-14 17:23:52', "(Mean_Node,285.427,(r)) (H10,330.500,(c)) (45-semisquare,4')", "(Sun,231.414,(r)) (H7,291.456,(d)) (sextile,3')", '2', '3', '4', "(Jupiter,241.234,(r)) (H4,196.221,(d)) (45-semisquare,1')", "(Pluto,117.358,(r)) (H1,117.210,(d)) (conjunction,9')", '7', "(Moon,103.928,(r)) (H1,58.955,(c)) (45-semisquare,2')\n(H8,296.830,(r)) (Mean_Node,251.919,(c)) (45-semisquare,5')", "(H10,348.885,(r)) (Uranus,348.973,(c)) (conjunction,5')", "(Uranus,32.791,(r)) (H4,212.631,(d)) (opposition,10')\n(Uranus,32.791,(r)) (H8,332.877,(d)) (sextile,5')", '11', '12', '13', "(Venus,184.803,(r)) (H4,229.840,(d)) (45-semisquare,2')\n(H4,168.885,(r)) (Neptune,108.947,(c)) (sextile,4')", "(Sun,231.414,(r)) (H10,51.324,(d)) (opposition,5')\n(H1,94.961,(r)) (Saturn,34.910,(d)) (sextile,3')", 187]
['1935-11-13 23:32:56', "(H3,229.952,(r)) (Moon,109.987,(d)) (trine,2')", "(Moon,94.213,(r)) (H10,64.285,(c)) (30-semisextile,4')", "(Moon,94.213,(r)) (H10,64.154,(c)) (30-semisextile,4')\n(Venus,184.079,(r)) (H10,64.154,(c)) (trine,5')", "(Venus,184.079,(r)) (H4,244.113,(c)) (sextile,2')", "(H1,172.553,(r)) (Moon,112.533,(d)) (sextile,1')\n(H5,294.074,(r)) (Sun,248.998,(d)) (45-semisquare,5')\n(Mercury,215.884,(r)) (H5,275.963,(c)) (sextile,5')", "(Jupiter,241.070,(r)) (H7,331.127,(c)) (square,3')", "(Mean_Node,285.466,(r)) (H1,150.558,(c)) (135-sesquisquare,6')", "(Sun,230.665,(r)) (H10,110.744,(d)) (trine,5')\n(Pluto,117.363,(r)) (H12,117.195,(c)) (conjunction,10')", "(Neptune,166.414,(r)) (H8,346.349,(c)) (opposition,4')", "(H5,294.074,(r)) (Sun,264.082,(d)) (30-semisextile,0')\n(H5,294.074,(r)) (Mercury,249.129,(d)) (45-semisquare,3')\n(Sun,230.665,(r)) (H5,260.651,(c)) (30-semisextile,1')", "(Pluto,117.363,(r)) (H7,27.284,(d)) (square,5')\n(Mars,282.173,(r)) (H8,342.199,(c)) (sextile,2')", "(Jupiter,241.070,(r)) (H10,121.067,(d)) (trine,0')\n(Mean_Node,285.466,(r)) (H5,255.559,(c)) (30-semisextile,6')", "(Uranus,32.820,(r)) (H4,302.729,(d)) (square,5')", "(Pluto,117.363,(r)) (H10,27.325,(c)) (square,2')", "(Neptune,166.414,(r)) (H4,316.470,(d)) (150-quincunx,3')\n(H4,262.024,(r)) (Pluto,172.056,(d)) (square,2')", "(Mars,282.173,(r)) (H8,72.129,(d)) (150-quincunx,3')\n(H1,172.553,(r)) (Neptune,217.487,(d)) (45-semisquare,4')\n(H10,82.024,(r)) (Moon,36.934,(c)) (45-semisquare,5')", 348]
['1935-11-14 07:40:15', '0', "(H5,51.967,(r)) (Uranus,51.843,(d)) (conjunction,7')\n(H10,205.341,(r)) (Mercury,235.361,(d)) (30-semisextile,1')", "(H5,51.967,(r)) (Uranus,51.976,(d)) (conjunction,1')", "(H5,51.967,(r)) (Uranus,52.018,(d)) (conjunction,3')", "(H1,277.295,(r)) (Pluto,142.290,(d)) (135-sesquisquare,0')", "(Sun,231.006,(r)) (H4,51.078,(d)) (opposition,4')", "(Venus,184.408,(r)) (H1,304.475,(d)) (trine,4')\n(Pluto,117.360,(r)) (H4,357.434,(c)) (trine,4')\n(Pluto,117.360,(r)) (H5,27.394,(c)) (square,2')", '7', "(Neptune,166.421,(r)) (H10,166.263,(c)) (conjunction,9')", "(H10,205.341,(r)) (Mars,250.341,(c)) (45-semisquare,0')", "(H4,25.341,(r)) (Saturn,25.309,(d)) (conjunction,2')", "(Mean_Node,285.448,(r)) (H7,60.382,(c)) (135-sesquisquare,4')\n(H7,97.295,(r)) (Mean_Node,247.300,(c)) (150-quincunx,0')", '12', "(H1,277.295,(r)) (Neptune,232.229,(d)) (45-semisquare,4')\n(H10,205.341,(r)) (H12,205.273,(c)) (conjunction,4')", "(H8,133.861,(r)) (Sun,283.912,(d)) (150-quincunx,3')", '15', 228]
['1935-11-14 13:22:07', '0', "(H7,207.988,(r)) (Sun,208.017,(c)) (conjunction,2')\n(H7,207.988,(r)) (Mean_Node,267.944,(c)) (sextile,3')", "(H7,207.988,(r)) (Sun,207.839,(c)) (conjunction,9')", '3', "(Mercury,216.772,(r)) (H4,126.749,(d)) (square,1')\n(H1,27.988,(r)) (Uranus,58.061,(d)) (30-semisextile,4')", "(H4,107.702,(r)) (Sun,257.723,(d)) (150-quincunx,1')\n(H4,107.702,(r)) (H3,107.745,(d)) (conjunction,3')", "(Mars,282.610,(r)) (H4,132.554,(d)) (150-quincunx,3')\n(Mean_Node,285.436,(r)) (H1,60.492,(d)) (135-sesquisquare,3')", "(Pluto,117.359,(r)) (H1,342.342,(c)) (135-sesquisquare,1')\n(H1,27.988,(r)) (Moon,73.063,(c)) (45-semisquare,4')", "(Uranus,32.798,(r)) (H12,32.775,(d)) (conjunction,1')", "(Mercury,216.772,(r)) (H5,96.864,(c)) (trine,6')\n(H10,287.702,(r)) (Mercury,167.704,(c)) (trine,0')", "(Mars,282.610,(r)) (H4,147.643,(d)) (135-sesquisquare,2')\n(Pluto,117.359,(r)) (H12,297.437,(c)) (opposition,5')", "(H10,287.702,(r)) (Moon,62.735,(c)) (135-sesquisquare,2')", "(H1,27.988,(r)) (Mean_Node,328.040,(d)) (sextile,3')", '13', "(Mars,282.610,(r)) (H12,57.595,(d)) (135-sesquisquare,1')", "(Saturn,333.546,(r)) (H1,93.627,(d)) (trine,5')", 258]
['1935-11-13 21:37:59', '0', "(Mercury,215.761,(r)) (H10,35.799,(c)) (opposition,2')\n(Mars,282.112,(r)) (H7,312.132,(c)) (30-semisextile,1')", "(Mean_Node,285.470,(r)) (H5,285.307,(d)) (conjunction,10')\n(Mercury,215.761,(r)) (H10,35.658,(c)) (opposition,6')\n(H7,328.050,(r)) (Mean_Node,268.143,(c)) (sextile,6')", "(Mean_Node,285.470,(r)) (H5,285.346,(d)) (conjunction,7')\n(H4,234.860,(r)) (Mercury,234.688,(d)) (conjunction,10')\n(H9,22.364,(r)) (Venus,202.247,(d)) (opposition,7')\n(Mercury,215.761,(r)) (H4,215.613,(c)) (conjunction,9')\n(H1,148.050,(r)) (Mean_Node,268.103,(c)) (trine,3')", "(Jupiter,241.052,(r)) (H5,286.041,(d)) (45-semisquare,1')", "(H4,234.860,(r)) (Jupiter,264.849,(d)) (30-semisextile,1')\n(Pluto,117.363,(r)) (H3,177.341,(c)) (sextile,1')", "(Moon,93.157,(r)) (H5,243.233,(c)) (150-quincunx,5')", '7', '8', "(H5,267.865,(r)) (Moon,57.831,(c)) (150-quincunx,2')\n(H7,328.050,(r)) (Sun,192.960,(c)) (135-sesquisquare,5')", "(Uranus,32.823,(r)) (H4,272.895,(d)) (trine,4')\n(H8,353.081,(r)) (Neptune,203.072,(d)) (150-quincunx,1')", "(Venus,184.001,(r)) (H7,3.843,(d)) (opposition,9')", "(Mercury,215.761,(r)) (H4,275.693,(d)) (sextile,4')\n(H4,234.860,(r)) (Mean_Node,324.854,(d)) (square,0')", '13', "(Saturn,333.539,(r)) (H4,288.573,(d)) (45-semisquare,2')\n(Mean_Node,285.470,(r)) (H8,45.513,(d)) (trine,3')\n(H8,353.081,(r)) (Neptune,218.104,(d)) (135-sesquisquare,1')", "(Saturn,333.539,(r)) (H1,198.501,(d)) (135-sesquisquare,2')\n(H1,148.050,(r)) (Saturn,282.958,(c)) (135-sesquisquare,6')", 359]
['1935-11-14 19:39:27', "(Mercury,217.177,(r)) (H10,7.146,(c)) (150-quincunx,2')", "(Venus,184.895,(r)) (H7,319.894,(d)) (135-sesquisquare,0')", "(Mean_Node,285.422,(r)) (H10,45.391,(d)) (trine,2')\n(Venus,184.895,(r)) (H10,5.041,(c)) (opposition,9')", "(Mean_Node,285.422,(r)) (H4,225.434,(d)) (sextile,1')\n(H4,205.650,(r)) (Sun,250.562,(d)) (45-semisquare,5')\n(Venus,184.895,(r)) (H4,184.994,(c)) (conjunction,6')", "(H4,205.650,(r)) (Venus,205.575,(d)) (conjunction,5')", "(Sun,231.509,(r)) (H4,231.365,(d)) (conjunction,9')\n(H4,205.650,(r)) (Jupiter,265.716,(d)) (sextile,4')", "(Uranus,32.788,(r)) (H5,212.774,(c)) (opposition,1')\n(H1,124.033,(r)) (Jupiter,214.073,(c)) (square,2')\n(H1,124.033,(r)) (Pluto,94.119,(c)) (30-semisextile,5')", "(Moon,105.142,(r)) (H1,150.061,(d)) (45-semisquare,5')", "(Neptune,166.430,(r)) (H10,346.580,(c)) (opposition,9')", '9', "(H8,326.871,(r)) (Saturn,296.948,(c)) (30-semisextile,5')", "(H5,240.338,(r)) (Jupiter,195.390,(c)) (45-semisquare,3')", "(H1,124.033,(r)) (Mean_Node,244.110,(c)) (trine,5')\n(H5,240.338,(r)) (Mars,240.272,(c)) (conjunction,4')", '13', "(H8,326.871,(r)) (Saturn,281.900,(c)) (45-semisquare,2')", '15', 311]
['1935-11-14 05:22:16', "(H10,167.917,(r)) (Mean_Node,303.000,(d)) (135-sesquisquare,5')", '1', "(Moon,97.408,(r)) (H5,37.423,(d)) (sextile,1')", "(Moon,97.408,(r)) (H5,37.464,(d)) (sextile,3')", "(H4,347.917,(r)) (Jupiter,258.010,(d)) (square,6')", "(H3,312.782,(r)) (Sun,252.713,(d)) (sextile,4')\n(H3,312.782,(r)) (Mercury,192.831,(c)) (trine,3')", '6', "(H10,167.917,(r)) (Sun,257.940,(d)) (square,1')\n(H10,167.917,(r)) (H3,348.059,(d)) (opposition,9')\n(Neptune,166.419,(r)) (H12,196.371,(c)) (30-semisextile,3')", '8', "(Mars,282.357,(r)) (H5,342.378,(c)) (sextile,1')\n(H5,18.804,(r)) (Sun,198.706,(c)) (opposition,6')", "(H8,97.916,(r)) (Venus,142.980,(c)) (45-semisquare,4')", '11', "(Uranus,32.810,(r)) (H4,302.902,(c)) (square,5')", "(H1,246.583,(r)) (Saturn,36.552,(d)) (150-quincunx,2')\n(H10,167.917,(r)) (Moon,47.828,(c)) (trine,5')", "(H1,246.583,(r)) (Venus,126.534,(c)) (trine,3')", '15', 218]
['1935-11-14 19:11:35', "(Moon,104.892,(r)) (H3,149.907,(c)) (45-semisquare,1')", '1', '2', "(Pluto,117.357,(r)) (H5,252.346,(d)) (135-sesquisquare,1')\n(H9,346.820,(r)) (Mean_Node,301.905,(d)) (45-semisquare,5')\n(Pluto,117.357,(r)) (H4,177.382,(c)) (sextile,1')\n(H1,118.192,(r)) (Mean_Node,268.270,(c)) (150-quincunx,5')\n(H9,346.820,(r)) (Mercury,196.778,(c)) (150-quincunx,3')", "(Moon,104.892,(r)) (H1,134.848,(d)) (30-semisextile,3')", '5', "(H4,198.205,(r)) (Pluto,138.124,(d)) (sextile,5')", "(H1,118.192,(r)) (Mars,253.184,(c)) (135-sesquisquare,0')\n(H3,166.820,(r)) (Sun,196.875,(c)) (30-semisextile,3')", '8', '9', "(Saturn,333.549,(r)) (H12,123.534,(d)) (150-quincunx,1')\n(Moon,104.892,(r)) (H8,284.848,(c)) (opposition,3')\n(H5,233.191,(r)) (Venus,143.144,(c)) (square,3')", "(Uranus,32.788,(r)) (H10,332.863,(c)) (sextile,4')", "(Venus,184.876,(r)) (H1,154.791,(d)) (30-semisextile,5')\n(H4,198.205,(r)) (Pluto,153.193,(d)) (45-semisquare,1')", '13', '14', "(H10,18.205,(r)) (Mars,333.236,(d)) (45-semisquare,2')\n(H8,320.619,(r)) (Neptune,110.607,(c)) (150-quincunx,1')", 167]
['1935-11-14 18:40:32', '0', "(H5,224.960,(r)) (Venus,164.867,(c)) (sextile,6')", '2', '3', '4', '5', "(Mercury,217.114,(r)) (H4,217.185,(d)) (conjunction,4')", "(H10,9.797,(r)) (Mercury,249.858,(d)) (trine,4')", "(Neptune,166.430,(r)) (H8,346.288,(d)) (opposition,9')", "(Sun,231.468,(r)) (H5,261.443,(d)) (30-semisextile,2')\n(Mean_Node,285.424,(r)) (H10,330.347,(c)) (45-semisquare,5')", "(Moon,104.615,(r)) (H7,254.681,(c)) (150-quincunx,4')", '11', '12', '13', '14', '15', 94]
['1935-11-14 02:15:44', '0', "(Mercury,216.058,(r)) (H5,351.150,(d)) (135-sesquisquare,6')", '2', '3', '4', "(Sun,230.779,(r)) (H3,290.819,(d)) (sextile,2')\n(H4,299.947,(r)) (Moon,119.924,(d)) (opposition,1')\n(Mercury,216.058,(r)) (H7,5.974,(c)) (150-quincunx,5')", "(Sun,230.779,(r)) (H4,275.774,(c)) (45-semisquare,0')\n(Moon,95.705,(r)) (H4,275.774,(c)) (opposition,4')", "(Saturn,333.541,(r)) (H12,153.403,(c)) (opposition,8')", "(H10,119.947,(r)) (Saturn,299.797,(c)) (opposition,9')", "(H5,332.386,(r)) (Moon,62.358,(c)) (square,2')", "(H8,56.085,(r)) (Mean_Node,326.165,(d)) (square,5')", "(H7,27.420,(r)) (Moon,57.350,(c)) (30-semisextile,4')", "(H1,207.420,(r)) (Pluto,162.415,(d)) (45-semisquare,0')\n(H5,332.386,(r)) (Mars,242.327,(c)) (square,4')", '13', "(Venus,184.189,(r)) (H8,4.170,(c)) (opposition,1')", "(Uranus,32.815,(r)) (H8,2.783,(c)) (30-semisextile,2')", 205]
['1935-11-14 14:06:08', "(H10,298.113,(r)) (Moon,117.938,(d)) (opposition,11')\n(H1,42.738,(r)) (Venus,162.709,(c)) (trine,2')", "(Venus,184.669,(r)) (H5,124.732,(c)) (sextile,4')\n(H5,145.153,(r)) (Mars,265.147,(c)) (trine,0')\n(H10,298.113,(r)) (Mean_Node,268.030,(c)) (30-semisextile,5')", "(Venus,184.669,(r)) (H5,124.591,(c)) (sextile,5')", '3', "(H4,118.113,(r)) (Sun,253.066,(d)) (135-sesquisquare,3')", "(Venus,184.669,(r)) (H4,94.637,(c)) (square,2')", "(Pluto,117.359,(r)) (H1,72.334,(d)) (45-semisquare,1')", '7', "(Sun,231.276,(r)) (H1,351.191,(c)) (trine,5')", '9', '10', "(H5,145.153,(r)) (Mercury,265.075,(d)) (trine,5')\n(H5,145.153,(r)) (Mean_Node,325.275,(d)) (opposition,7')\n(Moon,102.151,(r)) (H5,102.147,(c)) (conjunction,0')\n(Mars,282.633,(r)) (H7,162.591,(c)) (trine,3')", "(Mars,282.633,(r)) (H4,162.546,(d)) (trine,5')", '13', "(Moon,102.151,(r)) (H1,102.050,(d)) (conjunction,6')\n(Sun,231.276,(r)) (H12,291.327,(c)) (sextile,3')\n(Saturn,333.546,(r)) (H8,183.462,(c)) (150-quincunx,5')", "(H8,251.505,(r)) (Neptune,101.530,(c)) (150-quincunx,1')", 280]
['1935-11-13 21:53:44', '0', "(Mean_Node,285.470,(r)) (H7,315.422,(c)) (30-semisextile,3')", "(H5,271.486,(r)) (Sun,211.483,(c)) (sextile,0')", "(H1,151.377,(r)) (Sun,211.439,(c)) (sextile,4')\n(H5,271.486,(r)) (Sun,211.439,(c)) (sextile,3')", '4', '5', "(Uranus,32.822,(r)) (H4,212.818,(c)) (opposition,0')", "(H1,151.377,(r)) (Moon,121.358,(d)) (30-semisextile,1')\n(Pluto,117.363,(r)) (H10,27.293,(c)) (square,4')", "(H8,356.720,(r)) (Uranus,356.604,(c)) (conjunction,7')\n(H10,58.683,(r)) (Moon,58.587,(c)) (conjunction,6')", "(Uranus,32.822,(r)) (H10,92.780,(d)) (sextile,3')", "(H8,356.720,(r)) (Venus,221.719,(d)) (135-sesquisquare,0')\n(Pluto,117.363,(r)) (H7,297.360,(c)) (opposition,0')", "(Sun,230.596,(r)) (H5,230.772,(c)) (conjunction,11')", "(H1,151.377,(r)) (Sun,271.405,(d)) (trine,2')\n(H5,271.486,(r)) (Sun,271.405,(d)) (conjunction,5')\n(Venus,184.012,(r)) (H5,228.958,(c)) (45-semisquare,3')\n(H1,151.377,(r)) (Jupiter,196.434,(c)) (45-semisquare,3')", '13', "(Sun,230.596,(r)) (H1,200.578,(d)) (30-semisextile,1')\n(Venus,184.012,(r)) (H8,48.995,(d)) (135-sesquisquare,1')\n(H8,356.720,(r)) (Uranus,86.633,(d)) (square,5')", '15', 275]
