['Time', '0: 2008-09-05', '1: 2008-12-11', '2: 2009-01-14', '3: 2009-03-19', '4: 2013-12-12', '5: 2014-03-24', '6: 2015-05-27', '7: 2018-02-19', '8: 2021-04-06', '9: 2022-01-01', '10: 2022-01-03', '11: 2000-03-11', '12: 2023-10-04', '13: 2018-12-04', '14: 2016-12-29', 'Count']
['1997-11-16 07:14:06', "(Mean_Node,166.146,(r)) (Moon,301.089,(dr)) (135-sesquisquare,3')", "(Mars,275.338,(r)) (Moon,95.381,(dp)) (opposition,3')\n(Uranus,305.192,(r)) (Moon,95.381,(dp)) (150-quincunx,11')\n(Sun,233.965,(r)) (Moon,54.329,(cp)) (opposition,22')\n(H1,293.331,(r)) (Mars,323.522,(cr)) (30-semisextile,11')\n(H3,353.088,(r)) (Pluto,217.956,(cp)) (135-sesquisquare,8')\n(H3,353.088,(r)) (Pluto,217.951,(cr)) (135-sesquisquare,8')", "(Venus,280.595,(r)) (Moon,55.439,(cp)) (135-sesquisquare,9')\n(H4,25.451,(r)) (Moon,55.439,(cp)) (30-semisextile,1')\n(H7,113.331,(r)) (Mars,323.460,(cr)) (150-quincunx,8')", "(Jupiter,314.526,(r)) (Moon,89.368,(dr)) (135-sesquisquare,10')\n(H3,353.088,(r)) (Pluto,217.967,(cp)) (135-sesquisquare,7')\n(H3,353.088,(r)) (Pluto,217.940,(cr)) (135-sesquisquare,9')", "(H10,205.451,(r)) (Pluto,205.418,(cp)) (conjunction,2')\n(H10,205.451,(r)) (Pluto,205.413,(cr)) (conjunction,2')", "(Jupiter,314.526,(r)) (Moon,44.407,(dp)) (square,7')\n(H4,25.451,(r)) (Pluto,205.428,(cp)) (opposition,1')\n(H4,25.451,(r)) (Mean_Node,115.591,(cp)) (square,8')\n(H4,25.451,(r)) (Pluto,205.403,(cr)) (opposition,3')\n(H4,25.451,(r)) (Mean_Node,115.629,(cr)) (square,11')", "(H4,25.451,(r)) (Saturn,235.662,(dr)) (150-quincunx,13')\n(Mars,275.338,(r)) (Moon,320.041,(cr)) (45-semisquare,18')", "(H3,353.088,(r)) (Jupiter,218.061,(dp)) (135-sesquisquare,2')\n(H3,353.088,(r)) (Jupiter,217.949,(dr)) (135-sesquisquare,8')\n(H4,25.451,(r)) (Uranus,25.444,(dp)) (conjunction,0')\n(H4,25.451,(r)) (Uranus,25.462,(dr)) (conjunction,1')\n(Mercury,252.394,(r)) (Moon,297.380,(cr)) (45-semisquare,1')\n(Uranus,305.192,(r)) (Moon,304.800,(cp)) (conjunction,23')\n(Pluto,245.024,(r)) (Moon,304.800,(cp)) (sextile,13')", "(Moon,76.637,(r)) (Moon,257.030,(cr)) (opposition,24')\n(H4,25.451,(r)) (Venus,235.611,(cr)) (150-quincunx,10')", "(Sun,233.965,(r)) (Moon,23.788,(dp)) (150-quincunx,11')", "(Sun,233.965,(r)) (Moon,23.855,(dp)) (150-quincunx,7')\n(Venus,280.595,(r)) (Moon,130.783,(cp)) (150-quincunx,11')\n(H10,205.451,(r)) (Uranus,205.288,(cp)) (conjunction,10')\n(H10,205.451,(r)) (Uranus,205.273,(cr)) (conjunction,11')", "(Pluto,245.024,(r)) (Moon,154.742,(cr)) (square,17')", "(H1,293.331,(r)) (Mars,83.257,(dp)) (150-quincunx,4')", "(Mars,275.338,(r)) (Moon,335.260,(dr)) (sextile,5')\n(Pluto,245.024,(r)) (Moon,335.260,(dr)) (square,14')\n(Mars,275.338,(r)) (Moon,155.054,(cr)) (trine,17')\n(Pluto,245.024,(r)) (Moon,155.054,(cr)) (square,2')", "(Venus,280.595,(r)) (Moon,70.889,(cr)) (150-quincunx,18')", 43]
['1997-11-16 13:25:34', "(H4,114.780,(r)) (Moon,325.080,(dp)) (150-quincunx,18')\n(H4,114.780,(r)) (Mars,204.808,(cr)) (square,2')\n(H4,114.780,(r)) (Uranus,264.966,(cr)) (150-quincunx,11')", "(Sun,234.225,(r)) (Moon,99.189,(dp)) (135-sesquisquare,2')\n(Neptune,297.589,(r)) (Moon,57.437,(cp)) (trine,9')", "(Venus,280.833,(r)) (Moon,100.582,(dp)) (opposition,15')\n(Mars,275.534,(r)) (Moon,95.795,(dr)) (opposition,16')\n(H4,114.780,(r)) (Moon,54.635,(cr)) (sextile,9')", "(H7,207.933,(r)) (Jupiter,343.097,(cp)) (135-sesquisquare,10')\n(H7,207.933,(r)) (Jupiter,343.078,(cr)) (135-sesquisquare,9')", "(Saturn,14.320,(r)) (Moon,44.081,(dp)) (30-semisextile,14')\n(Mercury,252.755,(r)) (Moon,117.724,(cp)) (135-sesquisquare,2')\n(H1,27.933,(r)) (Moon,117.724,(cp)) (square,13')", "(H7,207.933,(r)) (Jupiter,207.926,(cp)) (conjunction,0')\n(H7,207.933,(r)) (Jupiter,207.782,(cr)) (conjunction,9')", "(H1,27.933,(r)) (Moon,163.048,(dr)) (135-sesquisquare,7')\n(H8,237.999,(r)) (Uranus,13.058,(dp)) (135-sesquisquare,3')\n(H8,237.999,(r)) (Uranus,13.086,(dr)) (135-sesquisquare,5')", "(Mean_Node,166.132,(r)) (Moon,211.019,(dr)) (45-semisquare,7')\n(Mean_Node,166.132,(r)) (Moon,301.079,(cr)) (135-sesquisquare,3')\n(H4,114.780,(r)) (Mercury,249.571,(cr)) (135-sesquisquare,13')", "(Moon,80.226,(r)) (Moon,260.329,(cr)) (opposition,6')\n(Uranus,305.199,(r)) (Moon,260.329,(cr)) (45-semisquare,8')", "(H6,176.486,(r)) (Mars,221.662,(dp)) (45-semisquare,11')\n(H6,176.486,(r)) (Mars,221.491,(dr)) (45-semisquare,0')\n(H10,294.780,(r)) (Pluto,294.723,(dp)) (conjunction,3')\n(H10,294.780,(r)) (Pluto,294.718,(dr)) (conjunction,4')\n(Saturn,14.320,(r)) (Moon,134.326,(cp)) (trine,0')\n(H6,176.486,(r)) (Mercury,221.456,(cp)) (45-semisquare,2')\n(H6,176.486,(r)) (Mercury,221.610,(cr)) (45-semisquare,7')", "(Venus,280.833,(r)) (Moon,130.720,(cr)) (150-quincunx,7')\n(Jupiter,314.557,(r)) (Moon,134.402,(cp)) (opposition,9')", "(H4,114.780,(r)) (Pluto,249.740,(dp)) (135-sesquisquare,2')\n(H4,114.780,(r)) (Pluto,249.716,(dr)) (135-sesquisquare,4')\n(Mean_Node,166.132,(r)) (Moon,166.018,(cp)) (conjunction,7')\n(H4,114.780,(r)) (Mean_Node,204.802,(cp)) (square,1')\n(H4,114.780,(r)) (Mean_Node,204.836,(cr)) (square,3')", "(H1,27.933,(r)) (Mercury,238.025,(dr)) (150-quincunx,6')\n(H2,57.999,(r)) (Mercury,238.025,(dr)) (opposition,2')\n(Mars,275.534,(r)) (Moon,335.514,(cr)) (sextile,1')", "(H1,27.933,(r)) (Neptune,252.962,(cp)) (135-sesquisquare,2')\n(H1,27.933,(r)) (Neptune,252.959,(cr)) (135-sesquisquare,2')", '14', 42]
['1997-11-16 11:37:28', "(Venus,280.764,(r)) (Moon,190.647,(cp)) (square,7')\n(H4,89.639,(r)) (Mean_Node,359.512,(cp)) (square,8')\n(H4,89.639,(r)) (Mean_Node,359.597,(cr)) (square,2')\n(H7,179.584,(r)) (Mean_Node,359.512,(cp)) (opposition,4')\n(H7,179.584,(r)) (Mean_Node,359.597,(cr)) (opposition,1')", "(H1,359.584,(r)) (Pluto,269.652,(dp)) (square,4')\n(H1,359.584,(r)) (Pluto,269.648,(dr)) (square,4')\n(H10,269.639,(r)) (Pluto,269.652,(dp)) (conjunction,1')\n(H10,269.639,(r)) (Pluto,269.648,(dr)) (conjunction,1')", "(H4,89.639,(r)) (Pluto,269.655,(dp)) (opposition,1')\n(H4,89.639,(r)) (Mars,239.850,(dr)) (150-quincunx,13')\n(H4,89.639,(r)) (Pluto,269.645,(dr)) (opposition,0')\n(H7,179.584,(r)) (Pluto,269.655,(dp)) (square,4')\n(H7,179.584,(r)) (Pluto,269.645,(dr)) (square,4')\n(Neptune,297.587,(r)) (Moon,57.641,(cp)) (trine,3')", "(H4,89.639,(r)) (Pluto,269.660,(dp)) (opposition,1')\n(H4,89.639,(r)) (Pluto,269.639,(dr)) (opposition,0')\n(H7,179.584,(r)) (Pluto,269.660,(dp)) (square,5')\n(H7,179.584,(r)) (Pluto,269.639,(dr)) (square,3')\n(H4,89.639,(r)) (Moon,59.724,(cp)) (30-semisextile,5')\n(H7,179.584,(r)) (Moon,59.724,(cp)) (trine,8')", '4', '5', "(H1,359.584,(r)) (Venus,239.408,(dr)) (trine,11')\n(H4,89.639,(r)) (Venus,239.408,(dr)) (150-quincunx,14')", '7', "(Uranus,305.197,(r)) (Moon,245.173,(dr)) (sextile,1')\n(Pluto,245.031,(r)) (Moon,245.173,(dr)) (conjunction,9')\n(Moon,79.184,(r)) (Moon,259.371,(cr)) (opposition,11')\n(H4,89.639,(r)) (Moon,269.131,(cp)) (opposition,30')\n(H4,89.639,(r)) (Uranus,209.743,(cp)) (trine,6')\n(H4,89.639,(r)) (Uranus,209.697,(cr)) (trine,3')\n(H7,179.584,(r)) (Uranus,209.743,(cp)) (30-semisextile,10')\n(H7,179.584,(r)) (Uranus,209.697,(cr)) (30-semisextile,7')", '9', '10', "(Uranus,305.197,(r)) (Moon,335.451,(dp)) (30-semisextile,15')", "(H1,359.584,(r)) (Mars,209.501,(cr)) (150-quincunx,5')\n(H10,269.639,(r)) (Mars,209.501,(cr)) (sextile,8')", '13', "(Mean_Node,166.136,(r)) (Moon,76.153,(cp)) (square,1')", 35]
['1997-11-16 14:02:00', "(Uranus,305.200,(r)) (Moon,304.671,(dr)) (conjunction,32')", "(Neptune,297.589,(r)) (Moon,57.741,(cp)) (trine,9')", "(Venus,280.857,(r)) (Moon,100.953,(dp)) (opposition,6')", "(H3,94.824,(r)) (Venus,274.905,(dp)) (opposition,5')\n(H4,123.531,(r)) (Moon,93.604,(dr)) (30-semisextile,4')", "(Mercury,252.791,(r)) (Moon,42.619,(dr)) (150-quincunx,10')\n(Saturn,14.319,(r)) (Moon,44.399,(dp)) (30-semisextile,5')\n(H10,303.531,(r)) (Mars,168.669,(dp)) (135-sesquisquare,8')\n(H10,303.531,(r)) (Mars,168.591,(dr)) (135-sesquisquare,4')\n(Mercury,252.791,(r)) (Moon,118.078,(cp)) (135-sesquisquare,17')", "(H3,94.824,(r)) (Mercury,214.939,(dr)) (trine,7')", "(H8,246.629,(r)) (Saturn,186.484,(cp)) (sextile,9')", "(Mean_Node,166.131,(r)) (Moon,211.334,(dr)) (45-semisquare,12')", "(H7,217.181,(r)) (Mercury,217.363,(dp)) (conjunction,11')\n(Moon,80.576,(r)) (Moon,260.651,(cr)) (opposition,4')", "(Sun,234.251,(r)) (Moon,24.176,(dr)) (150-quincunx,4')\n(H6,186.233,(r)) (Pluto,186.031,(cp)) (conjunction,12')\n(H6,186.233,(r)) (Pluto,186.024,(cr)) (conjunction,13')", "(Sun,234.251,(r)) (Moon,24.110,(dr)) (150-quincunx,8')\n(Venus,280.857,(r)) (Moon,131.077,(cr)) (150-quincunx,13')\n(Jupiter,314.560,(r)) (Moon,134.755,(cp)) (opposition,12')", "(Mean_Node,166.131,(r)) (Moon,166.341,(cp)) (conjunction,13')", "(Mars,275.553,(r)) (Moon,335.851,(cr)) (sextile,18')\n(H10,303.531,(r)) (Pluto,183.721,(cp)) (trine,11')\n(H10,303.531,(r)) (Pluto,183.674,(cr)) (trine,9')", '13', "(H3,94.824,(r)) (Venus,274.934,(dr)) (opposition,7')\n(Jupiter,314.560,(r)) (Moon,74.457,(cr)) (trine,6')", 27]
['1997-11-16 09:14:46', "(H7,142.495,(r)) (Moon,322.797,(dp)) (opposition,18')", "(Sun,234.050,(r)) (Moon,53.664,(cr)) (opposition,23')\n(H3,25.466,(r)) (Moon,55.339,(cp)) (30-semisextile,8')", "(H4,56.155,(r)) (Moon,56.448,(cp)) (conjunction,18')\n(H7,142.495,(r)) (Moon,52.522,(cr)) (square,2')", "(Venus,280.673,(r)) (Moon,100.640,(dp)) (opposition,2')", "(H3,25.466,(r)) (Moon,115.280,(cp)) (square,11')\n(H3,25.466,(r)) (Pluto,205.421,(cp)) (opposition,3')\n(H3,25.466,(r)) (Pluto,205.416,(cr)) (opposition,3')", "(H3,25.466,(r)) (Pluto,205.431,(cp)) (opposition,2')\n(H3,25.466,(r)) (Mean_Node,115.587,(cp)) (square,7')\n(H3,25.466,(r)) (Pluto,205.406,(cr)) (opposition,4')\n(H3,25.466,(r)) (Mean_Node,115.624,(cr)) (square,9')\n(H4,56.155,(r)) (Venus,281.143,(cp)) (135-sesquisquare,1')", "(H8,173.423,(r)) (Moon,173.503,(dp)) (conjunction,5')\n(Mars,275.401,(r)) (Moon,335.495,(cp)) (sextile,6')", "(Uranus,305.194,(r)) (Moon,215.310,(dp)) (square,7')\n(Pluto,245.027,(r)) (Moon,215.310,(dp)) (30-semisextile,17')\n(H3,25.466,(r)) (Uranus,25.441,(dp)) (conjunction,1')\n(H3,25.466,(r)) (Uranus,25.459,(dr)) (conjunction,0')", "(Moon,77.806,(r)) (Moon,258.104,(cr)) (opposition,18')", "(H10,236.155,(r)) (Mars,25.938,(cp)) (150-quincunx,13')\n(H10,236.155,(r)) (Mars,25.971,(cr)) (150-quincunx,11')", '10', "(H4,56.155,(r)) (Moon,326.153,(dr)) (square,0')", "(H1,322.495,(r)) (Neptune,352.720,(dp)) (30-semisextile,14')\n(H2,353.423,(r)) (Mars,83.235,(dp)) (square,11')", '13', "(Uranus,305.194,(r)) (Moon,80.082,(dp)) (135-sesquisquare,7')", 27]
['1997-11-16 09:31:04', '0', "(Pluto,245.028,(r)) (Moon,94.733,(dr)) (150-quincunx,18')\n(H3,29.725,(r)) (Mars,239.952,(dp)) (150-quincunx,14')\n(H3,29.725,(r)) (Pluto,269.649,(dp)) (trine,5')\n(H3,29.725,(r)) (Mars,239.853,(dr)) (150-quincunx,8')\n(H3,29.725,(r)) (Pluto,269.645,(dr)) (trine,5')\n(H10,240.097,(r)) (Mars,239.952,(dp)) (conjunction,9')\n(Sun,234.061,(r)) (Moon,53.802,(cr)) (opposition,16')", "(H4,60.097,(r)) (Mars,240.019,(dp)) (opposition,5')\n(H7,146.602,(r)) (Moon,56.584,(cp)) (square,1')", "(Venus,280.683,(r)) (Moon,100.806,(dp)) (opposition,7')\n(H3,29.725,(r)) (Pluto,269.658,(dp)) (trine,4')\n(H3,29.725,(r)) (Pluto,269.637,(dr)) (trine,5')", "(H3,29.725,(r)) (Mars,164.869,(cp)) (135-sesquisquare,9')\n(H3,29.725,(r)) (Mars,164.791,(cr)) (135-sesquisquare,4')", "(H4,60.097,(r)) (Uranus,240.008,(cp)) (opposition,5')\n(H4,60.097,(r)) (Uranus,239.965,(cr)) (opposition,8')", "(H1,326.602,(r)) (Pluto,281.750,(dp)) (45-semisquare,9')\n(H1,326.602,(r)) (Pluto,281.723,(dr)) (45-semisquare,7')\n(Mars,275.410,(r)) (Moon,335.651,(cp)) (sextile,14')", "(Uranus,305.194,(r)) (Moon,215.450,(dp)) (square,15')\n(H3,29.725,(r)) (Mercury,254.573,(dr)) (135-sesquisquare,9')", "(H4,60.097,(r)) (Mars,15.281,(dp)) (45-semisquare,11')\n(H4,60.097,(r)) (Mars,15.257,(dr)) (45-semisquare,10')\n(Moon,77.963,(r)) (Moon,258.249,(cr)) (opposition,17')\n(H7,146.602,(r)) (Venus,236.702,(cp)) (square,6')", '9', '10', "(H7,146.602,(r)) (Moon,326.295,(dr)) (opposition,18')\n(H4,60.097,(r)) (Pluto,240.252,(cp)) (opposition,9')\n(H4,60.097,(r)) (Pluto,240.227,(cr)) (opposition,8')", "(H1,326.602,(r)) (Pluto,296.498,(dp)) (30-semisextile,6')\n(H1,326.602,(r)) (Pluto,296.466,(dr)) (30-semisextile,8')\n(H2,357.778,(r)) (Mean_Node,42.549,(dp)) (45-semisquare,14')\n(H2,357.778,(r)) (Mercury,237.769,(dr)) (trine,1')\n(H2,357.778,(r)) (Mean_Node,42.642,(dr)) (45-semisquare,8')\n(Neptune,297.585,(r)) (Moon,357.396,(cp)) (sextile,11')", "(H10,240.097,(r)) (Mean_Node,119.959,(dp)) (trine,8')\n(H10,240.097,(r)) (Mean_Node,119.965,(dr)) (trine,8')\n(H1,326.602,(r)) (Mars,236.483,(cp)) (square,7')\n(H1,326.602,(r)) (Mars,236.414,(cr)) (square,11')", "(Uranus,305.194,(r)) (Moon,80.252,(dp)) (135-sesquisquare,3')\n(Mercury,252.528,(r)) (Moon,72.089,(cr)) (opposition,26')", 40]
['1997-11-16 03:25:50', "(Mean_Node,166.154,(r)) (Moon,166.436,(cr)) (conjunction,17')", "(H3,294.949,(r)) (Saturn,250.057,(cp)) (45-semisquare,6')\n(H3,294.949,(r)) (Saturn,250.041,(cr)) (45-semisquare,6')", "(H7,60.032,(r)) (Mars,239.838,(dp)) (opposition,12')", "(Venus,280.449,(r)) (Moon,55.616,(cp)) (135-sesquisquare,10')", "(Pluto,245.018,(r)) (Moon,109.807,(cr)) (135-sesquisquare,13')", "(Mercury,252.172,(r)) (Moon,42.416,(dp)) (150-quincunx,15')\n(H4,324.055,(r)) (Uranus,8.989,(dp)) (45-semisquare,4')\n(H4,324.055,(r)) (Uranus,9.007,(dr)) (45-semisquare,3')\n(H7,60.032,(r)) (Uranus,239.993,(cp)) (opposition,2')\n(H7,60.032,(r)) (Uranus,239.950,(cr)) (opposition,5')", '6', "(H3,294.949,(r)) (Mercury,249.724,(cp)) (45-semisquare,14')\n(H3,294.949,(r)) (Moon,295.094,(cr)) (conjunction,9')", "(H7,60.032,(r)) (Moon,240.035,(dr)) (opposition,0')\n(H7,60.032,(r)) (Mars,15.251,(dr)) (45-semisquare,13')", "(Pluto,245.018,(r)) (Moon,124.886,(cr)) (trine,8')", "(Uranus,305.188,(r)) (Moon,124.807,(cr)) (opposition,23')", "(H3,294.949,(r)) (Pluto,249.724,(dp)) (45-semisquare,14')\n(Venus,280.449,(r)) (Moon,160.727,(cp)) (trine,17')\n(H3,294.949,(r)) (Mean_Node,204.824,(cp)) (square,7')\n(H3,294.949,(r)) (Mean_Node,204.858,(cr)) (square,5')\n(H7,60.032,(r)) (Pluto,240.242,(cp)) (opposition,13')\n(H7,60.032,(r)) (Pluto,240.217,(cr)) (opposition,11')", "(Mars,275.218,(r)) (Moon,154.918,(dp)) (trine,18')\n(Uranus,305.188,(r)) (Moon,154.918,(dp)) (150-quincunx,16')\n(Pluto,245.018,(r)) (Moon,154.918,(dp)) (square,6')\n(H1,240.032,(r)) (Mercury,240.135,(dp)) (conjunction,6')\n(H2,267.738,(r)) (Mean_Node,42.562,(dp)) (135-sesquisquare,11')\n(H2,267.738,(r)) (Mean_Node,42.656,(dr)) (135-sesquisquare,5')", "(H1,240.032,(r)) (Mean_Node,119.973,(dp)) (trine,4')\n(H1,240.032,(r)) (Mean_Node,119.978,(dr)) (trine,3')", "(Mean_Node,166.154,(r)) (Moon,76.433,(dp)) (square,17')\n(Mercury,252.172,(r)) (Moon,71.885,(cp)) (opposition,17')", 33]
['1997-11-16 09:30:00', '0', "(H3,29.447,(r)) (Pluto,269.649,(dp)) (trine,12')\n(H3,29.447,(r)) (Pluto,269.645,(dr)) (trine,12')\n(H10,239.840,(r)) (Mars,239.951,(dp)) (conjunction,7')\n(H10,239.840,(r)) (Pluto,269.649,(dp)) (30-semisextile,11')\n(H10,239.840,(r)) (Mars,239.852,(dr)) (conjunction,1')\n(H10,239.840,(r)) (Pluto,269.645,(dr)) (30-semisextile,12')\n(Sun,234.060,(r)) (Moon,53.793,(cr)) (opposition,16')", "(H4,59.840,(r)) (Mars,240.019,(dp)) (opposition,11')\n(H4,59.840,(r)) (Pluto,269.652,(dp)) (150-quincunx,11')\n(H4,59.840,(r)) (Mars,239.787,(dr)) (opposition,3')\n(H4,59.840,(r)) (Pluto,269.642,(dr)) (150-quincunx,12')\n(H7,146.331,(r)) (Moon,56.575,(cp)) (square,15')", "(Venus,280.682,(r)) (Moon,100.796,(dp)) (opposition,7')\n(H3,29.447,(r)) (Pluto,269.658,(dp)) (trine,13')\n(H3,29.447,(r)) (Pluto,269.637,(dr)) (trine,11')\n(H4,59.840,(r)) (Pluto,269.658,(dp)) (150-quincunx,11')\n(H4,59.840,(r)) (Pluto,269.637,(dr)) (150-quincunx,12')", '4', "(H3,29.447,(r)) (Moon,119.298,(cp)) (square,9')\n(H4,59.840,(r)) (Uranus,240.008,(cp)) (opposition,10')\n(H4,59.840,(r)) (Uranus,239.965,(cr)) (opposition,8')\n(H7,146.331,(r)) (Venus,281.153,(cp)) (135-sesquisquare,11')", "(Mars,275.409,(r)) (Moon,335.641,(cp)) (sextile,14')", "(Uranus,305.194,(r)) (Moon,215.440,(dp)) (square,15')\n(H3,29.447,(r)) (Moon,208.977,(dr)) (opposition,28')\n(H3,29.447,(r)) (Mercury,254.572,(dr)) (135-sesquisquare,7')", "(Moon,77.953,(r)) (Moon,258.239,(cr)) (opposition,17')\n(H4,59.840,(r)) (Uranus,209.738,(cp)) (150-quincunx,6')\n(H4,59.840,(r)) (Uranus,209.692,(cr)) (150-quincunx,9')", '9', '10', "(H7,146.331,(r)) (Moon,326.286,(dr)) (opposition,3')", "(H1,326.331,(r)) (Pluto,296.498,(dp)) (30-semisextile,10')\n(H1,326.331,(r)) (Pluto,296.466,(dr)) (30-semisextile,8')\n(H2,357.493,(r)) (Mean_Node,42.549,(dp)) (45-semisquare,3')\n(H2,357.493,(r)) (Mean_Node,42.642,(dr)) (45-semisquare,9')\n(Neptune,297.585,(r)) (Moon,357.386,(cp)) (sextile,12')", "(H10,239.840,(r)) (Mean_Node,119.959,(dp)) (trine,7')\n(H10,239.840,(r)) (Mean_Node,119.965,(dr)) (trine,7')\n(H1,326.331,(r)) (Mars,236.483,(cp)) (square,9')\n(H1,326.331,(r)) (Mars,236.414,(cr)) (square,5')", "(Uranus,305.194,(r)) (Moon,80.241,(dp)) (135-sesquisquare,3')\n(Mercury,252.527,(r)) (Moon,72.080,(cr)) (opposition,27')", 40]
['1997-11-16 03:23:51', "(Mean_Node,166.154,(r)) (Moon,166.419,(cr)) (conjunction,16')\n(H7,59.542,(r)) (Mean_Node,359.530,(cp)) (sextile,1')\n(H7,59.542,(r)) (Mean_Node,359.616,(cr)) (sextile,4')", "(H1,239.542,(r)) (Mars,239.770,(dp)) (conjunction,14')\n(H1,239.542,(r)) (Pluto,269.641,(dp)) (30-semisextile,6')\n(H1,239.542,(r)) (Mars,239.670,(dr)) (conjunction,8')\n(H1,239.542,(r)) (Pluto,269.637,(dr)) (30-semisextile,6')\n(H10,143.539,(r)) (Mars,323.508,(cp)) (opposition,2')\n(H10,143.539,(r)) (Mars,323.416,(cr)) (opposition,7')", "(H7,59.542,(r)) (Pluto,269.644,(dp)) (150-quincunx,6')\n(H7,59.542,(r)) (Moon,89.554,(dr)) (30-semisextile,1')\n(H7,59.542,(r)) (Mars,239.605,(dr)) (opposition,4')\n(H7,59.542,(r)) (Pluto,269.634,(dr)) (150-quincunx,6')\n(H4,323.539,(r)) (Moon,53.510,(cp)) (square,2')\n(H4,323.539,(r)) (Mars,323.569,(cp)) (conjunction,2')\n(H4,323.539,(r)) (Mars,323.354,(cr)) (conjunction,11')", "(H7,59.542,(r)) (Pluto,269.650,(dp)) (150-quincunx,6')\n(H7,59.542,(r)) (Pluto,269.629,(dr)) (150-quincunx,5')\n(Venus,280.447,(r)) (Moon,55.599,(cp)) (135-sesquisquare,9')", "(Pluto,245.018,(r)) (Moon,109.787,(cr)) (135-sesquisquare,14')", "(Mercury,252.170,(r)) (Moon,42.399,(dp)) (150-quincunx,14')", '6', '7', "(H4,323.539,(r)) (Venus,203.674,(dp)) (trine,8')\n(H7,59.542,(r)) (Moon,240.014,(dr)) (opposition,28')\n(H4,323.539,(r)) (Pluto,188.377,(cp)) (135-sesquisquare,10')\n(H4,323.539,(r)) (Pluto,188.354,(cr)) (135-sesquisquare,11')\n(H7,59.542,(r)) (Uranus,209.723,(cp)) (150-quincunx,11')\n(H7,59.542,(r)) (Uranus,209.677,(cr)) (150-quincunx,8')", "(Pluto,245.018,(r)) (Moon,124.866,(cr)) (trine,9')", "(H10,143.539,(r)) (Jupiter,323.728,(dp)) (opposition,11')\n(H10,143.539,(r)) (Jupiter,323.703,(dr)) (opposition,10')\n(Uranus,305.188,(r)) (Moon,124.787,(cr)) (opposition,24')", "(H3,294.476,(r)) (Pluto,249.700,(dr)) (45-semisquare,13')\n(H4,323.539,(r)) (Venus,188.501,(dp)) (135-sesquisquare,2')\n(H4,323.539,(r)) (Moon,323.094,(dr)) (conjunction,27')\n(Venus,280.447,(r)) (Moon,160.709,(cp)) (trine,16')", "(Uranus,305.188,(r)) (Moon,154.901,(dp)) (150-quincunx,17')\n(Pluto,245.018,(r)) (Moon,154.901,(dp)) (square,7')\n(H2,267.278,(r)) (Mercury,237.367,(dr)) (30-semisextile,5')\n(H10,143.539,(r)) (Mars,83.727,(dr)) (sextile,11')", '13', "(Mean_Node,166.154,(r)) (Moon,76.412,(dp)) (square,15')\n(Mercury,252.170,(r)) (Moon,71.868,(cp)) (opposition,18')\n(H10,143.539,(r)) (Mean_Node,173.641,(cp)) (30-semisextile,6')\n(H10,143.539,(r)) (Mean_Node,173.654,(cr)) (30-semisextile,7')", 43]
['1997-11-16 05:30:48', "(H4,357.481,(r)) (Pluto,267.554,(dp)) (square,4')\n(H4,357.481,(r)) (Pluto,267.502,(dr)) (square,1')\n(H7,89.490,(r)) (Mean_Node,359.526,(cp)) (square,2')\n(H7,89.490,(r)) (Mean_Node,359.611,(cr)) (square,7')", "(H1,269.490,(r)) (Pluto,269.644,(dp)) (conjunction,9')\n(H1,269.490,(r)) (Pluto,269.640,(dr)) (conjunction,9')\n(Sun,233.893,(r)) (Moon,53.463,(cp)) (opposition,26')", "(Mars,275.284,(r)) (Moon,95.720,(dp)) (opposition,26')\n(H7,89.490,(r)) (Pluto,269.647,(dp)) (opposition,9')\n(H7,89.490,(r)) (Mars,239.668,(dr)) (150-quincunx,11')\n(H7,89.490,(r)) (Pluto,269.637,(dr)) (opposition,9')", "(H7,89.490,(r)) (Pluto,269.653,(dp)) (opposition,10')\n(H7,89.490,(r)) (Pluto,269.631,(dr)) (opposition,8')", '4', "(H3,325.742,(r)) (Mean_Node,115.595,(cp)) (150-quincunx,9')\n(H3,325.742,(r)) (Mean_Node,115.632,(cr)) (150-quincunx,7')\n(H4,357.481,(r)) (Jupiter,207.714,(cr)) (150-quincunx,14')", '6', '7', "(Moon,75.634,(r)) (Moon,256.109,(cr)) (opposition,29')\n(Mean_Node,166.149,(r)) (Moon,256.109,(cr)) (square,2')\n(H4,357.481,(r)) (Mars,222.660,(cr)) (135-sesquisquare,11')\n(H7,89.490,(r)) (Uranus,209.682,(cr)) (trine,12')", "(Pluto,245.021,(r)) (Moon,19.833,(dr)) (135-sesquisquare,11')", "(H10,177.481,(r)) (Uranus,42.312,(dp)) (135-sesquisquare,10')\n(H10,177.481,(r)) (Uranus,42.323,(dr)) (135-sesquisquare,9')", '11', "(H2,296.686,(r)) (Pluto,296.495,(dp)) (conjunction,11')\n(H2,296.686,(r)) (Pluto,296.463,(dr)) (conjunction,13')\n(H10,177.481,(r)) (Mean_Node,42.558,(dp)) (135-sesquisquare,5')\n(H10,177.481,(r)) (Mercury,237.506,(dr)) (sextile,1')\n(H10,177.481,(r)) (Mean_Node,42.651,(dr)) (135-sesquisquare,10')\n(H1,269.490,(r)) (Mars,209.332,(cr)) (sextile,10')", "(Mars,275.284,(r)) (Moon,335.572,(dp)) (sextile,17')\n(Mars,275.284,(r)) (Moon,155.408,(cp)) (trine,7')", '14', 31]
