['Time', '0: 2008-09-05', '1: 2009-03-19', '2: 2010-09-15', '3: 2012-03-06', '4: 2012-12-12', '5: 2013-12-12', '6: 2014-03-24', '7: 2015-05-27', '8: 2016-05-27', '9: 2017-09-15', '10: 2017-09-22', '11: 2018-02-19', '12: 2019-05-22', '13: 2021-04-06', '14: 2021-07-10', '15: 2022-05-25', 'Count']
['2000-03-11 09:24:39', "(POF,125.476,(r)) (Neptune,305.428,(c)) (opposition,2.91')\n(Mars,15.027,(c)) (POF,15.182,(c)) (conjunction,9.26')", "(H3,122.939,(r)) (Moon,182.813,(p)) (sextile,7.57')", "(H10,336.823,(r)) (Jupiter,36.943,(p)) (sextile,7.19')", "(H9,302.939,(r)) (Sun,3.039,(p)) (sextile,5.97')", "(Sun,351.114,(r)) (H9,291.222,(c)) (sextile,6.51')", '5', '6', '7', '8', "(Uranus,319.529,(p)) (H3,139.616,(p)) (opposition,5.22')\n(Mercury,347.026,(c)) (H3,106.893,(c)) (trine,7.98')", '10', '11', '12', "(Saturn,43.329,(r)) (H7,223.226,(c)) (opposition,6.21')", '14', '15', 9]
['2000-03-11 11:59:36', '0', '1', '2', "(Jupiter,32.391,(c)) (H9,332.537,(c)) (sextile,8.76')", '4', '5', "(H3,165.272,(r)) (Mercury,345.226,(c)) (opposition,2.75')\n(Mercury,345.226,(c)) (POF,345.122,(c)) (conjunction,6.22')", "(H8,308.835,(r)) (Venus,308.757,(c)) (conjunction,4.68')", '8', '9', '10', "(POF,161.297,(r)) (Mercury,341.265,(p)) (opposition,1.92')", '12', '13', "(Mercury,346.706,(c)) (H1,76.616,(c)) (square,5.39')", '15', 6]
['2000-03-11 12:58:31', '0', "(H4,214.431,(r)) (Mercury,334.290,(p)) (trine,8.49')", "(Sun,351.262,(r)) (H3,171.114,(c)) (opposition,8.88')", '3', '4', "(H3,182.544,(r)) (POF,2.679,(p)) (opposition,8.11')\n(Pluto,252.898,(r)) (H12,73.044,(c)) (opposition,8.76')\n(H3,182.544,(r)) (POF,2.445,(c)) (opposition,5.94')", '6', '7', '8', "(H1,109.090,(r)) (Venus,349.233,(p)) (trine,8.60')\n(Mercury,333.359,(r)) (H1,93.229,(c)) (trine,7.83')", "(H10,34.431,(r)) (Mars,34.407,(p)) (conjunction,1.45')", '11', '12', '13', '14', "(H9,2.544,(r)) (Mean_Node,122.508,(c)) (trine,2.15')", 9]
['2000-03-11 14:36:56', '0', "(Mars,21.532,(r)) (H3,201.492,(c)) (opposition,2.37')", '2', '3', "(Venus,343.441,(p)) (H9,43.621,(p)) (sextile,10.82')\n(H1,136.303,(r)) (Moon,256.076,(c)) (trine,13.62')", '5', "(Venus,345.020,(p)) (H3,224.857,(p)) (trine,9.78')\n(Mean_Node,121.328,(r)) (H7,301.307,(c)) (opposition,1.25')", "(H1,136.303,(r)) (Moon,226.521,(c)) (square,13.05')", "(Pluto,252.898,(r)) (H10,73.054,(p)) (opposition,9.38')", '9', '10', "(Moon,191.555,(c)) (H3,191.772,(c)) (conjunction,13.03')", "(Uranus,319.609,(p)) (H9,49.787,(p)) (square,10.69')\n(Uranus,318.713,(r)) (POF,318.572,(c)) (conjunction,8.46')", '13', "(Neptune,306.211,(p)) (POF,126.317,(p)) (opposition,6.38')", '15', 11]
['2000-03-11 15:16:47', '0', "(Uranus,318.239,(c)) (H7,318.284,(c)) (conjunction,2.73')", "(POF,217.094,(r)) (Jupiter,36.996,(p)) (opposition,5.89')\n(H3,221.852,(r)) (Mercury,341.871,(c)) (trine,1.11')", "(Uranus,318.715,(r)) (H10,78.760,(p)) (trine,2.71')", "(Moon,234.225,(p)) (H9,54.047,(p)) (opposition,10.69')\n(Uranus,319.331,(p)) (H10,79.407,(p)) (trine,4.56')", '5', '6', '7', "(Mars,9.398,(c)) (POF,9.507,(c)) (conjunction,6.52')", '9', '10', "(Mercury,347.065,(c)) (POF,346.906,(c)) (conjunction,9.51')", "(H9,41.852,(r)) (Saturn,41.754,(c)) (conjunction,5.86')", "(POF,217.094,(r)) (Mars,37.056,(p)) (opposition,2.27')\n(Neptune,305.014,(c)) (H7,304.949,(c)) (conjunction,3.87')", "(POF,217.094,(r)) (Mars,37.245,(p)) (opposition,9.08')", "(Uranus,318.715,(r)) (H9,18.609,(c)) (sextile,6.35')", 13]
['2000-03-11 09:29:20', '0', '1', '2', '3', '4', '5', "(Sun,351.117,(r)) (H3,111.187,(c)) (trine,4.18')", '7', '8', "(Mercury,347.025,(c)) (H1,47.191,(c)) (sextile,9.96')", '10', '11', '12', '13', '14', '15', 2]
['2000-03-11 15:20:47', '0', '1', "(H3,222.925,(r)) (Moon,282.952,(c)) (sextile,1.62')", "(Moon,224.695,(p)) (H1,164.560,(p)) (sextile,8.11')", '4', '5', '6', '7', '8', "(Sun,351.361,(r)) (H1,171.444,(p)) (opposition,5.00')\n(POF,218.421,(r)) (Jupiter,38.537,(p)) (opposition,6.92')\n(Moon,291.109,(p)) (H1,171.444,(p)) (trine,20.10')", '10', "(Moon,59.759,(r)) (H3,239.831,(p)) (opposition,4.31')", '12', '13', "(Neptune,305.692,(r)) (H1,125.795,(c)) (opposition,6.15')", "(Mercury,333.325,(r)) (POF,153.344,(p)) (opposition,1.16')", 8]
['2000-03-11 15:00:31', '0', "(Mercury,334.333,(p)) (H7,334.151,(p)) (conjunction,10.89')", '2', "(H9,37.445,(r)) (Jupiter,37.314,(p)) (conjunction,7.86')\n(Moon,265.370,(c)) (H9,25.064,(c)) (trine,18.33')", "(H9,37.445,(r)) (Jupiter,37.482,(p)) (conjunction,2.23')", "(POF,211.777,(r)) (Mars,31.704,(p)) (opposition,4.38')", "(H3,217.445,(r)) (Sun,337.283,(c)) (trine,9.68')", '7', "(Pluto,252.898,(r)) (H1,162.883,(p)) (square,0.87')\n(Pluto,252.859,(p)) (H1,162.883,(p)) (square,1.44')\n(Neptune,305.692,(r)) (H1,125.587,(c)) (opposition,6.32')", "(Uranus,319.539,(p)) (H10,79.640,(p)) (trine,6.03')", "(Uranus,318.714,(r)) (H10,48.825,(c)) (square,6.62')", "(Uranus,318.714,(r)) (H3,198.621,(c)) (trine,5.58')", '12', '13', '14', '15', 12]
['2000-03-11 14:01:28', "(H7,305.946,(r)) (Neptune,305.921,(p)) (conjunction,1.51')\n(Saturn,42.582,(c)) (H4,222.533,(c)) (opposition,2.93')", '1', "(Venus,340.641,(p)) (POF,340.568,(p)) (conjunction,4.36')\n(Sun,340.779,(c)) (H10,40.612,(c)) (sextile,10.03')", "(Mercury,333.344,(r)) (H9,33.211,(p)) (sextile,8.00')\n(Uranus,318.712,(r)) (H1,138.795,(p)) (opposition,4.97')", '4', "(Mars,21.514,(r)) (POF,21.574,(p)) (conjunction,3.63')", "(Sun,337.242,(c)) (H4,217.227,(c)) (trine,0.91')", '7', "(Neptune,305.180,(c)) (H10,35.103,(c)) (square,4.57')", "(H10,50.385,(r)) (Moon,290.457,(p)) (trine,4.32')\n(H1,125.946,(r)) (Venus,306.015,(c)) (opposition,4.12')\n(Sun,333.741,(c)) (H10,33.820,(c)) (sextile,4.74')", '10', "(Mercury,333.344,(r)) (H4,213.395,(c)) (trine,3.08')\n(Mean_Node,121.329,(r)) (H3,181.370,(c)) (sextile,2.46')", '12', '13', '14', "(H1,125.946,(r)) (POF,125.822,(p)) (conjunction,7.46')", 15]
['2000-03-11 10:47:11', '0', "(H7,258.270,(r)) (Uranus,318.228,(c)) (sextile,2.52')", '2', "(Venus,312.675,(c)) (H9,312.775,(c)) (conjunction,5.99')", '4', '5', "(Mars,10.899,(c)) (H3,130.756,(c)) (trine,8.59')", '7', "(Pluto,252.897,(r)) (H10,342.766,(c)) (square,7.86')\n(Sun,334.917,(c)) (H1,65.089,(c)) (square,10.37')\n(Pluto,252.785,(c)) (H10,342.766,(c)) (square,1.10')\n(Mean_Node,122.195,(c)) (POF,302.163,(c)) (opposition,1.95')", '9', '10', '11', "(Neptune,305.687,(r)) (H9,305.693,(c)) (conjunction,0.33')", '13', '14', "(Venus,300.059,(c)) (H1,60.139,(c)) (trine,4.80')", 9]
['2000-03-11 10:15:11', '0', '1', "(Moon,280.429,(c)) (H10,339.929,(c)) (sextile,29.97')", '3', '4', '5', '6', '7', '8', '9', '10', "(Moon,56.784,(r)) (H7,236.754,(c)) (opposition,1.82')", '12', '13', '14', '15', 2]
['2000-03-11 07:27:51', '0', '1', "(H1,34.950,(r)) (Mercury,334.986,(p)) (sextile,2.14')\n(POF,99.074,(r)) (Moon,279.049,(c)) (opposition,1.53')", '3', '4', '5', '6', '7', '8', "(Venus,348.950,(p)) (H1,48.839,(p)) (sextile,6.72')\n(Sun,351.033,(r)) (H10,291.183,(c)) (sextile,8.99')", "(Uranus,318.698,(r)) (H1,48.854,(p)) (square,9.32')\n(Mars,21.310,(r)) (H10,291.166,(c)) (square,8.66')", '11', "(Mars,21.310,(r)) (H9,291.316,(p)) (square,0.36')", "(H4,126.881,(r)) (Mars,36.820,(p)) (square,3.65')", "(H10,306.881,(r)) (Mars,37.009,(p)) (square,7.70')\n(H1,34.950,(r)) (Neptune,304.993,(c)) (square,2.58')\n(Mercury,346.628,(c)) (H9,256.465,(c)) (square,9.78')", "(Venus,327.316,(r)) (H10,327.331,(p)) (conjunction,0.90')", 12]
['2000-03-11 13:22:31', '0', "(Uranus,319.155,(p)) (H3,199.148,(p)) (trine,0.39')\n(Moon,299.813,(c)) (H3,179.798,(c)) (trine,0.86')", "(H10,40.604,(r)) (Venus,340.608,(p)) (sextile,0.23')\n(H10,40.604,(r)) (Sun,340.752,(c)) (sextile,8.89')", "(POF,29.269,(c)) (H10,29.097,(c)) (conjunction,10.32')", '4', "(H3,189.586,(r)) (POF,9.641,(p)) (opposition,3.31')", '6', "(Moon,225.882,(c)) (H8,316.161,(c)) (square,16.71')", '8', '9', '10', "(H7,295.307,(r)) (Moon,295.250,(p)) (conjunction,3.45')", '12', "(Mars,5.661,(c)) (H7,275.671,(c)) (square,0.64')", "(Mars,5.464,(c)) (H1,95.436,(c)) (square,1.66')", "(Jupiter,34.760,(r)) (H1,94.645,(c)) (sextile,6.87')\n(Uranus,318.711,(r)) (H10,18.770,(c)) (sextile,3.53')", 12]
['2000-03-11 12:32:15', "(Neptune,305.689,(r)) (H4,215.650,(p)) (square,2.33')", "(Moon,184.567,(p)) (H3,184.497,(p)) (conjunction,4.24')\n(Uranus,318.709,(r)) (H4,198.672,(c)) (trine,2.19')", "(Mercury,333.366,(r)) (H1,93.257,(c)) (trine,6.53')", "(H1,102.543,(r)) (Venus,342.384,(p)) (trine,9.57')", "(Venus,343.334,(p)) (POF,343.196,(p)) (conjunction,8.28')\n(Moon,255.047,(c)) (H10,14.905,(c)) (trine,8.53')", '5', '6', '7', "(Mean_Node,121.333,(r)) (H8,301.427,(c)) (opposition,5.65')", '9', '10', "(H3,174.821,(r)) (Moon,294.835,(p)) (trine,0.82')", '12', '13', '14', "(H9,354.821,(r)) (Venus,355.002,(p)) (conjunction,10.85')\n(Moon,347.846,(p)) (H10,48.297,(p)) (sextile,27.06')", 11]
['2000-03-11 09:30:56', '0', "(Pluto,252.897,(r)) (H3,133.060,(p)) (trine,9.74')\n(Pluto,252.895,(p)) (H3,133.060,(p)) (trine,9.87')\n(Moon,56.354,(r)) (H3,116.173,(c)) (sextile,10.87')", "(H1,61.651,(r)) (Sun,1.582,(p)) (sextile,4.09')", '3', "(Moon,231.265,(p)) (H10,351.050,(p)) (trine,12.93')", '5', '6', '7', '8', "(H10,338.496,(r)) (Jupiter,38.483,(p)) (sextile,0.81')", '10', "(Moon,56.354,(r)) (H4,176.185,(p)) (trine,10.13')\n(Mean_Node,120.389,(p)) (POF,0.253,(p)) (trine,8.17')\n(Mercury,347.107,(c)) (H7,227.183,(c)) (trine,4.59')", '12', '13', "(Uranus,317.537,(c)) (H10,317.650,(c)) (conjunction,6.76')", '15', 10]
['2000-03-11 09:39:19', '0', "(Moon,297.938,(c)) (H3,118.253,(c)) (opposition,18.88')", "(Sun,351.124,(r)) (H10,351.120,(p)) (conjunction,0.24')\n(H10,340.747,(r)) (Sun,340.596,(c)) (conjunction,9.08')", '3', '4', '5', "(H3,126.680,(r)) (Moon,246.968,(p)) (trine,17.29')", "(POF,128.777,(r)) (Venus,308.636,(c)) (opposition,8.46')", '8', "(H10,340.747,(r)) (Mercury,340.733,(p)) (conjunction,0.84')", '10', '11', '12', "(Saturn,41.610,(c)) (POF,221.690,(c)) (opposition,4.80')", '14', "(POF,128.777,(r)) (Moon,128.840,(c)) (conjunction,3.78')\n(Mercury,346.245,(c)) (H9,286.107,(c)) (sextile,8.24')", 9]
['2000-03-11 08:00:24', "(Saturn,44.169,(p)) (POF,224.038,(p)) (opposition,7.83')", "(Sun,351.056,(r)) (POF,231.191,(p)) (trine,8.12')\n(Jupiter,34.714,(r)) (H3,94.601,(c)) (sextile,6.79')\n(Jupiter,34.714,(r)) (H7,214.771,(c)) (opposition,3.41')\n(H7,222.061,(r)) (Sun,342.024,(c)) (trine,2.18')", "(Mercury,333.435,(r)) (H1,33.547,(c)) (sextile,6.71')\n(Mercury,333.435,(r)) (H3,93.311,(c)) (trine,7.44')\n(H1,42.061,(r)) (Mercury,342.183,(c)) (sextile,7.31')", "(H1,42.061,(r)) (Venus,342.151,(p)) (sextile,5.44')\n(Jupiter,32.360,(c)) (H1,32.333,(c)) (conjunction,1.59')", '4', "(H1,42.061,(r)) (Saturn,42.133,(c)) (conjunction,4.37')", "(Sun,351.056,(r)) (POF,291.133,(c)) (sextile,4.65')\n(Mean_Node,122.086,(c)) (H4,122.098,(c)) (conjunction,0.72')", "(H4,134.967,(r)) (Saturn,44.888,(p)) (square,4.73')\n(H1,42.061,(r)) (Saturn,42.022,(c)) (conjunction,2.30')", "(H10,314.967,(r)) (Saturn,44.999,(p)) (square,1.91')\n(H1,42.061,(r)) (Saturn,41.947,(c)) (conjunction,6.79')", "(Venus,327.344,(r)) (H3,87.235,(c)) (trine,6.52')", '10', "(Venus,327.344,(r)) (H7,207.363,(c)) (trine,1.17')\n(Mean_Node,122.293,(c)) (POF,242.177,(c)) (trine,6.94')", '12', '13', '14', '15', 20]
['2000-03-11 14:43:52', '0', "(Mercury,334.327,(p)) (POF,334.202,(p)) (conjunction,7.48')\n(H3,212.856,(r)) (Jupiter,32.976,(c)) (opposition,7.23')", "(Sun,351.335,(r)) (H10,51.251,(c)) (sextile,5.09')", "(Moon,224.374,(p)) (H9,44.724,(p)) (opposition,21.00')", '4', '5', "(Jupiter,34.771,(r)) (H7,334.657,(p)) (sextile,6.83')\n(Uranus,317.961,(c)) (H3,198.084,(c)) (trine,7.34')", "(Moon,226.580,(c)) (H4,226.864,(c)) (conjunction,17.04')\n(Mean_Node,122.133,(c)) (H1,121.995,(c)) (conjunction,8.28')", '8', '9', '10', '11', '12', '13', '14', "(Uranus,319.732,(p)) (H10,79.728,(p)) (trine,0.22')", 9]
['2000-03-11 12:17:04', "(Mars,15.117,(c)) (H4,195.111,(c)) (opposition,0.40')", "(Sun,351.234,(r)) (POF,291.139,(p)) (sextile,5.65')", "(Sun,1.697,(p)) (H3,181.622,(p)) (opposition,4.46')", "(Sun,3.157,(p)) (H9,3.195,(p)) (conjunction,2.24')\n(H10,23.526,(r)) (Moon,264.025,(c)) (trine,29.96')", "(Sun,3.920,(p)) (H9,4.015,(p)) (conjunction,5.73')", "(Mars,21.460,(r)) (H1,111.298,(p)) (square,9.69')", '6', '7', '8', "(Venus,305.925,(c)) (POF,306.028,(c)) (conjunction,6.20')\n(Venus,305.925,(c)) (H10,5.887,(c)) (sextile,2.32')", '10', "(Venus,305.394,(c)) (H4,185.440,(c)) (trine,2.75')", '12', "(Saturn,43.341,(r)) (H4,223.448,(p)) (opposition,6.44')", '14', '15', 11]
['2000-03-11 12:29:28', '0', '1', "(Jupiter,36.971,(p)) (H10,36.828,(p)) (conjunction,8.59')\n(H1,101.860,(r)) (Moon,281.537,(c)) (opposition,19.39')\n(H1,101.860,(r)) (Mercury,341.991,(c)) (trine,7.85')\n(Jupiter,32.673,(c)) (H1,92.605,(c)) (sextile,4.11')", '3', '4', '5', '6', '7', '8', "(Moon,58.091,(r)) (H1,118.153,(p)) (sextile,3.73')", "(Saturn,43.342,(r)) (H10,43.333,(p)) (conjunction,0.51')\n(Mercury,333.366,(r)) (H12,63.361,(c)) (square,0.34')", "(Jupiter,34.752,(r)) (H3,154.619,(c)) (trine,7.96')", "(Mercury,333.366,(r)) (H9,333.268,(c)) (conjunction,5.91')", "(Mars,5.633,(c)) (H4,185.562,(c)) (opposition,4.25')", "(Mars,5.436,(c)) (H10,5.289,(c)) (conjunction,8.77')", "(Moon,347.821,(p)) (H10,47.599,(p)) (sextile,13.31')", 12]
['2000-03-11 13:34:39', "(Neptune,305.690,(r)) (H4,215.672,(c)) (square,1.13')", '1', "(Mean_Node,121.887,(c)) (H3,181.729,(c)) (sextile,9.49')", "(H10,43.683,(r)) (Moon,223.772,(p)) (opposition,5.37')\n(Jupiter,32.404,(c)) (POF,32.379,(c)) (conjunction,1.48')\n(Jupiter,32.404,(c)) (H10,32.276,(c)) (conjunction,7.65')\n(POF,32.379,(c)) (H10,32.276,(c)) (conjunction,6.17')", '4', "(H3,193.128,(r)) (POF,13.274,(p)) (opposition,8.76')", "(Venus,327.631,(r)) (H3,207.797,(p)) (trine,9.98')\n(Mercury,345.176,(c)) (H7,285.075,(c)) (sextile,6.04')", '7', "(Uranus,318.711,(r)) (H8,318.533,(c)) (conjunction,10.71')", '9', '10', '11', "(Uranus,318.711,(r)) (H1,138.603,(p)) (opposition,6.48')", '13', '14', '15', 11]
['2000-03-11 07:48:31', '0', '1', "(Moon,201.796,(p)) (H10,321.694,(p)) (trine,6.11')\n(H1,39.473,(r)) (Moon,279.219,(c)) (trine,15.26')\n(H3,99.605,(r)) (Moon,279.219,(c)) (opposition,23.15')", "(Venus,312.521,(c)) (POF,312.494,(c)) (conjunction,1.62')", "(Moon,230.386,(p)) (H9,290.659,(p)) (sextile,16.41')", '5', '6', "(Sun,351.047,(r)) (H8,261.078,(p)) (square,1.84')\n(H4,131.995,(r)) (Saturn,42.022,(c)) (square,1.63')", "(H10,311.995,(r)) (Saturn,41.947,(c)) (square,2.86')", '9', '10', "(Moon,55.358,(r)) (H3,115.252,(p)) (sextile,6.37')", '12', '13', '14', "(H1,39.473,(r)) (Jupiter,39.521,(p)) (conjunction,2.84')\n(H9,279.605,(r)) (Jupiter,39.521,(p)) (trine,5.05')\n(Venus,299.906,(c)) (POF,180.066,(c)) (trine,9.62')", 12]
['2000-03-11 11:17:28', '0', '1', '2', "(Uranus,319.288,(p)) (H10,19.269,(p)) (sextile,1.16')", "(Moon,254.429,(c)) (H1,74.516,(c)) (opposition,5.21')", "(Pluto,252.897,(r)) (H12,73.067,(p)) (opposition,10.19')", "(Uranus,318.706,(r)) (H3,138.785,(c)) (opposition,4.71')", '7', "(Saturn,43.337,(r)) (H8,313.492,(p)) (square,9.33')\n(H10,7.440,(r)) (Sun,7.300,(p)) (conjunction,8.40')", "(Moon,195.405,(c)) (H3,135.259,(c)) (sextile,8.77')", '10', "(H3,153.185,(r)) (Sun,333.194,(c)) (opposition,0.53')\n(Moon,189.705,(c)) (H7,250.229,(c)) (sextile,31.49')", '12', '13', '14', '15', 9]
['2000-03-11 12:45:20', '0', '1', '2', "(Venus,342.395,(p)) (H10,42.252,(p)) (sextile,8.59')", '4', '5', "(Mercury,333.363,(r)) (H7,273.222,(c)) (sextile,8.42')", '7', "(Mean_Node,121.332,(r)) (H1,121.177,(p)) (conjunction,9.28')", '9', '10', '11', "(Uranus,318.709,(r)) (H10,48.826,(p)) (square,7.01')", "(Neptune,306.204,(p)) (H7,306.097,(p)) (conjunction,6.42')", "(Mars,21.474,(r)) (H9,21.305,(p)) (conjunction,10.14')\n(Neptune,306.209,(p)) (H1,126.365,(p)) (opposition,9.35')", '15', 7]
['2000-03-11 14:49:59', '0', '1', '2', '3', '4', '5', '6', '7', '8', "(Mercury,340.949,(p)) (H1,160.921,(p)) (opposition,1.66')", '10', "(Mercury,341.386,(p)) (H7,341.448,(p)) (conjunction,3.74')", "(Pluto,252.898,(r)) (H1,162.987,(p)) (square,5.34')\n(Pluto,252.836,(p)) (H1,162.987,(p)) (square,9.02')", '13', '14', '15', 4]
['2000-03-11 08:43:20', '0', "(Jupiter,34.720,(r)) (H4,154.586,(p)) (trine,8.06')\n(Mean_Node,120.863,(p)) (POF,240.838,(p)) (trine,1.50')\n(Mean_Node,120.863,(p)) (H3,120.818,(p)) (conjunction,2.73')", "(Mercury,342.152,(c)) (POF,342.048,(c)) (conjunction,6.23')", '3', "(H1,51.372,(r)) (Moon,230.857,(p)) (opposition,30.94')", '5', '6', "(H8,260.946,(r)) (Moon,260.570,(p)) (conjunction,22.58')", '8', '9', "(Pluto,252.897,(r)) (H10,342.851,(p)) (square,2.74')\n(Pluto,252.852,(p)) (H10,342.851,(p)) (square,0.01')", "(H3,112.679,(r)) (Moon,292.947,(p)) (opposition,16.09')\n(Sun,8.908,(p)) (H3,129.084,(p)) (trine,10.56')\n(Venus,349.546,(p)) (POF,349.519,(p)) (conjunction,1.60')", "(Neptune,305.685,(r)) (H1,35.769,(c)) (square,5.09')", '13', "(Neptune,305.685,(r)) (H10,305.789,(c)) (conjunction,6.29')", "(Sun,13.115,(p)) (H9,313.134,(p)) (sextile,1.15')", 14]
['2000-03-11 15:26:07', '0', '1', '2', "(Venus,327.726,(r)) (POF,27.835,(p)) (sextile,6.50')\n(H9,44.349,(r)) (Moon,224.741,(p)) (opposition,23.56')\n(Jupiter,32.418,(c)) (H9,32.260,(c)) (conjunction,9.46')", "(Jupiter,37.486,(p)) (POF,37.592,(p)) (conjunction,6.38')\n(Moon,256.482,(c)) (H1,136.876,(c)) (trine,23.63')", '5', '6', "(Moon,263.882,(p)) (H4,263.618,(p)) (conjunction,15.84')", '8', '9', '10', "(Mean_Node,121.326,(r)) (H3,241.163,(p)) (trine,9.78')", '12', '13', '14', '15', 7]
['2000-03-11 11:50:23', '0', "(Jupiter,32.953,(c)) (H3,153.070,(c)) (trine,6.99')", "(H1,92.568,(r)) (Jupiter,32.668,(c)) (sextile,5.99')", "(H9,342.605,(r)) (Moon,222.864,(p)) (trine,15.52')\n(Moon,222.864,(p)) (H1,102.987,(p)) (trine,7.39')", '4', "(Moon,57.711,(r)) (H12,57.820,(c)) (conjunction,6.56')", "(Moon,57.711,(r)) (H3,177.539,(p)) (trine,10.31')\n(Mean_Node,122.077,(c)) (H4,182.202,(c)) (sextile,7.50')", '7', '8', "(Mercury,333.376,(r)) (H10,33.292,(p)) (sextile,5.05')\n(Mean_Node,121.334,(r)) (H3,181.254,(p)) (sextile,4.82')\n(Uranus,317.759,(c)) (H1,77.805,(c)) (trine,2.76')", '10', '11', "(H9,342.605,(r)) (Mercury,342.569,(p)) (conjunction,2.17')", "(Mars,21.446,(r)) (H7,291.273,(p)) (square,10.35')", "(Mars,21.446,(r)) (H1,111.517,(p)) (square,4.28')", '15', 13]
['2000-03-11 11:19:52', '0', "(Jupiter,34.742,(r)) (POF,34.739,(c)) (conjunction,0.18')\n(Uranus,318.230,(c)) (H7,258.121,(c)) (sextile,6.52')", "(Moon,57.413,(r)) (H10,357.471,(c)) (sextile,3.46')", '3', '4', '5', '6', "(Pluto,252.897,(r)) (H1,73.017,(c)) (opposition,7.16')", '8', "(Moon,195.427,(c)) (H3,135.898,(c)) (sextile,28.23')", "(H10,8.094,(r)) (Mars,8.274,(c)) (conjunction,10.82')\n(Uranus,317.757,(c)) (H12,47.717,(c)) (square,2.43')", '11', '12', '13', '14', "(Moon,57.413,(r)) (H9,357.288,(p)) (sextile,7.52')", 8]
['2000-03-11 12:12:56', '0', '1', '2', "(Venus,327.560,(r)) (H1,87.531,(c)) (trine,1.77')", "(Jupiter,34.750,(r)) (H10,34.658,(p)) (conjunction,5.49')", "(Moon,242.969,(c)) (H12,62.861,(c)) (opposition,6.47')", '6', "(Mars,21.457,(r)) (H1,111.593,(p)) (square,8.13')", '8', "(Jupiter,34.750,(r)) (POF,34.705,(p)) (conjunction,2.67')\n(H3,169.157,(r)) (Moon,289.565,(p)) (trine,24.50')\n(H3,169.157,(r)) (Venus,349.194,(p)) (opposition,2.26')", '10', "(Moon,294.675,(p)) (H7,294.176,(p)) (conjunction,29.93')", '12', '13', "(Pluto,252.898,(r)) (POF,252.792,(c)) (conjunction,6.34')\n(Pluto,252.719,(c)) (POF,252.792,(c)) (conjunction,4.37')", "(Uranus,318.708,(r)) (H1,78.819,(c)) (trine,6.65')\n(Venus,300.133,(c)) (POF,240.276,(c)) (sextile,8.59')", 12]
['2000-03-11 14:09:04', '0', "(Sun,0.293,(p)) (H4,240.270,(p)) (trine,1.37')", "(Moon,59.060,(r)) (POF,58.910,(c)) (conjunction,9.01')\n(Moon,282.359,(c)) (H10,42.544,(c)) (trine,11.08')", '3', "(Jupiter,32.264,(c)) (POF,32.416,(c)) (conjunction,9.14')", '5', '6', '7', "(Mars,21.517,(r)) (H1,111.700,(c)) (square,10.96')", "(Mercury,340.920,(p)) (H3,220.778,(p)) (trine,8.55')\n(Sun,333.747,(c)) (POF,333.659,(c)) (conjunction,5.28')", '10', "(Mercury,341.357,(p)) (H3,221.199,(p)) (trine,9.47')", '12', '13', '14', '15', 8]
['2000-03-11 11:33:52', '0', '1', "(POF,155.101,(r)) (Mercury,335.088,(p)) (opposition,0.75')", "(Uranus,318.707,(r)) (POF,318.570,(p)) (conjunction,8.21')\n(Uranus,318.707,(r)) (H1,78.766,(c)) (trine,3.52')", "(Sun,351.204,(r)) (H9,351.323,(p)) (conjunction,7.19')\n(H10,11.901,(r)) (Venus,311.765,(c)) (sextile,8.16')\n(Uranus,318.025,(c)) (H1,78.126,(c)) (trine,6.08')", '5', "(H3,157.849,(r)) (Jupiter,37.731,(p)) (trine,7.11')", '7', "(POF,155.101,(r)) (Sun,334.949,(c)) (opposition,9.08')\n(H8,301.940,(r)) (Moon,212.402,(c)) (square,27.74')", '9', '10', '11', "(Pluto,252.897,(r)) (H1,72.766,(c)) (opposition,7.90')\n(Pluto,252.748,(c)) (H1,72.766,(c)) (opposition,1.06')", '13', '14', "(Mercury,333.380,(r)) (H10,33.426,(p)) (sextile,2.75')\n(Mean_Node,121.335,(r)) (H9,1.405,(p)) (trine,4.24')\n(Moon,130.001,(c)) (H1,70.248,(c)) (sextile,14.81')", 14]
['2000-03-11 10:49:43', '0', "(Jupiter,34.738,(r)) (H3,154.652,(p)) (trine,5.15')\n(Venus,316.341,(c)) (H3,136.386,(c)) (opposition,2.70')", "(Venus,327.489,(r)) (H1,87.431,(p)) (trine,3.49')", '3', "(Mercury,344.221,(c)) (POF,344.273,(c)) (conjunction,3.12')", '5', '6', '7', '8', "(Mercury,333.391,(r)) (H1,93.286,(p)) (trine,6.35')", '10', "(Uranus,318.705,(r)) (POF,18.644,(p)) (sextile,3.69')", '12', '13', '14', '15', 6]
