DateTime,count
1916-09-06 21:26:39,5
1916-09-06 07:27:43,10
1916-09-06 20:09:04,8
1916-09-06 10:19:04,7
1916-09-06 10:55:59,5
1916-09-06 08:56:00,10
1916-09-06 03:52:47,8
1916-09-06 20:46:16,7
1916-09-06 16:37:27,5
1916-09-06 07:23:43,10
1916-09-06 00:12:23,8
1916-09-06 23:40:08,7
