DateTime,count
2000-03-11 16:46:23,6
2000-03-11 12:58:31,5
2000-03-11 15:49:35,4
2000-03-11 15:00:31,4
2000-03-11 09:23:36,3
2000-03-11 16:08:47,3
2000-03-11 09:44:23,3
2000-03-11 15:24:56,2
2000-03-11 13:18:56,2
2000-03-11 13:49:51,2
2000-03-11 06:31:28,2
2000-03-11 17:53:52,2
2000-03-11 15:44:39,2
2000-03-11 12:09:04,2
2000-03-11 06:30:16,2
2000-03-11 10:03:43,2
2000-03-11 08:37:44,2
