['Time', '0: 1949-08-15', '1: 1952-01-21', '2: 1953-04-18', '3: 1953-06-25', '4: 1953-09-12', '5: 1956-08-23', '6: 1957-08-03', '7: 1957-11-27', '8: 1958-11-04', '9: 1960-11-25', '10: 1963-08-07', '11: 1963-08-09', '12: 1963-11-22', '13: 1964-06-15', '14: 1957-11-15', '15: 1968-03-15', '16: 1968-06-05', '17: 1968-10-20', '18: 1975-03-15', '19: 1994-05-20', 'Count']
['1929-07-27 20:02:56', '0', '1', "(Mean_Node,47.260,(r)) (H7,47.125,(c)) (conjunction,8.14')", '3', '4', "(Mars,164.247,(r)) (H8,74.167,(c)) (square,4.79')", '6', '7', '8', '9', '10', "(Mean_Node,47.260,(r)) (H4,317.352,(c)) (square,5.52')", '12', '13', "(Mean_Node,47.260,(r)) (H9,107.193,(c)) (sextile,4.04')", '15', '16', '17', '18', '19', 4]
['1929-07-27 20:03:04', '0', '1', "(Mean_Node,47.260,(r)) (H7,47.151,(c)) (conjunction,6.57')", '3', '4', "(Mars,164.247,(r)) (H8,74.196,(c)) (square,3.06')", '6', '7', '8', '9', '10', '11', '12', '13', "(Mean_Node,47.260,(r)) (H9,107.225,(c)) (sextile,2.09')", '15', '16', '17', '18', '19', 3]
['1929-07-27 20:03:12', '0', '1', "(Mean_Node,47.260,(r)) (H7,47.177,(c)) (conjunction,5.00')", '3', '4', "(Mars,164.247,(r)) (H8,74.225,(c)) (square,1.33')", '6', '7', '8', '9', '10', '11', '12', '13', "(Mean_Node,47.260,(r)) (H9,107.258,(c)) (sextile,0.14')", '15', '16', '17', '18', '19', 3]
['1929-07-27 20:03:20', '0', '1', "(Mean_Node,47.260,(r)) (H7,47.203,(c)) (conjunction,3.44')", '3', '4', "(Mars,164.247,(r)) (H8,74.254,(c)) (square,0.40')", '6', '7', '8', '9', '10', '11', "(Mean_Node,47.260,(r)) (H4,317.167,(c)) (square,5.58')", '13', "(Mean_Node,47.260,(r)) (H9,107.290,(c)) (sextile,1.81')", '15', '16', '17', '18', '19', 4]
['1929-07-27 20:03:28', '0', '1', "(Mean_Node,47.260,(r)) (H7,47.229,(c)) (conjunction,1.87')", "(Mean_Node,47.260,(r)) (H7,47.086,(c)) (conjunction,10.47')", '4', "(Mars,164.247,(r)) (H8,74.283,(c)) (square,2.13')", '6', '7', '8', '9', '10', '11', "(Mean_Node,47.260,(r)) (H4,317.201,(c)) (square,3.56')", '13', "(Mean_Node,47.260,(r)) (H9,107.323,(c)) (sextile,3.76')", '15', '16', '17', '18', '19', 5]
['1929-07-27 20:03:36', '0', '1', "(Mean_Node,47.260,(r)) (H7,47.255,(c)) (conjunction,0.30')", "(Mean_Node,47.260,(r)) (H7,47.112,(c)) (conjunction,8.90')", '4', "(Mars,164.248,(r)) (H8,74.312,(c)) (square,3.86')", '6', '7', '8', '9', '10', '11', "(Mean_Node,47.260,(r)) (H4,317.235,(c)) (square,1.53')", '13', '14', '15', '16', '17', '18', '19', 4]
['1929-07-27 20:03:44', '0', '1', "(Mean_Node,47.260,(r)) (H7,47.281,(c)) (conjunction,1.26')", "(Mean_Node,47.260,(r)) (H7,47.138,(c)) (conjunction,7.33')", '4', "(Mars,164.248,(r)) (H8,74.341,(c)) (square,5.59')", '6', '7', '8', '9', '10', '11', "(Mean_Node,47.260,(r)) (H4,317.269,(c)) (square,0.50')", '13', '14', '15', '16', '17', '18', '19', 4]
['1929-07-27 20:03:52', '0', '1', "(Mean_Node,47.260,(r)) (H7,47.307,(c)) (conjunction,2.83')", "(Mean_Node,47.260,(r)) (H7,47.164,(c)) (conjunction,5.77')", '4', '5', '6', '7', '8', '9', '10', '11', "(Mean_Node,47.260,(r)) (H4,317.302,(c)) (square,2.52')", '13', '14', '15', '16', '17', '18', "(Pluto,108.354,(r)) (H10,108.182,(c)) (conjunction,10.31')", 4]
['1929-07-27 20:03:59', '0', '1', "(Mean_Node,47.260,(r)) (H7,47.334,(c)) (conjunction,4.40')", "(Mean_Node,47.260,(r)) (H7,47.190,(c)) (conjunction,4.20')", '4', '5', '6', '7', '8', '9', '10', '11', "(Mean_Node,47.260,(r)) (H4,317.336,(c)) (square,4.55')", '13', '14', '15', '16', '17', '18', "(Pluto,108.354,(r)) (H10,108.214,(c)) (conjunction,8.44')", 4]
['1929-07-27 20:04:07', '0', '1', "(Mean_Node,47.260,(r)) (H7,47.360,(c)) (conjunction,5.97')", "(Mean_Node,47.260,(r)) (H7,47.216,(c)) (conjunction,2.63')", '4', '5', '6', '7', '8', '9', '10', '11', '12', "(Uranus,11.337,(r)) (H9,101.253,(c)) (square,5.06')", '14', '15', "(Sun,124.266,(r)) (H10,214.206,(d)) (square,3.59')", '17', '18', "(Pluto,108.354,(r)) (H10,108.245,(c)) (conjunction,6.57')", 5]
