['Time', '0: 1870-08-25', '1: 1883-02-13', '2: 1821-09-30', '3: 1836-07-07', '4: 1836-11-24', '5: 1848-01-09', '6: 1865-04-10', '7: 1866-01-25', '8: 1867-02-17', '9: 1869-06-06', 'Count']
['1813-05-22 10:10:06', "(H10,47.028,(r)) (Mean_Node,106.844,(p)) (sextile,11')\n(H7,328.019,(r)) (Sun,327.170,(c)) (conjunction,51')", "(H1,148.019,(r)) (Pluto,58.298,(p)) (square,17')\n(H10,47.028,(r)) (Neptune,46.124,(p)) (conjunction,54')\n(H1,148.019,(r)) (Neptune,103.628,(c)) (45-semisquare,37')", "(H1,148.019,(r)) (Pluto,358.637,(p)) (150-quincunx,37')\n(H1,148.019,(r)) (Neptune,237.501,(c)) (square,31')\n(H10,47.028,(r)) (Saturn,195.988,(c)) (150-quincunx,62')", "(H10,47.028,(r)) (Mercury,91.062,(p)) (45-semisquare,58')\n(H10,47.028,(r)) (Mean_Node,47.022,(p)) (conjunction,0')\n(H10,47.028,(r)) (Moon,272.723,(c)) (135-sesquisquare,42')", "(H10,47.028,(r)) (Moon,76.480,(p)) (30-semisextile,33')\n(H10,47.028,(r)) (Jupiter,137.967,(p)) (square,56')", "(H1,148.019,(r)) (Neptune,328.600,(p)) (opposition,35')", "(H1,148.019,(r)) (Moon,193.165,(p)) (45-semisquare,9')\n(H1,148.019,(r)) (Jupiter,268.974,(p)) (trine,57')\n(H1,148.019,(r)) (Pluto,267.959,(c)) (trine,4')\n(H1,148.019,(r)) (Mean_Node,57.863,(c)) (square,9')", "(H7,328.019,(r)) (Venus,297.711,(p)) (30-semisextile,18')\n(H7,328.019,(r)) (Mars,283.952,(p)) (45-semisquare,56')\n(H4,227.028,(r)) (Venus,181.225,(c)) (45-semisquare,48')\n(H4,227.028,(r)) (Mars,227.643,(c)) (conjunction,37')", "(H1,148.019,(r)) (Sun,328.405,(p)) (opposition,23')\n(H4,227.028,(r)) (Jupiter,317.772,(p)) (square,45')\n(H1,148.019,(r)) (Mercury,177.999,(c)) (30-semisextile,1')\n(H1,148.019,(r)) (Jupiter,283.048,(c)) (135-sesquisquare,2')\n(H4,227.028,(r)) (Venus,196.704,(c)) (30-semisextile,19')", "(H4,227.028,(r)) (Pluto,47.175,(p)) (opposition,9')\n(H1,148.019,(r)) (Mars,13.982,(c)) (135-sesquisquare,58')\n(H4,227.028,(r)) (Moon,257.009,(c)) (30-semisextile,1')", 30]
['1813-05-21 23:51:44', "(H7,135.992,(r)) (Mean_Node,106.844,(p)) (30-semisextile,51')\n(H7,135.992,(r)) (Mars,90.212,(c)) (45-semisquare,47')\n(H10,251.105,(r)) (Mercury,341.335,(c)) (square,14')\n(H10,251.105,(r)) (Mean_Node,161.860,(c)) (square,45')", "(H1,315.992,(r)) (Neptune,46.124,(p)) (square,8')\n(H1,315.992,(r)) (Mean_Node,225.647,(p)) (square,21')\n(H10,251.105,(r)) (Mars,205.205,(c)) (45-semisquare,54')", "(H1,315.992,(r)) (Neptune,270.388,(p)) (45-semisquare,36')\n(H1,315.992,(r)) (Mars,136.079,(c)) (opposition,5')\n(H1,315.992,(r)) (Saturn,195.966,(c)) (trine,2')\n(H10,251.105,(r)) (Mean_Node,296.054,(c)) (45-semisquare,3')", "(H7,135.992,(r)) (Sun,105.304,(p)) (30-semisextile,41')\n(H7,135.992,(r)) (Mercury,91.062,(p)) (45-semisquare,4')\n(H7,135.992,(r)) (Mean_Node,47.022,(p)) (square,62')\n(H10,251.105,(r)) (Venus,130.980,(p)) (trine,7')\n(H10,251.105,(r)) (Mean_Node,221.687,(c)) (30-semisextile,35')", "(H7,135.992,(r)) (Moon,76.480,(p)) (sextile,29')", '5', '6', "(H4,71.105,(r)) (Saturn,221.773,(p)) (150-quincunx,40')\n(H7,135.992,(r)) (Uranus,90.574,(p)) (45-semisquare,25')\n(H7,135.992,(r)) (Mean_Node,195.442,(p)) (sextile,33')\n(H7,135.992,(r)) (Venus,180.157,(c)) (45-semisquare,50')\n(H7,135.992,(r)) (Mars,227.056,(c)) (square,64')", "(H4,71.105,(r)) (Moon,131.039,(p)) (sextile,4')\n(H4,71.105,(r)) (Venus,281.726,(p)) (150-quincunx,37')\n(H4,71.105,(r)) (Mars,101.177,(p)) (30-semisextile,4')\n(H1,315.992,(r)) (Venus,195.900,(c)) (trine,6')\n(H1,315.992,(r)) (Mars,105.358,(c)) (150-quincunx,38')\n(H1,315.992,(r)) (Uranus,0.299,(c)) (45-semisquare,42')", "(H1,315.992,(r)) (Sun,75.751,(p)) (trine,14')\n(H1,315.992,(r)) (Uranus,105.692,(p)) (150-quincunx,18')\n(H4,71.105,(r)) (Mean_Node,130.409,(p)) (sextile,42')\n(H1,315.992,(r)) (Sun,45.071,(c)) (square,55')", 32]
['1813-05-22 02:35:28', "(H7,224.225,(r)) (Moon,133.979,(p)) (square,15')\n(H7,224.225,(r)) (Mars,90.236,(c)) (135-sesquisquare,61')\n(H7,224.225,(r)) (Uranus,344.186,(c)) (trine,2')\n(H10,289.009,(r)) (Jupiter,198.287,(c)) (square,43')", "(H10,289.009,(r)) (Saturn,49.794,(p)) (trine,47')\n(H1,44.225,(r)) (Neptune,103.611,(c)) (sextile,37')\n(H1,44.225,(r)) (Pluto,224.087,(c)) (opposition,8')\n(H10,289.009,(r)) (Sun,153.901,(c)) (135-sesquisquare,6')", "(H1,44.225,(r)) (Uranus,269.350,(p)) (135-sesquisquare,7')\n(H1,44.225,(r)) (Pluto,358.637,(p)) (45-semisquare,35')", "(H7,224.225,(r)) (Sun,105.304,(p)) (trine,65')\n(H10,289.009,(r)) (Uranus,334.201,(p)) (45-semisquare,12')\n(H7,224.225,(r)) (Sun,15.102,(c)) (150-quincunx,53')\n(H7,224.225,(r)) (Mars,133.340,(c)) (square,53')", "(H10,289.009,(r)) (Jupiter,137.967,(p)) (150-quincunx,62')\n(H10,289.009,(r)) (Mean_Node,229.088,(c)) (sextile,5')", "(H1,44.225,(r)) (Uranus,14.416,(p)) (30-semisextile,11')\n(H4,109.009,(r)) (Sun,288.430,(p)) (opposition,35')\n(H4,109.009,(r)) (Venus,243.382,(p)) (135-sesquisquare,38')\n(H1,44.225,(r)) (Saturn,223.426,(c)) (opposition,48')\n(H1,44.225,(r)) (Neptune,179.397,(c)) (135-sesquisquare,10')\n(H4,109.009,(r)) (Uranus,79.650,(c)) (30-semisextile,38')", "(H1,44.225,(r)) (Moon,193.165,(p)) (150-quincunx,64')\n(H1,44.225,(r)) (Jupiter,268.974,(p)) (135-sesquisquare,15')", "(H7,224.225,(r)) (Mars,283.952,(p)) (sextile,16')\n(H7,224.225,(r)) (Mean_Node,73.253,(c)) (150-quincunx,58')", "(H1,44.225,(r)) (Pluto,43.279,(p)) (conjunction,57')\n(H4,109.009,(r)) (Mercury,333.146,(p)) (135-sesquisquare,52')\n(H1,44.225,(r)) (Uranus,0.291,(c)) (45-semisquare,64')", "(H1,44.225,(r)) (Sun,45.291,(c)) (conjunction,64')\n(H1,44.225,(r)) (Mars,13.500,(c)) (30-semisextile,43')\n(H1,44.225,(r)) (Jupiter,223.554,(c)) (opposition,40')\n(H4,109.009,(r)) (Mean_Node,138.281,(c)) (30-semisextile,44')", 33]
['1813-05-22 00:57:28', "(H7,170.554,(r)) (Venus,125.614,(p)) (45-semisquare,4')\n(H7,170.554,(r)) (Mars,110.935,(p)) (sextile,23')\n(H10,266.345,(r)) (Mercury,175.540,(p)) (square,48')\n(H7,170.554,(r)) (Moon,139.953,(c)) (30-semisextile,36')\n(H10,266.345,(r)) (Sun,326.396,(c)) (sextile,3')", "(H1,350.554,(r)) (Saturn,49.794,(p)) (sextile,46')\n(H10,266.345,(r)) (Mars,205.265,(c)) (sextile,65')", "(H1,350.554,(r)) (Sun,289.987,(c)) (sextile,34')\n(H1,350.554,(r)) (Uranus,200.849,(c)) (150-quincunx,18')\n(H10,266.345,(r)) (Mean_Node,296.049,(c)) (30-semisextile,18')", "(H7,170.554,(r)) (Moon,35.649,(p)) (135-sesquisquare,6')\n(H10,266.345,(r)) (Venus,130.980,(p)) (135-sesquisquare,22')\n(H7,170.554,(r)) (Venus,350.521,(c)) (opposition,2')\n(H7,170.554,(r)) (Jupiter,141.496,(c)) (30-semisextile,57')\n(H7,170.554,(r)) (Uranus,125.462,(c)) (45-semisquare,6')\n(H10,266.345,(r)) (Mean_Node,221.682,(c)) (45-semisquare,20')", "(H7,170.554,(r)) (Mercury,230.497,(p)) (sextile,3')\n(H7,170.554,(r)) (Venus,201.537,(p)) (30-semisextile,59')\n(H7,170.554,(r)) (Mars,140.886,(p)) (30-semisextile,20')\n(H7,170.554,(r)) (Mercury,216.445,(c)) (45-semisquare,53')\n(H7,170.554,(r)) (Mars,140.905,(c)) (30-semisextile,21')", "(H4,86.345,(r)) (Moon,326.446,(p)) (trine,6')\n(H1,350.554,(r)) (Uranus,79.651,(c)) (square,54')", "(H1,350.554,(r)) (Sun,20.625,(p)) (30-semisextile,4')\n(H4,86.345,(r)) (Uranus,86.031,(p)) (conjunction,19')\n(H4,86.345,(r)) (Pluto,42.235,(p)) (45-semisquare,53')", "(H4,86.345,(r)) (Moon,56.672,(p)) (30-semisextile,20')\n(H4,86.345,(r)) (Saturn,221.773,(p)) (135-sesquisquare,26')\n(H4,86.345,(r)) (Pluto,42.254,(p)) (45-semisquare,55')\n(H4,86.345,(r)) (Saturn,355.551,(c)) (square,48')\n(H7,170.554,(r)) (Moon,230.674,(c)) (sextile,7')\n(H7,170.554,(r)) (Neptune,140.706,(c)) (30-semisextile,9')", "(H4,86.345,(r)) (Moon,131.039,(p)) (45-semisquare,18')\n(H4,86.345,(r)) (Mercury,177.257,(c)) (square,55')", "(H4,86.345,(r)) (Mean_Node,130.409,(p)) (45-semisquare,56')\n(H1,350.554,(r)) (Mercury,50.136,(c)) (sextile,25')\n(H1,350.554,(r)) (Venus,35.831,(c)) (45-semisquare,17')\n(H1,350.554,(r)) (Pluto,260.333,(c)) (square,13')", 38]
['1813-05-22 19:08:46', "(H10,179.556,(r)) (Moon,133.979,(p)) (45-semisquare,35')\n(H7,63.248,(r)) (Jupiter,198.226,(c)) (135-sesquisquare,1')\n(H10,179.556,(r)) (Mars,90.397,(c)) (square,50')", "(H10,179.556,(r)) (Pluto,224.114,(c)) (45-semisquare,27')", "(H1,243.248,(r)) (Mean_Node,332.661,(p)) (square,35')\n(H10,179.556,(r)) (Uranus,269.350,(p)) (square,12')\n(H10,179.556,(r)) (Neptune,270.388,(p)) (square,50')\n(H10,179.556,(r)) (Pluto,358.637,(p)) (opposition,55')\n(H10,179.556,(r)) (Mars,135.613,(c)) (45-semisquare,63')", "(H7,63.248,(r)) (Uranus,334.201,(p)) (square,57')\n(H10,179.556,(r)) (Mars,60.616,(p)) (trine,64')\n(H10,179.556,(r)) (Mars,133.539,(c)) (45-semisquare,61')", "(H7,63.248,(r)) (Sun,242.305,(p)) (opposition,57')\n(H10,179.556,(r)) (Jupiter,149.893,(c)) (30-semisextile,20')", "(H1,243.248,(r)) (Sun,288.430,(p)) (45-semisquare,11')\n(H1,243.248,(r)) (Venus,243.382,(p)) (conjunction,8')\n(H4,359.556,(r)) (Neptune,328.600,(p)) (30-semisextile,57')\n(H4,359.556,(r)) (Moon,329.047,(c)) (30-semisextile,31')\n(H4,359.556,(r)) (Saturn,223.571,(c)) (135-sesquisquare,59')\n(H4,359.556,(r)) (Neptune,179.448,(c)) (opposition,6')\n(H4,359.556,(r)) (Pluto,299.431,(c)) (sextile,8')", "(H4,359.556,(r)) (Jupiter,268.974,(p)) (square,35')\n(H1,243.248,(r)) (Mercury,122.926,(c)) (trine,19')\n(H1,243.248,(r)) (Jupiter,3.209,(c)) (trine,2')", "(H4,359.556,(r)) (Uranus,90.574,(p)) (square,61')\n(H7,63.248,(r)) (Uranus,3.535,(c)) (sextile,17')", "(H1,243.248,(r)) (Mercury,333.146,(p)) (square,6')\n(H1,243.248,(r)) (Venus,197.400,(c)) (45-semisquare,51')\n(H1,243.248,(r)) (Mean_Node,93.726,(c)) (150-quincunx,29')\n(H4,359.556,(r)) (Moon,178.693,(c)) (opposition,52')\n(H4,359.556,(r)) (Mercury,178.696,(c)) (opposition,52')\n(H4,359.556,(r)) (Uranus,0.245,(c)) (conjunction,41')", '9', 32]
['1813-05-21 23:18:24', "(H7,122.423,(r)) (Sun,152.037,(p)) (30-semisextile,23')\n(H10,243.221,(r)) (Jupiter,198.298,(c)) (45-semisquare,5')", "(H10,243.221,(r)) (Sun,153.636,(c)) (square,25')", "(H1,302.423,(r)) (Mean_Node,332.661,(p)) (30-semisextile,14')\n(H10,243.221,(r)) (Mean_Node,332.661,(p)) (square,34')", "(H10,243.221,(r)) (Uranus,334.201,(p)) (square,59')", "(H7,122.423,(r)) (Sun,242.305,(p)) (trine,7')\n(H7,122.423,(r)) (Moon,76.480,(p)) (45-semisquare,57')\n(H10,243.221,(r)) (Sun,242.305,(p)) (conjunction,55')", "(H1,302.423,(r)) (Venus,243.382,(p)) (sextile,58')\n(H4,63.221,(r)) (Sun,288.430,(p)) (135-sesquisquare,13')\n(H4,63.221,(r)) (Venus,243.382,(p)) (opposition,10')", "(H1,302.423,(r)) (Jupiter,3.096,(c)) (sextile,40')\n(H4,63.221,(r)) (Jupiter,3.096,(c)) (sextile,7')", "(H4,63.221,(r)) (Uranus,3.600,(c)) (sextile,23')", "(H1,302.423,(r)) (Mercury,333.146,(p)) (30-semisextile,43')\n(H4,63.221,(r)) (Mercury,333.146,(p)) (square,4')\n(H4,63.221,(r)) (Mean_Node,93.813,(c)) (30-semisextile,36')", "(H1,302.423,(r)) (Moon,32.071,(p)) (square,21')\n(H4,63.221,(r)) (Moon,243.828,(c)) (opposition,36')", 20]
['1813-05-21 23:32:24', "(H7,127.812,(r)) (Jupiter,82.570,(p)) (45-semisquare,14')\n(H10,246.550,(r)) (Venus,125.614,(p)) (trine,56')\n(H10,246.550,(r)) (Mars,110.935,(p)) (135-sesquisquare,37')\n(H7,127.812,(r)) (Venus,352.481,(c)) (135-sesquisquare,20')", "(H1,307.812,(r)) (Mars,308.141,(p)) (conjunction,20')\n(H1,307.812,(r)) (Uranus,172.422,(p)) (135-sesquisquare,23')\n(H1,307.812,(r)) (Moon,248.270,(c)) (sextile,27')\n(H1,307.812,(r)) (Saturn,158.344,(c)) (150-quincunx,32')", "(H1,307.812,(r)) (Sun,186.983,(p)) (trine,50')\n(H10,246.550,(r)) (Sun,186.983,(p)) (sextile,26')\n(H1,307.812,(r)) (Pluto,337.972,(c)) (30-semisextile,10')\n(H10,246.550,(r)) (Uranus,200.847,(c)) (45-semisquare,42')", "(H10,246.550,(r)) (Moon,35.649,(p)) (150-quincunx,54')\n(H7,127.812,(r)) (Mercury,352.181,(c)) (135-sesquisquare,38')", "(H10,246.550,(r)) (Venus,201.537,(p)) (45-semisquare,1')\n(H10,246.550,(r)) (Mercury,216.429,(c)) (30-semisextile,7')", "(H1,307.812,(r)) (Mars,38.510,(p)) (square,42')\n(H1,307.812,(r)) (Sun,188.331,(c)) (trine,31')\n(H1,307.812,(r)) (Moon,308.259,(c)) (conjunction,27')", "(H4,66.550,(r)) (Sun,20.625,(p)) (45-semisquare,55')\n(H1,307.812,(r)) (Venus,67.574,(c)) (trine,14')\n(H4,66.550,(r)) (Venus,67.574,(c)) (conjunction,61')", "(H7,127.812,(r)) (Neptune,8.182,(p)) (trine,22')", "(H1,307.812,(r)) (Moon,158.761,(c)) (150-quincunx,57')\n(H1,307.812,(r)) (Pluto,262.629,(c)) (45-semisquare,11')", "(H1,307.812,(r)) (Mercury,96.963,(p)) (150-quincunx,51')\n(H1,307.812,(r)) (Venus,83.322,(p)) (135-sesquisquare,31')\n(H1,307.812,(r)) (Mars,156.899,(p)) (150-quincunx,55')\n(H4,66.550,(r)) (Mercury,96.963,(p)) (30-semisextile,25')\n(H4,66.550,(r)) (Mars,156.899,(p)) (square,21')\n(H1,307.812,(r)) (Uranus,352.108,(c)) (45-semisquare,42')\n(H4,66.550,(r)) (Venus,35.686,(c)) (30-semisextile,52')", 32]
['1813-05-22 02:19:44', "(H7,216.901,(r)) (Jupiter,82.570,(p)) (135-sesquisquare,40')\n(H7,216.901,(r)) (Venus,352.768,(c)) (135-sesquisquare,52')", "(H1,36.901,(r)) (Uranus,172.422,(p)) (135-sesquisquare,31')\n(H10,285.331,(r)) (Neptune,46.124,(p)) (trine,48')\n(H10,285.331,(r)) (Mean_Node,225.647,(p)) (sextile,19')", "(H1,36.901,(r)) (Sun,186.983,(p)) (150-quincunx,5')\n(H1,36.901,(r)) (Pluto,337.977,(c)) (sextile,65')\n(H10,285.331,(r)) (Moon,45.892,(c)) (trine,34')\n(H10,285.331,(r)) (Mars,136.021,(c)) (150-quincunx,41')\n(H10,285.331,(r)) (Saturn,195.972,(c)) (square,38')", "(H10,285.331,(r)) (Sun,105.304,(p)) (opposition,2')\n(H10,285.331,(r)) (Mars,60.616,(p)) (135-sesquisquare,17')\n(H7,216.901,(r)) (Mercury,352.539,(c)) (135-sesquisquare,38')\n(H10,285.331,(r)) (Sun,15.081,(c)) (square,15')", "(H10,285.331,(r)) (Uranus,330.694,(p)) (45-semisquare,22')\n(H7,216.901,(r)) (Mercury,216.463,(c)) (conjunction,26')\n(H10,285.331,(r)) (Jupiter,149.764,(c)) (135-sesquisquare,34')", "(H4,105.331,(r)) (Uranus,14.416,(p)) (square,55')\n(H4,105.331,(r)) (Mars,151.211,(c)) (45-semisquare,53')", "(H1,36.901,(r)) (Venus,67.606,(c)) (30-semisextile,42')", "(H4,105.331,(r)) (Mean_Node,195.442,(p)) (square,7')", "(H1,36.901,(r)) (Pluto,262.628,(c)) (135-sesquisquare,44')\n(H4,105.331,(r)) (Sun,150.138,(c)) (45-semisquare,12')\n(H4,105.331,(r)) (Venus,196.093,(c)) (square,46')\n(H4,105.331,(r)) (Mars,105.490,(c)) (conjunction,10')", "(H1,36.901,(r)) (Mercury,96.963,(p)) (sextile,4')\n(H1,36.901,(r)) (Mars,156.899,(p)) (trine,0')\n(H4,105.331,(r)) (Sun,75.751,(p)) (30-semisextile,25')\n(H4,105.331,(r)) (Uranus,105.692,(p)) (conjunction,22')\n(H1,36.901,(r)) (Moon,247.489,(c)) (150-quincunx,35')\n(H1,36.901,(r)) (Venus,35.972,(c)) (conjunction,56')\n(H1,36.901,(r)) (Uranus,352.117,(c)) (45-semisquare,13')\n(H4,105.331,(r)) (Sun,45.270,(c)) (sextile,4')", 33]
['1813-05-22 20:33:28', "(H7,79.604,(r)) (Venus,125.614,(p)) (45-semisquare,61')\n(H10,202.517,(r)) (Jupiter,82.570,(p)) (trine,3')", "(H1,259.604,(r)) (Saturn,49.794,(p)) (150-quincunx,11')\n(H10,202.517,(r)) (Uranus,172.422,(p)) (30-semisextile,6')\n(H10,202.517,(r)) (Saturn,158.565,(c)) (45-semisquare,63')", "(H10,202.517,(r)) (Moon,232.795,(p)) (30-semisextile,17')\n(H10,202.517,(r)) (Sun,291.651,(c)) (square,52')\n(H10,202.517,(r)) (Moon,68.088,(c)) (135-sesquisquare,34')\n(H10,202.517,(r)) (Pluto,338.007,(c)) (135-sesquisquare,29')", "(H7,79.604,(r)) (Moon,35.649,(p)) (45-semisquare,63')\n(H7,79.604,(r)) (Venus,350.310,(c)) (square,42')\n(H7,79.604,(r)) (Uranus,125.452,(c)) (45-semisquare,51')\n(H10,202.517,(r)) (Jupiter,141.436,(c)) (sextile,65')", "(H7,79.604,(r)) (Mercury,230.497,(p)) (150-quincunx,54')\n(H10,202.517,(r)) (Venus,201.537,(p)) (conjunction,59')\n(H7,79.604,(r)) (Mean_Node,229.009,(c)) (150-quincunx,36')\n(H10,202.517,(r)) (Mars,141.566,(c)) (sextile,57')", "(H1,259.604,(r)) (Uranus,79.641,(c)) (opposition,2')", "(H1,259.604,(r)) (Sun,20.625,(p)) (trine,61')\n(H4,22.517,(r)) (Moon,113.584,(c)) (square,64')\n(H4,22.517,(r)) (Venus,67.867,(c)) (45-semisquare,21')", '7', "(H4,22.517,(r)) (Pluto,262.620,(c)) (trine,6')", "(H4,22.517,(r)) (Venus,83.322,(p)) (sextile,48')\n(H4,22.517,(r)) (Mars,156.899,(p)) (135-sesquisquare,37')\n(H1,259.604,(r)) (Pluto,260.299,(c)) (conjunction,42')\n(H4,22.517,(r)) (Uranus,352.176,(c)) (30-semisextile,20')", 26]
['1813-05-22 20:42:08', "(H7,81.401,(r)) (Venus,125.614,(p)) (45-semisquare,47')\n(H7,81.401,(r)) (Mars,110.935,(p)) (30-semisextile,28')\n(H10,204.825,(r)) (Mercury,175.540,(p)) (30-semisextile,43')\n(H10,204.825,(r)) (Uranus,114.646,(p)) (square,11')\n(H10,204.825,(r)) (Venus,354.658,(c)) (150-quincunx,10')", "(H1,261.401,(r)) (Uranus,172.422,(p)) (square,61')\n(H10,204.825,(r)) (Sun,324.489,(p)) (trine,20')", "(H10,204.825,(r)) (Saturn,24.528,(p)) (opposition,18')\n(H1,261.401,(r)) (Sun,291.663,(c)) (30-semisextile,16')\n(H1,261.401,(r)) (Uranus,200.871,(c)) (sextile,32')", "(H7,81.401,(r)) (Moon,35.649,(p)) (45-semisquare,45')\n(H10,204.825,(r)) (Jupiter,114.519,(p)) (square,18')\n(H7,81.401,(r)) (Jupiter,141.436,(c)) (sextile,2')\n(H7,81.401,(r)) (Uranus,125.452,(c)) (45-semisquare,57')\n(H10,204.825,(r)) (Mercury,354.934,(c)) (150-quincunx,7')", "(H7,81.401,(r)) (Mercury,230.497,(p)) (150-quincunx,54')\n(H7,81.401,(r)) (Venus,201.537,(p)) (trine,8')\n(H7,81.401,(r)) (Mars,140.886,(p)) (sextile,31')\n(H7,81.401,(r)) (Mercury,216.915,(c)) (135-sesquisquare,31')\n(H7,81.401,(r)) (Mars,141.571,(c)) (sextile,10')\n(H10,204.825,(r)) (Sun,235.362,(c)) (30-semisextile,32')", "(H4,24.825,(r)) (Saturn,339.179,(p)) (45-semisquare,39')\n(H4,24.825,(r)) (Pluto,24.935,(p)) (conjunction,7')\n(H4,24.825,(r)) (Venus,235.444,(c)) (150-quincunx,37')\n(H4,24.825,(r)) (Mean_Node,84.152,(c)) (sextile,40')", "(H1,261.401,(r)) (Sun,20.625,(p)) (trine,47')\n(H4,24.825,(r)) (Venus,54.971,(p)) (30-semisextile,9')\n(H4,24.825,(r)) (Moon,113.767,(c)) (square,63')\n(H4,24.825,(r)) (Mars,85.131,(c)) (sextile,18')", "(H4,24.825,(r)) (Moon,250.132,(c)) (135-sesquisquare,18')\n(H4,24.825,(r)) (Saturn,355.423,(c)) (30-semisextile,36')\n(H4,24.825,(r)) (Pluto,264.823,(c)) (trine,0')\n(H7,81.401,(r)) (Neptune,140.760,(c)) (sextile,38')", "(H4,24.825,(r)) (Mean_Node,174.894,(p)) (150-quincunx,4')", "(H1,261.401,(r)) (Uranus,352.176,(c)) (square,47')", 35]
