['Time', '0: 1870-08-25', '1: 1883-02-13', '2: 1821-09-30', '3: 1836-07-07', '4: 1836-11-24', '5: 1848-01-09', '6: 1865-04-10', '7: 1866-01-25', '8: 1867-02-17', '9: 1869-06-06', 'Count']
['1813-05-22 10:10:06', '0', "(Mars,303.986,(r)) (H10,333.926,(c)) (30-semisextile,4')\n(Saturn,288.912,(r)) (H10,333.926,(c)) (45-semisquare,1')\n(H10,47.028,(r)) (Mean_Node,77.082,(c)) (30-semisextile,3')", '2', "(Sun,60.858,(r)) (H5,285.940,(d)) (135-sesquisquare,5')", "(Mean_Node,134.328,(r)) (H7,344.281,(d)) (150-quincunx,3')", "(Mars,303.986,(r)) (H1,124.004,(c)) (opposition,1')\n(Pluto,350.510,(r)) (H8,320.589,(c)) (30-semisextile,5')", "(Mars,303.986,(r)) (H1,184.027,(d)) (trine,2')\n(H5,265.349,(r)) (Pluto,25.419,(d)) (trine,4')", "(H8,347.648,(r)) (Neptune,302.574,(d)) (45-semisquare,4')\n(Neptune,254.565,(r)) (H5,209.477,(c)) (45-semisquare,5')", "(Mercury,35.896,(r)) (H4,170.840,(c)) (135-sesquisquare,3')", "(Mean_Node,134.328,(r)) (H5,314.422,(d)) (opposition,6')", 139]
['1813-05-21 23:51:44', "(Mars,303.820,(r)) (H10,303.661,(d)) (conjunction,10')\n(Jupiter,123.666,(r)) (H10,303.661,(d)) (opposition,0')\n(Moon,314.324,(r)) (H10,194.233,(c)) (trine,5')\n(H10,251.105,(r)) (Mars,251.081,(c)) (conjunction,1')", '1', "(Mars,303.820,(r)) (H10,258.762,(d)) (45-semisquare,3')", '3', '4', "(H8,196.131,(r)) (Neptune,286.088,(d)) (square,3')", "(Sun,60.445,(r)) (H1,60.276,(d)) (conjunction,10')", '7', '8', "(Sun,60.445,(r)) (H4,15.528,(c)) (45-semisquare,5')\n(Moon,314.324,(r)) (H1,254.374,(c)) (sextile,3')\n(Mean_Node,134.351,(r)) (H1,254.374,(c)) (trine,1')", 180]
['1813-05-22 02:35:28', "(H5,130.528,(r)) (Jupiter,70.609,(c)) (sextile,5')\n(H10,289.009,(r)) (Moon,258.959,(c)) (30-semisextile,3')", "(Mean_Node,134.345,(r)) (H10,359.254,(d)) (135-sesquisquare,5')\n(H1,44.225,(r)) (Mean_Node,224.202,(d)) (opposition,1')\n(Mean_Node,134.345,(r)) (H10,224.318,(c)) (square,2')\n(H1,44.225,(r)) (Saturn,224.154,(c)) (opposition,4')\n(H1,44.225,(r)) (H10,224.318,(c)) (opposition,6')", "(Pluto,350.507,(r)) (H8,260.502,(d)) (square,0')", '3', "(H10,289.009,(r)) (Mean_Node,109.012,(c)) (opposition,0')", "(Uranus,235.744,(r)) (H12,295.798,(c)) (sextile,3')", "(Sun,60.555,(r)) (H5,195.510,(d)) (135-sesquisquare,3')", '7', "(H4,109.009,(r)) (Uranus,289.172,(d)) (opposition,10')\n(Venus,59.658,(r)) (H4,59.805,(c)) (conjunction,9')", "(Moon,315.775,(r)) (H1,105.721,(d)) (150-quincunx,3')\n(H1,44.225,(r)) (Uranus,134.165,(c)) (square,4')\n(H4,109.009,(r)) (Mean_Node,78.975,(c)) (30-semisextile,2')", 254]
['1813-05-22 00:57:28', '0', '1', "(Mars,303.838,(r)) (H10,273.906,(d)) (30-semisextile,4')\n(H8,221.679,(r)) (Pluto,41.684,(d)) (opposition,0')\n(Mars,303.838,(r)) (H10,258.760,(c)) (45-semisquare,5')", "(Mercury,35.463,(r)) (H7,125.496,(c)) (square,2')", "(H7,170.554,(r)) (Uranus,260.576,(d)) (square,1')", "(Venus,59.574,(r)) (H1,59.527,(d)) (conjunction,3')", "(H5,104.745,(r)) (Uranus,164.825,(c)) (sextile,5')", "(Venus,59.574,(r)) (H12,29.658,(d)) (30-semisextile,5')\n(Neptune,254.575,(r)) (H12,29.658,(d)) (135-sesquisquare,5')", "(Mercury,35.463,(r)) (H4,35.342,(c)) (conjunction,7')", '9', 135]
['1813-05-22 19:08:46', '0', '1', "(Sun,61.217,(r)) (H8,106.295,(d)) (45-semisquare,5')\n(Pluto,350.514,(r)) (H10,170.589,(c)) (opposition,4')", "(Mercury,36.325,(r)) (H5,6.274,(c)) (30-semisextile,3')", "(Moon,324.670,(r)) (H10,204.582,(d)) (trine,5')\n(H10,179.556,(r)) (Sun,44.479,(c)) (135-sesquisquare,5')\n(H10,179.556,(r)) (Moon,299.499,(c)) (trine,3')", "(H1,243.248,(r)) (Moon,288.337,(c)) (45-semisquare,5')", "(H5,27.136,(r)) (H1,207.086,(c)) (opposition,3')", "(H7,63.248,(r)) (Pluto,303.165,(c)) (trine,5')", "(Mars,304.131,(r)) (H4,304.287,(c)) (conjunction,9')\n(Uranus,235.716,(r)) (H1,205.804,(c)) (30-semisextile,5')", "(H5,27.136,(r)) (Mean_Node,207.244,(d)) (opposition,6')", 179]
['1813-05-21 23:18:24', "(Uranus,235.750,(r)) (H7,235.792,(d)) (conjunction,3')", '1', "(H10,243.221,(r)) (Pluto,3.207,(c)) (trine,1')", '3', "(H5,81.640,(r)) (Venus,81.602,(d)) (conjunction,2')", "(H1,302.423,(r)) (Sun,92.395,(d)) (150-quincunx,2')\n(H1,302.423,(r)) (Mean_Node,92.353,(c)) (150-quincunx,4')", "(H5,81.640,(r)) (Mars,51.731,(d)) (30-semisextile,5')\n(H1,302.423,(r)) (Moon,257.458,(c)) (45-semisquare,2')\n(H1,302.423,(r)) (Pluto,302.314,(c)) (conjunction,7')", "(Neptune,254.576,(r)) (H8,254.689,(d)) (conjunction,7')", "(H4,63.221,(r)) (Mercury,93.306,(d)) (30-semisextile,5')\n(H5,81.640,(r)) (Pluto,81.544,(d)) (conjunction,6')\n(H4,63.221,(r)) (Venus,3.234,(c)) (sextile,1')", '9', 170]
['1813-05-21 23:32:24', '0', "(H1,307.812,(r)) (Saturn,37.749,(d)) (square,4')\n(Sun,60.433,(r)) (H1,240.593,(c)) (opposition,10')\n(Mean_Node,134.351,(r)) (H12,224.433,(c)) (square,5')", "(Mean_Node,134.351,(r)) (H10,254.270,(d)) (trine,5')\n(Uranus,235.749,(r)) (H1,295.780,(c)) (sextile,2')", "(Mean_Node,134.351,(r)) (H10,224.361,(c)) (square,1')", "(H10,246.550,(r)) (Sun,36.500,(c)) (150-quincunx,3')", "(Pluto,350.505,(r)) (H1,20.579,(d)) (30-semisextile,4')", '6', '7', "(Uranus,235.749,(r)) (H1,55.856,(d)) (opposition,6')\n(Uranus,235.749,(r)) (H4,115.681,(d)) (trine,4')", "(H1,307.812,(r)) (Uranus,172.729,(c)) (135-sesquisquare,5')", 169]
['1813-05-22 02:19:44', '0', "(H1,36.901,(r)) (Mean_Node,66.819,(c)) (30-semisextile,5')\n(H8,247.704,(r)) (Sun,307.636,(c)) (sextile,4')\n(H8,247.704,(r)) (Moon,247.758,(c)) (conjunction,3')", '2', '3', "(Jupiter,123.681,(r)) (H5,153.598,(d)) (30-semisextile,5')", "(H8,247.704,(r)) (Mean_Node,97.710,(c)) (150-quincunx,0')", '6', '7', "(Uranus,235.745,(r)) (H1,100.753,(d)) (135-sesquisquare,0')", "(Moon,315.635,(r)) (H5,195.710,(d)) (trine,4')\n(H4,105.331,(r)) (Mercury,105.274,(d)) (conjunction,3')\n(H4,105.331,(r)) (Mars,15.280,(d)) (square,3')", 114]
['1813-05-22 20:33:28', "(Mercury,36.394,(r)) (H5,96.352,(d)) (sextile,3')", "(Neptune,254.553,(r)) (H1,209.635,(c)) (45-semisquare,5')", "(Sun,61.274,(r)) (H10,211.205,(d)) (150-quincunx,4')\n(H1,259.604,(r)) (Neptune,259.763,(d)) (conjunction,10')\n(H10,202.517,(r)) (Pluto,352.501,(c)) (150-quincunx,1')", "(H5,46.123,(r)) (H10,226.087,(d)) (opposition,2')\n(Uranus,235.713,(r)) (H5,25.718,(c)) (150-quincunx,0')", "(Mercury,36.394,(r)) (H5,66.457,(d)) (30-semisextile,4')\n(H7,79.604,(r)) (Venus,79.738,(d)) (conjunction,8')\n(H10,202.517,(r)) (Jupiter,157.593,(d)) (45-semisquare,5')\n(Moon,325.437,(r)) (H5,25.375,(c)) (sextile,4')", '5', "(Pluto,350.515,(r)) (H1,320.425,(d)) (30-semisextile,5')\n(H5,46.123,(r)) (Mars,256.077,(c)) (150-quincunx,3')", '7', "(Moon,325.437,(r)) (H4,325.584,(c)) (conjunction,9')", '9', 179]
['1813-05-22 20:42:08', '0', "(Mars,304.155,(r)) (H1,4.104,(d)) (sextile,3')", "(Neptune,254.553,(r)) (H8,134.466,(d)) (trine,5')\n(Mean_Node,134.305,(r)) (H8,134.466,(d)) (conjunction,10')", "(H7,81.401,(r)) (Uranus,216.419,(c)) (135-sesquisquare,1')", '4', "(Moon,325.515,(r)) (H1,235.479,(c)) (square,2')", '6', "(Mars,304.155,(r)) (H5,94.159,(d)) (150-quincunx,0')\n(H4,24.825,(r)) (H8,204.895,(d)) (opposition,4')\n(H4,24.825,(r)) (H12,204.791,(c)) (opposition,2')\n(H8,123.663,(r)) (Neptune,213.623,(c)) (square,2')", "(H5,48.042,(r)) (Venus,108.020,(d)) (sextile,1')\n(H5,48.042,(r)) (Sun,18.090,(c)) (30-semisextile,3')", "(Mars,304.155,(r)) (H4,79.180,(d)) (135-sesquisquare,1')\n(Moon,325.515,(r)) (H4,325.486,(c)) (conjunction,2')", 189]
