['Time', '0: 1870-08-25', '1: 1883-02-13', '2: 1821-09-30', '3: 1836-07-07', '4: 1836-11-24', '5: 1848-01-09', '6: 1865-04-10', '7: 1866-01-25', '8: 1867-02-17', '9: 1869-06-06', 'Count']
['1813-05-22 10:10:06', "(H10,47.028,(r)) (Venus,16.855,(dp)) (30-semisextile,10')\n(Sun,60.858,(r)) (Moon,330.579,(cp)) (square,17')", "(Moon,319.826,(r)) (Moon,139.489,(dp)) (opposition,20')\n(H8,347.648,(r)) (Saturn,47.712,(dr)) (sextile,4')\n(H10,47.028,(r)) (Neptune,46.892,(dp)) (conjunction,8')\n(H10,47.028,(r)) (Neptune,46.839,(dr)) (conjunction,11')\n(Sun,60.858,(r)) (Moon,180.811,(cp)) (trine,3')\n(H8,347.648,(r)) (Pluto,227.414,(cp)) (trine,14')\n(H8,347.648,(r)) (Pluto,227.454,(cr)) (trine,12')", "(H8,347.648,(r)) (Mars,32.650,(dr)) (45-semisquare,0')", "(Venus,60.046,(r)) (Moon,149.985,(cp)) (square,4')\n(H7,328.019,(r)) (Mars,148.100,(cp)) (opposition,5')\n(H7,328.019,(r)) (Mars,147.988,(cr)) (opposition,2')", "(H10,47.028,(r)) (Venus,106.906,(dp)) (sextile,7')\n(H7,328.019,(r)) (Mars,147.816,(cr)) (opposition,12')", "(Pluto,350.510,(r)) (Moon,170.350,(dp)) (opposition,10')", "(Sun,60.858,(r)) (Moon,241.378,(dr)) (opposition,31')\n(Uranus,235.731,(r)) (Moon,265.819,(dp)) (30-semisextile,5')\n(H4,227.028,(r)) (Venus,47.207,(dp)) (opposition,11')\n(H5,265.349,(r)) (Moon,265.819,(dp)) (conjunction,28')\n(H5,265.349,(r)) (Mars,355.359,(dr)) (square,1')\n(H5,265.349,(r)) (Mercury,55.519,(cp)) (150-quincunx,10')", "(H5,265.349,(r)) (Venus,40.330,(dr)) (135-sesquisquare,1')\n(H7,328.019,(r)) (Uranus,87.967,(dp)) (trine,3')\n(H7,328.019,(r)) (Uranus,87.893,(dr)) (trine,8')\n(H4,227.028,(r)) (Moon,271.894,(cp)) (45-semisquare,8')", "(H4,227.028,(r)) (Uranus,92.164,(dp)) (135-sesquisquare,8')\n(H4,227.028,(r)) (Uranus,92.085,(dr)) (135-sesquisquare,3')\n(H1,148.019,(r)) (Moon,147.775,(cp)) (conjunction,15')", "(H4,227.028,(r)) (Pluto,46.864,(dp)) (opposition,10')\n(H4,227.028,(r)) (Pluto,46.862,(dr)) (opposition,10')\n(H5,265.349,(r)) (Mars,25.150,(cp)) (trine,12')", 32]
['1813-05-21 23:51:44', "(H7,135.992,(r)) (Mars,45.976,(dp)) (square,1')\n(H7,135.992,(r)) (Venus,15.851,(dr)) (trine,8')", "(Moon,314.324,(r)) (Moon,134.350,(dp)) (opposition,2')\n(Neptune,254.576,(r)) (Moon,134.350,(dp)) (trine,14')\n(Mean_Node,134.351,(r)) (Moon,134.350,(dp)) (conjunction,0')", '2', "(H7,135.992,(r)) (Venus,106.156,(dp)) (30-semisextile,10')\n(H7,135.992,(r)) (Venus,105.920,(dr)) (30-semisextile,4')\n(H10,251.105,(r)) (Moon,131.166,(dp)) (trine,4')", "(Mars,303.820,(r)) (Moon,123.521,(dr)) (opposition,18')\n(Jupiter,123.666,(r)) (Moon,123.521,(dr)) (conjunction,9')\n(H7,135.992,(r)) (Moon,135.901,(dp)) (conjunction,5')\n(H10,251.105,(r)) (Mars,26.282,(dr)) (135-sesquisquare,11')\n(Venus,59.518,(r)) (Moon,149.284,(cp)) (square,14')\n(H5,89.196,(r)) (Moon,149.284,(cp)) (sextile,5')", "(Sun,60.445,(r)) (Moon,150.221,(dr)) (square,13')\n(H4,71.105,(r)) (Pluto,26.232,(dp)) (45-semisquare,8')\n(H4,71.105,(r)) (Pluto,26.207,(dr)) (45-semisquare,6')\n(Pluto,350.505,(r)) (Moon,140.276,(cp)) (150-quincunx,14')", "(Uranus,235.749,(r)) (Moon,235.556,(dr)) (conjunction,12')\n(H1,315.992,(r)) (Pluto,271.165,(cp)) (45-semisquare,10')\n(H1,315.992,(r)) (Pluto,271.202,(cr)) (45-semisquare,13')", "(Pluto,350.505,(r)) (Moon,35.361,(dp)) (45-semisquare,9')\n(H5,89.196,(r)) (Mars,119.149,(dp)) (30-semisextile,3')\n(H4,71.105,(r)) (Moon,250.649,(cr)) (opposition,27')\n(H5,89.196,(r)) (Pluto,268.999,(cp)) (opposition,12')\n(H5,89.196,(r)) (Pluto,269.028,(cr)) (opposition,10')", "(Mercury,35.412,(r)) (Moon,155.442,(dr)) (trine,2')\n(H5,89.196,(r)) (Pluto,44.103,(dp)) (45-semisquare,6')\n(H5,89.196,(r)) (Pluto,44.071,(dr)) (45-semisquare,7')", "(H4,71.105,(r)) (Mean_Node,131.210,(dp)) (sextile,6')\n(H4,71.105,(r)) (Mean_Node,131.214,(dr)) (sextile,7')\n(Moon,314.324,(r)) (Moon,89.160,(cp)) (135-sesquisquare,10')\n(Mean_Node,134.351,(r)) (Moon,89.160,(cp)) (45-semisquare,11')\n(H5,89.196,(r)) (Moon,89.160,(cp)) (conjunction,2')", 34]
['1813-05-22 02:35:28', "(Jupiter,123.683,(r)) (Moon,333.461,(dr)) (150-quincunx,13')\n(H7,224.225,(r)) (Venus,104.276,(cp)) (trine,3')\n(H10,289.009,(r)) (Uranus,348.798,(cp)) (sextile,13')\n(H10,289.009,(r)) (Uranus,348.785,(cr)) (sextile,13')", "(Moon,315.775,(r)) (Moon,135.713,(dp)) (opposition,4')\n(H1,44.225,(r)) (Uranus,164.419,(dp)) (trine,12')\n(H1,44.225,(r)) (Uranus,164.419,(dr)) (trine,12')\n(H8,252.017,(r)) (Saturn,162.099,(cp)) (square,5')\n(H8,252.017,(r)) (Saturn,162.082,(cr)) (square,4')", "(Mars,303.864,(r)) (Moon,303.949,(dp)) (conjunction,5')\n(H10,289.009,(r)) (Mean_Node,289.068,(cp)) (conjunction,4')\n(H10,289.009,(r)) (Mean_Node,289.107,(cr)) (conjunction,6')", "(Uranus,235.744,(r)) (Moon,145.625,(cp)) (square,7')\n(H7,224.225,(r)) (Venus,14.414,(cr)) (150-quincunx,11')", "(H7,224.225,(r)) (Venus,14.061,(cr)) (150-quincunx,10')", "(H8,252.017,(r)) (Saturn,342.106,(dp)) (square,5')\n(H8,252.017,(r)) (Mars,342.017,(dr)) (square,0')\n(H8,252.017,(r)) (Saturn,342.040,(dr)) (square,1')\n(Mars,303.864,(r)) (Moon,123.787,(cr)) (opposition,5')\n(H8,252.017,(r)) (Mean_Node,71.931,(cp)) (opposition,5')\n(H8,252.017,(r)) (Mean_Node,71.998,(cr)) (opposition,1')", "(H5,130.528,(r)) (Mean_Node,40.730,(cp)) (square,12')", "(H5,130.528,(r)) (Venus,40.425,(dr)) (square,6')\n(H7,224.225,(r)) (Pluto,268.997,(cp)) (45-semisquare,14')\n(H7,224.225,(r)) (Pluto,269.026,(cr)) (45-semisquare,12')\n(H8,252.017,(r)) (Moon,252.013,(cr)) (conjunction,0')", "(H1,44.225,(r)) (Pluto,44.106,(dp)) (conjunction,7')\n(H1,44.225,(r)) (Pluto,44.074,(dr)) (conjunction,9')\n(Mars,303.864,(r)) (Moon,123.743,(cr)) (opposition,7')\n(Jupiter,123.683,(r)) (Moon,123.743,(cr)) (conjunction,4')", "(Sun,60.555,(r)) (Moon,90.522,(cp)) (30-semisextile,2')\n(Moon,315.775,(r)) (Moon,90.522,(cp)) (135-sesquisquare,15')\n(Venus,59.658,(r)) (Moon,89.534,(cr)) (30-semisextile,7')\n(Mean_Node,134.345,(r)) (Moon,89.534,(cr)) (45-semisquare,11')", 34]
['1813-05-22 00:57:28', "(Uranus,235.747,(r)) (Moon,325.500,(cp)) (square,15')", "(Moon,314.906,(r)) (Moon,134.897,(dp)) (opposition,1')\n(Uranus,235.747,(r)) (Moon,175.595,(cp)) (sextile,9')", '2', "(H5,104.745,(r)) (Jupiter,104.806,(dp)) (conjunction,4')\n(H5,104.745,(r)) (Jupiter,104.758,(dr)) (conjunction,1')\n(H5,104.745,(r)) (Venus,14.584,(cp)) (square,10')", "(Mars,303.838,(r)) (Moon,124.071,(dr)) (opposition,14')\n(Jupiter,123.673,(r)) (Moon,124.071,(dr)) (conjunction,24')\n(H5,104.745,(r)) (Jupiter,104.880,(dp)) (conjunction,8')\n(H5,104.745,(r)) (Jupiter,104.687,(dr)) (conjunction,3')\n(H7,170.554,(r)) (Mercury,80.664,(dr)) (square,7')\n(H10,266.345,(r)) (Mars,26.316,(dr)) (trine,2')\n(H5,104.745,(r)) (Moon,149.916,(cp)) (45-semisquare,10')\n(H5,104.745,(r)) (Venus,14.928,(cp)) (square,11')", "(Sun,60.489,(r)) (Moon,150.768,(dr)) (square,17')\n(H4,86.345,(r)) (Pluto,26.233,(dp)) (sextile,7')\n(H4,86.345,(r)) (Pluto,26.208,(dr)) (sextile,8')", "(Mercury,35.463,(r)) (Moon,260.465,(dp)) (135-sesquisquare,0')\n(Uranus,235.747,(r)) (Moon,236.172,(dr)) (conjunction,25')\n(Pluto,350.506,(r)) (Moon,260.465,(dp)) (square,2')\n(H1,350.554,(r)) (Moon,260.465,(dp)) (square,5')\n(H4,86.345,(r)) (Mars,356.388,(dp)) (square,3')\n(H4,86.345,(r)) (Moon,236.172,(dr)) (150-quincunx,10')\n(H5,104.745,(r)) (Venus,44.574,(dr)) (sextile,10')\n(Mean_Node,134.348,(r)) (Moon,14.153,(cr)) (trine,12')\n(H5,104.745,(r)) (Venus,74.643,(cp)) (30-semisextile,6')", '7', "(H5,104.745,(r)) (Mars,14.738,(dp)) (square,0')\n(H1,350.554,(r)) (Venus,35.439,(cr)) (45-semisquare,7')\n(H4,86.345,(r)) (Jupiter,326.359,(cp)) (trine,1')\n(H4,86.345,(r)) (Jupiter,326.240,(cr)) (trine,6')", "(H1,350.554,(r)) (Jupiter,35.563,(dp)) (45-semisquare,1')\n(H1,350.554,(r)) (Jupiter,35.544,(dr)) (45-semisquare,1')\n(H4,86.345,(r)) (Mean_Node,131.207,(dp)) (45-semisquare,8')\n(H4,86.345,(r)) (Mean_Node,131.212,(dr)) (45-semisquare,8')\n(H5,104.745,(r)) (Mars,149.940,(dp)) (45-semisquare,12')\n(H5,104.745,(r)) (Uranus,104.919,(dp)) (conjunction,10')\n(H5,104.745,(r)) (Mars,149.905,(dr)) (45-semisquare,10')\n(H5,104.745,(r)) (Uranus,104.915,(dr)) (conjunction,10')\n(Moon,314.906,(r)) (Moon,89.707,(cp)) (135-sesquisquare,12')\n(Venus,59.574,(r)) (Moon,89.707,(cp)) (30-semisextile,8')", 40]
['1813-05-22 19:08:46', "(H5,27.136,(r)) (Moon,341.937,(dr)) (45-semisquare,12')\n(H7,63.248,(r)) (Jupiter,63.304,(dp)) (conjunction,3')\n(H7,63.248,(r)) (Jupiter,63.183,(dr)) (conjunction,4')", "(H10,179.556,(r)) (Mean_Node,239.696,(dp)) (sextile,8')\n(H10,179.556,(r)) (Mean_Node,239.773,(dr)) (sextile,13')", "(H1,243.248,(r)) (Mars,33.462,(dp)) (150-quincunx,13')\n(H10,179.556,(r)) (Pluto,359.596,(dp)) (opposition,2')\n(H10,179.556,(r)) (Pluto,359.586,(dr)) (opposition,2')\n(H8,97.942,(r)) (Moon,337.771,(cr)) (trine,10')", "(H5,27.136,(r)) (Mars,27.359,(dp)) (conjunction,13')\n(H5,27.136,(r)) (Mars,27.170,(dr)) (conjunction,2')", "(Uranus,235.716,(r)) (Moon,145.772,(dp)) (square,3')", "(Moon,324.670,(r)) (Moon,174.755,(dp)) (150-quincunx,5')\n(H8,97.942,(r)) (Venus,98.157,(dr)) (conjunction,13')\n(Sun,61.217,(r)) (Moon,151.506,(cp)) (square,17')\n(H1,243.248,(r)) (Pluto,303.452,(cp)) (sextile,12')\n(H1,243.248,(r)) (Pluto,303.461,(cr)) (sextile,13')\n(H8,97.942,(r)) (Saturn,233.095,(cp)) (135-sesquisquare,9')", "(Sun,61.217,(r)) (Moon,271.067,(dp)) (150-quincunx,9')\n(Mercury,36.325,(r)) (Moon,246.494,(dr)) (150-quincunx,10')\n(H1,243.248,(r)) (Mercury,63.281,(dr)) (opposition,2')\n(H5,27.136,(r)) (Mars,356.948,(dp)) (30-semisextile,11')\n(H5,27.136,(r)) (Jupiter,27.285,(cr)) (conjunction,9')", "(H4,359.556,(r)) (Mars,119.613,(dp)) (trine,3')\n(H5,27.136,(r)) (Moon,27.252,(dr)) (conjunction,7')\n(Pluto,350.514,(r)) (Moon,260.259,(cr)) (square,15')\n(H8,97.942,(r)) (Uranus,8.028,(cp)) (square,5')\n(H8,97.942,(r)) (Uranus,7.974,(cr)) (square,2')", "(H1,243.248,(r)) (Moon,183.476,(dp)) (sextile,14')", "(H4,359.556,(r)) (Moon,209.416,(dp)) (150-quincunx,8')", 30]
['1813-05-21 23:18:24', "(H5,81.640,(r)) (Mean_Node,111.856,(dp)) (30-semisextile,13')\n(H10,243.221,(r)) (Jupiter,63.110,(dp)) (opposition,7')\n(H10,243.221,(r)) (Jupiter,62.989,(dr)) (opposition,14')\n(H10,243.221,(r)) (Mercury,63.093,(cr)) (opposition,8')", "(Moon,314.029,(r)) (Moon,134.072,(dp)) (opposition,3')\n(Mean_Node,134.352,(r)) (Moon,134.072,(dp)) (conjunction,17')\n(H8,182.018,(r)) (Neptune,46.876,(dp)) (135-sesquisquare,9')\n(H8,182.018,(r)) (Neptune,46.822,(dr)) (135-sesquisquare,12')", "(H1,302.423,(r)) (Moon,302.140,(dp)) (conjunction,17')\n(H1,302.423,(r)) (Uranus,272.340,(dp)) (30-semisextile,5')\n(H1,302.423,(r)) (Neptune,272.503,(dp)) (30-semisextile,5')\n(H1,302.423,(r)) (Mars,32.311,(dr)) (square,7')\n(H1,302.423,(r)) (Uranus,272.363,(dr)) (30-semisextile,4')\n(H1,302.423,(r)) (Neptune,272.519,(dr)) (30-semisextile,6')\n(H8,182.018,(r)) (Moon,302.140,(dp)) (trine,7')", "(H5,81.640,(r)) (Mercury,81.528,(dp)) (conjunction,7')", "(Jupiter,123.663,(r)) (Moon,123.242,(dr)) (conjunction,25')\n(H10,243.221,(r)) (Moon,123.242,(dr)) (trine,1')\n(H5,81.640,(r)) (Mercury,81.648,(cp)) (conjunction,1')", "(H8,182.018,(r)) (Moon,121.807,(cr)) (sextile,13')", "(Uranus,235.750,(r)) (Moon,235.243,(dr)) (conjunction,30')\n(H5,81.640,(r)) (Jupiter,231.520,(dp)) (150-quincunx,7')\n(H5,81.640,(r)) (Jupiter,231.739,(dr)) (150-quincunx,6')", '7', "(Mercury,35.386,(r)) (Moon,155.150,(dr)) (trine,14')\n(H1,302.423,(r)) (Jupiter,302.249,(dp)) (conjunction,10')\n(H1,302.423,(r)) (Jupiter,302.258,(dr)) (conjunction,10')\n(H5,81.640,(r)) (Mercury,36.847,(dr)) (45-semisquare,12')\n(H5,81.640,(r)) (Moon,141.865,(cp)) (sextile,13')", "(Moon,314.029,(r)) (Moon,88.883,(cp)) (135-sesquisquare,9')", 29]
['1813-05-21 23:32:24', "(H5,84.793,(r)) (Moon,324.713,(cp)) (trine,5')\n(H7,127.812,(r)) (Mars,127.732,(cp)) (conjunction,5')", "(Moon,314.153,(r)) (Moon,134.189,(dp)) (opposition,2')\n(Mean_Node,134.351,(r)) (Moon,134.189,(dp)) (conjunction,10')\n(H1,307.812,(r)) (Mars,128.033,(dp)) (opposition,13')\n(H8,187.992,(r)) (Mars,128.033,(dp)) (sextile,2')", "(H10,246.550,(r)) (Moon,336.505,(cp)) (square,3')", "(H7,127.812,(r)) (Moon,127.912,(dr)) (conjunction,6')", "(Mars,303.815,(r)) (Moon,123.359,(dr)) (opposition,27')\n(Jupiter,123.664,(r)) (Moon,123.359,(dr)) (conjunction,18')", "(H8,187.992,(r)) (Saturn,233.155,(cp)) (45-semisquare,10')", "(Uranus,235.749,(r)) (Moon,235.375,(dr)) (conjunction,22')\n(H4,66.550,(r)) (Moon,36.362,(cp)) (30-semisextile,11')\n(H5,84.793,(r)) (Mercury,54.574,(cp)) (30-semisextile,13')", "(H5,84.793,(r)) (Saturn,204.628,(dr)) (trine,10')\n(H7,127.812,(r)) (Uranus,7.996,(cp)) (trine,11')\n(H7,127.812,(r)) (Uranus,7.941,(cr)) (trine,8')\n(H8,187.992,(r)) (Uranus,7.996,(cp)) (opposition,0')\n(H8,187.992,(r)) (Uranus,7.941,(cr)) (opposition,3')", "(Mercury,35.397,(r)) (Moon,155.273,(dr)) (trine,7')", "(H1,307.812,(r)) (Mercury,82.788,(dp)) (135-sesquisquare,1')\n(H1,307.812,(r)) (Mercury,82.671,(dr)) (135-sesquisquare,8')\n(Moon,314.153,(r)) (Moon,89.000,(cp)) (135-sesquisquare,9')\n(H1,307.812,(r)) (Uranus,352.635,(cp)) (45-semisquare,11')\n(H1,307.812,(r)) (Uranus,352.632,(cr)) (45-semisquare,11')\n(H5,84.793,(r)) (Mars,24.819,(cp)) (sextile,2')\n(H5,84.793,(r)) (Mars,24.756,(cr)) (sextile,2')", 27]
['1813-05-22 02:19:44', "(H7,216.901,(r)) (Mean_Node,156.815,(cp)) (sextile,5')\n(H7,216.901,(r)) (Mean_Node,156.843,(cr)) (sextile,3')", "(Moon,315.635,(r)) (Moon,135.582,(dp)) (opposition,3')\n(H10,285.331,(r)) (Moon,135.582,(dp)) (150-quincunx,15')\n(H10,285.331,(r)) (Mars,45.384,(cr)) (trine,3')", "(Mars,303.860,(r)) (Moon,303.804,(dp)) (conjunction,3')\n(H8,247.704,(r)) (Moon,337.982,(cp)) (square,17')", "(H5,126.123,(r)) (Mercury,81.332,(dr)) (45-semisquare,13')\n(H7,216.901,(r)) (Mercury,81.718,(dp)) (135-sesquisquare,11')\n(Uranus,235.745,(r)) (Moon,145.475,(cp)) (square,16')\n(H5,126.123,(r)) (Mercury,81.275,(cp)) (45-semisquare,9')\n(H5,126.123,(r)) (Uranus,126.095,(cp)) (conjunction,2')\n(H5,126.123,(r)) (Mercury,80.895,(cr)) (45-semisquare,14')\n(H5,126.123,(r)) (Uranus,126.087,(cr)) (conjunction,2')", "(Sun,60.544,(r)) (Moon,150.708,(cp)) (square,10')\n(H5,126.123,(r)) (Uranus,126.108,(cp)) (conjunction,1')\n(H5,126.123,(r)) (Uranus,126.074,(cr)) (conjunction,3')\n(H7,216.901,(r)) (Mercury,81.833,(cp)) (135-sesquisquare,4')", "(H4,105.331,(r)) (Neptune,330.356,(dp)) (135-sesquisquare,1')\n(H4,105.331,(r)) (Neptune,330.348,(dr)) (135-sesquisquare,1')\n(Mars,303.860,(r)) (Moon,123.629,(cr)) (opposition,14')\n(H8,247.704,(r)) (Venus,22.476,(cp)) (135-sesquisquare,14')", "(H5,126.123,(r)) (Moon,261.260,(dp)) (135-sesquisquare,8')\n(Venus,59.644,(r)) (Moon,14.880,(cr)) (45-semisquare,14')\n(H4,105.331,(r)) (Mars,195.101,(cp)) (square,14')\n(H4,105.331,(r)) (Mars,195.210,(cr)) (square,7')", "(H7,216.901,(r)) (Moon,36.861,(dp)) (opposition,2')\n(H4,105.331,(r)) (Mean_Node,60.154,(cr)) (45-semisquare,11')", "(H1,36.901,(r)) (Moon,156.739,(dr)) (trine,10')\n(H1,36.901,(r)) (Mercury,37.026,(dr)) (conjunction,7')\n(Mars,303.860,(r)) (Moon,123.592,(cr)) (opposition,16')\n(Jupiter,123.681,(r)) (Moon,123.592,(cr)) (conjunction,5')\n(H5,126.123,(r)) (Mercury,36.290,(cp)) (square,10')", "(Sun,60.544,(r)) (Moon,90.391,(cp)) (30-semisextile,9')\n(Moon,315.635,(r)) (Moon,90.391,(cp)) (135-sesquisquare,15')\n(Venus,59.644,(r)) (Moon,89.402,(cr)) (30-semisextile,15')\n(Mean_Node,134.345,(r)) (Moon,89.402,(cr)) (45-semisquare,3')", 37]
['1813-05-22 20:33:28', "(Mars,304.153,(r)) (Moon,348.892,(dp)) (45-semisquare,16')\n(Jupiter,123.795,(r)) (Moon,348.892,(dp)) (135-sesquisquare,6')\n(H5,46.123,(r)) (Mars,46.228,(dr)) (conjunction,6')\n(Mercury,36.394,(r)) (Moon,336.238,(cp)) (sextile,9')", "(H8,120.987,(r)) (Uranus,301.056,(cp)) (opposition,4')\n(H8,120.987,(r)) (Uranus,301.075,(cr)) (opposition,5')", "(Mars,304.153,(r)) (Moon,304.366,(dr)) (conjunction,13')\n(Mean_Node,134.305,(r)) (Moon,313.920,(dp)) (opposition,23')\n(H1,259.604,(r)) (Moon,304.366,(dr)) (45-semisquare,14')", "(H7,79.604,(r)) (Mean_Node,49.438,(dp)) (30-semisextile,10')\n(H7,79.604,(r)) (Mean_Node,49.451,(dr)) (30-semisextile,9')\n(H10,202.517,(r)) (Mercury,82.476,(dr)) (trine,2')\n(H10,202.517,(r)) (Mercury,82.385,(cp)) (trine,8')", "(Mean_Node,134.305,(r)) (Moon,133.980,(dr)) (conjunction,19')\n(H7,79.604,(r)) (Mean_Node,49.417,(dp)) (30-semisextile,11')\n(H7,79.604,(r)) (Mean_Node,49.471,(dr)) (30-semisextile,8')", "(Moon,325.437,(r)) (Moon,175.448,(dp)) (150-quincunx,1')\n(Uranus,235.713,(r)) (Moon,175.448,(dp)) (sextile,16')\n(Neptune,254.553,(r)) (Moon,134.539,(cr)) (trine,1')\n(Mean_Node,134.305,(r)) (Moon,134.539,(cr)) (conjunction,14')", "(H4,22.517,(r)) (Moon,247.301,(dr)) (135-sesquisquare,13')\n(H4,22.517,(r)) (Mercury,52.675,(cr)) (30-semisextile,9')\n(H5,46.123,(r)) (Pluto,271.147,(cp)) (135-sesquisquare,1')\n(H5,46.123,(r)) (Pluto,271.184,(cr)) (135-sesquisquare,4')", '7', "(Mars,304.153,(r)) (Moon,184.180,(dp)) (trine,2')\n(H5,46.123,(r)) (Moon,166.215,(dr)) (trine,5')\n(Mean_Node,134.305,(r)) (Moon,133.940,(cr)) (conjunction,22')\n(H1,259.604,(r)) (Mean_Node,79.380,(cp)) (opposition,13')\n(H1,259.604,(r)) (Mean_Node,79.459,(cr)) (opposition,9')", "(H4,22.517,(r)) (Uranus,352.660,(cp)) (30-semisextile,9')\n(H4,22.517,(r)) (Uranus,352.658,(cr)) (30-semisextile,8')", 31]
['1813-05-22 20:42:08', "(Mars,304.155,(r)) (Moon,348.964,(dp)) (45-semisquare,11')\n(Jupiter,123.796,(r)) (Moon,348.964,(dp)) (135-sesquisquare,10')\n(H5,48.042,(r)) (Mercury,78.123,(dp)) (30-semisextile,5')\n(H5,48.042,(r)) (Mercury,78.109,(dr)) (30-semisextile,4')\n(Mercury,36.401,(r)) (Moon,336.316,(cp)) (sextile,5')", "(H10,204.825,(r)) (Moon,144.719,(dp)) (sextile,6')", "(Mars,304.155,(r)) (Moon,304.446,(dr)) (conjunction,17')\n(Mean_Node,134.305,(r)) (Moon,314.001,(dp)) (opposition,18')\n(H8,123.663,(r)) (Mars,33.510,(dp)) (square,9')\n(H10,204.825,(r)) (Mean_Node,339.595,(dr)) (135-sesquisquare,14')\n(H1,261.401,(r)) (Mars,141.519,(cr)) (trine,7')", '3', "(Mean_Node,134.305,(r)) (Moon,134.054,(dr)) (conjunction,15')\n(H7,81.401,(r)) (Mercury,81.459,(cr)) (conjunction,4')", "(Moon,325.515,(r)) (Moon,175.518,(dp)) (150-quincunx,0')\n(Uranus,235.713,(r)) (Moon,175.518,(dp)) (sextile,12')\n(Neptune,254.553,(r)) (Moon,134.625,(cr)) (trine,4')\n(Mean_Node,134.305,(r)) (Moon,134.625,(cr)) (conjunction,19')\n(H8,123.663,(r)) (Uranus,78.667,(cp)) (45-semisquare,0')\n(H8,123.663,(r)) (Pluto,303.451,(cp)) (opposition,13')\n(H8,123.663,(r)) (Uranus,78.595,(cr)) (45-semisquare,4')\n(H8,123.663,(r)) (Pluto,303.461,(cr)) (opposition,12')", "(H1,261.401,(r)) (Jupiter,231.410,(dp)) (30-semisextile,1')\n(H1,261.401,(r)) (Jupiter,231.628,(dr)) (30-semisextile,14')\n(H5,48.042,(r)) (Mean_Node,227.835,(dp)) (opposition,12')\n(H5,48.042,(r)) (Mean_Node,227.928,(dr)) (opposition,7')\n(H4,24.825,(r)) (Moon,24.726,(cr)) (conjunction,6')\n(H5,48.042,(r)) (Moon,48.166,(cp)) (conjunction,7')", "(H5,48.042,(r)) (Moon,48.010,(dp)) (conjunction,2')\n(H4,24.825,(r)) (Mars,54.967,(cr)) (30-semisextile,9')\n(H7,81.401,(r)) (Moon,261.032,(cr)) (opposition,22')", "(Mars,304.155,(r)) (Moon,184.252,(dp)) (trine,6')\n(H4,24.825,(r)) (Venus,84.879,(dp)) (sextile,3')\n(Mean_Node,134.305,(r)) (Moon,134.021,(cr)) (conjunction,17')\n(H1,261.401,(r)) (Venus,36.440,(cr)) (135-sesquisquare,2')", "(Venus,60.586,(r)) (Moon,210.349,(dp)) (150-quincunx,14')", 35]
