['Time', '0: 1949-08-15', '1: 1952-01-21', '2: 1953-04-18', '3: 1953-06-25', '4: 1953-09-12', '5: 1956-08-23', '6: 1957-08-03', '7: 1957-11-27', '8: 1958-11-04', '9: 1960-11-25', '10: 1963-08-07', '11: 1963-08-09', '12: 1963-11-22', '13: 1964-06-15', '14: 1957-11-15', '15: 1968-03-15', '16: 1968-06-05', '17: 1968-10-20', '18: 1975-03-15', '19: 1994-05-20', 'Count']
['1929-07-28 06:46:56', '0', "(Mean_Node,46.046,(p)) (H7,285.914,(p)) (trine,7.94')", '2', '3', "(Mean_Node,47.237,(r)) (H7,287.175,(p)) (trine,3.67')\n(Mercury,121.372,(r)) (H7,241.394,(c)) (trine,1.37')", '5', '6', "(Jupiter,63.866,(c)) (H4,123.771,(c)) (sextile,5.74')", '8', "(Sun,124.692,(r)) (H4,184.782,(p)) (sextile,5.39')\n(Moon,327.381,(c)) (H5,147.110,(c)) (opposition,16.27')", "(Mars,143.961,(c)) (H5,143.869,(c)) (conjunction,5.58')", "(Mars,143.958,(c)) (H5,143.862,(c)) (conjunction,5.78')", '12', '13', "(Jupiter,63.873,(c)) (H10,303.804,(c)) (trine,4.18')", "(Sun,161.857,(p)) (H9,341.682,(p)) (opposition,10.54')", '16', "(Moon,233.103,(c)) (H10,292.945,(c)) (sextile,9.50')", '18', '19', 11]
['1929-07-28 01:29:04', "(Jupiter,72.673,(p)) (H9,252.575,(p)) (opposition,5.88')", '1', "(Mars,179.283,(p)) (H5,119.449,(p)) (sextile,9.91')", '3', "(Moon,60.117,(c)) (H7,120.035,(c)) (sextile,4.95')", '5', '6', "(Uranus,11.335,(r)) (H5,71.209,(c)) (sextile,7.55')\n(Uranus,11.258,(c)) (H5,71.209,(c)) (sextile,2.89')\n(Mean_Node,48.748,(c)) (H4,48.850,(c)) (conjunction,6.07')", '8', '9', "(Jupiter,69.444,(r)) (H5,129.386,(p)) (sextile,3.47')", "(Pluto,108.360,(r)) (H7,108.265,(c)) (conjunction,5.72')", '12', "(Pluto,107.458,(c)) (H1,287.312,(c)) (opposition,8.77')", '14', '15', '16', "(Mercury,120.906,(r)) (H5,61.057,(c)) (sextile,9.11')", "(Mean_Node,44.832,(p)) (H7,224.762,(p)) (opposition,4.22')", '19', 11]
['1929-07-28 06:54:39', '0', '1', "(Mars,179.427,(p)) (H10,359.278,(p)) (opposition,8.94')", "(Mars,179.546,(p)) (H10,359.466,(p)) (opposition,4.79')", "(Mars,179.684,(p)) (H10,359.684,(p)) (opposition,0.02')\n(Moon,63.447,(c)) (H7,243.695,(c)) (opposition,14.85')", "(Neptune,150.123,(r)) (H1,60.059,(c)) (square,3.86')", '6', "(Moon,5.129,(c)) (H4,125.658,(c)) (trine,31.77')", "(Sun,124.697,(r)) (H10,4.843,(p)) (trine,8.72')\n(Sun,124.697,(r)) (H10,304.712,(c)) (opposition,0.90')", '9', "(Jupiter,69.485,(r)) (H4,189.561,(p)) (trine,4.55')", '11', '12', '13', "(Moon,5.556,(c)) (H10,305.691,(c)) (sextile,8.10')", '15', '16', '17', "(Pluto,108.366,(r)) (H4,108.525,(c)) (conjunction,9.57')", '19', 11]
['1929-07-28 11:06:00', '0', '1', "(Mercury,121.751,(r)) (H7,301.707,(c)) (opposition,2.64')", "(Moon,338.937,(p)) (H5,278.815,(p)) (sextile,7.27')", '4', '5', '6', "(Mean_Node,48.727,(c)) (H5,228.688,(c)) (opposition,2.37')", '8', '9', "(Mean_Node,47.227,(r)) (H5,287.149,(p)) (trine,4.71')\n(Mean_Node,45.425,(p)) (H1,165.576,(p)) (trine,9.06')", '11', "(Uranus,10.604,(p)) (H8,10.489,(p)) (conjunction,6.88')", '13', '14', '15', '16', '17', "(Pluto,109.329,(p)) (H8,19.342,(p)) (square,0.82')", "(Sun,187.596,(p)) (H1,187.521,(p)) (conjunction,4.52')", 8]
['1929-07-28 05:43:36', "(Uranus,11.007,(p)) (H9,310.878,(p)) (sextile,7.73')", "(Jupiter,73.033,(p)) (H5,192.881,(p)) (trine,9.17')", '2', '3', '4', '5', '6', "(Mean_Node,48.739,(c)) (H4,108.660,(c)) (sextile,4.73')", "(Moon,18.581,(r)) (H3,138.705,(p)) (trine,7.42')\n(Moon,45.848,(p)) (H10,345.478,(p)) (sextile,22.22')", "(Jupiter,69.476,(r)) (H5,129.306,(c)) (sextile,10.22')", '10', "(Uranus,11.334,(r)) (H7,281.484,(p)) (square,9.00')", '12', '13', '14', '15', "(Sun,124.650,(r)) (H8,304.558,(p)) (opposition,5.51')", '17', '18', '19', 8]
['1929-07-28 01:14:23', '0', "(Venus,57.484,(c)) (H7,117.648,(c)) (sextile,9.87')", "(Venus,56.256,(c)) (H7,116.140,(c)) (sextile,6.98')", "(Moon,333.812,(p)) (H10,273.877,(p)) (sextile,3.88')\n(Venus,56.073,(c)) (H7,115.915,(c)) (sextile,9.45')", '4', '5', '6', '7', "(Moon,350.083,(c)) (H1,289.642,(c)) (sextile,26.46')", "(Mean_Node,47.249,(r)) (H1,287.328,(c)) (trine,4.72')", "(Mars,164.381,(r)) (H1,284.370,(c)) (trine,0.65')\n(Jupiter,62.579,(c)) (H5,62.615,(c)) (conjunction,2.17')", '11', '12', '13', '14', '15', '16', "(Uranus,10.455,(p)) (H5,130.511,(p)) (trine,3.37')", '18', "(Neptune,152.424,(p)) (H1,62.329,(p)) (square,5.69')", 10]
['1929-07-28 03:30:08', '0', "(Sun,124.562,(r)) (H10,304.582,(p)) (opposition,1.21')", "(Moon,332.663,(p)) (H5,153.105,(p)) (opposition,26.49')", '3', "(Mars,164.439,(r)) (H7,164.600,(c)) (conjunction,9.64')", '5', '6', '7', "(Sun,124.562,(r)) (H1,64.632,(p)) (sextile,4.22')\n(Uranus,10.767,(p)) (H10,310.726,(p)) (sextile,2.43')", '9', "(Mars,164.439,(r)) (H5,164.533,(p)) (conjunction,5.65')\n(Jupiter,69.459,(r)) (H1,69.549,(p)) (conjunction,5.38')", "(Mars,164.439,(r)) (H5,164.539,(p)) (conjunction,6.02')", "(Mean_Node,45.427,(p)) (H4,135.323,(p)) (square,6.22')", '13', '14', '15', "(Mars,164.439,(r)) (H1,74.274,(p)) (square,9.89')", '17', "(Uranus,11.334,(r)) (H8,281.188,(p)) (square,8.80')", "(Pluto,106.777,(c)) (H1,286.824,(c)) (opposition,2.78')", 12]
['1929-07-28 12:50:39', "(Moon,292.605,(p)) (H9,52.094,(p)) (trine,30.69')\n(Mercury,85.221,(c)) (H1,145.198,(c)) (sextile,1.33')", '1', "(Mars,164.680,(r)) (H10,44.513,(c)) (trine,9.98')", '3', '4', '5', "(Mars,182.330,(p)) (H10,92.314,(p)) (square,0.95')\n(Mean_Node,48.707,(c)) (H1,138.787,(c)) (square,4.83')", '7', '8', "(Sun,155.030,(p)) (H4,275.097,(p)) (trine,4.01')\n(Mars,184.459,(p)) (H1,184.400,(p)) (conjunction,3.55')", "(Mars,186.200,(p)) (H1,186.345,(p)) (conjunction,8.73')\n(Uranus,10.611,(p)) (H5,310.786,(p)) (sextile,10.52')\n(Jupiter,69.529,(r)) (H5,249.705,(c)) (opposition,10.59')", "(Mars,186.203,(p)) (H7,6.349,(p)) (opposition,8.75')", "(Mars,186.389,(p)) (H7,6.556,(p)) (opposition,10.01')", '13', '14', "(Jupiter,69.529,(r)) (H1,189.648,(p)) (trine,7.14')", "(Uranus,11.331,(r)) (H10,101.390,(p)) (square,3.53')\n(Moon,240.618,(c)) (H8,330.854,(c)) (square,14.14')", "(Jupiter,74.988,(p)) (H5,315.102,(p)) (trine,6.87')\n(Jupiter,69.529,(r)) (H7,309.694,(c)) (trine,9.91')", '18', '19', 17]
['1929-07-27 20:52:48', '0', "(Venus,57.303,(c)) (H7,57.486,(c)) (conjunction,10.99')", "(Uranus,11.337,(r)) (H5,11.504,(c)) (conjunction,10.02')", "(Uranus,11.337,(r)) (H5,11.319,(c)) (conjunction,1.09')\n(Uranus,11.310,(c)) (H5,11.319,(c)) (conjunction,0.50')", '4', '5', '6', '7', "(Sun,124.298,(r)) (H3,4.477,(p)) (trine,10.73')\n(Moon,40.878,(p)) (H1,281.079,(p)) (trine,12.06')", '9', "(Mean_Node,45.457,(p)) (H1,285.553,(p)) (trine,5.78')", "(Neptune,149.121,(c)) (H4,329.080,(c)) (opposition,2.48')", '12', '13', '14', "(Jupiter,74.869,(p)) (H9,195.018,(p)) (trine,8.96')", '16', "(Mercury,187.689,(p)) (H5,67.862,(p)) (trine,10.37')\n(Mean_Node,45.181,(p)) (H10,225.122,(p)) (opposition,3.54')", '18', '19', 11]
['1929-07-28 19:55:20', "(Jupiter,72.780,(p)) (H10,192.608,(p)) (trine,10.35')", '1', "(Moon,26.391,(r)) (H10,146.282,(c)) (trine,6.56')", '3', '4', '5', "(Sun,125.216,(r)) (H8,125.148,(p)) (conjunction,4.05')", '7', "(Venus,81.835,(r)) (H10,201.755,(p)) (trine,4.76')", "(Pluto,109.089,(p)) (H5,49.213,(p)) (sextile,7.41')", "(Pluto,108.379,(r)) (H5,348.252,(c)) (trine,7.63')", '11', '12', "(Saturn,263.904,(p)) (H9,174.052,(p)) (square,8.88')", '14', '15', '16', '17', '18', '19', 7]
['1929-07-28 07:05:43', '0', '1', "(Sun,102.066,(c)) (H5,162.143,(c)) (sextile,4.60')", "(Sun,101.889,(c)) (H5,161.908,(c)) (sextile,1.20')\n(Moon,66.756,(c)) (H7,247.149,(c)) (opposition,23.57')", "(Moon,339.563,(p)) (H5,219.177,(p)) (trine,23.15')\n(Sun,101.682,(c)) (H5,161.636,(c)) (sextile,2.75')", '5', '6', '7', "(Mercury,174.720,(p)) (H1,114.866,(p)) (sextile,8.77')", '9', "(Pluto,109.130,(p)) (H5,229.247,(p)) (trine,7.01')\n(Jupiter,62.633,(c)) (H4,122.615,(c)) (sextile,1.10')", '11', '12', "(Mars,143.464,(c)) (H1,53.355,(c)) (square,6.53')", '14', '15', '16', "(Mean_Node,47.236,(r)) (H7,227.306,(c)) (opposition,4.20')", '18', '19', 10]
['1929-07-28 03:34:31', "(Sun,124.565,(r)) (H9,244.744,(c)) (trine,10.79')", "(Mars,178.549,(p)) (H7,238.454,(p)) (sextile,5.66')", "(Mars,164.441,(r)) (H5,104.454,(c)) (sextile,0.81')\n(Mean_Node,47.244,(r)) (H7,167.191,(c)) (trine,3.18')", "(Moon,335.023,(p)) (H5,154.626,(p)) (opposition,23.86')\n(Mars,164.441,(r)) (H5,104.270,(c)) (sextile,10.26')", '4', '5', '6', "(Uranus,10.794,(p)) (H4,130.969,(p)) (trine,10.49')", '8', '9', "(Uranus,10.623,(p)) (H1,70.760,(p)) (sextile,8.25')", '11', "(Neptune,149.121,(c)) (H7,149.091,(c)) (conjunction,1.80')", '13', "(Uranus,10.795,(p)) (H10,310.939,(p)) (sextile,8.64')", '15', '16', "(Venus,81.092,(r)) (H10,320.949,(p)) (trine,8.61')", '18', '19', 11]
['1929-07-28 06:30:32', "(Moon,289.462,(p)) (H10,348.984,(p)) (sextile,28.71')\n(Mercury,121.347,(r)) (H1,61.494,(c)) (sextile,8.78')", '1', '2', '3', '4', '5', '6', "(Moon,33.684,(p)) (H5,213.495,(p)) (opposition,11.38')", '8', '9', "(Moon,19.009,(r)) (H5,139.187,(c)) (trine,10.65')", "(Mean_Node,49.039,(c)) (H5,139.180,(c)) (square,8.47')", '12', '13', '14', "(Mercury,187.442,(p)) (H10,7.525,(p)) (opposition,4.95')", '16', "(Mercury,188.180,(p)) (H10,8.113,(p)) (opposition,3.99')", '18', "(Saturn,264.677,(r)) (H10,264.826,(c)) (conjunction,8.98')", 8]
['1929-07-28 14:12:24', '0', '1', '2', '3', '4', '5', "(Pluto,108.373,(r)) (H1,198.197,(p)) (square,10.55')\n(Mean_Node,45.737,(p)) (H8,45.617,(p)) (conjunction,7.19')\n(Neptune,150.134,(r)) (H10,60.278,(c)) (square,8.65')", '7', '8', "(Moon,331.184,(c)) (H5,271.706,(c)) (sextile,31.29')", '10', "(Mars,144.141,(c)) (H4,234.238,(c)) (square,5.78')", "(Mars,143.972,(c)) (H4,233.946,(c)) (square,1.55')", "(Neptune,149.119,(c)) (H1,149.228,(c)) (conjunction,6.57')", '14', '15', "(Mean_Node,49.277,(c)) (H10,49.306,(c)) (conjunction,1.69')", '17', '18', "(Sun,124.988,(r)) (H1,125.135,(c)) (conjunction,8.81')", 9]
['1929-07-28 07:42:23', '0', '1', '2', '3', '4', '5', '6', "(Mercury,173.364,(p)) (H5,233.532,(p)) (sextile,10.05')\n(Pluto,107.632,(c)) (H5,167.576,(c)) (sextile,3.34')", "(Moon,46.965,(p)) (H3,166.859,(p)) (trine,6.42')\n(Uranus,11.333,(r)) (H1,71.197,(c)) (sextile,8.16')\n(Moon,353.510,(c)) (H3,113.644,(c)) (trine,8.04')\n(Uranus,11.248,(c)) (H1,71.197,(c)) (sextile,3.06')", '9', '10', '11', '12', "(Pluto,108.366,(r)) (H9,288.423,(c)) (opposition,3.38')", "(Mercury,121.453,(r)) (H1,121.480,(p)) (conjunction,1.62')", '15', '16', "(Moon,189.436,(p)) (H7,309.298,(p)) (trine,8.24')\n(Mars,189.437,(p)) (H7,309.298,(p)) (trine,8.35')", '18', "(Uranus,11.333,(r)) (H10,281.386,(c)) (square,3.19')", 11]
['1929-07-28 12:44:31', '0', '1', "(Mercury,80.932,(c)) (H7,321.048,(c)) (trine,6.99')", "(Mercury,80.740,(c)) (H7,320.898,(c)) (trine,9.50')", '4', '5', '6', '7', "(Sun,97.002,(c)) (H10,37.123,(c)) (sextile,7.30')", "(Sun,95.039,(c)) (H4,214.923,(c)) (trine,6.92')", "(Jupiter,69.528,(r)) (H5,309.385,(p)) (trine,8.60')", '11', '12', "(Mars,186.751,(p)) (H10,96.657,(p)) (square,5.65')", '14', '15', '16', '17', '18', '19', 6]
['1929-07-27 21:34:23', '0', '1', "(Sun,124.326,(r)) (H5,64.504,(p)) (sextile,10.70')\n(Jupiter,64.765,(c)) (H7,64.765,(c)) (conjunction,0.03')", "(Jupiter,64.726,(c)) (H7,64.611,(c)) (conjunction,6.87')", "(Sun,124.326,(r)) (H7,64.432,(c)) (sextile,6.40')", '5', '6', "(Mean_Node,45.756,(p)) (H4,45.630,(p)) (conjunction,7.58')", '8', "(Uranus,10.713,(p)) (H5,70.773,(p)) (sextile,3.59')\n(Moon,14.143,(r)) (H5,13.966,(c)) (conjunction,10.58')", "(Uranus,11.337,(r)) (H5,11.267,(c)) (conjunction,4.17')\n(Uranus,11.161,(c)) (H5,11.267,(c)) (conjunction,6.35')", "(Uranus,11.337,(r)) (H5,11.262,(c)) (conjunction,4.50')\n(Uranus,11.161,(c)) (H5,11.262,(c)) (conjunction,6.02')", '12', '13', "(Moon,0.501,(c)) (H1,240.985,(c)) (trine,29.06')", "(Moon,175.298,(p)) (H10,234.894,(p)) (sextile,24.21')", '16', '17', "(Mars,136.957,(c)) (H7,46.836,(c)) (square,7.25')", '19', 14]
['1929-07-28 17:15:12', '0', '1', '2', '3', "(Sun,125.109,(r)) (H5,5.077,(p)) (trine,1.93')", "(Saturn,263.908,(p)) (H8,84.081,(p)) (opposition,10.40')", '6', "(Moon,10.785,(c)) (H1,190.777,(c)) (opposition,0.47')", '8', "(Uranus,11.329,(r)) (H5,11.467,(p)) (conjunction,8.25')", '10', '11', '12', '13', "(Moon,11.218,(c)) (H1,190.804,(c)) (opposition,24.83')", "(Mercury,122.292,(r)) (H1,182.312,(c)) (sextile,1.20')", '16', "(Mercury,122.292,(r)) (H7,62.126,(p)) (sextile,9.94')", '18', '19', 7]
['1929-07-27 23:35:44', '0', '1', '2', '3', '4', "(Sun,150.389,(p)) (H1,330.313,(p)) (opposition,4.53')", "(Pluto,109.007,(p)) (H8,199.106,(p)) (square,5.94')\n(Sun,124.406,(r)) (H8,124.395,(c)) (conjunction,0.68')\n(Saturn,266.419,(c)) (H1,266.602,(c)) (conjunction,10.99')", '7', '8', '9', '10', "(Uranus,10.628,(p)) (H5,100.793,(p)) (square,9.90')", '12', '13', '14', '15', '16', "(Mean_Node,45.175,(p)) (H5,105.297,(p)) (sextile,7.33')", '18', '19', 6]
['1929-07-28 05:19:36', '0', '1', "(Moon,333.608,(p)) (H10,333.595,(p)) (conjunction,0.80')\n(Uranus,11.334,(r)) (H5,131.312,(c)) (trine,1.28')\n(Uranus,11.316,(c)) (H5,131.312,(c)) (trine,0.21')", "(Mean_Node,47.240,(r)) (H10,287.312,(c)) (trine,4.36')", "(Mean_Node,47.240,(r)) (H10,287.104,(c)) (trine,8.13')", '5', '6', '7', "(Venus,81.172,(r)) (H3,81.096,(c)) (conjunction,4.54')", '9', "(Moon,18.363,(r)) (H5,198.497,(p)) (opposition,8.05')", "(Pluto,108.364,(r)) (H5,198.503,(p)) (square,8.36')", '12', "(Mars,164.486,(r)) (H10,344.511,(p)) (opposition,1.51')", '14', "(Venus,81.172,(r)) (H9,321.020,(p)) (trine,9.09')", '16', '17', "(Sun,124.634,(r)) (H8,304.631,(p)) (opposition,0.22')", '19', 11]
['1929-07-28 12:05:35', '0', '1', '2', '3', '4', '5', "(Pluto,108.371,(r)) (H8,18.456,(p)) (square,5.08')", "(Moon,22.071,(r)) (H4,262.209,(p)) (trine,8.30')\n(Venus,113.432,(p)) (H1,173.280,(p)) (sextile,9.13')", "(Moon,49.446,(p)) (H3,229.565,(p)) (opposition,7.14')", '9', "(Sun,124.904,(r)) (H1,125.075,(c)) (conjunction,10.29')", "(Sun,124.904,(r)) (H7,305.071,(c)) (opposition,10.02')", "(Sun,124.904,(r)) (H7,304.836,(c)) (opposition,4.07')", '13', "(Moon,22.071,(r)) (H10,82.182,(p)) (sextile,6.64')\n(Venus,113.394,(p)) (H1,173.256,(p)) (sextile,8.28')", '15', "(Mars,141.254,(c)) (H8,321.216,(c)) (opposition,2.27')", "(Sun,124.904,(r)) (H5,304.807,(p)) (opposition,5.80')", '18', '19', 11]
['1929-07-27 23:20:32', "(Mercury,84.502,(c)) (H10,204.526,(c)) (trine,1.45')", '1', "(Mercury,80.363,(c)) (H10,200.500,(c)) (trine,8.22')", "(Mercury,80.179,(c)) (H10,200.295,(c)) (trine,6.94')", "(Mercury,79.968,(c)) (H10,200.056,(c)) (trine,5.25')", '5', '6', "(Uranus,11.336,(r)) (H4,71.314,(p)) (sextile,1.33')", '8', '9', "(Sun,157.096,(p)) (H5,97.200,(p)) (sextile,6.25')", '11', '12', '13', "(Uranus,11.336,(r)) (H10,251.286,(p)) (trine,3.02')\n(Mean_Node,47.253,(r)) (H9,227.259,(p)) (opposition,0.39')", "(Sun,87.541,(c)) (H9,147.679,(c)) (sextile,8.28')\n(Mercury,74.019,(c)) (H1,253.853,(c)) (opposition,9.94')", "(Sun,161.775,(p)) (H1,341.635,(p)) (opposition,8.42')", "(Sun,162.139,(p)) (H7,162.205,(p)) (conjunction,3.95')", "(Uranus,10.896,(c)) (H8,101.061,(c)) (square,9.94')", '19', 13]
['1929-07-28 07:40:00', '0', "(Mean_Node,47.235,(r)) (H5,227.060,(p)) (opposition,10.49')", '2', '3', "(Venus,81.278,(r)) (H10,321.361,(c)) (trine,4.97')", '5', "(Mean_Node,47.235,(r)) (H10,317.272,(c)) (square,2.25')", '7', "(Moon,353.489,(c)) (H3,113.105,(c)) (trine,23.05')", '9', "(Uranus,11.169,(c)) (H4,131.030,(c)) (trine,8.37')", '11', '12', '13', "(Mercury,76.815,(c)) (H10,316.974,(c)) (trine,9.57')", '15', "(Neptune,149.026,(c)) (H1,58.998,(c)) (square,1.68')", '17', '18', '19', 7]
['1929-07-28 04:19:36', '0', '1', '2', '3', "(Jupiter,73.245,(p)) (H7,253.155,(p)) (opposition,5.39')", '5', '6', '7', '8', '9', "(Mars,143.901,(c)) (H4,83.795,(c)) (sextile,6.37')", '11', '12', '13', '14', "(Mercury,187.330,(p)) (H9,307.223,(p)) (trine,6.41')", '16', "(Venus,125.801,(p)) (H5,185.772,(p)) (sextile,1.74')", '18', '19', 4]
['1929-07-28 03:42:56', "(Venus,103.498,(p)) (H9,283.640,(p)) (opposition,8.50')", "(Mercury,121.102,(r)) (H7,241.024,(p)) (trine,4.66')\n(Moon,86.040,(c)) (H10,266.329,(c)) (opposition,17.36')", '2', '3', "(Moon,337.802,(p)) (H5,157.394,(p)) (opposition,24.45')", '5', '6', '7', "(Jupiter,73.888,(p)) (H10,313.921,(p)) (trine,1.93')", "(Mean_Node,45.584,(p)) (H5,165.455,(p)) (trine,7.75')", "(Pluto,108.362,(r)) (H5,168.483,(p)) (sextile,7.23')", '11', '12', "(Mars,164.445,(r)) (H10,254.478,(c)) (square,2.03')", '14', "(Moon,17.484,(r)) (H1,77.396,(p)) (sextile,5.26')\n(Moon,178.872,(p)) (H9,298.923,(p)) (trine,3.03')", '16', '17', '18', "(Uranus,9.478,(p)) (H1,99.320,(p)) (square,9.47')", 11]
['1929-07-27 22:58:47', '0', "(Moon,83.044,(c)) (H7,83.466,(c)) (conjunction,25.36')", '2', '3', '4', '5', '6', "(Jupiter,69.426,(r)) (H4,9.487,(c)) (sextile,3.68')", "(Moon,42.055,(p)) (H3,42.212,(p)) (conjunction,9.41')", '9', '10', "(Pluto,107.477,(c)) (H8,107.643,(c)) (conjunction,9.97')", "(Pluto,107.470,(c)) (H8,107.339,(c)) (conjunction,7.85')", '13', "(Jupiter,69.426,(r)) (H10,189.524,(c)) (trine,5.90')", "(Moon,14.906,(r)) (H10,254.976,(p)) (trine,4.18')\n(Jupiter,74.877,(p)) (H10,254.976,(p)) (opposition,5.90')\n(Jupiter,69.426,(r)) (H1,249.373,(c)) (opposition,3.17')", '16', '17', '18', '19', 9]
['1929-07-28 16:08:07', '0', "(Mean_Node,47.216,(r)) (H5,347.344,(p)) (sextile,7.67')\n(Mercury,122.194,(r)) (H7,2.247,(c)) (trine,3.20')", "(Venus,108.300,(p)) (H5,348.451,(p)) (trine,9.04')\n(Sun,125.065,(r)) (H5,304.925,(c)) (opposition,8.40')\n(Jupiter,64.928,(c)) (H5,304.925,(c)) (trine,0.19')", "(Venus,108.515,(p)) (H5,348.617,(p)) (trine,6.15')\n(Jupiter,64.889,(c)) (H5,304.751,(c)) (trine,8.26')", "(Venus,108.764,(p)) (H5,348.810,(p)) (trine,2.78')", "(Moon,24.297,(r)) (H8,24.388,(c)) (conjunction,5.43')", '6', '7', '8', '9', '10', "(Mars,164.765,(r)) (H8,74.898,(p)) (square,8.00')", "(Mean_Node,45.399,(p)) (H7,45.411,(p)) (conjunction,0.73')", '13', '14', '15', '16', "(Mercury,122.194,(r)) (H5,2.145,(p)) (trine,2.94')", "(Saturn,264.058,(p)) (H8,84.096,(p)) (opposition,2.25')", "(Saturn,264.658,(r)) (H10,174.789,(p)) (square,7.89')\n(Saturn,264.790,(p)) (H10,174.789,(p)) (square,0.04')", 15]
['1929-07-28 13:15:59', "(Venus,81.532,(r)) (H9,21.378,(c)) (sextile,9.27')", '1', '2', '3', '4', '5', "(Moon,33.193,(p)) (H8,33.618,(p)) (conjunction,25.49')", "(Venus,81.532,(r)) (H5,261.487,(c)) (opposition,2.74')", "(Moon,22.716,(r)) (H1,142.730,(c)) (trine,0.81')", "(Jupiter,69.532,(r)) (H1,189.427,(p)) (trine,6.30')\n(Jupiter,74.175,(p)) (H5,314.349,(p)) (trine,10.44')", "(Uranus,11.331,(r)) (H1,191.369,(p)) (opposition,2.31')", "(Uranus,11.331,(r)) (H7,11.373,(p)) (conjunction,2.55')\n(Mean_Node,49.024,(c)) (H7,318.874,(c)) (square,9.01')", '12', '13', '14', '15', "(Sun,124.951,(r)) (H10,34.994,(c)) (square,2.62')", "(Jupiter,74.990,(p)) (H7,15.094,(p)) (sextile,6.25')", "(Mean_Node,47.222,(r)) (H8,47.159,(p)) (conjunction,3.79')\n(Neptune,150.132,(r)) (H8,330.268,(c)) (opposition,8.12')", '19', 13]
['1929-07-28 09:15:43', '0', "(Mean_Node,48.422,(c)) (H10,348.513,(c)) (sextile,5.47')", "(Mean_Node,47.231,(r)) (H10,347.130,(c)) (sextile,6.09')", "(Jupiter,73.244,(p)) (H5,253.115,(p)) (opposition,7.71')", "(Jupiter,73.272,(p)) (H5,253.309,(p)) (opposition,2.22')", '5', '6', '7', "(Moon,20.517,(r)) (H1,140.494,(p)) (trine,1.39')\n(Jupiter,69.502,(r)) (H3,189.485,(p)) (trine,1.03')", '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 6]
['1929-07-27 21:23:51', "(Jupiter,65.530,(c)) (H1,245.682,(c)) (opposition,9.14')", '1', '2', "(Mean_Node,48.523,(c)) (H10,168.567,(c)) (trine,2.65')", "(Mars,164.282,(r)) (H7,104.200,(p)) (sextile,4.93')", '5', "(Neptune,149.267,(c)) (H1,239.124,(c)) (square,8.56')", '7', "(Moon,14.047,(r)) (H3,14.119,(p)) (conjunction,4.27')", "(Mean_Node,45.598,(p)) (H4,45.733,(p)) (conjunction,8.09')\n(Uranus,11.337,(r)) (H5,11.422,(c)) (conjunction,5.10')", "(Uranus,10.631,(p)) (H5,70.610,(p)) (sextile,1.22')", '11', "(Saturn,264.695,(r)) (H8,84.747,(c)) (opposition,3.15')", '13', '14', "(Moon,235.590,(c)) (H9,115.875,(c)) (trine,17.14')", '16', "(Jupiter,74.928,(p)) (H5,74.840,(p)) (conjunction,5.28')", "(Mars,164.282,(r)) (H8,74.418,(c)) (square,8.16')", '19', 12]
['1929-07-28 14:01:36', "(Jupiter,65.673,(c)) (H10,65.526,(c)) (conjunction,8.82')", '1', "(Mercury,122.008,(r)) (H10,61.932,(c)) (sextile,4.56')", '3', "(Jupiter,73.298,(p)) (H7,13.234,(p)) (sextile,3.81')", '5', "(Mars,147.701,(c)) (H10,57.669,(c)) (square,1.90')", '7', "(Moon,23.135,(r)) (H3,203.209,(c)) (opposition,4.43')\n(Moon,356.880,(c)) (H10,56.411,(c)) (sextile,28.14')", '9', '10', "(Saturn,266.812,(c)) (H5,266.636,(c)) (conjunction,10.52')", '12', "(Pluto,107.471,(c)) (H9,17.641,(c)) (square,10.17')", '14', "(Mercury,73.941,(c)) (H9,13.897,(c)) (sextile,2.62')", '16', "(Venus,81.567,(r)) (H5,261.597,(c)) (opposition,1.79')", '18', '19', 10]
['1929-07-28 10:42:47', '0', '1', '2', "(Mean_Node,47.228,(r)) (H5,227.331,(c)) (opposition,6.20')", "(Mean_Node,47.228,(r)) (H5,227.087,(c)) (opposition,8.45')", '5', '6', '7', '8', '9', '10', "(Pluto,108.370,(r)) (H7,288.446,(c)) (opposition,4.60')", "(Sun,157.837,(p)) (H4,247.996,(p)) (square,9.59')\n(Pluto,108.370,(r)) (H7,288.201,(c)) (opposition,10.14')", '13', '14', '15', '16', "(Mars,164.625,(r)) (H7,344.708,(p)) (opposition,4.99')", '18', '19', 6]
['1929-07-28 08:42:24', '0', '1', "(Sun,124.769,(r)) (H5,244.689,(p)) (trine,4.81')", "(Sun,124.769,(r)) (H5,244.862,(p)) (trine,5.59')", '4', "(Pluto,108.367,(r)) (H8,288.423,(c)) (opposition,3.35')", "(Pluto,107.641,(c)) (H8,287.582,(c)) (opposition,3.53')", "(Moon,6.106,(c)) (H5,186.272,(c)) (opposition,9.98')", "(Mercury,121.541,(r)) (H3,181.401,(p)) (sextile,8.37')\n(Jupiter,73.913,(p)) (H1,133.975,(p)) (sextile,3.70')", '9', '10', "(Mean_Node,47.232,(r)) (H7,317.365,(p)) (square,7.94')", '12', '13', '14', "(Jupiter,69.498,(r)) (H9,9.638,(p)) (sextile,8.38')", '16', "(Venus,81.325,(r)) (H10,321.338,(c)) (trine,0.77')", '18', '19', 10]
