['Time', '0: 1917-11-30', '1: 1927-06-30', '2: 1927-06-30', '3: 1930-07-20', '4: 1940-01-01', '5: 1941-12-07', '6: 1942-03-20', '7: 1943-06-25', '8: 1944-04-20', '9: 1948-02-07', '10: 1949-01-15', '11: 1949-12-04', '12: 1952-04-22', '13: 1954-01-18', '14: 1963-04-29', '15: 1974-08-21', '16: 1978-09-21', 'Count']
['1916-09-06 12:40:16', '0', '1', "(Neptune,123.878,(r)) (H1,213.954,(d)) (square,4.56')\n(H1,203.698,(r)) (Neptune,113.689,(c)) (square,0.49')", "(Mercury,190.182,(r)) (H1,190.315,(c)) (conjunction,7.98')\n(Mercury,190.182,(r)) (H9,70.255,(c)) (trine,4.36')", '4', "(Uranus,316.709,(r)) (H10,136.537,(d)) (opposition,10.34')", '6', "(Venus,117.763,(r)) (H7,357.715,(c)) (trine,2.87')", "(Mean_Node,296.538,(r)) (H5,296.558,(c)) (conjunction,1.22')", "(H5,322.864,(r)) (H4,322.724,(d)) (conjunction,8.41')", "(H10,112.317,(r)) (H9,112.437,(d)) (conjunction,7.21')\n(H9,82.823,(r)) (H10,82.847,(c)) (conjunction,1.42')", "(POF,311.282,(r)) (Sun,131.129,(c)) (opposition,9.17')", '12', '13', '14', '15', '16', 11]
['1916-09-06 09:23:12', '0', '1', '2', '3', '4', '5', "(Mercury,190.033,(r)) (H3,190.040,(c)) (conjunction,0.42')", "(H5,276.086,(r)) (Mercury,215.994,(d)) (sextile,5.49')\n(Mercury,190.033,(r)) (H7,310.126,(c)) (trine,5.59')", '8', "(Jupiter,35.168,(r)) (H4,275.207,(d)) (trine,2.36')", "(H10,66.559,(r)) (H9,66.692,(d)) (conjunction,7.96')\n(Jupiter,35.168,(r)) (H10,35.096,(c)) (conjunction,4.33')", "(H5,276.086,(r)) (Mercury,156.058,(c)) (trine,1.67')", '12', '13', '14', '15', '16', 7]
['1916-09-06 20:09:04', '0', '1', "(H1,309.862,(r)) (Mars,219.910,(d)) (square,2.89')\n(Mars,208.741,(r)) (H1,298.831,(c)) (square,5.43')", "(Jupiter,35.150,(r)) (H10,215.237,(c)) (opposition,5.21')", '4', '5', '6', "(Moon,275.596,(r)) (POF,35.639,(c)) (trine,2.60')", '8', '9', '10', '11', "(Jupiter,35.150,(r)) (H1,275.235,(c)) (trine,5.14')", '13', '14', "(H7,129.862,(r)) (H5,129.856,(d)) (conjunction,0.35')", '16', 6]
['1916-09-07 02:37:36', '0', "(Neptune,123.896,(r)) (H9,303.909,(d)) (opposition,0.77')\n(H10,321.634,(r)) (Mercury,201.624,(d)) (trine,0.59')\n(Mercury,190.809,(r)) (H10,310.900,(c)) (trine,5.48')\n(H9,293.877,(r)) (Neptune,113.755,(c)) (opposition,7.28')", '2', "(H9,293.877,(r)) (Mercury,173.905,(c)) (trine,1.69')", "(Mars,208.919,(r)) (H10,298.893,(c)) (square,1.58')", '5', "(Saturn,116.897,(r)) (H10,296.808,(c)) (opposition,5.34')", '7', '8', '9', '10', "(Mean_Node,296.507,(r)) (H4,176.487,(d)) (trine,1.20')\n(POF,176.466,(r)) (H4,176.487,(d)) (conjunction,1.26')", '12', "(H5,173.249,(r)) (Jupiter,353.419,(c)) (opposition,10.16')", '14', "(POF,176.466,(r)) (Mars,266.383,(d)) (square,4.98')", "(H8,268.063,(r)) (Mean_Node,358.039,(d)) (square,1.45')\n(H1,61.137,(r)) (Venus,60.990,(c)) (conjunction,8.84')", 13]
['1916-09-07 01:08:56', "(H3,93.412,(r)) (Pluto,93.392,(c)) (conjunction,1.25')\n(H7,217.489,(r)) (Moon,277.460,(c)) (sextile,1.73')", '1', '2', '3', "(Mercury,190.743,(r)) (H1,10.653,(c)) (opposition,5.43')", "(Mean_Node,296.510,(r)) (H3,116.362,(d)) (opposition,8.91')\n(H1,37.489,(r)) (Mercury,217.661,(d)) (opposition,10.33')\n(H3,93.412,(r)) (Mean_Node,273.370,(c)) (opposition,2.54')", "(Mean_Node,296.510,(r)) (H3,116.622,(d)) (opposition,6.71')\n(H3,93.412,(r)) (Saturn,93.473,(c)) (conjunction,3.66')", '7', '8', "(H5,148.692,(r)) (Venus,148.518,(d)) (conjunction,10.43')", "(Mercury,190.743,(r)) (H1,70.710,(d)) (trine,1.96')", '11', "(Jupiter,35.141,(r)) (H4,155.062,(d)) (trine,4.78')\n(H5,148.692,(r)) (Mercury,148.588,(c)) (conjunction,6.26')", '13', '14', "(Pluto,94.272,(r)) (H7,274.324,(d)) (opposition,3.08')", "(Neptune,123.894,(r)) (H8,303.751,(d)) (opposition,8.57')", 14]
['1916-09-06 21:17:12', "(H3,37.146,(r)) (Jupiter,37.089,(d)) (conjunction,3.43')", "(Uranus,316.697,(r)) (H1,316.782,(c)) (conjunction,5.11')", '2', '3', '4', "(H3,37.146,(r)) (Mercury,217.275,(d)) (opposition,7.74')", "(Pluto,94.271,(r)) (H12,274.277,(c)) (opposition,0.35')", "(Mean_Node,296.519,(r)) (H5,116.384,(d)) (opposition,8.12')\n(H5,91.610,(r)) (Mean_Node,271.536,(c)) (opposition,4.44')", '8', "(H1,328.713,(r)) (Mean_Node,328.850,(d)) (conjunction,8.23')\n(Jupiter,35.148,(r)) (H4,35.009,(c)) (conjunction,8.35')", "(Jupiter,35.148,(r)) (H10,275.127,(d)) (trine,1.23')", "(H5,91.610,(r)) (Mercury,151.592,(c)) (sextile,1.05')", '12', "(Mars,208.772,(r)) (H4,28.904,(c)) (opposition,7.90')", "(POF,81.069,(r)) (Jupiter,81.128,(d)) (conjunction,3.55')\n(H5,91.610,(r)) (Uranus,271.646,(c)) (opposition,2.14')", "(Mars,208.772,(r)) (H4,118.688,(d)) (square,5.02')", '16', 14]
['1916-09-06 08:56:00', '0', '1', '2', '3', '4', "(H10,60.066,(r)) (Jupiter,59.900,(d)) (conjunction,9.95')\n(Jupiter,35.169,(r)) (H10,35.289,(c)) (conjunction,7.21')", '6', '7', '8', "(Moon,268.940,(r)) (H4,268.949,(d)) (conjunction,0.57')\n(Moon,268.940,(r)) (H4,208.959,(c)) (sextile,1.16')", '10', '11', '12', '13', "(Mean_Node,296.546,(r)) (POF,296.625,(d)) (conjunction,4.70')\n(POF,254.099,(r)) (Mean_Node,254.226,(c)) (conjunction,7.57')", "(H5,269.838,(r)) (Neptune,179.916,(d)) (square,4.66')", "(Mars,208.432,(r)) (H1,208.466,(d)) (conjunction,2.05')\n(Saturn,116.821,(r)) (H4,296.989,(d)) (opposition,10.04')", 9]
['1916-09-06 20:29:28', "(Uranus,316.698,(r)) (H7,136.677,(d)) (opposition,1.30')", "(Moon,275.798,(r)) (H9,215.759,(d)) (sextile,2.40')\n(H9,204.265,(r)) (Jupiter,24.383,(c)) (opposition,7.13')", "(Neptune,123.888,(r)) (H1,304.058,(c)) (opposition,10.22')", '3', '4', "(Sun,163.884,(r)) (H1,343.849,(d)) (opposition,2.07')\n(Mean_Node,296.521,(r)) (H3,356.434,(c)) (sextile,5.23')", "(Mars,208.750,(r)) (H10,208.586,(c)) (conjunction,9.86')", '7', '8', "(Moon,275.798,(r)) (POF,95.824,(d)) (opposition,1.52')", "(H10,234.102,(r)) (Uranus,354.181,(d)) (trine,4.76')", "(Jupiter,35.149,(r)) (POF,35.328,(c)) (conjunction,10.71')", '12', "(Mars,208.750,(r)) (H4,88.675,(d)) (trine,4.49')", "(H5,80.644,(r)) (Jupiter,80.759,(d)) (conjunction,6.92')", '15', '16', 12]
['1916-09-06 19:09:04', "(Moon,275.001,(r)) (H4,35.072,(d)) (trine,4.26')", '1', '2', '3', '4', '5', '6', "(H5,61.991,(r)) (Jupiter,61.832,(d)) (conjunction,9.53')", '8', '9', "(H9,181.773,(r)) (Jupiter,1.658,(c)) (opposition,6.89')", '11', "(Pluto,94.270,(r)) (H5,94.362,(d)) (conjunction,5.54')", "(H5,61.991,(r)) (Moon,241.833,(c)) (opposition,9.48')", '14', '15', '16', 5]
['1916-09-06 22:51:28', "(Venus,118.154,(r)) (H7,178.225,(d)) (sextile,4.26')", "(Moon,277.209,(r)) (H10,277.328,(d)) (conjunction,7.09')\n(H10,267.544,(r)) (Moon,267.583,(c)) (conjunction,2.30')", "(Moon,277.209,(r)) (H4,97.328,(d)) (opposition,7.09')\n(H4,87.544,(r)) (Moon,267.583,(c)) (opposition,2.30')", "(POF,109.984,(r)) (Moon,290.094,(d)) (opposition,6.59')\n(Moon,277.209,(r)) (POF,97.212,(c)) (opposition,0.16')", "(Mars,208.815,(r)) (H12,298.881,(c)) (square,3.96')", '5', "(Saturn,116.881,(r)) (H1,26.883,(d)) (square,0.11')\n(Saturn,116.881,(r)) (H12,296.724,(c)) (opposition,9.44')", '7', "(Uranus,316.695,(r)) (POF,136.854,(d)) (opposition,9.56')", "(H4,87.544,(r)) (Mean_Node,267.535,(c)) (opposition,0.55')", "(H10,267.544,(r)) (Venus,87.409,(c)) (opposition,8.13')", "(H5,113.704,(r)) (Uranus,353.681,(d)) (trine,1.38')", '12', "(H4,87.544,(r)) (Sun,207.562,(d)) (trine,1.06')", '14', '15', "(Venus,118.154,(r)) (H4,28.180,(c)) (square,1.58')", 16]
['1916-09-06 22:35:11', '0', '1', '2', '3', "(Sun,163.969,(r)) (H12,343.978,(d)) (opposition,0.57')\n(POF,104.897,(r)) (H10,284.951,(d)) (opposition,3.25')\n(H10,263.799,(r)) (POF,83.698,(c)) (opposition,6.04')", "(H1,351.818,(r)) (Uranus,291.852,(c)) (sextile,2.09')", '6', '7', "(Uranus,316.695,(r)) (H5,136.746,(d)) (opposition,3.05')", "(H1,351.818,(r)) (Uranus,351.777,(d)) (conjunction,2.42')", '10', '11', "(Mean_Node,296.516,(r)) (H4,116.344,(d)) (opposition,10.31')\n(H4,83.799,(r)) (Mean_Node,263.711,(c)) (opposition,5.28')", '13', '14', "(Venus,118.144,(r)) (H4,28.126,(c)) (square,1.05')\n(H7,171.818,(r)) (Uranus,261.829,(c)) (square,0.67')", "(H8,206.814,(r)) (Uranus,26.643,(d)) (opposition,10.27')", 11]
['1916-09-07 02:23:28', "(H4,138.027,(r)) (Uranus,318.144,(d)) (opposition,7.06')\n(Uranus,316.690,(r)) (H4,136.801,(c)) (opposition,6.65')", '1', '2', "(H9,290.584,(r)) (Jupiter,50.649,(d)) (trine,3.90')", '4', "(Sun,164.122,(r)) (H10,344.102,(d)) (opposition,1.22')", '6', '7', '8', '9', '10', "(POF,172.726,(r)) (H4,172.631,(d)) (conjunction,5.69')", '12', '13', '14', '15', '16', 5]
['1916-09-06 22:14:15', '0', '1', '2', '3', '4', "(Uranus,316.696,(r)) (H1,316.863,(c)) (conjunction,10.01')", '6', "(Mercury,190.613,(r)) (H5,130.540,(d)) (sextile,4.38')", '8', '9', '10', '11', '12', '13', '14', '15', '16', 2]
['1916-09-06 19:05:51', '0', '1', '2', '3', "(H1,293.647,(r)) (Uranus,293.572,(c)) (conjunction,4.49')", "(Venus,118.010,(r)) (H10,237.920,(d)) (trine,5.36')", "(Mars,208.712,(r)) (H3,28.848,(d)) (opposition,8.18')", "(Mars,208.712,(r)) (H7,88.655,(c)) (trine,3.41')", "(Uranus,316.700,(r)) (POF,16.731,(c)) (sextile,1.83')", '9', '10', '11', "(H5,61.236,(r)) (Pluto,61.140,(c)) (conjunction,5.78')", "(Jupiter,35.152,(r)) (H5,95.204,(d)) (sextile,3.17')", '14', '15', '16', 7]
['1916-09-06 22:50:23', '0', "(Moon,277.199,(r)) (H10,277.082,(d)) (conjunction,7.03')\n(H1,356.430,(r)) (Mercury,176.400,(c)) (opposition,1.81')", "(Moon,277.199,(r)) (H4,97.082,(d)) (opposition,7.03')", '3', '4', "(H3,60.860,(r)) (Moon,300.805,(d)) (trine,3.31')", "(Mean_Node,296.515,(r)) (H1,26.572,(d)) (square,3.39')\n(Mean_Node,296.515,(r)) (H12,296.461,(c)) (conjunction,3.30')", "(Mars,208.815,(r)) (H5,88.812,(c)) (trine,0.15')", "(POF,109.650,(r)) (Uranus,289.665,(c)) (opposition,0.89')", '9', "(H10,267.299,(r)) (Venus,87.404,(c)) (opposition,6.29')", "(Jupiter,35.145,(r)) (H1,35.282,(d)) (conjunction,8.21')\n(Mean_Node,296.515,(r)) (H4,56.597,(c)) (trine,4.91')", "(H1,356.430,(r)) (Uranus,356.417,(d)) (conjunction,0.76')", '13', '14', "(H4,87.299,(r)) (Mean_Node,357.233,(d)) (square,3.94')\n(H7,176.430,(r)) (Mars,266.337,(d)) (square,5.58')", '16', 14]
['1916-09-06 21:26:39', "(H4,67.844,(r)) (Mercury,187.840,(c)) (trine,0.27')", '1', "(POF,83.887,(r)) (Pluto,83.946,(c)) (conjunction,3.53')", "(Moon,276.367,(r)) (POF,96.436,(d)) (opposition,4.15')", '4', '5', "(Moon,276.367,(r)) (H12,276.473,(c)) (conjunction,6.36')\n(Neptune,123.889,(r)) (H1,303.881,(c)) (opposition,0.46')", '7', '8', "(Moon,276.367,(r)) (H4,96.458,(d)) (opposition,5.48')\n(Venus,118.100,(r)) (H1,297.965,(c)) (opposition,8.10')", "(H10,247.844,(r)) (Jupiter,67.961,(d)) (opposition,7.01')", '11', "(Mean_Node,296.519,(r)) (POF,116.566,(d)) (opposition,2.85')", '13', '14', "(Mars,208.776,(r)) (POF,28.905,(c)) (opposition,7.71')", '16', 10]
['1916-09-06 11:49:36', "(POF,298.386,(r)) (Venus,118.437,(d)) (opposition,3.03')\n(Mercury,190.144,(r)) (H7,10.071,(c)) (opposition,4.36')", "(H10,100.484,(r)) (Moon,280.543,(d)) (opposition,3.54')\n(Moon,270.652,(r)) (H10,90.685,(c)) (opposition,2.02')", "(H4,280.484,(r)) (Moon,280.543,(d)) (conjunction,3.54')\n(Moon,270.652,(r)) (H1,180.739,(c)) (square,5.26')\n(Moon,270.652,(r)) (H4,270.685,(c)) (conjunction,2.02')", "(Venus,117.731,(r)) (H1,177.759,(c)) (sextile,1.69')", '4', '5', "(Pluto,94.267,(r)) (H3,274.257,(d)) (opposition,0.56')\n(H10,100.484,(r)) (Neptune,100.342,(c)) (conjunction,8.51')", "(H5,310.374,(r)) (Sun,190.361,(d)) (trine,0.80')", '8', '9', "(H10,100.484,(r)) (H9,100.479,(d)) (conjunction,0.29')\n(H9,71.149,(r)) (H10,71.076,(c)) (conjunction,4.40')", "(Sun,163.533,(r)) (H5,343.377,(d)) (opposition,9.41')", '12', '13', "(Venus,117.731,(r)) (H4,237.701,(c)) (trine,1.82')", "(Pluto,94.267,(r)) (H8,94.278,(d)) (conjunction,0.70')\n(Uranus,316.711,(r)) (H4,226.748,(c)) (square,2.24')", '16', 17]
['1916-09-06 13:32:07', "(H3,274.751,(r)) (Pluto,94.819,(d)) (opposition,4.05')", '1', '2', '3', '4', '5', "(Mars,208.558,(r)) (H3,298.488,(d)) (square,4.22')", "(H5,336.060,(r)) (Mercury,216.030,(d)) (trine,1.78')\n(H7,36.186,(r)) (Mercury,216.030,(d)) (opposition,9.39')", "(POF,324.248,(r)) (Venus,144.278,(d)) (opposition,1.77')\n(Venus,117.796,(r)) (POF,297.639,(c)) (opposition,9.44')", '9', "(H9,94.751,(r)) (H10,94.784,(c)) (conjunction,1.98')", "(Mercury,190.221,(r)) (H5,10.394,(d)) (opposition,10.37')", "(Moon,271.664,(r)) (H4,271.829,(c)) (conjunction,9.86')", '13', '14', "(Mercury,190.221,(r)) (H8,10.179,(c)) (opposition,2.56')", "(Mars,208.558,(r)) (POF,28.519,(d)) (opposition,2.36')\n(H1,216.186,(r)) (Pluto,36.087,(c)) (opposition,5.98')", 12]
['1916-09-06 07:27:43', '0', '1', '2', '3', '4', '5', '6', '7', '8', "(H4,218.130,(r)) (H5,218.301,(c)) (conjunction,10.27')", '10', "(H1,127.788,(r)) (Jupiter,67.859,(d)) (sextile,4.26')", '12', "(Sun,163.357,(r)) (H5,283.316,(d)) (trine,2.48')", '14', '15', '16', 3]
['1916-09-06 21:33:44', "(Mercury,190.583,(r)) (H4,70.647,(d)) (trine,3.84')", '1', '2', '3', '4', "(H1,333.497,(r)) (Venus,93.474,(c)) (trine,1.38')", '6', "(Sun,163.927,(r)) (H10,223.885,(c)) (sextile,2.55')", '8', '9', '10', "(Mean_Node,296.518,(r)) (POF,116.535,(d)) (opposition,1.01')", "(H1,333.497,(r)) (Mean_Node,333.324,(d)) (conjunction,10.34')\n(Jupiter,35.147,(r)) (H4,35.008,(c)) (conjunction,8.34')", '13', '14', "(H7,153.497,(r)) (Mean_Node,243.446,(c)) (square,3.05')", '16', 7]
['1916-09-06 12:09:04', "(Uranus,316.710,(r)) (H3,256.765,(d)) (sextile,3.27')\n(H3,255.648,(r)) (Uranus,315.683,(c)) (sextile,2.07')", "(Jupiter,35.163,(r)) (H10,95.165,(c)) (sextile,0.09')", '2', "(Venus,117.743,(r)) (H10,117.863,(d)) (conjunction,7.18')\n(Uranus,316.710,(r)) (POF,316.692,(d)) (conjunction,1.12')", '4', "(H10,105.002,(r)) (Mercury,165.016,(c)) (sextile,0.81')", '6', "(Mercury,190.159,(r)) (H10,130.248,(d)) (sextile,5.35')", '8', "(H5,315.125,(r)) (Sun,195.140,(d)) (trine,0.92')", "(H10,105.002,(r)) (H9,105.034,(d)) (conjunction,1.93')\n(H9,75.648,(r)) (H10,75.623,(c)) (conjunction,1.55')", "(Uranus,316.710,(r)) (H4,316.594,(d)) (conjunction,7.00')", "(Moon,270.844,(r)) (POF,270.712,(c)) (conjunction,7.90')", '13', "(Moon,270.844,(r)) (H1,150.905,(c)) (trine,3.67')", '15', '16', 13]
['1916-09-06 23:00:24', '0', '1', '2', '3', "(Saturn,116.882,(r)) (H1,26.948,(d)) (square,3.99')", '5', "(POF,112.783,(r)) (H10,292.905,(d)) (opposition,7.35')\n(H1,359.470,(r)) (Mars,179.572,(c)) (opposition,6.13')\n(H10,269.599,(r)) (Mars,179.572,(c)) (square,1.62')", '7', '8', '9', "(H1,359.470,(r)) (Jupiter,359.585,(c)) (conjunction,6.91')", '11', "(H5,115.859,(r)) (Jupiter,355.832,(c)) (trine,1.66')", '13', '14', "(H8,213.840,(r)) (Mercury,123.892,(c)) (square,3.15')", "(Pluto,94.272,(r)) (H8,274.202,(d)) (opposition,4.16')", 8]
['1916-09-06 13:17:36', "(Moon,271.521,(r)) (H7,31.553,(c)) (trine,1.93')", '1', '2', '3', "(Saturn,116.840,(r)) (H12,206.755,(d)) (square,5.13')\n(H1,212.715,(r)) (Mercury,212.607,(d)) (conjunction,6.45')\n(Mercury,190.210,(r)) (H1,190.358,(c)) (conjunction,8.85')", '5', '6', '7', '8', "(H5,332.323,(r)) (H4,332.459,(d)) (conjunction,8.15')", "(Moon,271.521,(r)) (H10,91.440,(c)) (opposition,4.86')\n(H9,91.400,(r)) (H10,91.440,(c)) (conjunction,2.37')", '11', "(H5,332.323,(r)) (Venus,152.482,(d)) (opposition,9.51')\n(Venus,117.787,(r)) (H5,297.935,(c)) (opposition,8.90')", '13', '14', "(H5,332.323,(r)) (Mars,152.262,(c)) (opposition,3.66')\n(H8,62.189,(r)) (Mars,152.262,(c)) (square,4.40')", "(H8,62.189,(r)) (Moon,332.142,(d)) (square,2.80')", 12]
['1916-09-07 00:15:12', '0', '1', "(Saturn,116.887,(r)) (H4,116.926,(d)) (conjunction,2.33')\n(H4,106.891,(r)) (Saturn,106.796,(c)) (conjunction,5.71')", '3', '4', "(Mercury,190.703,(r)) (H10,310.747,(d)) (trine,2.63')", "(POF,136.004,(r)) (Sun,136.143,(c)) (conjunction,8.35')", '7', '8', "(Uranus,316.693,(r)) (H4,136.827,(d)) (opposition,8.05')", "(H9,261.018,(r)) (Sun,200.979,(d)) (sextile,2.35')", "(H1,21.998,(r)) (Sun,201.970,(d)) (opposition,1.67')\n(Uranus,316.693,(r)) (H4,76.698,(c)) (trine,0.32')", '12', '13', '14', '15', '16', 8]
['1916-09-07 02:40:48', '0', "(POF,177.305,(r)) (Mercury,177.376,(c)) (conjunction,4.25')", '2', '3', '4', "(H1,61.947,(r)) (Jupiter,61.969,(d)) (conjunction,1.34')", '6', "(Mean_Node,296.507,(r)) (H10,296.385,(c)) (conjunction,7.34')", '8', '9', '10', "(POF,177.305,(r)) (H4,177.361,(d)) (conjunction,3.36')", '12', "(Jupiter,35.138,(r)) (H5,214.973,(d)) (opposition,9.92')", "(H4,142.456,(r)) (Moon,322.572,(d)) (opposition,6.96')", "(Mean_Node,296.507,(r)) (POF,116.608,(c)) (opposition,6.05')", '16', 7]
['1916-09-06 14:48:31', '0', "(Jupiter,35.159,(r)) (H10,155.082,(d)) (trine,4.64')", "(H8,83.035,(r)) (Moon,263.025,(c)) (opposition,0.59')", '3', '4', "(Uranus,316.706,(r)) (H1,256.663,(d)) (sextile,2.63')\n(H3,292.685,(r)) (Uranus,292.601,(c)) (conjunction,5.03')", '6', "(H7,54.068,(r)) (Mars,233.973,(d)) (opposition,5.74')\n(Venus,117.845,(r)) (H10,117.762,(c)) (conjunction,5.02')\n(Mars,208.593,(r)) (H5,328.642,(c)) (trine,2.90')", "(H4,323.943,(r)) (Mean_Node,324.015,(d)) (conjunction,4.35')", "(H4,323.943,(r)) (H5,324.051,(c)) (conjunction,6.48')", "(H9,112.685,(r)) (H10,112.562,(c)) (conjunction,7.38')", '11', '12', "(Pluto,94.268,(r)) (H5,34.323,(d)) (sextile,3.31')\n(H5,356.057,(r)) (Uranus,356.171,(d)) (conjunction,6.85')", '14', "(H7,54.068,(r)) (H5,54.231,(d)) (conjunction,9.76')\n(Mars,208.593,(r)) (H5,298.674,(c)) (square,4.85')", '16', 14]
['1916-09-06 13:52:15', '0', '1', '2', '3', '4', "(Jupiter,35.161,(r)) (H10,155.217,(d)) (trine,3.37')\n(H10,129.710,(r)) (Sun,189.718,(d)) (sextile,0.49')", "(POF,329.205,(r)) (Neptune,149.302,(d)) (opposition,5.80')", '7', '8', "(Mercury,190.237,(r)) (H5,310.163,(c)) (trine,4.43')", "(Mercury,190.237,(r)) (H1,250.250,(d)) (sextile,0.82')\n(Mercury,190.237,(r)) (H9,130.174,(d)) (sextile,3.77')\n(POF,329.205,(r)) (Venus,149.260,(d)) (opposition,3.31')\n(Mercury,190.237,(r)) (H1,190.141,(c)) (conjunction,5.76')\n(Venus,117.809,(r)) (POF,297.815,(c)) (opposition,0.34')\n(H9,99.416,(r)) (H10,99.428,(c)) (conjunction,0.72')", "(Sun,163.616,(r)) (H4,343.633,(d)) (opposition,1.02')", '12', '13', '14', "(Neptune,123.880,(r)) (H8,123.827,(d)) (conjunction,3.13')\n(Pluto,94.268,(r)) (POF,274.431,(c)) (opposition,9.81')", '16', 13]
['1916-09-06 20:59:04', "(POF,75.744,(r)) (Uranus,315.809,(c)) (trine,3.92')", '1', '2', '3', '4', '5', "(Saturn,116.873,(r)) (H1,296.843,(c)) (opposition,1.80')", "(Jupiter,35.148,(r)) (H10,215.019,(c)) (opposition,7.79')", '8', "(Mean_Node,296.520,(r)) (H5,116.393,(d)) (opposition,7.61')\n(H5,87.441,(r)) (Mean_Node,267.326,(c)) (opposition,6.90')", '10', "(Venus,118.082,(r)) (H5,118.136,(d)) (conjunction,3.21')", "(H1,323.555,(r)) (Mean_Node,263.541,(c)) (sextile,0.84')", '13', '14', "(H8,179.002,(r)) (Mean_Node,359.112,(d)) (opposition,6.57')\n(Mean_Node,296.520,(r)) (H8,116.592,(c)) (opposition,4.32')", "(Venus,118.082,(r)) (H4,118.192,(d)) (conjunction,6.57')\n(H8,179.002,(r)) (Mars,269.072,(d)) (square,4.18')", 11]
['1916-09-06 21:08:16', "(POF,78.434,(r)) (Uranus,318.442,(d)) (trine,0.51')\n(H3,34.771,(r)) (Pluto,94.772,(d)) (sextile,0.03')", '1', '2', '3', "(Pluto,94.271,(r)) (H12,274.225,(c)) (opposition,2.77')", '5', '6', '7', "(H4,63.477,(r)) (Jupiter,63.346,(d)) (conjunction,7.84')", '9', '10', '11', "(Moon,276.184,(r)) (H4,96.028,(d)) (opposition,9.34')", '13', '14', "(Neptune,123.889,(r)) (H7,213.873,(d)) (square,0.97')\n(Mean_Node,296.519,(r)) (H4,116.551,(d)) (opposition,1.90')\n(H5,89.555,(r)) (Venus,179.536,(d)) (square,1.14')\n(H4,63.477,(r)) (Mean_Node,243.447,(c)) (opposition,1.82')", '16', 9]
['1916-09-06 09:46:23', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', "(H10,72.021,(r)) (H9,72.083,(d)) (conjunction,3.74')", "(H4,252.021,(r)) (Sun,132.059,(c)) (trine,2.29')", '12', '13', "(H5,281.415,(r)) (Mean_Node,341.386,(d)) (sextile,1.74')\n(Venus,117.652,(r)) (H1,117.534,(c)) (conjunction,7.12')", '15', '16', 4]
['1916-09-07 02:49:12', '0', '1', '2', "(Mercury,190.817,(r)) (H10,310.797,(c)) (trine,1.21')", '4', '5', '6', "(Mars,208.925,(r)) (POF,208.964,(d)) (conjunction,2.34')\n(Venus,118.306,(r)) (H10,298.394,(c)) (opposition,5.22')", "(H1,64.058,(r)) (Jupiter,64.224,(d)) (conjunction,9.98')\n(Jupiter,35.138,(r)) (H1,35.142,(c)) (conjunction,0.24')", '9', "(POF,179.494,(r)) (Jupiter,359.341,(c)) (opposition,9.23')", "(POF,179.494,(r)) (H4,179.656,(d)) (conjunction,9.71')\n(Mars,208.925,(r)) (H1,28.811,(c)) (opposition,6.80')", '12', '13', '14', '15', "(POF,179.494,(r)) (Venus,179.582,(d)) (conjunction,5.24')", 9]
['1916-09-06 09:03:04', '0', '1', '2', "(Uranus,316.715,(r)) (H9,16.788,(c)) (sextile,4.42')", "(POF,255.864,(r)) (Mercury,165.784,(c)) (square,4.83')", '5', '6', '7', "(Mean_Node,296.546,(r)) (H5,296.557,(d)) (conjunction,0.67')\n(H5,271.463,(r)) (Mean_Node,271.637,(c)) (conjunction,10.48')", '9', "(Venus,117.625,(r)) (H9,357.640,(c)) (trine,0.90')", '11', "(H1,150.276,(r)) (Mean_Node,330.115,(d)) (opposition,9.69')\n(Venus,117.625,(r)) (H1,117.530,(c)) (conjunction,5.68')", '13', '14', '15', '16', 7]
['1916-09-06 21:53:52', '0', '1', '2', '3', '4', '5', '6', "(POF,92.113,(r)) (Venus,92.165,(c)) (conjunction,3.14')", "(H5,100.094,(r)) (Mercury,220.048,(d)) (trine,2.76')", "(Uranus,316.696,(r)) (H1,16.708,(d)) (sextile,0.69')", '10', '11', '12', '13', "(H4,74.225,(r)) (Venus,74.274,(c)) (conjunction,2.95')", '15', '16', 4]
['1916-09-06 12:04:39', '0', '1', "(H4,283.978,(r)) (Pluto,103.823,(d)) (opposition,9.30')\n(Pluto,94.267,(r)) (H4,274.152,(c)) (opposition,6.90')", '3', "(POF,302.240,(r)) (Mercury,212.250,(d)) (square,0.64')", '5', '6', '7', '8', '9', "(H10,103.978,(r)) (H9,104.001,(d)) (conjunction,1.36')\n(H9,74.634,(r)) (H10,74.598,(c)) (conjunction,2.12')", '11', '12', '13', "(H5,314.046,(r)) (Mean_Node,254.009,(c)) (sextile,2.18')", "(H5,314.046,(r)) (Mercury,133.996,(c)) (opposition,2.96')", "(H8,45.025,(r)) (Sun,224.905,(d)) (opposition,7.22')", 8]
