['Time', '0: 2017-09-22', '1: 2024-10-25', '2: 2018-02-19', '3: 2021-04-06', '4: 2016-05-26', '5: 2022-01-01', 'Count']
['2014-03-24 01:09:59', "(Saturn,232.939,(r)) (Moon,323.316,(p)) (square,23')", "(H3,17.217,(r)) (Moon,61.899,(p)) (45-semisquare,19')\n(Sun,13.792,(p)) (H10,238.859,(p)) (135-sesquisquare,4')\n(Venus,316.792,(r)) (Moon,136.294,(c)) (opposition,30')", "(Venus,320.736,(p)) (H3,20.790,(p)) (sextile,3')\n(Pluto,283.456,(r)) (H3,13.625,(c)) (square,10')", "(Uranus,12.341,(p)) (H1,327.388,(p)) (45-semisquare,3')\n(Venus,316.792,(r)) (H12,286.897,(c)) (30-semisextile,6')\n(Mean_Node,209.923,(r)) (Moon,179.740,(c)) (30-semisextile,11')\n(Uranus,11.545,(c)) (H8,161.523,(c)) (150-quincunx,1')", "(Mars,204.380,(r)) (H12,294.375,(p)) (square,0')\n(Moon,304.048,(p)) (H8,169.481,(p)) (135-sesquisquare,26')\n(Sun,3.317,(r)) (Moon,242.991,(c)) (trine,20')\n(Moon,272.990,(r)) (Moon,242.991,(c)) (30-semisextile,0')\n(Neptune,336.013,(c)) (H12,290.849,(c)) (45-semisquare,10')", "(Mars,204.380,(r)) (Moon,24.560,(p)) (opposition,11')\n(H1,321.782,(r)) (Mars,201.924,(p)) (trine,9')\n(H6,112.612,(r)) (Saturn,232.623,(p)) (trine,1')", 18]
['2014-03-24 00:01:43', "(Saturn,232.940,(r)) (Moon,322.627,(p)) (square,19')", "(Uranus,11.938,(r)) (H10,221.958,(p)) (150-quincunx,1')", "(Pluto,283.456,(r)) (Moon,328.616,(p)) (45-semisquare,10')", "(Pluto,283.456,(r)) (Moon,13.615,(p)) (square,10')\n(Uranus,12.339,(p)) (H1,312.489,(p)) (sextile,9')", "(Sun,3.270,(r)) (Moon,303.364,(p)) (sextile,6')\n(Sun,3.270,(r)) (H8,153.332,(p)) (150-quincunx,4')\n(Moon,303.364,(p)) (H8,153.332,(p)) (150-quincunx,2')\n(Moon,272.324,(r)) (Moon,242.348,(c)) (30-semisextile,1')\n(Mean_Node,209.926,(r)) (H10,209.978,(c)) (conjunction,3')\n(H10,212.046,(r)) (Moon,242.348,(c)) (30-semisextile,18')\n(Mean_Node,210.041,(c)) (H10,209.978,(c)) (conjunction,4')", "(Mars,204.393,(r)) (Moon,23.908,(p)) (opposition,29')\n(Pluto,283.528,(p)) (H6,103.668,(p)) (opposition,8')", 14]
['2014-03-24 01:07:59', "(Saturn,232.939,(r)) (Moon,323.296,(p)) (square,21')", "(Mean_Node,209.923,(r)) (H1,329.795,(p)) (trine,8')\n(H3,16.712,(r)) (Moon,61.881,(p)) (45-semisquare,10')\n(Venus,316.790,(r)) (Moon,136.278,(c)) (opposition,31')\n(H3,16.712,(r)) (Moon,136.278,(c)) (trine,26')", "(Sun,3.316,(r)) (H7,138.244,(c)) (135-sesquisquare,4')\n(Venus,312.942,(c)) (H3,13.119,(c)) (sextile,11')", "(Uranus,11.941,(r)) (H1,326.948,(p)) (45-semisquare,0')\n(Sun,10.283,(p)) (H4,55.234,(p)) (45-semisquare,3')\n(Mean_Node,209.923,(r)) (Moon,179.722,(c)) (30-semisextile,12')\n(Mars,206.048,(c)) (H8,161.049,(c)) (45-semisquare,0')", "(Saturn,232.939,(r)) (H1,323.072,(p)) (square,8')\n(Moon,304.028,(p)) (H8,169.004,(p)) (135-sesquisquare,1')\n(Mars,203.751,(p)) (H12,293.929,(p)) (square,11')\n(Sun,3.316,(r)) (Moon,242.972,(c)) (trine,21')\n(Moon,272.970,(r)) (Moon,242.972,(c)) (30-semisextile,0')", "(Mars,204.380,(r)) (Moon,24.540,(p)) (opposition,10')\n(H10,228.937,(r)) (Mercury,348.891,(p)) (trine,3')\n(Sun,11.013,(p)) (H10,235.889,(p)) (135-sesquisquare,7')", 19]
['2014-03-24 01:51:20', '0', "(H3,27.561,(r)) (Venus,327.691,(p)) (sextile,8')\n(Venus,316.820,(r)) (Moon,136.639,(c)) (opposition,11')", "(Mean_Node,209.922,(r)) (Moon,329.723,(p)) (trine,12')\n(H4,59.545,(r)) (Moon,329.723,(p)) (square,11')\n(Jupiter,100.942,(r)) (H4,56.102,(c)) (45-semisquare,10')\n(H4,59.545,(r)) (Sun,359.464,(c)) (sextile,5')", "(H4,59.545,(r)) (Moon,14.680,(p)) (45-semisquare,8')\n(H4,59.545,(r)) (Mean_Node,209.549,(p)) (150-quincunx,0')\n(Mean_Node,209.922,(r)) (Moon,180.100,(c)) (30-semisextile,11')\n(Mars,206.042,(c)) (H12,296.126,(c)) (square,5')\n(Saturn,233.145,(c)) (H4,53.320,(c)) (opposition,11')", "(Sun,3.346,(r)) (Moon,243.381,(c)) (trine,2')\n(Moon,273.393,(r)) (Moon,243.381,(c)) (30-semisextile,1')\n(Mean_Node,209.922,(r)) (H12,300.081,(c)) (square,10')\n(Mean_Node,210.037,(c)) (H12,300.081,(c)) (square,3')", "(H10,239.545,(r)) (Mean_Node,209.510,(p)) (30-semisextile,2')\n(Neptune,336.351,(p)) (H10,246.296,(p)) (square,3')\n(Sun,355.619,(c)) (H6,115.524,(c)) (trine,6')", 18]
['2014-03-24 01:06:56', "(Saturn,232.939,(r)) (Moon,323.285,(p)) (square,21')", "(H3,16.443,(r)) (Moon,61.871,(p)) (45-semisquare,26')\n(Venus,316.789,(r)) (Moon,136.269,(c)) (opposition,31')\n(H3,16.443,(r)) (Moon,136.269,(c)) (trine,10')\n(Venus,306.638,(c)) (H3,6.658,(c)) (sextile,1')", "(Sun,7.190,(p)) (H4,52.188,(p)) (45-semisquare,0')\n(Moon,272.960,(r)) (H7,138.012,(c)) (135-sesquisquare,3')\n(Venus,312.942,(c)) (H3,12.848,(c)) (sextile,6')", "(Saturn,232.939,(r)) (H8,172.964,(p)) (sextile,2')\n(Mean_Node,209.923,(r)) (Moon,179.713,(c)) (30-semisextile,13')", "(Saturn,232.939,(r)) (H1,322.839,(p)) (square,6')\n(Sun,5.471,(p)) (H10,230.632,(p)) (135-sesquisquare,10')\n(Moon,304.017,(p)) (H8,168.750,(p)) (135-sesquisquare,16')\n(Mars,203.752,(p)) (H12,293.691,(p)) (square,4')\n(Saturn,232.859,(p)) (H1,322.839,(p)) (square,1')\n(Sun,3.315,(r)) (Moon,242.962,(c)) (trine,21')\n(Moon,272.960,(r)) (Moon,242.962,(c)) (30-semisextile,0')\n(Mean_Node,209.923,(r)) (H8,164.991,(c)) (45-semisquare,4')\n(Mean_Node,210.038,(c)) (H8,164.991,(c)) (45-semisquare,3')", "(Mars,204.381,(r)) (Moon,24.530,(p)) (opposition,9')\n(H6,111.928,(r)) (Mars,201.925,(p)) (square,0')", 21]
['2014-03-24 00:31:20', "(Saturn,232.940,(r)) (Moon,322.926,(p)) (square,1')\n(H1,313.364,(r)) (Pluto,283.414,(c)) (30-semisextile,3')", '1', "(Jupiter,100.939,(r)) (H3,11.025,(p)) (square,5')\n(Pluto,283.456,(r)) (Moon,328.915,(p)) (45-semisquare,28')\n(Pluto,283.456,(r)) (H4,43.305,(p)) (trine,9')\n(Jupiter,101.179,(p)) (H3,11.025,(p)) (square,9')\n(H4,39.693,(r)) (Moon,219.489,(c)) (opposition,12')\n(H7,133.364,(r)) (Pluto,283.408,(c)) (150-quincunx,3')", "(Pluto,283.456,(r)) (Moon,13.903,(p)) (square,27')\n(Mean_Node,209.552,(p)) (H8,164.483,(p)) (45-semisquare,4')\n(Mean_Node,209.925,(r)) (Moon,179.402,(c)) (30-semisextile,31')\n(H1,313.364,(r)) (Pluto,283.364,(c)) (30-semisextile,0')\n(Saturn,233.147,(c)) (H12,278.215,(c)) (45-semisquare,4')", "(Sun,3.291,(r)) (Moon,303.661,(p)) (sextile,22')\n(Moon,272.613,(r)) (Moon,242.627,(c)) (30-semisextile,1')\n(Uranus,11.816,(c)) (H1,311.652,(c)) (sextile,10')", "(Mars,204.388,(r)) (Moon,24.190,(p)) (opposition,12')\n(Mercury,337.608,(r)) (H6,97.606,(c)) (trine,0')\n(H1,313.364,(r)) (Pluto,283.353,(c)) (30-semisextile,1')", 19]
['2014-03-24 01:25:11', "(Saturn,232.938,(r)) (Moon,323.470,(p)) (square,32')\n(H10,233.187,(r)) (Mars,203.341,(p)) (30-semisextile,9')\n(H1,325.111,(r)) (Mars,205.280,(c)) (trine,10')\n(Saturn,233.051,(c)) (H12,293.167,(c)) (sextile,7')", "(H10,233.187,(r)) (Mercury,353.355,(p)) (trine,10')\n(Moon,62.033,(p)) (H10,242.512,(p)) (opposition,29')\n(Venus,316.802,(r)) (Moon,136.421,(c)) (opposition,23')\n(Venus,316.802,(r)) (H1,316.686,(c)) (conjunction,7')\n(H1,325.111,(r)) (Mercury,325.266,(c)) (conjunction,9')\n(Moon,136.421,(c)) (H1,316.686,(c)) (opposition,16')\n(Uranus,11.350,(c)) (H3,11.303,(c)) (conjunction,3')", "(Mean_Node,209.923,(r)) (Moon,329.459,(p)) (trine,28')\n(Mercury,332.630,(c)) (H3,17.467,(c)) (45-semisquare,10')", "(Moon,14.427,(p)) (H4,59.407,(p)) (45-semisquare,1')\n(Mean_Node,209.550,(p)) (H4,59.407,(p)) (150-quincunx,9')\n(Venus,316.802,(r)) (H4,46.844,(c)) (square,3')\n(Mean_Node,209.923,(r)) (Moon,179.872,(c)) (30-semisextile,3')\n(H4,53.187,(r)) (Saturn,233.146,(c)) (opposition,2')\n(Mean_Node,210.295,(c)) (H8,165.127,(c)) (45-semisquare,10')", "(Saturn,232.938,(r)) (H8,173.108,(p)) (sextile,10')\n(Uranus,11.941,(r)) (H1,326.846,(p)) (45-semisquare,6')\n(Sun,3.328,(r)) (Moon,243.134,(c)) (trine,12')\n(Moon,273.138,(r)) (Moon,243.134,(c)) (30-semisextile,0')\n(Mars,204.377,(r)) (H12,294.242,(c)) (square,8')\n(H1,325.111,(r)) (Mars,204.955,(c)) (trine,9')", "(Mars,204.377,(r)) (Moon,24.705,(p)) (opposition,20')\n(Mean_Node,209.923,(r)) (H10,240.055,(p)) (30-semisextile,8')\n(H6,116.005,(r)) (Mars,206.186,(c)) (square,11')\n(H10,233.187,(r)) (Saturn,233.163,(c)) (conjunction,1')", 29]
['2014-03-24 01:58:07', '0', "(Jupiter,100.942,(r)) (H1,340.922,(p)) (trine,1')\n(H1,332.368,(r)) (Moon,62.324,(p)) (square,3')\n(Venus,316.825,(r)) (Moon,136.696,(c)) (opposition,8')", "(Mean_Node,209.921,(r)) (Moon,329.792,(p)) (trine,8')", "(Mars,202.168,(p)) (H4,67.269,(p)) (135-sesquisquare,6')\n(Saturn,232.937,(r)) (H8,172.975,(c)) (sextile,2')\n(Mean_Node,209.921,(r)) (Moon,180.159,(c)) (30-semisextile,14')\n(Saturn,233.145,(c)) (H8,172.975,(c)) (sextile,10')\n(Uranus,11.547,(c)) (H1,326.723,(c)) (45-semisquare,11')", "(Moon,304.531,(p)) (H1,334.117,(p)) (30-semisextile,25')\n(Sun,3.350,(r)) (Moon,243.445,(c)) (trine,6')\n(Moon,273.460,(r)) (Moon,243.445,(c)) (30-semisextile,1')\n(H10,241.181,(r)) (Sun,1.192,(c)) (trine,1')", "(Mars,204.371,(r)) (H10,234.326,(c)) (30-semisextile,3')\n(Mars,206.181,(c)) (H1,326.131,(c)) (trine,3')", 15]
['2014-03-24 00:45:04', "(Saturn,232.939,(r)) (Moon,323.064,(p)) (square,8')\n(Pluto,283.456,(r)) (H1,313.585,(c)) (30-semisextile,8')\n(Pluto,283.414,(c)) (H1,313.585,(c)) (30-semisextile,10')", "(Sun,3.300,(r)) (H10,213.288,(c)) (150-quincunx,1')\n(H1,316.346,(r)) (Moon,136.086,(c)) (opposition,16')\n(Moon,136.086,(c)) (H3,1.084,(c)) (135-sesquisquare,0')", "(Venus,316.774,(r)) (H4,46.760,(p)) (square,1')\n(H4,43.186,(r)) (Mercury,343.081,(p)) (sextile,6')\n(Moon,329.054,(p)) (H3,14.506,(p)) (45-semisquare,27')\n(Moon,219.615,(c)) (H4,39.572,(c)) (opposition,3')\n(Pluto,283.408,(c)) (H7,133.261,(c)) (150-quincunx,9')", "(Saturn,232.657,(p)) (H12,292.753,(p)) (sextile,6')\n(Mean_Node,209.924,(r)) (Moon,179.522,(c)) (30-semisextile,24')", "(Sun,3.300,(r)) (Moon,303.798,(p)) (sextile,30')\n(Pluto,283.456,(r)) (H8,163.551,(p)) (trine,6')\n(Pluto,283.480,(p)) (H8,163.551,(p)) (trine,4')\n(Moon,272.747,(r)) (Moon,242.756,(c)) (30-semisextile,1')\n(Mars,204.962,(c)) (H8,159.810,(c)) (45-semisquare,9')", "(Mars,204.385,(r)) (Moon,24.321,(p)) (opposition,4')\n(Saturn,232.623,(p)) (H1,322.507,(p)) (square,7')\n(Neptune,336.088,(r)) (H10,215.953,(c)) (trine,8')\n(Neptune,335.812,(c)) (H10,215.953,(c)) (trine,8')", 22]
['2014-03-24 01:54:07', '0', "(Mercury,337.685,(r)) (H3,37.700,(p)) (sextile,1')\n(Venus,316.822,(r)) (Moon,136.662,(c)) (opposition,10')\n(Sun,352.816,(c)) (H1,322.999,(c)) (30-semisextile,11')", "(Mean_Node,209.922,(r)) (Moon,329.751,(p)) (trine,10')\n(H3,28.255,(r)) (Mercury,343.150,(p)) (45-semisquare,6')\n(H4,60.219,(r)) (Moon,329.751,(p)) (square,28')\n(Uranus,11.942,(r)) (H4,56.783,(c)) (45-semisquare,10')\n(Pluto,283.457,(r)) (H7,148.348,(c)) (135-sesquisquare,7')\n(Uranus,11.722,(c)) (H4,56.783,(c)) (45-semisquare,4')\n(Pluto,283.409,(c)) (H7,148.348,(c)) (135-sesquisquare,4')", "(H4,60.219,(r)) (Moon,14.708,(p)) (45-semisquare,31')\n(Mars,202.169,(p)) (H1,337.150,(p)) (135-sesquisquare,1')\n(Neptune,336.327,(p)) (H4,66.323,(p)) (square,0')\n(Mean_Node,209.922,(r)) (Moon,180.124,(c)) (30-semisextile,12')\n(H4,60.219,(r)) (Moon,180.124,(c)) (trine,6')", "(Sun,3.348,(r)) (H1,333.231,(p)) (30-semisextile,7')\n(Mean_Node,209.922,(r)) (H8,180.026,(p)) (30-semisextile,6')\n(Moon,304.490,(p)) (H12,304.249,(p)) (conjunction,14')\n(Sun,3.348,(r)) (Moon,243.407,(c)) (trine,4')\n(Moon,273.421,(r)) (Moon,243.407,(c)) (30-semisextile,1')\n(Pluto,283.457,(r)) (H10,238.313,(c)) (45-semisquare,9')\n(Mean_Node,209.922,(r)) (H1,329.738,(c)) (trine,11')\n(Pluto,283.431,(c)) (H10,238.313,(c)) (45-semisquare,7')", "(Mercury,337.685,(r)) (H1,337.748,(p)) (conjunction,4')\n(Mars,201.913,(p)) (H10,246.959,(p)) (45-semisquare,3')\n(Mars,206.182,(c)) (H6,116.150,(c)) (square,2')", 26]
['2014-03-24 00:54:56', "(Saturn,232.939,(r)) (Moon,323.164,(p)) (square,13')", "(Uranus,11.940,(r)) (H1,326.917,(p)) (45-semisquare,1')\n(H10,225.672,(r)) (Moon,136.169,(c)) (square,30')", "(Uranus,11.940,(r)) (H4,42.085,(c)) (30-semisextile,9')\n(H3,13.408,(r)) (Pluto,283.408,(c)) (square,0')\n(Moon,219.705,(c)) (H3,9.802,(c)) (150-quincunx,6')", "(H8,164.018,(r)) (Moon,14.133,(p)) (150-quincunx,7')\n(Venus,323.940,(p)) (H1,324.079,(p)) (conjunction,8')\n(Mars,202.183,(p)) (H4,52.030,(p)) (150-quincunx,9')\n(Pluto,283.456,(r)) (H12,283.524,(c)) (conjunction,4')\n(Mean_Node,209.924,(r)) (Moon,179.608,(c)) (30-semisextile,19')\n(Pluto,283.365,(c)) (H12,283.524,(c)) (conjunction,10')", "(Neptune,336.088,(r)) (H12,291.013,(p)) (45-semisquare,5')\n(Neptune,336.163,(p)) (H12,291.013,(p)) (45-semisquare,9')\n(Sun,3.307,(r)) (Moon,242.849,(c)) (trine,27')\n(Moon,272.843,(r)) (Moon,242.849,(c)) (30-semisextile,0')\n(Moon,242.849,(c)) (H12,287.484,(c)) (45-semisquare,22')", "(Mars,204.383,(r)) (Moon,24.416,(p)) (opposition,2')\n(Saturn,232.623,(p)) (H10,232.692,(p)) (conjunction,4')", 19]
['2014-03-24 01:46:31', "(Uranus,11.942,(r)) (H1,327.004,(c)) (45-semisquare,4')\n(H10,238.386,(r)) (Pluto,283.414,(c)) (45-semisquare,2')\n(Mars,205.277,(c)) (H10,235.296,(c)) (30-semisextile,1')", "(Mercury,337.678,(r)) (H10,247.583,(p)) (square,6')\n(Venus,316.817,(r)) (Moon,136.599,(c)) (opposition,13')\n(Venus,316.817,(r)) (H3,16.704,(c)) (sextile,7')\n(Moon,136.599,(c)) (H3,16.704,(c)) (trine,6')", "(Mean_Node,209.922,(r)) (Moon,329.674,(p)) (trine,15')\n(Mean_Node,209.922,(r)) (H3,29.888,(p)) (opposition,2')\n(H7,149.805,(r)) (Moon,329.674,(p)) (opposition,8')\n(Moon,329.674,(p)) (H3,29.888,(p)) (sextile,13')\n(Mean_Node,209.715,(p)) (H3,29.888,(p)) (opposition,10')\n(Mercury,337.678,(r)) (H3,22.825,(c)) (45-semisquare,9')\n(H4,58.386,(r)) (Pluto,283.409,(c)) (135-sesquisquare,1')\n(Uranus,11.721,(c)) (H7,146.675,(c)) (135-sesquisquare,3')", "(H1,329.805,(r)) (Moon,14.634,(p)) (45-semisquare,10')\n(Mean_Node,209.922,(r)) (Moon,180.058,(c)) (30-semisextile,8')\n(H1,329.805,(r)) (Moon,180.058,(c)) (150-quincunx,15')\n(H4,58.386,(r)) (Pluto,283.365,(c)) (135-sesquisquare,1')\n(H8,176.319,(r)) (Sun,356.351,(c)) (opposition,2')", "(H1,329.805,(r)) (Mean_Node,209.807,(p)) (trine,0')\n(Sun,3.342,(r)) (Moon,243.335,(c)) (trine,0')\n(Moon,273.347,(r)) (Moon,243.335,(c)) (30-semisextile,1')\n(Mars,204.373,(r)) (H8,174.430,(c)) (30-semisextile,3')\n(H10,238.386,(r)) (Pluto,283.431,(c)) (45-semisquare,3')", "(Neptune,336.089,(r)) (H1,336.058,(p)) (conjunction,2')\n(Mars,204.373,(r)) (H6,114.453,(c)) (square,5')\n(H10,238.386,(r)) (Pluto,283.354,(c)) (45-semisquare,2')", 28]
['2014-03-24 01:16:23', "(Saturn,232.938,(r)) (Moon,323.381,(p)) (square,27')\n(H1,323.182,(r)) (Mars,203.343,(p)) (trine,10')\n(H1,323.182,(r)) (Saturn,233.051,(c)) (square,8')", "(H1,323.182,(r)) (Mercury,353.345,(p)) (30-semisextile,10')\n(Moon,61.955,(p)) (H1,331.650,(p)) (square,18')\n(Venus,316.796,(r)) (Moon,136.348,(c)) (opposition,27')\n(Uranus,11.349,(c)) (H10,221.350,(c)) (150-quincunx,0')", "(Jupiter,101.181,(p)) (H7,146.297,(p)) (45-semisquare,7')", "(Mean_Node,209.923,(r)) (H12,299.751,(p)) (square,10')\n(Uranus,12.342,(p)) (H4,57.278,(p)) (45-semisquare,4')\n(Mean_Node,209.923,(r)) (Moon,179.795,(c)) (30-semisextile,8')\n(H1,323.182,(r)) (Saturn,233.146,(c)) (square,2')\n(Moon,179.795,(c)) (H4,44.635,(c)) (135-sesquisquare,10')", "(Saturn,232.938,(r)) (H10,232.966,(p)) (conjunction,2')\n(H8,169.124,(r)) (Moon,304.112,(p)) (135-sesquisquare,1')\n(Saturn,232.859,(p)) (H10,232.966,(p)) (conjunction,6')\n(Sun,3.322,(r)) (Moon,243.051,(c)) (trine,16')\n(Moon,273.052,(r)) (Moon,243.051,(c)) (30-semisextile,0')", "(Mars,204.379,(r)) (Moon,24.621,(p)) (opposition,15')\n(Mean_Node,209.511,(p)) (H1,329.389,(p)) (trine,7')\n(H1,323.182,(r)) (Saturn,233.163,(c)) (square,1')", 21]
['2014-03-24 01:37:19', "(Saturn,232.938,(r)) (H10,233.044,(c)) (conjunction,6')\n(Saturn,233.051,(c)) (H10,233.044,(c)) (conjunction,0')", "(H1,327.777,(r)) (Venus,327.680,(p)) (conjunction,6')\n(Venus,316.810,(r)) (Moon,136.522,(c)) (opposition,17')\n(Venus,316.810,(r)) (H10,226.633,(c)) (square,11')\n(Moon,136.522,(c)) (H10,226.633,(c)) (square,7')", "(Mean_Node,209.922,(r)) (Moon,329.582,(p)) (trine,20')\n(H4,56.153,(r)) (Jupiter,101.182,(p)) (45-semisquare,2')\n(Moon,329.582,(p)) (H4,59.594,(p)) (square,1')\n(Mean_Node,209.715,(p)) (H4,59.594,(p)) (150-quincunx,7')", "(Sun,3.336,(r)) (H1,333.422,(p)) (30-semisextile,5')\n(Moon,273.257,(r)) (H1,333.422,(p)) (sextile,10')\n(H8,174.120,(r)) (Venus,323.970,(p)) (150-quincunx,9')\n(Saturn,232.938,(r)) (H12,293.001,(c)) (sextile,4')\n(Mean_Node,209.922,(r)) (Moon,179.978,(c)) (30-semisextile,3')\n(H4,56.153,(r)) (Mars,206.044,(c)) (150-quincunx,7')\n(Saturn,233.146,(c)) (H12,293.001,(c)) (sextile,9')", "(Sun,3.336,(r)) (Moon,243.249,(c)) (trine,5')\n(Moon,273.257,(r)) (Moon,243.249,(c)) (30-semisextile,0')\n(Mars,204.375,(r)) (H10,234.225,(c)) (30-semisextile,9')", "(Mars,204.375,(r)) (Moon,24.820,(p)) (opposition,27')\n(H10,236.153,(r)) (Sun,11.033,(p)) (135-sesquisquare,7')\n(H10,236.153,(r)) (Mars,206.184,(c)) (30-semisextile,2')", 23]
['2014-03-24 00:43:36', "(Saturn,232.939,(r)) (Moon,323.049,(p)) (square,7')\n(Pluto,283.414,(c)) (H1,313.267,(c)) (30-semisextile,9')", "(Moon,272.732,(r)) (H10,212.906,(c)) (sextile,10')\n(Mercury,337.619,(r)) (H1,307.671,(c)) (30-semisextile,3')\n(H1,316.027,(r)) (Moon,136.074,(c)) (opposition,3')\n(H3,10.534,(r)) (Jupiter,100.522,(c)) (square,1')\n(Sun,352.767,(c)) (H1,307.671,(c)) (45-semisquare,6')\n(Moon,136.074,(c)) (H3,0.709,(c)) (135-sesquisquare,22')", "(Moon,329.039,(p)) (H3,14.135,(p)) (45-semisquare,6')\n(H4,42.814,(r)) (Venus,312.926,(c)) (square,7')\n(Moon,219.601,(c)) (H4,39.196,(c)) (opposition,24')\n(Venus,312.926,(c)) (H7,132.943,(c)) (opposition,1')", "(Neptune,336.088,(r)) (H4,36.271,(c)) (sextile,11')\n(Mean_Node,209.924,(r)) (Moon,179.509,(c)) (30-semisextile,25')", "(Sun,3.299,(r)) (Moon,303.783,(p)) (sextile,29')\n(Moon,272.732,(r)) (H1,317.746,(p)) (45-semisquare,1')\n(Moon,272.732,(r)) (Moon,242.742,(c)) (30-semisextile,1')\n(Mars,204.385,(r)) (H8,159.464,(c)) (45-semisquare,5')\n(H1,316.027,(r)) (Sun,1.141,(c)) (45-semisquare,7')", "(Mars,204.385,(r)) (Moon,24.307,(p)) (opposition,5')\n(Saturn,232.939,(r)) (H6,113.025,(p)) (trine,5')", 21]
['2014-03-24 01:21:28', "(Saturn,232.938,(r)) (Moon,323.432,(p)) (square,30')\n(Uranus,11.941,(r)) (H1,327.083,(p)) (45-semisquare,9')\n(Uranus,12.140,(p)) (H1,327.083,(p)) (45-semisquare,3')", "(Moon,62.000,(p)) (H10,241.618,(p)) (opposition,23')\n(Venus,316.799,(r)) (Moon,136.390,(c)) (opposition,25')\n(Moon,136.390,(c)) (H1,315.875,(c)) (opposition,31')\n(Mercury,325.263,(c)) (H3,10.355,(c)) (45-semisquare,6')\n(Jupiter,100.523,(c)) (H3,10.355,(c)) (square,10')", "(Mean_Node,209.923,(r)) (Moon,329.421,(p)) (trine,30')\n(H4,52.269,(r)) (Sun,7.200,(p)) (45-semisquare,4')", "(Pluto,283.456,(r)) (H4,58.506,(p)) (135-sesquisquare,3')\n(Mean_Node,209.923,(r)) (H1,329.914,(p)) (trine,1')\n(H4,52.269,(r)) (Mars,202.177,(p)) (150-quincunx,6')\n(Moon,14.390,(p)) (H1,329.914,(p)) (45-semisquare,31')\n(Pluto,283.523,(p)) (H4,58.506,(p)) (135-sesquisquare,1')\n(Mean_Node,209.923,(r)) (Moon,179.840,(c)) (30-semisextile,5')", "(Mars,204.378,(r)) (H10,234.209,(p)) (30-semisextile,10')\n(Sun,3.325,(r)) (Moon,243.099,(c)) (trine,14')\n(Moon,273.102,(r)) (Moon,243.099,(c)) (30-semisextile,0')", "(Mars,204.378,(r)) (Moon,24.669,(p)) (opposition,17')", 20]
['2014-03-24 01:59:11', "(Pluto,283.457,(r)) (H10,238.374,(c)) (45-semisquare,5')\n(Pluto,283.414,(c)) (H10,238.374,(c)) (45-semisquare,2')", "(H1,332.604,(r)) (Moon,62.333,(p)) (square,16')\n(Venus,316.826,(r)) (Moon,136.704,(c)) (opposition,7')", "(Mean_Node,209.921,(r)) (Moon,329.802,(p)) (trine,7')\n(H3,29.509,(r)) (Moon,329.802,(p)) (sextile,18')\n(H3,29.509,(r)) (Sun,359.469,(c)) (30-semisextile,2')\n(H7,152.604,(r)) (Mercury,332.659,(c)) (opposition,3')\n(Sun,359.469,(c)) (H7,149.464,(c)) (150-quincunx,0')", "(Uranus,11.943,(r)) (H1,326.958,(c)) (45-semisquare,1')\n(Mean_Node,209.921,(r)) (Moon,180.169,(c)) (30-semisextile,15')\n(Saturn,233.145,(c)) (H8,173.230,(c)) (sextile,5')", "(Sun,3.351,(r)) (H10,243.327,(p)) (trine,1')\n(Moon,273.470,(r)) (H10,243.327,(p)) (30-semisextile,9')\n(Sun,5.507,(p)) (H12,305.388,(p)) (sextile,7')\n(Moon,304.541,(p)) (H1,334.353,(p)) (30-semisextile,11')\n(Sun,3.351,(r)) (Moon,243.455,(c)) (trine,6')\n(Moon,273.470,(r)) (Moon,243.455,(c)) (30-semisextile,1')", '5', 18]
