['Time', '0: 2008-09-05', '1: 2009-03-19', '2: 2010-09-15', '3: 2012-03-06', '4: 2012-12-12', '5: 2013-12-12', '6: 2014-03-24', '7: 2015-05-27', '8: 2016-05-27', '9: 2017-09-15', '10: 2017-09-22', '11: 2018-02-19', '12: 2019-05-22', '13: 2021-04-06', '14: 2021-07-10', '15: 2022-05-25', 'Count']
['2000-03-11 07:14:47', "(H4,123.687,(r)) (Pluto,258.725,(d)) (135-sesquisquare,2.30')\n(H4,123.687,(r)) (Pluto,243.681,(c)) (trine,0.34')", "(Moon,55.030,(r)) (H3,100.012,(d)) (45-semisquare,1.09')", "(H10,303.687,(r)) (Moon,63.623,(d)) (trine,3.86')", "(Sun,351.024,(r)) (H9,260.968,(c)) (square,3.36')", "(Sun,351.024,(r)) (H1,20.969,(c)) (30-semisextile,3.31')", '5', "(H3,91.769,(r)) (Jupiter,46.683,(d)) (45-semisquare,5.20')", "(Uranus,318.698,(r)) (H4,138.559,(d)) (opposition,8.34')", "(H8,241.137,(r)) (Mean_Node,106.193,(c)) (135-sesquisquare,3.35')", "(H1,32.078,(r)) (Uranus,302.140,(c)) (square,3.71')", "(H1,32.078,(r)) (Uranus,302.122,(c)) (square,2.64')", "(H3,91.769,(r)) (Uranus,301.739,(c)) (150-quincunx,1.86')", '12', "(H4,123.687,(r)) (Venus,348.605,(d)) (135-sesquisquare,4.94')", "(H1,32.078,(r)) (Mars,2.016,(c)) (30-semisextile,3.73')", "(Sun,351.024,(r)) (H1,51.107,(d)) (sextile,4.97')", 15]
['2000-03-11 05:56:24', '0', '1', "(H1,14.659,(r)) (Moon,44.621,(c)) (30-semisextile,2.28')", "(H1,14.659,(r)) (Mercury,344.646,(d)) (30-semisextile,0.76')", "(Mercury,333.468,(r)) (H1,3.389,(c)) (30-semisextile,4.73')\n(Mercury,333.468,(r)) (H10,273.462,(c)) (sextile,0.36')", "(Pluto,252.897,(r)) (H10,297.819,(d)) (45-semisquare,4.66')", "(H7,194.659,(r)) (Mean_Node,134.629,(d)) (sextile,1.76')\n(H7,194.659,(r)) (Pluto,239.617,(c)) (45-semisquare,2.48')", "(Pluto,252.897,(r)) (H1,27.975,(d)) (135-sesquisquare,4.66')\n(Mean_Node,121.347,(r)) (H12,1.276,(d)) (trine,4.24')", '8', "(Mean_Node,121.347,(r)) (H10,301.375,(d)) (opposition,1.66')", "(Mercury,333.468,(r)) (H12,3.462,(d)) (30-semisextile,0.33')", "(H7,194.659,(r)) (Venus,344.597,(d)) (150-quincunx,3.72')\n(H4,105.061,(r)) (Mean_Node,104.889,(c)) (conjunction,10.31')", '12', '13', '14', "(H9,253.830,(r)) (Moon,73.874,(d)) (opposition,2.58')\n(H1,14.659,(r)) (Jupiter,14.519,(c)) (conjunction,8.36')", 15]
['2000-03-11 06:26:47', "(Mean_Node,121.346,(r)) (H12,346.285,(c)) (135-sesquisquare,3.63')", '1', "(Venus,327.263,(r)) (H1,12.206,(c)) (45-semisquare,3.43')", "(Mercury,333.460,(r)) (H10,303.475,(d)) (30-semisextile,0.94')", '4', "(Mercury,333.460,(r)) (H1,33.417,(d)) (sextile,2.58')\n(H1,21.449,(r)) (Moon,66.407,(d)) (45-semisquare,2.52')\n(Moon,54.564,(r)) (H10,279.566,(c)) (135-sesquisquare,0.14')", "(Mercury,333.460,(r)) (H3,93.428,(d)) (trine,1.91')\n(H4,112.188,(r)) (Jupiter,22.128,(c)) (square,3.60')", "(H8,230.355,(r)) (Sun,5.388,(d)) (135-sesquisquare,1.98')\n(H8,230.355,(r)) (Neptune,320.284,(d)) (square,4.26')\n(H1,21.449,(r)) (Neptune,291.507,(c)) (square,3.45')", "(Moon,54.564,(r)) (H12,9.483,(d)) (45-semisquare,4.87')", '9', '10', "(Jupiter,34.701,(r)) (H3,64.624,(c)) (30-semisextile,4.62')", "(Mercury,333.460,(r)) (H9,243.489,(c)) (square,1.76')\n(Mars,21.279,(r)) (H12,336.324,(c)) (45-semisquare,2.73')", '13', '14', '15', 15]
['2000-03-11 06:20:16', "(H4,110.648,(r)) (Venus,335.598,(d)) (135-sesquisquare,2.99')\n(H4,110.648,(r)) (Saturn,50.715,(d)) (sextile,3.99')\n(Pluto,252.897,(r)) (H4,102.850,(c)) (150-quincunx,2.80')", "(Pluto,252.897,(r)) (H7,207.872,(d)) (45-semisquare,1.48')\n(H7,199.993,(r)) (Pluto,260.026,(d)) (sextile,2.00')", '2', "(Moon,54.500,(r)) (H1,9.439,(c)) (45-semisquare,3.68')", '4', '5', '6', '7', "(Sun,350.986,(r)) (H10,305.934,(d)) (45-semisquare,3.11')\n(Neptune,305.682,(r)) (H1,5.703,(c)) (sextile,1.31')\n(H10,290.648,(r)) (Neptune,290.616,(c)) (conjunction,1.89')", "(H1,19.993,(r)) (Jupiter,50.021,(d)) (30-semisextile,1.67')\n(Mercury,333.462,(r)) (H3,63.507,(c)) (square,2.72')\n(Jupiter,34.700,(r)) (H10,274.649,(c)) (trine,3.02')", "(Mars,21.275,(r)) (H12,336.324,(c)) (45-semisquare,2.95')", '11', '12', "(Mean_Node,121.346,(r)) (H4,91.431,(c)) (30-semisextile,5.10')\n(Mean_Node,121.346,(r)) (H7,181.401,(c)) (sextile,3.31')", '14', '15', 15]
['2000-03-11 07:57:51', "(Uranus,318.699,(r)) (H7,228.756,(d)) (square,3.39')\n(H7,221.509,(r)) (Mercury,341.417,(d)) (trine,5.49')", "(Mercury,333.436,(r)) (H3,93.523,(c)) (trine,5.23')", '2', '3', "(Venus,327.342,(r)) (H10,327.162,(d)) (conjunction,10.75')", '5', "(H3,101.797,(r)) (Venus,341.887,(d)) (trine,5.41')", "(Venus,327.342,(r)) (H8,237.391,(c)) (square,2.93')\n(H1,41.509,(r)) (Moon,41.392,(c)) (conjunction,6.99')", "(Moon,55.449,(r)) (H1,55.320,(d)) (conjunction,7.75')", '9', '10', "(H7,221.509,(r)) (Pluto,266.486,(d)) (45-semisquare,1.35')\n(Moon,55.449,(r)) (H3,85.457,(c)) (30-semisextile,0.48')", '12', "(Neptune,305.684,(r)) (H4,155.771,(d)) (150-quincunx,5.24')\n(H4,134.330,(r)) (Pluto,269.298,(d)) (135-sesquisquare,1.89')\n(H7,221.509,(r)) (Mean_Node,101.568,(c)) (trine,3.57')", "(Neptune,305.684,(r)) (H12,35.645,(d)) (square,2.34')", "(H1,41.509,(r)) (Uranus,341.595,(d)) (sextile,5.18')", 15]
['2000-03-11 06:23:28', "(Mean_Node,121.346,(r)) (H12,1.429,(d)) (trine,4.98')\n(H7,200.707,(r)) (Venus,335.617,(d)) (135-sesquisquare,5.36')\n(H7,200.707,(r)) (Saturn,50.698,(d)) (150-quincunx,0.50')\n(Saturn,43.317,(r)) (H7,193.245,(c)) (150-quincunx,4.32')", "(H3,80.009,(r)) (Pluto,259.978,(d)) (opposition,1.86')", "(Mean_Node,121.346,(r)) (H10,301.264,(d)) (opposition,4.95')", '3', "(Mercury,333.461,(r)) (H10,303.400,(d)) (30-semisextile,3.62')\n(Moon,54.531,(r)) (H1,9.478,(c)) (45-semisquare,3.19')", "(H10,291.402,(r)) (Moon,66.405,(d)) (135-sesquisquare,0.18')", "(Jupiter,34.700,(r)) (H4,124.625,(d)) (square,4.52')", "(Neptune,305.682,(r)) (H4,125.753,(d)) (opposition,4.29')\n(Sun,350.988,(r)) (H8,215.938,(c)) (135-sesquisquare,3.01')\n(H4,111.402,(r)) (Neptune,291.520,(c)) (opposition,7.09')", '8', "(Sun,350.988,(r)) (H1,35.929,(d)) (45-semisquare,3.54')\n(H3,80.009,(r)) (Jupiter,49.999,(d)) (30-semisextile,0.57')", '10', '11', "(Uranus,318.696,(r)) (H1,3.783,(c)) (45-semisquare,5.20')", "(Saturn,43.317,(r)) (H12,13.241,(d)) (30-semisextile,4.59')", "(Mercury,333.461,(r)) (H12,333.570,(c)) (conjunction,6.57')", '15', 18]
['2000-03-11 07:01:43', '0', "(H7,209.197,(r)) (Mars,29.296,(d)) (opposition,5.92')\n(Mars,21.297,(r)) (H7,201.329,(c)) (opposition,1.94')", "(H1,29.197,(r)) (Uranus,329.173,(d)) (sextile,1.45')\n(H3,88.763,(r)) (Jupiter,43.723,(d)) (45-semisquare,2.41')", "(Uranus,318.697,(r)) (H1,18.729,(c)) (sextile,1.92')\n(H9,268.763,(r)) (Moon,43.778,(c)) (135-sesquisquare,0.90')", "(H9,268.763,(r)) (Mean_Node,133.671,(d)) (135-sesquisquare,5.54')\n(H10,300.522,(r)) (Mercury,345.588,(d)) (45-semisquare,3.95')\n(Uranus,318.697,(r)) (H10,288.607,(c)) (30-semisextile,5.42')", "(H1,29.197,(r)) (Pluto,239.140,(c)) (150-quincunx,3.43')", '6', '7', "(Saturn,43.320,(r)) (H1,43.165,(d)) (conjunction,9.30')", '9', '10', '11', "(H10,300.522,(r)) (Uranus,300.643,(c)) (conjunction,7.24')", "(Pluto,252.897,(r)) (H12,342.833,(c)) (square,3.86')", "(Mercury,333.451,(r)) (H9,288.391,(d)) (45-semisquare,3.56')\n(Mars,21.297,(r)) (H10,321.368,(d)) (sextile,4.31')\n(H10,300.522,(r)) (Pluto,270.433,(d)) (30-semisextile,5.33')", "(Moon,54.903,(r)) (H10,279.962,(c)) (135-sesquisquare,3.53')", 17]
['2000-03-11 07:31:43', "(H7,215.798,(r)) (Saturn,35.655,(c)) (opposition,8.56')", "(Pluto,252.897,(r)) (H7,207.988,(c)) (45-semisquare,5.43')", '2', '3', "(H9,275.687,(r)) (Moon,65.597,(d)) (150-quincunx,5.39')", "(Mercury,333.443,(r)) (H3,108.442,(d)) (135-sesquisquare,0.02')", "(Uranus,318.698,(r)) (H3,108.706,(d)) (150-quincunx,0.47')", "(H8,244.920,(r)) (Mars,34.957,(d)) (150-quincunx,2.23')", "(H1,35.798,(r)) (Mars,35.847,(d)) (conjunction,2.96')", "(Moon,55.195,(r)) (H10,325.233,(d)) (square,2.32')", "(Mars,21.312,(r)) (H10,291.243,(c)) (square,4.16')", '11', '12', "(H7,215.798,(r)) (Moon,35.958,(c)) (opposition,9.59')", '14', '15', 10]
['2000-03-11 05:55:04', '0', '1', '2', "(Moon,54.255,(r)) (H9,264.287,(d)) (150-quincunx,1.91')\n(Uranus,318.695,(r)) (H1,3.770,(c)) (45-semisquare,4.50')", '4', '5', '6', "(H8,223.148,(r)) (Venus,313.169,(c)) (square,1.23')", '8', '9', '10', "(Mean_Node,121.347,(r)) (H4,121.461,(d)) (conjunction,6.83')\n(Venus,327.236,(r)) (H3,57.271,(c)) (square,2.10')\n(H4,104.751,(r)) (Mean_Node,104.894,(c)) (conjunction,8.61')", '12', "(Venus,327.236,(r)) (H12,327.185,(c)) (conjunction,3.05')", '14', "(Mercury,333.468,(r)) (H9,273.518,(d)) (sextile,2.99')\n(H1,14.360,(r)) (Jupiter,14.509,(c)) (conjunction,8.91')", 9]
['2000-03-11 07:53:51', "(H7,220.637,(r)) (Uranus,310.578,(c)) (square,3.56')", '1', "(H1,40.637,(r)) (Sun,340.708,(c)) (sextile,4.28')", "(Moon,55.410,(r)) (H10,325.337,(d)) (square,4.39')", '4', "(Saturn,43.323,(r)) (H3,88.315,(c)) (45-semisquare,0.52')", "(Venus,327.338,(r)) (H4,147.430,(d)) (opposition,5.52')", '7', "(H1,40.637,(r)) (Moon,40.477,(c)) (conjunction,9.57')", "(Moon,55.410,(r)) (H1,55.562,(d)) (conjunction,9.14')\n(Moon,55.410,(r)) (H1,25.494,(c)) (30-semisextile,5.04')", '10', "(Pluto,252.897,(r)) (H3,117.864,(d)) (135-sesquisquare,1.98')", '12', '13', "(H1,40.637,(r)) (Mars,40.594,(d)) (conjunction,2.56')\n(H1,40.637,(r)) (Uranus,340.635,(d)) (sextile,0.13')", "(H1,40.637,(r)) (Mean_Node,100.547,(c)) (sextile,5.40')", 12]
['2000-03-11 06:54:39', "(H4,118.822,(r)) (Mars,28.793,(d)) (square,1.71')\n(H7,207.635,(r)) (Neptune,297.628,(c)) (square,0.43')", "(H7,207.635,(r)) (Uranus,327.658,(d)) (trine,1.35')", "(Mercury,333.452,(r)) (H1,18.445,(c)) (45-semisquare,0.47')", "(Mean_Node,121.345,(r)) (H9,256.373,(c)) (135-sesquisquare,1.69')", '4', "(H3,87.142,(r)) (Moon,42.141,(c)) (45-semisquare,0.02')", "(Moon,54.835,(r)) (H3,99.913,(d)) (45-semisquare,4.71')", '7', "(H10,298.822,(r)) (Saturn,28.754,(c)) (square,4.05')", "(Venus,327.287,(r)) (H1,12.283,(c)) (45-semisquare,0.28')", "(H1,27.635,(r)) (Saturn,27.570,(c)) (conjunction,3.91')", "(Venus,327.287,(r)) (H4,102.205,(c)) (135-sesquisquare,4.95')", "(Pluto,252.897,(r)) (H12,342.905,(c)) (square,0.51')", "(H4,118.822,(r)) (Uranus,298.947,(c)) (opposition,7.50')", "(H10,298.822,(r)) (Uranus,298.707,(c)) (conjunction,6.90')", "(H10,298.822,(r)) (Moon,73.834,(d)) (135-sesquisquare,0.74')", 15]
['2000-03-11 06:11:20', '0', '1', "(Venus,327.250,(r)) (H1,27.194,(d)) (sextile,3.38')\n(H10,288.550,(r)) (Moon,63.529,(d)) (135-sesquisquare,1.23')", '3', "(Neptune,305.681,(r)) (H9,245.759,(c)) (sextile,4.67')", "(Mercury,333.464,(r)) (H12,3.481,(d)) (30-semisextile,1.02')", "(H4,108.550,(r)) (Mean_Node,108.394,(c)) (conjunction,9.37')", "(Mean_Node,121.347,(r)) (H1,31.271,(d)) (square,4.52')\n(H4,108.550,(r)) (Uranus,333.481,(d)) (135-sesquisquare,4.14')", "(H8,226.852,(r)) (Mean_Node,136.810,(d)) (square,2.51')\n(Uranus,318.695,(r)) (H1,3.693,(c)) (45-semisquare,0.17')\n(Uranus,318.695,(r)) (H10,273.772,(c)) (45-semisquare,4.61')", "(H1,17.999,(r)) (Mean_Node,138.081,(d)) (trine,4.89')", '10', "(Mercury,333.464,(r)) (H3,93.406,(d)) (trine,3.46')\n(H4,108.550,(r)) (Mean_Node,138.501,(d)) (30-semisextile,2.93')\n(H4,108.550,(r)) (Jupiter,18.515,(c)) (square,2.09')", "(H1,17.999,(r)) (Neptune,287.937,(c)) (square,3.75')", '13', '14', "(Venus,327.250,(r)) (H9,237.159,(c)) (square,5.50')", 16]
['2000-03-11 06:09:44', '0', '1', '2', '3', '4', '5', "(Mean_Node,121.347,(r)) (H4,121.290,(d)) (conjunction,3.38')", '7', "(H8,226.488,(r)) (Mean_Node,106.416,(c)) (trine,4.35')", "(Jupiter,34.698,(r)) (H10,304.612,(d)) (square,5.15')", '10', '11', '12', '13', '14', '15', 3]
['2000-03-11 07:11:04', '0', '1', "(H1,31.256,(r)) (Sun,1.203,(d)) (30-semisextile,3.19')", "(H9,270.909,(r)) (Venus,315.943,(c)) (45-semisquare,2.02')", '4', "(H3,90.909,(r)) (Saturn,30.990,(c)) (sextile,4.86')", "(H4,122.780,(r)) (Uranus,332.755,(d)) (150-quincunx,1.48')", '7', "(Uranus,318.698,(r)) (H10,318.611,(d)) (conjunction,5.18')", '9', "(Mars,21.301,(r)) (H12,21.225,(d)) (conjunction,4.57')", '11', "(Uranus,318.698,(r)) (H9,288.616,(d)) (30-semisextile,4.89')", "(H7,211.256,(r)) (Saturn,61.319,(d)) (150-quincunx,3.77')\n(Pluto,252.897,(r)) (H7,192.825,(c)) (sextile,4.34')", "(Pluto,252.897,(r)) (H10,282.920,(c)) (30-semisextile,1.40')", '15', 10]
['2000-03-11 06:38:56', '0', '1', '2', "(Jupiter,34.702,(r)) (H1,34.554,(d)) (conjunction,8.86')\n(H1,24.147,(r)) (Venus,339.149,(d)) (45-semisquare,0.10')\n(H1,24.147,(r)) (Jupiter,24.010,(c)) (conjunction,8.23')", '4', '5', "(H7,204.147,(r)) (Pluto,264.226,(d)) (sextile,4.71')", "(Pluto,252.897,(r)) (H12,342.891,(c)) (square,0.34')", '8', "(H3,83.541,(r)) (Moon,38.614,(c)) (45-semisquare,4.41')", '10', "(H4,115.063,(r)) (Moon,70.097,(d)) (45-semisquare,2.00')", "(Mars,21.285,(r)) (H9,246.284,(c)) (135-sesquisquare,0.05')", "(Neptune,305.682,(r)) (H4,95.728,(c)) (150-quincunx,2.76')\n(Neptune,305.682,(r)) (H7,185.604,(c)) (trine,4.67')\n(H7,204.147,(r)) (Saturn,24.308,(c)) (opposition,9.61')", "(Pluto,252.897,(r)) (H9,282.962,(d)) (30-semisextile,3.88')\n(H1,24.147,(r)) (Saturn,24.072,(c)) (conjunction,4.54')", "(Jupiter,34.702,(r)) (H10,274.701,(c)) (trine,0.05')", 14]
['2000-03-11 06:15:12', "(H4,109.457,(r)) (Venus,319.366,(c)) (150-quincunx,5.44')\n(H4,109.457,(r)) (Pluto,244.416,(c)) (135-sesquisquare,2.43')", "(Pluto,252.897,(r)) (H4,117.864,(d)) (135-sesquisquare,1.97')\n(H7,198.863,(r)) (Venus,318.865,(c)) (trine,0.14')\n(H7,198.863,(r)) (Pluto,243.936,(c)) (45-semisquare,4.36')", '2', '3', "(Mean_Node,121.346,(r)) (H10,301.397,(d)) (opposition,3.01')\n(H10,289.457,(r)) (Mean_Node,109.550,(c)) (opposition,5.59')", '5', '6', "(Neptune,305.682,(r)) (H12,5.772,(d)) (sextile,5.42')", "(H10,289.457,(r)) (Uranus,334.494,(d)) (45-semisquare,2.24')\n(Mars,21.273,(r)) (H12,336.356,(c)) (45-semisquare,4.98')", "(Sun,350.983,(r)) (H10,305.948,(d)) (45-semisquare,2.05')\n(H3,78.122,(r)) (Mean_Node,138.104,(d)) (sextile,1.11')\n(Mercury,333.463,(r)) (H1,3.409,(c)) (30-semisextile,3.21')\n(Mercury,333.463,(r)) (H10,273.483,(c)) (sextile,1.19')\n(H1,18.863,(r)) (Jupiter,18.928,(c)) (conjunction,3.94')", "(Mercury,333.463,(r)) (H1,3.392,(c)) (30-semisextile,4.23')\n(Mercury,333.463,(r)) (H10,273.465,(c)) (sextile,0.15')", '11', "(Mercury,333.463,(r)) (H12,333.601,(c)) (conjunction,8.27')", '13', '14', '15', 18]
['2000-03-11 05:43:44', "(H7,191.819,(r)) (Uranus,326.816,(d)) (135-sesquisquare,0.15')", "(H7,191.819,(r)) (Mercury,341.788,(d)) (150-quincunx,1.87')", "(Mean_Node,121.348,(r)) (H3,61.425,(c)) (sextile,4.65')", '3', '4', '5', "(Moon,54.145,(r)) (H7,204.144,(d)) (150-quincunx,0.08')", "(Moon,54.145,(r)) (H8,234.128,(d)) (opposition,1.05')\n(Saturn,43.315,(r)) (H12,358.246,(d)) (45-semisquare,4.12')\n(H1,11.819,(r)) (Venus,341.829,(d)) (30-semisextile,0.59')\n(H1,11.819,(r)) (Saturn,56.872,(d)) (45-semisquare,3.17')\n(Saturn,43.315,(r)) (H1,358.364,(c)) (45-semisquare,2.96')\n(Saturn,43.315,(r)) (H4,88.329,(c)) (45-semisquare,0.87')", '8', "(Venus,327.227,(r)) (H1,27.178,(d)) (sextile,2.94')", '10', '11', '12', "(Uranus,318.694,(r)) (H12,3.759,(d)) (45-semisquare,3.90')\n(H4,102.117,(r)) (Mean_Node,102.109,(c)) (conjunction,0.48')", '14', '15', 13]
['2000-03-11 06:01:51', '0', '1', '2', '3', "(H1,15.883,(r)) (Jupiter,45.970,(d)) (30-semisextile,5.27')\n(Jupiter,34.697,(r)) (H1,4.620,(c)) (30-semisextile,4.63')\n(Jupiter,34.697,(r)) (H10,274.720,(c)) (trine,1.41')", "(Pluto,252.897,(r)) (H1,27.919,(d)) (135-sesquisquare,1.35')\n(H10,286.336,(r)) (Mercury,346.365,(d)) (sextile,1.78')", "(Mercury,333.466,(r)) (H7,183.488,(c)) (150-quincunx,1.29')", '7', "(Mean_Node,121.347,(r)) (H10,301.457,(d)) (opposition,6.64')\n(H10,286.336,(r)) (Mean_Node,106.443,(c)) (opposition,6.42')", '9', '10', '11', '12', "(Venus,327.242,(r)) (H4,87.199,(c)) (trine,2.60')\n(Venus,327.242,(r)) (H7,177.257,(c)) (150-quincunx,0.92')\n(H4,106.336,(r)) (Neptune,286.281,(c)) (opposition,3.30')", '14', '15', 11]
['2000-03-11 07:09:51', '0', '1', '2', "(H9,270.633,(r)) (Uranus,330.691,(d)) (sextile,3.48')", "(Venus,327.300,(r)) (H9,282.305,(d)) (45-semisquare,0.26')\n(H9,270.633,(r)) (Jupiter,45.613,(d)) (135-sesquisquare,1.19')", "(Saturn,43.320,(r)) (H3,103.233,(d)) (sextile,5.27')\n(Pluto,252.897,(r)) (H1,42.834,(d)) (150-quincunx,3.80')\n(H1,30.992,(r)) (Saturn,30.987,(c)) (conjunction,0.27')", "(Uranus,318.698,(r)) (H7,198.747,(c)) (trine,2.99')", "(Saturn,43.320,(r)) (H8,253.390,(d)) (150-quincunx,4.17')\n(Uranus,318.698,(r)) (H12,18.782,(d)) (sextile,5.08')", '8', '9', '10', '11', "(Mars,21.301,(r)) (H10,321.301,(d)) (sextile,0.00')\n(Saturn,43.320,(r)) (H9,253.371,(c)) (150-quincunx,3.06')\n(H9,270.633,(r)) (Uranus,300.598,(c)) (30-semisextile,2.07')", "(Pluto,252.897,(r)) (H4,102.879,(c)) (150-quincunx,1.07')", '14', '15', 13]
['2000-03-11 07:08:39', "(Venus,327.299,(r)) (H12,12.223,(d)) (45-semisquare,4.58')", '1', "(Moon,54.971,(r)) (H3,99.950,(d)) (45-semisquare,1.26')", "(H1,30.727,(r)) (Uranus,330.683,(d)) (sextile,2.63')\n(Sun,351.020,(r)) (H10,290.947,(c)) (sextile,4.39')", '4', "(Pluto,252.897,(r)) (H3,102.949,(d)) (150-quincunx,3.12')\n(Mars,21.300,(r)) (H12,351.326,(c)) (30-semisextile,1.55')", "(Pluto,252.897,(r)) (H7,222.811,(d)) (30-semisextile,5.13')\n(Mercury,333.449,(r)) (H7,198.479,(c)) (135-sesquisquare,1.85')", "(H8,239.765,(r)) (Saturn,29.693,(c)) (150-quincunx,4.31')", '8', "(H10,302.198,(r)) (Uranus,302.171,(c)) (conjunction,1.62')", "(H10,302.198,(r)) (Uranus,302.153,(c)) (conjunction,2.69')", '11', '12', "(Venus,327.299,(r)) (H7,192.286,(c)) (135-sesquisquare,0.78')", "(H9,270.357,(r)) (Pluto,270.322,(d)) (conjunction,2.07')", '15', 13]
['2000-03-11 06:43:20', '0', "(Jupiter,34.703,(r)) (H4,124.663,(d)) (square,2.41')", "(H10,296.111,(r)) (Sun,341.026,(c)) (45-semisquare,5.10')", '3', '4', "(H1,25.124,(r)) (Saturn,55.192,(d)) (30-semisextile,4.06')\n(Saturn,43.319,(r)) (H10,283.397,(c)) (trine,4.71')", "(Pluto,252.897,(r)) (H7,192.810,(c)) (sextile,5.24')", "(H1,25.124,(r)) (Pluto,265.210,(d)) (trine,5.18')", "(H10,296.111,(r)) (Pluto,266.110,(d)) (30-semisextile,0.05')", "(Moon,54.724,(r)) (H1,9.738,(c)) (45-semisquare,0.83')", "(Pluto,252.897,(r)) (H10,312.928,(d)) (sextile,1.89')", "(H7,205.124,(r)) (Moon,70.097,(d)) (135-sesquisquare,1.63')", "(H10,296.111,(r)) (Saturn,26.026,(c)) (square,5.09')", "(Saturn,43.319,(r)) (H7,223.319,(d)) (opposition,0.02')", '14', '15', 12]
['2000-03-11 06:04:56', "(Moon,54.351,(r)) (H4,99.299,(c)) (45-semisquare,3.13')\n(H7,196.569,(r)) (Moon,46.519,(c)) (150-quincunx,2.97')", '1', '2', '3', "(Venus,327.245,(r)) (H9,267.239,(d)) (sextile,0.37')", "(Mercury,333.466,(r)) (H3,63.379,(c)) (square,5.19')\n(Mars,21.267,(r)) (H12,336.212,(c)) (45-semisquare,3.32')\n(H3,75.779,(r)) (Saturn,30.821,(c)) (45-semisquare,2.52')", "(H4,107.052,(r)) (Jupiter,47.077,(d)) (sextile,1.49')\n(H7,196.569,(r)) (Mercury,346.646,(d)) (150-quincunx,4.64')", "(Mean_Node,121.347,(r)) (H4,121.246,(d)) (conjunction,6.02')", '8', "(Mercury,333.466,(r)) (H10,303.443,(d)) (30-semisextile,1.34')", "(Mercury,333.466,(r)) (H10,303.462,(d)) (30-semisextile,0.24')", '11', '12', '13', "(H10,287.052,(r)) (Saturn,62.097,(d)) (135-sesquisquare,2.70')", "(Sun,350.976,(r)) (H1,35.909,(d)) (45-semisquare,3.99')", 13]
['2000-03-11 07:42:23', "(Uranus,318.699,(r)) (H4,138.857,(d)) (opposition,9.49')\n(H4,130.469,(r)) (Uranus,310.604,(c)) (opposition,8.11')", '1', "(H1,38.133,(r)) (Venus,338.157,(d)) (sextile,1.45')\n(H3,98.171,(r)) (Venus,338.157,(d)) (trine,0.79')", "(Venus,327.328,(r)) (H9,267.280,(c)) (sextile,2.93')", "(H10,310.469,(r)) (Venus,340.438,(d)) (30-semisextile,1.83')", '5', "(Mars,21.318,(r)) (H3,111.281,(d)) (square,2.20')", "(Sun,351.043,(r)) (H1,51.127,(d)) (sextile,5.05')\n(Neptune,305.683,(r)) (H8,260.691,(d)) (45-semisquare,0.43')", '8', "(H10,310.469,(r)) (Venus,310.558,(c)) (conjunction,5.36')", '10', '11', "(Mars,21.318,(r)) (H1,21.477,(c)) (conjunction,9.56')", '13', "(H10,310.469,(r)) (Mars,40.482,(d)) (square,0.82')\n(H10,310.469,(r)) (Uranus,340.503,(d)) (30-semisextile,2.07')", '15', 13]
['2000-03-11 06:17:20', "(Pluto,252.897,(r)) (H4,117.872,(d)) (135-sesquisquare,1.48')\n(Venus,327.255,(r)) (H4,102.170,(c)) (135-sesquisquare,5.14')\n(H7,199.339,(r)) (Venus,319.363,(c)) (trine,1.47')\n(H7,199.339,(r)) (Pluto,244.390,(c)) (45-semisquare,3.05')", "(Venus,327.255,(r)) (H7,207.223,(d)) (trine,1.92')", '2', "(Mean_Node,121.346,(r)) (H10,301.181,(d)) (opposition,9.92')", '4', "(Mars,21.274,(r)) (H3,66.236,(c)) (45-semisquare,2.28')", "(H3,78.609,(r)) (Mars,33.519,(d)) (45-semisquare,5.41')\n(H4,109.958,(r)) (Mercury,319.907,(c)) (150-quincunx,3.05')", '7', '8', "(Jupiter,34.699,(r)) (H1,34.584,(d)) (conjunction,6.91')\n(H10,289.958,(r)) (Jupiter,50.041,(d)) (trine,4.97')", '10', "(H3,78.609,(r)) (Mean_Node,138.538,(d)) (sextile,4.28')\n(Mercury,333.462,(r)) (H7,183.509,(c)) (150-quincunx,2.81')\n(H3,78.609,(r)) (Jupiter,18.552,(c)) (sextile,3.43')", '12', '13', '14', '15', 14]
['2000-03-11 06:41:28', "(Neptune,305.682,(r)) (H12,5.733,(d)) (sextile,3.08')", '1', "(Uranus,318.697,(r)) (H3,93.618,(d)) (135-sesquisquare,4.69')", "(H1,24.710,(r)) (Sun,339.646,(c)) (45-semisquare,3.86')", "(Neptune,305.682,(r)) (H1,35.774,(d)) (square,5.50')\n(Neptune,305.682,(r)) (H9,275.661,(d)) (30-semisextile,1.24')", "(Pluto,252.897,(r)) (H10,282.964,(c)) (30-semisextile,4.00')", "(H3,84.120,(r)) (Pluto,264.186,(d)) (opposition,3.98')", '7', "(Pluto,252.897,(r)) (H12,12.977,(d)) (trine,4.81')", "(H1,24.710,(r)) (Moon,69.719,(d)) (45-semisquare,0.56')", '10', "(Pluto,252.897,(r)) (H4,132.866,(d)) (trine,1.89')\n(H4,115.666,(r)) (Pluto,235.586,(c)) (trine,4.80')", '12', "(Pluto,252.897,(r)) (H7,222.913,(d)) (30-semisextile,0.95')", "(H9,264.120,(r)) (Saturn,24.086,(c)) (trine,2.05')", "(H10,295.666,(r)) (Uranus,340.708,(d)) (45-semisquare,2.50')", 14]
