['Time', '0: 1870-08-25', '1: 1883-02-13', '2: 1821-09-30', '3: 1836-07-07', '4: 1836-11-24', '5: 1848-01-09', '6: 1865-04-10', '7: 1866-01-25', '8: 1867-02-17', '9: 1869-06-06', 'Count']
['1813-05-22 02:48:23', "(Mean_Node,134.344,(r)) (Jupiter,134.399,(p)) (conjunction,3.32')", "(Mercury,357.880,(c)) (Mars,267.815,(c)) (square,3.92')", "(H8,255.434,(r)) (Moon,75.787,(p)) (opposition,21.16')", "(Mean_Node,134.344,(r)) (Moon,14.276,(c)) (trine,4.11')\n(H5,134.233,(r)) (Moon,14.276,(c)) (trine,2.58')\n(Venus,31.199,(c)) (H10,271.184,(c)) (trine,0.91')", "(H5,134.233,(r)) (Mercury,74.125,(p)) (sextile,6.44')\n(Venus,30.727,(c)) (H10,270.851,(c)) (trine,7.45')", "(Mars,312.399,(p)) (Mean_Node,132.510,(p)) (opposition,6.66')\n(Moon,226.304,(c)) (Mean_Node,136.178,(c)) (square,7.53')", "(Mars,311.692,(p)) (Mean_Node,131.597,(p)) (opposition,5.68')", "(Mars,311.573,(p)) (Mean_Node,131.555,(p)) (opposition,1.07')", "(POF,305.107,(r)) (H1,305.216,(c)) (conjunction,6.52')", "(H5,134.233,(r)) (Jupiter,134.141,(p)) (conjunction,5.52')\n(Pluto,350.506,(r)) (Venus,350.546,(c)) (conjunction,2.40')\n(Moon,297.608,(c)) (Uranus,237.703,(c)) (sextile,5.72')", 16]
['1813-05-22 21:45:44', "(Jupiter,123.802,(r)) (Moon,3.314,(p)) (trine,29.27')\n(Moon,292.161,(c)) (H7,52.648,(c)) (trine,29.22')", "(Neptune,254.553,(r)) (H8,74.583,(c)) (opposition,1.80')", "(Moon,224.109,(c)) (H8,133.645,(c)) (square,27.83')", "(Moon,26.229,(c)) (Mercury,25.890,(c)) (conjunction,20.33')", "(Moon,326.092,(r)) (Mercury,26.039,(c)) (sextile,3.14')\n(Mean_Node,135.547,(c)) (H7,75.715,(c)) (sextile,10.05')", "(Mars,312.448,(p)) (Mean_Node,132.468,(p)) (opposition,1.22')\n(Uranus,235.711,(r)) (Moon,235.707,(c)) (conjunction,0.23')\n(H8,145.573,(r)) (Moon,235.707,(c)) (square,8.03')", "(Sun,110.879,(p)) (H5,111.014,(p)) (conjunction,8.10')\n(Mars,311.574,(p)) (Mean_Node,131.555,(p)) (opposition,1.11')", "(H4,41.374,(r)) (Mars,311.448,(p)) (square,4.46')\n(Mars,311.448,(p)) (Mean_Node,131.513,(p)) (opposition,3.91')\n(Uranus,235.711,(r)) (H7,55.612,(c)) (opposition,5.93')", '8', "(Mean_Node,134.302,(r)) (Jupiter,134.308,(p)) (conjunction,0.33')", 16]
['1813-05-22 20:47:12', "(H7,82.466,(r)) (Mercury,22.586,(c)) (sextile,7.25')", '1', '2', "(Moon,25.610,(c)) (Mercury,25.906,(c)) (conjunction,17.75')", "(H10,206.169,(r)) (Mercury,26.056,(c)) (opposition,6.79')", "(Mars,312.446,(p)) (Mean_Node,132.471,(p)) (opposition,1.49')\n(Uranus,235.712,(r)) (Moon,235.223,(c)) (conjunction,29.36')\n(Pluto,349.940,(c)) (H4,350.097,(c)) (conjunction,9.42')", "(Mars,304.157,(r)) (Venus,124.326,(p)) (opposition,10.13')\n(Mars,311.580,(p)) (Mean_Node,131.557,(p)) (opposition,1.36')", "(H8,125.260,(r)) (Venus,125.300,(p)) (conjunction,2.43')\n(Mars,311.454,(p)) (Mean_Node,131.515,(p)) (opposition,3.64')", '8', "(Mean_Node,134.304,(r)) (Jupiter,134.299,(p)) (conjunction,0.31')\n(POF,166.744,(r)) (Moon,346.267,(p)) (opposition,28.62')\n(Sun,61.283,(r)) (H5,1.218,(c)) (sextile,3.91')", 13]
['1813-05-22 08:00:47', "(Uranus,235.735,(r)) (Moon,355.531,(p)) (trine,12.19')\n(Mean_Node,134.333,(r)) (Jupiter,134.445,(p)) (conjunction,6.77')\n(Venus,349.307,(c)) (Pluto,349.394,(c)) (conjunction,5.21')", "(Pluto,350.508,(r)) (Moon,170.673,(p)) (opposition,9.91')\n(Moon,170.673,(p)) (Pluto,350.386,(p)) (opposition,17.27')", '2', '3', '4', "(Mars,312.413,(p)) (Mean_Node,132.499,(p)) (opposition,5.12')", "(Jupiter,123.717,(r)) (Venus,123.674,(p)) (conjunction,2.55')\n(Pluto,350.508,(r)) (Sun,110.335,(p)) (trine,10.42')\n(H4,193.197,(r)) (Jupiter,133.309,(p)) (sextile,6.74')\n(Mars,311.660,(p)) (Mean_Node,131.585,(p)) (opposition,4.47')", "(Mars,311.539,(p)) (Mean_Node,131.543,(p)) (opposition,0.26')\n(Neptune,253.242,(p)) (H7,343.292,(p)) (square,3.00')", "(Mean_Node,134.333,(r)) (Mercury,134.301,(p)) (conjunction,1.92')\n(Moon,309.274,(p)) (H4,249.104,(p)) (sextile,10.19')", "(Mean_Node,131.365,(p)) (H4,251.281,(p)) (trine,5.05')\n(Venus,59.935,(r)) (Moon,300.414,(c)) (trine,28.68')", 16]
['1813-05-22 07:09:51', "(Mean_Node,134.334,(r)) (Jupiter,134.438,(p)) (conjunction,6.21')\n(Venus,349.263,(c)) (Pluto,349.393,(c)) (conjunction,7.79')", "(Pluto,350.508,(r)) (Moon,170.218,(p)) (opposition,17.39')\n(Moon,170.218,(p)) (Pluto,350.386,(p)) (opposition,10.08')\n(H8,311.889,(r)) (Moon,132.230,(c)) (opposition,20.45')\n(Neptune,255.561,(c)) (H8,255.633,(c)) (conjunction,4.29')", "(H8,311.889,(r)) (POF,131.910,(p)) (opposition,1.23')\n(Pluto,350.402,(c)) (H10,350.289,(c)) (conjunction,6.76')", "(Mean_Node,133.110,(p)) (H7,312.942,(p)) (opposition,10.08')", "(Mean_Node,133.090,(p)) (H7,313.222,(p)) (opposition,7.93')", "(Mars,312.411,(p)) (Mean_Node,132.501,(p)) (opposition,5.37')", "(Jupiter,123.711,(r)) (Venus,123.631,(p)) (conjunction,4.83')\n(Mars,311.665,(p)) (Mean_Node,131.587,(p)) (opposition,4.67')", "(Uranus,235.736,(r)) (H4,235.888,(p)) (conjunction,9.12')\n(Mars,311.545,(p)) (Mean_Node,131.545,(p)) (opposition,0.04')\n(Moon,345.931,(c)) (Neptune,255.524,(c)) (square,24.42')", "(Mean_Node,134.334,(r)) (Mercury,134.246,(p)) (conjunction,5.32')", "(Venus,59.892,(r)) (Moon,299.955,(c)) (trine,3.77')", 18]
['1813-05-22 04:57:51', "(Mean_Node,134.339,(r)) (Jupiter,134.418,(p)) (conjunction,4.75')\n(Mean_Node,134.339,(r)) (H7,314.393,(p)) (opposition,3.21')\n(Moon,353.816,(p)) (Uranus,233.987,(p)) (trine,10.26')\n(Jupiter,134.418,(p)) (H7,314.393,(p)) (opposition,1.54')", '1', "(H8,285.258,(r)) (POF,105.161,(p)) (opposition,5.79')", "(Moon,266.261,(p)) (H5,206.086,(p)) (sextile,10.51')\n(Moon,15.627,(c)) (Mean_Node,135.564,(c)) (trine,3.77')\n(Mercury,26.171,(c)) (H5,146.035,(c)) (trine,8.12')", '4', "(Mars,312.405,(p)) (Mean_Node,132.505,(p)) (opposition,6.02')\n(Neptune,254.571,(r)) (H8,254.542,(c)) (conjunction,1.73')", "(Sun,60.650,(r)) (H5,240.688,(p)) (opposition,2.30')\n(Jupiter,123.698,(r)) (Venus,123.519,(p)) (conjunction,10.74')\n(Mars,311.678,(p)) (Mean_Node,131.592,(p)) (opposition,5.18')\n(Moon,356.161,(c)) (H5,115.986,(c)) (trine,10.51')", "(Mean_Node,134.339,(r)) (POF,314.413,(p)) (opposition,4.40')\n(Mars,311.559,(p)) (Mean_Node,131.550,(p)) (opposition,0.53')\n(Uranus,235.740,(r)) (H8,235.644,(c)) (conjunction,5.74')\n(Neptune,254.571,(r)) (Moon,344.606,(c)) (square,2.10')\n(Pluto,350.507,(r)) (POF,350.363,(c)) (conjunction,8.62')", "(H1,89.196,(r)) (Moon,329.564,(c)) (trine,22.08')", "(Pluto,350.507,(r)) (Venus,350.657,(c)) (conjunction,9.03')\n(Moon,298.768,(c)) (Jupiter,119.025,(c)) (opposition,15.43')", 22]
['1813-05-21 23:51:44', "(Moon,314.324,(r)) (Jupiter,134.373,(p)) (opposition,2.97')\n(Mean_Node,134.351,(r)) (Jupiter,134.373,(p)) (conjunction,1.37')\n(POF,306.146,(p)) (H10,305.971,(p)) (conjunction,10.51')", "(Mercury,357.636,(c)) (Mars,267.742,(c)) (square,6.38')", '2', "(Jupiter,127.537,(p)) (H7,187.570,(p)) (sextile,2.01')", "(Moon,268.331,(p)) (Venus,88.412,(p)) (opposition,4.90')\n(Mercury,73.869,(p)) (POF,193.886,(p)) (trine,1.03')", "(Mars,303.820,(r)) (H1,33.960,(p)) (square,8.41')\n(Mars,312.391,(p)) (Mean_Node,132.517,(p)) (opposition,7.55')\n(Mean_Node,134.351,(r)) (Moon,224.842,(c)) (square,29.47')", "(Mars,311.709,(p)) (Mean_Node,131.603,(p)) (opposition,6.36')", "(Mars,311.591,(p)) (Mean_Node,131.561,(p)) (opposition,1.81')\n(H4,71.105,(r)) (Moon,341.547,(c)) (square,26.51')", "(Mercury,133.772,(p)) (Jupiter,133.628,(p)) (conjunction,8.60')\n(Moon,326.607,(c)) (Mercury,26.453,(c)) (sextile,9.29')", "(Uranus,235.749,(r)) (Moon,296.029,(c)) (sextile,16.82')\n(Pluto,350.504,(r)) (Venus,350.393,(c)) (conjunction,6.65')", 17]
['1813-05-22 21:23:44', '0', "(Uranus,235.711,(r)) (H10,145.754,(c)) (square,2.55')", "(Mean_Node,134.303,(r)) (H10,224.349,(p)) (square,2.74')", "(Jupiter,127.701,(p)) (POF,127.742,(p)) (conjunction,2.41')\n(Moon,325.892,(r)) (Mercury,25.896,(c)) (sextile,0.24')\n(Moon,25.996,(c)) (Mercury,25.896,(c)) (conjunction,6.02')", "(Moon,325.892,(r)) (Mercury,26.045,(c)) (sextile,9.20')", "(Mars,312.447,(p)) (Mean_Node,132.469,(p)) (opposition,1.32')\n(Uranus,235.711,(r)) (Moon,235.525,(c)) (conjunction,11.18')", "(Mars,311.576,(p)) (Mean_Node,131.556,(p)) (opposition,1.20')", "(Mars,311.450,(p)) (Mean_Node,131.514,(p)) (opposition,3.81')\n(POF,175.115,(r)) (Moon,354.583,(c)) (opposition,31.96')", '8', "(Mean_Node,134.303,(r)) (Jupiter,134.305,(p)) (conjunction,0.09')", 12]
['1813-05-22 14:46:31', "(Venus,130.615,(p)) (Mars,310.656,(p)) (opposition,2.47')\n(Moon,322.306,(r)) (Mercury,22.190,(c)) (sextile,6.95')", "(Sun,127.650,(p)) (Mars,307.580,(p)) (opposition,4.21')", '2', "(Jupiter,120.836,(c)) (H7,0.912,(c)) (trine,4.53')", "(Mercury,36.116,(r)) (Moon,275.847,(p)) (trine,16.14')\n(Moon,16.026,(c)) (Mean_Node,135.563,(c)) (trine,27.81')\n(Jupiter,120.798,(c)) (H7,0.655,(c)) (trine,8.59')", "(H1,196.833,(r)) (Saturn,286.945,(p)) (square,6.75')\n(Mars,312.431,(p)) (Mean_Node,132.484,(p)) (opposition,3.17')", "(Mars,304.060,(r)) (Venus,124.019,(p)) (opposition,2.49')\n(Pluto,350.511,(r)) (Sun,110.602,(p)) (trine,5.47')\n(Sun,110.602,(p)) (Pluto,350.582,(p)) (trine,1.24')\n(Mars,311.618,(p)) (Mean_Node,131.570,(p)) (opposition,2.84')", "(Mars,311.495,(p)) (Mean_Node,131.528,(p)) (opposition,2.03')\n(Moon,322.306,(r)) (POF,142.352,(c)) (opposition,2.75')\n(Pluto,350.511,(r)) (Moon,350.541,(c)) (conjunction,1.77')\n(POF,98.096,(r)) (Mars,277.981,(c)) (opposition,6.91')", "(Uranus,235.723,(r)) (H1,235.664,(p)) (conjunction,3.56')", "(Mean_Node,134.318,(r)) (Jupiter,134.246,(p)) (conjunction,4.29')\n(Jupiter,123.759,(r)) (Moon,304.086,(c)) (opposition,19.67')", 20]
['1813-05-22 12:50:47', "(Moon,321.266,(r)) (H10,141.263,(p)) (opposition,0.23')\n(Venus,130.517,(p)) (Mars,310.672,(p)) (opposition,9.35')\n(Uranus,233.983,(p)) (H5,354.140,(p)) (trine,9.46')\n(Venus,349.557,(c)) (Pluto,349.399,(c)) (conjunction,9.48')", "(Sun,127.573,(p)) (Mars,307.602,(p)) (opposition,1.69')\n(Uranus,237.901,(c)) (H8,327.718,(c)) (square,10.97')", "(Pluto,350.510,(r)) (H1,170.492,(c)) (opposition,1.08')\n(Pluto,350.405,(c)) (H1,170.492,(c)) (opposition,5.24')", "(Mean_Node,133.097,(p)) (H7,13.066,(p)) (trine,1.85')", "(Jupiter,123.747,(r)) (H10,63.922,(c)) (sextile,10.51')\n(Mean_Node,134.322,(r)) (Moon,14.817,(c)) (trine,29.73')", "(Mars,312.426,(p)) (Mean_Node,132.488,(p)) (opposition,3.72')", "(Mars,304.029,(r)) (Venus,123.921,(p)) (opposition,6.53')\n(Jupiter,123.747,(r)) (Venus,123.921,(p)) (conjunction,10.44')\n(Pluto,350.510,(r)) (Sun,110.526,(p)) (trine,0.94')\n(Sun,110.526,(p)) (Pluto,350.582,(p)) (trine,3.39')\n(Mercury,131.680,(p)) (Mars,311.630,(p)) (opposition,2.99')\n(Mercury,131.680,(p)) (Mean_Node,131.575,(p)) (conjunction,6.31')\n(Mars,311.630,(p)) (Mean_Node,131.575,(p)) (opposition,3.31')\n(Sun,60.965,(r)) (Moon,1.021,(c)) (sextile,3.36')\n(H5,301.273,(r)) (Moon,1.021,(c)) (sextile,15.10')\n(Mean_Node,137.070,(c)) (H5,256.927,(c)) (trine,8.54')", "(Mars,311.507,(p)) (Mean_Node,131.533,(p)) (opposition,1.52')\n(Moon,321.266,(r)) (H7,321.319,(c)) (conjunction,3.17')\n(H4,265.263,(r)) (Venus,355.226,(c)) (square,2.23')\n(Moon,349.369,(c)) (Pluto,349.513,(c)) (conjunction,8.68')", "(Moon,311.840,(p)) (Mean_Node,131.476,(p)) (opposition,21.83')", "(Mean_Node,134.322,(r)) (Jupiter,134.229,(p)) (conjunction,5.57')", 28]
