['Time', '0: 2008-09-05', '1: 2009-03-19', '2: 2013-12-12', '3: 2014-03-24', '4: 2015-05-27', '5: 2017-09-15', '6: 2018-02-19', '7: 2019-05-22', '8: 2019-08-13', '9: 2021-04-06', '10: 2021-07-10', '11: 2022-01-03', '12: 2022-05-25', '13: 2024-02-28', '14: 2024-03-08', '15: 1994-07-02', '16: 1997-08-13', '17: 1997-11-16', '18: 2021-02-20', 'Count']
['2000-03-11 16:46:22', "(H1,179.012,(r)) (Pluto,268.499,(p)) (square,31')\n(H10,89.346,(r)) (Pluto,268.499,(p)) (opposition,51')", "(H4,269.346,(r)) (Sun,359.017,(p)) (square,20')\n(H7,359.012,(r)) (Sun,359.017,(p)) (conjunction,0')", '2', "(H4,269.346,(r)) (Mean_Node,209.899,(p)) (sextile,33')\n(H7,359.012,(r)) (Mean_Node,209.899,(p)) (150-quincunx,53')", '4', '5', "(H4,269.346,(r)) (Mean_Node,134.276,(p)) (135-sesquisquare,4')\n(H7,359.012,(r)) (Mean_Node,134.276,(p)) (135-sesquisquare,16')", "(H1,179.012,(r)) (Mars,299.969,(c)) (trine,57')\n(H1,179.012,(r)) (Uranus,238.356,(c)) (sextile,39')\n(H10,89.346,(r)) (Mars,299.969,(c)) (150-quincunx,37')\n(H10,89.346,(r)) (Uranus,238.356,(c)) (150-quincunx,59')", "(H1,179.012,(r)) (Moon,298.193,(p)) (trine,49')", "(H1,179.012,(r)) (Mercury,330.070,(c)) (150-quincunx,63')\n(H10,89.346,(r)) (Mercury,330.070,(c)) (trine,43')", "(H1,179.012,(r)) (Mercury,88.129,(p)) (square,53')\n(H1,179.012,(r)) (Uranus,44.129,(p)) (135-sesquisquare,7')\n(H10,89.346,(r)) (Uranus,44.129,(p)) (45-semisquare,13')", "(H1,179.012,(r)) (Mean_Node,59.398,(p)) (trine,23')\n(H10,89.346,(r)) (Mean_Node,59.398,(p)) (30-semisextile,3')\n(H1,179.012,(r)) (Uranus,223.820,(c)) (45-semisquare,12')\n(H10,89.346,(r)) (Uranus,223.820,(c)) (135-sesquisquare,32')", "(H1,179.012,(r)) (Mercury,58.652,(p)) (trine,22')\n(H1,179.012,(r)) (Pluto,298.447,(p)) (trine,34')\n(H10,89.346,(r)) (Mercury,58.652,(p)) (30-semisextile,42')\n(H10,89.346,(r)) (Mars,0.395,(p)) (square,63')\n(H10,89.346,(r)) (Pluto,298.447,(p)) (150-quincunx,54')\n(H10,89.346,(r)) (Saturn,150.300,(c)) (sextile,57')\n(H10,89.346,(r)) (Uranus,225.131,(c)) (135-sesquisquare,47')", "(H1,179.012,(r)) (Venus,314.636,(p)) (135-sesquisquare,37')\n(H4,269.346,(r)) (Venus,314.636,(p)) (45-semisquare,17')\n(H1,179.012,(r)) (Jupiter,29.420,(c)) (150-quincunx,24')\n(H1,179.012,(r)) (Mean_Node,224.878,(c)) (45-semisquare,52')\n(H4,269.346,(r)) (Jupiter,29.420,(c)) (trine,4')\n(H4,269.346,(r)) (Mean_Node,224.878,(c)) (45-semisquare,32')", "(H1,179.012,(r)) (Venus,329.729,(c)) (150-quincunx,43')\n(H10,89.346,(r)) (Venus,329.729,(c)) (trine,23')\n(H10,89.346,(r)) (Mean_Node,225.358,(c)) (135-sesquisquare,61')", "(H1,179.012,(r)) (Moon,28.827,(p)) (150-quincunx,11')\n(H1,179.012,(r)) (Mars,58.977,(p)) (trine,2')\n(H10,89.346,(r)) (Moon,28.827,(p)) (sextile,31')\n(H10,89.346,(r)) (Mars,58.977,(p)) (30-semisextile,22')\n(H1,179.012,(r)) (Moon,28.827,(c)) (150-quincunx,11')\n(H1,179.012,(r)) (Mars,58.977,(c)) (trine,2')\n(H10,89.346,(r)) (Moon,28.827,(c)) (sextile,31')\n(H10,89.346,(r)) (Mars,58.977,(c)) (30-semisextile,22')", "(H1,179.012,(r)) (Mars,209.471,(p)) (30-semisextile,28')\n(H1,179.012,(r)) (Neptune,297.960,(p)) (trine,63')\n(H4,269.346,(r)) (Mars,209.471,(p)) (sextile,8')\n(H1,179.012,(r)) (Mars,209.471,(c)) (30-semisextile,28')\n(H1,179.012,(r)) (Neptune,297.960,(c)) (trine,63')\n(H4,269.346,(r)) (Mars,209.471,(c)) (sextile,8')", "(H1,179.012,(r)) (Jupiter,314.550,(p)) (135-sesquisquare,32')\n(H4,269.346,(r)) (Jupiter,314.550,(p)) (45-semisquare,12')\n(H1,179.012,(r)) (Jupiter,314.550,(c)) (135-sesquisquare,32')\n(H4,269.346,(r)) (Jupiter,314.550,(c)) (45-semisquare,12')", "(H1,179.012,(r)) (Moon,59.673,(c)) (trine,40')\n(H4,269.346,(r)) (Moon,59.673,(c)) (150-quincunx,20')", 58]
['2000-03-11 12:58:30', "(H1,109.086,(r)) (Moon,258.550,(c)) (150-quincunx,32')\n(H1,109.086,(r)) (Pluto,228.218,(c)) (trine,52')\n(H10,34.427,(r)) (Moon,258.550,(c)) (135-sesquisquare,53')", "(H7,289.086,(r)) (Mercury,348.165,(p)) (sextile,55')\n(H4,214.427,(r)) (Jupiter,124.613,(c)) (square,11')", "(H1,109.086,(r)) (Saturn,228.412,(p)) (trine,40')\n(H10,34.427,(r)) (Mean_Node,215.301,(p)) (opposition,52')\n(H1,109.086,(r)) (Sun,78.438,(c)) (30-semisextile,39')\n(H10,34.427,(r)) (Sun,78.438,(c)) (45-semisquare,59')\n(H10,34.427,(r)) (Saturn,245.490,(c)) (150-quincunx,64')\n(H10,34.427,(r)) (Uranus,260.463,(c)) (135-sesquisquare,62')\n(H10,34.427,(r)) (Neptune,274.876,(c)) (trine,27')\n(H10,34.427,(r)) (Pluto,214.878,(c)) (opposition,27')", "(H4,214.427,(r)) (Sun,3.765,(p)) (150-quincunx,40')\n(H7,289.086,(r)) (Venus,348.072,(c)) (sextile,61')", "(H1,109.086,(r)) (Uranus,19.123,(p)) (square,2')\n(H10,34.427,(r)) (Sun,273.974,(c)) (trine,27')\n(H10,34.427,(r)) (Pluto,214.215,(c)) (opposition,13')", "(H10,34.427,(r)) (Mercury,155.457,(p)) (trine,62')", "(H4,214.427,(r)) (Uranus,244.401,(c)) (30-semisextile,2')\n(H7,289.086,(r)) (Uranus,244.401,(c)) (45-semisquare,19')\n(H7,289.086,(r)) (Mean_Node,108.388,(c)) (opposition,42')", "(H1,109.086,(r)) (Saturn,290.117,(p)) (opposition,62')\n(H1,109.086,(r)) (Neptune,348.480,(p)) (trine,36')\n(H1,109.086,(r)) (Mean_Node,110.074,(p)) (conjunction,59')\n(H10,34.427,(r)) (Mars,94.109,(p)) (sextile,19')\n(H10,34.427,(r)) (Uranus,34.177,(p)) (conjunction,15')\n(H10,34.427,(r)) (Neptune,348.480,(p)) (45-semisquare,57')", "(H1,109.086,(r)) (Neptune,348.039,(p)) (trine,63')\n(H10,34.427,(r)) (Neptune,260.285,(c)) (135-sesquisquare,51')", "(H1,109.086,(r)) (Mars,79.741,(p)) (30-semisextile,39')\n(H10,34.427,(r)) (Mercury,4.254,(p)) (30-semisextile,10')\n(H10,34.427,(r)) (Mars,79.741,(p)) (45-semisquare,19')\n(H1,109.086,(r)) (Mars,319.531,(c)) (150-quincunx,27')\n(H1,109.086,(r)) (Neptune,260.124,(c)) (150-quincunx,62')\n(H1,109.086,(r)) (Pluto,199.062,(c)) (square,1')\n(H1,109.086,(r)) (Mean_Node,168.865,(c)) (sextile,13')\n(H10,34.427,(r)) (Neptune,260.124,(c)) (135-sesquisquare,42')\n(H10,34.427,(r)) (Mean_Node,168.865,(c)) (135-sesquisquare,34')", '10', "(H10,34.427,(r)) (Moon,185.217,(c)) (150-quincunx,47')", '12', "(H1,109.086,(r)) (Uranus,49.537,(p)) (sextile,27')", "(H1,109.086,(r)) (Sun,348.481,(p)) (trine,36')\n(H1,109.086,(r)) (Uranus,49.816,(p)) (sextile,44')\n(H10,34.427,(r)) (Sun,348.481,(p)) (45-semisquare,57')", '15', '16', "(H1,109.086,(r)) (Moon,79.401,(p)) (30-semisextile,19')\n(H1,109.086,(r)) (Pluto,245.032,(p)) (135-sesquisquare,57')\n(H4,214.427,(r)) (Moon,79.401,(p)) (135-sesquisquare,2')\n(H4,214.427,(r)) (Mars,275.488,(p)) (sextile,64')\n(H4,214.427,(r)) (Uranus,305.197,(p)) (square,46')\n(H4,214.427,(r)) (Pluto,245.032,(p)) (30-semisextile,36')\n(H1,109.086,(r)) (Moon,79.401,(c)) (30-semisextile,19')\n(H1,109.086,(r)) (Pluto,245.032,(c)) (135-sesquisquare,57')\n(H4,214.427,(r)) (Moon,79.401,(c)) (135-sesquisquare,2')\n(H4,214.427,(r)) (Mars,275.488,(c)) (sextile,64')\n(H4,214.427,(r)) (Uranus,305.197,(c)) (square,46')\n(H4,214.427,(r)) (Pluto,245.032,(c)) (30-semisextile,36')", "(H1,109.086,(r)) (Neptune,349.939,(p)) (trine,51')\n(H4,214.427,(r)) (Neptune,349.939,(p)) (135-sesquisquare,31')\n(H1,109.086,(r)) (Pluto,198.065,(c)) (square,61')\n(H4,214.427,(r)) (Neptune,260.478,(c)) (45-semisquare,63')", 60]
['2000-03-11 15:49:34', "(H1,159.522,(r)) (Mercury,189.469,(p)) (30-semisextile,3')\n(H10,76.233,(r)) (Mean_Node,317.184,(p)) (trine,57')\n(H1,159.522,(r)) (Mars,189.425,(c)) (30-semisextile,6')\n(H1,159.522,(r)) (Uranus,279.841,(c)) (trine,19')\n(H10,76.233,(r)) (Saturn,300.498,(c)) (135-sesquisquare,44')\n(H10,76.233,(r)) (Mean_Node,285.482,(c)) (150-quincunx,45')", "(H4,256.233,(r)) (Jupiter,316.646,(p)) (sextile,25')\n(H4,256.233,(r)) (Mercury,346.158,(c)) (square,4')", "(H1,159.522,(r)) (Moon,25.417,(p)) (135-sesquisquare,54')\n(H1,159.522,(r)) (Uranus,8.601,(p)) (150-quincunx,55')\n(H1,159.522,(r)) (Pluto,280.582,(p)) (trine,64')", "(H4,256.233,(r)) (Venus,317.242,(p)) (sextile,61')\n(H7,339.522,(r)) (Moon,279.355,(p)) (sextile,10')\n(H7,339.522,(r)) (Sun,338.918,(c)) (conjunction,36')", "(H1,159.522,(r)) (Neptune,339.749,(p)) (opposition,14')\n(H10,76.233,(r)) (Pluto,285.165,(p)) (150-quincunx,64')", "(H1,159.522,(r)) (Jupiter,204.782,(p)) (45-semisquare,16')\n(H1,159.522,(r)) (Moon,10.571,(c)) (150-quincunx,63')\n(H1,159.522,(r)) (Mercury,189.867,(c)) (30-semisextile,21')\n(H1,159.522,(r)) (Mean_Node,100.062,(c)) (sextile,32')", "(H7,339.522,(r)) (Uranus,25.529,(p)) (45-semisquare,60')", "(H1,159.522,(r)) (Sun,279.284,(c)) (trine,14')\n(H1,159.522,(r)) (Mercury,278.932,(c)) (trine,35')\n(H1,159.522,(r)) (Saturn,189.464,(c)) (30-semisextile,4')\n(H1,159.522,(r)) (Pluto,204.131,(c)) (45-semisquare,23')", "(H10,76.233,(r)) (Mercury,122.025,(p)) (45-semisquare,48')\n(H10,76.233,(r)) (Mean_Node,105.680,(p)) (30-semisextile,33')\n(H1,159.522,(r)) (Mercury,220.603,(c)) (sextile,65')\n(H10,76.233,(r)) (Sun,195.672,(c)) (trine,34')\n(H10,76.233,(r)) (Mean_Node,136.971,(c)) (sextile,44')", "(H1,159.522,(r)) (Uranus,39.306,(p)) (trine,13')\n(H10,76.233,(r)) (Sun,16.904,(p)) (sextile,40')", "(H10,76.233,(r)) (Uranus,226.866,(c)) (150-quincunx,38')\n(H10,76.233,(r)) (Neptune,256.986,(c)) (opposition,45')", "(H10,76.233,(r)) (Mercury,301.618,(p)) (135-sesquisquare,23')", "(H10,76.233,(r)) (Uranus,45.947,(p)) (30-semisextile,17')\n(H1,159.522,(r)) (Mars,130.024,(c)) (30-semisextile,30')\n(H10,76.233,(r)) (Neptune,256.593,(c)) (opposition,22')\n(H10,76.233,(r)) (Pluto,196.549,(c)) (trine,19')", "(H1,159.522,(r)) (Sun,339.384,(p)) (opposition,8')\n(H1,159.522,(r)) (Mercury,339.502,(p)) (opposition,1')\n(H4,256.233,(r)) (Moon,285.798,(c)) (30-semisextile,26')", "(H10,76.233,(r)) (Mean_Node,17.299,(p)) (sextile,64')\n(H1,159.522,(r)) (Mercury,338.535,(c)) (opposition,59')\n(H10,76.233,(r)) (Mean_Node,225.362,(c)) (150-quincunx,52')", "(H1,159.522,(r)) (Sun,100.378,(p)) (sextile,51')\n(H1,159.522,(r)) (Uranus,294.943,(p)) (135-sesquisquare,25')\n(H1,159.522,(r)) (Sun,100.378,(c)) (sextile,51')\n(H1,159.522,(r)) (Uranus,294.943,(c)) (135-sesquisquare,25')", '16', "(H4,256.233,(r)) (Mean_Node,166.135,(p)) (square,6')\n(H4,256.233,(r)) (Mean_Node,166.135,(c)) (square,6')", "(H1,159.522,(r)) (Moon,69.873,(p)) (square,21')\n(H4,256.233,(r)) (Mean_Node,76.184,(p)) (opposition,3')\n(H1,159.522,(r)) (Sun,10.495,(c)) (150-quincunx,58')\n(H4,256.233,(r)) (Mean_Node,166.469,(c)) (square,14')", 55]
['2000-03-11 15:00:30', "(H1,143.557,(r)) (Mercury,189.469,(p)) (45-semisquare,55')\n(H1,143.557,(r)) (Mars,189.381,(c)) (45-semisquare,49')", "(H7,323.557,(r)) (Uranus,352.974,(p)) (30-semisextile,35')\n(H4,244.705,(r)) (Jupiter,124.600,(c)) (trine,6')", "(H1,143.557,(r)) (Uranus,8.601,(p)) (135-sesquisquare,3')\n(H10,64.705,(r)) (Mean_Node,215.301,(p)) (150-quincunx,36')\n(H1,143.557,(r)) (Mercury,97.525,(c)) (45-semisquare,62')\n(H1,143.557,(r)) (Mars,293.108,(c)) (150-quincunx,27')\n(H10,64.705,(r)) (Saturn,245.478,(c)) (opposition,46')\n(H10,64.705,(r)) (Neptune,274.872,(c)) (150-quincunx,10')\n(H10,64.705,(r)) (Pluto,214.875,(c)) (150-quincunx,10')", "(H4,244.705,(r)) (Sun,3.765,(p)) (trine,56')\n(H7,323.557,(r)) (Moon,279.355,(p)) (45-semisquare,48')\n(H4,244.705,(r)) (Moon,199.322,(c)) (45-semisquare,23')", "(H10,64.705,(r)) (Uranus,19.123,(p)) (45-semisquare,35')\n(H1,143.557,(r)) (Saturn,234.118,(c)) (square,34')\n(H10,64.705,(r)) (Sun,274.146,(c)) (150-quincunx,34')\n(H10,64.705,(r)) (Pluto,214.219,(c)) (150-quincunx,29')", "(H1,143.557,(r)) (Sun,172.835,(p)) (30-semisextile,43')\n(H1,143.557,(r)) (Venus,144.455,(p)) (conjunction,54')\n(H1,143.557,(r)) (Mean_Node,142.590,(p)) (conjunction,58')\n(H10,64.705,(r)) (Mercury,155.457,(p)) (square,45')", "(H4,244.705,(r)) (Pluto,290.374,(p)) (45-semisquare,40')\n(H7,323.557,(r)) (Jupiter,232.738,(p)) (square,49')\n(H4,244.705,(r)) (Moon,108.661,(c)) (135-sesquisquare,63')\n(H4,244.705,(r)) (Uranus,244.398,(c)) (conjunction,18')", "(H1,143.557,(r)) (Pluto,292.970,(p)) (150-quincunx,35')\n(H10,64.705,(r)) (Mars,94.109,(p)) (30-semisextile,36')\n(H10,64.705,(r)) (Saturn,290.117,(p)) (135-sesquisquare,25')\n(H10,64.705,(r)) (Uranus,34.177,(p)) (30-semisextile,32')\n(H10,64.705,(r)) (Mean_Node,110.074,(p)) (45-semisquare,22')\n(H1,143.557,(r)) (Sun,279.214,(c)) (135-sesquisquare,39')\n(H1,143.557,(r)) (Mercury,278.823,(c)) (135-sesquisquare,16')\n(H1,143.557,(r)) (Saturn,189.461,(c)) (45-semisquare,54')\n(H1,143.557,(r)) (Neptune,263.007,(c)) (trine,33')\n(H1,143.557,(r)) (Pluto,204.130,(c)) (sextile,34')", "(H1,143.557,(r)) (Uranus,233.493,(c)) (square,4')", "(H10,64.705,(r)) (Mercury,4.254,(p)) (sextile,27')\n(H1,143.557,(r)) (Moon,174.184,(c)) (30-semisextile,38')\n(H10,64.705,(r)) (Pluto,199.060,(c)) (135-sesquisquare,39')", "(H1,143.557,(r)) (Neptune,353.142,(p)) (150-quincunx,25')", "(H1,143.557,(r)) (Moon,293.306,(p)) (150-quincunx,15')", "(H1,143.557,(r)) (Mercury,262.585,(c)) (trine,58')", "(H1,143.557,(r)) (Mercury,354.498,(c)) (150-quincunx,56')", "(H1,143.557,(r)) (Moon,322.935,(p)) (opposition,37')\n(H1,143.557,(r)) (Sun,354.214,(c)) (150-quincunx,39')\n(H10,64.705,(r)) (Moon,153.845,(c)) (square,52')", '15', "(H4,244.705,(r)) (Saturn,20.241,(p)) (135-sesquisquare,32')\n(H4,244.705,(r)) (Saturn,20.241,(c)) (135-sesquisquare,32')", "(H1,143.557,(r)) (Sun,234.165,(p)) (square,36')\n(H4,244.705,(r)) (Mars,275.488,(p)) (30-semisextile,47')\n(H4,244.705,(r)) (Uranus,305.197,(p)) (sextile,30')\n(H4,244.705,(r)) (Pluto,245.032,(p)) (conjunction,20')\n(H1,143.557,(r)) (Sun,234.165,(c)) (square,36')\n(H4,244.705,(r)) (Mars,275.488,(c)) (30-semisextile,47')\n(H4,244.705,(r)) (Uranus,305.197,(c)) (sextile,30')\n(H4,244.705,(r)) (Pluto,245.032,(c)) (conjunction,20')", "(H1,143.557,(r)) (Venus,323.685,(p)) (opposition,8')\n(H1,143.557,(r)) (Mars,53.317,(p)) (square,14')", 59]
['2000-03-11 09:23:36', "(H1,60.067,(r)) (Saturn,300.515,(c)) (trine,27')\n(H1,60.067,(r)) (Neptune,284.021,(c)) (135-sesquisquare,63')\n(H1,60.067,(r)) (Mean_Node,285.511,(c)) (135-sesquisquare,27')\n(H10,336.539,(r)) (Mercury,156.801,(c)) (opposition,16')", "(H4,156.539,(r)) (Moon,277.234,(p)) (trine,42')\n(H4,156.539,(r)) (Mean_Node,306.859,(p)) (150-quincunx,19')\n(H7,240.067,(r)) (Sun,359.017,(p)) (trine,63')", "(H10,336.539,(r)) (Moon,96.714,(c)) (trine,11')\n(H10,336.539,(r)) (Mercury,96.716,(c)) (trine,11')\n(H10,336.539,(r)) (Saturn,245.512,(c)) (square,62')", "(H7,240.067,(r)) (Mean_Node,209.899,(p)) (30-semisextile,10')\n(H4,156.539,(r)) (Pluto,217.263,(c)) (sextile,43')", "(H1,60.067,(r)) (Pluto,285.165,(p)) (135-sesquisquare,6')\n(H10,336.539,(r)) (Sun,65.897,(p)) (square,38')\n(H10,336.539,(r)) (Mean_Node,187.180,(p)) (150-quincunx,38')\n(H1,60.067,(r)) (Mars,330.005,(c)) (square,4')", "(H10,336.539,(r)) (Moon,112.288,(p)) (135-sesquisquare,45')\n(H10,336.539,(r)) (Mercury,155.457,(p)) (opposition,65')\n(H1,60.067,(r)) (Uranus,240.886,(c)) (opposition,49')\n(H10,336.539,(r)) (Jupiter,216.836,(c)) (trine,18')", "(H7,240.067,(r)) (Sun,330.786,(p)) (square,43')\n(H7,240.067,(r)) (Mercury,0.761,(c)) (trine,42')", "(H1,60.067,(r)) (Sun,61.123,(p)) (conjunction,63')\n(H1,60.067,(r)) (Moon,284.752,(p)) (135-sesquisquare,19')\n(H1,60.067,(r)) (Mars,299.487,(c)) (trine,35')", "(H1,60.067,(r)) (Saturn,284.903,(p)) (135-sesquisquare,10')\n(H1,60.067,(r)) (Mean_Node,105.680,(p)) (45-semisquare,37')\n(H10,336.539,(r)) (Uranus,36.614,(p)) (sextile,5')\n(H10,336.539,(r)) (Pluto,291.205,(p)) (45-semisquare,20')\n(H1,60.067,(r)) (Sun,195.143,(c)) (135-sesquisquare,5')\n(H10,336.539,(r)) (Moon,186.073,(c)) (150-quincunx,28')\n(H10,336.539,(r)) (Pluto,201.431,(c)) (135-sesquisquare,6')", '9', "(H10,336.539,(r)) (Mars,246.666,(c)) (square,8')", "(H1,60.067,(r)) (Jupiter,331.039,(p)) (square,58')\n(H1,60.067,(r)) (Mean_Node,59.398,(p)) (conjunction,40')\n(H10,336.539,(r)) (Venus,291.995,(p)) (45-semisquare,27')\n(H10,336.539,(r)) (Jupiter,96.303,(c)) (trine,14')", "(H1,60.067,(r)) (Mars,0.395,(p)) (sextile,20')\n(H1,60.067,(r)) (Saturn,150.318,(c)) (square,15')", "(H4,156.539,(r)) (Moon,202.455,(p)) (45-semisquare,55')\n(H1,60.067,(r)) (Jupiter,29.280,(c)) (30-semisextile,47')\n(H4,156.539,(r)) (Uranus,216.414,(c)) (sextile,7')", "(H10,336.539,(r)) (Uranus,216.686,(c)) (trine,9')", "(H10,336.539,(r)) (Neptune,292.289,(p)) (45-semisquare,45')\n(H10,336.539,(r)) (Neptune,292.289,(c)) (45-semisquare,45')", "(H1,60.067,(r)) (Mars,209.471,(p)) (150-quincunx,36')\n(H4,156.539,(r)) (Uranus,306.118,(p)) (150-quincunx,25')\n(H1,60.067,(r)) (Mars,209.471,(c)) (150-quincunx,36')\n(H4,156.539,(r)) (Uranus,306.118,(c)) (150-quincunx,25')", "(H4,156.539,(r)) (Mars,275.488,(p)) (trine,63')\n(H4,156.539,(r)) (Mars,275.488,(c)) (trine,63')", "(H4,156.539,(r)) (Saturn,307.536,(p)) (150-quincunx,60')\n(H4,156.539,(r)) (Uranus,37.312,(p)) (trine,46')", 53]
['2000-03-11 16:08:46', "(H10,80.682,(r)) (Moon,230.401,(p)) (150-quincunx,17')\n(H10,80.682,(r)) (Uranus,350.977,(p)) (square,18')\n(H1,166.030,(r)) (Saturn,300.497,(c)) (135-sesquisquare,32')\n(H1,166.030,(r)) (Mean_Node,285.481,(c)) (trine,33')\n(H10,80.682,(r)) (Moon,261.705,(c)) (opposition,61')", "(H7,346.030,(r)) (Jupiter,316.646,(p)) (30-semisextile,37')\n(H4,260.682,(r)) (Pluto,230.343,(c)) (30-semisextile,20')\n(H7,346.030,(r)) (Mercury,346.210,(c)) (conjunction,11')", "(H10,80.682,(r)) (Sun,260.624,(p)) (opposition,3')\n(H10,80.682,(r)) (Mean_Node,215.301,(p)) (135-sesquisquare,23')\n(H10,80.682,(r)) (Uranus,260.452,(c)) (opposition,14')\n(H10,80.682,(r)) (Pluto,214.873,(c)) (135-sesquisquare,49')", "(H4,260.682,(r)) (Moon,200.665,(c)) (sextile,1')", "(H1,166.030,(r)) (Pluto,285.165,(p)) (trine,52')\n(H1,166.030,(r)) (Moon,315.353,(c)) (150-quincunx,41')\n(H1,166.030,(r)) (Uranus,255.009,(c)) (square,61')", '5', "(H4,260.682,(r)) (Pluto,290.374,(p)) (30-semisextile,18')\n(H4,260.682,(r)) (Moon,109.983,(c)) (150-quincunx,42')", "(H10,80.682,(r)) (Saturn,290.117,(p)) (150-quincunx,34')\n(H10,80.682,(r)) (Mean_Node,110.074,(p)) (30-semisextile,36')", "(H1,166.030,(r)) (Mercury,122.025,(p)) (45-semisquare,60')\n(H1,166.030,(r)) (Mean_Node,105.680,(p)) (sextile,21')\n(H10,80.682,(r)) (Sun,140.465,(p)) (sextile,13')\n(H10,80.682,(r)) (Uranus,36.614,(p)) (45-semisquare,56')\n(H10,80.682,(r)) (Pluto,291.205,(p)) (150-quincunx,31')\n(H1,166.030,(r)) (Sun,195.699,(c)) (30-semisextile,20')\n(H1,166.030,(r)) (Mean_Node,136.970,(c)) (30-semisextile,56')\n(H10,80.682,(r)) (Neptune,260.290,(c)) (opposition,24')\n(H10,80.682,(r)) (Pluto,201.453,(c)) (trine,46')", "(H1,166.030,(r)) (Sun,16.904,(p)) (150-quincunx,52')\n(H10,80.682,(r)) (Mars,79.741,(p)) (conjunction,56')\n(H10,80.682,(r)) (Neptune,351.613,(p)) (square,56')\n(H10,80.682,(r)) (Mars,319.739,(c)) (trine,57')\n(H10,80.682,(r)) (Uranus,230.959,(c)) (150-quincunx,17')\n(H10,80.682,(r)) (Neptune,260.130,(c)) (opposition,33')", "(H1,166.030,(r)) (Uranus,226.868,(c)) (sextile,50')\n(H1,166.030,(r)) (Neptune,256.987,(c)) (square,57')", "(H1,166.030,(r)) (Mercury,301.618,(p)) (135-sesquisquare,35')", "(H1,166.030,(r)) (Uranus,45.947,(p)) (trine,5')\n(H1,166.030,(r)) (Uranus,225.129,(c)) (sextile,54')\n(H1,166.030,(r)) (Neptune,256.594,(c)) (square,34')\n(H1,166.030,(r)) (Pluto,196.549,(c)) (30-semisextile,31')", "(H1,166.030,(r)) (Moon,286.144,(c)) (trine,7')\n(H4,260.682,(r)) (Uranus,216.395,(c)) (45-semisquare,43')", "(H10,80.682,(r)) (Uranus,49.816,(p)) (30-semisextile,52')\n(H1,166.030,(r)) (Mean_Node,225.361,(c)) (sextile,40')\n(H10,80.682,(r)) (Uranus,216.671,(c)) (135-sesquisquare,59')", "(H10,80.682,(r)) (Mean_Node,231.433,(p)) (150-quincunx,45')\n(H10,80.682,(r)) (Mean_Node,231.433,(c)) (150-quincunx,45')", "(H4,260.682,(r)) (Sun,140.772,(p)) (trine,5')\n(H4,260.682,(r)) (Saturn,20.241,(p)) (trine,26')\n(H4,260.682,(r)) (Uranus,306.118,(p)) (45-semisquare,26')\n(H4,260.682,(r)) (Mean_Node,171.167,(p)) (square,29')\n(H4,260.682,(r)) (Sun,140.772,(c)) (trine,5')\n(H4,260.682,(r)) (Saturn,20.241,(c)) (trine,26')\n(H4,260.682,(r)) (Uranus,306.118,(c)) (45-semisquare,26')\n(H4,260.682,(r)) (Mean_Node,171.167,(c)) (square,29')", "(H1,166.030,(r)) (Mean_Node,166.135,(p)) (conjunction,6')\n(H4,260.682,(r)) (Uranus,305.197,(p)) (45-semisquare,29')\n(H1,166.030,(r)) (Mean_Node,166.135,(c)) (conjunction,6')\n(H4,260.682,(r)) (Uranus,305.197,(c)) (45-semisquare,29')", "(H1,166.030,(r)) (Mean_Node,76.184,(p)) (square,9')\n(H4,260.682,(r)) (Neptune,349.939,(p)) (square,45')\n(H1,166.030,(r)) (Mean_Node,166.468,(c)) (conjunction,26')\n(H4,260.682,(r)) (Uranus,230.466,(c)) (30-semisextile,13')\n(H4,260.682,(r)) (Neptune,260.477,(c)) (conjunction,12')", 66]
