['Time', '0: 2008-09-05', '1: 2009-03-19', '2: 2013-12-12', '3: 2014-03-24', '4: 2015-05-27', '5: 2017-09-15', '6: 2018-02-19', '7: 2019-05-22', '8: 2019-08-13', '9: 2021-04-06', '10: 2021-07-10', '11: 2022-01-03', '12: 2022-05-25', '13: 2024-02-28', '14: 2024-03-08', 'Count']
['2000-03-11 16:46:22', "(Pluto,252.898,(r)) (H3,252.948,(d)) (conjunction,3')\n(Mars,21.599,(r)) (H10,81.660,(c)) (sextile,4')", '1', "(H10,89.346,(r)) (Saturn,29.291,(c)) (sextile,3')", '3', "(H10,89.346,(r)) (Pluto,269.225,(d)) (opposition,7')", "(Sun,351.420,(r)) (H3,261.334,(d)) (square,5')", "(Moon,60.592,(r)) (H4,285.644,(d)) (135-sesquisquare,3')\n(Pluto,252.898,(r)) (H4,253.028,(c)) (conjunction,8')", "(H3,244.862,(r)) (Saturn,64.706,(d)) (opposition,9')\n(Mercury,333.305,(r)) (H1,153.320,(c)) (opposition,1')\n(Mean_Node,121.323,(r)) (H12,121.335,(c)) (conjunction,1')", "(H3,244.862,(r)) (Saturn,64.931,(d)) (opposition,4')", '9', "(Uranus,318.718,(r)) (H10,108.757,(d)) (150-quincunx,2')\n(Saturn,43.359,(r)) (H9,43.384,(c)) (conjunction,2')", "(H1,179.012,(r)) (Mercury,358.904,(d)) (opposition,7')\n(H10,89.346,(r)) (Jupiter,59.374,(d)) (30-semisextile,2')", "(H10,89.346,(r)) (Mercury,359.402,(d)) (square,3')", '13', '14', 281]
['2000-03-11 12:58:30', "(Pluto,252.898,(r)) (H10,42.980,(d)) (150-quincunx,5')\n(H1,109.086,(r)) (Pluto,259.143,(d)) (150-quincunx,3')\n(H1,109.086,(r)) (Pluto,244.022,(c)) (135-sesquisquare,4')", "(Moon,58.373,(r)) (H7,298.361,(d)) (trine,1')\n(Pluto,252.898,(r)) (H3,192.930,(d)) (sextile,2')", "(Mercury,333.359,(r)) (H3,198.328,(d)) (135-sesquisquare,2')", "(Uranus,318.710,(r)) (H3,198.645,(d)) (trine,4')\n(H7,289.086,(r)) (Jupiter,49.082,(d)) (trine,0')\n(Mean_Node,121.332,(r)) (H3,166.358,(c)) (45-semisquare,2')", "(H3,182.539,(r)) (Uranus,302.614,(c)) (trine,4')", "(H10,34.427,(r)) (Venus,349.497,(d)) (45-semisquare,4')", '6', '7', '8', '9', "(H1,109.086,(r)) (Saturn,64.124,(d)) (45-semisquare,2')\n(Neptune,305.690,(r)) (H12,65.716,(c)) (trine,2')", '11', "(Pluto,252.898,(r)) (H1,132.986,(d)) (trine,5')\n(Pluto,252.898,(r)) (H9,27.809,(d)) (135-sesquisquare,5')", '13', '14', 152]
['2000-03-11 15:49:34', "(H1,159.522,(r)) (Moon,69.563,(d)) (square,2')", "(Venus,327.746,(r)) (H7,327.869,(c)) (conjunction,7')\n(H7,339.522,(r)) (Sun,339.578,(c)) (conjunction,3')", "(Sun,351.381,(r)) (H12,141.411,(d)) (150-quincunx,2')\n(H3,230.516,(r)) (Neptune,320.579,(d)) (square,4')", "(H3,230.516,(r)) (Jupiter,50.629,(d)) (opposition,7')\n(H4,256.233,(r)) (Mean_Node,136.224,(d)) (trine,0')\n(Mercury,333.318,(r)) (H4,243.249,(c)) (square,4')", "(Moon,60.039,(r)) (H1,180.053,(d)) (trine,1')\n(Moon,60.039,(r)) (H10,90.035,(d)) (30-semisextile,0')\n(H1,159.522,(r)) (Mars,39.493,(d)) (trine,2')\n(H10,76.233,(r)) (Mean_Node,106.296,(c)) (30-semisextile,4')", "(Moon,60.039,(r)) (H10,59.968,(c)) (conjunction,4')", "(Uranus,318.716,(r)) (H7,3.786,(d)) (45-semisquare,4')\n(H3,230.516,(r)) (Mean_Node,140.569,(d)) (square,3')", "(Uranus,318.716,(r)) (H10,93.641,(d)) (135-sesquisquare,5')\n(H10,76.233,(r)) (Neptune,286.287,(c)) (150-quincunx,3')", '8', '9', "(H10,76.233,(r)) (Mars,46.297,(d)) (30-semisextile,4')\n(Pluto,252.898,(r)) (H1,132.955,(c)) (trine,3')", '11', '12', "(H4,256.233,(r)) (Venus,301.162,(c)) (45-semisquare,4')", '14', 275]
['2000-03-11 15:00:30', "(Saturn,43.352,(r)) (H1,133.378,(c)) (square,2')", "(Pluto,252.898,(r)) (H4,253.064,(d)) (conjunction,10')", "(H3,217.440,(r)) (Mars,37.338,(d)) (opposition,6')\n(Mars,21.544,(r)) (H10,51.613,(c)) (30-semisextile,4')", "(Sun,351.347,(r)) (H4,231.342,(c)) (trine,0')\n(H4,244.705,(r)) (Jupiter,19.703,(c)) (135-sesquisquare,0')", "(Uranus,318.714,(r)) (H10,78.723,(d)) (trine,1')\n(Neptune,305.692,(r)) (H1,125.734,(c)) (opposition,3')", '5', "(H3,217.440,(r)) (Venus,307.484,(c)) (square,3')", "(Mean_Node,121.327,(r)) (H1,121.369,(c)) (conjunction,3')", "(Uranus,318.714,(r)) (H1,168.806,(d)) (150-quincunx,6')\n(H1,143.557,(r)) (Saturn,23.556,(c)) (trine,0')", '9', "(Mercury,333.330,(r)) (H12,93.277,(c)) (trine,3')", '11', "(Saturn,43.352,(r)) (H10,43.316,(c)) (conjunction,2')", '13', '14', 237]
['2000-03-11 09:23:36', '0', '1', "(Sun,351.113,(r)) (H10,351.124,(d)) (conjunction,1')", "(H4,156.539,(r)) (Sun,336.669,(c)) (opposition,8')", "(Pluto,252.897,(r)) (H1,73.038,(d)) (opposition,8')", "(Uranus,318.702,(r)) (H10,318.593,(c)) (conjunction,7')", "(Sun,351.113,(r)) (H3,141.171,(d)) (150-quincunx,3')\n(H3,122.670,(r)) (Sun,332.705,(c)) (150-quincunx,2')", "(H1,60.067,(r)) (Saturn,60.018,(d)) (conjunction,3')\n(Mercury,333.413,(r)) (H12,18.417,(c)) (45-semisquare,0')", "(H1,60.067,(r)) (Saturn,60.216,(d)) (conjunction,9')\n(H3,122.670,(r)) (Mars,2.593,(c)) (trine,5')", '9', "(H1,60.067,(r)) (Neptune,285.010,(c)) (135-sesquisquare,3')", "(Uranus,318.702,(r)) (H1,78.752,(d)) (trine,3')\n(H10,336.539,(r)) (Moon,36.455,(c)) (sextile,5')", "(H9,302.670,(r)) (Saturn,62.637,(d)) (trine,2')", '13', '14', 235]
['2000-03-11 16:08:46', "(Saturn,43.356,(r)) (H10,88.372,(d)) (45-semisquare,1')\n(Pluto,252.898,(r)) (H10,72.930,(c)) (opposition,2')", '1', '2', "(Mercury,333.313,(r)) (H4,273.390,(d)) (sextile,5')\n(H7,346.030,(r)) (Mean_Node,136.081,(d)) (150-quincunx,3')\n(Venus,327.763,(r)) (H7,327.706,(c)) (conjunction,3')", '4', '5', "(Pluto,252.898,(r)) (H3,252.848,(d)) (conjunction,3')", "(Mercury,333.313,(r)) (H12,153.468,(d)) (opposition,9')\n(Sun,351.394,(r)) (H1,141.310,(c)) (150-quincunx,5')", "(Sun,351.394,(r)) (H12,111.480,(c)) (trine,5')", "(Neptune,305.693,(r)) (H12,155.717,(d)) (150-quincunx,1')\n(H3,235.456,(r)) (Mars,355.382,(c)) (trine,4')", "(Uranus,318.717,(r)) (H1,138.725,(c)) (opposition,0')\n(H10,80.682,(r)) (Saturn,20.775,(c)) (sextile,6')", '11', "(H1,166.030,(r)) (Uranus,346.120,(d)) (opposition,5')\n(Uranus,318.717,(r)) (H12,108.764,(c)) (150-quincunx,3')", "(Moon,60.226,(r)) (H3,210.260,(c)) (150-quincunx,2')\n(H4,260.682,(r)) (Sun,320.636,(c)) (sextile,3')", "(Moon,60.226,(r)) (H3,210.233,(c)) (150-quincunx,0')\n(H10,80.682,(r)) (Sun,320.606,(c)) (trine,5')", 278]
['2000-03-11 09:44:22', "(Sun,351.128,(r)) (H10,351.143,(d)) (conjunction,1')\n(H10,342.105,(r)) (Sun,342.257,(c)) (conjunction,9')\n(H10,342.105,(r)) (Neptune,297.160,(c)) (45-semisquare,3')", "(H4,162.105,(r)) (Mercury,342.127,(d)) (opposition,1')", "(Mean_Node,121.339,(r)) (H1,76.343,(d)) (45-semisquare,0')\n(H1,64.558,(r)) (Mars,34.600,(d)) (30-semisextile,3')\n(H3,127.981,(r)) (Mars,7.969,(c)) (trine,1')", "(Venus,327.433,(r)) (H4,147.470,(c)) (opposition,2')", "(Saturn,43.331,(r)) (H10,358.353,(d)) (45-semisquare,1')", "(Moon,56.484,(r)) (H3,146.408,(d)) (square,5')", "(Mean_Node,121.339,(r)) (H4,181.291,(d)) (sextile,3')", "(Sun,351.128,(r)) (H1,81.080,(d)) (square,3')\n(H10,342.105,(r)) (Moon,72.131,(d)) (square,2')", '8', '9', "(H10,342.105,(r)) (Uranus,341.988,(d)) (conjunction,7')\n(Mars,21.381,(r)) (H12,21.344,(c)) (conjunction,2')", "(H10,342.105,(r)) (Uranus,297.187,(c)) (45-semisquare,5')", '12', "(Mercury,333.408,(r)) (H3,153.511,(d)) (opposition,6')\n(H3,127.981,(r)) (Mercury,308.033,(c)) (opposition,3')", "(Mercury,333.408,(r)) (H3,153.538,(d)) (opposition,8')\n(H3,127.981,(r)) (Mercury,308.008,(c)) (opposition,2')", 344]
['2000-03-11 15:24:56', "(H10,70.475,(r)) (Sun,340.436,(c)) (square,2')", "(Uranus,318.715,(r)) (H4,258.743,(d)) (sextile,2')\n(H4,250.475,(r)) (Venus,340.407,(d)) (square,4')", "(H3,224.029,(r)) (Moon,74.003,(d)) (150-quincunx,2')", '3', "(Sun,351.364,(r)) (H1,171.510,(d)) (opposition,9')\n(Mars,21.557,(r)) (H1,171.510,(d)) (150-quincunx,3')\n(Moon,59.799,(r)) (H12,104.767,(c)) (45-semisquare,2')", "(H3,224.029,(r)) (Mean_Node,103.982,(c)) (trine,3')", '6', "(Mercury,333.324,(r)) (H3,243.389,(d)) (square,4')\n(H1,151.365,(r)) (Sun,16.341,(d)) (135-sesquisquare,1')\n(H1,151.365,(r)) (Pluto,271.369,(d)) (trine,0')", "(H3,224.029,(r)) (Mars,43.864,(d)) (opposition,10')", '9', "(Neptune,305.693,(r)) (H1,125.832,(c)) (opposition,8')\n(H9,44.029,(r)) (Neptune,284.074,(c)) (trine,3')", "(H10,70.475,(r)) (Jupiter,10.437,(c)) (sextile,2')", '12', '13', '14', 219]
['2000-03-11 13:18:56', "(Mercury,333.354,(r)) (H1,123.375,(d)) (150-quincunx,1')\n(H10,39.685,(r)) (Uranus,309.722,(c)) (square,2')", "(Uranus,318.711,(r)) (H4,228.632,(d)) (square,5')\n(H7,294.359,(r)) (Venus,339.296,(d)) (45-semisquare,4')", '2', '3', '4', '5', "(Sun,351.276,(r)) (H4,201.207,(c)) (150-quincunx,4')", "(Moon,58.572,(r)) (H10,58.444,(d)) (conjunction,8')\n(Neptune,305.690,(r)) (H1,95.626,(c)) (150-quincunx,4')\n(Mean_Node,121.331,(r)) (H3,166.394,(c)) (45-semisquare,4')", "(Moon,58.572,(r)) (H10,58.660,(d)) (conjunction,5')\n(H3,188.532,(r)) (Mean_Node,143.514,(d)) (45-semisquare,1')\n(H1,114.359,(r)) (Saturn,24.320,(c)) (square,2')\n(H1,114.359,(r)) (Pluto,234.418,(c)) (trine,4')\n(H10,39.685,(r)) (Mercury,309.648,(c)) (square,2')", '9', "(Uranus,318.711,(r)) (H1,93.655,(c)) (135-sesquisquare,3')", "(Uranus,318.711,(r)) (H1,138.662,(d)) (opposition,3')", "(Pluto,252.898,(r)) (H9,342.961,(c)) (square,4')", "(Sun,351.276,(r)) (H1,141.265,(d)) (150-quincunx,1')\n(Mean_Node,121.331,(r)) (H1,91.245,(c)) (30-semisextile,5')\n(H3,188.532,(r)) (Sun,323.485,(c)) (135-sesquisquare,3')\n(H4,219.685,(r)) (Jupiter,9.765,(c)) (150-quincunx,5')", "(Sun,351.276,(r)) (H1,141.296,(d)) (150-quincunx,1')\n(H3,188.532,(r)) (Sun,323.458,(c)) (135-sesquisquare,4')\n(H10,39.685,(r)) (Jupiter,9.738,(c)) (30-semisextile,3')", 271]
['2000-03-11 13:49:50', '0', "(Venus,327.644,(r)) (H3,207.668,(d)) (trine,1')\n(Pluto,252.898,(r)) (H7,312.838,(d)) (sextile,4')", "(Mercury,333.347,(r)) (H1,108.388,(c)) (135-sesquisquare,2')", "(Uranus,318.712,(r)) (H7,318.760,(d)) (conjunction,3')\n(Mercury,333.347,(r)) (H4,213.428,(c)) (trine,5')\n(Mean_Node,121.330,(r)) (H3,181.407,(c)) (sextile,5')", '4', '5', "(Jupiter,34.764,(r)) (H4,244.678,(d)) (150-quincunx,5')", "(H1,122.695,(r)) (Saturn,62.688,(d)) (sextile,0')", "(Pluto,252.898,(r)) (H1,102.841,(c)) (150-quincunx,3')\n(Pluto,252.898,(r)) (H10,27.878,(c)) (135-sesquisquare,1')", '9', '10', '11', '12', '13', '14', 120]
