['Time', '0: 1917-11-30', '1: 1927-06-30', '2: 1927-06-30', '3: 1930-07-20', '4: 1940-01-01', '5: 1941-12-07', '6: 1942-03-20', '7: 1943-06-25', '8: 1944-04-20', '9: 1948-02-07', '10: 1949-01-15', '11: 1949-12-04', '12: 1952-04-22', '13: 1954-01-18', '14: 1963-04-29', '15: 1974-08-21', '16: 1978-09-21', 'Count']
['1916-09-06 21:26:38', "(Moon,294.133,(p)) (H4,68.883,(p)) (135-sesquisquare,15')", "(H10,247.840,(r)) (Moon,67.395,(p)) (opposition,27')", "(H4,67.840,(r)) (Moon,67.395,(p)) (conjunction,27')\n(H8,187.080,(r)) (Moon,67.395,(p)) (trine,19')\n(Saturn,117.916,(p)) (H1,342.845,(p)) (135-sesquisquare,4')\n(Saturn,115.716,(c)) (H8,175.615,(c)) (sextile,6')", "(Sun,163.922,(r)) (Moon,104.054,(p)) (sextile,8')\n(Jupiter,34.271,(p)) (H10,259.440,(p)) (135-sesquisquare,10')\n(Uranus,316.274,(p)) (H1,346.121,(p)) (30-semisextile,9')\n(Neptune,124.270,(p)) (H10,259.440,(p)) (135-sesquisquare,10')\n(H1,331.438,(r)) (Venus,106.326,(c)) (135-sesquisquare,7')\n(Uranus,317.203,(c)) (H1,317.228,(c)) (conjunction,1')", "(Mean_Node,296.519,(r)) (H1,356.390,(p)) (sextile,8')\n(H10,247.840,(r)) (Mercury,157.727,(c)) (square,7')\n(Mercury,157.727,(c)) (H1,307.801,(c)) (150-quincunx,4')", "(Sun,188.603,(p)) (Moon,248.607,(p)) (sextile,0')\n(H10,247.840,(r)) (Moon,307.499,(c)) (sextile,20')", "(Mars,208.776,(r)) (H1,358.823,(p)) (150-quincunx,3')\n(Saturn,119.105,(p)) (H10,269.110,(p)) (150-quincunx,0')", "(Mean_Node,296.519,(r)) (H5,116.453,(p)) (opposition,4')\n(Moon,270.117,(p)) (H7,180.216,(p)) (square,6')\n(Moon,270.117,(p)) (H10,270.163,(p)) (conjunction,3')\n(Sun,163.922,(r)) (Moon,284.290,(c)) (trine,22')\n(Sun,163.922,(r)) (H10,223.839,(c)) (sextile,5')\n(Pluto,94.271,(r)) (H7,124.377,(c)) (30-semisextile,6')\n(H10,247.840,(r)) (Venus,97.901,(c)) (150-quincunx,4')\n(Moon,284.290,(c)) (H10,223.839,(c)) (sextile,27')", "(Uranus,315.968,(p)) (H1,1.121,(p)) (45-semisquare,9')\n(Uranus,315.968,(p)) (H4,90.848,(p)) (135-sesquisquare,7')\n(Mercury,190.578,(r)) (H5,70.406,(c)) (trine,10')\n(Uranus,316.697,(r)) (Moon,272.118,(c)) (45-semisquare,25')\n(Sun,137.278,(c)) (Moon,272.118,(c)) (135-sesquisquare,10')", "(Jupiter,35.148,(r)) (Moon,335.655,(p)) (sextile,30')\n(Jupiter,35.148,(r)) (H1,5.324,(p)) (30-semisextile,11')\n(Moon,335.655,(p)) (H1,5.324,(p)) (30-semisextile,20')\n(Venus,150.430,(p)) (H5,120.556,(p)) (30-semisextile,8')\n(Mars,230.203,(p)) (H1,5.324,(p)) (135-sesquisquare,7')\n(H5,93.788,(r)) (Pluto,93.790,(c)) (conjunction,0')", "(Moon,276.366,(r)) (H1,6.366,(p)) (square,0')\n(Neptune,123.889,(r)) (Moon,349.023,(p)) (135-sesquisquare,8')\n(H1,331.438,(r)) (Venus,151.472,(p)) (opposition,2')\n(H10,247.840,(r)) (Mercury,187.845,(p)) (sextile,0')\n(Neptune,124.651,(p)) (H10,274.820,(p)) (150-quincunx,10')\n(Sun,163.922,(r)) (H1,298.950,(c)) (135-sesquisquare,2')\n(Mean_Node,296.519,(r)) (Moon,206.118,(c)) (square,24')", "(Uranus,316.697,(r)) (Moon,1.522,(p)) (45-semisquare,10')\n(H1,331.438,(r)) (Sun,196.488,(p)) (135-sesquisquare,3')\n(H1,331.438,(r)) (Moon,1.522,(p)) (30-semisextile,5')\n(Jupiter,32.191,(p)) (H5,122.199,(p)) (square,0')\n(Venus,118.100,(r)) (H1,298.091,(c)) (opposition,1')\n(H5,93.788,(r)) (Pluto,93.754,(c)) (conjunction,2')\n(Mars,187.529,(c)) (H4,37.581,(c)) (150-quincunx,3')", "(Pluto,94.271,(r)) (Moon,34.312,(p)) (sextile,2')\n(Pluto,94.271,(r)) (H5,124.368,(p)) (30-semisextile,6')\n(H5,93.788,(r)) (Moon,34.312,(p)) (sextile,31')\n(Moon,34.312,(p)) (H5,124.368,(p)) (square,3')\n(Pluto,94.409,(p)) (H5,124.368,(p)) (30-semisextile,2')\n(Jupiter,35.148,(r)) (H4,35.212,(c)) (conjunction,4')", "(Moon,57.129,(p)) (H1,11.936,(p)) (45-semisquare,12')\n(H4,67.840,(r)) (Sun,127.940,(c)) (sextile,6')\n(H5,93.788,(r)) (Venus,93.896,(c)) (conjunction,6')\n(Moon,143.664,(c)) (H1,294.102,(c)) (150-quincunx,26')", '14', "(Mercury,190.578,(r)) (Moon,325.508,(p)) (135-sesquisquare,4')\n(Neptune,124.888,(p)) (H7,214.965,(p)) (square,5')\n(Neptune,124.888,(p)) (H8,244.943,(p)) (trine,3')\n(Pluto,94.271,(r)) (Moon,229.158,(c)) (135-sesquisquare,7')\n(H5,93.788,(r)) (Moon,229.158,(c)) (135-sesquisquare,22')\n(Moon,229.158,(c)) (H7,94.473,(c)) (135-sesquisquare,19')", "(Pluto,94.271,(r)) (H12,4.209,(p)) (square,4')\n(Pluto,94.207,(p)) (H12,4.209,(p)) (square,0')", 70]
['1916-09-06 07:27:42', '0', "(Uranus,316.717,(r)) (H1,136.811,(p)) (opposition,6')\n(H1,127.784,(r)) (Venus,127.961,(p)) (conjunction,11')\n(H10,38.126,(r)) (Venus,127.961,(p)) (square,10')\n(Uranus,316.375,(p)) (H9,16.248,(p)) (sextile,8')\n(Moon,268.070,(r)) (H10,27.924,(c)) (trine,9')\n(H1,127.784,(r)) (Moon,128.191,(c)) (conjunction,24')\n(H10,38.126,(r)) (Moon,128.191,(c)) (square,4')", "(Uranus,316.717,(r)) (H1,136.811,(p)) (opposition,6')\n(H1,127.784,(r)) (Venus,127.961,(p)) (conjunction,11')\n(H4,218.126,(r)) (Venus,127.961,(p)) (square,10')\n(H8,335.438,(r)) (Mars,215.615,(p)) (trine,11')\n(Moon,268.070,(r)) (H4,207.924,(c)) (sextile,9')\n(H1,127.784,(r)) (Moon,128.191,(c)) (conjunction,24')\n(H4,218.126,(r)) (Moon,128.191,(c)) (square,4')\n(Saturn,115.650,(c)) (H8,325.725,(c)) (150-quincunx,5')", "(Uranus,316.717,(r)) (Moon,92.107,(c)) (135-sesquisquare,23')", "(Neptune,123.872,(r)) (Moon,214.337,(p)) (square,28')\n(Pluto,94.265,(r)) (Moon,214.337,(p)) (trine,4')\n(H3,186.063,(r)) (Sun,186.130,(p)) (conjunction,4')\n(Saturn,118.902,(p)) (H10,58.942,(p)) (sextile,2')\n(Mars,208.391,(r)) (H3,163.542,(c)) (45-semisquare,9')", "(H10,38.126,(r)) (Sun,188.031,(p)) (150-quincunx,6')\n(Moon,240.603,(p)) (H10,60.622,(p)) (opposition,1')\n(Sun,163.357,(r)) (Moon,298.712,(c)) (135-sesquisquare,21')\n(Uranus,316.717,(r)) (H1,106.640,(c)) (150-quincunx,5')\n(Mean_Node,296.549,(r)) (H3,161.646,(c)) (135-sesquisquare,6')", "(Pluto,94.265,(r)) (Moon,244.483,(p)) (150-quincunx,13')\n(H10,38.126,(r)) (Sun,188.309,(p)) (150-quincunx,11')\n(Mercury,195.921,(p)) (H10,60.867,(p)) (135-sesquisquare,3')\n(Sun,163.357,(r)) (H10,13.305,(c)) (150-quincunx,3')\n(Mean_Node,296.549,(r)) (H3,161.369,(c)) (135-sesquisquare,11')", "(Uranus,316.717,(r)) (H5,271.656,(p)) (45-semisquare,4')\n(Mars,226.569,(p)) (H5,271.656,(p)) (45-semisquare,5')\n(Jupiter,35.171,(r)) (Moon,275.616,(c)) (trine,27')\n(H7,307.784,(r)) (Venus,97.601,(c)) (150-quincunx,11')", "(H4,218.126,(r)) (Moon,263.566,(c)) (45-semisquare,26')", "(Venus,117.564,(r)) (Moon,327.362,(p)) (150-quincunx,12')\n(H5,249.236,(r)) (Mercury,189.308,(p)) (sextile,4')\n(Pluto,94.419,(p)) (H1,154.541,(p)) (sextile,7')\n(H4,218.126,(r)) (Mars,188.293,(c)) (30-semisextile,10')", "(Jupiter,34.727,(c)) (H9,334.644,(c)) (sextile,5')", "(H4,218.126,(r)) (Moon,353.324,(p)) (135-sesquisquare,12')\n(Mercury,187.586,(p)) (H4,247.544,(p)) (sextile,2')\n(Jupiter,35.171,(r)) (H4,185.314,(c)) (150-quincunx,9')", "(Mean_Node,296.549,(r)) (Moon,26.465,(p)) (square,5')\n(Mean_Node,294.662,(p)) (H4,249.605,(p)) (45-semisquare,3')\n(H1,127.784,(r)) (Moon,157.645,(c)) (30-semisextile,8')\n(H4,218.126,(r)) (Moon,157.645,(c)) (sextile,29')\n(Moon,157.645,(c)) (H1,97.655,(c)) (sextile,1')", "(Mercury,189.945,(r)) (H1,159.858,(p)) (30-semisextile,5')\n(Pluto,94.265,(r)) (Moon,49.636,(p)) (45-semisquare,22')\n(Sun,199.993,(p)) (Moon,49.636,(p)) (150-quincunx,21')\n(Uranus,316.717,(r)) (Moon,136.673,(c)) (opposition,3')\n(Pluto,94.265,(r)) (H5,214.158,(c)) (trine,6')", "(Venus,117.564,(r)) (Moon,162.189,(p)) (45-semisquare,22')\n(Venus,117.564,(r)) (H1,87.745,(c)) (30-semisextile,11')\n(H5,249.236,(r)) (Moon,24.762,(c)) (135-sesquisquare,32')\n(Moon,24.762,(c)) (H5,204.262,(c)) (opposition,30')", "(H7,307.784,(r)) (Venus,97.602,(c)) (150-quincunx,11')", "(Pluto,94.265,(r)) (H4,154.230,(c)) (sextile,2')\n(Saturn,109.257,(c)) (H4,154.230,(c)) (45-semisquare,2')", 61]
['1916-09-06 20:09:04', "(H3,18.630,(r)) (Moon,258.175,(c)) (trine,27')\n(Moon,258.175,(c)) (H4,47.966,(c)) (150-quincunx,13')", "(H9,198.630,(r)) (Venus,108.680,(c)) (square,3')", "(Mars,208.741,(r)) (H4,58.563,(p)) (150-quincunx,11')\n(H8,164.420,(r)) (Moon,134.517,(c)) (30-semisextile,6')\n(Sun,153.400,(c)) (H8,153.236,(c)) (conjunction,10')", "(Sun,163.870,(r)) (Moon,103.420,(p)) (sextile,27')", '4', "(Jupiter,35.150,(r)) (H1,335.232,(p)) (sextile,5')", "(Moon,275.596,(r)) (H1,335.531,(p)) (sextile,4')\n(Saturn,116.869,(r)) (Moon,251.764,(p)) (135-sesquisquare,6')\n(Pluto,94.270,(r)) (H12,304.133,(p)) (150-quincunx,8')\n(Mean_Node,296.521,(r)) (Moon,251.764,(p)) (45-semisquare,15')\n(H3,18.630,(r)) (Mercury,153.809,(c)) (135-sesquisquare,11')\n(H10,229.069,(r)) (Sun,139.227,(c)) (square,9')", "(H5,75.951,(r)) (Uranus,315.983,(p)) (trine,2')\n(Sun,163.870,(r)) (Moon,283.485,(c)) (trine,23')\n(Venus,97.873,(c)) (H5,52.836,(c)) (45-semisquare,2')", "(Mercury,190.520,(r)) (Moon,280.887,(p)) (square,22')\n(Venus,118.050,(r)) (H4,72.912,(p)) (45-semisquare,8')\n(H5,75.951,(r)) (Uranus,315.969,(p)) (trine,1')\n(Sun,190.884,(p)) (Moon,280.887,(p)) (square,0')\n(Mercury,193.011,(p)) (H4,72.912,(p)) (trine,6')\n(Uranus,316.699,(r)) (Moon,271.323,(c)) (45-semisquare,23')", "(Jupiter,35.150,(r)) (Moon,334.888,(p)) (sextile,16')\n(H5,75.951,(r)) (Uranus,315.908,(p)) (trine,3')", "(Venus,118.050,(r)) (H1,342.880,(p)) (135-sesquisquare,10')\n(H9,198.630,(r)) (Moon,348.261,(p)) (150-quincunx,22')\n(Uranus,317.935,(c)) (H10,198.025,(c)) (trine,5')", "(Sun,163.870,(r)) (H1,343.848,(p)) (opposition,1')\n(Mars,208.741,(r)) (H1,343.848,(p)) (135-sesquisquare,6')\n(Sun,163.870,(r)) (Moon,193.957,(c)) (30-semisextile,5')\n(Uranus,316.699,(r)) (H5,46.882,(c)) (square,11')", "(Sun,163.870,(r)) (Moon,164.122,(c)) (conjunction,15')\n(Mars,208.741,(r)) (Moon,164.122,(c)) (45-semisquare,23')\n(Moon,164.122,(c)) (H4,14.631,(c)) (150-quincunx,31')\n(Moon,164.122,(c)) (H5,44.632,(c)) (trine,31')\n(Mercury,134.808,(c)) (H4,14.631,(c)) (trine,11')\n(Mercury,134.808,(c)) (H5,44.632,(c)) (square,11')", "(Mean_Node,296.521,(r)) (Moon,56.441,(p)) (trine,5')\n(Moon,275.596,(r)) (H1,275.493,(c)) (conjunction,6')", "(H4,49.069,(r)) (Moon,168.772,(p)) (trine,18')", "(Moon,324.756,(p)) (H4,99.269,(p)) (135-sesquisquare,29')\n(Mars,249.183,(p)) (H4,99.269,(p)) (150-quincunx,5')\n(Moon,275.596,(r)) (H12,230.763,(c)) (45-semisquare,10')\n(Uranus,316.699,(r)) (H7,76.728,(c)) (trine,2')\n(Neptune,121.844,(c)) (H7,76.728,(c)) (45-semisquare,7')", "(Pluto,94.270,(r)) (H8,229.435,(p)) (135-sesquisquare,10')\n(Mean_Node,296.521,(r)) (H12,341.585,(p)) (45-semisquare,4')\n(Venus,118.050,(r)) (H1,252.950,(c)) (135-sesquisquare,6')\n(Uranus,316.699,(r)) (H12,226.797,(c)) (square,6')\n(H8,164.420,(r)) (Sun,104.336,(c)) (sextile,5')", 51]
['1916-09-06 10:19:04', "(Jupiter,35.115,(p)) (H7,349.937,(p)) (45-semisquare,11')\n(Venus,117.673,(r)) (Moon,252.443,(c)) (135-sesquisquare,14')\n(Sun,162.277,(c)) (Moon,252.443,(c)) (square,10')", "(H10,79.620,(r)) (Jupiter,34.548,(p)) (45-semisquare,4')\n(Mercury,190.075,(r)) (Moon,129.612,(c)) (sextile,28')\n(Mercury,190.075,(r)) (H9,40.115,(c)) (150-quincunx,2')\n(Moon,129.612,(c)) (H1,159.213,(c)) (30-semisextile,24')\n(Moon,129.612,(c)) (H9,40.115,(c)) (square,30')", "(Mars,208.470,(r)) (H1,178.439,(p)) (30-semisextile,2')\n(Mars,208.470,(r)) (H4,268.553,(p)) (sextile,5')\n(Moon,129.612,(c)) (H1,159.213,(c)) (30-semisextile,24')\n(Moon,129.612,(c)) (H12,129.340,(c)) (conjunction,16')\n(Saturn,115.664,(c)) (H4,250.494,(c)) (135-sesquisquare,10')", "(Uranus,316.286,(p)) (H1,181.152,(p)) (135-sesquisquare,8')\n(Neptune,123.875,(r)) (Moon,93.517,(c)) (30-semisextile,22')", "(Sun,186.246,(p)) (Moon,215.931,(p)) (30-semisextile,19')\n(Sun,163.472,(r)) (H3,208.445,(c)) (45-semisquare,2')\n(Sun,163.472,(r)) (H12,118.507,(c)) (45-semisquare,2')\n(Mars,208.470,(r)) (H3,208.445,(c)) (conjunction,1')\n(Mars,208.470,(r)) (H12,118.507,(c)) (square,2')", "(Venus,117.673,(r)) (H10,57.736,(c)) (sextile,4')\n(Mean_Node,296.543,(r)) (H3,206.584,(c)) (square,2')\n(Mean_Node,297.880,(c)) (H10,57.736,(c)) (trine,9')", "(Mean_Node,296.543,(r)) (H3,251.401,(p)) (45-semisquare,9')\n(Mean_Node,296.543,(r)) (H12,161.377,(p)) (135-sesquisquare,10')\n(Mean_Node,296.543,(r)) (Moon,296.268,(c)) (conjunction,17')\n(Mean_Node,296.543,(r)) (H12,116.579,(c)) (opposition,2')\n(H1,168.843,(r)) (Sun,138.833,(c)) (30-semisextile,1')\n(Moon,296.268,(c)) (H1,146.011,(c)) (150-quincunx,15')\n(Moon,296.268,(c)) (H3,206.311,(c)) (square,3')\n(Moon,296.268,(c)) (H12,116.579,(c)) (opposition,19')", "(Mars,191.236,(c)) (H10,56.319,(c)) (135-sesquisquare,5')", "(Sun,163.472,(r)) (H1,193.399,(p)) (30-semisextile,4')\n(Jupiter,35.167,(r)) (Moon,275.147,(p)) (trine,1')\n(Mercury,193.485,(p)) (H1,193.399,(p)) (conjunction,5')\n(Moon,265.305,(c)) (H4,235.561,(c)) (30-semisextile,15')\n(Moon,265.305,(c)) (H5,265.554,(c)) (conjunction,15')\n(Mars,190.724,(c)) (H4,235.561,(c)) (45-semisquare,10')", "(Uranus,316.713,(r)) (H1,196.800,(p)) (trine,5')\n(Sun,194.230,(p)) (Moon,329.056,(p)) (135-sesquisquare,10')\n(Uranus,315.914,(p)) (H5,315.860,(p)) (conjunction,3')\n(Mercury,142.253,(c)) (H5,262.204,(c)) (trine,3')\n(Venus,95.579,(c)) (H1,140.691,(c)) (45-semisquare,7')", "(Venus,117.673,(r)) (Moon,342.450,(p)) (135-sesquisquare,13')\n(H10,79.620,(r)) (Neptune,124.644,(p)) (45-semisquare,1')\n(H9,49.735,(r)) (Moon,200.060,(c)) (150-quincunx,20')\n(H10,79.620,(r)) (Moon,200.060,(c)) (trine,26')\n(H10,79.620,(r)) (Jupiter,34.735,(c)) (45-semisquare,7')\n(Moon,200.060,(c)) (H1,139.839,(c)) (sextile,13')\n(Moon,200.060,(c)) (H9,19.599,(c)) (opposition,28')", "(H1,168.843,(r)) (Mercury,138.719,(c)) (30-semisextile,7')\n(H4,259.620,(r)) (Jupiter,34.676,(c)) (135-sesquisquare,3')", "(Sun,163.472,(r)) (Moon,28.077,(p)) (135-sesquisquare,24')\n(Venus,117.673,(r)) (Moon,28.077,(p)) (square,24')\n(Mars,208.470,(r)) (Moon,28.077,(p)) (opposition,24')\n(Uranus,316.713,(r)) (H1,136.873,(c)) (opposition,10')\n(H4,259.620,(r)) (Jupiter,34.507,(c)) (135-sesquisquare,7')\n(Sun,129.161,(c)) (Moon,159.098,(c)) (30-semisextile,4')\n(Uranus,318.081,(c)) (H4,227.999,(c)) (square,5')", "(Moon,51.176,(p)) (H4,290.812,(p)) (trine,22')\n(Moon,51.176,(p)) (H5,321.268,(p)) (square,6')\n(Uranus,316.713,(r)) (H5,256.857,(c)) (sextile,9')", "(Sun,163.472,(r)) (Moon,163.663,(p)) (conjunction,11')\n(Mars,208.470,(r)) (Moon,163.663,(p)) (45-semisquare,12')\n(Moon,163.663,(p)) (H4,299.060,(p)) (135-sesquisquare,24')\n(Mars,240.682,(p)) (H1,210.550,(p)) (30-semisextile,8')\n(Jupiter,30.481,(p)) (H1,210.550,(p)) (opposition,4')\n(Mean_Node,296.543,(r)) (Moon,26.308,(c)) (square,14')", "(Mercury,190.075,(r)) (H8,70.169,(p)) (trine,6')\n(Pluto,94.266,(r)) (Moon,319.028,(p)) (135-sesquisquare,14')\n(H5,288.954,(r)) (Moon,319.028,(p)) (30-semisextile,4')\n(H7,348.843,(r)) (Moon,319.028,(p)) (30-semisextile,11')\n(H8,19.010,(r)) (Moon,319.028,(p)) (sextile,1')\n(Mean_Node,296.543,(r)) (H7,296.373,(c)) (conjunction,10')\n(H7,348.843,(r)) (Uranus,318.891,(c)) (30-semisextile,3')\n(Moon,222.636,(c)) (H12,87.378,(c)) (135-sesquisquare,16')", "(Moon,269.758,(r)) (H1,224.754,(p)) (45-semisquare,0')\n(Sun,224.732,(p)) (H1,224.754,(p)) (conjunction,1')\n(Neptune,123.875,(r)) (Moon,169.189,(c)) (45-semisquare,19')\n(H1,168.843,(r)) (Moon,169.189,(c)) (conjunction,21')\n(H4,259.620,(r)) (Moon,169.189,(c)) (square,26')\n(H8,19.010,(r)) (Moon,169.189,(c)) (150-quincunx,11')\n(H8,19.010,(r)) (Uranus,319.019,(c)) (sextile,0')\n(Moon,169.189,(c)) (H8,319.069,(c)) (150-quincunx,7')\n(Uranus,319.019,(c)) (H8,319.069,(c)) (conjunction,3')", 85]
['1916-09-06 10:55:58', "(Venus,117.697,(r)) (Moon,252.800,(c)) (135-sesquisquare,6')\n(Venus,117.697,(r)) (H3,237.534,(c)) (trine,10')\n(Sun,162.302,(c)) (Moon,252.800,(c)) (square,30')", "(Mercury,190.103,(r)) (Moon,129.918,(c)) (sextile,11')\n(Venus,108.371,(c)) (H1,168.285,(c)) (sextile,5')", "(H1,177.984,(r)) (Saturn,117.877,(p)) (sextile,6')\n(Venus,108.371,(c)) (H1,168.285,(c)) (sextile,5')\n(Venus,108.371,(c)) (H8,18.440,(c)) (square,4')", "(Mercury,190.103,(r)) (H9,70.238,(p)) (trine,8')\n(Neptune,123.876,(r)) (Moon,93.820,(c)) (30-semisextile,3')", "(Neptune,123.876,(r)) (H12,168.712,(p)) (45-semisquare,10')\n(Sun,186.272,(p)) (Moon,216.275,(p)) (30-semisextile,0')\n(H3,238.588,(r)) (Mars,193.433,(c)) (45-semisquare,9')\n(Mercury,156.979,(c)) (H1,156.933,(c)) (conjunction,3')\n(Mercury,156.979,(c)) (H12,127.133,(c)) (30-semisextile,9')", "(Jupiter,35.166,(r)) (H1,155.166,(c)) (trine,0')\n(Jupiter,35.122,(c)) (H1,155.166,(c)) (trine,3')", "(Saturn,116.830,(r)) (Moon,296.654,(c)) (opposition,11')\n(Mean_Node,296.542,(r)) (Moon,296.654,(c)) (conjunction,7')", "(Jupiter,35.166,(r)) (H10,65.192,(c)) (30-semisextile,2')\n(H7,357.984,(r)) (Mean_Node,297.961,(c)) (sextile,1')\n(Jupiter,35.051,(c)) (H10,65.192,(c)) (30-semisextile,8')\n(Pluto,93.870,(c)) (H7,333.749,(c)) (trine,7')", "(Jupiter,35.166,(r)) (Moon,275.505,(p)) (trine,20')\n(H1,177.984,(r)) (Mean_Node,298.004,(c)) (trine,1')", "(Mercury,190.103,(r)) (H5,325.052,(p)) (135-sesquisquare,3')\n(Sun,194.255,(p)) (Moon,329.421,(p)) (135-sesquisquare,10')\n(Mean_Node,294.878,(p)) (H5,325.052,(p)) (30-semisextile,10')\n(H4,268.131,(r)) (Sun,133.214,(c)) (135-sesquisquare,5')", "(Venus,117.697,(r)) (Moon,342.814,(p)) (135-sesquisquare,7')\n(Mean_Node,296.542,(r)) (H1,206.644,(p)) (square,6')\n(Moon,270.122,(r)) (H10,60.126,(c)) (150-quincunx,0')", "(Venus,117.697,(r)) (H1,147.821,(c)) (30-semisextile,7')", "(Sun,163.497,(r)) (Moon,28.424,(p)) (135-sesquisquare,4')\n(Mars,208.487,(r)) (Moon,28.424,(p)) (opposition,4')\n(H1,177.984,(r)) (Moon,28.424,(p)) (150-quincunx,26')\n(H4,268.131,(r)) (Moon,28.424,(p)) (trine,18')\n(Moon,28.424,(p)) (H4,298.052,(p)) (square,22')\n(Moon,28.424,(p)) (H5,328.950,(p)) (sextile,32')\n(Sun,129.186,(c)) (Moon,159.412,(c)) (30-semisextile,14')", "(Mercury,130.491,(c)) (H5,265.438,(c)) (135-sesquisquare,3')", "(Sun,163.497,(r)) (Moon,163.982,(p)) (conjunction,29')\n(Mars,208.487,(r)) (Moon,163.982,(p)) (45-semisquare,30')\n(Sun,209.353,(p)) (Moon,163.982,(p)) (45-semisquare,22')\n(Mean_Node,296.542,(r)) (Moon,26.640,(c)) (square,6')", "(Pluto,94.266,(r)) (Moon,319.387,(p)) (135-sesquisquare,7')\n(H4,268.131,(r)) (Mercury,208.208,(p)) (sextile,5')\n(H8,28.258,(r)) (Mercury,208.208,(p)) (opposition,3')\n(Moon,319.387,(p)) (H4,318.978,(p)) (conjunction,25')\n(Moon,319.387,(p)) (H7,49.592,(p)) (square,12')\n(H4,268.131,(r)) (Moon,222.994,(c)) (45-semisquare,8')\n(H7,357.984,(r)) (Moon,222.994,(c)) (135-sesquisquare,1')", "(Mean_Node,293.256,(p)) (H1,233.334,(p)) (sextile,5')\n(Mean_Node,293.256,(p)) (H4,323.121,(p)) (30-semisextile,8')", 54]
