['Time', '0: 2017-09-22', '1: 2024-10-25', '2: 2018-02-19', '3: 2021-04-06', '4: 2016-05-26', '5: 2022-01-01', 'Count']
['2014-03-24 00:54:56', "(Pluto,283.456,(r)) (Moon,238.463,(cr)) (45-semisquare,0')\n(H10,225.672,(r)) (Uranus,0.725,(cp)) (135-sesquisquare,3')\n(H10,225.672,(r)) (Uranus,0.668,(cr)) (135-sesquisquare,0')", "(H10,225.672,(r)) (Jupiter,45.714,(dp)) (opposition,2')\n(H10,225.672,(r)) (Jupiter,45.471,(dr)) (opposition,12')\n(H1,318.494,(r)) (Venus,48.371,(cr)) (square,7')\n(H3,13.408,(r)) (Mean_Node,43.304,(cp)) (30-semisextile,6')\n(H3,13.408,(r)) (Mean_Node,43.367,(cr)) (30-semisextile,3')", "(H3,13.408,(r)) (Jupiter,13.448,(cp)) (conjunction,2')\n(H4,45.672,(r)) (Uranus,0.748,(cp)) (45-semisquare,5')\n(H4,45.672,(r)) (Uranus,0.644,(cr)) (45-semisquare,2')", "(Pluto,283.456,(r)) (Moon,73.401,(cr)) (150-quincunx,3')\n(H4,45.672,(r)) (Uranus,345.736,(cp)) (sextile,4')\n(H4,45.672,(r)) (Uranus,345.732,(cr)) (sextile,4')", "(Neptune,336.088,(r)) (Moon,185.967,(dp)) (150-quincunx,7')\n(H10,225.672,(r)) (Moon,15.510,(cp)) (150-quincunx,10')", "(Mars,204.383,(r)) (Moon,84.498,(cp)) (trine,7')\n(H6,109.249,(r)) (Mars,319.334,(cr)) (150-quincunx,5')", 18]
['2014-03-24 01:46:31', "(H1,329.805,(r)) (Saturn,194.667,(cp)) (135-sesquisquare,8')\n(H1,329.805,(r)) (Saturn,194.742,(cr)) (135-sesquisquare,4')", "(H3,26.369,(r)) (Jupiter,161.482,(cp)) (135-sesquisquare,7')", "(H4,58.386,(r)) (Jupiter,13.457,(cp)) (45-semisquare,4')", "(Mean_Node,209.922,(r)) (Moon,119.879,(dp)) (square,3')\n(H1,329.805,(r)) (Moon,119.879,(dp)) (150-quincunx,4')\n(H8,176.319,(r)) (Pluto,296.515,(dp)) (trine,12')\n(H8,176.319,(r)) (Pluto,296.514,(dr)) (trine,12')\n(Mean_Node,209.922,(r)) (Moon,74.944,(cp)) (135-sesquisquare,1')", "(Uranus,11.942,(r)) (Moon,11.721,(cr)) (conjunction,13')", "(Sun,3.342,(r)) (Moon,63.313,(cr)) (sextile,2')", 11]
['2014-03-24 01:16:23', "(H1,323.182,(r)) (Uranus,23.281,(dp)) (sextile,6')\n(H1,323.182,(r)) (Uranus,23.226,(dr)) (sextile,3')\n(Pluto,283.456,(r)) (Moon,238.674,(cr)) (45-semisquare,13')\n(H1,323.182,(r)) (Mars,353.410,(cp)) (30-semisextile,14')\n(H10,231.020,(r)) (Mercury,21.201,(cr)) (150-quincunx,11')", "(H10,231.020,(r)) (Mercury,21.088,(cp)) (150-quincunx,4')", "(H4,51.020,(r)) (Moon,321.082,(dp)) (square,4')\n(H7,143.182,(r)) (Uranus,23.304,(dp)) (trine,7')\n(H7,143.182,(r)) (Uranus,23.204,(dr)) (trine,1')\n(H4,51.020,(r)) (Mercury,20.822,(cr)) (30-semisextile,12')", "(H4,51.020,(r)) (Neptune,351.119,(dp)) (sextile,6')\n(H4,51.020,(r)) (Neptune,351.116,(dr)) (sextile,6')\n(Pluto,283.456,(r)) (Moon,73.610,(cr)) (150-quincunx,9')\n(Mean_Node,209.923,(r)) (Moon,74.653,(cp)) (135-sesquisquare,16')\n(H4,51.020,(r)) (Neptune,321.041,(cp)) (square,1')\n(H4,51.020,(r)) (Neptune,321.039,(cr)) (square,1')", "(Neptune,336.089,(r)) (Moon,186.144,(dp)) (150-quincunx,3')\n(H10,231.020,(r)) (Moon,186.144,(dp)) (45-semisquare,7')\n(H10,231.020,(r)) (Mean_Node,171.227,(dp)) (sextile,12')\n(H10,231.020,(r)) (Mean_Node,171.246,(dr)) (sextile,14')\n(Uranus,11.941,(r)) (Moon,11.467,(cr)) (conjunction,28')", "(H10,231.020,(r)) (Neptune,351.147,(dp)) (trine,8')\n(H10,231.020,(r)) (Neptune,351.089,(dr)) (trine,4')\n(H10,231.020,(r)) (Neptune,321.063,(cp)) (square,3')\n(H10,231.020,(r)) (Neptune,321.016,(cr)) (square,0')", 25]
['2014-03-24 01:37:19', "(H1,327.777,(r)) (Saturn,267.658,(dp)) (sextile,7')\n(H1,327.777,(r)) (Saturn,267.635,(dr)) (sextile,9')", '1', "(H7,147.777,(r)) (Moon,297.979,(dr)) (150-quincunx,12')\n(H7,147.777,(r)) (Mean_Node,267.902,(cp)) (trine,7')\n(H7,147.777,(r)) (Mean_Node,267.999,(cr)) (trine,13')", "(Mean_Node,209.922,(r)) (Moon,119.797,(dp)) (square,8')\n(Mean_Node,209.922,(r)) (Moon,74.855,(cp)) (135-sesquisquare,4')", "(Neptune,336.089,(r)) (Moon,186.316,(dp)) (150-quincunx,14')\n(Uranus,11.942,(r)) (Moon,11.643,(cr)) (conjunction,18')\n(H1,327.777,(r)) (Saturn,207.868,(cp)) (trine,5')\n(H1,327.777,(r)) (Saturn,207.891,(cr)) (trine,7')", "(Sun,3.336,(r)) (Moon,63.222,(cr)) (sextile,7')\n(H6,118.716,(r)) (Pluto,268.947,(cr)) (150-quincunx,14')", 13]
['2014-03-24 00:43:36', "(H10,222.814,(r)) (Saturn,267.657,(dp)) (45-semisquare,9')\n(H10,222.814,(r)) (Saturn,267.635,(dr)) (45-semisquare,11')\n(Uranus,11.940,(r)) (Moon,252.233,(cp)) (trine,18')\n(Pluto,283.456,(r)) (Moon,238.351,(cr)) (45-semisquare,6')", '1', "(H4,42.814,(r)) (Mean_Node,267.904,(cp)) (135-sesquisquare,5')\n(H4,42.814,(r)) (Jupiter,13.008,(cr)) (30-semisextile,12')\n(H4,42.814,(r)) (Mean_Node,268.001,(cr)) (135-sesquisquare,11')", "(H8,161.332,(r)) (Pluto,296.514,(dp)) (135-sesquisquare,11')\n(H8,161.332,(r)) (Mars,71.545,(dr)) (square,13')\n(H8,161.332,(r)) (Pluto,296.513,(dr)) (135-sesquisquare,11')\n(Pluto,283.456,(r)) (Moon,73.290,(cr)) (150-quincunx,10')", "(Neptune,336.088,(r)) (Moon,185.874,(dp)) (150-quincunx,13')\n(H8,161.332,(r)) (Moon,11.191,(cr)) (150-quincunx,8')", "(Mars,204.385,(r)) (Moon,84.391,(cp)) (trine,0')", 14]
['2014-03-24 01:21:28', "(Pluto,283.456,(r)) (Moon,238.724,(cr)) (45-semisquare,16')\n(H10,232.269,(r)) (Pluto,277.444,(cp)) (45-semisquare,10')\n(H10,232.269,(r)) (Pluto,277.435,(cr)) (45-semisquare,10')", "(H10,232.269,(r)) (Moon,172.446,(dp)) (sextile,11')", "(H3,20.103,(r)) (Jupiter,200.028,(dp)) (opposition,5')\n(H3,20.103,(r)) (Jupiter,200.243,(dr)) (opposition,8')\n(H4,52.269,(r)) (Mercury,22.328,(cp)) (30-semisextile,4')\n(H4,52.269,(r)) (Pluto,277.447,(cp)) (135-sesquisquare,11')\n(H4,52.269,(r)) (Pluto,277.432,(cr)) (135-sesquisquare,10')", "(Mean_Node,209.923,(r)) (Moon,119.655,(dp)) (square,16')\n(Pluto,283.456,(r)) (Moon,73.659,(cr)) (150-quincunx,12')\n(Mean_Node,209.923,(r)) (Moon,74.702,(cp)) (135-sesquisquare,13')", "(Neptune,336.089,(r)) (Moon,186.186,(dp)) (150-quincunx,6')\n(Uranus,11.941,(r)) (Moon,11.510,(cr)) (conjunction,26')\n(H1,324.292,(r)) (Pluto,279.479,(cp)) (45-semisquare,11')\n(H1,324.292,(r)) (Pluto,279.476,(cr)) (45-semisquare,11')", "(H6,115.172,(r)) (Mercury,340.149,(dr)) (135-sesquisquare,1')\n(Sun,3.325,(r)) (Moon,63.064,(cr)) (sextile,16')", 18]
['2014-03-24 01:59:11', '0', "(H10,241.437,(r)) (Mean_Node,16.469,(dp)) (135-sesquisquare,2')\n(H10,241.437,(r)) (Mean_Node,16.532,(dr)) (135-sesquisquare,6')", '2', "(Mean_Node,209.921,(r)) (Moon,119.993,(dp)) (square,4')\n(H1,332.604,(r)) (Venus,2.793,(dr)) (30-semisextile,11')\n(Mean_Node,209.921,(r)) (Moon,75.066,(cp)) (135-sesquisquare,9')", "(H1,332.604,(r)) (Moon,182.336,(dr)) (150-quincunx,16')\n(Uranus,11.943,(r)) (Moon,11.827,(cr)) (conjunction,7')", "(Sun,3.351,(r)) (Moon,63.439,(cr)) (sextile,5')", 8]
['2014-03-24 01:27:59', '0', "(H1,325.726,(r)) (Moon,25.531,(cr)) (sextile,12')", '2', "(Mean_Node,209.922,(r)) (Moon,119.713,(dp)) (square,13')\n(Pluto,283.457,(r)) (Moon,73.723,(cr)) (150-quincunx,16')\n(Mean_Node,209.922,(r)) (Moon,74.765,(cp)) (135-sesquisquare,9')", "(Neptune,336.089,(r)) (Moon,186.239,(dp)) (150-quincunx,9')\n(Uranus,11.941,(r)) (Moon,11.565,(cr)) (conjunction,23')", "(H6,116.631,(r)) (Pluto,296.527,(dp)) (opposition,6')\n(H6,116.631,(r)) (Pluto,296.501,(dr)) (opposition,8')\n(Sun,3.330,(r)) (Moon,63.129,(cr)) (sextile,12')", 9]
['2014-03-24 01:47:59', '0', "(H3,26.733,(r)) (Jupiter,161.617,(cr)) (135-sesquisquare,7')", '2', "(Mean_Node,209.922,(r)) (Moon,119.892,(dp)) (square,2')\n(H1,330.128,(r)) (Moon,119.892,(dp)) (150-quincunx,14')\n(H4,58.740,(r)) (Moon,118.927,(dr)) (sextile,11')\n(H8,176.670,(r)) (Pluto,296.515,(dp)) (trine,9')\n(H8,176.670,(r)) (Pluto,296.514,(dr)) (trine,9')\n(Mean_Node,209.922,(r)) (Moon,74.958,(cp)) (135-sesquisquare,2')\n(H4,58.740,(r)) (Pluto,268.951,(cp)) (150-quincunx,13')\n(H4,58.740,(r)) (Pluto,268.950,(cr)) (150-quincunx,13')", "(Uranus,11.942,(r)) (Moon,11.733,(cr)) (conjunction,13')", "(Sun,3.343,(r)) (Moon,63.328,(cr)) (sextile,1')\n(H10,238.740,(r)) (Pluto,268.954,(cp)) (30-semisextile,13')\n(H10,238.740,(r)) (Pluto,268.947,(cr)) (30-semisextile,12')", 13]
['2014-03-24 00:35:51', "(Uranus,11.939,(r)) (Moon,252.160,(cp)) (trine,13')\n(Pluto,283.456,(r)) (Moon,238.275,(cr)) (45-semisquare,11')", "(Mercury,337.612,(r)) (Moon,158.112,(dr)) (opposition,30')", '2', "(H1,314.348,(r)) (Mean_Node,74.524,(dp)) (trine,11')\n(H1,314.348,(r)) (Mean_Node,74.528,(dr)) (trine,11')\n(H4,40.850,(r)) (Saturn,310.702,(dp)) (square,9')\n(H4,40.850,(r)) (Saturn,310.695,(dr)) (square,9')\n(Pluto,283.456,(r)) (Moon,73.215,(cr)) (150-quincunx,14')\n(H1,314.348,(r)) (Moon,74.261,(cp)) (trine,5')", "(Neptune,336.088,(r)) (Moon,185.810,(dp)) (150-quincunx,17')\n(H8,159.503,(r)) (Pluto,279.479,(cp)) (trine,1')\n(H8,159.503,(r)) (Pluto,279.476,(cr)) (trine,2')\n(H10,220.850,(r)) (Moon,11.126,(cr)) (150-quincunx,17')", "(H1,314.348,(r)) (Mean_Node,74.484,(dp)) (trine,8')\n(H1,314.348,(r)) (Mean_Node,74.566,(dr)) (trine,13')\n(H10,220.850,(r)) (Saturn,310.767,(dp)) (square,5')\n(H10,220.850,(r)) (Saturn,310.631,(dr)) (square,13')\n(Mars,204.387,(r)) (Moon,84.318,(cp)) (trine,4')", 18]
['2014-03-24 00:34:47', "(Uranus,11.939,(r)) (Moon,252.150,(cp)) (trine,13')\n(Pluto,283.456,(r)) (Moon,238.265,(cr)) (45-semisquare,11')", "(Mercury,337.611,(r)) (Moon,158.103,(dr)) (opposition,30')\n(H3,8.296,(r)) (Moon,158.103,(dr)) (150-quincunx,12')", '2', "(H4,40.578,(r)) (Saturn,310.702,(dp)) (square,7')\n(H4,40.578,(r)) (Saturn,310.695,(dr)) (square,7')\n(Pluto,283.456,(r)) (Moon,73.205,(cr)) (150-quincunx,15')\n(H1,314.116,(r)) (Moon,74.251,(cp)) (trine,8')\n(H1,314.116,(r)) (Pluto,268.951,(cp)) (45-semisquare,10')\n(H1,314.116,(r)) (Pluto,268.950,(cr)) (45-semisquare,10')", "(Neptune,336.088,(r)) (Moon,185.802,(dp)) (150-quincunx,17')\n(H10,220.578,(r)) (Neptune,340.380,(dp)) (trine,12')\n(H10,220.578,(r)) (Neptune,340.367,(dr)) (trine,13')\n(H8,159.252,(r)) (Pluto,279.479,(cp)) (trine,14')\n(H8,159.252,(r)) (Pluto,279.476,(cr)) (trine,13')", "(H6,104.747,(r)) (Mean_Node,74.566,(dr)) (30-semisextile,11')\n(H10,220.578,(r)) (Saturn,310.766,(dp)) (square,11')\n(H10,220.578,(r)) (Saturn,310.631,(dr)) (square,3')\n(Mars,204.387,(r)) (Moon,84.308,(cp)) (trine,5')\n(H1,314.116,(r)) (Pluto,268.954,(cp)) (45-semisquare,10')\n(H1,314.116,(r)) (Pluto,268.947,(cr)) (45-semisquare,10')", 21]
['2014-03-24 01:26:47', "(H10,233.580,(r)) (Mars,353.416,(cp)) (trine,10')", "(H3,21.442,(r)) (Mercury,21.284,(dr)) (conjunction,9')\n(H1,325.462,(r)) (Moon,25.521,(cr)) (sextile,4')", "(H3,21.442,(r)) (Moon,321.177,(dp)) (sextile,16')\n(H7,145.462,(r)) (Venus,325.292,(cr)) (opposition,10')", "(Mean_Node,209.923,(r)) (Moon,119.702,(dp)) (square,13')\n(Pluto,283.457,(r)) (Moon,73.711,(cr)) (150-quincunx,15')\n(Mean_Node,209.923,(r)) (Moon,74.753,(cp)) (135-sesquisquare,10')", "(Neptune,336.089,(r)) (Moon,186.230,(dp)) (150-quincunx,8')\n(Uranus,11.941,(r)) (Moon,11.555,(cr)) (conjunction,23')", "(H6,116.363,(r)) (Pluto,296.527,(dp)) (opposition,10')\n(H6,116.363,(r)) (Mars,71.130,(dr)) (45-semisquare,14')\n(H6,116.363,(r)) (Pluto,296.501,(dr)) (opposition,8')\n(Sun,3.329,(r)) (Moon,63.117,(cr)) (sextile,13')", 14]
['2014-03-24 00:57:59', "(H1,319.162,(r)) (Pluto,289.214,(dp)) (30-semisextile,3')\n(H1,319.162,(r)) (Pluto,289.200,(dr)) (30-semisextile,2')\n(Pluto,283.456,(r)) (Moon,238.493,(cr)) (45-semisquare,2')", "(H10,226.442,(r)) (Mean_Node,16.471,(dp)) (150-quincunx,2')\n(H10,226.442,(r)) (Mean_Node,16.534,(dr)) (150-quincunx,6')\n(H1,319.162,(r)) (Mercury,19.243,(cr)) (sextile,5')", "(H7,139.162,(r)) (Pluto,289.219,(dp)) (150-quincunx,3')\n(H7,139.162,(r)) (Pluto,289.194,(dr)) (150-quincunx,2')", "(H8,164.746,(r)) (Mean_Node,74.523,(dp)) (square,13')\n(H8,164.746,(r)) (Mean_Node,74.527,(dr)) (square,13')\n(Pluto,283.456,(r)) (Moon,73.431,(cr)) (150-quincunx,2')\n(H8,164.746,(r)) (Moon,74.475,(cp)) (square,16')", "(Neptune,336.088,(r)) (Moon,185.993,(dp)) (150-quincunx,6')\n(H10,226.442,(r)) (Saturn,256.403,(dp)) (30-semisextile,2')\n(H10,226.442,(r)) (Saturn,256.402,(dr)) (30-semisextile,2')", "(Mars,204.382,(r)) (Moon,84.527,(cp)) (trine,9')\n(H1,319.162,(r)) (Mars,319.336,(cr)) (conjunction,10')\n(H6,109.934,(r)) (Mercury,334.761,(cr)) (135-sesquisquare,10')", 18]
['2014-03-24 00:24:23', "(Uranus,11.939,(r)) (Moon,252.051,(cp)) (trine,7')\n(Pluto,283.456,(r)) (Moon,238.162,(cr)) (45-semisquare,18')", "(Mercury,337.601,(r)) (Moon,158.018,(dr)) (opposition,25')\n(H3,5.649,(r)) (Uranus,50.427,(dp)) (45-semisquare,13')\n(H10,217.917,(r)) (Moon,158.018,(dr)) (sextile,6')", "(H3,5.649,(r)) (Moon,320.610,(dp)) (45-semisquare,2')", '3', "(H8,156.800,(r)) (Mars,156.631,(cp)) (conjunction,10')\n(H8,156.800,(r)) (Mars,156.728,(cr)) (conjunction,4')", "(H1,311.861,(r)) (Mars,72.028,(dp)) (trine,10')\n(H6,102.416,(r)) (Mercury,342.455,(dp)) (trine,2')\n(Mars,204.389,(r)) (Moon,84.210,(cp)) (trine,11')", 11]
['2014-03-24 01:42:47', "(H10,237.481,(r)) (Saturn,267.658,(dp)) (30-semisextile,11')\n(H10,237.481,(r)) (Saturn,267.635,(dr)) (30-semisextile,9')", "(H3,25.440,(r)) (Moon,25.660,(cr)) (conjunction,13')", "(H3,25.440,(r)) (Venus,325.305,(cr)) (sextile,8')\n(H4,57.481,(r)) (Venus,327.489,(cp)) (square,0')", "(Mean_Node,209.922,(r)) (Moon,119.846,(dp)) (square,5')\n(H1,328.982,(r)) (Moon,118.881,(dr)) (150-quincunx,6')\n(Mean_Node,209.922,(r)) (Moon,74.908,(cp)) (135-sesquisquare,1')\n(H1,328.982,(r)) (Pluto,268.951,(cp)) (sextile,2')\n(H1,328.982,(r)) (Pluto,268.950,(cr)) (sextile,2')", "(Neptune,336.089,(r)) (Moon,186.361,(dp)) (150-quincunx,16')\n(Uranus,11.942,(r)) (Moon,11.689,(cr)) (conjunction,15')", "(Sun,3.340,(r)) (Moon,63.276,(cr)) (sextile,4')\n(H1,328.982,(r)) (Pluto,268.954,(cp)) (sextile,2')\n(H1,328.982,(r)) (Pluto,268.947,(cr)) (sextile,2')", 15]
['2014-03-24 00:20:23', "(Uranus,11.939,(r)) (Moon,252.014,(cp)) (trine,4')", "(Mercury,337.597,(r)) (Moon,157.985,(dr)) (opposition,23')\n(H10,216.888,(r)) (Moon,171.946,(dp)) (45-semisquare,4')\n(H3,4.629,(r)) (Venus,49.560,(cp)) (45-semisquare,4')\n(H3,4.629,(r)) (Uranus,334.510,(cp)) (30-semisextile,7')\n(H3,4.629,(r)) (Uranus,334.448,(cr)) (30-semisextile,11')", '2', '3', "(H8,155.859,(r)) (Moon,185.683,(dp)) (30-semisextile,11')\n(H1,310.995,(r)) (Moon,10.996,(cr)) (sextile,0')\n(H10,216.888,(r)) (Mars,156.728,(cr)) (sextile,10')", "(H1,310.995,(r)) (Saturn,310.766,(dp)) (conjunction,14')\n(H1,310.995,(r)) (Mars,71.102,(dr)) (trine,6')\n(Mars,204.390,(r)) (Moon,84.172,(cp)) (trine,13')", 12]
['2014-03-24 01:04:15', "(H10,228.008,(r)) (Mercury,17.990,(dr)) (150-quincunx,1')\n(Pluto,283.456,(r)) (Moon,238.555,(cr)) (45-semisquare,6')", "(H1,320.529,(r)) (Uranus,50.428,(dp)) (square,6')\n(H1,320.529,(r)) (Uranus,50.377,(dr)) (square,9')\n(H3,15.770,(r)) (Jupiter,45.715,(dp)) (30-semisextile,3')", "(H7,140.529,(r)) (Moon,320.972,(dp)) (opposition,27')\n(H7,140.529,(r)) (Mercury,20.402,(dp)) (trine,8')\n(H7,140.529,(r)) (Venus,5.387,(dp)) (135-sesquisquare,9')\n(H4,48.008,(r)) (Moon,257.905,(cp)) (150-quincunx,6')", "(H4,48.008,(r)) (Venus,2.838,(dp)) (45-semisquare,10')\n(Pluto,283.456,(r)) (Moon,73.492,(cr)) (150-quincunx,2')", "(Neptune,336.088,(r)) (Moon,186.044,(dp)) (150-quincunx,3')\n(H8,166.235,(r)) (Saturn,256.403,(dp)) (square,10')\n(H8,166.235,(r)) (Saturn,256.402,(dr)) (square,10')", "(H6,111.333,(r)) (Neptune,351.146,(dp)) (trine,11')\n(Mars,204.381,(r)) (Moon,84.587,(cp)) (trine,12')\n(H1,320.529,(r)) (Mars,320.528,(cp)) (conjunction,0')\n(H6,111.333,(r)) (Mercury,336.459,(cp)) (135-sesquisquare,8')", 18]
['2014-03-24 01:41:12', '0', '1', "(H7,148.629,(r)) (Jupiter,13.456,(cp)) (135-sesquisquare,10')", "(Mean_Node,209.922,(r)) (Moon,119.831,(dp)) (square,5')\n(H1,328.629,(r)) (Moon,118.866,(dr)) (150-quincunx,14')\n(Mean_Node,209.922,(r)) (Moon,74.892,(cp)) (135-sesquisquare,2')", "(Neptune,336.089,(r)) (Moon,186.348,(dp)) (150-quincunx,16')\n(Uranus,11.942,(r)) (Moon,11.676,(cr)) (conjunction,16')", "(H6,119.581,(r)) (Mean_Node,74.482,(dp)) (45-semisquare,6')\n(H6,119.581,(r)) (Mean_Node,74.564,(dr)) (45-semisquare,1')\n(Sun,3.339,(r)) (Moon,63.260,(cr)) (sextile,5')", 9]
['2014-03-24 01:39:51', '0', '1', "(H7,148.335,(r)) (Jupiter,13.455,(cp)) (135-sesquisquare,7')", "(Mean_Node,209.922,(r)) (Moon,119.819,(dp)) (square,6')\n(Mean_Node,209.922,(r)) (Moon,74.879,(cp)) (135-sesquisquare,3')", "(Neptune,336.089,(r)) (Moon,186.337,(dp)) (150-quincunx,15')\n(Uranus,11.942,(r)) (Moon,11.665,(cr)) (conjunction,17')\n(H10,236.769,(r)) (Moon,11.665,(cr)) (135-sesquisquare,6')", "(H6,119.283,(r)) (Mean_Node,74.482,(dp)) (45-semisquare,12')\n(Sun,3.338,(r)) (Moon,63.247,(cr)) (sextile,5')", 8]
['2014-03-24 00:22:23', "(Uranus,11.939,(r)) (Moon,252.032,(cp)) (trine,6')\n(H10,217.403,(r)) (Pluto,277.443,(cp)) (sextile,2')\n(H10,217.403,(r)) (Mars,352.597,(cr)) (135-sesquisquare,12')\n(H10,217.403,(r)) (Pluto,277.435,(cr)) (sextile,2')", "(Mercury,337.599,(r)) (Moon,158.001,(dr)) (opposition,24')\n(H1,311.428,(r)) (Jupiter,161.488,(cp)) (150-quincunx,4')\n(H1,311.428,(r)) (Jupiter,161.623,(cr)) (150-quincunx,12')", "(H4,37.403,(r)) (Pluto,277.447,(cp)) (trine,3')\n(H4,37.403,(r)) (Pluto,277.431,(cr)) (trine,2')", "(H1,311.428,(r)) (Mars,71.581,(dp)) (trine,9')\n(H1,311.428,(r)) (Mars,71.536,(dr)) (trine,6')\n(H4,37.403,(r)) (Venus,37.633,(cp)) (conjunction,14')\n(H4,37.403,(r)) (Venus,37.543,(cr)) (conjunction,8')", '4', "(H6,101.967,(r)) (Mars,72.027,(dp)) (30-semisextile,4')\n(Mars,204.389,(r)) (Moon,84.191,(cp)) (trine,12')", 15]
['2014-03-24 00:37:27', "(Uranus,11.939,(r)) (Moon,252.175,(cp)) (trine,14')\n(Pluto,283.456,(r)) (Moon,238.291,(cr)) (45-semisquare,10')\n(H1,314.695,(r)) (Saturn,194.671,(cp)) (trine,1')\n(H1,314.695,(r)) (Saturn,194.746,(cr)) (trine,3')", "(Mercury,337.613,(r)) (Moon,158.125,(dr)) (opposition,31')\n(H10,221.257,(r)) (Jupiter,161.487,(cp)) (sextile,14')", '2', "(H1,314.695,(r)) (Mean_Node,74.524,(dp)) (trine,10')\n(H1,314.695,(r)) (Mean_Node,74.528,(dr)) (trine,10')\n(Pluto,283.456,(r)) (Moon,73.231,(cr)) (150-quincunx,14')", "(Neptune,336.088,(r)) (Moon,185.823,(dp)) (150-quincunx,16')\n(H10,221.257,(r)) (Moon,11.140,(cr)) (150-quincunx,7')", "(H1,314.695,(r)) (Mean_Node,74.484,(dp)) (trine,13')\n(H1,314.695,(r)) (Mean_Node,74.566,(dr)) (trine,8')\n(H10,221.257,(r)) (Mars,71.109,(dr)) (150-quincunx,9')\n(Mars,204.386,(r)) (Moon,84.333,(cp)) (trine,3')\n(H6,105.344,(r)) (Mean_Node,345.275,(cp)) (trine,4')\n(H6,105.344,(r)) (Mean_Node,345.357,(cr)) (trine,1')", 17]
['2014-03-24 01:49:43', "(H1,330.511,(r)) (Uranus,0.727,(cp)) (30-semisextile,13')\n(H1,330.511,(r)) (Uranus,0.670,(cr)) (30-semisextile,10')", '1', "(H7,150.511,(r)) (Uranus,0.646,(cr)) (150-quincunx,8')", "(Mean_Node,209.922,(r)) (Moon,119.908,(dp)) (square,1')\n(H4,59.159,(r)) (Moon,118.943,(dr)) (sextile,13')\n(Mean_Node,209.922,(r)) (Moon,74.975,(cp)) (135-sesquisquare,3')\n(H4,59.159,(r)) (Pluto,268.951,(cp)) (150-quincunx,12')\n(H4,59.159,(r)) (Pluto,268.951,(cr)) (150-quincunx,12')", "(Uranus,11.942,(r)) (Moon,11.748,(cr)) (conjunction,12')", "(Sun,3.345,(r)) (Moon,63.345,(cr)) (sextile,0')\n(H10,239.159,(r)) (Pluto,268.954,(cp)) (30-semisextile,12')\n(H10,239.159,(r)) (Pluto,268.947,(cr)) (30-semisextile,13')", 12]
['2014-03-24 01:29:44', '0', '1', "(H3,22.177,(r)) (Mercury,22.332,(cp)) (conjunction,9')", "(Mean_Node,209.922,(r)) (Moon,119.729,(dp)) (square,12')\n(Pluto,283.457,(r)) (Moon,73.740,(cr)) (150-quincunx,17')\n(Mean_Node,209.922,(r)) (Moon,74.782,(cp)) (135-sesquisquare,8')", "(Neptune,336.089,(r)) (Moon,186.254,(dp)) (150-quincunx,10')\n(Uranus,11.941,(r)) (Moon,11.580,(cr)) (conjunction,22')\n(H10,234.298,(r)) (Pluto,279.479,(cp)) (45-semisquare,11')\n(H10,234.298,(r)) (Pluto,279.476,(cr)) (45-semisquare,11')", "(H6,117.018,(r)) (Mars,72.054,(dp)) (45-semisquare,2')\n(Sun,3.331,(r)) (Moon,63.146,(cr)) (sextile,11')", 10]
['2014-03-24 00:29:20', "(Uranus,11.939,(r)) (Moon,252.098,(cp)) (trine,10')\n(Pluto,283.456,(r)) (Moon,238.211,(cr)) (45-semisquare,15')", "(Mercury,337.606,(r)) (Moon,158.058,(dr)) (opposition,27')\n(H10,219.182,(r)) (Moon,39.609,(cp)) (opposition,26')", "(H7,132.930,(r)) (Mean_Node,267.905,(cp)) (135-sesquisquare,2')\n(H7,132.930,(r)) (Jupiter,13.006,(cr)) (trine,5')\n(H7,132.930,(r)) (Mean_Node,268.001,(cr)) (135-sesquisquare,4')", "(H1,312.930,(r)) (Moon,73.152,(cr)) (trine,13')", '4', "(Mars,204.388,(r)) (Moon,84.257,(cp)) (trine,8')", 9]
['2014-03-24 00:47:20', "(Pluto,283.456,(r)) (Moon,238.388,(cr)) (45-semisquare,4')", "(H10,223.759,(r)) (Venus,343.740,(dr)) (trine,1')\n(H3,11.481,(r)) (Jupiter,161.486,(cp)) (150-quincunx,0')\n(H3,11.481,(r)) (Jupiter,161.621,(cr)) (150-quincunx,8')", '2', "(Pluto,283.456,(r)) (Moon,73.327,(cr)) (150-quincunx,8')\n(H4,43.759,(r)) (Pluto,268.951,(cp)) (135-sesquisquare,12')\n(H4,43.759,(r)) (Pluto,268.950,(cr)) (135-sesquisquare,12')", "(Neptune,336.088,(r)) (Moon,185.905,(dp)) (150-quincunx,11')\n(H1,316.839,(r)) (Moon,181.740,(dr)) (135-sesquisquare,6')", "(Mars,204.384,(r)) (Moon,84.427,(cp)) (trine,3')\n(H10,223.759,(r)) (Pluto,268.954,(cp)) (45-semisquare,12')\n(H10,223.759,(r)) (Pluto,268.947,(cr)) (45-semisquare,11')", 12]
