['Time', '0: 2017-09-22', '1: 2024-10-25', '2: 2018-02-19', '3: 2021-04-06', '4: 2016-05-26', '5: 2022-01-01', 'Count']
['2014-03-24 00:54:56', "(H10,225.672,(r)) (Mercury,166.425,(p)) (sextile,45')\n(H1,318.494,(r)) (Pluto,272.808,(c)) (45-semisquare,41')", "(H1,318.494,(r)) (Mercury,228.038,(p)) (square,27')\n(H10,225.672,(r)) (Moon,135.931,(p)) (square,16')", "(H4,45.672,(r)) (Mean_Node,285.568,(c)) (trine,6')", "(H1,318.494,(r)) (Saturn,139.541,(c)) (opposition,63')\n(H4,45.672,(r)) (Uranus,344.963,(c)) (sextile,43')\n(H4,45.672,(r)) (Mean_Node,346.038,(c)) (sextile,22')", "(H1,318.494,(r)) (Mean_Node,167.850,(p)) (150-quincunx,39')\n(H10,225.672,(r)) (Uranus,1.324,(c)) (135-sesquisquare,39')", "(H10,225.672,(r)) (Mercury,105.906,(c)) (trine,14')\n(H10,225.672,(r)) (Mean_Node,0.334,(c)) (135-sesquisquare,20')", 12]
['2014-03-24 01:46:31', "(H10,238.386,(r)) (Uranus,27.578,(p)) (150-quincunx,48')\n(H10,238.386,(r)) (Uranus,358.570,(c)) (trine,11')", "(H10,238.386,(r)) (Venus,147.728,(c)) (square,39')\n(H10,238.386,(r)) (Jupiter,148.529,(c)) (square,9')", "(H4,58.386,(r)) (Moon,12.871,(p)) (45-semisquare,31')\n(H7,149.805,(r)) (Sun,330.786,(p)) (opposition,59')\n(H4,58.386,(r)) (Uranus,358.707,(c)) (sextile,19')\n(H7,149.805,(r)) (Venus,60.531,(c)) (square,44')\n(H7,149.805,(r)) (Mean_Node,285.564,(c)) (135-sesquisquare,46')", "(H1,329.805,(r)) (Pluto,268.843,(c)) (sextile,58')\n(H4,58.386,(r)) (Pluto,268.843,(c)) (150-quincunx,27')", "(H1,329.805,(r)) (Mars,240.377,(p)) (square,34')\n(H10,238.386,(r)) (Moon,298.687,(p)) (sextile,18')\n(H1,329.805,(r)) (Sun,298.956,(c)) (30-semisextile,51')\n(H1,329.805,(r)) (Saturn,209.192,(c)) (trine,37')\n(H1,329.805,(r)) (Neptune,329.463,(c)) (conjunction,21')\n(H10,238.386,(r)) (Sun,298.956,(c)) (sextile,34')\n(H10,238.386,(r)) (Saturn,209.192,(c)) (30-semisextile,48')\n(H10,238.386,(r)) (Neptune,329.463,(c)) (square,65')", "(H1,329.805,(r)) (Mercury,298.890,(p)) (30-semisextile,55')\n(H1,329.805,(r)) (Mean_Node,59.504,(p)) (square,18')\n(H10,238.386,(r)) (Mercury,298.890,(p)) (sextile,30')\n(H1,329.805,(r)) (Mean_Node,0.330,(c)) (30-semisextile,32')", 23]
['2014-03-24 01:16:23', "(H10,231.020,(r)) (Saturn,261.812,(p)) (30-semisextile,48')\n(H10,231.020,(r)) (Saturn,186.706,(c)) (45-semisquare,41')", "(H10,231.020,(r)) (Jupiter,80.900,(p)) (150-quincunx,7')\n(H10,231.020,(r)) (Mean_Node,5.071,(p)) (135-sesquisquare,57')\n(H1,323.182,(r)) (Mercury,173.619,(c)) (150-quincunx,26')", "(H4,51.020,(r)) (Pluto,290.374,(p)) (trine,39')\n(H7,143.182,(r)) (Jupiter,232.738,(p)) (square,27')\n(H4,51.020,(r)) (Pluto,275.332,(c)) (135-sesquisquare,41')\n(H7,143.182,(r)) (Jupiter,352.679,(c)) (150-quincunx,30')", "(H4,51.020,(r)) (Neptune,351.613,(p)) (sextile,36')\n(H4,51.020,(r)) (Venus,21.134,(c)) (30-semisextile,7')\n(H4,51.020,(r)) (Neptune,320.599,(c)) (square,25')", "(H1,323.182,(r)) (Uranus,22.932,(p)) (sextile,15')\n(H1,323.182,(r)) (Mars,172.971,(c)) (150-quincunx,13')\n(H1,323.182,(r)) (Pluto,277.976,(c)) (45-semisquare,12')", "(H10,231.020,(r)) (Neptune,350.678,(p)) (trine,21')\n(H1,323.182,(r)) (Sun,82.446,(c)) (trine,44')", 17]
['2014-03-24 01:37:19', "(H1,327.777,(r)) (Uranus,27.578,(p)) (sextile,12')\n(H1,327.777,(r)) (Uranus,358.570,(c)) (30-semisextile,48')", "(H10,236.153,(r)) (Uranus,56.150,(p)) (opposition,0')\n(H1,327.777,(r)) (Sun,147.195,(c)) (opposition,35')\n(H1,327.777,(r)) (Venus,147.713,(c)) (opposition,4')\n(H1,327.777,(r)) (Jupiter,148.526,(c)) (opposition,45')\n(H10,236.153,(r)) (Sun,147.195,(c)) (square,62')", "(H4,56.153,(r)) (Uranus,25.529,(p)) (30-semisextile,37')\n(H7,147.777,(r)) (Moon,12.871,(p)) (135-sesquisquare,6')\n(H4,56.153,(r)) (Moon,176.969,(c)) (trine,49')\n(H7,147.777,(r)) (Moon,176.969,(c)) (30-semisextile,49')\n(H7,147.777,(r)) (Uranus,358.706,(c)) (150-quincunx,56')", "(H1,327.777,(r)) (Pluto,296.698,(p)) (30-semisextile,65')\n(H4,56.153,(r)) (Pluto,296.698,(p)) (trine,33')\n(H1,327.777,(r)) (Pluto,268.843,(c)) (sextile,64')", "(H1,327.777,(r)) (Moon,298.687,(p)) (30-semisextile,55')", "(H10,236.153,(r)) (Sun,281.039,(p)) (45-semisquare,7')\n(H10,236.153,(r)) (Pluto,295.951,(p)) (sextile,12')\n(H10,236.153,(r)) (Pluto,265.506,(c)) (30-semisextile,39')", 19]
['2014-03-24 00:43:36', "(H1,316.027,(r)) (Mercury,166.425,(p)) (150-quincunx,24')\n(H1,316.027,(r)) (Pluto,286.864,(p)) (30-semisextile,50')\n(H10,222.814,(r)) (Mercury,162.069,(c)) (sextile,45')\n(H10,222.814,(r)) (Uranus,358.573,(c)) (135-sesquisquare,46')", "(H1,316.027,(r)) (Moon,135.931,(p)) (opposition,6')", "(H4,42.814,(r)) (Moon,12.871,(p)) (30-semisextile,3')\n(H4,42.814,(r)) (Uranus,358.702,(c)) (45-semisquare,53')\n(H7,136.027,(r)) (Mean_Node,285.569,(c)) (150-quincunx,28')", "(H1,316.027,(r)) (Sun,16.904,(p)) (sextile,53')\n(H4,42.814,(r)) (Moon,312.573,(p)) (square,14')\n(H4,42.814,(r)) (Saturn,311.783,(p)) (square,62')\n(H4,42.814,(r)) (Mean_Node,73.801,(p)) (30-semisextile,59')\n(H1,316.027,(r)) (Uranus,344.962,(c)) (30-semisextile,64')\n(H1,316.027,(r)) (Mean_Node,346.039,(c)) (30-semisextile,1')\n(H4,42.814,(r)) (Pluto,268.842,(c)) (135-sesquisquare,62')", "(H10,222.814,(r)) (Saturn,253.690,(p)) (30-semisextile,53')\n(H10,222.814,(r)) (Neptune,341.948,(p)) (trine,52')\n(H1,316.027,(r)) (Uranus,1.323,(c)) (45-semisquare,18')\n(H10,222.814,(r)) (Mean_Node,251.997,(c)) (30-semisextile,49')", "(H10,222.814,(r)) (Mars,253.455,(p)) (30-semisextile,38')\n(H10,222.814,(r)) (Saturn,311.957,(p)) (square,51')\n(H1,316.027,(r)) (Mercury,105.885,(c)) (150-quincunx,9')\n(H1,316.027,(r)) (Mean_Node,0.335,(c)) (45-semisquare,42')", 23]
['2014-03-24 01:21:28', "(H10,232.269,(r)) (Saturn,261.812,(p)) (30-semisextile,27')\n(H10,232.269,(r)) (Saturn,186.707,(c)) (45-semisquare,34')", "(H1,324.292,(r)) (Mercury,173.623,(c)) (150-quincunx,40')\n(H1,324.292,(r)) (Mean_Node,54.765,(c)) (square,28')", "(H4,52.269,(r)) (Jupiter,232.738,(p)) (opposition,28')\n(H4,52.269,(r)) (Jupiter,352.681,(c)) (sextile,25')", "(H4,52.269,(r)) (Neptune,351.613,(p)) (sextile,39')", "(H10,232.269,(r)) (Uranus,22.932,(p)) (150-quincunx,40')\n(H10,232.269,(r)) (Mars,172.972,(c)) (sextile,42')\n(H10,232.269,(r)) (Pluto,277.976,(c)) (45-semisquare,42')", "(H10,232.269,(r)) (Sun,82.453,(c)) (150-quincunx,11')", 11]
['2014-03-24 01:59:11', "(H1,332.604,(r)) (Pluto,286.864,(p)) (45-semisquare,44')\n(H10,241.437,(r)) (Pluto,286.864,(p)) (45-semisquare,26')\n(H1,332.604,(r)) (Pluto,272.808,(c)) (sextile,12')", "(H1,332.604,(r)) (Sun,212.563,(p)) (trine,2')\n(H10,241.437,(r)) (Uranus,330.989,(c)) (square,27')", "(H4,61.437,(r)) (Sun,330.786,(p)) (square,39')\n(H4,61.437,(r)) (Mercury,332.406,(p)) (square,58')\n(H7,152.604,(r)) (Mercury,332.406,(p)) (opposition,12')\n(H4,61.437,(r)) (Venus,60.552,(c)) (conjunction,53')\n(H4,61.437,(r)) (Mean_Node,285.563,(c)) (135-sesquisquare,52')", "(H1,332.604,(r)) (Sun,16.904,(p)) (45-semisquare,42')\n(H4,61.437,(r)) (Sun,16.904,(p)) (45-semisquare,28')\n(H1,332.604,(r)) (Moon,242.708,(c)) (square,6')", "(H1,332.604,(r)) (Pluto,287.144,(p)) (45-semisquare,28')\n(H10,241.437,(r)) (Mars,240.377,(p)) (conjunction,64')\n(H10,241.437,(r)) (Pluto,287.144,(p)) (45-semisquare,42')\n(H10,241.437,(r)) (Uranus,1.327,(c)) (trine,7')", "(H10,241.437,(r)) (Mercury,106.025,(c)) (135-sesquisquare,25')", 18]
['2014-03-24 01:27:59', '0', "(H1,325.726,(r)) (Uranus,56.150,(p)) (square,25')\n(H1,325.726,(r)) (Mean_Node,54.765,(c)) (square,58')\n(H10,233.874,(r)) (Mercury,173.629,(c)) (sextile,15')\n(H10,233.874,(r)) (Mean_Node,54.765,(c)) (opposition,53')", "(H7,145.726,(r)) (Uranus,25.529,(p)) (trine,12')\n(H7,145.726,(r)) (Moon,176.781,(c)) (30-semisextile,63')", "(H1,325.726,(r)) (Pluto,296.698,(p)) (30-semisextile,58')", "(H10,233.874,(r)) (Uranus,22.932,(p)) (150-quincunx,57')\n(H10,233.874,(r)) (Mars,172.972,(c)) (sextile,54')\n(H10,233.874,(r)) (Pluto,277.976,(c)) (45-semisquare,54')", "(H1,325.726,(r)) (Sun,281.039,(p)) (45-semisquare,19')\n(H1,325.726,(r)) (Pluto,295.951,(p)) (30-semisextile,14')\n(H1,325.726,(r)) (Pluto,265.506,(c)) (sextile,13')", 13]
['2014-03-24 01:47:59', "(H10,238.740,(r)) (Uranus,358.570,(c)) (trine,10')", "(H1,330.128,(r)) (Uranus,330.990,(c)) (conjunction,52')\n(H10,238.740,(r)) (Venus,147.731,(c)) (square,61')\n(H10,238.740,(r)) (Jupiter,148.529,(c)) (square,13')", "(H4,58.740,(r)) (Moon,12.871,(p)) (45-semisquare,52')\n(H7,150.128,(r)) (Sun,330.786,(p)) (opposition,39')\n(H4,58.740,(r)) (Uranus,358.707,(c)) (sextile,2')\n(H7,150.128,(r)) (Venus,60.533,(c)) (square,24')\n(H7,150.128,(r)) (Mean_Node,285.564,(c)) (135-sesquisquare,26')", "(H4,58.740,(r)) (Pluto,268.843,(c)) (150-quincunx,6')", "(H1,330.128,(r)) (Mars,240.377,(p)) (square,15')\n(H10,238.740,(r)) (Moon,298.687,(p)) (sextile,3')\n(H1,330.128,(r)) (Saturn,209.192,(c)) (trine,56')\n(H1,330.128,(r)) (Neptune,329.463,(c)) (conjunction,40')\n(H10,238.740,(r)) (Sun,298.958,(c)) (sextile,13')\n(H10,238.740,(r)) (Saturn,209.192,(c)) (30-semisextile,27')\n(H10,238.740,(r)) (Neptune,329.463,(c)) (square,43')", "(H1,330.128,(r)) (Mean_Node,59.504,(p)) (square,37')\n(H10,238.740,(r)) (Mercury,298.890,(p)) (sextile,9')\n(H10,238.740,(r)) (Mean_Node,59.504,(p)) (opposition,46')\n(H1,330.128,(r)) (Mercury,106.004,(c)) (135-sesquisquare,53')\n(H1,330.128,(r)) (Mean_Node,0.330,(c)) (30-semisextile,12')", 22]
['2014-03-24 00:35:51', "(H10,220.850,(r)) (Mars,160.851,(p)) (sextile,0')\n(H1,314.348,(r)) (Uranus,358.574,(c)) (45-semisquare,46')", '1', "(H4,40.850,(r)) (Venus,340.676,(p)) (sextile,10')\n(H7,134.348,(r)) (Mean_Node,134.276,(p)) (conjunction,4')\n(H4,40.850,(r)) (Moon,175.734,(c)) (135-sesquisquare,7')\n(H4,40.850,(r)) (Mercury,40.262,(c)) (conjunction,35')\n(H7,134.348,(r)) (Uranus,358.702,(c)) (135-sesquisquare,39')", "(H1,314.348,(r)) (Mean_Node,73.801,(p)) (trine,33')\n(H4,40.850,(r)) (Saturn,311.783,(p)) (square,56')\n(H1,314.348,(r)) (Uranus,344.962,(c)) (30-semisextile,37')\n(H1,314.348,(r)) (Pluto,268.842,(c)) (45-semisquare,30')", "(H1,314.348,(r)) (Saturn,253.690,(p)) (sextile,39')\n(H10,220.850,(r)) (Moon,250.417,(c)) (30-semisextile,26')", "(H1,314.348,(r)) (Mars,253.455,(p)) (sextile,54')\n(H10,220.850,(r)) (Sun,281.039,(p)) (sextile,11')\n(H1,314.348,(r)) (Mean_Node,0.336,(c)) (45-semisquare,59')\n(H10,220.850,(r)) (Pluto,265.508,(c)) (45-semisquare,21')", 17]
['2014-03-24 00:34:47', "(H10,220.578,(r)) (Mars,160.851,(p)) (sextile,16')\n(H1,314.116,(r)) (Uranus,358.574,(c)) (45-semisquare,33')", '1', "(H4,40.578,(r)) (Venus,340.676,(p)) (sextile,6')\n(H7,134.116,(r)) (Mean_Node,134.276,(p)) (conjunction,10')\n(H4,40.578,(r)) (Moon,175.712,(c)) (135-sesquisquare,8')\n(H4,40.578,(r)) (Mercury,40.263,(c)) (conjunction,19')\n(H7,134.116,(r)) (Uranus,358.702,(c)) (135-sesquisquare,25')", "(H1,314.116,(r)) (Mean_Node,73.801,(p)) (trine,19')\n(H1,314.116,(r)) (Uranus,344.962,(c)) (30-semisextile,51')\n(H1,314.116,(r)) (Pluto,268.842,(c)) (45-semisquare,16')", "(H1,314.116,(r)) (Saturn,253.690,(p)) (sextile,26')\n(H10,220.578,(r)) (Moon,250.397,(c)) (30-semisextile,11')", "(H1,314.116,(r)) (Mars,253.455,(p)) (sextile,40')\n(H10,220.578,(r)) (Sun,281.039,(p)) (sextile,28')\n(H10,220.578,(r)) (Pluto,265.508,(c)) (45-semisquare,4')", 15]
['2014-03-24 01:26:47', '0', "(H1,325.462,(r)) (Uranus,56.150,(p)) (square,41')\n(H1,325.462,(r)) (Mean_Node,54.765,(c)) (square,42')\n(H10,233.580,(r)) (Mercury,173.628,(c)) (sextile,3')", "(H4,53.580,(r)) (Jupiter,232.738,(p)) (opposition,51')\n(H7,145.462,(r)) (Uranus,25.529,(p)) (trine,4')\n(H4,53.580,(r)) (Jupiter,352.682,(c)) (sextile,54')", '3', "(H10,233.580,(r)) (Uranus,22.932,(p)) (150-quincunx,39')\n(H10,233.580,(r)) (Mars,172.972,(c)) (sextile,36')\n(H10,233.580,(r)) (Pluto,277.976,(c)) (45-semisquare,36')", "(H1,325.462,(r)) (Sun,281.039,(p)) (45-semisquare,35')\n(H1,325.462,(r)) (Pluto,295.951,(p)) (30-semisextile,29')\n(H1,325.462,(r)) (Pluto,265.506,(c)) (sextile,3')", 12]
['2014-03-24 00:57:59', "(H10,226.442,(r)) (Mercury,166.425,(p)) (sextile,1')\n(H10,226.442,(r)) (Pluto,286.864,(p)) (sextile,25')", "(H1,319.162,(r)) (Mean_Node,5.071,(p)) (45-semisquare,55')\n(H10,226.442,(r)) (Moon,135.931,(p)) (square,31')", "(H4,46.442,(r)) (Mean_Node,285.568,(c)) (trine,52')", "(H1,319.162,(r)) (Venus,19.760,(p)) (sextile,36')\n(H1,319.162,(r)) (Mars,79.741,(p)) (trine,35')\n(H4,46.442,(r)) (Sun,16.904,(p)) (30-semisextile,28')\n(H1,319.162,(r)) (Sun,349.611,(c)) (30-semisextile,27')\n(H1,319.162,(r)) (Saturn,139.541,(c)) (opposition,23')\n(H4,46.442,(r)) (Mean_Node,346.038,(c)) (sextile,24')", "(H10,226.442,(r)) (Pluto,287.144,(p)) (sextile,42')\n(H10,226.442,(r)) (Uranus,1.324,(c)) (135-sesquisquare,7')", "(H1,319.162,(r)) (Neptune,319.689,(c)) (conjunction,32')\n(H10,226.442,(r)) (Mercury,105.911,(c)) (trine,32')", 15]
['2014-03-24 00:24:23', "(H1,311.861,(r)) (Mars,160.851,(p)) (150-quincunx,61')\n(H1,311.861,(r)) (Mercury,162.034,(c)) (150-quincunx,10')", "(H10,217.917,(r)) (Mercury,173.573,(c)) (45-semisquare,39')", "(H7,131.861,(r)) (Moon,12.871,(p)) (trine,61')\n(H4,37.917,(r)) (Jupiter,352.664,(c)) (45-semisquare,15')", "(H1,311.861,(r)) (Moon,312.573,(p)) (conjunction,43')\n(H1,311.861,(r)) (Saturn,311.783,(p)) (conjunction,5')", "(H1,311.861,(r)) (Neptune,341.948,(p)) (30-semisextile,5')\n(H1,311.861,(r)) (Mean_Node,251.998,(c)) (sextile,8')\n(H10,217.917,(r)) (Mars,172.967,(c)) (45-semisquare,3')\n(H10,217.917,(r)) (Pluto,277.973,(c)) (sextile,3')", "(H1,311.861,(r)) (Sun,281.039,(p)) (30-semisextile,49')\n(H1,311.861,(r)) (Saturn,311.957,(p)) (conjunction,6')\n(H10,217.917,(r)) (Sun,82.377,(c)) (135-sesquisquare,32')\n(H10,217.917,(r)) (Saturn,128.271,(c)) (square,21')", 15]
['2014-03-24 01:42:47', "(H10,237.481,(r)) (Uranus,27.578,(p)) (150-quincunx,6')\n(H1,328.982,(r)) (Uranus,358.570,(c)) (30-semisextile,25')", "(H1,328.982,(r)) (Jupiter,148.527,(c)) (opposition,27')\n(H10,237.481,(r)) (Sun,147.202,(c)) (square,17')\n(H10,237.481,(r)) (Venus,147.722,(c)) (square,14')\n(H10,237.481,(r)) (Jupiter,148.527,(c)) (square,63')", "(H4,57.481,(r)) (Moon,12.871,(p)) (45-semisquare,23')\n(H4,57.481,(r)) (Moon,177.079,(c)) (trine,24')\n(H7,148.982,(r)) (Uranus,358.706,(c)) (150-quincunx,17')", "(H4,57.481,(r)) (Pluto,296.698,(p)) (trine,47')\n(H1,328.982,(r)) (Pluto,268.843,(c)) (sextile,8')", "(H1,328.982,(r)) (Moon,298.687,(p)) (30-semisextile,18')\n(H1,328.982,(r)) (Sun,298.950,(c)) (30-semisextile,2')\n(H1,328.982,(r)) (Saturn,209.192,(c)) (trine,13')\n(H1,328.982,(r)) (Neptune,329.463,(c)) (conjunction,29')", "(H1,328.982,(r)) (Mercury,298.890,(p)) (30-semisextile,5')\n(H1,328.982,(r)) (Mean_Node,59.504,(p)) (square,31')", 17]
['2014-03-24 00:20:23', "(H1,310.995,(r)) (Mars,160.851,(p)) (150-quincunx,9')\n(H10,216.888,(r)) (Saturn,261.812,(p)) (45-semisquare,5')\n(H1,310.995,(r)) (Mercury,162.027,(c)) (150-quincunx,62')\n(H10,216.888,(r)) (Saturn,186.697,(c)) (30-semisextile,11')", "(H10,216.888,(r)) (Jupiter,80.900,(p)) (135-sesquisquare,59')", "(H7,130.995,(r)) (Venus,340.676,(p)) (150-quincunx,19')\n(H4,36.888,(r)) (Jupiter,352.663,(c)) (45-semisquare,47')\n(H7,130.995,(r)) (Moon,175.423,(c)) (45-semisquare,34')\n(H7,130.995,(r)) (Mercury,40.274,(c)) (square,43')", "(H1,310.995,(r)) (Saturn,311.783,(p)) (conjunction,47')\n(H4,36.888,(r)) (Neptune,351.613,(p)) (45-semisquare,16')", "(H1,310.995,(r)) (Neptune,341.948,(p)) (30-semisextile,57')\n(H1,310.995,(r)) (Moon,250.115,(c)) (sextile,53')\n(H1,310.995,(r)) (Mean_Node,251.998,(c)) (sextile,60')\n(H10,216.888,(r)) (Mars,172.967,(c)) (45-semisquare,65')", "(H1,310.995,(r)) (Sun,281.039,(p)) (30-semisextile,3')\n(H1,310.995,(r)) (Saturn,311.957,(p)) (conjunction,58')\n(H1,310.995,(r)) (Pluto,265.508,(c)) (45-semisquare,29')\n(H10,216.888,(r)) (Sun,82.372,(c)) (135-sesquisquare,29')\n(H10,216.888,(r)) (Mars,125.894,(c)) (square,60')", 20]
['2014-03-24 01:04:15', "(H10,228.008,(r)) (Pluto,272.808,(c)) (45-semisquare,12')", "(H1,320.529,(r)) (Jupiter,80.900,(p)) (trine,22')\n(H1,320.529,(r)) (Mean_Node,5.071,(p)) (45-semisquare,27')\n(H10,228.008,(r)) (Mercury,228.038,(p)) (conjunction,2')", "(H7,140.529,(r)) (Pluto,290.374,(p)) (150-quincunx,9')\n(H7,140.529,(r)) (Pluto,275.332,(c)) (135-sesquisquare,12')", "(H1,320.529,(r)) (Venus,19.760,(p)) (sextile,46')\n(H1,320.529,(r)) (Mars,79.741,(p)) (trine,47')\n(H1,320.529,(r)) (Sun,349.619,(c)) (30-semisextile,55')\n(H1,320.529,(r)) (Venus,21.114,(c)) (sextile,35')\n(H1,320.529,(r)) (Saturn,139.540,(c)) (opposition,59')\n(H1,320.529,(r)) (Neptune,320.599,(c)) (conjunction,4')", "(H10,228.008,(r)) (Pluto,287.144,(p)) (sextile,52')\n(H10,228.008,(r)) (Mean_Node,167.850,(p)) (sextile,9')", "(H1,320.529,(r)) (Neptune,350.678,(p)) (30-semisextile,9')\n(H1,320.529,(r)) (Neptune,319.689,(c)) (conjunction,50')", 16]
['2014-03-24 01:41:12', "(H1,328.629,(r)) (Uranus,27.578,(p)) (sextile,63')\n(H10,237.093,(r)) (Uranus,27.578,(p)) (150-quincunx,29')\n(H1,328.629,(r)) (Uranus,358.570,(c)) (30-semisextile,4')", "(H10,237.093,(r)) (Uranus,56.150,(p)) (opposition,57')\n(H1,328.629,(r)) (Venus,147.719,(c)) (opposition,55')\n(H1,328.629,(r)) (Jupiter,148.527,(c)) (opposition,6')\n(H10,237.093,(r)) (Sun,147.200,(c)) (square,6')\n(H10,237.093,(r)) (Venus,147.719,(c)) (square,38')", "(H4,57.093,(r)) (Moon,12.871,(p)) (45-semisquare,47')\n(H7,148.629,(r)) (Moon,12.871,(p)) (135-sesquisquare,45')\n(H4,57.093,(r)) (Moon,177.047,(c)) (trine,3')\n(H7,148.629,(r)) (Uranus,358.706,(c)) (150-quincunx,5')", "(H4,57.093,(r)) (Pluto,296.698,(p)) (trine,24')\n(H1,328.629,(r)) (Pluto,268.843,(c)) (sextile,13')", "(H1,328.629,(r)) (Moon,298.687,(p)) (30-semisextile,3')\n(H1,328.629,(r)) (Sun,298.948,(c)) (30-semisextile,19')\n(H1,328.629,(r)) (Saturn,209.192,(c)) (trine,34')\n(H1,328.629,(r)) (Neptune,329.462,(c)) (conjunction,50')", "(H1,328.629,(r)) (Mercury,298.890,(p)) (30-semisextile,16')\n(H1,328.629,(r)) (Mean_Node,59.504,(p)) (square,53')\n(H10,237.093,(r)) (Sun,281.039,(p)) (45-semisquare,63')", 21]
['2014-03-24 01:39:51', "(H1,328.335,(r)) (Uranus,27.578,(p)) (sextile,45')\n(H10,236.769,(r)) (Uranus,27.578,(p)) (150-quincunx,49')\n(H1,328.335,(r)) (Uranus,358.570,(c)) (30-semisextile,14')", "(H10,236.769,(r)) (Uranus,56.150,(p)) (opposition,37')\n(H1,328.335,(r)) (Venus,147.717,(c)) (opposition,37')\n(H1,328.335,(r)) (Jupiter,148.527,(c)) (opposition,11')\n(H10,236.769,(r)) (Sun,147.198,(c)) (square,26')\n(H10,236.769,(r)) (Venus,147.717,(c)) (square,57')", "(H7,148.335,(r)) (Moon,12.871,(p)) (135-sesquisquare,28')\n(H4,56.769,(r)) (Moon,177.020,(c)) (trine,15')\n(H7,148.335,(r)) (Uranus,358.706,(c)) (150-quincunx,22')", "(H4,56.769,(r)) (Pluto,296.698,(p)) (trine,4')\n(H1,328.335,(r)) (Pluto,268.843,(c)) (sextile,30')", "(H1,328.335,(r)) (Moon,298.687,(p)) (30-semisextile,21')\n(H1,328.335,(r)) (Sun,298.946,(c)) (30-semisextile,37')\n(H1,328.335,(r)) (Saturn,209.192,(c)) (trine,51')", "(H1,328.335,(r)) (Mercury,298.890,(p)) (30-semisextile,33')\n(H10,236.769,(r)) (Sun,281.039,(p)) (45-semisquare,44')\n(H10,236.769,(r)) (Pluto,295.951,(p)) (sextile,49')", 19]
['2014-03-24 00:22:23', "(H1,311.428,(r)) (Mars,160.851,(p)) (150-quincunx,35')\n(H10,217.403,(r)) (Saturn,261.812,(p)) (45-semisquare,35')\n(H1,311.428,(r)) (Mercury,162.030,(c)) (150-quincunx,36')\n(H10,217.403,(r)) (Saturn,186.697,(c)) (30-semisextile,42')", '1', "(H7,131.428,(r)) (Venus,340.676,(p)) (150-quincunx,45')\n(H4,37.403,(r)) (Jupiter,352.664,(c)) (45-semisquare,16')\n(H7,131.428,(r)) (Moon,175.463,(c)) (45-semisquare,58')", "(H1,311.428,(r)) (Saturn,311.783,(p)) (conjunction,21')\n(H4,37.403,(r)) (Neptune,351.613,(p)) (45-semisquare,47')", "(H1,311.428,(r)) (Neptune,341.948,(p)) (30-semisextile,31')\n(H1,311.428,(r)) (Mean_Node,251.998,(c)) (sextile,34')\n(H10,217.403,(r)) (Mars,172.967,(c)) (45-semisquare,34')\n(H10,217.403,(r)) (Pluto,277.973,(c)) (sextile,34')", "(H1,311.428,(r)) (Sun,281.039,(p)) (30-semisextile,23')\n(H1,311.428,(r)) (Saturn,311.957,(p)) (conjunction,32')\n(H1,311.428,(r)) (Pluto,265.508,(c)) (45-semisquare,55')\n(H10,217.403,(r)) (Sun,82.375,(c)) (135-sesquisquare,2')\n(H10,217.403,(r)) (Saturn,128.270,(c)) (square,52')", 18]
['2014-03-24 00:37:27', "(H10,221.257,(r)) (Mars,160.851,(p)) (sextile,24')\n(H10,221.257,(r)) (Mercury,162.058,(c)) (sextile,48')", '1', "(H4,41.257,(r)) (Venus,340.676,(p)) (sextile,35')\n(H7,134.695,(r)) (Mean_Node,134.276,(p)) (conjunction,25')\n(H4,41.257,(r)) (Moon,175.766,(c)) (135-sesquisquare,29')\n(H4,41.257,(r)) (Mercury,40.261,(c)) (conjunction,60')\n(H7,134.695,(r)) (Uranus,358.702,(c)) (135-sesquisquare,60')\n(H7,134.695,(r)) (Mean_Node,285.569,(c)) (150-quincunx,52')", "(H1,314.695,(r)) (Mean_Node,73.801,(p)) (trine,54')\n(H4,41.257,(r)) (Saturn,311.783,(p)) (square,32')\n(H1,314.695,(r)) (Uranus,344.962,(c)) (30-semisextile,16')\n(H1,314.695,(r)) (Pluto,268.842,(c)) (45-semisquare,51')", "(H1,314.695,(r)) (Saturn,253.690,(p)) (sextile,60')\n(H10,221.257,(r)) (Neptune,341.948,(p)) (trine,41')\n(H10,221.257,(r)) (Moon,250.449,(c)) (30-semisextile,49')\n(H10,221.257,(r)) (Mean_Node,251.997,(c)) (30-semisextile,44')", "(H10,221.257,(r)) (Sun,281.039,(p)) (sextile,13')\n(H10,221.257,(r)) (Saturn,311.957,(p)) (square,42')\n(H1,314.695,(r)) (Mean_Node,0.336,(c)) (45-semisquare,38')\n(H10,221.257,(r)) (Pluto,265.508,(c)) (45-semisquare,45')", 20]
