['Time', '0: 2008-09-05', '1: 2009-01-14', '2: 2009-03-19', '3: 2012-03-06', '4: 2012-11-14', '5: 2012-12-12', '6: 2013-12-12', '7: 2014-03-24', '8: 2015-05-27', '9: 2016-05-26', '10: 2017-09-15', '11: 2017-09-22', '12: 2018-02-19', '13: 2019-05-22', '14: 2019-08-13', '15: 2021-04-06', '16: 2021-07-10', '17: 2022-01-03', '18: 2022-05-25', '19: 2024-02-28', '20: 2024-03-08', 'Count']
['2000-03-11 10:39:18', "(H7,256.531,(r)) (Mean_Node,317.184,(p)) (sextile,39')\n(H7,256.531,(r)) (Moon,256.234,(c)) (conjunction,18')\n(H7,256.531,(r)) (Saturn,300.512,(c)) (45-semisquare,61')\n(H7,256.531,(r)) (Mean_Node,285.505,(c)) (30-semisextile,62')", "(H7,256.531,(r)) (Neptune,286.674,(c)) (30-semisextile,9')", "(H7,256.531,(r)) (Jupiter,316.646,(p)) (sextile,7')\n(H4,177.024,(r)) (Moon,207.975,(c)) (30-semisextile,57')", "(H1,76.531,(r)) (Sun,346.320,(p)) (square,13')\n(H1,76.531,(r)) (Venus,31.175,(p)) (45-semisquare,21')\n(H1,76.531,(r)) (Jupiter,31.645,(c)) (45-semisquare,7')\n(H10,357.024,(r)) (Sun,356.007,(c)) (conjunction,61')\n(H10,357.024,(r)) (Venus,40.998,(c)) (45-semisquare,62')", "(H10,357.024,(r)) (Mean_Node,236.112,(p)) (trine,55')\n(H10,357.024,(r)) (Jupiter,26.798,(c)) (30-semisextile,14')", "(H10,357.024,(r)) (Venus,57.775,(c)) (sextile,45')", '6', "(H7,256.531,(r)) (Venus,317.242,(p)) (sextile,43')\n(H4,177.024,(r)) (Mercury,356.496,(c)) (opposition,32')", '8', "(H1,76.531,(r)) (Pluto,287.144,(p)) (150-quincunx,37')\n(H1,76.531,(r)) (Pluto,211.666,(c)) (135-sesquisquare,8')", "(H10,357.024,(r)) (Uranus,27.808,(p)) (30-semisextile,47')\n(H10,357.024,(r)) (Venus,146.898,(c)) (150-quincunx,8')", "(H1,76.531,(r)) (Mercury,166.425,(p)) (square,6')\n(H1,76.531,(r)) (Pluto,286.864,(p)) (150-quincunx,20')\n(H10,357.024,(r)) (Uranus,27.578,(p)) (30-semisextile,33')\n(H1,76.531,(r)) (Mars,225.681,(c)) (150-quincunx,51')", "(H4,177.024,(r)) (Pluto,205.952,(c)) (30-semisextile,64')", '13', "(H1,76.531,(r)) (Mercury,122.025,(p)) (45-semisquare,30')\n(H10,357.024,(r)) (Mars,147.002,(p)) (150-quincunx,1')\n(H10,357.024,(r)) (Mars,237.248,(c)) (trine,13')", "(H4,177.024,(r)) (Moon,312.573,(p)) (135-sesquisquare,33')\n(H4,177.024,(r)) (Saturn,311.783,(p)) (135-sesquisquare,14')\n(H4,177.024,(r)) (Pluto,296.698,(p)) (trine,20')", "(H10,357.024,(r)) (Saturn,311.804,(p)) (45-semisquare,13')\n(H1,76.531,(r)) (Uranus,226.839,(c)) (150-quincunx,19')\n(H1,76.531,(r)) (Neptune,256.972,(c)) (opposition,26')", "(H1,76.531,(r)) (Mercury,301.618,(p)) (135-sesquisquare,5')\n(H10,357.024,(r)) (Sun,57.080,(c)) (sextile,3')", "(H1,76.531,(r)) (Uranus,45.947,(p)) (30-semisextile,35')\n(H10,357.024,(r)) (Venus,26.357,(p)) (30-semisextile,40')", "(H4,177.024,(r)) (Jupiter,41.060,(p)) (135-sesquisquare,58')", "(H10,357.024,(r)) (Mercury,356.922,(p)) (conjunction,6')\n(H10,357.024,(r)) (Jupiter,42.659,(p)) (45-semisquare,38')\n(H10,357.024,(r)) (Jupiter,27.271,(c)) (30-semisextile,15')", 43]
['2000-03-11 12:58:22', "(H4,214.393,(r)) (Moon,258.548,(c)) (45-semisquare,51')\n(H7,289.052,(r)) (Moon,258.548,(c)) (30-semisextile,30')\n(H7,289.052,(r)) (Pluto,228.218,(c)) (sextile,50')", "(H4,214.393,(r)) (Uranus,349.687,(p)) (135-sesquisquare,18')\n(H7,289.052,(r)) (Uranus,349.687,(p)) (sextile,38')\n(H7,289.052,(r)) (Mars,109.062,(c)) (opposition,1')\n(H7,289.052,(r)) (Pluto,229.062,(c)) (sextile,1')", "(H7,289.052,(r)) (Mercury,348.165,(p)) (sextile,53')\n(H4,214.393,(r)) (Jupiter,124.613,(c)) (square,13')", "(H10,34.393,(r)) (Mercury,4.344,(p)) (30-semisextile,3')\n(H10,34.393,(r)) (Uranus,3.480,(p)) (30-semisextile,55')\n(H10,34.393,(r)) (Moon,335.156,(c)) (sextile,46')", "(H10,34.393,(r)) (Uranus,4.962,(p)) (30-semisextile,34')", "(H10,34.393,(r)) (Uranus,4.614,(p)) (30-semisextile,13')\n(H1,109.052,(r)) (Sun,78.213,(c)) (30-semisextile,50')", "(H1,109.052,(r)) (Saturn,228.412,(p)) (trine,38')\n(H10,34.393,(r)) (Pluto,214.878,(c)) (opposition,29')", "(H4,214.393,(r)) (Sun,3.765,(p)) (150-quincunx,38')\n(H7,289.052,(r)) (Venus,348.072,(c)) (sextile,59')", "(H1,109.052,(r)) (Uranus,19.123,(p)) (square,4')\n(H1,109.052,(r)) (Venus,319.085,(c)) (150-quincunx,2')\n(H4,214.393,(r)) (Sun,273.974,(c)) (sextile,25')\n(H4,214.393,(r)) (Pluto,214.215,(c)) (conjunction,11')", "(H10,34.393,(r)) (Sun,274.221,(c)) (trine,10')", "(H10,34.393,(r)) (Mercury,155.457,(p)) (trine,64')", "(H1,109.052,(r)) (Saturn,199.431,(c)) (square,23')", "(H4,214.393,(r)) (Uranus,244.401,(c)) (30-semisextile,1')\n(H7,289.052,(r)) (Uranus,244.401,(c)) (45-semisquare,21')\n(H7,289.052,(r)) (Mean_Node,108.388,(c)) (opposition,40')", "(H1,109.052,(r)) (Saturn,290.117,(p)) (opposition,64')\n(H1,109.052,(r)) (Neptune,348.480,(p)) (trine,34')\n(H10,34.393,(r)) (Mars,94.109,(p)) (sextile,17')\n(H10,34.393,(r)) (Uranus,34.177,(p)) (conjunction,13')\n(H10,34.393,(r)) (Neptune,348.480,(p)) (45-semisquare,55')", "(H1,109.052,(r)) (Neptune,348.039,(p)) (trine,61')\n(H10,34.393,(r)) (Neptune,260.285,(c)) (135-sesquisquare,54')", "(H4,214.393,(r)) (Mercury,4.254,(p)) (150-quincunx,8')\n(H4,214.393,(r)) (Mars,79.741,(p)) (135-sesquisquare,21')\n(H7,289.052,(r)) (Venus,19.760,(p)) (square,42')\n(H7,289.052,(r)) (Mars,79.741,(p)) (150-quincunx,41')\n(H4,214.393,(r)) (Neptune,260.124,(c)) (45-semisquare,44')\n(H4,214.393,(r)) (Mean_Node,168.865,(c)) (45-semisquare,32')\n(H7,289.052,(r)) (Mars,319.530,(c)) (30-semisextile,29')\n(H7,289.052,(r)) (Neptune,260.124,(c)) (30-semisextile,64')\n(H7,289.052,(r)) (Pluto,199.062,(c)) (square,1')\n(H7,289.052,(r)) (Mean_Node,168.865,(c)) (trine,11')", '16', "(H10,34.393,(r)) (Moon,185.215,(c)) (150-quincunx,49')", "(H1,109.052,(r)) (Sun,64.272,(p)) (45-semisquare,13')\n(H10,34.393,(r)) (Sun,64.272,(p)) (30-semisextile,7')", "(H1,109.052,(r)) (Uranus,49.537,(p)) (sextile,29')", "(H1,109.052,(r)) (Sun,348.481,(p)) (trine,34')\n(H1,109.052,(r)) (Uranus,49.816,(p)) (sextile,46')\n(H10,34.393,(r)) (Sun,348.481,(p)) (45-semisquare,55')", 53]
['2000-03-11 15:00:30', "(H7,323.557,(r)) (Mercury,189.469,(p)) (135-sesquisquare,55')\n(H7,323.557,(r)) (Mars,189.381,(c)) (135-sesquisquare,49')", "(H7,323.557,(r)) (Neptune,322.869,(p)) (conjunction,41')\n(H4,244.705,(r)) (Mars,109.159,(c)) (135-sesquisquare,33')", "(H7,323.557,(r)) (Uranus,352.974,(p)) (30-semisextile,35')\n(H4,244.705,(r)) (Jupiter,124.600,(c)) (trine,6')", "(H10,64.705,(r)) (Mercury,4.344,(p)) (sextile,22')\n(H1,143.557,(r)) (Mean_Node,353.157,(c)) (150-quincunx,24')", "(H1,143.557,(r)) (Sun,232.524,(p)) (square,62')\n(H10,64.705,(r)) (Venus,200.687,(p)) (135-sesquisquare,59')\n(H10,64.705,(r)) (Uranus,4.962,(p)) (sextile,15')\n(H1,143.557,(r)) (Mercury,99.610,(c)) (45-semisquare,63')\n(H1,143.557,(r)) (Uranus,263.888,(c)) (trine,20')", "(H1,143.557,(r)) (Mean_Node,234.630,(p)) (square,64')\n(H10,64.705,(r)) (Uranus,4.614,(p)) (sextile,5')\n(H1,143.557,(r)) (Mean_Node,8.035,(c)) (135-sesquisquare,31')", "(H1,143.557,(r)) (Mercury,97.525,(c)) (45-semisquare,62')\n(H1,143.557,(r)) (Mars,293.108,(c)) (150-quincunx,27')\n(H10,64.705,(r)) (Saturn,245.478,(c)) (opposition,46')\n(H10,64.705,(r)) (Pluto,214.875,(c)) (150-quincunx,10')", "(H4,244.705,(r)) (Sun,3.765,(p)) (trine,56')\n(H7,323.557,(r)) (Moon,279.355,(p)) (45-semisquare,48')\n(H4,244.705,(r)) (Moon,199.322,(c)) (45-semisquare,23')", "(H4,244.705,(r)) (Uranus,19.123,(p)) (135-sesquisquare,35')\n(H1,143.557,(r)) (Saturn,234.118,(c)) (square,34')\n(H4,244.705,(r)) (Sun,274.146,(c)) (30-semisextile,34')\n(H4,244.705,(r)) (Pluto,214.219,(c)) (30-semisextile,29')", "(H1,143.557,(r)) (Uranus,22.932,(p)) (trine,38')\n(H10,64.705,(r)) (Sun,65.660,(p)) (conjunction,57')\n(H10,64.705,(r)) (Sun,274.394,(c)) (150-quincunx,19')\n(H10,64.705,(r)) (Moon,183.930,(c)) (trine,47')", "(H1,143.557,(r)) (Sun,172.835,(p)) (30-semisextile,43')\n(H1,143.557,(r)) (Venus,144.455,(p)) (conjunction,54')\n(H1,143.557,(r)) (Mean_Node,142.590,(p)) (conjunction,58')\n(H10,64.705,(r)) (Mercury,155.457,(p)) (square,45')", "(H10,64.705,(r)) (Saturn,199.448,(c)) (135-sesquisquare,15')", "(H4,244.705,(r)) (Pluto,290.374,(p)) (45-semisquare,40')\n(H7,323.557,(r)) (Jupiter,232.738,(p)) (square,49')\n(H4,244.705,(r)) (Moon,108.661,(c)) (135-sesquisquare,63')\n(H4,244.705,(r)) (Uranus,244.398,(c)) (conjunction,18')", "(H1,143.557,(r)) (Pluto,292.970,(p)) (150-quincunx,35')\n(H10,64.705,(r)) (Mars,94.109,(p)) (30-semisextile,36')\n(H10,64.705,(r)) (Saturn,290.117,(p)) (135-sesquisquare,25')\n(H10,64.705,(r)) (Uranus,34.177,(p)) (30-semisextile,32')\n(H1,143.557,(r)) (Mercury,278.823,(c)) (135-sesquisquare,16')\n(H1,143.557,(r)) (Saturn,189.461,(c)) (45-semisquare,54')\n(H1,143.557,(r)) (Neptune,263.007,(c)) (trine,33')\n(H1,143.557,(r)) (Pluto,204.130,(c)) (sextile,34')", "(H1,143.557,(r)) (Uranus,233.493,(c)) (square,4')", "(H4,244.705,(r)) (Mercury,4.254,(p)) (trine,27')\n(H4,244.705,(r)) (Venus,19.760,(p)) (135-sesquisquare,3')\n(H4,244.705,(r)) (Pluto,199.060,(c)) (45-semisquare,39')\n(H7,323.557,(r)) (Moon,174.184,(c)) (150-quincunx,38')", "(H1,143.557,(r)) (Neptune,353.142,(p)) (150-quincunx,25')", "(H1,143.557,(r)) (Moon,293.306,(p)) (150-quincunx,15')", "(H1,143.557,(r)) (Moon,7.724,(p)) (135-sesquisquare,50')\n(H10,64.705,(r)) (Sun,64.272,(p)) (conjunction,26')\n(H1,143.557,(r)) (Mercury,262.585,(c)) (trine,58')", "(H1,143.557,(r)) (Mercury,354.498,(c)) (150-quincunx,56')", "(H1,143.557,(r)) (Moon,322.935,(p)) (opposition,37')\n(H1,143.557,(r)) (Sun,354.214,(c)) (150-quincunx,39')\n(H10,64.705,(r)) (Moon,153.845,(c)) (square,52')", 62]
['2000-03-11 15:49:34', "(H4,256.233,(r)) (Mean_Node,317.184,(p)) (sextile,57')\n(H7,339.522,(r)) (Mercury,189.469,(p)) (150-quincunx,3')\n(H4,256.233,(r)) (Saturn,300.498,(c)) (45-semisquare,44')\n(H4,256.233,(r)) (Mean_Node,285.482,(c)) (30-semisextile,45')\n(H7,339.522,(r)) (Mars,189.425,(c)) (150-quincunx,6')\n(H7,339.522,(r)) (Uranus,279.841,(c)) (sextile,19')", "(H7,339.522,(r)) (Moon,160.317,(p)) (opposition,48')\n(H7,339.522,(r)) (Mean_Node,310.248,(p)) (30-semisextile,44')\n(H4,256.233,(r)) (Neptune,286.670,(c)) (30-semisextile,26')", "(H4,256.233,(r)) (Jupiter,316.646,(p)) (sextile,25')\n(H4,256.233,(r)) (Mercury,346.158,(c)) (square,4')", "(H1,159.522,(r)) (Mean_Node,249.511,(p)) (square,1')\n(H10,76.233,(r)) (Sun,346.320,(p)) (square,5')\n(H10,76.233,(r)) (Venus,31.175,(p)) (45-semisquare,3')\n(H1,159.522,(r)) (Moon,338.726,(c)) (opposition,48')\n(H10,76.233,(r)) (Jupiter,31.738,(c)) (45-semisquare,30')", "(H1,159.522,(r)) (Mercury,99.574,(c)) (sextile,3')\n(H10,76.233,(r)) (Sun,105.159,(c)) (30-semisextile,64')", "(H1,159.522,(r)) (Moon,248.619,(p)) (square,54')\n(H1,159.522,(r)) (Jupiter,70.027,(p)) (square,30')", "(H1,159.522,(r)) (Moon,25.417,(p)) (135-sesquisquare,54')\n(H1,159.522,(r)) (Pluto,280.582,(p)) (trine,64')", "(H4,256.233,(r)) (Venus,317.242,(p)) (sextile,61')\n(H7,339.522,(r)) (Moon,279.355,(p)) (sextile,10')\n(H7,339.522,(r)) (Sun,338.918,(c)) (conjunction,36')", "(H1,159.522,(r)) (Neptune,339.749,(p)) (opposition,14')\n(H4,256.233,(r)) (Pluto,285.165,(p)) (30-semisextile,64')", "(H10,76.233,(r)) (Pluto,287.144,(p)) (150-quincunx,55')\n(H10,76.233,(r)) (Pluto,211.676,(c)) (135-sesquisquare,27')", "(H1,159.522,(r)) (Jupiter,204.782,(p)) (45-semisquare,16')\n(H1,159.522,(r)) (Moon,10.571,(c)) (150-quincunx,63')\n(H1,159.522,(r)) (Mercury,189.867,(c)) (30-semisextile,21')\n(H1,159.522,(r)) (Mean_Node,100.062,(c)) (sextile,32')", "(H10,76.233,(r)) (Mercury,166.425,(p)) (square,12')\n(H10,76.233,(r)) (Pluto,286.864,(p)) (150-quincunx,38')\n(H1,159.522,(r)) (Pluto,204.977,(c)) (45-semisquare,27')\n(H10,76.233,(r)) (Mars,225.957,(c)) (150-quincunx,17')", "(H7,339.522,(r)) (Uranus,25.529,(p)) (45-semisquare,60')", "(H1,159.522,(r)) (Mercury,278.932,(c)) (trine,35')\n(H1,159.522,(r)) (Saturn,189.464,(c)) (30-semisextile,4')\n(H1,159.522,(r)) (Pluto,204.131,(c)) (45-semisquare,23')", "(H10,76.233,(r)) (Mercury,122.025,(p)) (45-semisquare,48')\n(H1,159.522,(r)) (Mercury,220.603,(c)) (sextile,65')", "(H7,339.522,(r)) (Uranus,39.306,(p)) (sextile,13')\n(H7,339.522,(r)) (Venus,280.552,(c)) (sextile,62')", "(H10,76.233,(r)) (Uranus,226.866,(c)) (150-quincunx,38')\n(H10,76.233,(r)) (Neptune,256.986,(c)) (opposition,45')", "(H10,76.233,(r)) (Mercury,301.618,(p)) (135-sesquisquare,23')", "(H10,76.233,(r)) (Uranus,45.947,(p)) (30-semisextile,17')\n(H10,76.233,(r)) (Moon,120.897,(c)) (45-semisquare,20')", "(H1,159.522,(r)) (Sun,339.384,(p)) (opposition,8')\n(H1,159.522,(r)) (Mercury,339.502,(p)) (opposition,1')\n(H4,256.233,(r)) (Moon,285.798,(c)) (30-semisextile,26')", "(H1,159.522,(r)) (Mercury,338.535,(c)) (opposition,59')", 54]
['2000-03-11 09:23:28', "(H4,156.503,(r)) (Venus,187.219,(p)) (30-semisextile,43')\n(H4,156.503,(r)) (Mercury,156.800,(c)) (conjunction,18')\n(H7,240.038,(r)) (Saturn,300.515,(c)) (sextile,29')\n(H7,240.038,(r)) (Neptune,284.021,(c)) (45-semisquare,61')\n(H7,240.038,(r)) (Mean_Node,285.511,(c)) (45-semisquare,28')", "(H4,156.503,(r)) (Mercury,306.991,(p)) (150-quincunx,29')\n(H4,156.503,(r)) (Mercury,21.025,(c)) (135-sesquisquare,29')\n(H4,156.503,(r)) (Saturn,306.762,(c)) (150-quincunx,16')\n(H4,156.503,(r)) (Mean_Node,292.447,(c)) (135-sesquisquare,57')", "(H4,156.503,(r)) (Moon,277.234,(p)) (trine,44')\n(H4,156.503,(r)) (Mean_Node,306.859,(p)) (150-quincunx,21')\n(H7,240.038,(r)) (Sun,359.017,(p)) (trine,61')", "(H1,60.038,(r)) (Moon,330.676,(c)) (square,38')\n(H1,60.038,(r)) (Mercury,329.819,(c)) (square,13')\n(H1,60.038,(r)) (Uranus,270.882,(c)) (150-quincunx,51')", "(H1,60.038,(r)) (Moon,240.718,(p)) (opposition,41')\n(H1,60.038,(r)) (Mercury,239.793,(p)) (opposition,15')\n(H10,336.503,(r)) (Venus,200.687,(p)) (135-sesquisquare,49')\n(H1,60.038,(r)) (Sun,104.648,(c)) (45-semisquare,23')\n(H10,336.503,(r)) (Mean_Node,6.578,(c)) (30-semisextile,4')", "(H1,60.038,(r)) (Neptune,330.636,(p)) (square,36')\n(H10,336.503,(r)) (Jupiter,22.368,(c)) (45-semisquare,52')\n(H10,336.503,(r)) (Neptune,277.139,(c)) (sextile,38')", "(H10,336.503,(r)) (Moon,96.712,(c)) (trine,13')\n(H10,336.503,(r)) (Mercury,96.716,(c)) (trine,13')\n(H10,336.503,(r)) (Saturn,245.512,(c)) (square,59')", "(H7,240.038,(r)) (Mean_Node,209.899,(p)) (30-semisextile,8')\n(H4,156.503,(r)) (Pluto,217.263,(c)) (sextile,46')", "(H1,60.038,(r)) (Pluto,285.165,(p)) (135-sesquisquare,8')\n(H4,156.503,(r)) (Sun,65.897,(p)) (square,36')\n(H4,156.503,(r)) (Venus,110.882,(p)) (45-semisquare,37')\n(H4,156.503,(r)) (Mean_Node,187.180,(p)) (30-semisextile,41')\n(H1,60.038,(r)) (Mars,330.005,(c)) (square,2')", "(H1,60.038,(r)) (Mars,240.377,(p)) (opposition,20')\n(H10,336.503,(r)) (Sun,65.660,(p)) (square,51')\n(H1,60.038,(r)) (Neptune,269.132,(c)) (150-quincunx,54')\n(H10,336.503,(r)) (Mars,201.569,(c)) (135-sesquisquare,4')", "(H10,336.503,(r)) (Moon,112.288,(p)) (135-sesquisquare,47')\n(H10,336.503,(r)) (Mercury,155.457,(p)) (opposition,63')\n(H1,60.038,(r)) (Uranus,240.886,(c)) (opposition,51')\n(H10,336.503,(r)) (Jupiter,216.836,(c)) (trine,20')", "(H1,60.038,(r)) (Uranus,240.746,(c)) (opposition,42')", "(H7,240.038,(r)) (Sun,330.786,(p)) (square,45')\n(H7,240.038,(r)) (Mercury,0.761,(c)) (trine,43')", "(H1,60.038,(r)) (Mars,299.487,(c)) (trine,33')", "(H1,60.038,(r)) (Saturn,284.903,(p)) (135-sesquisquare,8')\n(H10,336.503,(r)) (Uranus,36.614,(p)) (sextile,7')\n(H10,336.503,(r)) (Pluto,291.205,(p)) (45-semisquare,18')\n(H10,336.503,(r)) (Pluto,201.431,(c)) (135-sesquisquare,4')", '15', "(H10,336.503,(r)) (Mars,246.666,(c)) (square,10')", "(H1,60.038,(r)) (Jupiter,331.039,(p)) (square,60')\n(H10,336.503,(r)) (Venus,291.995,(p)) (45-semisquare,30')\n(H10,336.503,(r)) (Jupiter,96.303,(c)) (trine,12')", "(H1,60.038,(r)) (Venus,269.194,(c)) (150-quincunx,51')\n(H1,60.038,(r)) (Jupiter,90.496,(c)) (30-semisextile,27')", "(H4,156.503,(r)) (Moon,202.455,(p)) (45-semisquare,57')\n(H1,60.038,(r)) (Jupiter,29.280,(c)) (30-semisextile,46')\n(H4,156.503,(r)) (Uranus,216.414,(c)) (sextile,5')", "(H1,60.038,(r)) (Venus,328.971,(c)) (square,64')\n(H10,336.503,(r)) (Uranus,216.686,(c)) (trine,11')", 60]
['2000-03-11 15:24:56', "(H4,250.475,(r)) (Mercury,189.469,(p)) (sextile,60')\n(H4,250.475,(r)) (Mars,190.984,(p)) (sextile,31')\n(H4,250.475,(r)) (Mars,189.403,(c)) (sextile,64')\n(H4,250.475,(r)) (Uranus,279.841,(c)) (30-semisextile,38')\n(H7,331.365,(r)) (Saturn,300.499,(c)) (30-semisextile,52')\n(H7,331.365,(r)) (Mean_Node,285.484,(c)) (45-semisquare,53')", "(H4,250.475,(r)) (Moon,160.317,(p)) (square,9')\n(H4,250.475,(r)) (Mean_Node,310.248,(p)) (sextile,14')\n(H7,331.365,(r)) (Pluto,271.735,(p)) (sextile,22')\n(H7,331.365,(r)) (Neptune,286.670,(c)) (45-semisquare,18')", "(H4,250.475,(r)) (Mean_Node,295.810,(c)) (45-semisquare,20')", "(H1,151.365,(r)) (Venus,31.175,(p)) (trine,11')\n(H10,70.475,(r)) (Mean_Node,249.511,(p)) (opposition,58')\n(H1,151.365,(r)) (Mercury,330.470,(c)) (opposition,54')\n(H1,151.365,(r)) (Jupiter,31.731,(c)) (trine,22')\n(H1,151.365,(r)) (Uranus,270.890,(c)) (trine,28')\n(H10,70.475,(r)) (Venus,41.428,(c)) (30-semisextile,57')", "(H1,151.365,(r)) (Moon,240.718,(p)) (square,39')\n(H1,151.365,(r)) (Venus,92.395,(c)) (sextile,62')\n(H10,70.475,(r)) (Mercury,99.592,(c)) (30-semisextile,53')", "(H1,151.365,(r)) (Mercury,241.904,(p)) (square,32')\n(H1,151.365,(r)) (Neptune,330.636,(p)) (opposition,44')\n(H10,70.475,(r)) (Jupiter,70.027,(p)) (conjunction,27')", "(H1,151.365,(r)) (Mars,182.362,(p)) (30-semisextile,60')\n(H10,70.475,(r)) (Moon,25.417,(p)) (45-semisquare,3')\n(H10,70.475,(r)) (Mercury,251.377,(p)) (opposition,54')\n(H10,70.475,(r)) (Pluto,280.582,(p)) (150-quincunx,6')", "(H4,250.475,(r)) (Jupiter,100.966,(p)) (150-quincunx,29')\n(H7,331.365,(r)) (Jupiter,331.707,(c)) (conjunction,20')", "(H1,151.365,(r)) (Saturn,241.307,(p)) (square,4')\n(H4,250.475,(r)) (Mars,70.789,(p)) (opposition,19')\n(H4,250.475,(r)) (Neptune,339.749,(p)) (square,44')\n(H1,151.365,(r)) (Mars,330.389,(c)) (opposition,59')\n(H1,151.365,(r)) (Neptune,271.251,(c)) (trine,7')", "(H1,151.365,(r)) (Mars,240.377,(p)) (square,59')\n(H1,151.365,(r)) (Pluto,287.144,(p)) (135-sesquisquare,47')\n(H1,151.365,(r)) (Pluto,211.675,(c)) (sextile,19')\n(H10,70.475,(r)) (Uranus,250.842,(c)) (opposition,22')", "(H10,70.475,(r)) (Jupiter,204.782,(p)) (135-sesquisquare,42')\n(H1,151.365,(r)) (Uranus,240.898,(c)) (square,28')\n(H10,70.475,(r)) (Moon,10.117,(c)) (sextile,21')\n(H10,70.475,(r)) (Mercury,189.833,(c)) (trine,38')\n(H10,70.475,(r)) (Mean_Node,100.063,(c)) (30-semisextile,25')", "(H1,151.365,(r)) (Pluto,286.864,(p)) (135-sesquisquare,30')\n(H10,70.475,(r)) (Mars,160.851,(p)) (square,23')\n(H1,151.365,(r)) (Mercury,182.064,(c)) (30-semisextile,42')\n(H1,151.365,(r)) (Uranus,240.755,(c)) (square,37')\n(H10,70.475,(r)) (Pluto,204.976,(c)) (135-sesquisquare,30')", "(H4,250.475,(r)) (Venus,340.676,(p)) (square,12')\n(H4,250.475,(r)) (Uranus,25.529,(p)) (135-sesquisquare,3')\n(H7,331.365,(r)) (Sun,330.786,(p)) (conjunction,35')\n(H7,331.365,(r)) (Mercury,332.406,(p)) (conjunction,62')\n(H4,250.475,(r)) (Pluto,205.941,(c)) (45-semisquare,28')\n(H7,331.365,(r)) (Mercury,1.701,(c)) (30-semisextile,20')", "(H1,151.365,(r)) (Mercury,62.296,(p)) (square,56')\n(H10,70.475,(r)) (Saturn,189.463,(c)) (trine,61')", "(H1,151.365,(r)) (Mercury,122.025,(p)) (30-semisextile,40')\n(H1,151.365,(r)) (Saturn,182.140,(c)) (30-semisextile,46')\n(H10,70.475,(r)) (Mercury,220.567,(c)) (150-quincunx,5')", "(H4,250.475,(r)) (Venus,280.513,(c)) (30-semisextile,2')", "(H10,70.475,(r)) (Pluto,295.739,(p)) (135-sesquisquare,16')\n(H10,70.475,(r)) (Mercury,251.008,(c)) (opposition,32')", "(H1,151.365,(r)) (Mercury,301.618,(p)) (150-quincunx,15')\n(H1,151.365,(r)) (Jupiter,331.039,(p)) (opposition,20')\n(H10,70.475,(r)) (Uranus,40.918,(p)) (30-semisextile,27')", "(H10,70.475,(r)) (Venus,26.357,(p)) (45-semisquare,53')\n(H1,151.365,(r)) (Moon,120.486,(c)) (30-semisextile,53')\n(H1,151.365,(r)) (Jupiter,90.428,(c)) (sextile,56')\n(H10,70.475,(r)) (Mean_Node,190.779,(c)) (trine,18')", "(H4,250.475,(r)) (Mercury,339.502,(p)) (square,58')\n(H4,250.475,(r)) (Jupiter,41.060,(p)) (150-quincunx,35')\n(H1,151.365,(r)) (Moon,285.355,(c)) (135-sesquisquare,61')\n(H4,250.475,(r)) (Venus,340.782,(c)) (square,18')", '20', 73]
