['Time', '0: 2017-01-31', '1: 2018-10-10', '2: 2018-04-15', '3: 2018-01-28', '4: 2016-10-05', '5: 2016-01-28', '6: 2015-11-04', '7: 2015-03-27', '8: 2015-03-16', '9: 2011-12-07', 'Count']
['2000-03-11 13:08:39', '0', '1', '2', '3', "(H1,111.686,(r)) (Jupiter,51.643,(d)) (sextile,2.57')", '5', '6', '7', "(H10,37.051,(r)) (Uranus,337.129,(d)) (sextile,4.70')", '9', 2]
['2000-03-11 09:21:04', "(Uranus,318.702,(r)) (H10,318.570,(c)) (conjunction,7.94')\n(H3,122.030,(r)) (Uranus,302.087,(c)) (opposition,3.42')", '1', '2', '3', '4', "(H10,335.865,(r)) (Uranus,335.760,(d)) (conjunction,6.24')", '6', '7', "(H10,335.865,(r)) (Sun,335.694,(c)) (conjunction,10.21')", '9', 4]
['2000-03-11 10:28:31', '0', '1', '2', "(Mean_Node,121.337,(r)) (H3,121.311,(c)) (conjunction,1.56')", '4', "(H3,139.648,(r)) (Jupiter,19.690,(c)) (trine,2.54')", '6', '7', '8', "(POF,139.918,(r)) (Mercury,319.860,(c)) (opposition,3.46')", 3]
['2000-03-11 06:40:16', '0', '1', '2', '3', '4', '5', '6', '7', '8', "(Jupiter,34.702,(r)) (H1,34.635,(d)) (conjunction,4.08')", 1]
['2000-03-11 13:49:35', '0', '1', '2', '3', "(H3,197.462,(r)) (Jupiter,17.464,(c)) (opposition,0.14')", '5', "(Jupiter,34.764,(r)) (H3,214.865,(d)) (opposition,6.11')", "(H1,122.626,(r)) (Uranus,302.501,(c)) (opposition,7.48')", "(H1,122.626,(r)) (Uranus,302.533,(c)) (opposition,5.56')", "(Moon,58.871,(r)) (H10,58.771,(d)) (conjunction,6.00')", 5]
['2000-03-11 07:46:39', "(Moon,55.340,(r)) (H10,295.375,(c)) (trine,2.11')", '1', '2', "(H1,39.066,(r)) (Moon,38.937,(c)) (conjunction,7.71')", "(H10,311.529,(r)) (Venus,311.439,(c)) (conjunction,5.42')", "(Venus,327.332,(r)) (H10,327.447,(d)) (conjunction,6.93')", "(Venus,327.332,(r)) (H10,327.209,(d)) (conjunction,7.38')", '7', '8', '9', 5]
['2000-03-11 10:23:51', '0', "(H10,352.808,(r)) (Mercury,352.831,(d)) (conjunction,1.38')", '2', '3', "(Mean_Node,121.337,(r)) (H3,121.437,(c)) (conjunction,5.99')", '5', '6', "(Jupiter,34.734,(r)) (H3,154.755,(d)) (trine,1.23')", "(Jupiter,34.734,(r)) (H3,154.721,(d)) (trine,0.79')", '9', 4]
['2000-03-11 06:30:00', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 0]
['2000-03-11 14:18:40', '0', '1', "(Sun,351.318,(r)) (H1,111.390,(c)) (trine,4.30')", '3', '4', '5', "(H1,130.887,(r)) (Sun,10.823,(d)) (trine,3.82')", "(POF,198.723,(r)) (Jupiter,18.900,(c)) (opposition,10.67')\n(H1,130.887,(r)) (Venus,311.006,(c)) (opposition,7.14')", "(H1,130.887,(r)) (Venus,311.039,(c)) (opposition,9.16')", "(H1,130.887,(r)) (Moon,70.871,(d)) (sextile,0.92')", 6]
['2000-03-11 08:50:07', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 0]
['2000-03-11 05:36:39', "(H3,69.316,(r)) (Moon,69.170,(d)) (conjunction,8.78')\n(Moon,54.077,(r)) (H3,53.935,(c)) (conjunction,8.49')", "(H1,10.232,(r)) (Venus,310.160,(c)) (sextile,4.31')", "(H1,10.232,(r)) (Moon,70.238,(d)) (sextile,0.37')", '3', "(Moon,54.077,(r)) (H3,54.233,(c)) (conjunction,9.39')", '5', '6', '7', '8', '9', 5]
['2000-03-11 10:11:59', "(Mercury,333.401,(r)) (H3,153.454,(d)) (opposition,3.19')\n(H1,70.551,(r)) (Moon,70.687,(d)) (conjunction,8.17')", '1', "(Jupiter,34.733,(r)) (H3,154.793,(d)) (trine,3.65')\n(H1,70.551,(r)) (Sun,10.492,(d)) (sextile,3.53')", '3', "(H1,70.551,(r)) (Moon,70.406,(d)) (conjunction,8.70')\n(H3,135.217,(r)) (Mercury,315.068,(c)) (opposition,8.94')", "(Mercury,333.401,(r)) (POF,153.300,(d)) (opposition,6.08')\n(H10,349.578,(r)) (Mercury,349.740,(d)) (conjunction,9.75')", "(H10,349.578,(r)) (Mercury,349.482,(d)) (conjunction,5.72')\n(POF,136.157,(r)) (Mercury,316.004,(c)) (opposition,9.18')", '7', '8', '9', 10]
['2000-03-11 09:24:39', "(H10,336.823,(r)) (Uranus,336.890,(d)) (conjunction,4.02')", '1', '2', '3', '4', "(H3,122.939,(r)) (Uranus,303.052,(c)) (opposition,6.76')", '6', '7', '8', '9', 2]
['2000-03-11 11:59:36', '0', '1', '2', "(Uranus,318.708,(r)) (H1,78.731,(c)) (trine,1.38')", '4', "(Venus,327.549,(r)) (H3,147.491,(c)) (opposition,3.48')", '6', '7', '8', '9', 2]
['2000-03-11 12:58:31', "(Sun,351.262,(r)) (H10,51.247,(d)) (sextile,0.92')", '1', '2', '3', '4', '5', '6', "(Jupiter,34.756,(r)) (H1,94.669,(c)) (sextile,5.26')\n(Uranus,318.710,(r)) (H10,18.796,(c)) (sextile,5.19')", "(Jupiter,34.756,(r)) (H1,94.696,(c)) (sextile,3.59')", '9', 4]
['2000-03-11 14:36:56', '0', '1', '2', '3', "(H3,210.926,(r)) (Sun,330.930,(c)) (trine,0.21')", '5', '6', "(Moon,59.332,(r)) (H1,119.390,(c)) (sextile,3.48')", "(Moon,59.332,(r)) (H1,119.422,(c)) (sextile,5.40')", '9', 3]
['2000-03-11 15:16:47', "(H10,68.561,(r)) (Venus,308.544,(c)) (trine,1.03')", '1', "(H3,221.852,(r)) (Uranus,341.875,(d)) (trine,1.40')\n(Sun,351.358,(r)) (H10,51.421,(c)) (sextile,3.74')\n(H1,148.732,(r)) (Sun,328.577,(c)) (opposition,9.31')", "(H1,148.732,(r)) (Sun,328.833,(c)) (opposition,6.03')", '4', '5', '6', '7', '8', '9', 5]
['2000-03-11 09:29:20', '0', '1', "(H10,338.069,(r)) (Uranus,338.248,(d)) (conjunction,10.74')", "(H10,338.069,(r)) (Uranus,338.017,(d)) (conjunction,3.07')", '4', '5', '6', '7', '8', "(Uranus,318.702,(r)) (POF,138.619,(d)) (opposition,5.00')", 3]
['2000-03-11 15:20:47', "(H1,150.023,(r)) (Sun,329.987,(c)) (opposition,2.19')", "(H3,222.925,(r)) (Mean_Node,102.947,(c)) (trine,1.32')", "(Mean_Node,121.326,(r)) (H3,241.290,(d)) (trine,2.18')", "(H10,69.503,(r)) (Mercury,309.520,(c)) (trine,0.98')", "(Moon,59.759,(r)) (H3,239.792,(d)) (opposition,2.01')", '5', '6', '7', '8', '9', 5]
['2000-03-11 15:00:31', "(Uranus,318.714,(r)) (H3,198.765,(c)) (trine,3.05')", '1', '2', '3', '4', '5', '6', '7', '8', '9', 1]
['2000-03-11 14:01:28', '0', "(Jupiter,34.765,(r)) (POF,214.708,(d)) (opposition,3.42')", "(POF,193.627,(r)) (Sun,13.579,(d)) (opposition,2.86')", '3', '4', '5', "(Jupiter,34.765,(r)) (H10,34.795,(c)) (conjunction,1.80')", "(H10,50.385,(r)) (Mercury,350.318,(d)) (sextile,4.00')", '8', "(H1,125.946,(r)) (Uranus,306.001,(c)) (opposition,3.26')", 5]
['2000-03-11 10:47:11', "(Mercury,333.392,(r)) (H1,93.318,(d)) (trine,4.46')", '1', '2', '3', '4', '5', '6', '7', '8', '9', 1]
['2000-03-11 10:15:11', "(H10,350.448,(r)) (Jupiter,50.401,(d)) (sextile,2.82')\n(Moon,56.784,(r)) (H1,56.868,(c)) (conjunction,5.00')", "(Venus,327.459,(r)) (H1,87.475,(d)) (trine,0.93')", '2', '3', "(H10,350.448,(r)) (Mercury,350.523,(d)) (conjunction,4.52')", "(Mercury,333.400,(r)) (H3,153.236,(d)) (opposition,9.87')", "(H3,136.068,(r)) (Mercury,315.968,(c)) (opposition,6.00')", '7', '8', '9', 6]
['2000-03-11 07:27:51', "(H3,94.790,(r)) (Sun,334.698,(c)) (trine,5.55')", "(Uranus,318.698,(r)) (H1,18.774,(c)) (sextile,4.56')", '2', "(Uranus,318.698,(r)) (H3,78.658,(c)) (trine,2.41')", "(H1,34.950,(r)) (Sun,335.007,(c)) (sextile,3.41')", "(H3,94.790,(r)) (Uranus,334.758,(d)) (trine,1.93')", '6', '7', '8', '9', 5]
['2000-03-11 13:22:31', '0', "(Moon,58.607,(r)) (H10,58.731,(d)) (conjunction,7.42')", '2', '3', "(H3,189.586,(r)) (Venus,309.665,(c)) (trine,4.77')", "(Venus,327.620,(r)) (H3,207.572,(d)) (trine,2.90')\n(Sun,351.279,(r)) (H3,171.249,(c)) (opposition,1.82')", '6', '7', '8', '9', 4]
['2000-03-11 12:32:15', '0', '1', '2', "(POF,169.417,(r)) (Venus,349.537,(d)) (opposition,7.17')", '4', '5', '6', '7', '8', '9', 1]
['2000-03-11 09:30:56', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 0]
['2000-03-11 09:39:19', '0', "(POF,128.777,(r)) (Venus,308.909,(c)) (opposition,7.92')", '2', "(Venus,327.429,(r)) (POF,147.595,(d)) (opposition,10.01')", '4', "(Sun,351.124,(r)) (H3,111.112,(c)) (trine,0.75')", '6', '7', '8', "(Uranus,318.703,(r)) (H9,318.827,(d)) (conjunction,7.46')", 4]
['2000-03-11 08:00:24', '0', '1', "(Mercury,333.435,(r)) (H10,333.339,(d)) (conjunction,5.75')\n(H10,314.967,(r)) (Mercury,315.042,(c)) (conjunction,4.51')", '3', "(Venus,327.344,(r)) (H3,87.275,(c)) (trine,4.13')", "(Moon,55.473,(r)) (H1,55.588,(d)) (conjunction,6.85')", "(Moon,55.473,(r)) (H1,55.390,(d)) (conjunction,5.00')", '7', '8', '9', 5]
['2000-03-11 14:43:52', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 0]
['2000-03-11 12:17:04', "(H1,98.863,(r)) (Uranus,338.800,(d)) (trine,3.74')", '1', '2', '3', '4', "(Venus,327.564,(r)) (POF,147.641,(c)) (opposition,4.61')", "(H3,170.365,(r)) (Mercury,350.298,(d)) (opposition,4.01')\n(H3,170.365,(r)) (Jupiter,50.287,(d)) (trine,4.70')", "(Mercury,333.370,(r)) (H3,153.314,(c)) (opposition,3.35')", "(Mercury,333.370,(r)) (H3,153.347,(c)) (opposition,1.34')", "(POF,165.599,(r)) (Mercury,345.638,(d)) (opposition,2.32')", 7]
['2000-03-11 12:29:28', "(Jupiter,34.752,(r)) (H3,154.765,(c)) (trine,0.79')", "(H3,173.999,(r)) (Mercury,353.928,(d)) (opposition,4.26')\n(Venus,327.575,(r)) (POF,147.605,(c)) (opposition,1.85')", "(Mercury,333.366,(r)) (H3,153.426,(c)) (opposition,3.57')", '3', '4', '5', '6', '7', '8', '9', 4]
['2000-03-11 13:34:39', '0', '1', "(Mercury,333.350,(r)) (H3,213.395,(d)) (trine,2.70')\n(H3,193.128,(r)) (Sun,13.175,(d)) (opposition,2.79')", "(Uranus,318.711,(r)) (H1,138.746,(d)) (opposition,2.06')", "(H10,43.683,(r)) (Moon,43.609,(c)) (conjunction,4.40')", "(Venus,327.631,(r)) (H10,27.544,(c)) (sextile,5.17')", "(Moon,58.725,(r)) (H10,58.877,(d)) (conjunction,9.09')", '7', '8', '9', 6]
