['Time', '0: 2008-09-05', '1: 2008-12-11', '2: 2009-01-14', '3: 2009-03-19', '4: 2013-12-12', '5: 2014-03-24', '6: 2015-05-27', '7: 2018-02-19', '8: 2021-04-06', '9: 2022-01-01', '10: 2022-01-03', '11: 2000-03-11', '12: 2023-10-04', '13: 2018-12-04', '14: 2016-12-29', 'Count']
['1997-11-16 03:45:51', "(Mean_Node,166.153,(r)) (H12,225.992,(p)) (sextile,10')\n(H7,64.894,(r)) (Venus,289.839,(p)) (135-sesquisquare,3')\n(Mean_Node,165.581,(p)) (H7,75.642,(p)) (square,4')\n(Venus,280.461,(r)) (Moon,280.939,(c)) (conjunction,29')\n(H7,64.894,(r)) (Uranus,304.940,(c)) (trine,3')", "(Mean_Node,166.153,(r)) (H12,226.279,(p)) (sextile,8')\n(H1,244.894,(r)) (Sun,245.001,(p)) (conjunction,6')\n(Sun,233.820,(r)) (H1,233.942,(c)) (conjunction,7')\n(H1,244.894,(r)) (Uranus,304.935,(c)) (sextile,2')", "(Mean_Node,166.153,(r)) (H7,76.000,(p)) (square,9')\n(H7,64.894,(r)) (Uranus,304.934,(c)) (trine,2')", "(Uranus,305.188,(r)) (Moon,215.181,(p)) (square,0')\n(Pluto,245.018,(r)) (Moon,215.181,(p)) (30-semisextile,10')\n(Mean_Node,166.153,(r)) (H7,76.175,(p)) (square,1')\n(H7,64.894,(r)) (Moon,215.181,(p)) (150-quincunx,17')\n(Sun,245.272,(p)) (Moon,215.181,(p)) (30-semisextile,5')\n(Jupiter,316.022,(p)) (H7,76.175,(p)) (trine,9')\n(Sun,233.820,(r)) (H7,53.677,(c)) (opposition,9')\n(H4,329.262,(r)) (Venus,269.445,(c)) (sextile,11')\n(H7,64.894,(r)) (Uranus,304.931,(c)) (trine,2')", "(Mercury,271.153,(p)) (H3,316.309,(p)) (45-semisquare,9')\n(Mars,287.531,(p)) (H10,167.367,(p)) (trine,10')\n(Moon,74.613,(r)) (H3,284.584,(c)) (150-quincunx,2')", "(Jupiter,316.787,(p)) (H3,316.611,(p)) (conjunction,11')\n(Jupiter,314.509,(r)) (H3,284.332,(c)) (30-semisextile,11')\n(H7,64.894,(r)) (Uranus,304.850,(c)) (trine,3')", "(Mean_Node,166.153,(r)) (Moon,196.373,(c)) (30-semisextile,13')\n(Mean_Node,166.153,(r)) (H8,76.175,(c)) (square,1')\n(Moon,196.373,(c)) (H8,76.175,(c)) (trine,12')\n(Saturn,15.424,(c)) (H12,195.354,(c)) (opposition,4')", "(Jupiter,314.509,(r)) (Moon,163.998,(c)) (150-quincunx,31')", "(Neptune,298.185,(p)) (H7,88.266,(p)) (150-quincunx,5')", "(Neptune,297.580,(r)) (Moon,28.111,(p)) (square,32')\n(Mercury,252.191,(r)) (Moon,117.705,(c)) (135-sesquisquare,31')\n(Mars,275.228,(r)) (H10,125.161,(c)) (150-quincunx,4')\n(Neptune,297.580,(r)) (Moon,117.705,(c)) (opposition,7')\n(Pluto,245.018,(r)) (H10,125.161,(c)) (trine,9')", "(Venus,299.000,(p)) (H1,269.017,(p)) (30-semisextile,1')\n(Mercury,252.191,(r)) (Moon,117.637,(c)) (135-sesquisquare,27')\n(Uranus,305.188,(r)) (H10,125.156,(c)) (opposition,2')", "(Mean_Node,166.153,(r)) (Moon,105.982,(p)) (sextile,10')\n(H7,64.894,(r)) (Pluto,244.929,(c)) (opposition,2')", "(Mars,275.228,(r)) (Moon,95.394,(c)) (opposition,10')\n(Uranus,305.188,(r)) (Moon,95.394,(c)) (150-quincunx,12')\n(Pluto,245.018,(r)) (Moon,95.394,(c)) (150-quincunx,23')", "(Saturn,14.340,(r)) (Moon,344.476,(p)) (30-semisextile,8')\n(Mars,275.228,(r)) (Moon,154.712,(c)) (trine,31')\n(Pluto,245.018,(r)) (Moon,154.712,(c)) (square,18')", "(Sun,233.820,(r)) (H1,263.970,(p)) (30-semisextile,9')\n(Uranus,305.841,(p)) (H10,170.952,(p)) (135-sesquisquare,7')\n(Mean_Node,166.153,(r)) (H1,225.987,(c)) (sextile,10')", 51]
['1997-11-16 03:30:08', "(Venus,280.451,(r)) (Moon,280.794,(c)) (conjunction,21')\n(Mars,275.220,(r)) (H7,50.253,(c)) (135-sesquisquare,2')", "(Mercury,252.176,(r)) (H1,252.202,(p)) (conjunction,2')\n(Mercury,252.176,(r)) (H12,222.250,(p)) (30-semisextile,4')\n(H3,295.964,(r)) (Mercury,236.021,(c)) (sextile,3')", "(Mercury,252.176,(r)) (H7,72.296,(p)) (opposition,7')\n(Mercury,252.176,(r)) (H12,222.352,(p)) (30-semisextile,11')", "(Uranus,305.188,(r)) (Moon,215.048,(p)) (square,8')\n(Pluto,245.018,(r)) (Moon,215.048,(p)) (30-semisextile,2')\n(Sun,245.261,(p)) (Moon,215.048,(p)) (30-semisextile,13')", "(H1,241.079,(r)) (Mercury,271.145,(p)) (30-semisextile,4')", "(H4,325.163,(r)) (Moon,279.646,(p)) (45-semisquare,31')", "(H4,325.163,(r)) (Moon,295.548,(p)) (30-semisextile,23')\n(Mars,288.646,(p)) (H1,258.712,(p)) (30-semisextile,4')\n(Neptune,297.580,(r)) (H8,72.485,(c)) (135-sesquisquare,6')\n(Mean_Node,166.154,(r)) (Moon,196.241,(c)) (30-semisextile,5')\n(H1,241.079,(r)) (Moon,196.241,(c)) (45-semisquare,10')", "(Pluto,245.018,(r)) (H4,304.920,(c)) (sextile,6')\n(Uranus,304.802,(c)) (H4,304.920,(c)) (conjunction,7')", "(Venus,256.872,(c)) (H4,302.017,(c)) (45-semisquare,9')\n(Uranus,304.773,(c)) (H12,184.756,(c)) (trine,1')", "(Neptune,297.580,(r)) (Moon,27.955,(p)) (square,23')\n(Mercury,252.176,(r)) (Moon,117.569,(c)) (135-sesquisquare,24')\n(Neptune,297.580,(r)) (Moon,117.569,(c)) (opposition,1')\n(Pluto,244.132,(c)) (H6,3.974,(c)) (trine,9')", "(Mercury,252.176,(r)) (Moon,117.501,(c)) (135-sesquisquare,20')", "(Mean_Node,166.154,(r)) (Moon,105.840,(p)) (sextile,19')\n(H3,295.964,(r)) (Sun,236.144,(p)) (sextile,11')\n(H7,61.079,(r)) (Moon,105.840,(p)) (45-semisquare,14')\n(Venus,282.571,(p)) (H4,327.649,(p)) (45-semisquare,5')\n(Sun,233.808,(r)) (H3,293.719,(c)) (sextile,5')\n(Mercury,248.890,(c)) (H3,293.719,(c)) (45-semisquare,10')", "(H10,145.163,(r)) (Mars,295.128,(p)) (150-quincunx,2')\n(Mars,275.220,(r)) (Moon,95.250,(c)) (opposition,2')\n(Mars,275.220,(r)) (H1,215.149,(c)) (sextile,4')\n(Uranus,305.188,(r)) (Moon,95.250,(c)) (150-quincunx,4')\n(Uranus,305.188,(r)) (H1,215.149,(c)) (square,2')\n(Pluto,245.018,(r)) (Moon,95.250,(c)) (150-quincunx,14')\n(Pluto,245.018,(r)) (H1,215.149,(c)) (30-semisextile,8')\n(Pluto,245.018,(r)) (H2,244.899,(c)) (conjunction,7')\n(H1,241.079,(r)) (Saturn,16.042,(c)) (135-sesquisquare,2')\n(Uranus,304.756,(c)) (H2,244.899,(c)) (sextile,9')", "(Saturn,14.341,(r)) (Moon,344.323,(p)) (30-semisextile,1')\n(Pluto,245.018,(r)) (Moon,154.583,(c)) (square,26')\n(Pluto,244.237,(c)) (H10,124.183,(c)) (trine,3')", "(Uranus,305.188,(r)) (H1,260.322,(p)) (45-semisquare,8')\n(H3,295.964,(r)) (Venus,295.948,(p)) (conjunction,1')\n(Moon,177.316,(c)) (H1,221.924,(c)) (45-semisquare,24')", 48]
['1997-11-16 03:14:39', "(Venus,280.441,(r)) (Moon,280.651,(c)) (conjunction,13')\n(Mean_Node,166.154,(r)) (H7,46.316,(c)) (trine,10')\n(Moon,280.651,(c)) (H4,310.186,(c)) (30-semisextile,28')", "(Mean_Node,166.154,(r)) (Moon,211.633,(p)) (45-semisquare,29')\n(Mean_Node,166.154,(r)) (H1,226.046,(c)) (sextile,6')", "(H4,321.177,(r)) (Moon,275.913,(c)) (45-semisquare,16')", "(Uranus,305.187,(r)) (Moon,214.916,(p)) (square,16')\n(Pluto,245.017,(r)) (Moon,214.916,(p)) (30-semisextile,6')\n(Sun,245.251,(p)) (Moon,214.916,(p)) (30-semisextile,20')", "(H10,141.177,(r)) (Moon,275.756,(p)) (135-sesquisquare,25')\n(Saturn,13.718,(p)) (H1,253.614,(p)) (trine,6')\n(Saturn,13.718,(p)) (H12,223.788,(p)) (150-quincunx,4')\n(Mars,275.212,(r)) (H10,125.096,(c)) (150-quincunx,7')\n(Pluto,245.017,(r)) (H10,125.096,(c)) (trine,5')", "(Moon,279.502,(p)) (H4,339.279,(p)) (sextile,13')\n(Uranus,304.850,(c)) (H4,304.831,(c)) (conjunction,1')", "(H8,85.161,(r)) (Moon,295.403,(p)) (150-quincunx,15')\n(Moon,295.403,(p)) (H4,340.641,(p)) (45-semisquare,14')\n(Mean_Node,165.226,(p)) (H1,255.093,(p)) (square,8')\n(Mean_Node,165.226,(p)) (H12,225.396,(p)) (sextile,10')\n(Mean_Node,166.154,(r)) (Moon,196.113,(c)) (30-semisextile,3')\n(H1,237.282,(r)) (Neptune,297.298,(c)) (sextile,1')", "(Mean_Node,166.154,(r)) (H4,301.164,(c)) (135-sesquisquare,1')\n(Sun,213.477,(c)) (H3,273.648,(c)) (sextile,10')", "(Moon,17.259,(p)) (H4,347.532,(p)) (30-semisextile,16')\n(Uranus,306.019,(p)) (H7,81.053,(p)) (135-sesquisquare,2')\n(H7,57.282,(r)) (Neptune,297.240,(c)) (trine,3')", "(Neptune,297.580,(r)) (Moon,27.802,(p)) (square,13')\n(Mercury,252.161,(r)) (Moon,117.436,(c)) (135-sesquisquare,16')\n(Neptune,297.580,(r)) (Moon,117.436,(c)) (opposition,9')\n(Neptune,297.580,(r)) (H10,117.620,(c)) (opposition,2')\n(H1,237.282,(r)) (Neptune,297.234,(c)) (sextile,3')\n(Sun,209.624,(c)) (H6,359.662,(c)) (150-quincunx,2')", "(Mercury,252.161,(r)) (Moon,117.368,(c)) (135-sesquisquare,12')\n(H1,237.282,(r)) (Moon,117.368,(c)) (trine,5')\n(Moon,117.368,(c)) (H10,117.615,(c)) (conjunction,15')", "(Sun,233.798,(r)) (H4,323.636,(p)) (square,10')\n(Mean_Node,166.154,(r)) (Moon,105.701,(p)) (sextile,27')\n(Venus,280.441,(r)) (Moon,40.953,(c)) (trine,31')\n(Pluto,245.017,(r)) (H3,290.084,(c)) (45-semisquare,4')\n(Pluto,244.928,(c)) (H3,290.084,(c)) (45-semisquare,9')", "(H2,265.161,(r)) (Mars,295.120,(p)) (30-semisextile,2')\n(Mars,275.212,(r)) (Moon,95.110,(c)) (opposition,6')\n(Uranus,305.187,(r)) (Moon,95.110,(c)) (150-quincunx,5')\n(Pluto,245.017,(r)) (Moon,95.110,(c)) (150-quincunx,6')\n(Mean_Node,166.154,(r)) (H1,211.015,(c)) (45-semisquare,8')\n(Mars,255.940,(c)) (H1,211.015,(c)) (45-semisquare,5')\n(Saturn,16.043,(c)) (H2,241.168,(c)) (135-sesquisquare,8')", "(Saturn,14.341,(r)) (Moon,344.172,(p)) (30-semisextile,10')\n(H1,237.282,(r)) (Neptune,297.261,(c)) (sextile,1')", "(H1,237.282,(r)) (Moon,177.189,(c)) (sextile,6')\n(Sun,214.617,(c)) (H3,274.658,(c)) (sextile,2')\n(Uranus,304.815,(c)) (H3,274.658,(c)) (30-semisextile,9')\n(Mean_Node,167.167,(c)) (H10,122.226,(c)) (45-semisquare,4')", 54]
['1997-11-16 05:27:59', "(Mercury,252.291,(r)) (Moon,281.883,(c)) (30-semisextile,25')\n(H4,356.716,(r)) (Mercury,236.544,(c)) (trine,10')\n(Saturn,14.963,(c)) (H4,344.855,(c)) (30-semisextile,6')", "(Sun,233.891,(r)) (Moon,278.366,(c)) (45-semisquare,32')", "(H4,356.716,(r)) (Mercury,266.624,(p)) (square,6')\n(Saturn,14.337,(r)) (H4,344.472,(c)) (30-semisextile,8')\n(H4,356.716,(r)) (Mars,266.877,(c)) (square,10')", "(H4,356.716,(r)) (Mercury,266.815,(p)) (square,6')\n(Uranus,305.190,(r)) (Moon,274.828,(c)) (30-semisextile,22')\n(Pluto,245.021,(r)) (Moon,274.828,(c)) (30-semisextile,12')\n(Jupiter,313.337,(c)) (H3,313.465,(c)) (conjunction,8')", "(Saturn,14.337,(r)) (H1,284.440,(p)) (square,6')\n(Mars,275.282,(r)) (Moon,214.811,(c)) (sextile,28')\n(Pluto,245.021,(r)) (Moon,214.811,(c)) (30-semisextile,13')", "(Moon,75.607,(r)) (H4,15.515,(p)) (sextile,6')\n(Venus,280.527,(r)) (Moon,280.744,(p)) (conjunction,13')\n(Sun,250.425,(p)) (Moon,280.744,(p)) (30-semisextile,19')\n(Mean_Node,166.149,(r)) (Moon,211.405,(c)) (45-semisquare,15')", "(H4,356.716,(r)) (Moon,296.661,(p)) (sextile,3')\n(Sun,251.617,(p)) (Moon,296.661,(p)) (45-semisquare,3')\n(Neptune,297.582,(r)) (H1,252.575,(c)) (45-semisquare,0')", "(Pluto,245.021,(r)) (H4,20.080,(p)) (135-sesquisquare,4')\n(H4,356.716,(r)) (Venus,296.742,(p)) (sextile,2')\n(Jupiter,314.518,(r)) (Moon,164.835,(c)) (150-quincunx,19')\n(Pluto,245.021,(r)) (H3,304.927,(c)) (sextile,6')\n(Pluto,245.021,(r)) (H4,334.971,(c)) (square,3')\n(Uranus,304.803,(c)) (H3,304.927,(c)) (conjunction,7')\n(Uranus,304.803,(c)) (H4,334.971,(c)) (30-semisextile,10')", "(Moon,127.646,(c)) (H7,67.228,(c)) (sextile,25')", "(Saturn,15.903,(c)) (H10,151.073,(c)) (135-sesquisquare,10')", "(H1,268.846,(r)) (Moon,29.199,(p)) (trine,21')\n(H1,268.846,(r)) (Moon,118.518,(c)) (150-quincunx,20')", "(Venus,282.644,(p)) (H3,327.486,(p)) (45-semisquare,10')\n(Mercury,252.291,(r)) (Moon,42.314,(c)) (150-quincunx,1')", "(Saturn,14.337,(r)) (H10,149.331,(c)) (135-sesquisquare,0')\n(Pluto,245.021,(r)) (H1,244.959,(c)) (conjunction,4')", "(Sun,255.194,(p)) (Moon,345.469,(p)) (square,17')\n(Pluto,245.848,(p)) (H10,201.000,(p)) (45-semisquare,9')\n(Mars,275.282,(r)) (Moon,155.551,(c)) (trine,16')\n(Pluto,245.021,(r)) (Moon,155.551,(c)) (square,32')\n(Pluto,244.240,(c)) (H10,154.169,(c)) (square,4')", "(Mean_Node,166.149,(r)) (H3,346.332,(p)) (opposition,11')\n(Moon,318.557,(p)) (H10,198.746,(p)) (trine,11')\n(H1,268.846,(r)) (Mercury,223.798,(c)) (45-semisquare,3')", 44]
['1997-11-16 07:14:07', "(Uranus,305.530,(p)) (H12,275.597,(p)) (30-semisextile,4')\n(Pluto,245.448,(p)) (H12,275.597,(p)) (30-semisextile,9')\n(Mercury,252.394,(r)) (Moon,282.864,(c)) (30-semisextile,28')\n(Moon,282.864,(c)) (H7,103.217,(c)) (opposition,21')\n(Saturn,14.958,(c)) (H12,255.058,(c)) (trine,6')", "(Uranus,305.540,(p)) (H3,5.626,(p)) (sextile,5')\n(Pluto,245.458,(p)) (H3,5.626,(p)) (trine,10')\n(Sun,233.965,(r)) (Moon,279.343,(c)) (45-semisquare,23')\n(Sun,222.839,(c)) (H1,282.975,(c)) (sextile,8')\n(Saturn,14.975,(c)) (H12,254.811,(c)) (trine,10')", "(Uranus,305.192,(r)) (Moon,214.801,(p)) (square,23')\n(Pluto,245.024,(r)) (Moon,214.801,(p)) (30-semisextile,13')\n(Moon,214.801,(p)) (H7,124.390,(p)) (square,25')", "(Sun,222.570,(c)) (H7,102.730,(c)) (trine,10')\n(Jupiter,313.344,(c)) (H4,13.182,(c)) (sextile,10')", "(Mars,275.338,(r)) (Moon,215.714,(c)) (sextile,23')\n(H1,293.335,(r)) (Mars,263.278,(c)) (30-semisextile,3')\n(Moon,215.714,(c)) (H3,335.907,(c)) (trine,12')", "(H4,25.455,(r)) (Sun,250.500,(p)) (135-sesquisquare,3')\n(Moon,281.734,(p)) (H3,11.733,(p)) (square,0')", "(Neptune,297.583,(r)) (Moon,297.664,(p)) (conjunction,5')\n(H1,293.335,(r)) (Venus,263.232,(c)) (30-semisextile,6')", "(Uranus,305.192,(r)) (Moon,335.453,(p)) (30-semisextile,16')\n(Pluto,245.024,(r)) (Moon,335.453,(p)) (square,26')\n(Mean_Node,166.146,(r)) (H3,16.279,(p)) (150-quincunx,8')\n(Jupiter,317.445,(p)) (H4,47.614,(p)) (square,10')\n(Mean_Node,166.146,(r)) (Moon,165.705,(c)) (conjunction,26')\n(Sun,213.644,(c)) (H4,3.717,(c)) (150-quincunx,4')\n(Uranus,304.804,(c)) (H7,94.736,(c)) (150-quincunx,4')", "(Pluto,245.024,(r)) (Moon,19.622,(p)) (135-sesquisquare,24')\n(H7,113.335,(r)) (Mars,293.309,(p)) (opposition,2')", "(Sun,209.790,(c)) (Moon,119.499,(c)) (square,17')\n(Sun,209.790,(c)) (H10,179.688,(c)) (30-semisextile,6')", "(Jupiter,318.104,(p)) (H1,318.070,(p)) (conjunction,2')\n(Jupiter,314.526,(r)) (H10,179.682,(c)) (135-sesquisquare,9')\n(Sun,209.785,(c)) (Moon,119.431,(c)) (square,21')\n(Sun,209.785,(c)) (H10,179.682,(c)) (30-semisextile,6')\n(Moon,119.431,(c)) (H10,179.682,(c)) (sextile,15')", '11', '12', "(Mean_Node,166.146,(r)) (Moon,346.502,(p)) (opposition,21')\n(Mercury,273.359,(p)) (H10,228.471,(p)) (45-semisquare,7')\n(Sun,212.857,(c)) (H10,182.892,(c)) (30-semisextile,2')", "(Mean_Node,165.133,(p)) (H3,14.951,(p)) (150-quincunx,11')\n(Jupiter,314.526,(r)) (Moon,179.158,(c)) (135-sesquisquare,22')\n(Sun,214.783,(c)) (H10,184.916,(c)) (30-semisextile,8')\n(Uranus,304.817,(c)) (H10,184.916,(c)) (trine,6')", 45]
['1997-11-16 13:25:35', "(Mars,275.534,(r)) (H4,125.695,(p)) (150-quincunx,10')\n(Uranus,305.539,(p)) (H4,125.695,(p)) (opposition,9')\n(Mean_Node,166.132,(r)) (Moon,286.308,(c)) (trine,11')\n(Moon,286.308,(c)) (H7,196.610,(c)) (square,18')\n(Saturn,14.942,(c)) (H12,344.853,(c)) (30-semisextile,5')\n(Mean_Node,166.704,(c)) (H7,196.610,(c)) (30-semisextile,6')", "(Moon,216.818,(p)) (H3,97.133,(p)) (trine,19')\n(Mercury,252.755,(r)) (Moon,282.772,(c)) (30-semisextile,1')\n(Saturn,14.320,(r)) (H10,284.281,(c)) (square,2')\n(Mean_Node,166.132,(r)) (H3,76.133,(c)) (square,0')\n(Sun,223.099,(c)) (Moon,282.772,(c)) (sextile,20')", "(Saturn,14.320,(r)) (H4,104.195,(c)) (square,7')\n(Saturn,14.320,(r)) (H12,344.476,(c)) (30-semisextile,9')\n(Mean_Node,166.132,(r)) (H7,196.237,(c)) (30-semisextile,6')", "(Moon,220.128,(p)) (H7,219.971,(p)) (conjunction,9')\n(Sun,234.225,(r)) (Moon,279.215,(c)) (45-semisquare,1')\n(Mean_Node,166.132,(r)) (H7,196.055,(c)) (30-semisextile,5')", "(Moon,281.437,(p)) (H10,311.272,(p)) (30-semisextile,10')\n(Moon,218.885,(c)) (H12,339.386,(c)) (trine,30')", "(Moon,285.205,(p)) (H7,225.303,(p)) (sextile,6')\n(Mean_Node,165.266,(p)) (H7,225.303,(p)) (sextile,2')\n(Moon,80.226,(r)) (Moon,215.462,(c)) (135-sesquisquare,14')\n(Venus,280.833,(r)) (H7,190.879,(c)) (square,3')\n(Uranus,305.199,(r)) (Moon,215.462,(c)) (square,16')\n(Pluto,245.034,(r)) (Moon,215.462,(c)) (30-semisextile,26')\n(H4,114.784,(r)) (Venus,264.723,(c)) (150-quincunx,4')", "(Mean_Node,166.132,(r)) (Moon,301.180,(p)) (135-sesquisquare,3')\n(Mean_Node,166.132,(r)) (H12,16.284,(p)) (150-quincunx,9')\n(H8,238.003,(r)) (Neptune,298.023,(p)) (sextile,1')\n(Venus,280.833,(r)) (H8,220.857,(c)) (sextile,1')", "(Sun,213.902,(c)) (Moon,168.749,(c)) (45-semisquare,9')", "(Moon,23.291,(p)) (H7,232.761,(p)) (150-quincunx,32')\n(Moon,23.291,(p)) (H12,23.009,(p)) (conjunction,17')", "(Sun,258.656,(p)) (Moon,33.843,(p)) (135-sesquisquare,11')", "(Moon,80.226,(r)) (H10,320.123,(p)) (trine,6')\n(Sun,258.661,(p)) (Moon,33.921,(p)) (135-sesquisquare,16')\n(Moon,122.614,(c)) (H1,2.971,(c)) (trine,21')\n(Moon,122.614,(c)) (H10,272.578,(c)) (150-quincunx,2')", "(H3,86.448,(r)) (Sun,236.560,(p)) (150-quincunx,7')\n(Sun,234.225,(r)) (H3,84.263,(c)) (150-quincunx,2')", "(Saturn,14.320,(r)) (Moon,58.820,(p)) (45-semisquare,30')\n(Mars,295.449,(p)) (H1,55.392,(p)) (trine,3')", '13', "(Jupiter,314.557,(r)) (H10,314.575,(p)) (conjunction,1')\n(Mean_Node,165.120,(p)) (H3,105.185,(p)) (sextile,4')", 44]
['1997-11-16 15:21:36', "(Uranus,305.201,(r)) (H4,155.326,(p)) (150-quincunx,7')\n(Pluto,245.037,(r)) (Moon,214.543,(p)) (30-semisextile,30')\n(H7,236.668,(r)) (Mercury,266.681,(p)) (30-semisextile,1')\n(Venus,290.223,(p)) (H4,155.326,(p)) (135-sesquisquare,6')\n(Pluto,245.461,(p)) (H4,155.326,(p)) (square,8')\n(Mean_Node,166.128,(r)) (H7,226.101,(c)) (sextile,2')\n(Mars,267.455,(c)) (H4,132.383,(c)) (135-sesquisquare,4')", "(Mars,275.595,(r)) (H10,335.627,(p)) (sextile,2')\n(Sun,245.489,(p)) (H10,335.627,(p)) (square,8')\n(Moon,217.807,(p)) (H1,67.617,(p)) (150-quincunx,11')\n(Uranus,305.552,(p)) (H10,335.627,(p)) (30-semisextile,4')\n(Pluto,245.471,(p)) (H10,335.627,(p)) (square,9')\n(Mercury,252.868,(r)) (H3,102.898,(c)) (150-quincunx,2')\n(Saturn,14.316,(r)) (Moon,283.846,(c)) (square,28')\n(H1,56.668,(r)) (Mercury,236.766,(c)) (opposition,6')\n(Mars,267.256,(c)) (H10,312.120,(c)) (45-semisquare,8')", "(Mars,275.595,(r)) (H4,155.732,(p)) (trine,8')\n(Moon,218.955,(p)) (H12,39.220,(p)) (opposition,16')\n(Uranus,305.555,(p)) (H4,155.732,(p)) (150-quincunx,11')\n(Mercury,252.868,(r)) (Moon,282.609,(c)) (30-semisextile,16')\n(H7,236.668,(r)) (Mercury,236.626,(c)) (conjunction,3')\n(Mars,267.186,(c)) (H4,132.028,(c)) (135-sesquisquare,10')", "(Venus,280.908,(r)) (Moon,221.122,(p)) (sextile,13')\n(Pluto,245.037,(r)) (H3,124.902,(p)) (trine,8')\n(Sun,245.760,(p)) (H4,155.931,(p)) (square,10')", "(Mercury,252.868,(r)) (Moon,282.520,(p)) (30-semisextile,21')\n(Saturn,14.316,(r)) (H12,44.491,(p)) (30-semisextile,11')\n(Moon,282.520,(p)) (H1,72.609,(p)) (150-quincunx,5')\n(H3,113.412,(r)) (Mars,263.529,(c)) (150-quincunx,7')\n(H10,323.465,(r)) (Mars,263.529,(c)) (sextile,4')\n(Moon,219.877,(c)) (H12,10.294,(c)) (150-quincunx,25')", "(Mercury,252.868,(r)) (H7,252.888,(p)) (conjunction,1')\n(Mean_Node,166.128,(r)) (Moon,286.291,(p)) (trine,10')\n(Moon,81.341,(r)) (Moon,216.451,(c)) (135-sesquisquare,7')\n(Moon,216.451,(c)) (H4,126.984,(c)) (square,32')", "(Mean_Node,166.128,(r)) (H12,46.049,(p)) (trine,5')\n(H8,265.069,(r)) (Venus,295.208,(p)) (30-semisextile,8')\n(Sun,252.034,(p)) (H8,282.191,(p)) (30-semisextile,9')\n(Neptune,298.026,(p)) (H4,163.063,(p)) (135-sesquisquare,2')\n(H4,143.465,(r)) (Venus,263.586,(c)) (trine,7')", "(Jupiter,314.567,(r)) (H3,134.505,(p)) (opposition,4')\n(Mean_Node,166.128,(r)) (H4,166.276,(p)) (conjunction,9')\n(Uranus,305.201,(r)) (Moon,169.700,(c)) (135-sesquisquare,30')", "(H4,143.465,(r)) (Mars,293.572,(p)) (150-quincunx,6')\n(Mercury,252.868,(r)) (Moon,132.650,(c)) (trine,13')", "(Pluto,245.037,(r)) (Moon,34.990,(p)) (150-quincunx,3')\n(H6,207.250,(r)) (Neptune,297.238,(c)) (square,1')", "(Uranus,305.201,(r)) (Moon,35.068,(p)) (square,8')\n(Moon,123.604,(c)) (H1,33.199,(c)) (square,24')", "(Venus,280.908,(r)) (H4,145.942,(p)) (135-sesquisquare,2')\n(H7,236.668,(r)) (Sun,236.641,(p)) (conjunction,2')\n(Sun,234.306,(r)) (H7,234.394,(c)) (conjunction,5')\n(Moon,81.341,(r)) (H3,111.159,(c)) (30-semisextile,11')", '12', '13', "(Sun,234.306,(r)) (Moon,324.254,(p)) (square,3')", 54]
