['Time', '0: 1917-11-30', '1: 1927-06-30', '2: 1927-06-30', '3: 1930-07-20', '4: 1940-01-01', '5: 1941-12-07', '6: 1942-03-20', '7: 1943-06-25', '8: 1944-04-20', '9: 1948-02-07', '10: 1949-01-15', '11: 1949-12-04', '12: 1952-04-22', '13: 1954-01-18', '14: 1963-04-29', '15: 1974-08-21', '16: 1978-09-21', 'Count']
['1916-09-06 12:40:16', '0', '1', "(Neptune,123.878,(r)) (H1,213.954,(d)) (square,4.56')", "(Mercury,190.182,(r)) (H1,190.315,(c)) (conjunction,7.98')\n(Mercury,190.182,(r)) (H9,70.255,(c)) (trine,4.36')", '4', "(Uranus,316.709,(r)) (H10,136.537,(d)) (opposition,10.34')", '6', "(Venus,117.763,(r)) (H7,357.715,(c)) (trine,2.87')", "(Mean_Node,296.538,(r)) (H5,296.558,(c)) (conjunction,1.22')", "(H5,322.864,(r)) (H4,322.724,(d)) (conjunction,8.41')", "(H10,112.317,(r)) (H9,112.437,(d)) (conjunction,7.21')\n(H9,82.823,(r)) (H10,82.847,(c)) (conjunction,1.42')", '11', '12', '13', '14', '15', '16', 9]
['1916-09-06 09:23:12', '0', '1', '2', '3', '4', '5', "(Mercury,190.033,(r)) (H3,190.040,(c)) (conjunction,0.42')", "(Mercury,190.033,(r)) (H7,310.126,(c)) (trine,5.59')", '8', "(Jupiter,35.168,(r)) (H4,275.207,(d)) (trine,2.36')", "(H10,66.559,(r)) (H9,66.692,(d)) (conjunction,7.96')\n(Jupiter,35.168,(r)) (H10,35.096,(c)) (conjunction,4.33')", '11', '12', '13', '14', '15', '16', 5]
['1916-09-06 20:09:04', '0', '1', "(Mars,208.741,(r)) (H1,298.831,(c)) (square,5.43')", "(Jupiter,35.150,(r)) (H10,215.237,(c)) (opposition,5.21')", '4', '5', '6', '7', '8', '9', '10', '11', "(Jupiter,35.150,(r)) (H1,275.235,(c)) (trine,5.14')", '13', '14', "(H7,129.862,(r)) (H5,129.856,(d)) (conjunction,0.35')", "(Mean_Node,296.521,(r)) (H1,251.527,(c)) (45-semisquare,0.35')", 5]
['1916-09-07 02:37:36', '0', "(Neptune,123.896,(r)) (H9,303.909,(d)) (opposition,0.77')\n(Mercury,190.809,(r)) (H10,310.900,(c)) (trine,5.48')", '2', '3', "(Mars,208.919,(r)) (H10,298.893,(c)) (square,1.58')", '5', "(Saturn,116.897,(r)) (H10,296.808,(c)) (opposition,5.34')", "(Mean_Node,296.507,(r)) (H7,266.546,(d)) (30-semisextile,2.32')", '8', '9', '10', "(Mean_Node,296.507,(r)) (H4,176.487,(d)) (trine,1.20')", '12', '13', '14', '15', '16', 6]
['1916-09-07 01:08:56', '0', '1', '2', "(Uranus,316.692,(r)) (H10,286.708,(c)) (30-semisextile,0.96')", "(Mercury,190.743,(r)) (H1,10.653,(c)) (opposition,5.43')", "(Mean_Node,296.510,(r)) (H3,116.362,(d)) (opposition,8.91')", "(Mean_Node,296.510,(r)) (H3,116.622,(d)) (opposition,6.71')", '7', "(Mars,208.879,(r)) (H5,178.879,(d)) (30-semisextile,0.03')", '9', "(Mercury,190.743,(r)) (H1,70.710,(d)) (trine,1.96')", "(Jupiter,35.141,(r)) (H5,185.130,(d)) (150-quincunx,0.66')\n(Mars,208.879,(r)) (H1,358.810,(c)) (150-quincunx,4.10')", "(Jupiter,35.141,(r)) (H4,155.062,(d)) (trine,4.78')", '13', "(Uranus,316.692,(r)) (H4,166.692,(d)) (150-quincunx,0.00')", "(Pluto,94.272,(r)) (H7,274.324,(d)) (opposition,3.08')", "(Neptune,123.894,(r)) (H8,303.751,(d)) (opposition,8.57')", 12]
['1916-09-06 21:17:12', '0', "(Uranus,316.697,(r)) (H1,316.782,(c)) (conjunction,5.11')", '2', '3', '4', '5', "(Pluto,94.271,(r)) (H12,274.277,(c)) (opposition,0.35')", "(Mean_Node,296.519,(r)) (H5,116.384,(d)) (opposition,8.12')", '8', "(Jupiter,35.148,(r)) (H4,35.009,(c)) (conjunction,8.35')", "(Jupiter,35.148,(r)) (H10,275.127,(d)) (trine,1.23')", '11', '12', "(Mars,208.772,(r)) (H4,28.904,(c)) (opposition,7.90')", '14', "(Mars,208.772,(r)) (H4,118.688,(d)) (square,5.02')", '16', 7]
['1916-09-06 08:56:00', "(Moon,268.940,(r)) (H4,238.897,(c)) (30-semisextile,2.55')", '1', '2', '3', '4', "(Jupiter,35.169,(r)) (H10,35.289,(c)) (conjunction,7.21')", '6', "(Jupiter,35.169,(r)) (H5,245.137,(c)) (150-quincunx,1.91')", "(Pluto,94.265,(r)) (H5,244.357,(c)) (150-quincunx,5.49')", "(Moon,268.940,(r)) (H4,268.949,(d)) (conjunction,0.57')\n(Moon,268.940,(r)) (H4,208.959,(c)) (sextile,1.16')", "(Moon,268.940,(r)) (H1,118.847,(c)) (150-quincunx,5.58')", "(Moon,268.940,(r)) (H5,238.963,(c)) (30-semisextile,1.42')", '12', '13', "(Mean_Node,296.546,(r)) (POF,296.625,(d)) (conjunction,4.70')", '15', "(Mars,208.432,(r)) (H1,208.466,(d)) (conjunction,2.05')\n(Saturn,116.821,(r)) (H4,296.989,(d)) (opposition,10.04')", 11]
['1916-09-06 20:29:28', "(Uranus,316.698,(r)) (H7,136.677,(d)) (opposition,1.30')", "(Moon,275.798,(r)) (H9,215.759,(d)) (sextile,2.40')", "(Neptune,123.888,(r)) (H1,304.058,(c)) (opposition,10.22')", "(Mercury,190.535,(r)) (H10,220.478,(c)) (30-semisextile,3.39')", "(Mean_Node,296.521,(r)) (H1,341.580,(d)) (45-semisquare,3.57')", "(Sun,163.884,(r)) (H1,343.849,(d)) (opposition,2.07')\n(Mean_Node,296.521,(r)) (H3,356.434,(c)) (sextile,5.23')", "(Moon,275.798,(r)) (H3,50.778,(d)) (135-sesquisquare,1.21')\n(Mars,208.750,(r)) (H10,208.586,(c)) (conjunction,9.86')", '7', "(Uranus,316.698,(r)) (H1,346.643,(d)) (30-semisextile,3.31')", "(Moon,275.798,(r)) (POF,95.824,(d)) (opposition,1.52')", '10', "(Jupiter,35.149,(r)) (POF,35.328,(c)) (conjunction,10.71')", '12', "(Mars,208.750,(r)) (H4,88.675,(d)) (trine,4.49')", '14', '15', '16', 13]
['1916-09-06 19:09:04', "(Moon,275.001,(r)) (H4,35.072,(d)) (trine,4.26')", "(Sun,163.830,(r)) (H9,193.749,(d)) (30-semisextile,4.82')", '2', '3', '4', '5', '6', '7', '8', '9', "(Mean_Node,296.524,(r)) (H9,146.434,(c)) (150-quincunx,5.38')", "(Mars,208.713,(r)) (H4,358.698,(c)) (150-quincunx,0.90')", "(Pluto,94.270,(r)) (H5,94.362,(d)) (conjunction,5.54')", '13', '14', '15', '16', 5]
['1916-09-06 22:51:28', "(Venus,118.154,(r)) (H7,178.225,(d)) (sextile,4.26')\n(Mean_Node,296.515,(r)) (H4,86.431,(c)) (150-quincunx,5.08')", "(Moon,277.209,(r)) (H10,277.328,(d)) (conjunction,7.09')", "(Moon,277.209,(r)) (H4,97.328,(d)) (opposition,7.09')", "(Moon,277.209,(r)) (POF,97.212,(c)) (opposition,0.16')", "(Mars,208.815,(r)) (H12,298.881,(c)) (square,3.96')", '5', "(Saturn,116.881,(r)) (H1,26.883,(d)) (square,0.11')\n(Saturn,116.881,(r)) (H12,296.724,(c)) (opposition,9.44')", '7', '8', '9', '10', '11', '12', "(Sun,163.980,(r)) (H1,314.019,(c)) (150-quincunx,2.38')", '14', '15', "(Venus,118.154,(r)) (H4,28.180,(c)) (square,1.58')", 10]
['1916-09-06 22:35:11', '0', '1', '2', '3', "(Sun,163.969,(r)) (H12,343.978,(d)) (opposition,0.57')", "(Uranus,316.695,(r)) (H10,286.723,(d)) (30-semisextile,1.66')", '6', '7', "(Uranus,316.695,(r)) (H5,136.746,(d)) (opposition,3.05')", '9', '10', "(Sun,163.969,(r)) (H1,314.004,(c)) (150-quincunx,2.15')", "(Mean_Node,296.516,(r)) (H4,116.344,(d)) (opposition,10.31')", '13', '14', "(Venus,118.144,(r)) (H4,28.126,(c)) (square,1.05')", "(Moon,277.048,(r)) (H4,142.027,(d)) (135-sesquisquare,1.24')", 7]
['1916-09-07 02:23:28', "(Uranus,316.690,(r)) (H4,136.801,(c)) (opposition,6.65')", '1', '2', '3', '4', "(Sun,164.122,(r)) (H10,344.102,(d)) (opposition,1.22')", '6', '7', "(Uranus,316.690,(r)) (H4,166.621,(d)) (150-quincunx,4.16')", '9', "(Venus,118.290,(r)) (H1,88.333,(d)) (30-semisextile,2.59')", '11', '12', '13', '14', '15', '16', 4]
['1916-09-06 22:14:15', '0', '1', '2', '3', '4', "(Uranus,316.696,(r)) (H1,316.863,(c)) (conjunction,10.01')", '6', "(Mercury,190.613,(r)) (H5,130.540,(d)) (sextile,4.38')", '8', '9', '10', '11', '12', '13', '14', "(Moon,276.840,(r)) (H5,51.825,(c)) (135-sesquisquare,0.88')", '16', 3]
['1916-09-06 19:05:51', '0', '1', '2', '3', '4', "(Venus,118.010,(r)) (H10,237.920,(d)) (trine,5.36')", "(Sun,163.827,(r)) (H3,28.848,(d)) (135-sesquisquare,1.23')\n(Moon,274.969,(r)) (H1,319.973,(d)) (45-semisquare,0.26')\n(Mars,208.712,(r)) (H3,28.848,(d)) (opposition,8.18')", "(Mars,208.712,(r)) (H7,88.655,(c)) (trine,3.41')", '8', "(Mean_Node,296.524,(r)) (H1,326.483,(d)) (30-semisextile,2.42')", '10', '11', '12', "(Jupiter,35.152,(r)) (H5,95.204,(d)) (sextile,3.17')", '14', '15', '16', 7]
['1916-09-06 22:50:23', '0', "(Moon,277.199,(r)) (H10,277.082,(d)) (conjunction,7.03')", "(Moon,277.199,(r)) (H4,97.082,(d)) (opposition,7.03')", '3', '4', '5', "(Mean_Node,296.515,(r)) (H1,26.572,(d)) (square,3.39')\n(Mean_Node,296.515,(r)) (H12,296.461,(c)) (conjunction,3.30')", "(Mars,208.815,(r)) (H5,88.812,(c)) (trine,0.15')", "(Venus,118.153,(r)) (H5,88.070,(c)) (30-semisextile,4.98')", '9', '10', "(Jupiter,35.145,(r)) (H1,35.282,(d)) (conjunction,8.21')\n(Mean_Node,296.515,(r)) (H5,146.588,(d)) (150-quincunx,4.36')\n(Mean_Node,296.515,(r)) (H4,56.597,(c)) (trine,4.91')", '12', '13', '14', "(Mercury,190.640,(r)) (H8,145.607,(c)) (45-semisquare,1.98')", '16', 10]
['1916-09-06 21:26:39', '0', '1', '2', "(Moon,276.367,(r)) (POF,96.436,(d)) (opposition,4.15')", '4', '5', "(Moon,276.367,(r)) (H12,276.473,(c)) (conjunction,6.36')\n(Neptune,123.889,(r)) (H1,303.881,(c)) (opposition,0.46')", '7', '8', "(Moon,276.367,(r)) (H4,96.458,(d)) (opposition,5.48')\n(Venus,118.100,(r)) (H1,297.965,(c)) (opposition,8.10')", '10', '11', "(Mean_Node,296.519,(r)) (POF,116.566,(d)) (opposition,2.85')", '13', '14', '15', '16', 6]
['1916-09-06 11:49:36', "(Mercury,190.144,(r)) (H7,10.071,(c)) (opposition,4.36')", "(Moon,270.652,(r)) (H10,90.685,(c)) (opposition,2.02')", "(Moon,270.652,(r)) (H1,180.739,(c)) (square,5.26')\n(Moon,270.652,(r)) (H4,270.685,(c)) (conjunction,2.02')", "(Venus,117.731,(r)) (H1,177.759,(c)) (sextile,1.69')", '4', "(Uranus,316.711,(r)) (H1,166.683,(c)) (150-quincunx,1.65')", "(Pluto,94.267,(r)) (H3,274.257,(d)) (opposition,0.56')", '7', '8', '9', "(H10,100.484,(r)) (H9,100.479,(d)) (conjunction,0.29')\n(H9,71.149,(r)) (H10,71.076,(c)) (conjunction,4.40')", "(Sun,163.533,(r)) (H5,343.377,(d)) (opposition,9.41')", '12', '13', "(Venus,117.731,(r)) (H4,237.701,(c)) (trine,1.82')", "(Pluto,94.267,(r)) (H8,94.278,(d)) (conjunction,0.70')\n(Moon,270.652,(r)) (H7,315.698,(c)) (45-semisquare,2.76')\n(Uranus,316.711,(r)) (H4,226.748,(c)) (square,2.24')", '16', 14]
['1916-09-06 13:32:07', '0', '1', '2', '3', '4', '5', "(Mars,208.558,(r)) (H3,298.488,(d)) (square,4.22')", '7', "(Venus,117.796,(r)) (POF,297.639,(c)) (opposition,9.44')", '9', "(Jupiter,35.161,(r)) (H1,185.157,(c)) (150-quincunx,0.26')\n(H9,94.751,(r)) (H10,94.784,(c)) (conjunction,1.98')", "(Mercury,190.221,(r)) (H5,10.394,(d)) (opposition,10.37')", "(Moon,271.664,(r)) (H4,271.829,(c)) (conjunction,9.86')", '13', '14', "(Mercury,190.221,(r)) (H8,10.179,(c)) (opposition,2.56')\n(Mean_Node,296.536,(r)) (H4,251.520,(c)) (45-semisquare,0.97')", "(Mars,208.558,(r)) (POF,28.519,(d)) (opposition,2.36')", 9]
['1916-09-06 07:27:43', '0', "(Moon,268.071,(r)) (H1,118.038,(c)) (150-quincunx,1.95')", '2', '3', '4', "(Mercury,189.945,(r)) (H3,159.945,(c)) (30-semisextile,0.02')", '6', '7', '8', "(Jupiter,35.171,(r)) (H4,185.217,(c)) (150-quincunx,2.74')\n(H4,218.130,(r)) (H5,218.301,(c)) (conjunction,10.27')", '10', '11', '12', "(Sun,163.357,(r)) (H5,283.316,(d)) (trine,2.48')", '14', '15', "(Mean_Node,296.549,(r)) (H1,71.612,(c)) (135-sesquisquare,3.73')", 6]
['1916-09-06 21:33:44', "(Mercury,190.583,(r)) (H4,70.647,(d)) (trine,3.84')", '1', "(Moon,276.437,(r)) (H1,321.357,(c)) (45-semisquare,4.79')", '3', '4', '5', '6', "(Jupiter,35.147,(r)) (H7,185.153,(d)) (150-quincunx,0.33')\n(Sun,163.927,(r)) (H10,223.885,(c)) (sextile,2.55')", '8', '9', '10', "(Mean_Node,296.518,(r)) (POF,116.535,(d)) (opposition,1.01')", "(Jupiter,35.147,(r)) (H4,35.008,(c)) (conjunction,8.34')", '13', '14', '15', '16', 6]
['1916-09-06 12:09:04', "(Uranus,316.710,(r)) (H3,256.765,(d)) (sextile,3.27')", "(Jupiter,35.163,(r)) (H10,95.165,(c)) (sextile,0.09')", '2', "(Venus,117.743,(r)) (H10,117.863,(d)) (conjunction,7.18')\n(Uranus,316.710,(r)) (POF,316.692,(d)) (conjunction,1.12')", '4', '5', '6', "(Mercury,190.159,(r)) (H10,130.248,(d)) (sextile,5.35')", '8', '9', "(H10,105.002,(r)) (H9,105.034,(d)) (conjunction,1.93')\n(H9,75.648,(r)) (H10,75.623,(c)) (conjunction,1.55')", "(Uranus,316.710,(r)) (H4,316.594,(d)) (conjunction,7.00')", "(Moon,270.844,(r)) (POF,270.712,(c)) (conjunction,7.90')", '13', "(Moon,270.844,(r)) (H1,150.905,(c)) (trine,3.67')", "(Neptune,123.878,(r)) (H8,348.950,(c)) (135-sesquisquare,4.37')", '16', 11]
['1916-09-06 23:00:24', '0', '1', '2', '3', "(Saturn,116.882,(r)) (H1,26.948,(d)) (square,3.99')", '5', "(Sun,163.986,(r)) (H12,298.937,(c)) (135-sesquisquare,2.90')", "(Venus,118.160,(r)) (H7,148.093,(c)) (30-semisextile,4.01')\n(Jupiter,35.145,(r)) (H10,245.089,(c)) (150-quincunx,3.35')", '8', '9', '10', '11', '12', '13', '14', '15', "(Pluto,94.272,(r)) (H8,274.202,(d)) (opposition,4.16')", 5]
['1916-09-06 13:17:36', "(Moon,271.521,(r)) (H7,31.553,(c)) (trine,1.93')", '1', '2', '3', "(Saturn,116.840,(r)) (H12,206.755,(d)) (square,5.13')\n(Mercury,190.210,(r)) (H1,190.358,(c)) (conjunction,8.85')", '5', '6', '7', '8', "(Moon,271.521,(r)) (H1,241.538,(d)) (30-semisextile,1.04')\n(H5,332.323,(r)) (H4,332.459,(d)) (conjunction,8.15')", "(Moon,271.521,(r)) (H9,121.505,(d)) (150-quincunx,0.93')\n(Moon,271.521,(r)) (H10,91.440,(c)) (opposition,4.86')\n(H9,91.400,(r)) (H10,91.440,(c)) (conjunction,2.37')", '11', "(Venus,117.787,(r)) (H5,297.935,(c)) (opposition,8.90')", '13', '14', '15', '16', 9]
['1916-09-07 00:15:12', '0', '1', "(Saturn,116.887,(r)) (H4,116.926,(d)) (conjunction,2.33')", '3', '4', "(Mercury,190.703,(r)) (H10,310.747,(d)) (trine,2.63')", '6', '7', '8', "(Uranus,316.693,(r)) (H4,136.827,(d)) (opposition,8.05')", '10', "(Uranus,316.693,(r)) (H4,76.698,(c)) (trine,0.32')", '12', '13', '14', '15', '16', 4]
['1916-09-07 02:40:48', '0', '1', "(Neptune,123.896,(r)) (H8,258.922,(c)) (135-sesquisquare,1.55')", '3', '4', '5', '6', "(Mean_Node,296.507,(r)) (H10,296.385,(c)) (conjunction,7.34')", '8', '9', '10', '11', '12', "(Jupiter,35.138,(r)) (H5,214.973,(d)) (opposition,9.92')\n(Sun,164.134,(r)) (H5,134.186,(c)) (30-semisextile,3.11')", '14', "(Mercury,190.811,(r)) (H5,235.824,(d)) (45-semisquare,0.77')\n(Mean_Node,296.507,(r)) (POF,116.608,(c)) (opposition,6.05')", '16', 6]
['1916-09-06 14:48:31', '0', "(Jupiter,35.159,(r)) (H10,155.082,(d)) (trine,4.64')", '2', '3', '4', "(Uranus,316.706,(r)) (H1,256.663,(d)) (sextile,2.63')", '6', "(Venus,117.845,(r)) (H10,117.762,(c)) (conjunction,5.02')\n(Mars,208.593,(r)) (H5,328.642,(c)) (trine,2.90')", "(Venus,117.845,(r)) (H5,327.822,(c)) (150-quincunx,1.38')", "(H4,323.943,(r)) (H5,324.051,(c)) (conjunction,6.48')", "(H9,112.685,(r)) (H10,112.562,(c)) (conjunction,7.38')", '11', '12', "(Pluto,94.268,(r)) (H5,34.323,(d)) (sextile,3.31')", '14', "(H7,54.068,(r)) (H5,54.231,(d)) (conjunction,9.76')\n(Mars,208.593,(r)) (H5,298.674,(c)) (square,4.85')", '16', 10]
['1916-09-06 13:52:15', '0', '1', '2', '3', "(Neptune,123.880,(r)) (H12,168.962,(c)) (45-semisquare,4.91')", "(Jupiter,35.161,(r)) (H10,155.217,(d)) (trine,3.37')", '6', '7', '8', "(Mercury,190.237,(r)) (H5,310.163,(c)) (trine,4.43')", "(Mercury,190.237,(r)) (H1,250.250,(d)) (sextile,0.82')\n(Mercury,190.237,(r)) (H9,130.174,(d)) (sextile,3.77')\n(Mercury,190.237,(r)) (H1,190.141,(c)) (conjunction,5.76')\n(H9,99.416,(r)) (H10,99.428,(c)) (conjunction,0.72')", "(Sun,163.616,(r)) (H4,343.633,(d)) (opposition,1.02')", '12', '13', "(Mean_Node,296.535,(r)) (H4,266.496,(c)) (30-semisextile,2.37')", "(Neptune,123.880,(r)) (H8,123.827,(d)) (conjunction,3.13')\n(Pluto,94.268,(r)) (POF,274.431,(c)) (opposition,9.81')", '16', 11]
['1916-09-06 20:59:04', '0', '1', '2', '3', '4', '5', "(Saturn,116.873,(r)) (H1,296.843,(c)) (opposition,1.80')", "(Jupiter,35.148,(r)) (H10,215.019,(c)) (opposition,7.79')", '8', "(Mean_Node,296.520,(r)) (H5,116.393,(d)) (opposition,7.61')\n(Mars,208.764,(r)) (H5,58.792,(c)) (150-quincunx,1.69')", '10', "(Venus,118.082,(r)) (H5,118.136,(d)) (conjunction,3.21')", "(Jupiter,35.148,(r)) (H1,5.165,(d)) (30-semisextile,1.00')", '13', '14', "(Mean_Node,296.520,(r)) (H8,116.592,(c)) (opposition,4.32')", "(Venus,118.082,(r)) (H4,118.192,(d)) (conjunction,6.57')", 8]
['1916-09-06 21:08:16', '0', '1', '2', '3', "(Pluto,94.271,(r)) (H12,274.225,(c)) (opposition,2.77')", '5', '6', "(Venus,118.088,(r)) (H10,268.042,(d)) (150-quincunx,2.76')\n(Jupiter,35.148,(r)) (H5,65.239,(c)) (30-semisextile,5.44')", '8', '9', '10', "(Jupiter,35.148,(r)) (H1,5.115,(d)) (30-semisextile,2.00')", "(Moon,276.184,(r)) (H4,96.028,(d)) (opposition,9.34')", '13', '14', "(Neptune,123.889,(r)) (H7,213.873,(d)) (square,0.97')\n(Mean_Node,296.519,(r)) (H4,116.551,(d)) (opposition,1.90')", '16', 7]
['1916-09-06 09:46:23', '0', '1', '2', "(Venus,117.652,(r)) (H1,147.586,(c)) (30-semisextile,3.97')", '4', '5', '6', '7', '8', '9', "(H10,72.021,(r)) (H9,72.083,(d)) (conjunction,3.74')", '11', '12', '13', "(Venus,117.652,(r)) (H1,117.534,(c)) (conjunction,7.12')\n(Mars,208.455,(r)) (H5,238.401,(c)) (30-semisextile,3.22')", '15', '16', 4]
['1916-09-07 02:49:12', '0', "(Uranus,316.689,(r)) (H9,286.698,(c)) (30-semisextile,0.51')", '2', "(Moon,279.576,(r)) (H9,309.584,(d)) (30-semisextile,0.45')\n(Mercury,190.817,(r)) (H10,310.797,(c)) (trine,1.21')", '4', '5', '6', "(Mars,208.925,(r)) (POF,208.964,(d)) (conjunction,2.34')\n(Venus,118.306,(r)) (H10,298.394,(c)) (opposition,5.22')", "(Jupiter,35.138,(r)) (H1,35.142,(c)) (conjunction,0.24')\n(Mean_Node,296.507,(r)) (H5,146.456,(c)) (150-quincunx,3.05')", '9', '10', "(Mars,208.925,(r)) (H1,28.811,(c)) (opposition,6.80')", '12', '13', '14', '15', '16', 8]
['1916-09-06 09:03:04', '0', '1', "(Saturn,116.822,(r)) (H4,251.829,(d)) (135-sesquisquare,0.39')\n(Neptune,123.874,(r)) (H8,348.788,(c)) (135-sesquisquare,5.16')", "(Uranus,316.715,(r)) (H9,16.788,(c)) (sextile,4.42')", '4', '5', '6', '7', "(Mean_Node,296.546,(r)) (H5,296.557,(d)) (conjunction,0.67')", '9', "(Venus,117.625,(r)) (H9,357.640,(c)) (trine,0.90')", '11', "(Venus,117.625,(r)) (H1,117.530,(c)) (conjunction,5.68')\n(Mars,208.435,(r)) (H5,238.397,(c)) (30-semisextile,2.25')", '13', '14', '15', '16', 7]
['1916-09-06 21:53:52', '0', '1', '2', '3', '4', '5', '6', '7', '8', "(Uranus,316.696,(r)) (H1,16.708,(d)) (sextile,0.69')", '10', '11', '12', '13', '14', '15', "(Neptune,123.890,(r)) (H8,258.804,(d)) (135-sesquisquare,5.13')", 2]
['1916-09-06 12:04:39', '0', '1', "(Pluto,94.267,(r)) (H4,274.152,(c)) (opposition,6.90')", '3', '4', '5', '6', '7', '8', '9', "(H10,103.978,(r)) (H9,104.001,(d)) (conjunction,1.36')\n(H9,74.634,(r)) (H10,74.598,(c)) (conjunction,2.12')", '11', '12', '13', '14', "(Pluto,94.267,(r)) (H7,319.241,(c)) (135-sesquisquare,1.54')", '16', 4]
['1916-09-06 06:07:44', '0', "(Neptune,123.870,(r)) (H9,333.942,(c)) (150-quincunx,4.32')", "(Mars,208.354,(r)) (H4,208.376,(d)) (conjunction,1.32')", '3', '4', '5', "(Pluto,94.264,(r)) (H3,139.313,(c)) (45-semisquare,2.91')", '7', '8', '9', '10', '11', '12', "(Mercury,189.884,(r)) (H5,189.992,(c)) (conjunction,6.46')", "(Venus,117.513,(r)) (H4,147.535,(c)) (30-semisextile,1.29')", '15', '16', 5]
['1916-09-06 12:41:36', '0', '1', '2', '3', '4', "(Uranus,316.709,(r)) (H10,136.874,(d)) (opposition,9.89')", '6', "(Venus,117.764,(r)) (H5,297.631,(c)) (opposition,8.00')", '8', "(H5,323.198,(r)) (H4,323.067,(d)) (conjunction,7.86')", "(H10,112.632,(r)) (H9,112.757,(d)) (conjunction,7.48')\n(H9,83.129,(r)) (H10,83.154,(c)) (conjunction,1.50')", '11', '12', '13', '14', '15', '16', 5]
['1916-09-06 23:03:04', "(Jupiter,35.145,(r)) (H3,65.112,(d)) (30-semisextile,1.97')", '1', "(Neptune,123.891,(r)) (POF,123.984,(d)) (conjunction,5.54')", "(Uranus,316.695,(r)) (H1,16.763,(d)) (sextile,4.11')", '4', '5', '6', "(Mars,208.821,(r)) (H7,148.858,(c)) (sextile,2.22')", '8', '9', '10', '11', '12', '13', "(Moon,277.325,(r)) (H1,307.380,(c)) (30-semisextile,3.30')", '15', '16', 5]
['1916-09-07 03:11:12', '0', '1', "(Pluto,94.273,(r)) (H4,139.357,(c)) (45-semisquare,5.04')", '3', '4', '5', '6', '7', "(Jupiter,35.138,(r)) (POF,215.187,(d)) (opposition,2.98')", "(Venus,118.321,(r)) (H5,148.351,(c)) (30-semisextile,1.84')", "(Venus,118.321,(r)) (H10,298.426,(c)) (opposition,6.34')", "(Jupiter,35.138,(r)) (H1,35.111,(c)) (conjunction,1.60')\n(Mean_Node,296.506,(r)) (H5,146.426,(c)) (150-quincunx,4.79')", '12', '13', '14', '15', '16', 6]
['1916-09-06 13:02:47', "(Mean_Node,296.537,(r)) (H4,296.516,(c)) (conjunction,1.25')", '1', '2', '3', '4', "(Jupiter,35.162,(r)) (H3,245.075,(c)) (150-quincunx,5.20')", "(Pluto,94.267,(r)) (H10,94.209,(c)) (conjunction,3.47')", '7', '8', "(H5,328.548,(r)) (H4,328.570,(d)) (conjunction,1.31')", "(Venus,117.778,(r)) (H9,117.880,(d)) (conjunction,6.11')\n(H9,87.997,(r)) (H10,88.036,(c)) (conjunction,2.33')", "(Mean_Node,296.537,(r)) (H5,296.657,(c)) (conjunction,7.22')", "(Jupiter,35.162,(r)) (H5,5.131,(d)) (30-semisextile,1.87')", '13', '14', "(Pluto,94.267,(r)) (H5,274.187,(c)) (opposition,4.83')", '16', 9]
['1916-09-07 03:03:43', '0', "(Moon,279.721,(r)) (H10,339.661,(d)) (sextile,3.64')", '2', '3', "(Mars,208.931,(r)) (POF,208.823,(d)) (conjunction,6.50')", '5', '6', '7', '8', "(Jupiter,35.138,(r)) (H1,35.027,(c)) (conjunction,6.67')", '10', '11', '12', '13', '14', '15', "(Neptune,123.896,(r)) (H1,124.070,(d)) (conjunction,10.44')\n(Neptune,123.896,(r)) (H4,213.961,(d)) (square,3.90')", 5]
['1916-09-06 13:57:43', '0', '1', '2', "(Venus,117.813,(r)) (H10,117.772,(c)) (conjunction,2.46')\n(Uranus,316.708,(r)) (POF,316.718,(c)) (conjunction,0.62')", '4', "(Jupiter,35.160,(r)) (H1,245.152,(d)) (150-quincunx,0.51')", '6', '7', '8', '9', "(H9,100.689,(r)) (H10,100.693,(c)) (conjunction,0.23')", '11', '12', '13', "(Venus,117.813,(r)) (H4,267.754,(c)) (150-quincunx,3.55')", "(Pluto,94.268,(r)) (H7,94.447,(d)) (conjunction,10.77')", "(Moon,271.917,(r)) (POF,271.932,(c)) (conjunction,0.86')", 7]
['1916-09-07 02:58:56', '0', '1', '2', '3', "(Neptune,123.896,(r)) (H10,304.051,(c)) (opposition,9.31')", '5', '6', '7', '8', "(Mean_Node,296.506,(r)) (H4,116.376,(c)) (opposition,7.84')", '10', '11', '12', '13', "(Uranus,316.689,(r)) (H4,196.638,(d)) (trine,3.05')", "(Venus,118.313,(r)) (H5,118.452,(c)) (conjunction,8.34')", "(Saturn,116.898,(r)) (POF,116.755,(c)) (conjunction,8.61')", 5]
['1916-09-06 22:54:23', '0', "(Mercury,190.643,(r)) (H1,10.547,(d)) (opposition,5.74')", '2', '3', '4', "(Venus,118.156,(r)) (H1,328.117,(c)) (150-quincunx,2.37')\n(Jupiter,35.145,(r)) (H10,245.109,(c)) (150-quincunx,2.19')", '6', '7', '8', '9', '10', '11', "(Uranus,316.695,(r)) (H1,316.683,(c)) (conjunction,0.70')", '13', '14', '15', "(Moon,277.239,(r)) (H8,142.306,(c)) (135-sesquisquare,4.06')\n(Mars,208.817,(r)) (H4,28.953,(c)) (opposition,8.17')", 6]
